"aar","fylke_nr","tilskudd_til_kommuner","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0434","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0434","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0434","NULL"
"2012","NULL","skole_tilsk","kroner","44000","tilskudd","0434","NULL"
"2012","NULL","totalt","kroner","3236800","tilskudd","0436","NULL"
"2012","NULL","inttilsk_1_5","kroner","3182000","tilskudd","0436","NULL"
"2012","NULL","inttilsk_1","kroner","711500","tilskudd","0436","NULL"
"2012","NULL","inttilsk_2_5","kroner","2470500","tilskudd","0436","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0436","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0436","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0436","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0436","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0436","NULL"
"2012","NULL","skole_tilsk","kroner","33000","tilskudd","0436","NULL"
"2012","NULL","totalt","kroner","10284179","tilskudd","0437","NULL"
"2012","NULL","inttilsk_1_5","kroner","7725500","tilskudd","0437","NULL"
"2012","NULL","inttilsk_1","kroner","1479000","tilskudd","0437","NULL"
"2012","NULL","inttilsk_2_5","kroner","6246500","tilskudd","0437","NULL"
"2012","NULL","funkhem","kroner","599129","tilskudd","0437","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0437","NULL"
"2012","NULL","em_tilsk","kroner","1849750","tilskudd","0437","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0437","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0437","NULL"
"2012","NULL","skole_tilsk","kroner","88000","tilskudd","0437","NULL"
"2012","NULL","totalt","kroner","3133500","tilskudd","0438","NULL"
"2012","NULL","inttilsk_1_5","kroner","3078500","tilskudd","0438","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0438","NULL"
"2012","NULL","inttilsk_2_5","kroner","3078500","tilskudd","0438","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0438","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0438","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0438","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0438","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0438","NULL"
"2012","NULL","skole_tilsk","kroner","55000","tilskudd","0438","NULL"
"2012","NULL","totalt","kroner","1442000","tilskudd","0439","NULL"
"2012","NULL","inttilsk_1_5","kroner","1398000","tilskudd","0439","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0439","NULL"
"2012","NULL","inttilsk_2_5","kroner","1398000","tilskudd","0439","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0439","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0439","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0439","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0439","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0439","NULL"
"2012","NULL","skole_tilsk","kroner","44000","tilskudd","0439","NULL"
"2012","NULL","totalt","kroner","3581490","tilskudd","0441","NULL"
"2012","NULL","inttilsk_1_5","kroner","2880000","tilskudd","0441","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0441","NULL"
"2012","NULL","inttilsk_2_5","kroner","2880000","tilskudd","0441","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0441","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0441","NULL"
"2012","NULL","em_tilsk","kroner","602490","tilskudd","0441","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0441","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0441","NULL"
"2012","NULL","skole_tilsk","kroner","99000","tilskudd","0441","NULL"
"2012","NULL","totalt","kroner","56745957","tilskudd","0501","NULL"
"2012","NULL","inttilsk_1_5","kroner","37016500","tilskudd","0501","NULL"
"2012","NULL","inttilsk_1","kroner","14674500","tilskudd","0501","NULL"
"2012","NULL","inttilsk_2_5","kroner","22342000","tilskudd","0501","NULL"
"2012","NULL","funkhem","kroner","16513907","tilskudd","0501","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0501","NULL"
"2012","NULL","em_tilsk","kroner","2166850","tilskudd","0501","NULL"
"2012","NULL","barnehage_tilsk","kroner","170000","tilskudd","0501","NULL"
"2012","NULL","eldre_tilsk","kroner","138700","tilskudd","0501","NULL"
"2012","NULL","skole_tilsk","kroner","740000","tilskudd","0501","NULL"
"2012","NULL","totalt","kroner","54439067","tilskudd","0502","NULL"
"2012","NULL","inttilsk_1_5","kroner","35021000","tilskudd","0502","NULL"
"2012","NULL","inttilsk_1","kroner","11380500","tilskudd","0502","NULL"
"2012","NULL","inttilsk_2_5","kroner","23640500","tilskudd","0502","NULL"
"2012","NULL","funkhem","kroner","15204763","tilskudd","0502","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0502","NULL"
"2012","NULL","em_tilsk","kroner","3245704","tilskudd","0502","NULL"
"2012","NULL","barnehage_tilsk","kroner","129700","tilskudd","0502","NULL"
"2012","NULL","eldre_tilsk","kroner","138700","tilskudd","0502","NULL"
"2012","NULL","skole_tilsk","kroner","699200","tilskudd","0502","NULL"
"2012","NULL","totalt","kroner","3130300","tilskudd","0511","NULL"
"2012","NULL","inttilsk_1_5","kroner","3086500","tilskudd","0511","NULL"
"2012","NULL","inttilsk_1","kroner","1316000","tilskudd","0511","NULL"
"2012","NULL","inttilsk_2_5","kroner","1770500","tilskudd","0511","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0511","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0511","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0511","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0511","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0511","NULL"
"2012","NULL","skole_tilsk","kroner","22000","tilskudd","0511","NULL"
"2012","NULL","totalt","kroner","0","tilskudd","0512","NULL"
"2012","NULL","inttilsk_1_5","kroner","0","tilskudd","0512","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0512","NULL"
"2012","NULL","inttilsk_2_5","kroner","0","tilskudd","0512","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0512","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0512","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0512","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0512","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0512","NULL"
"2012","NULL","skole_tilsk","kroner","0","tilskudd","0512","NULL"
"2012","NULL","totalt","kroner","3739200","tilskudd","0513","NULL"
"2012","NULL","inttilsk_1_5","kroner","3643500","tilskudd","0513","NULL"
"2012","NULL","inttilsk_1","kroner","1041500","tilskudd","0513","NULL"
"2012","NULL","inttilsk_2_5","kroner","2602000","tilskudd","0513","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0513","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0513","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0513","NULL"
"2012","NULL","barnehage_tilsk","kroner","63200","tilskudd","0513","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0513","NULL"
"2012","NULL","skole_tilsk","kroner","32500","tilskudd","0513","NULL"
"2012","NULL","totalt","kroner","4073000","tilskudd","0514","NULL"
"2012","NULL","inttilsk_1_5","kroner","3996000","tilskudd","0514","NULL"
"2012","NULL","inttilsk_1","kroner","156500","tilskudd","0514","NULL"
"2012","NULL","inttilsk_2_5","kroner","3839500","tilskudd","0514","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0514","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0514","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0514","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0514","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0514","NULL"
"2012","NULL","skole_tilsk","kroner","77000","tilskudd","0514","NULL"
"2012","NULL","totalt","kroner","5392200","tilskudd","0515","NULL"
"2012","NULL","inttilsk_1_5","kroner","5294500","tilskudd","0515","NULL"
"2012","NULL","inttilsk_1","kroner","863000","tilskudd","0515","NULL"
"2012","NULL","inttilsk_2_5","kroner","4431500","tilskudd","0515","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0515","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0515","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0515","NULL"
"2012","NULL","barnehage_tilsk","kroner","20700","tilskudd","0515","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0515","NULL"
"2012","NULL","skole_tilsk","kroner","77000","tilskudd","0515","NULL"
"2012","NULL","totalt","kroner","7465080","tilskudd","0516","NULL"
"2012","NULL","inttilsk_1_5","kroner","6391000","tilskudd","0516","NULL"
"2012","NULL","inttilsk_1","kroner","3009500","tilskudd","0516","NULL"
"2012","NULL","inttilsk_2_5","kroner","3381500","tilskudd","0516","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0516","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0516","NULL"
"2012","NULL","em_tilsk","kroner","887880","tilskudd","0516","NULL"
"2012","NULL","barnehage_tilsk","kroner","87200","tilskudd","0516","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0516","NULL"
"2012","NULL","skole_tilsk","kroner","99000","tilskudd","0516","NULL"
"2012","NULL","totalt","kroner","6756488","tilskudd","0517","NULL"
"2012","NULL","inttilsk_1_5","kroner","5167000","tilskudd","0517","NULL"
"2012","NULL","inttilsk_1","kroner","2471000","tilskudd","0517","NULL"
"2012","NULL","inttilsk_2_5","kroner","2696000","tilskudd","0517","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0517","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0517","NULL"
"2012","NULL","em_tilsk","kroner","1436288","tilskudd","0517","NULL"
"2012","NULL","barnehage_tilsk","kroner","87200","tilskudd","0517","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0517","NULL"
"2012","NULL","skole_tilsk","kroner","66000","tilskudd","0517","NULL"
"2012","NULL","totalt","kroner","1074000","tilskudd","0519","NULL"
"2012","NULL","inttilsk_1_5","kroner","1063000","tilskudd","0519","NULL"
"2012","NULL","inttilsk_1","kroner","210000","tilskudd","0519","NULL"
"2012","NULL","inttilsk_2_5","kroner","853000","tilskudd","0519","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0519","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0519","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0519","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0519","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0519","NULL"
"2012","NULL","skole_tilsk","kroner","11000","tilskudd","0519","NULL"
"2012","NULL","totalt","kroner","3638500","tilskudd","0520","NULL"
"2012","NULL","inttilsk_1_5","kroner","3528500","tilskudd","0520","NULL"
"2012","NULL","inttilsk_1","kroner","1457500","tilskudd","0520","NULL"
"2012","NULL","inttilsk_2_5","kroner","2071000","tilskudd","0520","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0520","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0520","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0520","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0520","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0520","NULL"
"2012","NULL","skole_tilsk","kroner","110000","tilskudd","0520","NULL"
"2012","NULL","totalt","kroner","11311890","tilskudd","0521","NULL"
"2012","NULL","inttilsk_1_5","kroner","10076500","tilskudd","0521","NULL"
"2012","NULL","inttilsk_1","kroner","2865500","tilskudd","0521","NULL"
"2012","NULL","inttilsk_2_5","kroner","7211000","tilskudd","0521","NULL"
"2012","NULL","funkhem","kroner","800100","tilskudd","0521","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0521","NULL"
"2012","NULL","em_tilsk","kroner","73990","tilskudd","0521","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0521","NULL"
"2012","NULL","eldre_tilsk","kroner","143000","tilskudd","0521","NULL"
"2012","NULL","skole_tilsk","kroner","196500","tilskudd","0521","NULL"
"2012","NULL","totalt","kroner","2284500","tilskudd","0522","NULL"
"2012","NULL","inttilsk_1_5","kroner","2262500","tilskudd","0522","NULL"
"2012","NULL","inttilsk_1","kroner","360000","tilskudd","0522","NULL"
"2012","NULL","inttilsk_2_5","kroner","1902500","tilskudd","0522","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0522","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0522","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0522","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0522","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0522","NULL"
"2012","NULL","skole_tilsk","kroner","22000","tilskudd","0522","NULL"
"2012","NULL","totalt","kroner","10030400","tilskudd","0528","NULL"
"2012","NULL","inttilsk_1_5","kroner","9545000","tilskudd","0528","NULL"
"2012","NULL","inttilsk_1","kroner","2250500","tilskudd","0528","NULL"
"2012","NULL","inttilsk_2_5","kroner","7294500","tilskudd","0528","NULL"
"2012","NULL","funkhem","kroner","155400","tilskudd","0528","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0528","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0528","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0528","NULL"
"2012","NULL","eldre_tilsk","kroner","143000","tilskudd","0528","NULL"
"2012","NULL","skole_tilsk","kroner","187000","tilskudd","0528","NULL"
"2012","NULL","totalt","kroner","13584840","tilskudd","0529","NULL"
"2012","NULL","inttilsk_1_5","kroner","13052500","tilskudd","0529","NULL"
"2012","NULL","inttilsk_1","kroner","2576000","tilskudd","0529","NULL"
"2012","NULL","inttilsk_2_5","kroner","10476500","tilskudd","0529","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0529","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0529","NULL"
"2012","NULL","em_tilsk","kroner","126840","tilskudd","0529","NULL"
"2012","NULL","barnehage_tilsk","kroner","42500","tilskudd","0529","NULL"
"2012","NULL","eldre_tilsk","kroner","143000","tilskudd","0529","NULL"
"2012","NULL","skole_tilsk","kroner","220000","tilskudd","0529","NULL"
"2012","NULL","totalt","kroner","2795840","tilskudd","0532","NULL"
"2012","NULL","inttilsk_1_5","kroner","2636000","tilskudd","0532","NULL"
"2012","NULL","inttilsk_1","kroner","630000","tilskudd","0532","NULL"
"2012","NULL","inttilsk_2_5","kroner","2006000","tilskudd","0532","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0532","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0532","NULL"
"2012","NULL","em_tilsk","kroner","126840","tilskudd","0532","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0532","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0532","NULL"
"2012","NULL","skole_tilsk","kroner","33000","tilskudd","0532","NULL"
"2012","NULL","totalt","kroner","18755520","tilskudd","0533","NULL"
"2012","NULL","inttilsk_1_5","kroner","17402000","tilskudd","0533","NULL"
"2012","NULL","inttilsk_1","kroner","6138000","tilskudd","0533","NULL"
"2012","NULL","inttilsk_2_5","kroner","11264000","tilskudd","0533","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0533","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0533","NULL"
"2012","NULL","em_tilsk","kroner","1014720","tilskudd","0533","NULL"
"2012","NULL","barnehage_tilsk","kroner","64300","tilskudd","0533","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0533","NULL"
"2012","NULL","skole_tilsk","kroner","274500","tilskudd","0533","NULL"
"2012","NULL","totalt","kroner","28023873","tilskudd","0534","NULL"
"2012","NULL","inttilsk_1_5","kroner","24959900","tilskudd","0534","NULL"
"2012","NULL","inttilsk_1","kroner","7021000","tilskudd","0534","NULL"
"2012","NULL","inttilsk_2_5","kroner","17938900","tilskudd","0534","NULL"
"2012","NULL","funkhem","kroner","1057343","tilskudd","0534","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0534","NULL"
"2012","NULL","em_tilsk","kroner","1469230","tilskudd","0534","NULL"
"2012","NULL","barnehage_tilsk","kroner","174400","tilskudd","0534","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0534","NULL"
"2012","NULL","skole_tilsk","kroner","363000","tilskudd","0534","NULL"
"2012","NULL","totalt","kroner","3053800","tilskudd","0536","NULL"
"2012","NULL","inttilsk_1_5","kroner","3010000","tilskudd","0536","NULL"
"2012","NULL","inttilsk_1","kroner","1320000","tilskudd","0536","NULL"
"2012","NULL","inttilsk_2_5","kroner","1690000","tilskudd","0536","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0536","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0536","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0536","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0536","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0536","NULL"
"2012","NULL","skole_tilsk","kroner","22000","tilskudd","0536","NULL"
"2012","NULL","totalt","kroner","13202552","tilskudd","0538","NULL"
"2012","NULL","inttilsk_1_5","kroner","10224000","tilskudd","0538","NULL"
"2012","NULL","inttilsk_1","kroner","3998500","tilskudd","0538","NULL"
"2012","NULL","inttilsk_2_5","kroner","6225500","tilskudd","0538","NULL"
"2012","NULL","funkhem","kroner","996706","tilskudd","0538","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0538","NULL"
"2012","NULL","em_tilsk","kroner","1806546","tilskudd","0538","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0538","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0538","NULL"
"2012","NULL","skole_tilsk","kroner","153500","tilskudd","0538","NULL"
"2012","NULL","totalt","kroner","4219000","tilskudd","0540","NULL"
"2012","NULL","inttilsk_1_5","kroner","3702000","tilskudd","0540","NULL"
"2012","NULL","inttilsk_1","kroner","1409000","tilskudd","0540","NULL"
"2012","NULL","inttilsk_2_5","kroner","2293000","tilskudd","0540","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0540","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0540","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0540","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0540","NULL"
"2012","NULL","eldre_tilsk","kroner","429000","tilskudd","0540","NULL"
"2012","NULL","skole_tilsk","kroner","88000","tilskudd","0540","NULL"
"2012","NULL","totalt","kroner","2750340","tilskudd","0541","NULL"
"2012","NULL","inttilsk_1_5","kroner","2612500","tilskudd","0541","NULL"
"2012","NULL","inttilsk_1","kroner","1020000","tilskudd","0541","NULL"
"2012","NULL","inttilsk_2_5","kroner","1592500","tilskudd","0541","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0541","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0541","NULL"
"2012","NULL","em_tilsk","kroner","126840","tilskudd","0541","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0541","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0541","NULL"
"2012","NULL","skole_tilsk","kroner","11000","tilskudd","0541","NULL"
"2012","NULL","totalt","kroner","7107100","tilskudd","0542","NULL"
"2012","NULL","inttilsk_1_5","kroner","7019500","tilskudd","0542","NULL"
"2012","NULL","inttilsk_1","kroner","2668000","tilskudd","0542","NULL"
"2012","NULL","inttilsk_2_5","kroner","4351500","tilskudd","0542","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0542","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0542","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0542","NULL"
"2012","NULL","barnehage_tilsk","kroner","43600","tilskudd","0542","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0542","NULL"
"2012","NULL","skole_tilsk","kroner","44000","tilskudd","0542","NULL"
"2012","NULL","totalt","kroner","4743860","tilskudd","0543","NULL"
"2012","NULL","inttilsk_1_5","kroner","4159500","tilskudd","0543","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0543","NULL"
"2012","NULL","inttilsk_2_5","kroner","4159500","tilskudd","0543","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0543","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0543","NULL"
"2012","NULL","em_tilsk","kroner","507360","tilskudd","0543","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0543","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0543","NULL"
"2012","NULL","skole_tilsk","kroner","77000","tilskudd","0543","NULL"
"2012","NULL","totalt","kroner","1760840","tilskudd","0544","NULL"
"2012","NULL","inttilsk_1_5","kroner","1623000","tilskudd","0544","NULL"
"2012","NULL","inttilsk_1","kroner","555000","tilskudd","0544","NULL"
"2012","NULL","inttilsk_2_5","kroner","1068000","tilskudd","0544","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0544","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0544","NULL"
"2012","NULL","em_tilsk","kroner","126840","tilskudd","0544","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0544","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0544","NULL"
"2012","NULL","skole_tilsk","kroner","11000","tilskudd","0544","NULL"
"2012","NULL","totalt","kroner","2388600","tilskudd","0545","NULL"
"2012","NULL","inttilsk_1_5","kroner","2279000","tilskudd","0545","NULL"
"2012","NULL","inttilsk_1","kroner","426500","tilskudd","0545","NULL"
"2012","NULL","inttilsk_2_5","kroner","1852500","tilskudd","0545","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0545","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0545","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0545","NULL"
"2012","NULL","barnehage_tilsk","kroner","43600","tilskudd","0545","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0545","NULL"
"2012","NULL","skole_tilsk","kroner","66000","tilskudd","0545","NULL"
"2012","NULL","totalt","kroner","81845314","tilskudd","0602","NULL"
"2012","NULL","inttilsk_1_5","kroner","66895700","tilskudd","0602","NULL"
"2012","NULL","inttilsk_1","kroner","22583500","tilskudd","0602","NULL"
"2012","NULL","inttilsk_2_5","kroner","44312200","tilskudd","0602","NULL"
"2012","NULL","funkhem","kroner","5859900","tilskudd","0602","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0602","NULL"
"2012","NULL","em_tilsk","kroner","6773214","tilskudd","0602","NULL"
"2012","NULL","barnehage_tilsk","kroner","558000","tilskudd","0602","NULL"
"2012","NULL","eldre_tilsk","kroner","572000","tilskudd","0602","NULL"
"2012","NULL","skole_tilsk","kroner","1186500","tilskudd","0602","NULL"
"2012","NULL","totalt","kroner","23683144","tilskudd","0604","NULL"
"2012","NULL","inttilsk_1_5","kroner","20955000","tilskudd","0604","NULL"
"2012","NULL","inttilsk_1","kroner","5849000","tilskudd","0604","NULL"
"2012","NULL","inttilsk_2_5","kroner","15106000","tilskudd","0604","NULL"
"2012","NULL","funkhem","kroner","597694","tilskudd","0604","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0604","NULL"
"2012","NULL","em_tilsk","kroner","1638350","tilskudd","0604","NULL"
"2012","NULL","barnehage_tilsk","kroner","152600","tilskudd","0604","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0604","NULL"
"2012","NULL","skole_tilsk","kroner","339500","tilskudd","0604","NULL"
"2012","NULL","totalt","kroner","19705190","tilskudd","0605","NULL"
"2012","NULL","inttilsk_1_5","kroner","18240500","tilskudd","0605","NULL"
"2012","NULL","inttilsk_1","kroner","3924000","tilskudd","0605","NULL"
"2012","NULL","inttilsk_2_5","kroner","14316500","tilskudd","0605","NULL"
"2012","NULL","funkhem","kroner","352250","tilskudd","0605","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0605","NULL"
"2012","NULL","em_tilsk","kroner","761040","tilskudd","0605","NULL"
"2012","NULL","barnehage_tilsk","kroner","65400","tilskudd","0605","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0605","NULL"
"2012","NULL","skole_tilsk","kroner","286000","tilskudd","0605","NULL"
"2012","NULL","totalt","kroner","2199140","tilskudd","0612","NULL"
"2012","NULL","inttilsk_1_5","kroner","1984500","tilskudd","0612","NULL"
"2012","NULL","inttilsk_1","kroner","583000","tilskudd","0612","NULL"
"2012","NULL","inttilsk_2_5","kroner","1401500","tilskudd","0612","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0612","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0612","NULL"
"2012","NULL","em_tilsk","kroner","126840","tilskudd","0612","NULL"
"2012","NULL","barnehage_tilsk","kroner","21800","tilskudd","0612","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0612","NULL"
"2012","NULL","skole_tilsk","kroner","66000","tilskudd","0612","NULL"
"2012","NULL","totalt","kroner","533680","tilskudd","0615","NULL"
"2012","NULL","inttilsk_1_5","kroner","280000","tilskudd","0615","NULL"
"2012","NULL","inttilsk_1","kroner","0","tilskudd","0615","NULL"
"2012","NULL","inttilsk_2_5","kroner","280000","tilskudd","0615","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0615","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0615","NULL"
"2012","NULL","em_tilsk","kroner","253680","tilskudd","0615","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0615","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0615","NULL"
"2012","NULL","skole_tilsk","kroner","0","tilskudd","0615","NULL"
"2012","NULL","totalt","kroner","4025500","tilskudd","0616","NULL"
"2012","NULL","inttilsk_1_5","kroner","3992500","tilskudd","0616","NULL"
"2012","NULL","inttilsk_1","kroner","1836500","tilskudd","0616","NULL"
"2012","NULL","inttilsk_2_5","kroner","2156000","tilskudd","0616","NULL"
"2012","NULL","funkhem","kroner","0","tilskudd","0616","NULL"
"2012","NULL","norsk_samf_tilsk","kroner","0","tilskudd","0616","NULL"
"2012","NULL","em_tilsk","kroner","0","tilskudd","0616","NULL"
"2012","NULL","barnehage_tilsk","kroner","0","tilskudd","0616","NULL"
"2012","NULL","eldre_tilsk","kroner","0","tilskudd","0616","NULL"
