"aar","fylke_nr","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2015","NULL","1","personer","28","intro_deltakere","NULL","0605","NULL"
"2015","NULL","alle","personer","50","intro_deltakere","NULL","0605","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0612","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0612","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","0612","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0615","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0615","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","0615","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0616","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","0616","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","0616","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","0617","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","0617","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","0617","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0618","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0618","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","0618","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0619","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","0619","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","0619","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0620","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0620","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0620","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0621","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0621","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","0621","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","0622","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","0622","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","0622","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","0623","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","0623","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","0623","NULL"
"2015","NULL","0","personer","13","intro_deltakere","NULL","0624","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","0624","NULL"
"2015","NULL","alle","personer","25","intro_deltakere","NULL","0624","NULL"
"2015","NULL","0","personer","18","intro_deltakere","NULL","0625","NULL"
"2015","NULL","1","personer","18","intro_deltakere","NULL","0625","NULL"
"2015","NULL","alle","personer","36","intro_deltakere","NULL","0625","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","0626","NULL"
"2015","NULL","1","personer","16","intro_deltakere","NULL","0626","NULL"
"2015","NULL","alle","personer","31","intro_deltakere","NULL","0626","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","0627","NULL"
"2015","NULL","1","personer","15","intro_deltakere","NULL","0627","NULL"
"2015","NULL","alle","personer","30","intro_deltakere","NULL","0627","NULL"
"2015","NULL","0","personer","13","intro_deltakere","NULL","0628","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","0628","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","0628","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","0631","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","0631","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","0631","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","0632","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0632","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","0632","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","0633","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0633","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","0633","NULL"
"2015","NULL","0","personer","37","intro_deltakere","NULL","0701","NULL"
"2015","NULL","1","personer","25","intro_deltakere","NULL","0701","NULL"
"2015","NULL","alle","personer","62","intro_deltakere","NULL","0701","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","0702","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","0702","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","0702","NULL"
"2015","NULL","0","personer","25","intro_deltakere","NULL","0704","NULL"
"2015","NULL","1","personer","18","intro_deltakere","NULL","0704","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","0704","NULL"
"2015","NULL","0","personer","30","intro_deltakere","NULL","0706","NULL"
"2015","NULL","1","personer","27","intro_deltakere","NULL","0706","NULL"
"2015","NULL","alle","personer","57","intro_deltakere","NULL","0706","NULL"
"2015","NULL","0","personer","30","intro_deltakere","NULL","0709","NULL"
"2015","NULL","1","personer","36","intro_deltakere","NULL","0709","NULL"
"2015","NULL","alle","personer","66","intro_deltakere","NULL","0709","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0711","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","0711","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","0711","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","0713","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","0713","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","0713","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0714","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0714","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0714","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0716","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","0716","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","0716","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0719","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0719","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0719","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","0720","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","0720","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","0720","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","0722","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","0722","NULL"
"2015","NULL","alle","personer","25","intro_deltakere","NULL","0722","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0723","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","0723","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","0723","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","0728","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","0728","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","0728","NULL"
"2015","NULL","0","personer","40","intro_deltakere","NULL","0805","NULL"
"2015","NULL","1","personer","41","intro_deltakere","NULL","0805","NULL"
"2015","NULL","alle","personer","81","intro_deltakere","NULL","0805","NULL"
"2015","NULL","0","personer","69","intro_deltakere","NULL","0806","NULL"
"2015","NULL","1","personer","78","intro_deltakere","NULL","0806","NULL"
"2015","NULL","alle","personer","147","intro_deltakere","NULL","0806","NULL"
"2015","NULL","0","personer","26","intro_deltakere","NULL","0807","NULL"
"2015","NULL","1","personer","34","intro_deltakere","NULL","0807","NULL"
"2015","NULL","alle","personer","60","intro_deltakere","NULL","0807","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","0811","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","0811","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","0811","NULL"
"2015","NULL","0","personer","28","intro_deltakere","NULL","0814","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","0814","NULL"
"2015","NULL","alle","personer","48","intro_deltakere","NULL","0814","NULL"
"2015","NULL","0","personer","22","intro_deltakere","NULL","0815","NULL"
"2015","NULL","1","personer","21","intro_deltakere","NULL","0815","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","0815","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","0817","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","0817","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","0817","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","0819","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","0819","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","0819","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","0821","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","0821","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","0821","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","0822","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","0822","NULL"
"2015","NULL","alle","personer","19","intro_deltakere","NULL","0822","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","0826","NULL"
"2015","NULL","1","personer","16","intro_deltakere","NULL","0826","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","0826","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0827","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0827","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0827","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","0828","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","0828","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","0828","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","0829","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","0829","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","0829","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","0830","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","0830","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","0830","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0831","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0831","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","0831","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","0833","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","0833","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","0833","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0834","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","0834","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","0834","NULL"
"2015","NULL","0","personer","16","intro_deltakere","NULL","0901","NULL"
"2015","NULL","1","personer","17","intro_deltakere","NULL","0901","NULL"
"2015","NULL","alle","personer","33","intro_deltakere","NULL","0901","NULL"
"2015","NULL","0","personer","28","intro_deltakere","NULL","0904","NULL"
"2015","NULL","1","personer","39","intro_deltakere","NULL","0904","NULL"
"2015","NULL","alle","personer","67","intro_deltakere","NULL","0904","NULL"
"2015","NULL","0","personer","54","intro_deltakere","NULL","0906","NULL"
"2015","NULL","1","personer","65","intro_deltakere","NULL","0906","NULL"
"2015","NULL","alle","personer","119","intro_deltakere","NULL","0906","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","0911","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","0911","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","0911","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0912","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","0912","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","0912","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","0914","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","0914","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","0914","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0919","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0919","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0919","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","0926","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0926","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","0926","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0928","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","0928","NULL"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","0928","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0929","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0929","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0929","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0935","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","0935","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","0935","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","0937","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","0937","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","0937","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0938","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0938","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0938","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0940","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","0940","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","0940","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","0941","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","0941","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","0941","NULL"
"2015","NULL","0","personer","147","intro_deltakere","NULL","1001","NULL"
"2015","NULL","1","personer","208","intro_deltakere","NULL","1001","NULL"
"2015","NULL","alle","personer","355","intro_deltakere","NULL","1001","NULL"
"2015","NULL","0","personer","31","intro_deltakere","NULL","1002","NULL"
"2015","NULL","1","personer","26","intro_deltakere","NULL","1002","NULL"
"2015","NULL","alle","personer","57","intro_deltakere","NULL","1002","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1003","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1003","NULL"
"2015","NULL","alle","personer","18","intro_deltakere","NULL","1003","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1004","NULL"
"2015","NULL","1","personer","18","intro_deltakere","NULL","1004","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","1004","NULL"
"2015","NULL","0","personer","22","intro_deltakere","NULL","1014","NULL"
"2015","NULL","1","personer","18","intro_deltakere","NULL","1014","NULL"
"2015","NULL","alle","personer","40","intro_deltakere","NULL","1014","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1017","NULL"
"2015","NULL","1","personer","16","intro_deltakere","NULL","1017","NULL"
"2015","NULL","alle","personer","31","intro_deltakere","NULL","1017","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","1018","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1018","NULL"
"2015","NULL","alle","personer","27","intro_deltakere","NULL","1018","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1021","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1021","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1021","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1026","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1026","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1026","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1027","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1027","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","1027","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1029","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1029","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1029","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1032","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1032","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","1032","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1034","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","1034","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1034","NULL"
"2015","NULL","0","personer","18","intro_deltakere","NULL","1037","NULL"
"2015","NULL","1","personer","15","intro_deltakere","NULL","1037","NULL"
"2015","NULL","alle","personer","33","intro_deltakere","NULL","1037","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1046","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1046","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1046","NULL"
"2015","NULL","0","personer","31","intro_deltakere","NULL","1101","NULL"
"2015","NULL","1","personer","34","intro_deltakere","NULL","1101","NULL"
"2015","NULL","alle","personer","65","intro_deltakere","NULL","1101","NULL"
"2015","NULL","0","personer","62","intro_deltakere","NULL","1102","NULL"
"2015","NULL","1","personer","62","intro_deltakere","NULL","1102","NULL"
"2015","NULL","alle","personer","124","intro_deltakere","NULL","1102","NULL"
"2015","NULL","0","personer","83","intro_deltakere","NULL","1103","NULL"
"2015","NULL","1","personer","92","intro_deltakere","NULL","1103","NULL"
"2015","NULL","alle","personer","175","intro_deltakere","NULL","1103","NULL"
"2015","NULL","0","personer","54","intro_deltakere","NULL","1106","NULL"
"2015","NULL","1","personer","38","intro_deltakere","NULL","1106","NULL"
"2015","NULL","alle","personer","92","intro_deltakere","NULL","1106","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1111","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1111","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1111","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1112","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1112","NULL"
"2015","NULL","alle","personer","10","intro_deltakere","NULL","1112","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1114","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1114","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1114","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1119","NULL"
"2015","NULL","1","personer","24","intro_deltakere","NULL","1119","NULL"
"2015","NULL","alle","personer","27","intro_deltakere","NULL","1119","NULL"
"2015","NULL","0","personer","12","intro_deltakere","NULL","1120","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1120","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1120","NULL"
"2015","NULL","0","personer","22","intro_deltakere","NULL","1121","NULL"
"2015","NULL","1","personer","17","intro_deltakere","NULL","1121","NULL"
"2015","NULL","alle","personer","39","intro_deltakere","NULL","1121","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","1122","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","1122","NULL"
"2015","NULL","alle","personer","34","intro_deltakere","NULL","1122","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1124","NULL"
"2015","NULL","1","personer","15","intro_deltakere","NULL","1124","NULL"
"2015","NULL","alle","personer","30","intro_deltakere","NULL","1124","NULL"
"2015","NULL","0","personer","19","intro_deltakere","NULL","1127","NULL"
"2015","NULL","1","personer","24","intro_deltakere","NULL","1127","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","1127","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1129","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1129","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1129","NULL"
"2015","NULL","0","personer","21","intro_deltakere","NULL","1130","NULL"
"2015","NULL","1","personer","22","intro_deltakere","NULL","1130","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","1130","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1133","NULL"
"2015","NULL","1","personer","7","intro_deltakere","NULL","1133","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1133","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1134","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1134","NULL"
"2015","NULL","alle","personer","25","intro_deltakere","NULL","1134","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1135","NULL"
"2015","NULL","1","personer","15","intro_deltakere","NULL","1135","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1135","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1141","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1141","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1141","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","1142","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1142","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","1142","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1144","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1144","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1144","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1145","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1145","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1145","NULL"
"2015","NULL","0","personer","16","intro_deltakere","NULL","1146","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1146","NULL"
"2015","NULL","alle","personer","29","intro_deltakere","NULL","1146","NULL"
"2015","NULL","0","personer","42","intro_deltakere","NULL","1149","NULL"
"2015","NULL","1","personer","42","intro_deltakere","NULL","1149","NULL"
"2015","NULL","alle","personer","84","intro_deltakere","NULL","1149","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1151","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1151","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1151","NULL"
"2015","NULL","0","personer","16","intro_deltakere","NULL","1160","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1160","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","1160","NULL"
"2015","NULL","0","personer","226","intro_deltakere","NULL","1201","NULL"
"2015","NULL","1","personer","339","intro_deltakere","NULL","1201","NULL"
"2015","NULL","alle","personer","565","intro_deltakere","NULL","1201","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1211","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1211","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","1211","NULL"
"2015","NULL","0","personer","13","intro_deltakere","NULL","1216","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1216","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1216","NULL"
"2015","NULL","0","personer","16","intro_deltakere","NULL","1219","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1219","NULL"
"2015","NULL","alle","personer","25","intro_deltakere","NULL","1219","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1221","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1221","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1221","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1222","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1222","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1222","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1223","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1223","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1223","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","1224","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1224","NULL"
"2015","NULL","alle","personer","18","intro_deltakere","NULL","1224","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1227","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1227","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1227","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1228","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","1228","NULL"
"2015","NULL","alle","personer","31","intro_deltakere","NULL","1228","NULL"
"2015","NULL","0","personer","17","intro_deltakere","NULL","1231","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1231","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1231","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1232","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1232","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1232","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1233","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1233","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1233","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1234","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1234","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1234","NULL"
"2015","NULL","0","personer","23","intro_deltakere","NULL","1235","NULL"
"2015","NULL","1","personer","36","intro_deltakere","NULL","1235","NULL"
"2015","NULL","alle","personer","59","intro_deltakere","NULL","1235","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1238","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1238","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1238","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1241","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1241","NULL"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","1241","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1242","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1242","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1242","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1243","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1243","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1243","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1244","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1244","NULL"
"2015","NULL","alle","personer","5","intro_deltakere","NULL","1244","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1245","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1245","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1245","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1246","NULL"
"2015","NULL","1","personer","15","intro_deltakere","NULL","1246","NULL"
"2015","NULL","alle","personer","26","intro_deltakere","NULL","1246","NULL"
"2015","NULL","0","personer","12","intro_deltakere","NULL","1247","NULL"
"2015","NULL","1","personer","22","intro_deltakere","NULL","1247","NULL"
"2015","NULL","alle","personer","34","intro_deltakere","NULL","1247","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1251","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1251","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1251","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1252","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1252","NULL"
