"aar","fylke_nr","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1827","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1827","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1827","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","1828","NULL"
"2015","NULL","1","personer","14","intro_deltakere","NULL","1828","NULL"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","1828","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1832","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1832","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1832","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","1833","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1833","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","1833","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1834","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1834","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1834","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1835","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1835","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1835","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1836","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1836","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1836","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1837","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1837","NULL"
"2015","NULL","alle","personer","24","intro_deltakere","NULL","1837","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1838","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","1838","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","1838","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1839","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1839","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1839","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1840","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1840","NULL"
"2015","NULL","alle","personer","17","intro_deltakere","NULL","1840","NULL"
"2015","NULL","0","personer","19","intro_deltakere","NULL","1841","NULL"
"2015","NULL","1","personer","18","intro_deltakere","NULL","1841","NULL"
"2015","NULL","alle","personer","37","intro_deltakere","NULL","1841","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1845","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1845","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1845","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1848","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1848","NULL"
"2015","NULL","alle","personer","18","intro_deltakere","NULL","1848","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1849","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1849","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","1849","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1850","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1850","NULL"
"2015","NULL","alle","personer","6","intro_deltakere","NULL","1850","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1851","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1851","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","1851","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1852","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1852","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1852","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","1853","NULL"
"2015","NULL","1","personer","9","intro_deltakere","NULL","1853","NULL"
"2015","NULL","alle","personer","19","intro_deltakere","NULL","1853","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","1854","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1854","NULL"
"2015","NULL","alle","personer","22","intro_deltakere","NULL","1854","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1856","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1856","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1856","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1857","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1857","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1857","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1859","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1859","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1859","NULL"
"2015","NULL","0","personer","24","intro_deltakere","NULL","1860","NULL"
"2015","NULL","1","personer","21","intro_deltakere","NULL","1860","NULL"
"2015","NULL","alle","personer","45","intro_deltakere","NULL","1860","NULL"
"2015","NULL","0","personer","25","intro_deltakere","NULL","1865","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","1865","NULL"
"2015","NULL","alle","personer","48","intro_deltakere","NULL","1865","NULL"
"2015","NULL","0","personer","20","intro_deltakere","NULL","1866","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","1866","NULL"
"2015","NULL","alle","personer","43","intro_deltakere","NULL","1866","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1867","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1867","NULL"
"2015","NULL","alle","personer","21","intro_deltakere","NULL","1867","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1868","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1868","NULL"
"2015","NULL","alle","personer","8","intro_deltakere","NULL","1868","NULL"
"2015","NULL","0","personer","15","intro_deltakere","NULL","1870","NULL"
"2015","NULL","1","personer","21","intro_deltakere","NULL","1870","NULL"
"2015","NULL","alle","personer","36","intro_deltakere","NULL","1870","NULL"
"2015","NULL","0","personer","20","intro_deltakere","NULL","1871","NULL"
"2015","NULL","1","personer","19","intro_deltakere","NULL","1871","NULL"
"2015","NULL","alle","personer","39","intro_deltakere","NULL","1871","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1874","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1874","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1874","NULL"
"2015","NULL","0","personer","76","intro_deltakere","NULL","1902","NULL"
"2015","NULL","1","personer","111","intro_deltakere","NULL","1902","NULL"
"2015","NULL","alle","personer","187","intro_deltakere","NULL","1902","NULL"
"2015","NULL","0","personer","37","intro_deltakere","NULL","1903","NULL"
"2015","NULL","1","personer","64","intro_deltakere","NULL","1903","NULL"
"2015","NULL","alle","personer","101","intro_deltakere","NULL","1903","NULL"
"2015","NULL","0","personer","8","intro_deltakere","NULL","1911","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1911","NULL"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","1911","NULL"
"2015","NULL","0","personer","5","intro_deltakere","NULL","1913","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1913","NULL"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","1913","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1917","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1917","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1917","NULL"
"2015","NULL","0","personer","6","intro_deltakere","NULL","1919","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1919","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","1919","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1920","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1920","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1920","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1922","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1922","NULL"
"2015","NULL","alle","personer","15","intro_deltakere","NULL","1922","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1923","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1923","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","1923","NULL"
"2015","NULL","0","personer","10","intro_deltakere","NULL","1924","NULL"
"2015","NULL","1","personer","10","intro_deltakere","NULL","1924","NULL"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","1924","NULL"
"2015","NULL","0","personer","7","intro_deltakere","NULL","1925","NULL"
"2015","NULL","1","personer","11","intro_deltakere","NULL","1925","NULL"
"2015","NULL","alle","personer","18","intro_deltakere","NULL","1925","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1926","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1926","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1926","NULL"
"2015","NULL","0","personer","21","intro_deltakere","NULL","1927","NULL"
"2015","NULL","1","personer","8","intro_deltakere","NULL","1927","NULL"
"2015","NULL","alle","personer","29","intro_deltakere","NULL","1927","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1928","NULL"
"2015","NULL","1","personer","6","intro_deltakere","NULL","1928","NULL"
"2015","NULL","alle","personer","9","intro_deltakere","NULL","1928","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","1929","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1929","NULL"
"2015","NULL","alle","personer","24","intro_deltakere","NULL","1929","NULL"
"2015","NULL","0","personer","28","intro_deltakere","NULL","1931","NULL"
"2015","NULL","1","personer","29","intro_deltakere","NULL","1931","NULL"
"2015","NULL","alle","personer","57","intro_deltakere","NULL","1931","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1933","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1933","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1933","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1936","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1936","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1936","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1938","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1938","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1938","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1939","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1939","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1939","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1940","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1940","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1940","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","1941","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","1941","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","1941","NULL"
"2015","NULL","0","personer","14","intro_deltakere","NULL","1942","NULL"
"2015","NULL","1","personer","13","intro_deltakere","NULL","1942","NULL"
"2015","NULL","alle","personer","27","intro_deltakere","NULL","1942","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","1943","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","1943","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","1943","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2002","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2002","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2002","NULL"
"2015","NULL","0","personer","40","intro_deltakere","NULL","2003","NULL"
"2015","NULL","1","personer","44","intro_deltakere","NULL","2003","NULL"
"2015","NULL","alle","personer","84","intro_deltakere","NULL","2003","NULL"
"2015","NULL","0","personer","21","intro_deltakere","NULL","2004","NULL"
"2015","NULL","1","personer","23","intro_deltakere","NULL","2004","NULL"
"2015","NULL","alle","personer","44","intro_deltakere","NULL","2004","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2011","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2011","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2011","NULL"
"2015","NULL","0","personer","19","intro_deltakere","NULL","2012","NULL"
"2015","NULL","1","personer","12","intro_deltakere","NULL","2012","NULL"
"2015","NULL","alle","personer","31","intro_deltakere","NULL","2012","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2014","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2014","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2014","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2015","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2015","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2015","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2017","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2017","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2017","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2018","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2018","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2018","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","2019","NULL"
"2015","NULL","1","personer","5","intro_deltakere","NULL","2019","NULL"
"2015","NULL","alle","personer","14","intro_deltakere","NULL","2019","NULL"
"2015","NULL","0","personer","9","intro_deltakere","NULL","2020","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","2020","NULL"
"2015","NULL","alle","personer","12","intro_deltakere","NULL","2020","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2021","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2021","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2021","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2022","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2022","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2022","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","2023","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","2023","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","2023","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","2024","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","2024","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","2024","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","2025","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","2025","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","2025","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","2027","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","2027","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","2027","NULL"
"2015","NULL","0","personer",":","intro_deltakere","NULL","2028","NULL"
"2015","NULL","1","personer",":","intro_deltakere","NULL","2028","NULL"
"2015","NULL","alle","personer",":","intro_deltakere","NULL","2028","NULL"
"2015","NULL","0","personer","26","intro_deltakere","NULL","2030","NULL"
"2015","NULL","1","personer","20","intro_deltakere","NULL","2030","NULL"
"2015","NULL","alle","personer","46","intro_deltakere","NULL","2030","NULL"
"2015","NULL","0","personer",".","intro_deltakere","NULL","9999","NULL"
"2015","NULL","1","personer",".","intro_deltakere","NULL","9999","NULL"
"2015","NULL","alle","personer",".","intro_deltakere","NULL","9999","NULL"
"2015","NULL","0","personer","11","intro_deltakere","NULL","NULL","01"
"2015","NULL","1","personer","5","intro_deltakere","NULL","NULL","01"
"2015","NULL","alle","personer","16","intro_deltakere","NULL","NULL","01"
"2015","NULL","0","personer","35","intro_deltakere","NULL","NULL","02"
"2015","NULL","1","personer","51","intro_deltakere","NULL","NULL","02"
"2015","NULL","alle","personer","86","intro_deltakere","NULL","NULL","02"
"2015","NULL","0","personer","29","intro_deltakere","NULL","NULL","03"
"2015","NULL","1","personer","24","intro_deltakere","NULL","NULL","03"
"2015","NULL","alle","personer","53","intro_deltakere","NULL","NULL","03"
"2015","NULL","0","personer","92","intro_deltakere","NULL","NULL","04"
"2015","NULL","1","personer","113","intro_deltakere","NULL","NULL","04"
"2015","NULL","alle","personer","205","intro_deltakere","NULL","NULL","04"
"2015","NULL","0","personer","140","intro_deltakere","NULL","NULL","05"
"2015","NULL","1","personer","149","intro_deltakere","NULL","NULL","05"
"2015","NULL","alle","personer","289","intro_deltakere","NULL","NULL","05"
"2015","NULL","0","personer","105","intro_deltakere","NULL","NULL","06"
"2015","NULL","1","personer","134","intro_deltakere","NULL","NULL","06"
"2015","NULL","alle","personer","239","intro_deltakere","NULL","NULL","06"
"2015","NULL","0","personer","114","intro_deltakere","NULL","NULL","07"
"2015","NULL","1","personer","144","intro_deltakere","NULL","NULL","07"
"2015","NULL","alle","personer","258","intro_deltakere","NULL","NULL","07"
"2015","NULL","0","personer","52","intro_deltakere","NULL","NULL","08"
"2015","NULL","1","personer","60","intro_deltakere","NULL","NULL","08"
"2015","NULL","alle","personer","112","intro_deltakere","NULL","NULL","08"
"2015","NULL","0","personer","416","intro_deltakere","NULL","NULL","09"
"2015","NULL","1","personer","367","intro_deltakere","NULL","NULL","09"
"2015","NULL","alle","personer","783","intro_deltakere","NULL","NULL","09"
"2015","NULL","0","personer","31","intro_deltakere","NULL","NULL","10"
"2015","NULL","1","personer","36","intro_deltakere","NULL","NULL","10"
"2015","NULL","alle","personer","67","intro_deltakere","NULL","NULL","10"
"2015","NULL","0","personer","51","intro_deltakere","NULL","NULL","11"
"2015","NULL","1","personer","34","intro_deltakere","NULL","NULL","11"
"2015","NULL","alle","personer","85","intro_deltakere","NULL","NULL","11"
"2015","NULL","0","personer","99","intro_deltakere","NULL","NULL","12"
"2015","NULL","1","personer","96","intro_deltakere","NULL","NULL","12"
"2015","NULL","alle","personer","195","intro_deltakere","NULL","NULL","12"
"2015","NULL","0","personer","39","intro_deltakere","NULL","NULL","13"
"2015","NULL","1","personer","36","intro_deltakere","NULL","NULL","13"
"2015","NULL","alle","personer","75","intro_deltakere","NULL","NULL","13"
"2015","NULL","0","personer","70","intro_deltakere","NULL","NULL","14"
"2015","NULL","1","personer","78","intro_deltakere","NULL","NULL","14"
"2015","NULL","alle","personer","148","intro_deltakere","NULL","NULL","14"
"2015","NULL","0","personer","101","intro_deltakere","NULL","NULL","15"
"2015","NULL","1","personer","54","intro_deltakere","NULL","NULL","15"
"2015","NULL","alle","personer","155","intro_deltakere","NULL","NULL","15"
"2015","NULL","0","personer","33","intro_deltakere","NULL","NULL","16"
"2015","NULL","1","personer","36","intro_deltakere","NULL","NULL","16"
"2015","NULL","alle","personer","69","intro_deltakere","NULL","NULL","16"
"2015","NULL","0","personer","19","intro_deltakere","NULL","NULL","17"
"2015","NULL","1","personer","17","intro_deltakere","NULL","NULL","17"
"2015","NULL","alle","personer","36","intro_deltakere","NULL","NULL","17"
"2015","NULL","0","personer","46","intro_deltakere","NULL","NULL","18"
"2015","NULL","1","personer","44","intro_deltakere","NULL","NULL","18"
"2015","NULL","alle","personer","90","intro_deltakere","NULL","NULL","18"
"2015","NULL","0","personer","27","intro_deltakere","NULL","NULL","19"
"2015","NULL","1","personer","18","intro_deltakere","NULL","NULL","19"
"2015","NULL","alle","personer","45","intro_deltakere","NULL","NULL","19"
"2015","NULL","0","personer","168","intro_deltakere","NULL","NULL","20"
"2015","NULL","1","personer","166","intro_deltakere","NULL","NULL","20"
"2015","NULL","alle","personer","334","intro_deltakere","NULL","NULL","20"
"2015","NULL","0","personer","21","intro_deltakere","NULL","NULL","21"
"2015","NULL","1","personer","32","intro_deltakere","NULL","NULL","21"
"2015","NULL","alle","personer","53","intro_deltakere","NULL","NULL","21"
"2015","NULL","0","personer","39","intro_deltakere","NULL","NULL","22"
"2015","NULL","1","personer","35","intro_deltakere","NULL","NULL","22"
"2015","NULL","alle","personer","74","intro_deltakere","NULL","NULL","22"
"2015","NULL","0","personer","7","intro_deltakere","NULL","NULL","23"
"2015","NULL","1","personer","13","intro_deltakere","NULL","NULL","23"
"2015","NULL","alle","personer","20","intro_deltakere","NULL","NULL","23"
"2015","NULL","0","personer","24","intro_deltakere","NULL","NULL","24"
"2015","NULL","1","personer","31","intro_deltakere","NULL","NULL","24"
"2015","NULL","alle","personer","55","intro_deltakere","NULL","NULL","24"
"2015","NULL","0","personer","109","intro_deltakere","NULL","NULL","25"
"2015","NULL","1","personer","84","intro_deltakere","NULL","NULL","25"
"2015","NULL","alle","personer","193","intro_deltakere","NULL","NULL","25"
"2015","NULL","0","personer","60","intro_deltakere","NULL","NULL","26"
"2015","NULL","1","personer","63","intro_deltakere","NULL","NULL","26"
"2015","NULL","alle","personer","123","intro_deltakere","NULL","NULL","26"
"2015","NULL","0","personer","173","intro_deltakere","NULL","NULL","27"
"2015","NULL","1","personer","172","intro_deltakere","NULL","NULL","27"
"2015","NULL","alle","personer","345","intro_deltakere","NULL","NULL","27"
"2015","NULL","0","personer","28","intro_deltakere","NULL","NULL","28"
"2015","NULL","1","personer","26","intro_deltakere","NULL","NULL","28"
"2015","NULL","alle","personer","54","intro_deltakere","NULL","NULL","28"
"2015","NULL","0","personer","34","intro_deltakere","NULL","NULL","29"
"2015","NULL","1","personer","52","intro_deltakere","NULL","NULL","29"
"2015","NULL","alle","personer","86","intro_deltakere","NULL","NULL","29"
"2015","NULL","0","personer","16","intro_deltakere","NULL","NULL","30"
"2015","NULL","1","personer","14","intro_deltakere","NULL","NULL","30"
"2015","NULL","alle","personer","30","intro_deltakere","NULL","NULL","30"
"2015","NULL","0","personer","8","intro_deltakere","NULL","NULL","31"
"2015","NULL","1","personer","22","intro_deltakere","NULL","NULL","31"
"2015","NULL","alle","personer","30","intro_deltakere","NULL","NULL","31"
"2015","NULL","0","personer","120","intro_deltakere","NULL","NULL","32"
"2015","NULL","1","personer","163","intro_deltakere","NULL","NULL","32"
"2015","NULL","alle","personer","283","intro_deltakere","NULL","NULL","32"
"2015","NULL","0","personer","42","intro_deltakere","NULL","NULL","33"
"2015","NULL","1","personer","69","intro_deltakere","NULL","NULL","33"
"2015","NULL","alle","personer","111","intro_deltakere","NULL","NULL","33"
"2015","NULL","0","personer","46","intro_deltakere","NULL","NULL","34"
"2015","NULL","1","personer","46","intro_deltakere","NULL","NULL","34"
"2015","NULL","alle","personer","92","intro_deltakere","NULL","NULL","34"
"2015","NULL","0","personer","211","intro_deltakere","NULL","NULL","35"
"2015","NULL","1","personer","270","intro_deltakere","NULL","NULL","35"
"2015","NULL","alle","personer","481","intro_deltakere","NULL","NULL","35"
"2015","NULL","0","personer","41","intro_deltakere","NULL","NULL","36"
"2015","NULL","1","personer","38","intro_deltakere","NULL","NULL","36"
"2015","NULL","alle","personer","79","intro_deltakere","NULL","NULL","36"
"2015","NULL","0","personer","134","intro_deltakere","NULL","NULL","37"
"2015","NULL","1","personer","118","intro_deltakere","NULL","NULL","37"
"2015","NULL","alle","personer","252","intro_deltakere","NULL","NULL","37"
"2015","NULL","0","personer","40","intro_deltakere","NULL","NULL","38"
"2015","NULL","1","personer","43","intro_deltakere","NULL","NULL","38"
"2015","NULL","alle","personer","83","intro_deltakere","NULL","NULL","38"
"2015","NULL","0","personer","240","intro_deltakere","NULL","NULL","39"
"2015","NULL","1","personer","278","intro_deltakere","NULL","NULL","39"
"2015","NULL","alle","personer","518","intro_deltakere","NULL","NULL","39"
"2015","NULL","0","personer","226","intro_deltakere","NULL","NULL","40"
"2015","NULL","1","personer","339","intro_deltakere","NULL","NULL","40"
"2015","NULL","alle","personer","565","intro_deltakere","NULL","NULL","40"
"2015","NULL","0","personer","9","intro_deltakere","NULL","NULL","41"
"2015","NULL","1","personer","14","intro_deltakere","NULL","NULL","41"
"2015","NULL","alle","personer","23","intro_deltakere","NULL","NULL","41"
"2015","NULL","0","personer","33","intro_deltakere","NULL","NULL","42"
"2015","NULL","1","personer","31","intro_deltakere","NULL","NULL","42"
"2015","NULL","alle","personer","64","intro_deltakere","NULL","NULL","42"
"2015","NULL","0","personer","23","intro_deltakere","NULL","NULL","43"
"2015","NULL","1","personer","36","intro_deltakere","NULL","NULL","43"
"2015","NULL","alle","personer","59","intro_deltakere","NULL","NULL","43"
"2015","NULL","0","personer","13","intro_deltakere","NULL","NULL","44"
"2015","NULL","1","personer","19","intro_deltakere","NULL","NULL","44"
"2015","NULL","alle","personer","32","intro_deltakere","NULL","NULL","44"
"2015","NULL","0","personer",":","intro_deltakere","NULL","NULL","45"
"2015","NULL","1","personer",":","intro_deltakere","NULL","NULL","45"
"2015","NULL","alle","personer","7","intro_deltakere","NULL","NULL","45"
"2015","NULL","0","personer","50","intro_deltakere","NULL","NULL","46"
"2015","NULL","1","personer","43","intro_deltakere","NULL","NULL","46"
"2015","NULL","alle","personer","93","intro_deltakere","NULL","NULL","46"
"2015","NULL","0","personer","43","intro_deltakere","NULL","NULL","47"
"2015","NULL","1","personer","62","intro_deltakere","NULL","NULL","47"
"2015","NULL","alle","personer","105","intro_deltakere","NULL","NULL","47"
"2015","NULL","0","personer","7","intro_deltakere","NULL","NULL","48"
"2015","NULL","1","personer","6","intro_deltakere","NULL","NULL","48"
"2015","NULL","alle","personer","13","intro_deltakere","NULL","NULL","48"
"2015","NULL","0","personer","46","intro_deltakere","NULL","NULL","49"
"2015","NULL","1","personer","55","intro_deltakere","NULL","NULL","49"
"2015","NULL","alle","personer","101","intro_deltakere","NULL","NULL","49"
"2015","NULL","0","personer","61","intro_deltakere","NULL","NULL","50"
"2015","NULL","1","personer","49","intro_deltakere","NULL","NULL","50"
"2015","NULL","alle","personer","110","intro_deltakere","NULL","NULL","50"
"2015","NULL","0","personer","47","intro_deltakere","NULL","NULL","51"
"2015","NULL","1","personer","60","intro_deltakere","NULL","NULL","51"
"2015","NULL","alle","personer","107","intro_deltakere","NULL","NULL","51"
"2015","NULL","0","personer","103","intro_deltakere","NULL","NULL","52"
"2015","NULL","1","personer","117","intro_deltakere","NULL","NULL","52"
"2015","NULL","alle","personer","220","intro_deltakere","NULL","NULL","52"
"2015","NULL","0","personer","68","intro_deltakere","NULL","NULL","53"
"2015","NULL","1","personer","75","intro_deltakere","NULL","NULL","53"
"2015","NULL","alle","personer","143","intro_deltakere","NULL","NULL","53"
"2015","NULL","0","personer","8","intro_deltakere","NULL","NULL","54"
"2015","NULL","1","personer","27","intro_deltakere","NULL","NULL","54"
"2015","NULL","alle","personer","35","intro_deltakere","NULL","NULL","54"
"2015","NULL","0","personer","54","intro_deltakere","NULL","NULL","55"
"2015","NULL","1","personer","52","intro_deltakere","NULL","NULL","55"
"2015","NULL","alle","personer","106","intro_deltakere","NULL","NULL","55"
"2015","NULL","0","personer","52","intro_deltakere","NULL","NULL","56"
"2015","NULL","1","personer","53","intro_deltakere","NULL","NULL","56"
"2015","NULL","alle","personer","105","intro_deltakere","NULL","NULL","56"
"2015","NULL","0","personer","23","intro_deltakere","NULL","NULL","57"
"2015","NULL","1","personer","40","intro_deltakere","NULL","NULL","57"
"2015","NULL","alle","personer","63","intro_deltakere","NULL","NULL","57"
"2015","NULL","0","personer","5","intro_deltakere","NULL","NULL","58"
"2015","NULL","1","personer","6","intro_deltakere","NULL","NULL","58"
"2015","NULL","alle","personer","11","intro_deltakere","NULL","NULL","58"
