;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
08 Telemark;170902;15425;155477;2704;152773;100;9,025640426;90,97435957;1,582193304;89,39216627;85002;7725;77277;1420;75857;49,73727633;4,520134346;45,21714199;0,830885537;44,38625645;85900;7700;78200;1284;76916;50,26272367;4,50550608;45,75721759;0,751307767;45,00590982
09 Aust-Agder;112772;10488;102284;1490;100794;100;9,300180896;90,6998191;1,321249956;89,37856915;56594;5355;51239;772;50467;50,18444295;4,748519136;45,43592381;0,684567091;44,75135672;56178;5133;51045;718;50327;49,81555705;4,55166176;45,26389529;0,636682865;44,62721243
10 Vest-Agder;176353;18466;157887;3377;154510;100;10,47104387;89,52895613;1,914909301;87,61404683;88313;9499;78814;1780;77034;50,07740158;5,386355775;44,6910458;1,009339223;43,68170658;88040;8967;79073;1597;77476;49,92259842;5,084688097;44,83791033;0,905570078;43,93234025
11 Rogaland;452159;58079;394080;8882;385198;100;12,84481786;87,15518214;1,964353247;85,19082889;229748;31766;197982;4542;193440;50,81132964;7,02540478;43,78592486;1,004513899;42,78141096;222411;26313;196098;4340;191758;49,18867036;5,819413083;43,36925727;0,959839349;42,40941793
12 Hordaland;498135;50607;447528;7125;440403;100;10,15929417;89,84070583;1,43033515;88,41037068;251215;27245;223970;3639;220331;50,43110803;5,469400865;44,96170717;0,730524858;44,23118231;246920;23362;223558;3486;220072;49,56889197;4,689893302;44,87899867;0,699810292;44,17918837
14 Sogn og Fjordane;108700;8850;99850;838;99012;100;8,141674333;91,85832567;0,770929163;91,0873965;55230;4693;50537;424;50113;50,80956762;4,317387305;46,49218031;0,390064397;46,10211592;53470;4157;49313;414;48899;49,19043238;3,824287029;45,36614535;0,380864765;44,98528059
15 Mõre og Romsdal;259404;22851;236553;2195;234358;100;8,809039182;91,19096082;0,846170452;90,34479037;131730;12389;119341;1135;118206;50,78179211;4,775947942;46,00584417;0,437541441;45,56830272;127674;10462;117212;1060;116152;49,21820789;4,03309124;45,18511665;0,408629011;44,77648764
16 Sõr-Trõndelag;302755;27043;275712;3639;272073;100;8,932304999;91,067695;1,201961982;89,86573302;153042;14459;138583;1888;136695;50,54978448;4,775808822;45,77397566;0,623606547;45,15036911;149713;12584;137129;1751;135378;49,45021552;4,156496177;45,29371934;0,578355436;44,71536391
17 Nord-Trõndelag;134443;7850;126593;697;125896;100;5,838905707;94,16109429;0,518435322;93,64265897;67669;4121;63548;358;63190;50,33285482;3,065239544;47,26761527;0,266283853;47,00133142;66774;3729;63045;339;62706;49,66714518;2,773666163;46,89347902;0,252151469;46,64132755
18 Nordland;239611;15920;223691;1320;222371;100;6,644102316;93,35589768;0,550892906;92,80500478;120637;8022;112615;710;111905;50,3470208;3,347926431;46,99909437;0,296313608;46,70278076;118974;7898;111076;610;110466;49,6529792;3,296175885;46,35680332;0,254579297;46,10222402
19 Troms Romsa;160418;12356;148062;1044;147018;100;7,702377539;92,29762246;0,650799786;91,64682268;81147;6139;75008;552;74456;50,58472241;3,826877283;46,75784513;0,344101036;46,41374409;79271;6217;73054;492;72562;49,41527759;3,875500256;45,53977733;0,30669875;45,23307858
20 Finnmark Finnm†rku;74534;7667;66867;521;66346;100;10,28658062;89,71341938;0,699009848;89,01440953;38293;3741;34552;251;34301;51,37655298;5,019185875;46,35736711;0,336759063;46,02060804;36241;3926;32315;270;32045;48,62344702;5,267394746;43,35605227;0,362250785;42,99380149
