;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
08 Telemark;165855;7834;158021;1193;156828;100;4,723402972;95,27659703;0,719303006;94,55729402;81680;3828;77852;612;77240;49,24783697;2,308040156;46,93979681;0,368997015;46,5707998;84175;4006;80169;581;79588;50,75216303;2,415362817;48,33680022;0,35030599;47,98649423
09 Aust-Agder;103195;4611;98584;550;98034;100;4,46823974;95,53176026;0,532971559;94,9987887;51323;2175;49148;296;48852;49,73399874;2,107660255;47,62633849;0,286835603;47,33950288;51872;2436;49436;254;49182;50,26600126;2,360579485;47,90542177;0,246135956;47,65928582
10 Vest-Agder;159219;9534;149685;1522;148163;100;5,987978822;94,01202118;0,955916065;93,05610511;78928;4676;74252;799;73453;49,57197319;2,936835428;46,63513777;0,501824531;46,13331324;80291;4858;75433;723;74710;50,42802681;3,051143394;47,37688341;0,454091534;46,92279188
11 Rogaland;385020;21130;363890;3600;360290;100;5,488026596;94,5119734;0,935016363;93,57695704;192287;10884;181403;1831;179572;49,94208093;2,826866137;47,11521479;0,475559711;46,63965508;192733;10246;182487;1769;180718;50,05791907;2,661160459;47,39675861;0,459456652;46,93730196
12 Hordaland;441660;19804;421856;2856;419000;100;4,483992211;95,51600779;0,64665127;94,86935652;219457;9881;209576;1454;208122;49,68912738;2,237241317;47,45188607;0,329212516;47,12267355;222203;9923;212280;1402;210878;50,31087262;2,246750894;48,06412172;0,317438754;47,74668297
14 Sogn og Fjordane;107274;3848;103426;352;103074;100;3,587076086;96,41292391;0,3281317;96,08479221;54367;1947;52420;180;52240;50,6805004;1,814978466;48,86552193;0,167794619;48,69772732;52907;1901;51006;172;50834;49,3194996;1,772097619;47,54740198;0,160337081;47,3870649
15 Mõre og Romsdal;244309;7682;236627;803;235824;100;3,144378635;96,85562136;0,32868212;96,52693924;122436;3590;118846;413;118433;50,11522293;1,469450573;48,64577236;0,169048214;48,47672415;121873;4092;117781;390;117391;49,88477707;1,674928062;48,209849;0,159633906;48,0502151
16 Sõr-Trõndelag;268188;11080;257108;1470;255638;100;4,131430191;95,86856981;0,548122959;95,32044685;132962;5440;127522;756;126766;49,57790803;2,028427819;47,54948022;0,281891807;47,26758841;135226;5640;129586;714;128872;50,42209197;2,103002371;48,31908959;0,266231151;48,05285844
17 Nord-Trõndelag;127610;2954;124656;198;124458;100;2,314865606;97,68513439;0,155160254;97,52997414;63737;1370;62367;108;62259;49,94671264;1,073583575;48,87312907;0,084632866;48,7884962;63873;1584;62289;90;62199;50,05328736;1,241282031;48,81200533;0,070527388;48,74147794
18 Nordland;236950;6587;230363;381;229982;100;2,779911374;97,22008863;0,160793416;97,05929521;118390;3198;115192;203;114989;49,96412745;1,349651825;48,61447563;0,085672083;48,52880355;118560;3389;115171;178;114993;50,03587255;1,430259548;48,605613;0,075121334;48,53049166
19 Troms Romsa;152247;5730;146517;357;146160;100;3,763620958;96,23637904;0,234487379;96,00189166;76702;2749;73953;198;73755;50,37997465;1,805618502;48,57435614;0,130051824;48,44430432;75545;2981;72564;159;72405;49,62002535;1,958002457;47,6620229;0,104435555;47,55758734
20 Finnmark Finnm†rku;73514;3756;69758;193;69565;100;5,109230895;94,89076911;0,262535027;94,62823408;37382;1552;35830;95;35735;50,8501782;2,1111625;48,7390157;0,129227086;48,60978861;36132;2204;33928;98;33830;49,1498218;2,998068395;46,15175341;0,133307941;46,01844547
