;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0
;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent
00 Hele landet;4348410;186039;4162371;29009;4133362;100;4,278322421;95,72167758;0,667117406;95,05456017;2150257;93875;2056382;14875;2041507;49,44926996;2,158835068;47,29043489;0,342079059;46,94835584;2198153;92164;2105989;14134;2091855;50,55073004;2,119487353;48,43124268;0,325038347;48,10620434
01 ùstfold;239382;8900;230482;1477;229005;100;3,717906944;96,28209306;0,617005456;95,6650876;117654;4372;113282;787;112495;49,14905883;1,826369568;47,32268926;0,328763232;46,99392603;121728;4528;117200;690;116510;50,85094117;1,891537375;48,9594038;0,288242224;48,67116157
02 Akershus;434451;21063;413388;2877;410511;100;4,848187713;95,15181229;0,662215071;94,48959722;215264;9768;205496;1438;204058;49,54851065;2,24835482;47,30015583;0,330992448;46,96916338;219187;11295;207892;1439;206453;50,45148935;2,599832893;47,85165646;0,331222623;47,52043383
03 Oslo;483401;59548;423853;14129;409724;100;12,31855126;87,68144874;2,922832183;84,75861655;230317;31486;198831;7288;191543;47,64512279;6,513432947;41,13168984;1,507650998;39,62403884;253084;28062;225022;6841;218181;52,35487721;5,805118318;46,5497589;1,415181185;45,13457771
04 Hedmark;186593;4758;181835;456;181379;100;2,549934885;97,45006511;0,244382158;97,20568296;92276;2203;90073;222;89851;49,45308774;1,180644504;48,27244323;0,118975524;48,15346771;94317;2555;91762;234;91528;50,54691226;1,369290381;49,17762188;0,125406634;49,05221525
05 Oppland;183301;4477;178824;395;178429;100;2,442430756;97,55756924;0,215492551;97,34207669;91093;2217;88876;199;88677;49,69585545;1,209486037;48,48636941;0,108564601;48,37780481;92208;2260;89948;196;89752;50,30414455;1,232944719;49,07119983;0,106927949;48,96427188
06 Buskerud;228498;9604;218894;1981;216913;100;4,203100246;95,79689975;0,866966013;94,92993374;112333;4695;107638;995;106643;49,16148063;2,05472258;47,10675805;0,435452389;46,67130566;116165;4909;111256;986;110270;50,83851937;2,148377666;48,69014171;0,431513624;48,25862808
07 Vestfold;203240;6671;196569;740;195829;100;3,282326314;96,71767369;0,364101555;96,35357213;99400;3094;96306;372;95934;48,90769534;1,522338122;47,38535721;0,183034836;47,20232238;103840;3577;100263;368;99895;51,09230466;1,759988191;49,33231647;0,181066719;49,15124975
