;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0
;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent
00 Hele landet;4233116;150973;4082143;17325;4064818;100;3,566474436;96,43352556;0,40927298;96,02425258;2093280;79073;2014207;8842;2005365;49,45009775;1,86796204;47,58213571;0,208876865;47,37325885;2139836;71900;2067936;8483;2059453;50,54990225;1,698512396;48,85138985;0,200396115;48,65099374
01 ùstfold;237981;7948;230033;1045;228988;100;3,339762418;96,66023758;0,439110685;96,2211269;116974;4070;112904;560;112344;49,15266345;1,710220564;47,44244288;0,235312903;47,20712998;121007;3878;117129;485;116644;50,84733655;1,629541854;49,2177947;0,203797782;49,01399692
02 Akershus;414503;18738;395765;2029;393736;100;4,520594543;95,47940546;0,489501885;94,98990357;206156;9123;197033;1017;196016;49,73570758;2,200949088;47,53475849;0,245354075;47,28940442;208347;9615;198732;1012;197720;50,26429242;2,319645455;47,94464696;0,244147811;47,70049915
03 Oslo;458364;47063;411301;8164;403137;100;10,26760391;89,73239609;1,781117191;87,9512789;215518;25538;189980;4174;185806;47,01896309;5,571554485;41,44740861;0,91062998;40,53677863;242846;21525;221321;3990;217331;52,98103691;4,696049428;48,28498748;0,870487211;47,41450027
04 Hedmark;186884;3697;183187;236;182951;100;1,978232486;98,02176751;0,126281544;97,89548597;92801;1828;90973;111;90862;49,65700649;0,978146872;48,67885961;0,059395133;48,61946448;94083;1869;92214;125;92089;50,34299351;1,000085615;49,3429079;0,066886411;49,27602149
05 Oppland;182350;3556;178794;196;178598;100;1,950095969;98,04990403;0,107485605;97,94241843;90871;1841;89030;96;88934;49,83328763;1,009596929;48,8236907;0,05264601;48,77104469;91479;1715;89764;100;89664;50,16671237;0,94049904;49,22621333;0,054839594;49,17137373
06 Buskerud;224701;8683;216018;1348;214670;100;3,864246265;96,13575373;0,599908323;95,53584541;110985;4475;106510;675;105835;49,39230355;1,991535418;47,40076813;0,300399197;47,10036893;113716;4208;109508;673;108835;50,60769645;1,872710847;48,7349856;0,299509125;48,43547648
07 Vestfold;197207;5260;191947;433;191514;100;2,66724812;97,33275188;0,219566243;97,11318564;96445;2485;93960;212;93748;48,90546482;1,260097258;47,64536756;0,107501255;47,5378663;100762;2775;97987;221;97766;51,09453518;1,407150862;49,68738432;0,112064988;49,57531933
