;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
0114 Varteig (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0115 Skjeberg (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0116 Berg  (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0117 Idd (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0118 Aremark;1406;48;1358;9;1349;100;3,413940256;96,58605974;0,640113798;95,94594595;723;19;704;6;698;51,42247511;1,351351351;50,07112376;0,426742532;49,64438122;683;29;654;3;651;48,57752489;2,062588905;46,51493599;0,213371266;46,30156472
0119 Marker;3613;283;3330;32;3298;100;7,832825906;92,16717409;0,885690562;91,28148353;1825;134;1691;15;1676;50,51203986;3,708829228;46,80321063;0,415167451;46,38804318;1788;149;1639;17;1622;49,48796014;4,123996679;45,36396347;0,470523111;44,89344035
0121 Rømskog;672;49;623;8;615;100;7,291666667;92,70833333;1,19047619;91,51785714;353;24;329;3;326;52,5297619;3,571428571;48,95833333;0,446428571;48,51190476;319;25;294;5;289;47,4702381;3,720238095;43,75;0,744047619;43,00595238
0122 Trøgstad;5346;490;4856;57;4799;100;9,165731388;90,83426861;1,066217733;89,76805088;2722;266;2456;30;2426;50,91657314;4,975682753;45,94089039;0,561167228;45,37972316;2624;224;2400;27;2373;49,08342686;4,190048634;44,89337823;0,505050505;44,38832772
0123 Spydeberg;5692;602;5090;72;5018;100;10,57624736;89,42375264;1,26493324;88,1588194;2877;319;2558;31;2527;50,54462403;5,604356992;44,94026704;0,544624034;44,39564301;2815;283;2532;41;2491;49,45537597;4,971890372;44,48348559;0,720309206;43,76317639
0124 Askim;15513;2367;13146;728;12418;100;15,25817057;84,74182943;4,692838265;80,04899117;7729;1217;6512;406;6106;49,82272932;7,845033198;41,97769613;2,617159801;39,36053632;7784;1150;6634;322;6312;50,17727068;7,413137369;42,76413331;2,075678463;40,68845484
0125 Eidsberg;11353;1486;9867;290;9577;100;13,08905135;86,91094865;2,55439091;84,35655774;5686;773;4913;149;4764;50,08367832;6,808773012;43,27490531;1,312428433;41,96247688;5667;713;4954;141;4813;49,91632168;6,280278341;43,63604334;1,241962477;42,39408086
0127 Skiptvet;3731;344;3387;33;3354;100;9,220048244;90,77995176;0,884481372;89,89547038;1887;191;1696;18;1678;50,57625302;5,119270973;45,45698204;0,482444385;44,97453766;1844;153;1691;15;1676;49,42374698;4,100777272;45,32296971;0,402036987;44,92093273
0128 Rakkestad;8020;866;7154;194;6960;100;10,79800499;89,20199501;2,418952618;86,78304239;4014;485;3529;86;3443;50,04987531;6,047381546;44,00249377;1,072319202;42,93017456;4006;381;3625;108;3517;49,95012469;4,750623441;45,19950125;1,346633416;43,85286783
0130 Tune (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0131 Rolvsøy (1911-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0133 Kråkerøy (1908-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0134 Onsøy (-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0135 Råde;7206;699;6507;80;6427;100;9,700249792;90,29975021;1,110185956;89,18956425;3679;408;3271;46;3225;51,05467666;5,661948376;45,39272828;0,638356925;44,75437136;3527;291;3236;34;3202;48,94532334;4,038301415;44,90702193;0,471829031;44,43519289
0136 Rygge;15242;1570;13672;400;13272;100;10,3004855;89,6995145;2,624327516;87,07518698;7619;814;6805;213;6592;49,98687836;5,340506495;44,64637187;1,397454402;43,24891746;7623;756;6867;187;6680;50,01312164;4,959979005;45,05314263;1,226873114;43,82626952
0137 Våler (Østf.);5100;532;4568;89;4479;100;10,43137255;89,56862745;1,745098039;87,82352941;2624;289;2335;41;2294;51,45098039;5,666666667;45,78431373;0,803921569;44,98039216;2476;243;2233;48;2185;48,54901961;4,764705882;43,78431373;0,941176471;42,84313725
0138 Hobøl;5343;730;4613;113;4500;100;13,66273629;86,33726371;2,114916713;84,222347;2731;393;2338;57;2281;51,11360659;7,355418304;43,75818828;1,066816395;42,69137189;2612;337;2275;56;2219;48,88639341;6,307317986;42,57907543;1,048100318;41,53097511
0199 Uoppgitt kommune Østfold;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0211 Vestby;16310;1983;14327;385;13942;100;12,15818516;87,84181484;2,360515021;85,48129982;8202;1047;7155;197;6958;50,28816677;6,419374617;43,86879215;1,207847946;42,66094421;8108;936;7172;188;6984;49,71183323;5,738810546;43,97302269;1,152667075;42,82035561
0213 Ski;29775;3826;25949;954;24995;100;12,84970613;87,15029387;3,204030227;83,94626364;14859;1988;12871;492;12379;49,90428212;6,676742233;43,22753988;1,652392947;41,57514694;14916;1838;13078;462;12616;50,09571788;6,172963896;43,92275399;1,55163728;42,37111671
0214 Ås;18503;3218;15285;587;14698;100;17,39177431;82,60822569;3,17245852;79,43576717;9409;1758;7651;311;7340;50,85121332;9,501161974;41,35005134;1,680808518;39,66924283;9094;1460;7634;276;7358;49,14878668;7,890612333;41,25817435;1,491650003;39,76652435
0215 Frogn;15656;1523;14133;227;13906;100;9,727899847;90,27210015;1,449923352;88,8221768;7700;743;6957;112;6845;49,18242207;4,745784364;44,43663771;0,715380685;43,72125703;7956;780;7176;115;7061;50,81757793;4,982115483;45,83546244;0,734542667;45,10091978
0216 Nesodden;18372;2180;16192;274;15918;100;11,86588287;88,13411713;1,491399956;86,64271718;9008;1075;7933;146;7787;49,03113433;5,85129545;43,17983889;0,794687568;42,38515132;9364;1105;8259;128;8131;50,96886567;6,014587416;44,95427825;0,696712388;44,25756586
0217 Oppegård;26580;3170;23410;675;22735;100;11,92626035;88,07373965;2,539503386;85,53423627;13110;1582;11528;365;11163;49,3227991;5,951843491;43,37095561;1,373212942;41,99774266;13470;1588;11882;310;11572;50,6772009;5,974416855;44,70278405;1,166290444;43,5364936
0219 Bærum;120685;19894;100791;3678;97113;100;16,48423582;83,51576418;3,047603265;80,46816091;59600;9949;49651;1887;47764;49,38476198;8,243775117;41,14098687;1,563574595;39,57741227;61085;9945;51140;1791;49349;50,61523802;8,240460703;42,37477731;1,48402867;40,89074864
0220 Asker;59571;9482;50089;1741;48348;100;15,91714089;84,08285911;2,922562992;81,16029612;29554;4864;24690;853;23837;49,61138809;8,165046751;41,44634134;1,431904786;40,01443655;30017;4618;25399;888;24511;50,38861191;7,75209414;42,63651777;1,490658206;41,14585956
0221 Aurskog-Høland;15726;1579;14147;208;13939;100;10,04069694;89,95930306;1,322650388;88,63665268;7956;861;7095;97;6998;50,59137734;5,475009538;45,1163678;0,616812921;44,49955488;7770;718;7052;111;6941;49,40862266;4,565687397;44,84293527;0,705837467;44,1370978
0226 Sørum;17089;2282;14807;488;14319;100;13,35361929;86,64638071;2,85563813;83,79074258;8651;1261;7390;251;7139;50,62320791;7,379015741;43,24419217;1,468781087;41,77541108;8438;1021;7417;237;7180;49,37679209;5,974603546;43,40218854;1,386857043;42,0153315
0227 Fet;11199;1371;9828;286;9542;100;12,24216448;87,75783552;2,553799446;85,20403607;5751;757;4994;153;4841;51,35279936;6,759532101;44,59326726;1,36619341;43,22707385;5448;614;4834;133;4701;48,64720064;5,482632378;43,16456827;1,187606036;41,97696223
0228 Rælingen;17185;2806;14379;872;13507;100;16,32819319;83,67180681;5,07419261;78,5976142;8649;1453;7196;452;6744;50,32877509;8,455048007;41,87372709;2,630200756;39,24352633;8536;1353;7183;420;6763;49,67122491;7,873145185;41,79807972;2,443991853;39,35408787
0229 Enebakk;10760;1246;9514;277;9237;100;11,57992565;88,42007435;2,574349442;85,84572491;5486;664;4822;141;4681;50,98513011;6,171003717;44,81412639;1,310408922;43,50371747;5274;582;4692;136;4556;49,01486989;5,408921933;43,60594796;1,26394052;42,34200743
0230 Lørenskog;35139;6414;28725;2253;26472;100;18,25322291;81,74677709;6,411679331;75,33509775;17707;3425;14282;1149;13133;50,39130311;9,747004753;40,64429836;3,269871083;37,37442727;17432;2989;14443;1104;13339;49,60869689;8,506218162;41,10247873;3,141808247;37,96067048
0231 Skedsmo;51725;9258;42467;3012;39455;100;17,89850169;82,10149831;5,823102948;76,27839536;25826;4846;20980;1554;19426;49,92943451;9,368777187;40,56065732;3,004349928;37,55630739;25899;4412;21487;1458;20029;50,07056549;8,529724505;41,54084099;2,818753021;38,72208797
0233 Nittedal;22706;2689;20017;727;19290;100;11,84268475;88,15731525;3,201796882;84,95551837;11425;1437;9988;379;9609;50,3170968;6,328723685;43,98837312;1,669162336;42,31921078;11281;1252;10029;348;9681;49,6829032;5,513961068;44,16894213;1,532634546;42,63630758
0234 Gjerdrum;6326;750;5576;105;5471;100;11,85583307;88,14416693;1,65981663;86,4843503;3291;448;2843;52;2791;52,02339551;7,081884287;44,94151122;0,822004426;44,1195068;3035;302;2733;53;2680;47,97660449;4,773948783;43,20265571;0,837812204;42,3648435
0235 Ullensaker;33310;5446;27864;1369;26495;100;16,34944461;83,65055539;4,109876914;79,54067847;16851;2874;13977;723;13254;50,58841189;8,628039628;41,96037226;2,170519364;39,7898529;16459;2572;13887;646;13241;49,41158811;7,721404983;41,69018313;1,93935755;39,75082558
0236 Nes (Ak.);20410;1965;18445;283;18162;100;9,627633513;90,37236649;1,386575208;88,98579128;10307;1013;9294;137;9157;50,49975502;4,963253307;45,53650171;0,671239588;44,86526213;10103;952;9151;146;9005;49,50024498;4,664380206;44,83586477;0,71533562;44,12052915
0237 Eidsvoll;23238;2501;20737;485;20252;100;10,76254411;89,23745589;2,087098718;87,15035717;11691;1255;10436;255;10181;50,30983734;5,400636888;44,90920045;1,097340563;43,81185988;11547;1246;10301;230;10071;49,69016266;5,361907221;44,32825544;0,989758155;43,33849729
0238 Nannestad;11882;1698;10184;284;9900;100;14,29052348;85,70947652;2,390170005;83,31930651;6094;932;5162;149;5013;51,28766201;7,843797341;43,44386467;1,253997643;42,18986703;5788;766;5022;135;4887;48,71233799;6,44672614;42,26561185;1,136172362;41,12943949
0239 Hurdal;2752;229;2523;19;2504;100;8,32122093;91,67877907;0,690406977;90,98837209;1409;117;1292;8;1284;51,19912791;4,251453488;46,94767442;0,290697674;46,65697674;1343;112;1231;11;1220;48,80087209;4,069767442;44,73110465;0,399709302;44,33139535
0299 Uoppgitt kommune Akershus;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0301 Oslo kommune;647676;158835;488841;47857;440984;100;24,52383599;75,47616401;7,389034023;68,08712998;322892;83130;239762;24427;215335;49,85393932;12,83512126;37,01881805;3,771484508;33,24733354;324784;75705;249079;23430;225649;50,14606068;11,68871473;38,45734596;3,617549515;34,83979644
0399 Uoppgitt komm. Oslo;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0401 Hamar (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0402 Kongsvinger;17881;1775;16106;378;15728;100;9,926737878;90,07326212;2,113975728;87,95928639;8758;911;7847;193;7654;48,97936357;5,094793356;43,88457021;1,079357978;42,80521224;9123;864;8259;185;8074;51,02063643;4,831944522;46,18869191;1,034617751;45,15407416
0403 Hamar;29847;2975;26872;515;26357;100;9,967500921;90,03249908;1,725466546;88,30703253;14642;1523;13119;270;12849;49,05685664;5,102690388;43,95416625;0,904613529;43,04955272;15205;1452;13753;245;13508;50,94314336;4,864810534;46,07833283;0,820853017;45,25747981
0412 Ringsaker;33603;2498;31105;369;30736;100;7,433860072;92,56613993;1,09811624;91,46802369;16921;1339;15582;186;15396;50,35562301;3,984763265;46,37085974;0,553522007;45,81733774;16682;1159;15523;183;15340;49,64437699;3,449096807;46,19528018;0,544594233;45,65068595
0414 Vang (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0415 Løten;7552;535;7017;73;6944;100;7,084216102;92,9157839;0,966631356;91,94915254;3793;276;3517;38;3479;50,22510593;3,654661017;46,57044492;0,503177966;46,06726695;3759;259;3500;35;3465;49,77489407;3,429555085;46,34533898;0,46345339;45,88188559
0417 Stange;20013;1623;18390;256;18134;100;8,109728676;91,89027132;1,27916854;90,61110278;9964;836;9128;132;8996;49,78763804;4,177284765;45,61035327;0,659571279;44,95078199;10049;787;9262;124;9138;50,21236196;3,932443911;46,27991805;0,619597262;45,66032079
0418 Nord-Odal;5128;196;4932;12;4920;100;3,822152886;96,17784711;0,23400936;95,94383775;2586;96;2490;5;2485;50,42901716;1,872074883;48,55694228;0,0975039;48,45943838;2542;100;2442;7;2435;49,57098284;1,950078003;47,62090484;0,13650546;47,48439938
0419 Sør-Odal;7800;446;7354;46;7308;100;5,717948718;94,28205128;0,58974359;93,69230769;3914;211;3703;19;3684;50,17948718;2,705128205;47,47435897;0,243589744;47,23076923;3886;235;3651;27;3624;49,82051282;3,012820513;46,80769231;0,346153846;46,46153846
0420 Eidskog;6219;406;5813;38;5775;100;6,528380769;93,47161923;0,611030712;92,86058852;3079;166;2913;18;2895;49,50956745;2,669239428;46,84032803;0,289435601;46,55089243;3140;240;2900;20;2880;50,49043255;3,859141341;46,6312912;0,321595112;46,30969609
0423 Grue;4853;331;4522;41;4481;100;6,820523388;93,17947661;0,844838244;92,33463837;2392;162;2230;13;2217;49,28909953;3,338141356;45,95095817;0,267875541;45,68308263;2461;169;2292;28;2264;50,71090047;3,482382032;47,22851844;0,576962703;46,65155574
0425 Åsnes;7561;519;7042;25;7017;100;6,864171406;93,13582859;0,330644095;92,8051845;3817;284;3533;13;3520;50,48274038;3,756116916;46,72662346;0,171934929;46,55468853;3744;235;3509;12;3497;49,51725962;3,10805449;46,40920513;0,158709165;46,25049597
0426 Våler (Hedm.);3790;236;3554;17;3537;100;6,226912929;93,77308707;0,448548813;93,32453826;1912;108;1804;10;1794;50,44854881;2,849604222;47,59894459;0,263852243;47,33509235;1878;128;1750;7;1743;49,55145119;3,377308707;46,17414248;0,18469657;45,98944591
0427 Elverum;20794;1734;19060;272;18788;100;8,338943926;91,66105607;1,308069635;90,35298644;10202;862;9340;136;9204;49,06222949;4,145426565;44,91680292;0,654034818;44,26276811;10592;872;9720;136;9584;50,93777051;4,193517361;46,74425315;0,654034818;46,09021833
0428 Trysil;6569;570;5999;56;5943;100;8,677119805;91,32288019;0,852488963;90,47039123;3346;295;3051;28;3023;50,93621556;4,490790075;46,44542548;0,426244482;46,019181;3223;275;2948;28;2920;49,06378444;4,186329731;44,87745471;0,426244482;44,45121023
0429 Åmot;4456;307;4149;39;4110;100;6,889587074;93,11041293;0,875224417;92,23518851;2302;146;2156;20;2136;51,66068223;3,276481149;48,38420108;0,448833034;47,93536804;2154;161;1993;19;1974;48,33931777;3,613105925;44,72621185;0,426391382;44,29982047
0430 Stor-Elvdal;2619;313;2306;15;2291;100;11,95112638;88,04887362;0,572737686;87,47613593;1372;195;1177;5;1172;52,38640703;7,44558992;44,94081711;0,190912562;44,74990454;1247;118;1129;10;1119;47,61359297;4,505536464;43,10805651;0,381825124;42,72623139
0432 Rendalen;1885;98;1787;6;1781;100;5,198938992;94,80106101;0,318302387;94,48275862;968;48;920;2;918;51,35278515;2,546419098;48,80636605;0,106100796;48,70026525;917;50;867;4;863;48,64721485;2,652519894;45,99469496;0,212201592;45,78249337
0434 Engerdal;1359;146;1213;10;1203;100;10,74319352;89,25680648;0,735835173;88,5209713;691;64;627;5;622;50,84621045;4,709345107;46,13686534;0,367917586;45,76894776;668;82;586;5;581;49,15378955;6,033848418;43,11994113;0,367917586;42,75202355
0435 Tolga-Os (1966-1975);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0436 Tolga;1656;175;1481;21;1460;100;10,56763285;89,43236715;1,268115942;88,16425121;847;91;756;7;749;51,147343;5,495169082;45,65217391;0,422705314;45,2294686;809;84;725;14;711;48,852657;5,072463768;43,78019324;0,845410628;42,93478261
0437 Tynset;5562;529;5033;68;4965;100;9,510967278;90,48903272;1,222581805;89,26645092;2763;289;2474;32;2442;49,6763754;5,195972672;44,48040273;0,575332614;43,90507012;2799;240;2559;36;2523;50,3236246;4,314994606;46,00862999;0,647249191;45,3613808
0438 Alvdal;2418;133;2285;12;2273;100;5,500413565;94,49958644;0,496277916;94,00330852;1201;62;1139;7;1132;49,66914806;2,564102564;47,10504549;0,289495451;46,81555004;1217;71;1146;5;1141;50,33085194;2,936311001;47,39454094;0,206782465;47,18775848
0439 Folldal;1597;65;1532;12;1520;100;4,070131497;95,9298685;0,751408892;95,17845961;832;27;805;4;801;52,09768316;1,690670006;50,40701315;0,250469631;50,15654352;765;38;727;8;719;47,90231684;2,37946149;45,52285535;0,500939261;45,02191609
0441 Os (Hedm.);1991;169;1822;27;1795;100;8,488196886;91,51180311;1,356102461;90,15570065;1010;88;922;16;906;50,72827725;4,419889503;46,30838774;0,803616273;45,50477147;981;81;900;11;889;49,27172275;4,068307383;45,20341537;0,552486188;44,65092918
0499 Uoppgitt kommune Hedmark;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0501 Lillehammer;27300;2632;24668;456;24212;100;9,641025641;90,35897436;1,67032967;88,68864469;13333;1322;12011;225;11786;48,83882784;4,842490842;43,996337;0,824175824;43,17216117;13967;1310;12657;231;12426;51,16117216;4,798534799;46,36263736;0,846153846;45,51648352
0502 Gjøvik;30063;3201;26862;640;26222;100;10,64763996;89,35236004;2,128862722;87,22349732;14974;1656;13318;327;12991;49,80873499;5,508432292;44,3003027;1,087715797;43,2125869;15089;1545;13544;313;13231;50,19126501;5,139207664;45,05205735;1,041146925;44,01091042
0511 Dovre;2745;249;2496;16;2480;100;9,071038251;90,92896175;0,58287796;90,34608379;1369;115;1254;11;1243;49,87249545;4,189435337;45,68306011;0,400728597;45,28233151;1376;134;1242;5;1237;50,12750455;4,881602914;45,24590164;0,182149362;45,06375228
0512 Lesja;2059;135;1924;14;1910;100;6,556580864;93,44341914;0,679941719;92,76347742;1051;66;985;8;977;51,04419621;3,205439534;47,83875668;0,388538125;47,45021855;1008;69;939;6;933;48,95580379;3,351141331;45,60466246;0,291403594;45,31325886
0513 Skjåk;2245;136;2109;9;2100;100;6,057906459;93,94209354;0,400890869;93,54120267;1134;81;1053;8;1045;50,51224944;3,608017817;46,90423163;0,356347439;46,54788419;1111;55;1056;1;1055;49,48775056;2,449888641;47,03786192;0,04454343;46,99331849
0514 Lom;2356;117;2239;16;2223;100;4,966044143;95,03395586;0,679117148;94,35483871;1217;67;1150;10;1140;51,65534805;2,843803056;48,81154499;0,424448217;48,38709677;1139;50;1089;6;1083;48,34465195;2,122241087;46,22241087;0,25466893;45,96774194
0515 Vågå;3675;171;3504;23;3481;100;4,653061224;95,34693878;0,62585034;94,72108844;1854;72;1782;15;1767;50,44897959;1,959183673;48,48979592;0,408163265;48,08163265;1821;99;1722;8;1714;49,55102041;2,693877551;46,85714286;0,217687075;46,63945578
0516 Nord-Fron;5754;344;5410;26;5384;100;5,978449774;94,02155023;0,451859576;93,56969065;2907;177;2730;14;2716;50,52137643;3,076120959;47,44525547;0,243309002;47,20194647;2847;167;2680;12;2668;49,47862357;2,902328815;46,57629475;0,208550574;46,36774418
0517 Sel;5965;348;5617;35;5582;100;5,834031852;94,16596815;0,586756077;93,57921207;3035;199;2836;21;2815;50,88013412;3,33612741;47,54400671;0,352053646;47,19195306;2930;149;2781;14;2767;49,11986588;2,497904443;46,62196144;0,234702431;46,38725901
0518 Fron (1966-1976);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0519 Sør-Fron;3204;236;2968;26;2942;100;7,365792759;92,63420724;0,811485643;91,8227216;1634;142;1492;13;1479;50,99875156;4,43196005;46,56679151;0,405742821;46,16104869;1570;94;1476;13;1463;49,00124844;2,933832709;46,06741573;0,405742821;45,66167291
0520 Ringebu;4459;376;4083;41;4042;100;8,432383943;91,56761606;0,919488675;90,64812738;2231;208;2023;16;2007;50,03363983;4,664723032;45,3689168;0,358824849;45,01009195;2228;168;2060;25;2035;49,96636017;3,767660911;46,19869926;0,560663826;45,63803543
0521 Øyer;5065;537;4528;58;4470;100;10,60217177;89,39782823;1,145113524;88,25271471;2576;296;2280;30;2250;50,85883514;5,844027641;45,0148075;0,592300099;44,4225074;2489;241;2248;28;2220;49,14116486;4,758144126;44,38302073;0,552813425;43,83020731
0522 Gausdal;6210;340;5870;35;5835;100;5,475040258;94,52495974;0,563607085;93,96135266;3179;186;2993;18;2975;51,19162641;2,995169082;48,19645733;0,289855072;47,90660225;3031;154;2877;17;2860;48,80837359;2,479871176;46,32850242;0,273752013;46,0547504
0528 Østre Toten;14796;1110;13686;148;13538;100;7,502027575;92,49797242;1,000270343;91,49770208;7438;600;6838;68;6770;50,27034334;4,055150041;46,2151933;0,459583671;45,75560962;7358;510;6848;80;6768;49,72965666;3,446877534;46,28277913;0,540686672;45,74209246
0529 Vestre Toten;13152;904;12248;149;12099;100;6,873479319;93,12652068;1,132907543;91,99361314;6599;451;6148;78;6070;50,17487835;3,429136253;46,74574209;0,593065693;46,1526764;6553;453;6100;71;6029;49,82512165;3,444343066;46,38077859;0,539841849;45,84093674
0532 Jevnaker;6599;508;6091;65;6026;100;7,698136081;92,30186392;0,984997727;91,31686619;3266;267;2999;36;2963;49,49234733;4,046067586;45,44627974;0,545537203;44,90074254;3333;241;3092;29;3063;50,50765267;3,652068495;46,85558418;0,439460524;46,41612366
0533 Lunner;9003;816;8187;95;8092;100;9,063645452;90,93635455;1,055203821;89,88115073;4498;404;4094;44;4050;49,96112407;4,487393091;45,47373098;0,48872598;44,985005;4505;412;4093;51;4042;50,03887593;4,57625236;45,46262357;0,566477841;44,89614573
0534 Gran;13685;1069;12616;175;12441;100;7,811472415;92,18852758;1,278772379;90,90975521;6811;567;6244;85;6159;49,76982097;4,143222506;45,62659847;0,621118012;45,00548045;6874;502;6372;90;6282;50,23017903;3,668249909;46,56192912;0,657654366;45,90427475
0536 Søndre Land;5772;432;5340;48;5292;100;7,484407484;92,51559252;0,831600832;91,68399168;2980;246;2734;24;2710;51,62855163;4,261954262;47,36659737;0,415800416;46,95079695;2792;186;2606;24;2582;48,37144837;3,222453222;45,14899515;0,415800416;44,73319473
