;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
0114 Varteig (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0115 Skjeberg (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0116 Berg  (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0117 Idd (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0118 Aremark;1458;37;1421;7;1414;100;2,537722908;97,46227709;0,480109739;96,98216735;700;11;689;6;683;48,01097394;0,754458162;47,25651578;0,411522634;46,84499314;758;26;732;1;731;51,98902606;1,783264746;50,20576132;0,068587106;50,13717421
0119 Marker;3408;155;3253;10;3243;100;4,548122066;95,45187793;0,29342723;95,1584507;1717;67;1650;8;1642;50,3814554;1,965962441;48,41549296;0,234741784;48,18075117;1691;88;1603;2;1601;49,6185446;2,582159624;47,03638498;0,058685446;46,97769953
0121 Rømskog;658;19;639;0;639;100;2,887537994;97,11246201;0;97,11246201;335;9;326;0;326;50,9118541;1,367781155;49,54407295;0;49,54407295;323;10;313;0;313;49,0881459;1,519756839;47,56838906;0;47,56838906
0122 Trøgstad;4991;150;4841;20;4821;100;3,005409738;96,99459026;0,400721298;96,59386896;2481;73;2408;11;2397;49,70947706;1,462632739;48,24684432;0,220396714;48,02644761;2510;77;2433;9;2424;50,29052294;1,542776999;48,74774594;0,180324584;48,56742136
0123 Spydeberg;4672;165;4507;24;4483;100;3,531678082;96,46832192;0,51369863;95,95462329;2338;74;2264;16;2248;50,04280822;1,58390411;48,45890411;0,342465753;48,11643836;2334;91;2243;8;2235;49,95719178;1,947773973;48,00941781;0,171232877;47,83818493
0124 Askim;13876;1190;12686;347;12339;100;8,575958489;91,42404151;2,500720669;88,92332084;6814;618;6196;192;6004;49,10637071;4,453733064;44,65263765;1,383684059;43,26895359;7062;572;6490;155;6335;50,89362929;4,122225425;46,77140386;1,11703661;45,65436725
0125 Eidsberg;9968;556;9412;60;9352;100;5,577849117;94,42215088;0,601926164;93,82022472;4877;277;4600;24;4576;48,92656501;2,778892456;46,14767255;0,240770465;45,90690209;5091;279;4812;36;4776;51,07343499;2,798956661;48,27447833;0,361155698;47,91332263
0127 Skiptvet;3327;126;3201;18;3183;100;3,787195672;96,21280433;0,541027953;95,67177638;1668;57;1611;10;1601;50,13525699;1,713255185;48,4220018;0,300571085;48,12143072;1659;69;1590;8;1582;49,86474301;2,073940487;47,79080252;0,240456868;47,55034566
0128 Rakkestad;7217;277;6940;55;6885;100;3,8381599;96,1618401;0,762089511;95,39975059;3573;126;3447;20;3427;49,50810586;1,745877789;47,76222807;0,277123459;47,48510461;3644;151;3493;35;3458;50,49189414;2,092282112;48,39961203;0,484966052;47,91464597
0130 Tune (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0131 Rolvsøy (1911-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0133 Kråkerøy (1908-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0134 Onsøy (-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0135 Råde;6380;161;6219;20;6199;100;2,523510972;97,47648903;0,313479624;97,1630094;3161;82;3079;8;3071;49,54545455;1,285266458;48,26018809;0,12539185;48,13479624;3219;79;3140;12;3128;50,45454545;1,238244514;49,21630094;0,188087774;49,02821317
0136 Rygge;13775;737;13038;261;12777;100;5,350272232;94,64972777;1,894736842;92,75499093;6832;338;6494;145;6349;49,59709619;2,453720508;47,14337568;1,052631579;46,0907441;6943;399;6544;116;6428;50,40290381;2,896551724;47,50635209;0,842105263;46,66424682
0137 Våler (Østf.);4002;192;3810;31;3779;100;4,797601199;95,2023988;0,774612694;94,42778611;2058;88;1970;19;1951;51,42428786;2,19890055;49,22538731;0,474762619;48,75062469;1944;104;1840;12;1828;48,57571214;2,59870065;45,97701149;0,299850075;45,67716142
0138 Hobøl;4469;202;4267;26;4241;100;4,520026852;95,47997315;0,581785634;94,89818751;2255;88;2167;12;2155;50,4587156;1,969120609;48,48959499;0,268516447;48,22107854;2214;114;2100;14;2086;49,5412844;2,550906243;46,99037816;0,313269188;46,67710897
0199 Uoppgitt kommune Østfold;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0211 Vestby;12724;763;11961;127;11834;100;5,996541968;94,00345803;0,998113801;93,00534423;6362;379;5983;67;5916;50;2,978623075;47,02137693;0,526563974;46,49481295;6362;384;5978;60;5918;50;3,017918893;46,98208111;0,471549827;46,51053128
0213 Ski;26155;1776;24379;370;24009;100;6,790288664;93,20971134;1,414643472;91,79506786;12945;847;12098;187;11911;49,4934047;3,238386542;46,25501816;0,714968457;45,5400497;13210;929;12281;183;12098;50,5065953;3,551902122;46,95469318;0,699675014;46,25501816
0214 Ås;14227;1304;12923;194;12729;100;9,165670907;90,83432909;1,363604414;89,47072468;7151;671;6480;99;6381;50,26358333;4,71638434;45,54719899;0,695859985;44,851339;7076;633;6443;95;6348;49,73641667;4,449286568;45,2871301;0,66774443;44,61938568
0215 Frogn;13116;735;12381;100;12281;100;5,603842635;94,39615737;0,762427569;93,6337298;6427;327;6100;49;6051;49,00121988;2,493138152;46,50808173;0,373589509;46,13449222;6689;408;6281;51;6230;50,99878012;3,110704483;47,88807563;0,38883806;47,49923757
0216 Nesodden;15943;1113;14830;120;14710;100;6,981120241;93,01887976;0,752681428;92,26619833;7822;496;7326;73;7253;49,06228439;3,111083234;45,95120115;0,457881202;45,49331995;8121;617;7504;47;7457;50,93771561;3,870037007;47,06767861;0,294800226;46,77287838
0217 Oppegård;23243;1555;21688;305;21383;100;6,690186293;93,30981371;1,312223035;91,99759067;11422;722;10700;166;10534;49,14167706;3,106311578;46,03536549;0,714193521;45,32117197;11821;833;10988;139;10849;50,85832294;3,583874715;47,27444822;0,598029514;46,67641871
0219 Bærum;102529;9110;93419;1504;91915;100;8,885290991;91,11470901;1,466902047;89,64780696;49793;4132;45661;739;44922;48,5647963;4,030079295;44,53471701;0,720771684;43,81394532;52736;4978;47758;765;46993;51,4352037;4,855211696;46,579992;0,746130363;45,83386164
0220 Asker;50290;4255;46035;697;45338;100;8,460926626;91,53907337;1,385961424;90,15311195;24674;1940;22734;386;22348;49,06343209;3,857625771;45,20580632;0,76754822;44,4382581;25616;2315;23301;311;22990;50,93656791;4,603300855;46,33326705;0,618413203;45,71485385
0221 Aurskog-Høland;13067;333;12734;44;12690;100;2,548404377;97,45159562;0,336726104;97,11486952;6555;152;6403;24;6379;50,16453662;1,163235632;49,00130099;0,183668784;48,8176322;6512;181;6331;20;6311;49,83546338;1,385168746;48,45029464;0,15305732;48,29723732
0226 Sørum;12571;441;12130;74;12056;100;3,508074139;96,49192586;0,588656431;95,90326943;6336;216;6120;30;6090;50,40171824;1,718240395;48,68347785;0,238644499;48,44483335;6235;225;6010;44;5966;49,59828176;1,789833744;47,80844802;0,350011932;47,45843608
0227 Fet;9361;381;8980;67;8913;100;4,070077983;95,92992202;0,715735498;95,21418652;4701;181;4520;31;4489;50,2189937;1,933554107;48,28543959;0,331161201;47,95427839;4660;200;4460;36;4424;49,7810063;2,136523876;47,64448243;0,384574298;47,25990813
0228 Rælingen;14679;1190;13489;366;13123;100;8,106819266;91,89318073;2,493357858;89,39982288;7252;571;6681;187;6494;49,40391035;3,889910757;45,51399959;1,273928742;44,24007085;7427;619;6808;179;6629;50,59608965;4,216908509;46,37918114;1,219429116;45,15975203
0229 Enebakk;9111;353;8758;56;8702;100;3,874437493;96,12556251;0,614641642;95,51092086;4604;170;4434;21;4413;50,53232356;1,865876413;48,66644715;0,230490616;48,43595654;4507;183;4324;35;4289;49,46767644;2,00856108;47,45911536;0,384151026;47,07496433
0230 Lørenskog;30220;2651;27569;847;26722;100;8,772336201;91,2276638;2,802779616;88,42488418;14932;1288;13644;437;13207;49,4109861;4,262078094;45,14890801;1,44606221;43,7028458;15288;1363;13925;410;13515;50,5890139;4,510258107;46,07875579;1,356717406;44,72203839
0231 Skedsmo;40676;3375;37301;932;36369;100;8,297276035;91,70272396;2,291277412;89,41144655;20120;1644;18476;476;18000;49,46405743;4,041695349;45,42236208;1,170223227;44,25213885;20556;1731;18825;456;18369;50,53594257;4,255580686;46,28036188;1,121054184;45,1593077
0233 Nittedal;19300;1153;18147;282;17865;100;5,974093264;94,02590674;1,461139896;92,56476684;9639;556;9083;132;8951;49,94300518;2,880829016;47,06217617;0,683937824;46,37823834;9661;597;9064;150;8914;50,05699482;3,093264249;46,96373057;0,777202073;46,1865285
0234 Gjerdrum;4877;221;4656;30;4626;100;4,531474267;95,46852573;0,615132253;94,85339348;2475;98;2377;19;2358;50,74841091;2,009432028;48,73897888;0,389583761;48,34939512;2402;123;2279;11;2268;49,25158909;2,522042239;46,72954685;0,225548493;46,50399836
0235 Ullensaker;22931;1461;21470;313;21157;100;6,371287776;93,62871222;1,364964459;92,26374777;11423;705;10718;171;10547;49,81466138;3,074440713;46,74022066;0,745715407;45,99450525;11508;756;10752;142;10610;50,18533862;3,296847063;46,88849156;0,619249052;46,26924251
0236 Nes (Ak.);17765;591;17174;85;17089;100;3,326766113;96,67323389;0,4784689;96,19476499;9000;276;8724;51;8673;50,66141289;1,553616662;49,10779623;0,28708134;48,82071489;8765;315;8450;34;8416;49,33858711;1,773149451;47,56543766;0,19138756;47,3740501
0237 Eidsvoll;18083;624;17459;103;17356;100;3,450754853;96,54924515;0,569595753;95,97964939;9070;285;8785;51;8734;50,15760659;1,576065918;48,58154067;0,282032849;48,29950783;9013;339;8674;52;8622;49,84239341;1,874688934;47,96770447;0,287562904;47,68014157
0238 Nannestad;9751;393;9358;61;9297;100;4,030355861;95,96964414;0,625576864;95,34406728;4879;181;4698;33;4665;50,03589375;1,856219875;48,17967388;0,338426828;47,84124705;4872;212;4660;28;4632;49,96410625;2,174135986;47,78997026;0,287150036;47,50282022
0239 Hurdal;2664;63;2601;11;2590;100;2,364864865;97,63513514;0,412912913;97,22222222;1360;33;1327;8;1319;51,05105105;1,238738739;49,81231231;0,3003003;49,51201201;1304;30;1274;3;1271;48,94894895;1,126126126;47,82282282;0,112612613;47,71021021
0299 Uoppgitt kommune Akershus;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0301 Oslo kommune;517401;84343;433058;25465;407593;100;16,30128276;83,69871724;4,921714492;78,77700275;251980;43298;208682;13078;195604;48,70110417;8,368364189;40,33273998;2,527633306;37,80510668;265421;41045;224376;12387;211989;51,29889583;7,932918568;43,36597726;2,394081187;40,97189607
0399 Uoppgitt komm. Oslo;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0401 Hamar (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0402 Kongsvinger;17348;1045;16303;186;16117;100;6,023749135;93,97625086;1,072169703;92,90408116;8394;510;7884;85;7799;48,38598109;2,939820152;45,44616094;0,489970025;44,95619092;8954;535;8419;101;8318;51,61401891;3,083928983;48,53008992;0,582199677;47,94789025
0403 Hamar;27120;1191;25929;154;25775;100;4,39159292;95,60840708;0,567846608;95,04056047;13038;565;12473;77;12396;48,07522124;2,083333333;45,99188791;0,283923304;45,7079646;14082;626;13456;77;13379;51,92477876;2,308259587;49,61651917;0,283923304;49,33259587
0412 Ringsaker;31830;763;31067;110;30957;100;2,397109645;97,60289036;0,345585925;97,25730443;15946;387;15559;44;15515;50,0973924;1,215834119;48,88155828;0,13823437;48,74332391;15884;376;15508;66;15442;49,9026076;1,181275526;48,72133208;0,207351555;48,51398052
0414 Vang (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0415 Løten;7317;175;7142;19;7123;100;2,391690584;97,60830942;0,259669263;97,34864015;3648;93;3555;9;3546;49,85649856;1,27101271;48,58548585;0,12300123;48,46248462;3669;82;3587;10;3577;50,14350144;1,120677873;49,02282356;0,136668033;48,88615553
0417 Stange;18137;601;17536;65;17471;100;3,313668192;96,68633181;0,358383415;96,32794839;9024;283;8741;28;8713;49,7546452;1,560346254;48,19429895;0,154380548;48,0399184;9113;318;8795;37;8758;50,2453548;1,753321939;48,49203286;0,204002867;48,28802999
0418 Nord-Odal;5050;64;4986;5;4981;100;1,267326733;98,73267327;0,099009901;98,63366337;2539;24;2515;2;2513;50,27722772;0,475247525;49,8019802;0,03960396;49,76237624;2511;40;2471;3;2468;49,72277228;0,792079208;48,93069307;0,059405941;48,87128713
0419 Sør-Odal;7538;127;7411;13;7398;100;1,684797028;98,31520297;0,172459538;98,14274343;3755;56;3699;2;3697;49,81427434;0,742902627;49,07137172;0,026532237;49,04483948;3783;71;3712;11;3701;50,18572566;0,941894402;49,24383125;0,145927302;49,09790395
0420 Eidskog;6421;248;6173;25;6148;100;3,86232674;96,13767326;0,389347454;95,74832581;3220;93;3127;13;3114;50,14795203;1,448372528;48,6995795;0,202460676;48,49711883;3201;155;3046;12;3034;49,85204797;2,413954213;47,43809375;0,186886778;47,25120698
0423 Grue;5395;231;5164;11;5153;100;4,281742354;95,71825765;0,203892493;95,51436515;2651;104;2547;4;2543;49,13809082;1,927710843;47,21037998;0,074142725;47,13623726;2744;127;2617;7;2610;50,86190918;2,354031511;48,50787766;0,129749768;48,3781279
0425 Åsnes;7977;254;7723;15;7708;100;3,184154444;96,81584556;0,188040617;96,62780494;3944;124;3820;3;3817;49,44214617;1,554469099;47,88767707;0,037608123;47,85006895;4033;130;3903;12;3891;50,55785383;1,629685345;48,92816848;0,150432493;48,77773599
0426 Våler (Hedm.);3964;80;3884;6;3878;100;2,018163471;97,98183653;0,15136226;97,83047427;1998;35;1963;3;1960;50,40363269;0,882946519;49,52068618;0,07568113;49,44500505;1966;45;1921;3;1918;49,59636731;1,135216953;48,46115035;0,07568113;48,38546922
0427 Elverum;18638;749;17889;82;17807;100;4,018671531;95,98132847;0,439961369;95,5413671;9057;373;8684;42;8642;48,59426977;2,001287692;46,59298208;0,225346067;46,36763601;9581;376;9205;40;9165;51,40573023;2,017383839;49,38834639;0,214615302;49,17373109
0428 Trysil;7025;261;6764;10;6754;100;3,715302491;96,28469751;0,142348754;96,14234875;3520;120;3400;3;3397;50,10676157;1,708185053;48,39857651;0,042704626;48,35587189;3505;141;3364;7;3357;49,89323843;2,007117438;47,886121;0,099644128;47,78647687
0429 Åmot;4389;187;4202;10;4192;100;4,260651629;95,73934837;0,227842333;95,51150604;2195;93;2102;3;2099;50,01139212;2,118933698;47,89245842;0,0683527;47,82410572;2194;94;2100;7;2093;49,98860788;2,141717931;47,84688995;0,159489633;47,68740032
0430 Stor-Elvdal;2888;99;2789;2;2787;100;3,427977839;96,57202216;0,069252078;96,50277008;1426;43;1383;0;1383;49,3767313;1,488919668;47,88781163;0;47,88781163;1462;56;1406;2;1404;50,6232687;1,939058172;48,68421053;0,069252078;48,61495845
0432 Rendalen;2193;28;2165;3;2162;100;1,276789786;98,72321021;0,136798906;98,58641131;1107;10;1097;0;1097;50,47879617;0,455996352;50,02279982;0;50,02279982;1086;18;1068;3;1065;49,52120383;0,820793434;48,7004104;0,136798906;48,56361149
0434 Engerdal;1512;75;1437;5;1432;100;4,96031746;95,03968254;0,330687831;94,70899471;750;36;714;2;712;49,6031746;2,380952381;47,22222222;0,132275132;47,08994709;762;39;723;3;720;50,3968254;2,579365079;47,81746032;0,198412698;47,61904762
0435 Tolga-Os (1966-1975);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0436 Tolga;1796;98;1698;20;1678;100;5,456570156;94,54342984;1,113585746;93,4298441;909;42;867;12;855;50,61247216;2,338530067;48,27394209;0,668151448;47,60579065;887;56;831;8;823;49,38752784;3,118040089;46,26948775;0,445434298;45,82405345
0437 Tynset;5423;161;5262;23;5239;100;2,968836437;97,03116356;0,424119491;96,60704407;2672;68;2604;10;2594;49,27162087;1,253918495;48,01770238;0,184399779;47,8333026;2751;93;2658;13;2645;50,72837913;1,714917942;49,01346118;0,239719712;48,77374147
0438 Alvdal;2422;65;2357;1;2356;100;2,683732453;97,31626755;0,041288192;97,27497936;1191;32;1159;0;1159;49,17423617;1,32122213;47,85301404;0;47,85301404;1231;33;1198;1;1197;50,82576383;1,362510322;49,46325351;0,041288192;49,42196532
0439 Folldal;1764;55;1709;2;1707;100;3,117913832;96,88208617;0,113378685;96,76870748;901;25;876;0;876;51,07709751;1,41723356;49,65986395;0;49,65986395;863;30;833;2;831;48,92290249;1,700680272;47,22222222;0,113378685;47,10884354
0441 Os (Hedm.);2134;123;2011;7;2004;100;5,763823805;94,23617619;0,328022493;93,9081537;1085;73;1012;4;1008;50,84348641;3,420805998;47,42268041;0,187441425;47,23523899;1049;50;999;3;996;49,15651359;2,343017807;46,81349578;0,140581068;46,67291471
0499 Uoppgitt kommune Hedmark;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0501 Lillehammer;24946;1239;23707;146;23561;100;4,966728133;95,03327187;0,585264171;94,4480077;12040;588;11452;66;11386;48,26425078;2,357091317;45,90715946;0,264571474;45,64258799;12906;651;12255;80;12175;51,73574922;2,609636816;49,1261124;0,320692696;48,80541971
0502 Gjøvik;27349;1491;25858;236;25622;100;5,451753263;94,54824674;0,862920034;93,6853267;13356;720;12636;119;12517;48,8354236;2,632637391;46,20278621;0,435116458;45,76766975;13993;771;13222;117;13105;51,1645764;2,819115873;48,34546053;0,427803576;47,91765695
0511 Dovre;2883;48;2835;4;2831;100;1,664932362;98,33506764;0,138744364;98,19632327;1424;21;1403;2;1401;49,39299341;0,728407908;48,6645855;0,069372182;48,59521332;1459;27;1432;2;1430;50,60700659;0,936524454;49,67048214;0,069372182;49,60110995
0512 Lesja;2219;41;2178;3;2175;100;1,847679135;98,15232087;0,135196034;98,01712483;1108;17;1091;1;1090;49,93240198;0,766110861;49,16629112;0,045065345;49,12122578;1111;24;1087;2;1085;50,06759802;1,081568274;48,98602974;0,090130689;48,89589905
0513 Skjåk;2399;54;2345;4;2341;100;2,250937891;97,74906211;0,16673614;97,58232597;1195;27;1168;2;1166;49,81242184;1,125468945;48,6869529;0,08336807;48,60358483;1204;27;1177;2;1175;50,18757816;1,125468945;49,06210921;0,08336807;48,97874114
0514 Lom;2481;49;2432;3;2429;100;1,975010077;98,02498992;0,120918984;97,90407094;1290;30;1260;1;1259;51,99516324;1,209189843;50,7859734;0,040306328;50,74566707;1191;19;1172;2;1170;48,00483676;0,765820234;47,23901653;0,080612656;47,15840387
0515 Vågå;3801;60;3741;8;3733;100;1,578531965;98,42146803;0,210470929;98,21099711;1924;27;1897;6;1891;50,61825835;0,710339384;49,90791897;0,157853197;49,75006577;1877;33;1844;2;1842;49,38174165;0,868192581;48,51354907;0,052617732;48,46093133
0516 Nord-Fron;5890;120;5770;7;5763;100;2,037351443;97,96264856;0,118845501;97,84380306;2948;59;2889;5;2884;50,05093379;1,001697793;49,04923599;0,084889643;48,96434635;2942;61;2881;2;2879;49,94906621;1,03565365;48,91341256;0,033955857;48,87945671
0517 Sel;6102;107;5995;9;5986;100;1,753523435;98,24647657;0,147492625;98,09898394;3085;66;3019;5;3014;50,55719436;1,081612586;49,47558178;0,081940347;49,39364143;3017;41;2976;4;2972;49,44280564;0,671910849;48,77089479;0,065552278;48,70534251
0518 Fron (1966-1976);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0519 Sør-Fron;3335;97;3238;9;3229;100;2,908545727;97,09145427;0,269865067;96,82158921;1684;49;1635;6;1629;50,49475262;1,469265367;49,02548726;0,179910045;48,84557721;1651;48;1603;3;1600;49,50524738;1,43928036;48,06596702;0,089955022;47,97601199
0520 Ringebu;4644;136;4508;11;4497;100;2,928509905;97,07149009;0,236864772;96,83462532;2342;73;2269;8;2261;50,43066322;1,571920758;48,85874246;0,172265289;48,68647717;2302;63;2239;3;2236;49,56933678;1,356589147;48,21274763;0,064599483;48,14814815
0521 Øyer;4891;165;4726;11;4715;100;3,373543243;96,62645676;0,224902883;96,40155387;2463;94;2369;8;2361;50,35780004;1,921897363;48,43590268;0,163565733;48,27233695;2428;71;2357;3;2354;49,64219996;1,45164588;48,19055408;0,06133715;48,12921693
0522 Gausdal;6189;132;6057;6;6051;100;2,132816287;97,86718371;0,096946195;97,77023752;3144;64;3080;3;3077;50,79980611;1,034092745;49,76571336;0,048473097;49,71724026;3045;68;2977;3;2974;49,20019389;1,098723542;48,10147035;0,048473097;48,05299725
0528 Østre Toten;14649;442;14207;63;14144;100;3,017270803;96,9827292;0,430063486;96,55266571;7293;216;7077;27;7050;49,78496826;1,474503379;48,31046488;0,184312922;48,12615196;7356;226;7130;36;7094;50,21503174;1,542767424;48,67226432;0,245750563;48,42651376
0529 Vestre Toten;12627;378;12249;43;12206;100;2,993585175;97,00641483;0,340540112;96,66587471;6312;177;6135;17;6118;49,98812069;1,401758137;48,58636256;0,134632137;48,45173042;6315;201;6114;26;6088;50,01187931;1,591827037;48,42005227;0,205907975;48,21414429
0532 Jevnaker;6299;253;6046;26;6020;100;4,016510557;95,98348944;0,412763931;95,57072551;3057;119;2938;15;2923;48,53151294;1,88918876;46,64232418;0,238133037;46,40419114;3242;134;3108;11;3097;51,46848706;2,127321797;49,34116526;0,174630894;49,16653437
0533 Lunner;8461;264;8197;34;8163;100;3,120198558;96,87980144;0,401843754;96,47795769;4214;124;4090;22;4068;49,80498759;1,465547808;48,33943978;0,260016547;48,07942324;4247;140;4107;12;4095;50,19501241;1,654650751;48,54036166;0,141827207;48,39853445
0534 Gran;13085;363;12722;39;12683;100;2,774168896;97,2258311;0,298051204;96,9277799;6479;184;6295;21;6274;49,5147115;1,406190294;48,10852121;0,16048911;47,9480321;6606;179;6427;18;6409;50,4852885;1,367978601;49,1173099;0,137562094;48,9797478
0536 Søndre Land;6127;194;5933;25;5908;100;3,166313041;96,83368696;0,408030031;96,42565693;3067;96;2971;15;2956;50,0571242;1,566835319;48,49028889;0,244818019;48,24547087;3060;98;2962;10;2952;49,9428758;1,599477722;48,34339807;0,163212012;48,18018606
0538 Nordre Land;6878;130;6748;5;6743;100;1,890084327;98,10991567;0,072695551;98,03722012;3399;54;3345;1;3344;49,41843559;0,785111951;48,63332364;0,01453911;48,61878453;3479;76;3403;4;3399;50,58156441;1,104972376;49,47659203;0,058156441;49,41843559
