;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.alle;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.1;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0;kjonn.0
;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.personer;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent;enhet.prosent
0101 Halden;29220;2487;26733;608;26125;100;8,511293634;91,48870637;2,080766598;89,40793977;14574;1221;13353;328;13025;49,87679671;4,178644764;45,69815195;1,122518823;44,57563313;14646;1266;13380;280;13100;50,12320329;4,332648871;45,79055441;0,958247775;44,83230664
0102 Sarpsborg (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0103 Fredrikstad (-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0104 Moss;30265;3788;26477;1021;25456;100;12,51610772;87,48389228;3,373533785;84,1103585;14925;1929;12996;569;12427;49,31438956;6,373698992;42,94069057;1,880059475;41,06063109;15340;1859;13481;452;13029;50,68561044;6,142408723;44,54320172;1,49347431;43,04972741
0105 Sarpsborg;52805;5762;47043;1328;45715;100;10,91184547;89,08815453;2,51491336;86,57324117;26263;2989;23274;684;22590;49,73582047;5,660448821;44,07537165;1,295331881;42,78003977;26542;2773;23769;644;23125;50,26417953;5,251396648;45,01278288;1,219581479;43,7932014
0106 Fredrikstad;74579;7613;66966;1675;65291;100;10,20796739;89,79203261;2,245940546;87,54609206;36718;3881;32837;875;31962;49,23369849;5,203877767;44,02982073;1,173252524;42,8565682;37861;3732;34129;800;33329;50,76630151;5,004089623;45,76221188;1,072688022;44,68952386
0111 Hvaler;4160;172;3988;12;3976;100;4,134615385;95,86538462;0,288461538;95,57692308;2121;82;2039;5;2034;50,98557692;1,971153846;49,01442308;0,120192308;48,89423077;2039;90;1949;7;1942;49,01442308;2,163461538;46,85096154;0,168269231;46,68269231
0113 Borge (-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
