bydel_nr;avslutta.ettaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.ettaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.ettaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.toaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.toaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.treaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.treaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.fireaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.fireaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.alle_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.alle_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.1_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.1_avslutning.status.4.annet_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.alle_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.personer;avslutta.femaar_kjonn.0_avslutning.status.4.arbutd_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.ledig.tiltak_aar.2014_enhet.prosent;avslutta.femaar_kjonn.0_avslutning.status.4.annet_aar.2014_enhet.prosent
30101;21;100;13;:;:;62;:;:;12;100;:;:;:;:;:;:;9;100;:;0;:;:;0;:;26;100;15;:;:;58;:;:;11;100;:;0;:;:;0;:;9;100;:;0;:;:;:;40;28;100;15;4;9;54;14;32;17;100;11;:;:;65;:;:;11;100;4;:;:;36;:;:;26;100;14;:;:;54;:;:;10;100;7;0;3;70;0;30;16;100;7;:;:;44;:;:;18;100;:;:;11;:;:;61;6;100;:;:;:;:;:;:;12;100;:;:;:;:;:;:
30102;30;100;20;:;:;67;:;:;13;100;:;:;:;:;:;:;17;100;:;:;6;:;:;35;27;100;15;:;:;56;:;:;16;100;10;:;:;63;:;:;17;100;:;:;6;45;:;:;23;100;:;:;7;:;:;30;15;100;11;:;:;73;:;:;8;100;:;:;:;:;:;:;26;100;17;4;5;65;15;19;10;100;:;:;0;:;:;0;16;100;:;:;5;:;:;31;17;100;:;:;9;:;:;53;7;100;:;0;:;:;0;:;10;100;4;:;:;40;:;:
30103;17;100;11;0;6;65;0;35;8;100;:;0;:;:;0;:;9;100;:;0;:;:;0;:;11;100;6;0;5;55;0;45;4;100;:;0;:;:;0;:;9;100;:;0;:;:;0;:;14;100;:;:;:;:;:;:;5;100;5;0;0;100;0;0;9;100;:;:;:;:;:;:;14;100;7;:;:;50;:;:;7;100;:;:;:;:;:;:;7;100;:;:;:;:;:;:;8;100;:;:;:;:;:;:;5;100;:;:;:;:;:;:;3;100;0;0;3;0;0;100
30104;13;100;7;0;6;54;0;46;8;100;:;0;:;:;0;:;5;100;:;0;:;:;0;:;13;100;:;0;:;:;0;:;7;100;7;0;0;100;0;0;5;100;:;0;:;:;0;:;14;100;10;:;:;71;:;:;7;100;:;:;:;:;:;:;7;100;:;0;:;:;0;:;14;100;10;0;4;71;0;29;7;100;:;0;:;:;0;:;7;100;:;0;:;:;0;:;11;100;:;0;:;:;0;:;6;100;6;0;0;100;0;0;5;100;:;0;:;:;0;:
30105;18;100;6;0;12;33;0;67;6;100;3;0;3;50;0;50;12;100;3;0;9;25;0;75;10;100;:;:;:;:;:;:;5;100;:;0;:;:;0;:;12;100;3;0;9;:;:;0;19;100;10;:;:;53;:;:;9;100;4;:;:;44;:;:;10;100;6;0;4;60;0;40;10;100;5;:;:;50;:;:;:;:;:;0;:;:;0;:;:;:;:;:;:;:;:;:;15;100;9;:;:;60;:;:;8;100;:;:;:;:;:;:;7;100;:;:;:;:;:;:
30106;5;100;:;0;:;:;0;:;:;:;:;0;0;:;0;0;:;:;0;0;:;0;0;:;:;:;:;0;7;:;0;88;:;:;:;0;3;:;0;75;:;100;0;0;:;0;0;100;10;100;6;:;:;60;:;:;4;100;:;:;:;:;:;:;6;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;0;:;0;0;:;:;0;0;:;0;0;:;8;100;:;:;:;:;:;:;:;:;4;:;:;67;:;:;:;:;:;0;:;:;0;:
30107;12;100;8;0;4;67;0;33;7;100;:;0;:;:;0;:;5;100;:;0;:;:;0;:;12;100;7;5;0;58;42;0;6;100;:;:;0;:;:;0;5;100;:;0;:;:;:;0;6;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;:;:;:;:;:;:;:;:;:;:;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;:;0;:;:;0;10;100;4;0;6;40;0;60;:;:;:;0;:;:;0;:;:;:;:;0;:;:;0;:
30108;13;100;5;0;8;38;0;62;6;100;:;0;:;:;0;:;7;100;:;0;:;:;0;:;12;100;:;0;:;:;0;:;8;100;8;0;0;100;0;0;7;100;:;0;:;:;0;:;11;100;:;:;:;:;:;:;6;100;:;:;0;:;:;0;5;100;:;0;:;:;0;:;8;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;4;0;:;67;0;:;9;100;5;:;:;56;:;:;:;:;0;:;:;0;:;:;:;:;5;:;:;71;:;:
30109;18;100;12;0;6;67;0;33;8;100;:;0;:;:;0;:;10;100;:;0;:;:;0;:;15;100;9;:;:;60;:;:;4;100;4;0;0;100;0;0;10;100;:;0;:;45;:;:;25;100;13;:;:;52;:;:;9;100;:;0;:;:;0;:;16;100;:;:;9;:;:;56;10;100;6;:;:;60;:;:;4;100;:;:;0;:;:;0;6;100;:;:;:;:;:;:;13;100;7;:;:;54;:;:;6;100;:;0;:;:;0;:;7;100;:;:;3;:;:;43
30110;18;100;11;:;:;61;:;:;4;100;:;0;:;:;0;:;14;100;:;:;4;:;:;29;17;100;14;0;3;82;0;18;5;100;5;0;0;100;0;0;14;100;:;:;4;75;0;25;21;100;14;:;:;67;:;:;9;100;9;0;0;100;0;0;12;100;5;:;:;42;:;:;23;100;14;:;:;61;:;:;7;100;:;0;:;:;0;:;16;100;:;:;6;:;:;38;17;100;:;:;:;:;:;:;6;100;6;0;0;100;0;0;11;100;:;:;:;:;:;:
30111;23;100;13;0;10;57;0;43;10;100;7;0;3;70;0;30;13;100;6;0;7;46;0;54;27;100;12;:;:;44;:;:;8;100;:;0;:;:;0;:;13;100;6;0;7;:;:;58;19;100;11;0;8;58;0;42;:;:;:;0;0;:;0;0;:;:;:;0;8;:;0;50;14;100;8;:;:;57;:;:;5;100;:;0;:;:;0;:;9;100;:;:;:;:;:;:;22;100;14;:;:;64;:;:;6;100;:;0;:;:;0;:;16;100;:;:;5;:;:;31
30112;21;100;12;:;:;57;:;:;7;100;7;0;0;100;0;0;14;100;5;:;:;36;:;:;36;100;24;:;:;67;:;:;15;100;11;:;:;73;:;:;14;100;5;:;:;62;0;38;23;100;16;:;:;70;:;:;9;100;:;:;:;:;:;:;14;100;:;3;:;:;21;:;28;100;18;4;6;64;14;21;8;100;:;0;:;:;0;:;20;100;:;4;:;:;20;:;31;100;19;:;:;61;:;:;16;100;11;:;:;69;:;:;15;100;8;:;:;53;:;:
30113;14;100;9;:;:;64;:;:;7;100;:;0;:;:;0;:;7;100;:;:;:;:;:;:;12;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;7;:;:;:;:;:;:;:;13;100;9;:;:;69;:;:;4;100;4;0;0;100;0;0;9;100;5;:;:;56;:;:;12;100;7;:;:;58;:;:;:;:;:;0;:;:;0;:;:;:;:;:;:;:;:;:;7;100;:;:;:;:;:;:;:;:;0;:;0;0;:;0;:;:;:;:;:;:;:;:
30114;12;100;5;0;7;42;0;58;7;100;:;0;:;:;0;:;5;100;:;0;:;:;0;:;16;100;8;:;:;50;:;:;7;100;:;0;:;:;0;:;5;100;:;0;:;:;:;:;13;100;7;:;:;54;:;:;6;100;:;0;:;:;0;:;7;100;:;:;:;:;:;:;8;100;:;0;:;:;0;:;4;100;:;0;:;:;0;:;4;100;:;0;:;:;0;:;7;100;:;:;:;:;:;:;0;0;0;0;0;0;0;0;7;100;:;:;:;:;:;:
30115;10;100;:;:;5;:;:;50;5;100;:;:;:;:;:;:;5;100;:;:;:;:;:;:;14;100;:;:;:;:;:;:;7;100;7;0;0;100;0;0;5;100;:;:;:;:;:;:;12;100;:;0;:;:;0;:;4;100;:;0;:;:;0;:;8;100;:;0;:;:;0;:;16;100;:;4;:;:;25;:;6;100;:;:;:;:;:;:;10;100;6;:;:;60;:;:;13;100;8;:;:;62;:;:;:;:;:;0;:;:;0;:;:;:;:;:;3;:;:;30
30116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;:;:;:;0;:;:;0;:;0;0;0;0;0;0;0;0;0;:;0;0;0;:;0;:;4;100;:;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;0;0;:;0;0;3;100;:;:;:;:;:;:;0;0;0;0;0;0;0;0;3;100;:;:;:;:;:;:;4;100;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;:;0;0;:;0;0
30117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30199;6;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;:;:;:;:;:;:;:;11;100;:;:;6;:;:;55;5;100;:;0;:;:;0;:;:;100;:;:;:;:;:;:;5;100;:;0;:;:;0;:;:;:;:;0;0;:;0;0;:;:;0;0;:;0;0;:;10;100;:;:;:;:;:;:;:;:;:;0;0;:;0;0;:;:;6;:;:;67;:;:;8;100;:;0;:;:;0;:;:;:;:;0;:;:;0;:;:;:;4;0;:;80;0;:
