kommune_nr;spraak.alle_bhgalder.1.5_enhet.personer;spraak.alle_bhgalder.1_enhet.personer;spraak.alle_bhgalder.2_enhet.personer;spraak.alle_bhgalder.3_enhet.personer;spraak.alle_bhgalder.4_enhet.personer;spraak.alle_bhgalder.5_enhet.personer;spraak.alle_bhgalder.1.5_enhet.prosent;spraak.alle_bhgalder.1_enhet.prosent;spraak.alle_bhgalder.2_enhet.prosent;spraak.alle_bhgalder.3_enhet.prosent;spraak.alle_bhgalder.4_enhet.prosent;spraak.alle_bhgalder.5_enhet.prosent;spraak.minoritet_bhgalder.1.5_enhet.personer;spraak.minoritet_bhgalder.1_enhet.personer;spraak.minoritet_bhgalder.2_enhet.personer;spraak.minoritet_bhgalder.3_enhet.personer;spraak.minoritet_bhgalder.4_enhet.personer;spraak.minoritet_bhgalder.5_enhet.personer;spraak.minoritet_bhgalder.1.5_enhet.prosent;spraak.minoritet_bhgalder.1_enhet.prosent;spraak.minoritet_bhgalder.2_enhet.prosent;spraak.minoritet_bhgalder.3_enhet.prosent;spraak.minoritet_bhgalder.4_enhet.prosent;spraak.minoritet_bhgalder.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1_enhet.personer;spraak.ikke.minoritet_bhgalder.2_enhet.personer;spraak.ikke.minoritet_bhgalder.3_enhet.personer;spraak.ikke.minoritet_bhgalder.4_enhet.personer;spraak.ikke.minoritet_bhgalder.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1_enhet.prosent;spraak.ikke.minoritet_bhgalder.2_enhet.prosent;spraak.ikke.minoritet_bhgalder.3_enhet.prosent;spraak.ikke.minoritet_bhgalder.4_enhet.prosent;spraak.ikke.minoritet_bhgalder.5_enhet.prosent;barnikommune.alle_bhgalder.1.5_enhet.personer;barnikommune.alle_bhgalder.1_enhet.personer;barnikommune.alle_bhgalder.2_enhet.personer;barnikommune.alle_bhgalder.3_enhet.personer;barnikommune.alle_bhgalder.4_enhet.personer;barnikommune.alle_bhgalder.5_enhet.personer;barnikommune.alle_bhgalder.1.5_enhet.prosent;barnikommune.alle_bhgalder.1_enhet.prosent;barnikommune.alle_bhgalder.2_enhet.prosent;barnikommune.alle_bhgalder.3_enhet.prosent;barnikommune.alle_bhgalder.4_enhet.prosent;barnikommune.alle_bhgalder.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.2_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.3_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.4_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.2_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.3_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.4_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1_enhet.personer;barnikommune.barn.ellers_bhgalder.2_enhet.personer;barnikommune.barn.ellers_bhgalder.3_enhet.personer;barnikommune.barn.ellers_bhgalder.4_enhet.personer;barnikommune.barn.ellers_bhgalder.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1_enhet.prosent;barnikommune.barn.ellers_bhgalder.2_enhet.prosent;barnikommune.barn.ellers_bhgalder.3_enhet.prosent;barnikommune.barn.ellers_bhgalder.4_enhet.prosent;barnikommune.barn.ellers_bhgalder.5_enhet.prosent
1504;2679;424;556;569;536;594;95,50802139;77,51371115;98,93238434;98,6135182;100,9416196;101,0204082;247;27;53;48;64;55;73,95209581;40,29850746;79,10447761;73,84615385;90,14084507;85,9375;2432;397;503;521;472;539;98,42169162;82,70833333;101,6161616;101,7578125;102,6086957;102,8625954;2805;547;562;577;531;588;100;100;100;100;100;100;334;67;67;65;71;64;11,90730838;12,24862888;11,92170819;11,26516464;13,37099812;10,88435374;2471;480;495;512;460;524;88,09269162;87,75137112;88,07829181;88,73483536;86,62900188;89,11564626
1505;1300;189;256;257;292;306;93,5925126;73,54085603;94,46494465;99,22779923;98,98305085;99,6742671;165;14;33;43;35;40;76,74418605;32,55813953;82,5;97,72727273;83,33333333;86,95652174;1135;175;223;214;257;266;96,67802385;81,77570093;96,53679654;99,53488372;101,5810277;101,9157088;1389;257;271;259;295;307;100;100;100;100;100;100;215;43;40;44;42;46;15,4787617;16,73151751;14,7601476;16,98841699;14,23728814;14,98371336;1174;214;231;215;253;261;84,5212383;83,26848249;85,2398524;83,01158301;85,76271186;85,01628664
1511;128;16;27;27;34;24;91,42857143;69,56521739;87,09677419;96,42857143;100;100;12;.;.;.;.;.;120;.;.;.;.;.;116;14;26;24;31;21;89,23076923;.;.;100;.;.;140;23;31;28;34;24;100;100;100;100;100;100;10;.;.;4;.;.;7,142857143;.;.;14,28571429;.;.;130;.;.;24;.;.;92,85714286;.;.;85,71428571;.;.
1514;90;12;19;19;22;18;79,6460177;50;82,60869565;100;88;81,81818182;12;.;.;4;.;.;52,17391304;.;.;100;.;.;78;11;16;15;21;15;86,66666667;55;88,88888889;100;.;100;113;24;23;19;25;22;100;100;100;100;100;100;23;4;5;4;.;7;20,3539823;16,66666667;21,73913043;21,05263158;.;31,81818182;90;20;18;15;.;15;79,6460177;83,33333333;78,26086957;78,94736842;.;68,18181818
1515;486;65;95;116;106;104;94,18604651;75,58139535;96,93877551;97,4789916;97,24770642;100;71;16;11;17;13;14;109,2307692;100;91,66666667;130,7692308;108,3333333;116,6666667;415;49;84;99;93;90;92,01773836;70;97,6744186;93,39622642;95,87628866;97,82608696;516;86;98;119;109;104;100;100;100;100;100;100;65;16;12;13;12;12;12,59689922;18,60465116;12,24489796;10,92436975;11,00917431;11,53846154;451;70;86;106;97;92;87,40310078;81,39534884;87,75510204;89,07563025;88,99082569;88,46153846
1516;516;76;98;106;96;140;96,44859813;80;94,23076923;97,24770642;104,3478261;103,7037037;64;9;9;12;11;23;79,01234568;52,94117647;56,25;75;110;104,5454545;452;67;89;94;85;117;99,55947137;85,8974359;101,1363636;101,0752688;103,6585366;103,539823;535;95;104;109;92;135;100;100;100;100;100;100;81;17;16;16;10;22;15,14018692;17,89473684;15,38461538;14,67889908;10,86956522;16,2962963;454;78;88;93;82;113;84,85981308;82,10526316;84,61538462;85,32110092;89,13043478;83,7037037
1517;290;38;48;81;59;64;91,48264984;74,50980392;88,88888889;96,42857143;101,7241379;91,42857143;42;.;7;12;10;11;73,68421053;.;70;85,71428571;83,33333333;84,61538462;248;36;41;69;49;53;95,38461538;83,72093023;93,18181818;98,57142857;106,5217391;92,98245614;317;51;54;84;58;70;100;100;100;100;100;100;57;8;10;14;12;13;17,98107256;15,68627451;18,51851852;16,66666667;20,68965517;18,57142857;260;43;44;70;46;57;82,01892744;84,31372549;81,48148148;83,33333333;79,31034483;81,42857143
1519;482;79;80;97;106;120;94,88188976;80,6122449;94,11764706;97,97979798;100,952381;99,17355372;54;5;9;14;12;14;93,10344828;50;81,81818182;107,6923077;133,3333333;93,33333333;428;74;71;83;94;106;95,11111111;84,09090909;95,94594595;96,51162791;97,91666667;100;508;98;85;99;105;121;100;100;100;100;100;100;58;10;11;13;9;15;11,41732283;10,20408163;12,94117647;13,13131313;8,571428571;12,39669421;450;88;74;86;96;106;88,58267717;89,79591837;87,05882353;86,86868687;91,42857143;87,60330579
1520;622;95;127;118;123;159;92,8358209;77,86885246;92,70072993;95,93495935;97,61904762;98,14814815;51;8;10;12;7;14;91,07142857;114,2857143;90,90909091;85,71428571;77,77777778;93,33333333;571;87;117;106;116;145;92,99674267;75,65217391;92,85714286;97,24770642;99,14529915;98,63945578;670;122;137;123;126;162;100;100;100;100;100;100;56;7;11;14;9;15;8,358208955;5,737704918;8,02919708;11,38211382;7,142857143;9,259259259;614;115;126;109;117;147;91,64179104;94,26229508;91,97080292;88,61788618;92,85714286;90,74074074
1523;131;16;31;25;27;32;94,92753623;66,66666667;103,3333333;96,15384615;103,8461538;100;21;.;5;4;4;5;91,30434783;.;100;80;.;125;110;13;26;21;23;27;95,65217391;76,47058824;104;100;.;96,42857143;138;24;30;26;26;32;100;100;100;100;100;100;23;7;5;5;.;4;16,66666667;29,16666667;16,66666667;19,23076923;.;12,5;115;17;25;21;.;28;83,33333333;70,83333333;83,33333333;80,76923077;.;87,5
1524;76;6;17;17;12;24;85,39325843;46,15384615;85;100;92,30769231;92,30769231;14;.;.;.;.;5;73,68421053;.;.;.;.;100;62;4;14;14;11;19;88,57142857;50;87,5;107,6923077;.;90,47619048;89;13;20;17;13;26;100;100;100;100;100;100;19;5;4;4;.;5;21,34831461;38,46153846;20;23,52941176;.;19,23076923;70;8;16;13;.;21;78,65168539;61,53846154;80;76,47058824;.;80,76923077
1525;208;32;44;40;48;44;88,5106383;68,08510638;89,79591837;90,90909091;97,95918367;95,65217391;48;11;11;11;11;4;75;61,11111111;73,33333333;78,57142857;100;66,66666667;160;21;33;29;37;40;93,56725146;72,4137931;97,05882353;96,66666667;97,36842105;100;235;47;49;44;49;46;100;100;100;100;100;100;64;18;15;14;11;6;27,23404255;38,29787234;30,6122449;31,81818182;22,44897959;13,04347826;171;29;34;30;38;40;72,76595745;61,70212766;69,3877551;68,18181818;77,55102041;86,95652174
1526;45;7;12;4;11;11;88,23529412;70;85,71428571;100;91,66666667;100;10;.;.;.;.;.;76,92307692;.;.;.;.;.;35;5;9;4;8;9;92,10526316;83,33333333;90;.;.;.;51;10;14;4;12;11;100;100;100;100;100;100;13;4;4;.;.;.;25,49019608;40;28,57142857;.;.;.;38;6;10;.;.;.;74,50980392;60;71,42857143;.;.;.
1528;419;53;82;82;103;99;92,49448124;70,66666667;95,34883721;95,34883721;99,03846154;97,05882353;54;6;12;9;16;11;72;46,15384615;66,66666667;69,23076923;100;73,33333333;365;47;70;73;87;88;96,56084656;75,80645161;102,9411765;100;98,86363636;101,1494253;453;75;86;86;104;102;100;100;100;100;100;100;75;13;18;13;16;15;16,55629139;17,33333333;20,93023256;15,11627907;15,38461538;14,70588235;378;62;68;73;88;87;83,44370861;82,66666667;79,06976744;84,88372093;84,61538462;85,29411765
1529;291;48;41;72;60;70;82,90598291;59,25925926;89,13043478;92,30769231;92,30769231;86,41975309;29;6;4;8;5;6;70,73170732;40;80;133,3333333;125;54,54545455;262;42;37;64;55;64;84,51612903;63,63636364;90,24390244;88,88888889;90,16393443;91,42857143;351;81;46;78;65;81;100;100;100;100;100;100;41;15;5;6;4;11;11,68091168;18,51851852;10,86956522;7,692307692;6,153846154;13,58024691;310;66;41;72;61;70;88,31908832;81,48148148;89,13043478;92,30769231;93,84615385;86,41975309
1531;654;107;123;132;146;146;91,21338912;77,53623188;88,48920863;94,96402878;95,4248366;98,64864865;47;8;5;16;10;8;63,51351351;42,10526316;38,46153846;88,88888889;71,42857143;80;607;99;118;116;136;138;94,40124417;83,19327731;93,65079365;95,8677686;97,84172662;100;717;138;139;139;153;148;100;100;100;100;100;100;74;19;13;18;14;10;10,32078103;13,76811594;9,352517986;12,94964029;9,150326797;6,756756757;643;119;126;121;139;138;89,67921897;86,23188406;90,64748201;87,05035971;90,8496732;93,24324324
1532;525;73;115;105;105;127;93,9177102;76,84210526;94,26229508;101,9417476;98,13084112;96,21212121;41;8;9;7;9;8;93,18181818;100;81,81818182;100;100;88,88888889;484;65;106;98;96;119;93,98058252;74,71264368;95,4954955;102,0833333;97,95918367;96,74796748;559;95;122;103;107;132;100;100;100;100;100;100;44;8;11;7;9;9;7,871198569;8,421052632;9,016393443;6,796116505;8,411214953;6,818181818;515;87;111;96;98;123;92,12880143;91,57894737;90,98360656;93,2038835;91,58878505;93,18181818
1534;482;72;99;102;100;109;88,27838828;65,45454545;90,82568807;91,07142857;99,00990099;95,61403509;83;10;18;21;14;20;74,10714286;50;75;75;87,5;83,33333333;399;62;81;81;86;89;91,93548387;68,88888889;95,29411765;96,42857143;101,1764706;98,88888889;546;110;109;112;101;114;100;100;100;100;100;100;112;20;24;28;16;24;20,51282051;18,18181818;22,01834862;25;15,84158416;21,05263158;434;90;85;84;85;90;79,48717949;81,81818182;77,98165138;75;84,15841584;78,94736842
1535;309;33;70;60;73;73;91,15044248;58,92857143;90,90909091;98,36065574;101,3888889;100;37;.;9;8;12;6;92,5;.;81,81818182;133,3333333;85,71428571;120;272;31;61;52;61;67;90,96989967;59,61538462;92,42424242;94,54545455;105,1724138;98,52941176;339;56;77;61;72;73;100;100;100;100;100;100;40;4;11;6;14;5;11,79941003;7,142857143;14,28571429;9,836065574;19,44444444;6,849315068;299;52;66;55;58;68;88,20058997;92,85714286;85,71428571;90,16393443;80,55555556;93,15068493
1539;407;60;89;97;90;71;92,08144796;67,41573034;96,73913043;97,97979798;101,1235955;97,26027397;22;5;.;5;7;.;75,86206897;55,55555556;.;125;100;.;385;55;87;92;83;68;93,22033898;68,75;100;96,84210526;101,2195122;98,55072464;442;89;92;99;89;73;100;100;100;100;100;100;29;9;5;4;7;4;6,561085973;10,11235955;5,434782609;4,04040404;7,865168539;5,479452055;413;80;87;95;82;69;93,43891403;89,88764045;94,56521739;95,95959596;92,13483146;94,52054795
1543;120;13;27;27;23;30;87,59124088;54,16666667;90;90;95,83333333;103,4482759;4;.;.;.;.;.;66,66666667;.;.;.;.;.;116;13;24;26;23;30;88,54961832;.;.;.;.;.;137;24;30;30;24;29;100;100;100;100;100;100;6;.;.;.;.;.;4,379562044;.;.;.;.;.;131;.;.;.;.;.;95,62043796;.;.;.;.;.
1545;118;13;25;21;25;34;88,05970149;44,82758621;100;95,45454545;104,1666667;100;16;.;4;6;.;4;69,56521739;.;80;75;.;100;102;12;21;15;24;30;91,89189189;50;105;107,1428571;.;100;134;29;25;22;24;34;100;100;100;100;100;100;23;5;5;8;.;4;17,1641791;17,24137931;20;36,36363636;.;11,76470588;111;24;20;14;.;30;82,8358209;82,75862069;80;63,63636364;.;88,23529412
1546;65;6;13;14;13;19;91,54929577;54,54545455;92,85714286;100;100;100;20;.;.;.;5;9;117,6470588;.;.;.;.;112,5;45;4;10;13;8;10;83,33333333;57,14285714;.;.;.;90,90909091;71;11;14;14;13;19;100;100;100;100;100;100;17;4;.;.;.;8;23,94366197;36,36363636;.;.;.;42,10526316;54;7;.;.;.;11;76,05633803;63,63636364;.;.;.;57,89473684
1547;189;22;43;34;39;51;83,62831858;50;87,75510204;91,89189189;97,5;91,07142857;21;.;6;4;5;5;61,76470588;.;85,71428571;80;100;62,5;168;21;37;30;34;46;87,5;60;88,0952381;93,75;97,14285714;95,83333333;226;44;49;37;40;56;100;100;100;100;100;100;34;9;7;5;5;8;15,04424779;20,45454545;14,28571429;13,51351351;12,5;14,28571429;192;35;42;32;35;48;84,95575221;79,54545455;85,71428571;86,48648649;87,5;85,71428571
1548;500;78;100;119;96;107;85,47008547;66,66666667;85,47008547;96,74796748;89,71962617;88,42975207;38;4;6;12;12;4;57,57575758;23,52941176;46,15384615;80;85,71428571;57,14285714;462;74;94;107;84;103;89,01734104;74;90,38461538;99,07407407;90,32258065;90,35087719;585;117;117;123;107;121;100;100;100;100;100;100;66;17;13;15;14;7;11,28205128;14,52991453;11,11111111;12,19512195;13,08411215;5,785123967;519;100;104;108;93;114;88,71794872;85,47008547;88,88888889;87,80487805;86,91588785;94,21487603
1551;189;13;41;39;54;42;87,09677419;46,42857143;93,18181818;90,69767442;94,73684211;93,33333333;12;.;.;.;.;.;70,58823529;.;.;.;.;.;177;10;38;36;54;39;88,5;43,47826087;95;.;.;95,12195122;217;28;44;43;57;45;100;100;100;100;100;100;17;5;4;.;.;4;7,834101382;17,85714286;9,090909091;.;.;8,888888889;200;23;40;.;.;41;92,16589862;82,14285714;90,90909091;.;.;91,11111111
1554;308;37;53;80;69;69;88,50574713;61,66666667;91,37931034;98,7654321;92;93,24324324;28;.;9;4;9;4;90,32258065;.;128,5714286;100;81,81818182;80;280;35;44;76;60;65;88,32807571;62,5;86,2745098;98,7012987;93,75;94,20289855;348;60;58;81;75;74;100;100;100;100;100;100;31;4;7;4;11;5;8,908045977;6,666666667;12,06896552;4,938271605;14,66666667;6,756756757;317;56;51;77;64;69;91,09195402;93,33333333;87,93103448;95,0617284;85,33333333;93,24324324
1557;121;18;28;25;24;26;96,03174603;75;96,55172414;108,6956522;104,3478261;96,2962963;7;.;4;.;.;.;100;.;100;.;.;.;114;16;24;25;24;25;95,79831933;.;96;.;.;.;126;24;29;23;23;27;100;100;100;100;100;100;7;.;4;.;.;.;5,555555556;.;13,79310345;.;.;.;119;.;25;.;.;.;94,44444444;.;86,20689655;.;.;.
1560;135;17;22;33;31;32;92,46575342;70,83333333;91,66666667;97,05882353;100;96,96969697;18;.;6;.;5;.;105,8823529;.;120;.;100;.;117;14;16;32;26;29;90,69767442;.;84,21052632;.;100;.;146;24;24;34;31;33;100;100;100;100;100;100;17;.;5;.;5;.;11,64383562;.;20,83333333;.;16,12903226;.;129;.;19;.;26;.;88,35616438;.;79,16666667;.;83,87096774;.
1563;307;44;54;70;74;65;97,15189873;68,75;105,8823529;102,9411765;104,2253521;104,8387097;49;5;8;12;17;7;119,5121951;62,5;100;200;130,7692308;116,6666667;258;39;46;58;57;58;93,81818182;69,64285714;106,9767442;93,5483871;98,27586207;103,5714286;316;64;51;68;71;62;100;100;100;100;100;100;41;8;8;6;13;6;12,97468354;12,5;15,68627451;8,823529412;18,30985915;9,677419355;275;56;43;62;58;56;87,02531646;87,5;84,31372549;91,17647059;81,69014085;90,32258065
1566;267;36;54;51;68;58;93,68421053;69,23076923;98,18181818;94,44444444;104,6153846;98,30508475;9;.;.;.;.;.;64,28571429;.;.;.;.;.;258;34;53;48;67;56;95,20295203;.;.;100;.;.;285;52;55;54;65;59;100;100;100;100;100;100;14;.;.;6;.;.;4,912280702;.;.;11,11111111;.;.;271;.;.;48;.;.;95,0877193;.;.;88,88888889;.;.
1567;100;11;20;25;24;20;97,08737864;68,75;105,2631579;100;100;105,2631579;4;.;.;.;.;.;100;.;.;.;.;.;96;11;20;24;23;18;96,96969697;.;.;.;.;.;103;16;19;25;24;19;100;100;100;100;100;100;4;.;.;.;.;.;3,883495146;.;.;.;.;.;99;.;.;.;.;.;96,11650485;.;.;.;.;.
1571;54;6;9;13;16;10;84,375;60;81,81818182;81,25;100;90,90909091;.;.;.;.;.;.;.;.;.;.;.;.;52;5;9;13;16;9;86,66666667;.;.;.;.;.;64;10;11;16;16;11;100;100;100;100;100;100;4;.;.;.;.;.;6,25;.;.;.;.;.;60;.;.;.;.;.;93,75;.;.;.;.;.
1573;100;9;24;25;25;17;94,33962264;75;100;100;96,15384615;89,47368421;8;.;.;.;.;.;100;.;.;.;.;.;92;9;21;23;23;16;93,87755102;.;.;.;.;.;106;12;24;25;26;19;100;100;100;100;100;100;8;.;.;.;.;.;7,547169811;.;.;.;.;.;98;.;.;.;.;.;92,45283019;.;.;.;.;.
1576;153;20;36;24;30;43;90,53254438;60,60606061;94,73684211;104,3478261;93,75;100;18;.;.;.;.;8;100;.;.;.;.;114,2857143;135;19;33;21;27;35;89,40397351;.;.;.;96,42857143;97,22222222;169;33;38;23;32;43;100;100;100;100;100;100;18;.;.;.;4;7;10,65088757;.;.;.;12,5;16,27906977;151;.;.;.;28;36;89,34911243;.;.;.;87,5;83,72093023
1601;10869;1825;2189;2237;2315;2303;95,28359779;80,04385965;97,1593431;99,64365256;99,44158076;100,0869187;1280;148;258;316;284;274;82,9015544;49,33333333;83,76623377;97,23076923;89,3081761;93,51535836;9589;1677;1931;1921;2031;2029;97,22194059;84,6969697;99,28020566;100,0520833;101,0447761;101,0458167;11407;2280;2253;2245;2328;2301;100;100;100;100;100;100;1544;300;308;325;318;293;13,53554835;13,15789474;13,67066134;14,4766147;13,65979381;12,73359409;9863;1980;1945;1920;2010;2008;86,46445165;86,84210526;86,32933866;85,5233853;86,34020619;87,26640591
1612;228;31;40;55;51;51;101,3333333;75,6097561;105,2631579;105,7692308;104,0816327;113,3333333;26;.;8;5;4;6;260;.;.;.;.;.;202;28;32;50;47;45;93,95348837;.;.;.;.;.;225;41;38;52;49;45;100;100;100;100;100;100;10;.;.;.;.;.;4,444444444;.;.;.;.;.;215;.;.;.;.;.;95,55555556;.;.;.;.;.
1613;33;6;4;6;13;4;84,61538462;60;100;120;86,66666667;80;.;.;.;.;.;.;.;.;.;.;.;.;32;6;4;6;12;4;.;.;.;.;.;.;39;10;4;5;15;5;100;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1617;182;27;39;42;37;37;89,21568627;64,28571429;95,12195122;97,6744186;92,5;97,36842105;38;7;10;11;4;6;88,37209302;53,84615385;83,33333333;110;.;120;144;20;29;31;33;31;89,44099379;68,96551724;100;93,93939394;.;93,93939394;204;42;41;43;40;38;100;100;100;100;100;100;43;13;12;10;.;5;21,07843137;30,95238095;29,26829268;23,25581395;.;13,15789474;161;29;29;33;.;33;78,92156863;69,04761905;70,73170732;76,74418605;.;86,84210526
1620;262;43;56;53;55;55;95,27272727;82,69230769;100;100;98,21428571;94,82758621;68;5;12;21;19;11;103,030303;45,45454545;109,0909091;123,5294118;126,6666667;91,66666667;194;38;44;32;36;44;92,82296651;92,68292683;97,77777778;88,88888889;87,80487805;95,65217391;275;52;56;53;56;58;100;100;100;100;100;100;66;11;11;17;15;12;24;21,15384615;19,64285714;32,0754717;26,78571429;20,68965517;209;41;45;36;41;46;76;78,84615385;80,35714286;67,9245283;73,21428571;79,31034483
1621;253;43;50;64;49;47;91,00719424;71,66666667;94,33962264;96,96969697;98;95,91836735;5;.;.;.;.;.;83,33333333;.;.;.;.;.;248;43;49;63;48;45;91,17647059;.;.;.;.;.;278;60;53;66;50;49;100;100;100;100;100;100;6;.;.;.;.;.;2,158273381;.;.;.;.;.;272;.;.;.;.;.;97,84172662;.;.;.;.;.
1622;66;10;12;13;18;13;89,18918919;58,82352941;109,0909091;86,66666667;100;100;4;.;.;.;.;.;57,14285714;.;.;.;.;.;62;9;12;13;15;13;92,53731343;.;.;.;.;.;74;17;11;15;18;13;100;100;100;100;100;100;7;.;.;.;.;.;9,459459459;.;.;.;.;.;67;.;.;.;.;.;90,54054054;.;.;.;.;.
1624;324;45;61;65;70;83;90,25069638;62,5;93,84615385;101,5625;94,59459459;98,80952381;18;.;4;.;4;6;100;.;.;.;80;.;306;44;57;62;66;77;89,73607038;64,70588235;.;.;95,65217391;.;359;72;65;64;74;84;100;100;100;100;100;100;18;4;.;.;5;.;5,013927577;5,555555556;.;.;6,756756757;.;341;68;.;.;69;.;94,98607242;94,44444444;.;.;93,24324324;.
1627;259;22;61;58;65;53;91,1971831;46,80851064;95,3125;100;103,1746032;101,9230769;7;.;.;.;.;.;87,5;.;.;.;.;.;252;22;58;57;63;52;91,30434783;.;.;.;.;.;284;47;64;58;63;52;100;100;100;100;100;100;8;.;.;.;.;.;2,816901408;.;.;.;.;.;276;.;.;.;.;.;97,18309859;.;.;.;.;.
1630;120;26;27;25;25;17;96;72,22222222;128,5714286;96,15384615;100;100;7;.;.;5;.;.;100;.;.;100;.;.;113;26;27;20;23;17;95,76271186;.;.;95,23809524;.;.;125;36;21;26;25;17;100;100;100;100;100;100;7;.;.;5;.;.;5,6;.;.;19,23076923;.;.;118;.;.;21;.;.;94,4;.;.;80,76923077;.;.
1632;32;.;10;9;4;8;78,04878049;.;111,1111111;100;66,66666667;88,88888889;.;.;.;.;.;.;.;.;.;.;.;.;31;.;10;9;.;8;83,78378378;.;.;.;.;.;41;8;9;9;6;9;100;100;100;100;100;100;4;.;.;.;.;.;9,756097561;.;.;.;.;.;37;.;.;.;.;.;90,24390244;.;.;.;.;.
1633;44;5;7;9;12;11;95,65217391;100;77,77777778;90;109,0909091;100;.;.;.;.;.;.;.;.;.;.;.;.;42;5;6;8;12;11;.;.;.;.;.;.;46;5;9;10;11;11;100;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1634;373;54;66;92;84;77;93,01745636;70,12987013;94,28571429;98,92473118;98,82352941;101,3157895;37;6;7;12;5;7;94,87179487;75;87,5;120;71,42857143;116,6666667;336;48;59;80;79;70;92,81767956;69,56521739;95,16129032;96,38554217;101,2820513;100;401;77;70;93;85;76;100;100;100;100;100;100;39;8;8;10;7;6;9,725685786;10,38961039;11,42857143;10,75268817;8,235294118;7,894736842;362;69;62;83;78;70;90,27431421;89,61038961;88,57142857;89,24731183;91,76470588;92,10526316
1635;84;10;15;14;26;19;80,76923077;52,63157895;78,94736842;77,77777778;92,85714286;95;9;.;.;.;.;.;112,5;.;.;.;.;.;75;9;13;12;23;18;78,125;.;.;.;.;.;104;19;19;18;28;20;100;100;100;100;100;100;8;.;.;.;.;.;7,692307692;.;.;.;.;.;96;.;.;.;.;.;92,30769231;.;.;.;.;.
1636;180;23;41;32;45;39;84,11214953;54,76190476;89,13043478;94,11764706;91,83673469;90,69767442;13;.;.;.;.;6;72,22222222;.;.;.;.;85,71428571;167;23;40;29;42;33;85,20408163;62,16216216;.;.;.;91,66666667;214;42;46;34;49;43;100;100;100;100;100;100;18;5;.;.;.;7;8,411214953;11,9047619;.;.;.;16,27906977;196;37;.;.;.;36;91,58878505;88,0952381;.;.;.;83,72093023
1638;710;124;121;143;150;172;95,43010753;83,22147651;96,03174603;98,62068966;97,4025974;101,1764706;47;10;7;15;6;9;82,45614035;55,55555556;140;107,1428571;54,54545455;100;663;114;114;128;144;163;96,50655022;87,02290076;94,21487603;97,70992366;100,6993007;101,242236;744;149;126;145;154;170;100;100;100;100;100;100;57;18;5;14;11;9;7,661290323;12,08053691;3,968253968;9,655172414;7,142857143;5,294117647;687;131;121;131;143;161;92,33870968;87,91946309;96,03174603;90,34482759;92,85714286;94,70588235
1640;236;33;42;47;53;61;97,11934156;89,18918919;97,6744186;95,91836735;100;100;19;.;5;.;4;6;118,75;.;.;.;80;150;217;32;37;44;49;55;95,59471366;.;.;100;102,0833333;96,49122807;243;37;43;49;53;61;100;100;100;100;100;100;16;.;.;5;5;4;6,58436214;.;.;10,20408163;9,433962264;6,557377049;227;.;.;44;48;57;93,41563786;.;.;89,79591837;90,56603774;93,44262295
1644;72;7;14;17;14;20;94,73684211;87,5;93,33333333;94,44444444;100;95,23809524;5;.;.;.;.;.;71,42857143;.;.;.;.;.;67;7;13;16;12;19;97,10144928;.;.;.;.;.;76;8;15;18;14;21;100;100;100;100;100;100;7;.;.;.;.;.;9,210526316;.;.;.;.;.;69;.;.;.;.;.;90,78947368;.;.;.;.;.
1648;329;47;77;75;58;72;88,67924528;61,84210526;91,66666667;98,68421053;95,08196721;97,2972973;38;8;11;6;.;10;77,55102041;80;84,61538462;54,54545455;.;83,33333333;291;39;66;69;55;62;90,37267081;59,09090909;92,95774648;106,1538462;.;100;371;76;84;76;61;74;100;100;100;100;100;100;49;10;13;11;.;12;13,20754717;13,15789474;15,47619048;14,47368421;.;16,21621622;322;66;71;65;.;62;86,79245283;86,84210526;84,52380952;85,52631579;.;83,78378378
