kommune_nr;spraak.alle_bhgalder.1.5_enhet.personer;spraak.alle_bhgalder.1_enhet.personer;spraak.alle_bhgalder.2_enhet.personer;spraak.alle_bhgalder.3_enhet.personer;spraak.alle_bhgalder.4_enhet.personer;spraak.alle_bhgalder.5_enhet.personer;spraak.alle_bhgalder.1.5_enhet.prosent;spraak.alle_bhgalder.1_enhet.prosent;spraak.alle_bhgalder.2_enhet.prosent;spraak.alle_bhgalder.3_enhet.prosent;spraak.alle_bhgalder.4_enhet.prosent;spraak.alle_bhgalder.5_enhet.prosent;spraak.minoritet_bhgalder.1.5_enhet.personer;spraak.minoritet_bhgalder.1_enhet.personer;spraak.minoritet_bhgalder.2_enhet.personer;spraak.minoritet_bhgalder.3_enhet.personer;spraak.minoritet_bhgalder.4_enhet.personer;spraak.minoritet_bhgalder.5_enhet.personer;spraak.minoritet_bhgalder.1.5_enhet.prosent;spraak.minoritet_bhgalder.1_enhet.prosent;spraak.minoritet_bhgalder.2_enhet.prosent;spraak.minoritet_bhgalder.3_enhet.prosent;spraak.minoritet_bhgalder.4_enhet.prosent;spraak.minoritet_bhgalder.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1_enhet.personer;spraak.ikke.minoritet_bhgalder.2_enhet.personer;spraak.ikke.minoritet_bhgalder.3_enhet.personer;spraak.ikke.minoritet_bhgalder.4_enhet.personer;spraak.ikke.minoritet_bhgalder.5_enhet.personer;spraak.ikke.minoritet_bhgalder.1.5_enhet.prosent;spraak.ikke.minoritet_bhgalder.1_enhet.prosent;spraak.ikke.minoritet_bhgalder.2_enhet.prosent;spraak.ikke.minoritet_bhgalder.3_enhet.prosent;spraak.ikke.minoritet_bhgalder.4_enhet.prosent;spraak.ikke.minoritet_bhgalder.5_enhet.prosent;barnikommune.alle_bhgalder.1.5_enhet.personer;barnikommune.alle_bhgalder.1_enhet.personer;barnikommune.alle_bhgalder.2_enhet.personer;barnikommune.alle_bhgalder.3_enhet.personer;barnikommune.alle_bhgalder.4_enhet.personer;barnikommune.alle_bhgalder.5_enhet.personer;barnikommune.alle_bhgalder.1.5_enhet.prosent;barnikommune.alle_bhgalder.1_enhet.prosent;barnikommune.alle_bhgalder.2_enhet.prosent;barnikommune.alle_bhgalder.3_enhet.prosent;barnikommune.alle_bhgalder.4_enhet.prosent;barnikommune.alle_bhgalder.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.2_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.3_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.4_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.5_enhet.personer;barnikommune.innvandrerbakgr_bhgalder.1.5_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.1_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.2_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.3_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.4_enhet.prosent;barnikommune.innvandrerbakgr_bhgalder.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1_enhet.personer;barnikommune.barn.ellers_bhgalder.2_enhet.personer;barnikommune.barn.ellers_bhgalder.3_enhet.personer;barnikommune.barn.ellers_bhgalder.4_enhet.personer;barnikommune.barn.ellers_bhgalder.5_enhet.personer;barnikommune.barn.ellers_bhgalder.1.5_enhet.prosent;barnikommune.barn.ellers_bhgalder.1_enhet.prosent;barnikommune.barn.ellers_bhgalder.2_enhet.prosent;barnikommune.barn.ellers_bhgalder.3_enhet.prosent;barnikommune.barn.ellers_bhgalder.4_enhet.prosent;barnikommune.barn.ellers_bhgalder.5_enhet.prosent
1222;166;18;34;36;40;38;85,56701031;50;94,44444444;87,80487805;97,56097561;95;15;.;4;4;4;.;75;.;80;100;66,66666667;.;151;17;30;32;36;36;86,7816092;.;96,77419355;86,48648649;102,8571429;.;194;36;36;41;41;40;100;100;100;100;100;100;20;.;5;4;6;.;10,30927835;.;13,88888889;9,756097561;14,63414634;.;174;.;31;37;35;.;89,69072165;.;86,11111111;90,24390244;85,36585366;.
1223;139;17;29;29;31;33;95,20547945;77,27272727;96,66666667;100;100;97,05882353;14;.;.;4;.;.;107,6923077;.;.;100;.;.;125;15;26;25;29;30;93,98496241;.;.;100;.;.;146;22;30;29;31;34;100;100;100;100;100;100;13;.;.;4;.;.;8,904109589;.;.;13,79310345;.;.;133;.;.;25;.;.;91,09589041;.;.;86,20689655;.;.
1224;675;87;137;147;138;166;90;62,14285714;95,13888889;94,83870968;95,83333333;99,4011976;46;7;13;10;.;13;56,09756098;36,84210526;68,42105263;58,82352941;.;76,47058824;629;80;124;137;135;153;94,16167665;66,11570248;99,2;99,27536232;100,7462687;102;750;140;144;155;144;167;100;100;100;100;100;100;82;19;19;17;10;17;10,93333333;13,57142857;13,19444444;10,96774194;6,944444444;10,17964072;668;121;125;138;134;150;89,06666667;86,42857143;86,80555556;89,03225806;93,05555556;89,82035928
1227;52;10;10;10;9;13;94,54545455;90,90909091;100;83,33333333;112,5;92,85714286;4;.;.;.;.;.;.;.;.;.;.;.;48;10;10;9;9;10;.;.;.;.;.;.;55;11;10;12;8;14;100;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1228;309;40;61;75;61;72;89,30635838;58,82352941;91,04477612;94,93670886;95,3125;105,8823529;40;.;8;13;5;11;67,79661017;.;57,14285714;68,42105263;100;110;269;37;53;62;56;61;93,728223;64,9122807;100;103,3333333;94,91525424;105,1724138;346;68;67;79;64;68;100;100;100;100;100;100;59;11;14;19;5;10;17,05202312;16,17647059;20,89552239;24,05063291;7,8125;14,70588235;287;57;53;60;59;58;82,94797688;83,82352941;79,10447761;75,94936709;92,1875;85,29411765
1231;167;16;38;33;44;36;87,43455497;45,71428571;92,68292683;97,05882353;100;97,2972973;28;5;.;7;5;8;58,33333333;35,71428571;.;63,63636364;83,33333333;88,88888889;139;11;35;26;39;28;97,2027972;52,38095238;106,0606061;113,0434783;102,6315789;100;191;35;41;34;44;37;100;100;100;100;100;100;48;14;8;11;6;9;25,13089005;40;19,51219512;32,35294118;13,63636364;24,32432432;143;21;33;23;38;28;74,86910995;60;80,48780488;67,64705882;86,36363636;75,67567568
1232;45;.;10;10;13;10;100;.;100;111,1111111;100;111,1111111;9;.;.;.;.;.;90;.;.;.;.;.;36;.;9;8;10;7;102,8571429;.;.;.;.;.;45;4;10;9;13;9;100;100;100;100;100;100;10;.;.;.;.;.;22,22222222;.;.;.;.;.;35;.;.;.;.;.;77,77777778;.;.;.;.;.
1233;49;7;14;4;15;9;87,5;63,63636364;93,33333333;80;93,75;100;8;.;.;.;.;.;72,72727273;.;.;.;.;.;41;5;12;4;12;8;91,11111111;71,42857143;.;.;100;.;56;11;15;5;16;9;100;100;100;100;100;100;11;4;.;.;4;.;19,64285714;36,36363636;.;.;25;.;45;7;.;.;12;.;80,35714286;63,63636364;.;.;75;.
1234;35;9;7;6;9;4;102,9411765;112,5;87,5;150;90;100;4;.;.;.;.;.;100;.;.;.;.;.;31;8;7;5;8;.;103,3333333;.;.;.;.;.;34;8;8;4;10;4;100;100;100;100;100;100;4;.;.;.;.;.;11,76470588;.;.;.;.;.;30;.;.;.;.;.;88,23529412;.;.;.;.;.
1235;763;94;152;177;170;170;90,94159714;63,51351351;92,12121212;97,79005525;98,26589595;98,8372093;67;5;10;16;16;20;80,72289157;31,25;76,92307692;114,2857143;80;100;696;89;142;161;154;150;92,06349206;67,42424242;93,42105263;96,40718563;100,6535948;98,68421053;839;148;165;181;173;172;100;100;100;100;100;100;83;16;13;14;20;20;9,89272944;10,81081081;7,878787879;7,73480663;11,56069364;11,62790698;756;132;152;167;153;152;90,10727056;89,18918919;92,12121212;92,26519337;88,43930636;88,37209302
1238;428;62;81;85;116;84;89,35281837;66,66666667;92,04545455;92,39130435;100;93,33333333;51;10;9;14;10;8;78,46153846;66,66666667;81,81818182;82,35294118;76,92307692;88,88888889;377;52;72;71;106;76;91,06280193;66,66666667;93,50649351;94,66666667;102,9126214;93,82716049;479;93;88;92;116;90;100;100;100;100;100;100;65;15;11;17;13;9;13,56993737;16,12903226;12,5;18,47826087;11,20689655;10;414;78;77;75;103;81;86,43006263;83,87096774;87,5;81,52173913;88,79310345;90
1241;178;29;33;51;44;21;91,28205128;74,35897436;91,66666667;100;97,77777778;87,5;13;.;4;5;.;.;68,42105263;.;57,14285714;125;.;.;165;28;29;46;42;20;93,75;.;100;97,87234043;.;.;195;39;36;51;45;24;100;100;100;100;100;100;19;.;7;4;.;.;9,743589744;.;19,44444444;7,843137255;.;.;176;.;29;47;.;.;90,25641026;.;80,55555556;92,15686275;.;.
1242;122;11;29;25;23;34;85,31468531;44;90,625;96,15384615;92;97,14285714;5;.;.;.;.;.;71,42857143;.;.;.;.;.;117;11;28;23;21;34;86,02941176;.;.;.;.;.;143;25;32;26;25;35;100;100;100;100;100;100;7;.;.;.;.;.;4,895104895;.;.;.;.;.;136;.;.;.;.;.;95,1048951;.;.;.;.;.
1243;1325;208;241;282;305;289;89,46657664;70,74829932;89,25925926;93,37748344;95,91194969;97,30639731;131;16;26;30;24;35;70,05347594;37,20930233;70,27027027;90,90909091;70,58823529;87,5;1194;192;215;252;281;254;92,27202473;76,4940239;92,27467811;93,6802974;98,94366197;98,83268482;1481;294;270;302;318;297;100;100;100;100;100;100;187;43;37;33;34;40;12,62660365;14,62585034;13,7037037;10,92715232;10,6918239;13,46801347;1294;251;233;269;284;257;87,37339635;85,37414966;86,2962963;89,07284768;89,3081761;86,53198653
1244;341;46;70;75;65;85;89,03394256;63,01369863;95,89041096;94,93670886;95,58823529;94,44444444;31;.;10;6;6;6;79,48717949;.;111,1111111;66,66666667;85,71428571;100;310;43;60;69;59;79;90,11627907;66,15384615;93,75;98,57142857;96,72131148;94,04761905;383;73;73;79;68;90;100;100;100;100;100;100;39;8;9;9;7;6;10,18276762;10,95890411;12,32876712;11,39240506;10,29411765;6,666666667;344;65;64;70;61;84;89,81723238;89,04109589;87,67123288;88,60759494;89,70588235;93,33333333
1245;464;49;103;94;104;114;86,72897196;54,44444444;83,7398374;100;96,2962963;95;51;.;12;12;12;12;86,44067797;.;66,66666667;133,3333333;109,0909091;109,0909091;413;46;91;82;92;102;86,76470588;57,5;86,66666667;96,47058824;94,84536082;93,57798165;535;90;123;94;108;120;100;100;100;100;100;100;59;10;18;9;11;11;11,02803738;11,11111111;14,63414634;9,574468085;10,18518519;9,166666667;476;80;105;85;97;109;88,97196262;88,88888889;85,36585366;90,42553191;89,81481481;90,83333333
1246;1559;246;295;333;331;354;90,01154734;69,49152542;91,61490683;94,33427762;94,84240688;100;99;10;17;20;25;27;63,05732484;28,57142857;54,83870968;68,96551724;69,44444444;103,8461538;1460;236;278;313;306;327;92,6984127;73,98119122;95,53264605;96,60493827;97,76357827;99,69512195;1732;354;322;353;349;354;100;100;100;100;100;100;157;35;31;29;36;26;9,064665127;9,88700565;9,627329193;8,21529745;10,31518625;7,344632768;1575;319;291;324;313;328;90,93533487;90,11299435;90,37267081;91,78470255;89,68481375;92,65536723
1247;2109;322;447;434;442;464;93,48404255;83,63636364;94,70338983;94,55337691;96,71772429;96,06625259;111;8;23;31;18;31;74;28,57142857;65,71428571;88,57142857;81,81818182;103,3333333;1998;314;424;403;424;433;94,87179487;87,95518207;97,02517162;95,04716981;97,47126437;95,58498896;2256;385;472;459;457;483;100;100;100;100;100;100;150;28;35;35;22;30;6,64893617;7,272727273;7,415254237;7,625272331;4,814004376;6,211180124;2106;357;437;424;435;453;93,35106383;92,72727273;92,58474576;92,37472767;95,18599562;93,78881988
1251;193;20;30;42;43;58;87,33031674;55,55555556;88,23529412;93,33333333;97,72727273;93,5483871;23;.;6;4;5;5;88,46153846;.;120;100;100;71,42857143;170;17;24;38;38;53;87,17948718;54,83870968;82,75862069;92,68292683;97,43589744;96,36363636;221;36;34;45;44;62;100;100;100;100;100;100;26;5;5;4;5;7;11,76470588;13,88888889;14,70588235;8,888888889;11,36363636;11,29032258;195;31;29;41;39;55;88,23529412;86,11111111;85,29411765;91,11111111;88,63636364;88,70967742
1252;21;.;4;.;4;8;123,5294118;.;.;.;100;200;.;.;.;.;.;.;.;.;.;.;.;.;20;.;4;.;.;8;.;.;.;.;.;.;17;.;.;.;4;4;100;.;.;.;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1253;420;55;101;84;79;101;84;53,92156863;86,32478632;94,38202247;96,34146341;91,81818182;34;.;6;7;6;12;52,30769231;.;40;70;66,66666667;70,58823529;386;52;95;77;73;89;88,73563218;59,09090909;93,1372549;97,46835443;100;95,69892473;500;102;117;89;82;110;100;100;100;100;100;100;65;14;15;10;9;17;13;13,7254902;12,82051282;11,23595506;10,97560976;15,45454545;435;88;102;79;73;93;87;86,2745098;87,17948718;88,76404494;89,02439024;84,54545455
1256;587;102;135;112;110;128;92,00626959;79,06976744;100,7462687;89,6;99,0990991;92,08633094;30;.;6;4;8;10;50;.;50;36,36363636;80;76,92307692;557;100;129;108;102;118;96,36678201;86,95652174;105,7377049;94,73684211;100,990099;93,65079365;638;129;134;125;111;139;100;100;100;100;100;100;60;14;12;11;10;13;9,404388715;10,85271318;8,955223881;8,8;9,009009009;9,352517986;578;115;122;114;101;126;90,59561129;89,14728682;91,04477612;91,2;90,99099099;90,64748201
1259;298;42;61;66;52;77;88,4272997;62,68656716;95,3125;89,18918919;96,2962963;98,71794872;15;5;.;.;.;5;51,72413793;55,55555556;.;.;.;100;283;37;60;63;51;72;91,88311688;63,79310345;100;95,45454545;.;98,63013699;337;67;64;74;54;78;100;100;100;100;100;100;29;9;4;8;.;5;8,605341246;13,43283582;6,25;10,81081081;.;6,41025641;308;58;60;66;.;73;91,39465875;86,56716418;93,75;89,18918919;.;93,58974359
1260;257;31;54;44;57;71;83,71335505;53,44827586;81,81818182;93,61702128;90,47619048;97,26027397;26;.;6;6;4;10;74,28571429;.;66,66666667;100;80;100;231;31;48;38;53;61;84,92647059;58,49056604;84,21052632;92,68292683;91,37931034;96,82539683;307;58;66;47;63;73;100;100;100;100;100;100;35;5;9;6;5;10;11,40065147;8,620689655;13,63636364;12,76595745;7,936507937;13,69863014;272;53;57;41;58;63;88,59934853;91,37931034;86,36363636;87,23404255;92,06349206;86,30136986
1263;922;121;183;170;229;219;88,31417625;63,02083333;88,83495146;92,89617486;96,21848739;97,33333333;63;8;10;10;20;15;72,4137931;38,0952381;71,42857143;62,5;111,1111111;83,33333333;859;113;173;160;209;204;89,75966562;66,08187135;90,10416667;95,80838323;95;98,55072464;1044;192;206;183;238;225;100;100;100;100;100;100;87;21;14;16;18;18;8,333333333;10,9375;6,796116505;8,743169399;7,56302521;8;957;171;192;167;220;207;91,66666667;89,0625;93,2038835;91,2568306;92,43697479;92
1264;174;20;36;32;42;44;100;66,66666667;97,2972973;110,3448276;107,6923077;112,8205128;15;.;4;.;4;.;57,69230769;.;57,14285714;.;80;.;159;17;32;31;38;41;107,4324324;70,83333333;106,6666667;124;111,7647059;117,1428571;174;30;37;29;39;39;100;100;100;100;100;100;26;6;7;4;5;4;14,94252874;20;18,91891892;13,79310345;12,82051282;10,25641026;148;24;30;25;34;35;85,05747126;80;81,08108108;86,20689655;87,17948718;89,74358974
1265;21;.;6;5;4;.;91,30434783;.;100;83,33333333;100;.;.;.;.;.;.;.;.;.;.;.;.;.;20;.;6;5;4;.;.;.;.;.;.;.;23;4;6;6;4;.;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1266;89;15;19;20;15;20;95,69892473;83,33333333;100;100;115,3846154;86,95652174;.;.;.;.;.;.;.;.;.;.;.;.;87;14;19;20;14;20;.;.;.;.;.;.;93;18;19;20;13;23;100;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1401;680;82;138;148;159;153;92,64305177;66,12903226;96,5034965;95,48387097;100;100;109;14;24;22;28;21;90,83333333;51,85185185;114,2857143;95,65217391;96,55172414;105;571;68;114;126;131;132;92,99674267;70,10309278;93,44262295;95,45454545;100,7692308;99,2481203;734;124;143;155;159;153;100;100;100;100;100;100;120;27;21;23;29;20;16,34877384;21,77419355;14,68531469;14,83870968;18,23899371;13,07189542;614;97;122;132;130;133;83,65122616;78,22580645;85,31468531;85,16129032;81,76100629;86,92810458
1411;102;18;15;30;12;27;93,57798165;81,81818182;83,33333333;100;92,30769231;103,8461538;16;.;.;4;5;4;84,21052632;.;.;100;125;100;86;17;13;26;7;23;95,55555556;.;92,85714286;100;77,77777778;104,5454545;109;22;18;30;13;26;100;100;100;100;100;100;19;.;4;4;4;4;17,43119266;.;22,22222222;13,33333333;30,76923077;15,38461538;90;.;14;26;9;22;82,56880734;.;77,77777778;86,66666667;69,23076923;84,61538462
1412;26;.;8;6;7;4;96,2962963;.;114,2857143;100;116,6666667;100;.;.;.;.;.;.;.;.;.;.;.;.;24;.;8;5;7;4;104,3478261;.;.;.;.;.;27;4;7;6;6;4;100;100;100;100;100;100;4;.;.;.;.;.;14,81481481;.;.;.;.;.;23;.;.;.;.;.;85,18518519;.;.;.;.;.
1413;46;8;7;11;7;13;86,79245283;61,53846154;87,5;91,66666667;100;100;13;.;4;.;.;5;86,66666667;.;.;.;.;83,33333333;33;7;.;8;7;8;86,84210526;77,77777778;.;.;.;114,2857143;53;13;8;12;7;13;100;100;100;100;100;100;15;4;.;.;.;6;28,30188679;30,76923077;.;.;.;46,15384615;38;9;.;.;.;7;71,69811321;69,23076923;.;.;.;53,84615385
1416;182;19;33;47;44;39;91,45728643;57,57575758;91,66666667;97,91666667;100;102,6315789;16;.;5;5;.;4;94,11764706;.;100;83,33333333;.;100;166;19;28;42;42;35;91,20879121;.;90,32258065;100;.;102,9411765;199;33;36;48;44;38;100;100;100;100;100;100;17;.;5;6;.;4;8,542713568;.;13,88888889;12,5;.;10,52631579;182;.;31;42;.;34;91,45728643;.;86,11111111;87,5;.;89,47368421
1417;124;10;30;17;32;35;90,51094891;45,45454545;100;94,44444444;94,11764706;106,0606061;23;.;8;.;9;.;85,18518519;.;100;.;90;.;101;8;22;16;23;32;91,81818182;44,44444444;100;.;95,83333333;.;137;22;30;18;34;33;100;100;100;100;100;100;27;4;8;.;10;.;19,7080292;18,18181818;26,66666667;.;29,41176471;.;110;18;22;.;24;.;80,2919708;81,81818182;73,33333333;.;70,58823529;.
1418;48;7;9;9;16;7;85,71428571;63,63636364;90;90;100;77,77777778;12;.;.;.;.;4;85,71428571;.;.;.;.;80;36;6;6;8;13;.;85,71428571;.;.;.;.;.;56;11;10;10;16;9;100;100;100;100;100;100;14;.;.;.;.;5;25;.;.;.;.;55,55555556;42;.;.;.;.;4;75;.;.;.;.;44,44444444
1419;124;23;20;27;22;32;93,23308271;82,14285714;95,23809524;93,10344828;95,65217391;100;6;.;.;.;.;.;75;.;.;.;.;.;118;22;19;26;20;31;94,4;.;.;.;.;.;133;28;21;29;23;32;100;100;100;100;100;100;8;.;.;.;.;.;6,015037594;.;.;.;.;.;125;.;.;.;.;.;93,98496241;.;.;.;.;.
1420;418;64;85;78;90;101;92,07048458;71,11111111;92,39130435;98,73417722;100;98,05825243;30;.;5;7;5;10;93,75;.;41,66666667;175;125;125;388;61;80;71;85;91;91,94312796;70,93023256;100;94,66666667;98,8372093;95,78947368;454;90;92;79;90;103;100;100;100;100;100;100;32;4;12;4;4;8;7,04845815;4,444444444;13,04347826;5,063291139;4,444444444;7,766990291;422;86;80;75;86;95;92,95154185;95,55555556;86,95652174;94,93670886;95,55555556;92,23300971
1421;67;12;14;12;13;16;93,05555556;85,71428571;100;92,30769231;92,85714286;94,11764706;5;.;.;.;.;.;62,5;.;.;.;.;.;62;11;12;12;13;14;96,875;.;.;.;.;.;72;14;14;13;14;17;100;100;100;100;100;100;8;.;.;.;.;.;11,11111111;.;.;.;.;.;64;.;.;.;.;.;88,88888889;.;.;.;.;.
1422;85;8;16;15;25;21;89,47368421;66,66666667;88,88888889;83,33333333;100;95,45454545;7;.;.;.;.;.;58,33333333;.;.;.;.;.;78;8;14;14;23;19;93,97590361;.;.;100;.;.;95;12;18;18;25;22;100;100;100;100;100;100;12;.;.;4;.;.;12,63157895;.;.;22,22222222;.;.;83;.;.;14;.;.;87,36842105;.;.;77,77777778;.;.
1424;258;31;69;63;60;35;96,62921348;77,5;100;101,6129032;100;97,22222222;40;4;12;8;10;6;93,02325581;66,66666667;92,30769231;114,2857143;90,90909091;100;218;27;57;55;50;29;97,32142857;79,41176471;101,7857143;100;102,0408163;96,66666667;267;40;69;62;60;36;100;100;100;100;100;100;43;6;13;7;11;6;16,10486891;15;18,84057971;11,29032258;18,33333333;16,66666667;224;34;56;55;49;30;83,89513109;85;81,15942029;88,70967742;81,66666667;83,33333333
1426;254;37;53;51;56;57;89,75265018;60,6557377;98,14814815;96,22641509;96,55172414;100;11;.;.;4;.;.;73,33333333;.;.;80;.;.;243;36;50;47;55;55;90,67164179;63,15789474;.;97,91666667;.;.;283;61;54;53;58;57;100;100;100;100;100;100;15;4;.;5;.;.;5,300353357;6,557377049;.;9,433962264;.;.;268;57;.;48;.;.;94,69964664;93,44262295;.;90,56603774;.;.
1428;148;14;34;39;22;39;91,92546584;60,86956522;89,47368421;102,6315789;100;97,5;10;.;.;4;.;.;83,33333333;.;.;.;.;.;138;14;32;35;21;36;92,61744966;.;.;.;.;.;161;23;38;38;22;40;100;100;100;100;100;100;12;.;.;.;.;.;7,453416149;.;.;.;.;.;149;.;.;.;.;.;92,54658385;.;.;.;.;.
1429;164;17;42;30;47;28;90,10989011;54,83870968;100;90,90909091;100;96,55172414;.;.;.;.;.;.;.;.;.;.;.;.;162;16;42;30;46;28;.;.;.;.;.;.;182;31;42;33;47;29;100;100;100;100;100;100;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1430;195;32;40;50;36;37;94,66019417;80;95,23809524;100;97,2972973;100;15;.;.;6;.;.;88,23529412;.;.;100;.;.;180;30;37;44;34;35;95,23809524;.;97,36842105;100;106,25;.;206;40;42;50;37;37;100;100;100;100;100;100;17;.;4;6;5;.;8,252427184;.;9,523809524;12;13,51351351;.;189;.;38;44;32;.;91,74757282;.;90,47619048;88;86,48648649;.
1431;198;29;38;42;39;50;99,49748744;96,66666667;97,43589744;100;102,6315789;100;26;.;8;5;7;.;108,3333333;.;133,3333333;125;116,6666667;.;172;26;30;37;32;47;98,28571429;100;90,90909091;97,36842105;100;102,173913;199;30;39;42;38;50;100;100;100;100;100;100;24;4;6;4;6;4;12,06030151;13,33333333;15,38461538;9,523809524;15,78947368;8;175;26;33;38;32;46;87,93969849;86,66666667;84,61538462;90,47619048;84,21052632;92
1432;854;119;158;189;195;193;94,78357381;73,91304348;96,34146341;101,0695187;97,98994975;101,5789474;91;12;16;21;22;20;88,34951456;54,54545455;69,56521739;110,5263158;110;105,2631579;763;107;142;168;173;173;95,61403509;76,97841727;100,7092199;100;96,64804469;101,1695906;901;161;164;187;199;190;100;100;100;100;100;100;103;22;23;19;20;19;11,43174251;13,66459627;14,02439024;10,16042781;10,05025126;10;798;139;141;168;179;171;88,56825749;86,33540373;85,97560976;89,83957219;89,94974874;90
1433;168;26;30;43;39;30;93,8547486;70,27027027;103,4482759;100;97,5;100;7;.;.;5;.;.;100;.;.;.;.;.;161;26;30;38;38;29;93,60465116;.;.;.;.;.;179;37;29;43;40;30;100;100;100;100;100;100;7;.;.;.;.;.;3,910614525;.;.;.;.;.;172;.;.;.;.;.;96,08938547;.;.;.;.;.
1438;171;27;29;33;49;33;90;69,23076923;87,87878788;100;96,07843137;97,05882353;29;5;4;9;5;6;111,5384615;83,33333333;66,66666667;225;125;100;142;22;25;24;44;27;86,58536585;66,66666667;92,59259259;82,75862069;93,61702128;96,42857143;190;39;33;33;51;34;100;100;100;100;100;100;26;6;6;4;4;6;13,68421053;15,38461538;18,18181818;12,12121212;7,843137255;17,64705882;164;33;27;29;47;28;86,31578947;84,61538462;81,81818182;87,87878788;92,15686275;82,35294118
1439;315;41;58;80;73;63;87,74373259;62,12121212;87,87878788;95,23809524;94,80519481;95,45454545;37;4;7;8;5;13;69,81132075;30,76923077;53,84615385;88,88888889;83,33333333;108,3333333;278;37;51;72;68;50;90,8496732;69,81132075;96,22641509;96;95,77464789;92,59259259;359;66;66;84;77;66;100;100;100;100;100;100;53;13;13;9;6;12;14,7632312;19,6969697;19,6969697;10,71428571;7,792207792;18,18181818;306;53;53;75;71;54;85,2367688;80,3030303;80,3030303;89,28571429;92,20779221;81,81818182
1441;108;14;18;31;15;30;87,80487805;53,84615385;120;86,11111111;93,75;100;6;.;.;.;.;.;150;.;.;.;.;.;102;14;16;30;13;29;85,71428571;.;.;.;.;.;123;26;15;36;16;30;100;100;100;100;100;100;4;.;.;.;.;.;3,25203252;.;.;.;.;.;119;.;.;.;.;.;96,74796748;.;.;.;.;.
1443;355;52;67;76;84;76;96,99453552;83,87096774;98,52941176;98,7012987;101,2048193;100;26;.;8;.;4;9;83,87096774;.;114,2857143;.;100;100;329;50;59;73;80;67;98,20895522;92,59259259;96,72131148;.;101,2658228;100;366;62;68;77;83;76;100;100;100;100;100;100;31;8;7;.;4;9;8,469945355;12,90322581;10,29411765;.;4,819277108;11,84210526;335;54;61;.;79;67;91,53005464;87,09677419;89,70588235;.;95,18072289;88,15789474
1444;65;8;16;13;13;15;94,20289855;72,72727273;100;92,85714286;100;100;10;.;6;.;.;.;100;.;120;.;.;.;55;6;10;12;12;15;93,22033898;.;90,90909091;.;.;.;69;11;16;14;13;15;100;100;100;100;100;100;10;.;5;.;.;.;14,49275362;.;31,25;.;.;.;59;.;11;.;.;.;85,50724638;.;68,75;.;.;.
1445;289;32;68;58;68;63;93,83116883;72,72727273;95,77464789;100;98,55072464;95,45454545;37;6;9;7;7;8;94,87179487;100;100;116,6666667;87,5;80;252;26;59;51;61;55;93,6802974;68,42105263;95,16129032;98,07692308;100;98,21428571;308;44;71;58;69;66;100;100;100;100;100;100;39;6;9;6;8;10;12,66233766;13,63636364;12,67605634;10,34482759;11,5942029;15,15151515;269;38;62;52;61;56;87,33766234;86,36363636;87,32394366;89,65517241;88,4057971;84,84848485
1449;412;59;77;88;80;108;92,58426966;71,95121951;93,90243902;98,87640449;96,38554217;99,08256881;83;9;19;16;10;29;82,17821782;45;82,60869565;100;83,33333333;96,66666667;329;50;58;72;70;79;95,63953488;80,64516129;98,30508475;98,63013699;98,5915493;100;445;82;82;89;83;109;100;100;100;100;100;100;101;20;23;16;12;30;22,69662921;24,3902439;28,04878049;17,97752809;14,45783133;27,52293578;344;62;59;73;71;79;77,30337079;75,6097561;71,95121951;82,02247191;85,54216867;72,47706422
1502;1450;213;272;318;302;345;94,58577952;71,95945946;97,14285714;100,3154574;98,69281046;103,2934132;158;20;31;38;41;28;84,94623656;50;83,78378378;105,5555556;89,13043478;103,7037037;1292;193;241;280;261;317;95,91685226;75,390625;99,17695473;99,64412811;100,3846154;103,257329;1533;296;280;317;306;334;100;100;100;100;100;100;186;40;37;36;46;27;12,13307241;13,51351351;13,21428571;11,35646688;15,03267974;8,083832335;1347;256;243;281;260;307;87,86692759;86,48648649;86,78571429;88,64353312;84,96732026;91,91616766
