kommune_nr;spraaknivaa.alle_provetype.alle_enhet.personer;spraaknivaa.alle_provetype.muntlig_enhet.personer;spraaknivaa.alle_provetype.lytting_enhet.personer;spraaknivaa.alle_provetype.lese_enhet.personer;spraaknivaa.alle_provetype.skriftlig_enhet.personer;spraaknivaa.alle_provetype.alle_enhet.prosent;spraaknivaa.alle_provetype.muntlig_enhet.prosent;spraaknivaa.alle_provetype.lytting_enhet.prosent;spraaknivaa.alle_provetype.lese_enhet.prosent;spraaknivaa.alle_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.prosent;spraaknivaa.b1_provetype.muntlig_enhet.prosent;spraaknivaa.b1_provetype.lytting_enhet.prosent;spraaknivaa.b1_provetype.lese_enhet.prosent;spraaknivaa.b1_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.personer;spraaknivaa.b1_provetype.muntlig_enhet.personer;spraaknivaa.b1_provetype.lytting_enhet.personer;spraaknivaa.b1_provetype.lese_enhet.personer;spraaknivaa.b1_provetype.skriftlig_enhet.personer;spraaknivaa.a2_provetype.alle_enhet.prosent;spraaknivaa.a2_provetype.muntlig_enhet.prosent;spraaknivaa.a2_provetype.lytting_enhet.prosent;spraaknivaa.a2_provetype.lese_enhet.prosent;spraaknivaa.a2_provetype.skriftlig_enhet.prosent;spraaknivaa.a2_provetype.alle_enhet.personer;spraaknivaa.a2_provetype.muntlig_enhet.personer;spraaknivaa.a2_provetype.lytting_enhet.personer;spraaknivaa.a2_provetype.lese_enhet.personer;spraaknivaa.a2_provetype.skriftlig_enhet.personer;spraaknivaa.a1_provetype.alle_enhet.prosent;spraaknivaa.a1_provetype.muntlig_enhet.prosent;spraaknivaa.a1_provetype.lytting_enhet.prosent;spraaknivaa.a1_provetype.lese_enhet.prosent;spraaknivaa.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.a1_provetype.alle_enhet.personer;spraaknivaa.a1_provetype.muntlig_enhet.personer;spraaknivaa.a1_provetype.lytting_enhet.personer;spraaknivaa.a1_provetype.lese_enhet.personer;spraaknivaa.a1_provetype.skriftlig_enhet.personer;spraaknivaa.under.a1_provetype.alle_enhet.prosent;spraaknivaa.under.a1_provetype.muntlig_enhet.prosent;spraaknivaa.under.a1_provetype.lytting_enhet.prosent;spraaknivaa.under.a1_provetype.lese_enhet.prosent;spraaknivaa.under.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.under.a1_provetype.alle_enhet.personer;spraaknivaa.under.a1_provetype.muntlig_enhet.personer;spraaknivaa.under.a1_provetype.lytting_enhet.personer;spraaknivaa.under.a1_provetype.lese_enhet.personer;spraaknivaa.under.a1_provetype.skriftlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.alle_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lese_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.alle_enhet.personer;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lese_enhet.personer;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.personer
1233;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1234;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1235;100;100;100;100;100;161;42;40;39;40;30,43478261;19;45;46;12;49;8;18;18;5;52,17391304;57;45;44;62;84;24;18;17;25;16,77018634;21;10;10;25;27;9;4;4;10;0;0;0;0;0;0;0;0;0;0;0,621118012;2;0;0;0;1;1;0;0;0
1238;100;100;100;100;100;100;19;27;27;27;34;11;44;63;11;34;2;12;17;3;58;84;56;30;70;58;16;15;8;19;8;5;0;7;19;8;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1241;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1242;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1243;100;100;100;100;100;91;1;30;30;30;.;:;57;67;17;.;.;17;20;5;.;:;30;13;63;.;.;9;4;19;.;:;13;13;17;.;.;4;4;5;.;:;0;7;0;.;.;0;2;0;.;:;0;0;0;.;.;0;0;0
1244;100;100;100;100;100;91;22;23;23;23;46,15384615;45;52;74;13;42;10;12;17;3;39,56043956;36;43;17;61;36;8;10;4;14;10,98901099;5;4;9;26;10;1;1;2;6;0;0;0;0;0;0;0;0;0;0;3,296703297;14;0;0;0;3;3;0;0;0
1245;100;100;100;100;100;19;4;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1246;100;100;100;100;100;104;23;27;27;27;28,84615385;13;37;52;11;30;3;10;14;3;52,88461538;83;52;33;48;55;19;14;9;13;18,26923077;4;11;15;41;19;1;3;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1247;100;100;100;100;100;181;46;45;45;45;37,01657459;30;49;58;11;67;14;22;26;5;44,75138122;54;44;27;53;81;25;20;12;24;15,46961326;11;7;13;31;28;5;3;6;14;0,552486188;0;0;2;0;1;0;0;1;0;1,104972376;4;0;0;0;2;2;0;0;0
1251;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1252;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1253;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1256;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1259;100;100;100;100;100;91;22;23;23;23;20,87912088;23;30;26;4;19;5;7;6;1;54,94505495;64;57;52;48;50;14;13;12;11;19,78021978;14;13;13;39;18;3;3;3;9;2,197802198;0;0;9;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1260;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1263;100;100;100;100;100;200;44;52;52;52;61;41;73;85;42;122;18;38;44;22;30;48;25;8;42;60;21;13;4;22;8,5;11;2;8;13;17;5;1;4;7;0,5;0;0;0;2;1;0;0;0;1;0,5;0;0;0;2;1;0;0;0;1
1264;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1265;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1266;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1401;100;100;100;100;100;167;38;43;43;43;29,34131737;13;42;47;14;49;5;18;20;6;40,71856287;45;37;30;51;68;17;16;13;22;21,55688623;21;19;16;30;36;8;8;7;13;2,994011976;0;2;7;2;5;0;1;3;1;5,389221557;21;0;0;2;9;8;0;0;1
1411;100;100;100;100;100;53;14;13;13;13;43,39622642;14;69;85;8;23;2;9;11;1;50,94339623;86;31;15;69;27;12;4;2;9;5,660377358;0;0;0;23;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1412;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1413;100;.;100;100;100;6;0;2;2;2;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1416;100;100;100;100;100;25;7;6;6;6;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1417;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1418;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1419;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1420;100;100;100;100;100;135;30;35;35;35;35,55555556;33;49;51;9;48;10;17;18;3;48,14814815;47;46;37;63;65;14;16;13;22;14,81481481;20;6;9;26;20;6;2;3;9;0,740740741;0;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1421;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1422;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1424;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1426;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1428;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1429;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1430;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1431;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1432;100;100;100;100;100;135;27;36;36;36;49,62962963;41;58;81;17;67;11;21;29;6;48,14814815;59;39;17;81;65;16;14;6;29;2,222222222;0;3;3;3;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1433;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1438;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1439;100;100;100;100;100;44;11;11;11;11;65,90909091;55;73;91;45;29;6;8;10;5;29,54545455;45;27;0;45;13;5;3;0;5;4,545454545;0;0;9;9;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1441;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1443;100;100;100;100;100;68;14;18;18;18;33,82352941;43;44;39;11;23;6;8;7;2;42,64705882;50;44;28;50;29;7;8;5;9;19,11764706;7;11;22;33;13;1;2;4;6;2,941176471;0;0;11;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1444;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1445;100;100;100;100;100;40;10;10;10;10;62,5;70;80;70;30;25;7;8;7;3;27,5;30;20;10;50;11;3;2;1;5;10;0;0;20;20;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1449;100;100;100;100;100;103;19;28;28;28;43,68932039;37;57;57;21;45;7;16;16;6;34,95145631;47;29;18;50;36;9;8;5;14;19,41747573;11;14;21;29;20;2;4;6;8;1,941747573;5;0;4;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1502;100;100;100;100;100;188;44;48;48;48;47,34042553;30;67;73;19;89;13;32;35;9;35,63829787;50;23;17;54;67;22;11;8;26;15,95744681;16;10;10;27;30;7;5;5;13;0;0;0;0;0;0;0;0;0;0;1,063829787;5;0;0;0;2;2;0;0;0
1504;100;100;100;100;100;358;79;93;93;93;53,63128492;39;71;72;30;192;31;66;67;28;38,82681564;59;22;20;57;139;47;20;19;53;6,983240223;1;8;5;13;25;1;7;5;12;0,558659218;0;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1505;100;100;100;100;100;47;8;13;13;13;.;:;46;77;54;.;.;6;10;7;.;:;54;23;38;.;.;7;3;5;.;:;0;0;8;.;.;0;0;1;.;:;0;0;0;.;.;0;0;0;.;:;0;0;0;.;.;0;0;0
1511;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1514;100;100;100;100;100;19;4;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1515;100;100;100;100;100;41;11;10;10;10;53,65853659;36;60;90;30;22;4;6;9;3;46,34146341;64;40;10;70;19;7;4;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1516;100;100;100;100;100;93;24;23;23;23;43,01075269;50;52;61;9;40;12;12;14;2;45,16129032;50;48;13;70;42;12;11;3;16;11,82795699;0;0;26;22;11;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1517;100;100;100;100;100;52;13;13;13;13;42,30769231;46;46;62;15;22;6;6;8;2;36,53846154;31;38;31;46;19;4;5;4;6;21,15384615;23;15;8;38;11;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1519;100;100;100;100;100;51;12;13;13;13;39,21568627;25;38;69;23;20;3;5;9;3;52,94117647;75;54;31;54;27;9;7;4;7;7,843137255;0;8;0;23;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1520;100;100;100;100;100;64;16;16;16;16;37,5;38;44;44;25;24;6;7;7;4;23,4375;31;25;12;25;15;5;4;2;4;34,375;31;31;25;50;22;5;5;4;8;4,6875;0;0;19;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1523;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1524;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1525;100;100;100;100;100;25;4;7;7;7;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1526;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1528;100;100;100;100;100;121;16;35;35;35;35,53719008;0;57;57;9;43;0;20;20;3;42,97520661;100;37;20;46;52;16;13;7;16;18,18181818;0;6;17;40;22;0;2;6;14;1,652892562;0;0;6;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1529;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1531;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1532;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1534;100;100;100;100;100;57;9;16;16;16;.;:;56;50;12;.;.;9;8;2;.;:;44;44;56;.;.;7;7;9;.;:;0;6;31;.;.;0;1;5;.;:;0;0;0;.;.;0;0;0;.;:;0;0;0;.;.;0;0;0
1535;100;100;100;100;100;47;11;12;12;12;57,44680851;45;75;75;33;27;5;9;9;4;36,17021277;27;25;25;67;17;3;3;3;8;4,255319149;18;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2,127659574;9;0;0;0;1;1;0;0;0
1539;100;100;100;100;100;16;4;4;4;4;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1543;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1545;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1546;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1547;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1548;100;.;100;100;100;3;0;1;1;1;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1551;100;.;100;100;100;6;0;2;2;2;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1554;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1557;100;100;100;100;100;12;3;3;3;3;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1560;100;100;100;100;100;4;1;1;1;1;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1563;100;100;100;100;100;98;24;25;25;24;28,57142857;17;44;40;12;28;4;11;10;3;45,91836735;71;44;28;42;45;17;11;7;10;20,40816327;8;4;28;42;20;2;1;7;10;4,081632653;4;8;4;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0
1566;100;100;100;100;100;24;6;6;6;6;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1567;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1571;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1573;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1576;100;.;100;100;100;3;0;1;1;1;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1601;100;100;100;100;100;931;229;234;234;234;37,80880773;27;53;57;14;352;62;124;133;33;42,32008593;50;38;28;53;394;115;89;66;124;15,78947368;11;9;12;31;147;25;21;28;73;0,751879699;0;0;3;0;7;0;0;7;0;2,68528464;11;0;0;0;25;25;0;0;0
1612;100;100;100;100;100;23;2;7;7;7;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1613;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1617;100;100;100;100;100;58;10;16;16;16;37,93103448;10;50;69;12;22;1;8;11;2;46,55172414;80;44;31;44;27;8;7;5;7;15,51724138;10;6;0;44;9;1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1620;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1621;100;100;100;100;100;34;7;9;9;9;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1622;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1624;100;100;100;100;100;51;24;9;9;9;.;46;:;:;:;.;11;.;.;.;.;29;:;:;:;.;7;.;.;.;.;21;:;:;:;.;5;.;.;.;.;0;:;:;:;.;0;.;.;.;.;4;:;:;:;.;1;.;.;.
1627;100;.;100;100;100;6;0;2;2;2;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1630;100;.;100;100;100;24;0;8;8;8;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1632;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1633;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1634;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1635;100;100;100;100;100;30;15;5;5;5;.;53;:;:;:;.;8;.;.;.;.;33;:;:;:;.;5;.;.;.;.;7;:;:;:;.;1;.;.;.;.;0;:;:;:;.;0;.;.;.;.;7;:;:;:;.;1;.;.;.
