kommune_nr;spraaknivaa.alle_provetype.alle_enhet.personer;spraaknivaa.alle_provetype.muntlig_enhet.personer;spraaknivaa.alle_provetype.lytting_enhet.personer;spraaknivaa.alle_provetype.lese_enhet.personer;spraaknivaa.alle_provetype.skriftlig_enhet.personer;spraaknivaa.alle_provetype.alle_enhet.prosent;spraaknivaa.alle_provetype.muntlig_enhet.prosent;spraaknivaa.alle_provetype.lytting_enhet.prosent;spraaknivaa.alle_provetype.lese_enhet.prosent;spraaknivaa.alle_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.prosent;spraaknivaa.b1_provetype.muntlig_enhet.prosent;spraaknivaa.b1_provetype.lytting_enhet.prosent;spraaknivaa.b1_provetype.lese_enhet.prosent;spraaknivaa.b1_provetype.skriftlig_enhet.prosent;spraaknivaa.b1_provetype.alle_enhet.personer;spraaknivaa.b1_provetype.muntlig_enhet.personer;spraaknivaa.b1_provetype.lytting_enhet.personer;spraaknivaa.b1_provetype.lese_enhet.personer;spraaknivaa.b1_provetype.skriftlig_enhet.personer;spraaknivaa.a2_provetype.alle_enhet.prosent;spraaknivaa.a2_provetype.muntlig_enhet.prosent;spraaknivaa.a2_provetype.lytting_enhet.prosent;spraaknivaa.a2_provetype.lese_enhet.prosent;spraaknivaa.a2_provetype.skriftlig_enhet.prosent;spraaknivaa.a2_provetype.alle_enhet.personer;spraaknivaa.a2_provetype.muntlig_enhet.personer;spraaknivaa.a2_provetype.lytting_enhet.personer;spraaknivaa.a2_provetype.lese_enhet.personer;spraaknivaa.a2_provetype.skriftlig_enhet.personer;spraaknivaa.a1_provetype.alle_enhet.prosent;spraaknivaa.a1_provetype.muntlig_enhet.prosent;spraaknivaa.a1_provetype.lytting_enhet.prosent;spraaknivaa.a1_provetype.lese_enhet.prosent;spraaknivaa.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.a1_provetype.alle_enhet.personer;spraaknivaa.a1_provetype.muntlig_enhet.personer;spraaknivaa.a1_provetype.lytting_enhet.personer;spraaknivaa.a1_provetype.lese_enhet.personer;spraaknivaa.a1_provetype.skriftlig_enhet.personer;spraaknivaa.under.a1_provetype.alle_enhet.prosent;spraaknivaa.under.a1_provetype.muntlig_enhet.prosent;spraaknivaa.under.a1_provetype.lytting_enhet.prosent;spraaknivaa.under.a1_provetype.lese_enhet.prosent;spraaknivaa.under.a1_provetype.skriftlig_enhet.prosent;spraaknivaa.under.a1_provetype.alle_enhet.personer;spraaknivaa.under.a1_provetype.muntlig_enhet.personer;spraaknivaa.under.a1_provetype.lytting_enhet.personer;spraaknivaa.under.a1_provetype.lese_enhet.personer;spraaknivaa.under.a1_provetype.skriftlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.alle_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.lese_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.prosent;spraaknivaa.ikke.vurdert_provetype.alle_enhet.personer;spraaknivaa.ikke.vurdert_provetype.muntlig_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lytting_enhet.personer;spraaknivaa.ikke.vurdert_provetype.lese_enhet.personer;spraaknivaa.ikke.vurdert_provetype.skriftlig_enhet.personer
1636;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1638;100;100;100;100;100;30;6;8;8;8;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1640;100;100;100;100;100;46;10;12;12;12;36,95652174;10;58;67;8;17;1;7;8;1;43,47826087;50;25;25;75;20;5;3;3;9;17,39130435;30;17;8;17;8;3;2;1;2;2,173913043;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1644;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1648;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1653;100;100;100;100;100;34;10;8;8;8;.;30;:;:;:;.;3;.;.;.;.;30;:;:;:;.;3;.;.;.;.;10;:;:;:;.;1;.;.;.;.;0;:;:;:;.;0;.;.;.;.;30;:;:;:;.;3;.;.;.
1657;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1662;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1663;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1664;100;.;100;100;100;6;0;2;2;2;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1665;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1702;100;100;100;100;100;100;19;27;27;27;37;42;48;48;11;37;8;13;13;3;39;37;37;33;48;39;7;10;9;13;21;11;15;19;37;21;2;4;5;10;1;0;0;0;4;1;0;0;0;1;3;11;0;0;3;3;2;0;0;1
1703;100;100;100;100;100;168;45;41;41;41;35,71428571;29;51;46;17;60;13;21;19;7;43,45238095;42;44;32;56;73;19;18;13;23;20,23809524;27;5;22;27;34;12;2;9;11;0;0;0;0;0;0;0;0;0;0;0,595238095;2;0;0;0;1;1;0;0;0
1711;100;100;100;100;100;37;7;10;10;10;.;:;50;40;10;.;.;5;4;1;.;:;30;30;80;.;.;3;3;8;.;:;20;20;10;.;.;2;2;1;.;:;0;10;0;.;.;0;1;0;.;:;0;0;0;.;.;0;0;0
1714;100;100;100;100;100;99;24;25;25;25;36,36363636;42;36;52;16;36;10;9;13;4;49,49494949;46;56;44;52;49;11;14;11;13;14,14141414;12;8;4;32;14;3;2;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1717;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1718;100;100;100;100;100;34;1;11;11;11;.;:;45;64;0;.;.;5;7;0;.;:;27;27;82;.;.;3;3;9;.;:;27;9;18;.;.;3;1;2;.;:;0;0;0;.;.;0;0;0;.;:;0;0;0;.;.;0;0;0
1719;100;100;100;100;100;54;13;14;13;14;46,2962963;46;57;77;7;25;6;8;10;1;38,88888889;38;36;23;57;21;5;5;3;8;11,11111111;15;0;0;29;6;2;0;0;4;3,703703704;0;7;0;7;2;0;1;0;1;1,851851852;0;0;0;7;1;0;0;0;1
1721;100;100;100;100;100;57;12;15;15;15;63,15789474;58;60;87;47;36;7;9;13;7;36,84210526;42;40;13;53;21;5;6;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1724;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1725;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1736;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1738;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1739;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1740;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1742;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1743;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1744;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1748;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1749;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1750;100;100;100;100;100;11;2;3;3;3;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1751;100;100;100;100;100;55;10;15;15;15;29,09090909;20;40;47;7;16;2;6;7;1;52,72727273;70;53;33;60;29;7;8;5;9;18,18181818;10;7;20;33;10;1;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1755;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1756;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1804;100;100;100;100;100;290;77;71;71;71;45,51724138;32;61;61;30;132;25;43;43;21;39,31034483;52;30;28;46;114;40;21;20;33;13,44827586;10;10;10;24;39;8;7;7;17;0,344827586;0;0;1;0;1;0;0;1;0;1,379310345;5;0;0;0;4;4;0;0;0
1805;100;.;100;100;100;3;0;1;1;1;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1811;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1812;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1813;100;100;100;100;100;17;2;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1815;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1816;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1818;100;100;100;100;100;29;8;7;7;7;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1820;100;100;100;100;100;153;40;37;38;38;26,14379085;10;41;42;13;40;4;15;16;5;45,75163399;68;49;26;39;70;27;18;10;15;26,79738562;18;11;32;47;41;7;4;12;18;0;0;0;0;0;0;0;0;0;0;1,307189542;5;0;0;0;2;2;0;0;0
1822;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1824;100;100;100;100;100;31;7;8;8;8;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1825;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1826;100;100;100;100;100;22;4;6;6;6;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1827;100;100;100;100;100;19;4;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1828;100;100;100;100;100;48;12;12;12;12;16,66666667;17;25;25;0;8;2;3;3;0;66,66666667;83;75;50;58;32;10;9;6;7;16,66666667;0;0;25;42;8;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1832;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1833;100;100;100;100;100;101;23;26;26;26;42,57425743;22;54;69;23;43;5;14;18;6;23,76237624;35;23;0;38;24;8;6;0;10;24,75247525;35;19;23;23;25;8;5;6;6;4,95049505;0;4;8;8;5;0;1;2;2;3,96039604;9;0;0;7;4;2;0;0;2
1834;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1835;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1836;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1837;100;100;100;100;100;16;4;4;4;4;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1838;100;100;100;100;100;43;1;14;14;14;.;:;36;36;7;.;.;5;5;1;.;:;21;21;29;.;.;3;3;4;.;:;43;29;43;.;.;6;4;6;.;:;0;14;0;.;.;0;2;0;.;:;0;0;0;.;.;0;0;0
1839;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1840;100;100;100;100;100;11;2;3;3;3;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1841;100;100;100;100;100;24;6;6;6;6;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1845;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1848;100;100;100;100;100;7;1;2;2;2;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1849;100;100;100;100;100;68;18;17;17;16;20,58823529;17;29;35;0;14;3;5;6;0;55,88235294;83;59;35;44;38;15;10;6;7;20,58823529;0;12;29;44;14;0;2;5;7;1,470588235;0;0;0;6;1;0;0;0;1;1,470588235;0;0;0;6;1;0;0;0;1
1850;100;100;100;100;100;21;6;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1851;100;100;100;100;100;21;9;4;4;4;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1852;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1853;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1854;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1856;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1857;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1859;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1860;100;100;100;100;100;150;39;39;35;37;20;10;38;26;5;30;4;15;9;2;44;72;33;29;41;66;28;13;10;15;27,33333333;18;23;31;38;41;7;9;11;14;5,333333333;0;5;14;3;8;0;2;5;1;0,666666667;0;0;0;2;1;0;0;0;1
1865;100;100;100;100;100;36;9;9;9;9;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1866;100;100;100;100;100;17;2;5;5;5;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1867;100;100;100;100;100;32;5;9;9;9;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1868;100;.;100;100;100;12;0;4;4;4;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1870;100;100;100;100;100;64;16;16;16;16;42,1875;38;56;62;12;27;6;9;10;2;48,4375;56;44;19;75;31;9;7;3;12;9,375;6;0;19;12;6;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1871;100;100;100;100;100;53;14;13;13;13;32,0754717;29;38;46;15;17;4;5;6;2;45,28301887;57;38;38;46;24;8;5;5;6;22,64150943;14;23;15;38;12;2;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1874;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1902;100;100;100;100;100;534;132;134;134;134;32,20973783;20;49;50;10;172;26;66;67;13;45,6928839;61;37;28;56;244;81;50;38;75;18,53932584;16;14;16;28;99;21;19;21;38;1,872659176;0;0;7;1;10;0;0;9;1;0,74906367;2;0;0;1;4;3;0;0;1
1903;100;100;100;100;100;352;74;93;93;92;30,11363636;18;47;42;11;106;13;44;39;10;48,01136364;70;42;38;47;169;52;39;35;43;18,18181818;12;10;16;34;64;9;9;15;31;2,556818182;0;1;4;4;9;0;1;4;4;0,852272727;0;0;0;3;3;0;0;0;3
1911;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1913;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1917;100;100;100;100;100;40;10;10;10;10;45;90;40;50;0;18;9;4;5;0;35;10;60;30;40;14;1;6;3;4;20;0;0;20;60;8;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1919;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1920;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1922;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1923;100;100;100;100;100;86;16;24;23;23;25,58139535;19;42;30;9;22;3;10;7;2;54,65116279;75;54;48;48;47;12;13;11;11;19,76744186;6;4;22;43;17;1;1;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1924;100;100;100;100;100;49;7;14;14;14;.;:;21;21;14;.;.;3;3;2;.;:;64;57;36;.;.;9;8;5;.;:;14;21;43;.;.;2;3;6;.;:;0;0;0;.;.;0;0;0;.;:;0;0;0;.;.;0;0;0
1925;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1926;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1927;100;100;100;100;100;44;8;12;12;12;.;:;17;25;0;.;.;2;3;0;.;:;50;42;42;.;.;6;5;5;.;:;33;25;50;.;.;4;3;6;.;:;0;8;8;.;.;0;1;1;.;:;0;0;8;.;.;0;0;1
1928;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1929;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1931;100;100;100;100;100;189;40;50;49;50;33,33333333;38;58;24;14;63;15;29;12;7;41,26984127;58;36;29;46;78;23;18;14;23;23,28042328;2;6;43;38;44;1;3;21;19;1,587301587;0;0;4;2;3;0;0;2;1;1,058201058;2;0;0;2;2;1;0;0;1
1933;100;100;100;100;100;34;7;9;9;9;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.;.;:;:;:;:;.;.;.;.;.
1936;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
1938;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
