kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
0432 Rendalen;432;Rendalen;2004400;1075000;1075000;0;0;883700;0;22900;0;22800
0434 Engerdal;434;Engerdal;8858672;5172000;3033000;2139000;445872;2747100;0;112300;290600;90800
0436 Tolga;436;Tolga;6595650;5357700;2171500;3186200;0;1013800;65450;44700;0;114000
0437 Tynset;437;Tynset;17672715;11971900;3839500;8132400;1050673;2020300;2279842;43600;147600;158800
0438 Alvdal;438;Alvdal;7625000;6209200;2948000;3261200;0;1172000;0;21800;143000;79000
0439 Folldal;439;Folldal;2105400;1480000;620000;860000;0;568200;0;45800;0;11400
0441 Os (Hedm.);441;Os (Hedm.);5062280;3325200;1203000;2122200;0;927500;696780;67600;0;45200
0501 Lillehammer;501;Lillehammer;53256185;32198500;7249500;24949000;11638766;6162200;2563119;260800;0;432800
0502 Gjøvik;502;Gjøvik;51792988;31995600;7575500;24420100;9197078;5898600;3752210;22900;290600;636000
0511 Dovre;511;Dovre;7565100;3334400;815000;2519400;0;4150700;0;45800;0;34200
0512 Lesja;512;Lesja;568200;0;0;0;0;568200;0;0;0;0
0513 Skjåk;513;Skjåk;4425500;3410400;1030000;2380400;0;946600;0;22900;0;45600
0514 Lom;514;Lom;5853500;4521800;1775000;2746800;0;1240500;0;0;0;91200
0515 Vågå;515;Vågå;9667900;8081000;3498000;4583000;0;1360500;0;67600;0;158800
0516 Nord-Fron;516;Nord-Fron;6903700;5163900;156500;5007400;0;1614400;0;0;0;125400
0517 Sel;517;Sel;18163400;9564200;4145000;5419200;0;7039900;1309000;136300;0;114000
0519 Sør-Fron;519;Sør-Fron;1217800;406800;0;406800;0;811000;0;0;0;0
0520 Ringebu;520;Ringebu;5679700;2488000;0;2488000;160000;2963300;0;0;0;68400
0521 Øyer;521;Øyer;16065298;11211800;3218000;7993800;2443098;1853000;261800;67600;0;228000
0522 Gausdal;522;Gausdal;4076600;2747000;728000;2019000;155400;1095700;0;44700;0;33800
0528 Østre Toten;528;Østre Toten;16678700;10852000;2825000;8027000;0;5541600;0;22900;0;262200
0529 Vestre Toten;529;Vestre Toten;19320800;13516100;4489100;9027000;0;5310000;130900;113400;0;250400
0532 Jevnaker;532;Jevnaker;4485700;3277000;1123000;2154000;0;1174500;0;0;0;34200
0533 Lunner;533;Lunner;25221200;20563800;7036500;13527300;0;3120000;1047200;91600;0;398600
0534 Gran;534;Gran;33733833;28370700;10511500;17859200;223833;3491500;1047200;89400;147600;363600
0536 Søndre Land;536;Søndre Land;8099850;3137600;1350000;1787600;0;4680700;65450;22900;147600;45600
0538 Nordre Land;538;Nordre Land;15615512;10666000;2840000;7826000;686387;2010600;1865325;45800;147600;193800
0540 Sør-Aurdal;540;Sør-Aurdal;5364500;4199400;1505000;2694400;0;1039500;0;45800;0;79800
0541 Etnedal;541;Etnedal;8565000;1838600;215000;1623600;0;6715000;0;0;0;11400
0542 Nord-Aurdal;542;Nord-Aurdal;8435300;6942000;1935000;5007000;0;1459100;0;0;0;34200
0543 Vestre Slidre;543;Vestre Slidre;5225500;2590000;0;2590000;0;2447600;130900;0;0;57000
0544 Øystre Slidre;544;Øystre Slidre;2692900;1670400;430000;1240400;0;891600;130900;0;0;0
0545 Vang;545;Vang;5405500;1640400;165000;1475400;0;3742300;0;0;0;22800
0602 Drammen;602;Drammen;118939262;80100712;24796000;55304712;3772862;26028450;6911838;612800;0;1512600
0604 Kongsberg;604;Kongsberg;35569222;23193200;5833000;17360200;628235;9386200;1839787;89400;0;432400
0605 Ringerike;605;Ringerike;32112377;20596900;6222500;14374400;748335;9684000;447242;90500;147600;397800
0612 Hole;612;Hole;4557897;2832200;1365000;1467200;410597;1166600;0;68700;0;79800
0615 Flå;615;Flå;369100;0;0;0;0;238200;130900;0;0;0
0616 Nes (Busk.);616;Nes (Busk.);9310800;4443000;1545000;2898000;0;4833500;0;22900;0;11400
0617 Gol;617;Gol;5121200;3909800;0;3909800;0;1086000;0;0;0;125400
0618 Hemsedal;618;Hemsedal;9497299;3940900;651500;3289400;957309;4144000;204890;0;147600;102600
0619 Ål;619;Ål;8861600;4361600;1505000;2856600;0;3606600;654500;22900;147600;68400
0620 Hol;620;Hol;5749600;3822600;835000;2987600;0;1585200;261800;45800;0;34200
0621 Sigdal;621;Sigdal;4122910;2770200;1013000;1757200;612610;662300;0;43600;0;34200
0622 Krødsherad;622;Krødsherad;1375200;620000;620000;0;0;709400;0;45800;0;0
0623 Modum;623;Modum;17167442;11802650;2395000;9407650;0;3190300;1821692;0;147600;205200
0624 Øvre Eiker;624;Øvre Eiker;16761850;12667050;3001500;9665550;0;3251600;523600;91600;0;228000
0625 Nedre Eiker;625;Nedre Eiker;17947625;12189900;3956500;8233400;0;4910800;425425;68700;147600;205200
0626 Lier;626;Lier;24845900;17266800;4380000;12886800;0;5427800;1570800;68700;295200;216600
0627 Røyken;627;Røyken;21636625;16778100;6014000;10764100;0;4252400;32725;154800;0;418600
0628 Hurum;628;Hurum;19116212;14773000;5016000;9757000;160000;2706000;1112312;114500;0;250400
0631 Flesberg;631;Flesberg;12220800;10438400;4226000;6212400;0;1387700;0;201700;0;193000
0632 Rollag;632;Rollag;5012400;3990400;2005000;1985400;0;965000;0;0;0;57000
0633 Nore og Uvdal;633;Nore og Uvdal;9695080;6884900;1751500;5133400;1254780;1198700;130900;21800;0;204000
0701 Horten;701;Horten;28904712;19084100;7158000;11926100;467269;5127400;3770643;114500;0;340800
0702 Holmestrand;702;Holmestrand;10822320;6265800;1936000;4329800;795000;2298300;1372420;0;0;90800
0704 Tønsberg;704;Tønsberg;29579203;17309500;4106500;13203000;0;9564700;2397803;113400;0;193800
0706 Sandefjord;706;Sandefjord;33170888;22577700;8432500;14145200;712221;7698300;1527167;223500;0;432000
0709 Larvik;709;Larvik;46461287;29594400;8330500;21263900;1603613;9716900;4726774;250800;0;568800
0711 Svelvik;711;Svelvik;4048700;2659000;1050000;1609000;0;1389700;0;0;0;0
0713 Sande (Vestf.);713;Sande (Vestf.);9907556;7784800;2910000;4874800;-27044;1910200;0;45800;0;193800
0714 Hof;714;Hof;746100;0;0;0;0;746100;0;0;0;0
0716 Re;716;Re (f.o.m. 2002);7748200;5916200;2200000;3716200;0;1683600;0;45800;0;102600
0719 Andebu;719;Andebu;4529420;2463300;1086500;1376800;0;1028600;992320;0;0;45200
0720 Stokke;720;Stokke;22461160;13473700;3185000;10288700;0;7398000;1144360;114500;0;330600
0722 Nøtterøy;722;Nøtterøy;21386792;13147900;4551500;8596400;1740587;3431200;2693005;112300;0;261800
0723 Tjøme;723;Tjøme;6234200;4645500;2241500;2404000;0;1441200;0;90500;0;57000
0728 Lardal;728;Lardal;2803100;1574000;0;1574000;0;876100;261800;0;0;91200
0805 Porsgrunn;805;Porsgrunn;43874010;31679100;11841500;19837600;521710;9375200;1570800;196200;0;531000
0806 Skien;806;Skien;109584499;77071100;16718000;60353100;5265490;17257900;8409309;293300;0;1287400
0807 Notodden;807;Notodden;31904783;23203050;7633000;15570050;800100;4526600;2661633;178800;295200;239400
0811 Siljan;811;Siljan;7336500;5762000;1655000;4107000;0;1335000;0;22900;0;216600
0814 Bamble;814;Bamble;41164498;31923400;10230000;21693400;1200500;4571500;2715498;176600;0;577000
0815 Kragerø;815;Kragerø;34618562;24761400;6565000;18196400;3075679;4401000;1810783;68700;147600;353400
0817 Drangedal;817;Drangedal;8022000;6354000;1725000;4629000;0;1451200;0;45800;0;171000
0819 Nome;819;Nome;16445122;8372000;2630000;5742000;1847622;6020300;0;0;0;205200
0821 Bø (Telemark);821;Bø (Telem.);16420100;9249100;3035000;6214100;2346000;2236300;2225300;67600;147600;148200
0822 Sauherad;822;Sauherad;17104496;11592600;2133000;9459600;2004496;1956000;1178100;112300;0;261000
0826 Tinn;826;Tinn;22898962;12643700;6194500;6449200;2162755;6086000;1602507;67600;143000;193400
0827 Hjartdal;827;Hjartdal;2065132;1155000;1155000;0;0;701400;174532;0;0;34200
0828 Seljord;828;Seljord;5980200;4751800;2010000;2741800;0;1091500;0;22900;0;114000
0829 Kviteseid;829;Kviteseid;631200;0;0;0;0;631200;0;0;0;0
0830 Nissedal;830;Nissedal;291600;0;0;0;0;291600;0;0;0;0
0831 Fyresdal;831;Fyresdal;4700900;3579000;475000;3104000;0;973600;0;22900;0;125400
0833 Tokke;833;Tokke;175000;0;0;0;0;175000;0;0;0;0
0834 Vinje;834;Vinje;3885100;2590800;0;2590800;0;1117800;130900;0;0;45600
0901 Risør;901;Risør;19310763;13294200;5340000;7954200;1029680;2663100;2072583;91600;0;159600
0904 Grimstad;904;Grimstad;36242735;27533400;8944000;18589400;-43900;5056700;3206035;68700;0;421800
0906 Arendal;906;Arendal;64422594;46480300;10340500;36139800;2189144;9799600;4646950;135200;295200;876200
0911 Gjerstad;911;Gjerstad;10437178;7564800;2075000;5489800;1330778;1268600;0;0;147600;125400
0912 Vegårshei;912;Vegårshei;2133700;670000;0;670000;713000;693700;0;0;0;57000
0914 Tvedestrand;914;Tvedestrand;8351700;6464000;2200000;4264000;0;1716600;0;22900;0;148200
0919 Froland;919;Froland;5226600;2889800;580000;2309800;800100;1217900;261800;0;0;57000
0926 Lillesand;926;Lillesand;14489400;10059300;2351500;7707800;0;3550200;654500;21800;0;203600
0928 Birkenes;928;Birkenes;8686900;4853800;1803000;3050800;0;3685700;0;67600;0;79800
0929 Åmli;929;Åmli;3971100;2897600;765000;2132600;0;970900;0;0;0;102600
0935 Iveland;935;Iveland;3460800;2392600;835000;1557600;0;1011100;0;22900;0;34200
0937 Evje og Hornnes;937;Evje og Hornnes;5879000;4066100;1100000;2966100;0;1328900;392700;22900;0;68400
0938 Bygland;938;Bygland;1764000;0;0;0;0;1633100;130900;0;0;0
0940 Valle;940;Valle;5443900;4318600;1550000;2768600;0;919900;0;45800;0;159600
0941 Bykle;941;Bykle;3445000;2370500;861500;1509000;0;826500;0;21800;147600;78600
1001 Kristiansand;1001;Kristiansand;155026995;110535100;36159000;74376100;4622467;27326200;9891828;604000;147600;1899800
1002 Mandal;1002;Mandal;34666474;23151700;6946500;16205200;1796616;7391300;1647158;134100;0;545600
1003 Farsund;1003;Farsund;15998800;10281000;2953000;7328000;320000;4463600;392700;22900;290600;228000
1004 Flekkefjord;1004;Flekkefjord;14433127;7149000;1840000;5309000;1371927;5610100;130900;45800;0;125400
1014 Vennesla;1014;Vennesla;17447910;12052900;3091500;8961400;1891910;3059000;0;22900;147600;273600
1017 Songdalen;1017;Songdalen;17933470;13104200;4529500;8574700;1771072;2235000;350098;136300;143000;193800
1018 Søgne;1018;Søgne;17056195;11825000;2050000;9775000;1179895;3094800;785400;22900;0;148200
1021 Marnardal;1021;Marnardal;4779900;3810500;1261500;2549000;0;878600;0;0;0;90800
1026 Åseral;1026;Åseral;1761200;1060000;0;1060000;0;678400;0;0;0;22800
1027 Audnedal;1027;Audnedal;1845800;1155000;1155000;0;0;690800;0;0;0;0
1029 Lindesnes;1029;Lindesnes;7702400;5960800;2405000;3555800;0;1473800;130900;22900;0;114000
1032 Lyngdal;1032;Lyngdal;18297900;11939300;3336500;8602800;0;5839900;130900;22900;0;364900
1034 Hægebostad;1034;Hægebostad;2846200;1843600;0;1843600;0;979800;0;0;0;22800
1037 Kvinesdal;1037;Kvinesdal;17127900;10753500;4881500;5872000;0;5527700;392700;45800;147600;260600
1046 Sirdal;1046;Sirdal;2456800;1544000;430000;1114000;0;901400;0;0;0;11400
1101 Eigersund;1101;Eigersund;24034608;17718600;6690000;11028600;487000;4115800;1450808;45800;0;216600
1102 Sandnes;1102;Sandnes;75352807;45459400;11115500;34343900;1493000;23574700;3642707;181000;295200;706800
1103 Stavanger;1103;Stavanger;112715634;64393200;16431000;47962200;5327700;34549200;6909434;363100;295200;877800
1106 Haugesund;1106;Haugesund;51798206;32924250;9447000;23477250;3653356;14328200;130900;249700;0;511800
1111 Sokndal;1111;Sokndal;1371200;0;0;0;0;1371200;0;0;0;0
1112 Lund;1112;Lund;9759900;5458700;1675000;3783700;0;3902200;261800;91600;0;45600
1114 Bjerkreim;1114;Bjerkreim;883900;135000;0;135000;0;748900;0;0;0;0
1119 Hå;1119;Hå;12401900;5386600;1480000;3906600;0;6360800;392700;45800;147600;68400
1120 Klepp;1120;Klepp;19786900;15228100;3959500;11268600;0;3986400;130900;90500;0;351000
1121 Time;1121;Time;18154233;13494200;3580000;9914200;0;4228400;43633;91600;0;296400
1122 Gjesdal;1122;Gjesdal;13611700;10716000;3225000;7491000;0;2297500;392700;68700;0;136800
1124 Sola;1124;Sola;17380300;11930500;3699500;8231000;0;5034900;130900;113400;0;170600
1127 Randaberg;1127;Randaberg;20468115;15598800;3329000;12269800;0;2842100;1690115;131900;0;205200
1129 Forsand;1129;Forsand;637100;0;0;0;0;637100;0;0;0;0
1130 Strand;1130;Strand;21946018;13371600;3455000;9916600;1196518;6888000;261800;22900;0;205200
1133 Hjelmeland;1133;Hjelmeland;8075200;5914800;1860000;4054800;491000;1464500;0;22900;0;182000
1134 Suldal;1134;Suldal;9537400;6676800;1620000;5056800;800000;1781400;130900;22900;0;125400
1135 Sauda;1135;Sauda;9474100;7626700;156500;7470200;0;1687800;0;0;0;159600
1141 Finnøy;1141;Finnøy;964300;0;0;0;0;833400;130900;0;0;0
1142 Rennesøy;1142;Rennesøy;7698670;4804500;1346500;3458000;0;1557900;1188670;0;147600;0
1144 Kvitsøy;1144;Kvitsøy;272100;0;0;0;0;272100;0;0;0;0
1145 Bokn;1145;Bokn;602100;0;0;0;0;602100;0;0;0;0
1146 Tysvær;1146;Tysvær;17887032;12541000;4355000;8186000;2263532;2609200;130900;91600;0;250800
1149 Karmøy;1149;Karmøy;37701443;28955600;8473000;20482600;223343;7524900;392700;160300;0;444600
1151 Utsira;1151;Utsira;324400;0;0;0;0;324400;0;0;0;0
1160 Vindafjord;1160;Vindafjord;11161600;8529600;1595000;6934600;0;2426600;0;45800;0;159600
1201 Bergen;1201;Bergen;331686441;242433175;80974125;161459050;2215271;66339700;15160495;859200;706500;3972100
1211 Etne;1211;Etne;3197600;2340000;2340000;0;0;811800;0;45800;0;0
1216 Sveio;1216;Sveio;10201000;8033000;1530000;6503000;0;1763200;130900;68700;0;205200
1219 Bømlo;1219;Bømlo;22185475;13849200;2745000;11104200;320000;6198400;1407175;68700;0;342000
1221 Stord;1221;Stord;13354025;7190000;1550000;5640200;0;5835200;32725;22900;147600;125400
1222 Fitjar;1222;Fitjar;795500;0;0;0;0;795500;0;0;0;0
1223 Tysnes;1223;Tysnes;829300;0;0;0;0;829300;0;0;0;0
1224 Kvinnherad;1224;Kvinnherad;16537349;12480000;3051000;9429000;0;2741200;850849;22900;147600;294800
1227 Jondal;1227;Jondal;680000;0;0;0;0;680000;0;0;0;0
1228 Odda;1228;Odda;10345682;4175000;4175000;0;675898;5117600;239984;91600;0;45600
1231 Ullensvang;1231;Ullensvang;13072700;8425300;3276500;5148800;0;3892600;392700;44700;147600;169800
1232 Eidfjord;1232;Eidfjord;1375100;760000;620000;140000;0;580800;0;22900;0;11400
1233 Ulvik;1233;Ulvik;701300;0;0;0;0;701300;0;0;0;0
1234 Granvin;1234;Granvin;181500;0;0;0;0;181500;0;0;0;0
1235 Voss;1235;Voss;23026966;15163950;4950500;10213450;0;6714700;873516;128600;0;146200
1238 Kvam;1238;Kvam;16074163;11893400;4090000;7803400;575663;3234000;0;22900;143000;205200
1241 Fusa;1241;Fusa;679300;0;0;0;0;679300;0;0;0;0
1242 Samnanger;1242;Samnanger;4466100;1301800;0;1301800;2344600;785500;0;0;0;34200
1243 Os (Hord.);1243;Os (Hord.);9695100;6138000;1495000;4643000;0;3346200;130900;45800;0;34200
1244 Austevoll;1244;Austevoll;1020000;70000;0;70000;0;950000;0;0;0;0
1245 Sund;1245;Sund;6581000;2749000;430000;2319000;0;3775000;0;0;0;57000
1246 Fjell;1246;Fjell;17633033;13328800;3820000;9508800;399033;3620000;0;45800;0;239400
1247 Askøy;1247;Askøy;24131430;17445500;4966500;12479000;0;4638500;1547630;113400;0;386400
1251 Vaksdal;1251;Vaksdal;11239600;9370000;3103000;6267000;0;1735100;0;43600;0;90900
1252 Modalen;1252;Modalen;446700;0;0;0;0;315800;130900;0;0;0
1253 Osterøy;1253;Osterøy;1521500;0;0;0;0;1521500;0;0;0;0
1256 Meland;1256;Meland;8819700;6142200;2005000;4137200;210600;2011400;261800;68700;0;125000
1259 Øygarden;1259;Øygarden;13440600;11074100;3341500;7732600;0;2263900;0;0;0;102600
1260 Radøy;1260;Radøy;5213900;3534200;958000;2576200;0;1622700;0;0;0;57000
1263 Lindås;1263;Lindås;10739865;6684800;2705000;3979800;0;2695100;1257165;45800;0;57000
1264 Austrheim;1264;Austrheim;2014600;900000;740000;160000;0;1080300;0;22900;0;11400
1265 Fedje;1265;Fedje;175000;0;0;0;0;175000;0;0;0;0
1266 Masfjorden;1266;Masfjorden;608800;0;0;0;0;608800;0;0;0;0
1401 Flora;1401;Flora;37686500;28159400;8124000;20035400;0;7148700;1570800;205000;295200;307400
1411 Gulen;1411;Gulen;540000;0;0;0;0;540000;0;0;0;0
1412 Solund;1412;Solund;62800;0;0;0;0;62800;0;0;0;0
1413 Hyllestad;1413;Hyllestad;1467200;1215000;1215000;0;0;206400;0;45800;0;0
1416 Høyanger;1416;Høyanger;9267875;7286800;4100000;3186800;0;1432600;229075;45800;0;273600
1417 Vik;1417;Vik;1562800;971800;0;971800;0;568200;0;0;0;22800
1418 Balestrand;1418;Balestrand;3698200;2849000;0;2849000;0;815000;0;0;0;34200
1419 Leikanger;1419;Leikanger;3634600;2603600;765000;1838600;0;928400;0;0;0;102600
1420 Sogndal;1420;Sogndal;28811283;19532900;9346500;10186400;0;8736300;109083;91600;147600;193800
1421 Aurland;1421;Aurland;295200;0;0;0;0;295200;0;0;0;0
1422 Lærdal;1422;Lærdal;0;0;0;0;0;0;0;0;0;0
1424 Årdal;1424;Årdal;4130700;270000;0;270000;0;3860700;0;0;0;0
1426 Luster;1426;Luster;5122300;4125800;1700000;2425800;0;859400;0;68700;0;68400
1428 Askvoll;1428;Askvoll;849000;0;0;0;0;849000;0;0;0;0
1429 Fjaler;1429;Fjaler;966800;0;0;0;0;966800;0;0;0;0
1430 Gaular;1430;Gaular;684400;0;0;0;0;684400;0;0;0;0
1431 Jølster;1431;Jølster;9816000;4284400;445000;3839400;0;5452700;0;44700;0;34200
1432 Førde;1432;Førde;21139700;13059700;4501500;8558200;0;7101100;523600;182100;0;273200
1433 Naustdal;1433;Naustdal;540000;0;0;0;0;540000;0;0;0;0
1438 Bremanger;1438;Bremanger;13654300;6829800;2400000;4429800;0;6385500;130900;68700;0;239400
1439 Vågsøy;1439;Vågsøy;1077100;80000;0;80000;0;997100;0;0;0;0
1441 Selje;1441;Selje;956500;0;0;0;0;956500;0;0;0;0
1443 Eid;1443;Eid;8466910;5510200;1878000;3632200;0;1504000;1328110;67600;0;57000
1444 Hornindal;1444;Hornindal;184400;0;0;0;0;184400;0;0;0;0
1445 Gloppen;1445;Gloppen;13070165;9591400;4108000;5483400;0;1978900;1362865;45800;0;91200
1449 Stryn;1449;Stryn;15722700;13031600;5091000;7940600;0;2248100;0;135200;0;307800
1502 Molde;1502;Molde;55628243;39167100;12617500;26549600;1516789;10117600;3805654;201700;147600;671800
1504 Ålesund;1504;Ålesund;44098559;26527700;8810000;17717700;0;13674500;3348859;68700;0;478800
1505 Kristiansund;1505;Kristiansund;29169900;23453600;3799500;19654100;0;5157400;0;68700;0;490200
1511 Vanylven;1511;Vanylven;744300;0;0;0;0;744300;0;0;0;0
1514 Sande (M. og R.);1514;Sande (M. og R.);354400;0;0;0;0;354400;0;0;0;0
1515 Herøy (M. og R.);1515;Herøy (M. og R.);7193300;5445800;1840000;3605800;0;1599100;0;45800;0;102600
1516 Ulstein;1516;Ulstein;21451696;13980000;5834000;8146000;700296;6144800;261800;91600;0;273200
1517 Hareid;1517;Hareid;6823970;4039800;145000;3894800;0;1671700;1032570;22900;0;57000
1519 Volda;1519;Volda;35635562;21407700;6146500;15261200;2670430;7493700;3519332;135200;0;409200
1520 Ørsta;1520;Ørsta;19058728;13149400;3686500;9462900;689833;2940100;2006795;45800;0;226800
1523 Ørskog;1523;Ørskog;861600;0;0;0;0;861600;0;0;0;0
1524 Norddal;1524;Norddal;355800;0;0;0;0;355800;0;0;0;0
1525 Stranda;1525;Stranda;891200;0;0;0;0;891200;0;0;0;0
1526 Stordal;1526;Stordal;453200;215000;215000;0;0;238200;0;0;0;0
1528 Sykkylven;1528;Sykkylven;11330900;8954700;2659500;6295200;0;2028000;0;0;143000;205200
1529 Skodje;1529;Skodje;967700;0;0;0;0;967700;0;0;0;0
1531 Sula;1531;Sula;2946100;1595000;1055000;540000;0;1236800;0;68700;0;45600
1532 Giske;1532;Giske;11229500;8744300;3071500;5672800;0;2246400;0;45800;0;193000
1534 Haram;1534;Haram;13958900;10359000;2873000;7486000;0;3225300;0;21800;147600;205200
1535 Vestnes;1535;Vestnes;6639555;333600;0;333600;0;5680900;613655;0;0;11400
1539 Rauma;1539;Rauma;1254300;0;0;0;0;1254300;0;0;0;0
1543 Nesset;1543;Nesset;231300;0;0;0;0;231300;0;0;0;0
1545 Midsund;1545;Midsund;1260900;0;0;0;0;1260900;0;0;0;0
1546 Sandøy;1546;Sandøy;664200;0;0;0;0;664200;0;0;0;0
1547 Aukra;1547;Aukra;2686200;1434000;360000;1074000;0;1240800;0;0;0;11400
1548 Fræna;1548;Fræna;7039400;5239000;1815000;3424000;0;1686300;0;22900;0;91200
1551 Eide;1551;Eide;4025300;2812600;895000;1917600;0;1167000;0;22900;0;22800
1554 Averøy;1554;Averøy;3277300;1910000;1910000;0;0;1333000;0;22900;0;11400
1557 Gjemnes;1557;Gjemnes;790800;0;0;0;0;790800;0;0;0;0
1560 Tingvoll;1560;Tingvoll;6982000;2778600;645000;2133600;0;3264300;916300;0;0;22800
1563 Sunndal;1563;Sunndal;41179495;24529800;9345000;15184800;686588;12667900;2759807;45800;147600;342000
