kom;komnr;navn;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10
0429 Åmot;429;Åmot;4177150;1588000;708000;880000;0;1059600;1529550;0;0;0
0430 Stor-Elvdal;430;Stor-Elvdal;15706800;3432600;627000;2805600;0;12274200;0;0;0;0
0432 Rendalen;432;Rendalen;4402000;3347000;1947000;1400000;0;1031600;0;23400;0;0
0434 Engerdal;434;Engerdal;8712000;4712000;1239000;3473000;483000;3517000;0;0;0;0
0436 Tolga;436;Tolga;7329100;6102400;1679000;4423400;0;878400;278100;70200;0;0
0437 Tynset;437;Tynset;15989034;11348200;3354000;7994200;0;1800300;2793734;46800;0;0
0438 Alvdal;438;Alvdal;6207300;4954800;762000;4192800;0;1045300;185400;21800;0;0
0439 Folldal;439;Folldal;2986500;2456000;1206000;1250000;0;354900;0;23400;152200;0
0441 Os (Hedm.);441;Os (Hedm.);4751150;3008400;708000;2300400;0;398600;1344150;0;0;0
0501 Lillehammer;501;Lillehammer;61475436;45340300;17466000;27874300;8116886;4836900;2846450;323500;0;11400
0502 Gjøvik;502;Gjøvik;55676133;38781000;10868000;27913000;7125475;4621300;4568658;279300;152200;148200
0511 Dovre;511;Dovre;7209800;4223800;1383000;2840800;0;2962600;0;23400;0;0
0512 Lesja;512;Lesja;1011700;933000;933000;0;0;31900;0;46800;0;0
0513 Skjåk;513;Skjåk;6469300;5453800;1886000;3567800;0;980700;0;23400;0;11400
0514 Lom;514;Lom;6937900;5847600;2460000;3387600;0;1043500;0;46800;0;0
0515 Vågå;515;Vågå;10498700;8769400;2433400;6336000;0;1705900;0;23400;0;0
0516 Nord-Fron;516;Nord-Fron;14174425;12435200;5549000;6886200;0;1303300;218125;183600;0;34200
0517 Sel;517;Sel;19054317;10290400;2271000;8019400;0;7444300;1319617;0;0;0
0519 Sør-Fron;519;Sør-Fron;803700;352600;0;352600;0;451100;0;0;0;0
0520 Ringebu;520;Ringebu;6234400;2776000;1110000;1666000;0;3435000;0;23400;0;0
0521 Øyer;521;Øyer;16140796;11046600;2895000;8151600;3100596;1447200;370800;23400;152200;0
0522 Gausdal;522;Gausdal;4895200;4023000;1650000;2373000;0;803100;0;46300;0;22800
0528 Østre Toten;528;Østre Toten;16415150;11307350;3024000;8283350;0;5061000;0;46800;0;0
0529 Vestre Toten;529;Vestre Toten;19633200;13334000;3735000;9599000;0;5729400;370800;46800;152200;0
0532 Jevnaker;532;Jevnaker;7781400;6379000;3186000;3193000;0;1156600;0;93600;152200;0
0533 Lunner;533;Lunner;30290200;24683800;7605000;17078800;0;4470600;1112400;23400;0;0
0534 Gran;534;Gran;35820101,52;30304200;10065000;20239200;754901,52;3473000;1112400;23400;152200;0
0536 Søndre Land;536;Søndre Land;10288300;4213200;1335000;2878200;0;5657500;370800;46800;0;0
0538 Nordre Land;538;Nordre Land;17544514;13353600;5502000;7851600;682714;1908000;1483200;117000;0;0
0540 Sør-Aurdal;540;Sør-Aurdal;4261900;3380800;0;3380800;0;881100;0;0;0;0
0541 Etnedal;541;Etnedal;10817900;3709200;1384000;2325200;0;6949700;0;0;147600;11400
0542 Nord-Aurdal;542;Nord-Aurdal;8892200;7548000;2129000;5419000;0;1297400;0;46800;0;0
0543 Vestre Slidre;543;Vestre Slidre;4597600;2661000;1431000;1230000;0;1751200;185400;0;0;0
0544 Øystre Slidre;544;Øystre Slidre;3225900;2454200;1479000;975200;0;771700;0;0;0;0
0545 Vang;545;Vang;6548500;2574800;1447000;1127800;0;3927400;0;46300;0;0
0602 Drammen;602;Drammen;135107018;96237400;28067000;68170400;7234802;22386100;8410716;628800;152200;57000
0604 Kongsberg;604;Kongsberg;39567370;26740400;6979000;19761400;561695;10137300;1884075;209100;0;34800
0605 Ringerike;605;Ringerike;27359300;20653100;6185000;14468100;0;5986200;556200;163800;0;0
0612 Hole;612;Hole;4862500;3580400;390000;3190400;0;1282100;0;0;0;0
0615 Flå;615;Flå;2223500;1770000;1770000;0;0;277900;0;23400;152200;0
0616 Nes (Busk.);616;Nes (Busk.);10674600;4955100;603500;4351600;0;5663900;0;21800;0;33800
0617 Gol;617;Gol;10025994;6963600;1905000;5058600;1457969;1158600;218125;68700;147600;11400
0618 Hemsedal;618;Hemsedal;8445800;4033800;933000;3100800;0;4179800;185400;46800;0;0
0619 Ål;619;Ål;10551400;7094200;2943000;4151200;0;3457200;0;0;0;0
0620 Hol;620;Hol;4567800;3340600;885000;2455600;0;1180400;0;46800;0;0
0621 Sigdal;621;Sigdal;6254900;4010400;1360000;2650400;588200;1599200;0;22900;0;34200
0622 Krødsherad;622;Krødsherad;1905300;800000;0;800000;0;1105300;0;0;0;0
0623 Modum;623;Modum;20761317;15309800;5220000;10089800;0;2776400;2617417;46300;0;11400
0624 Øvre Eiker;624;Øvre Eiker;19845400;15953600;4766000;11187600;330200;2461400;927000;161800;0;11400
0625 Nedre Eiker;625;Nedre Eiker;21317000;15895200;5864000;10031200;0;4665700;463500;140400;152200;0
0626 Lier;626;Lier;25502000;19487900;5602500;13885400;0;4063100;1823100;116500;0;11400
0627 Røyken;627;Røyken;16449900;12504400;2832000;9672400;160000;3586500;0;46800;152200;0
0628 Hurum;628;Hurum;17110250;13831750;3474000;10357750;744000;1931500;556200;46800;0;0
0631 Flesberg;631;Flesberg;10745700;9324800;2028000;7296800;0;1397500;0;23400;0;0
0632 Rollag;632;Rollag;6946200;5639800;1732000;3907800;0;1158800;0;0;147600;0
0633 Nore og Uvdal;633;Nore og Uvdal;9993200;6853800;1560000;5293800;2006300;947700;185400;0;0;0
0701 Horten;701;Horten;39717378,8;26815800;8976000;17839800;2245269,8;5014700;5271209;138400;152200;79800
0702 Holmestrand;702;Holmestrand;10680461;5416400;1373000;4043400;1402361;1984300;1854000;23400;0;0
0704 Tønsberg;704;Tønsberg;38621850;24399700;9920000;14479700;0;10630900;3229050;187200;152200;22800
0706 Sandefjord;706;Sandefjord;32435050;22676800;6678000;15998800;650000;6815100;2023950;117000;152200;0
0709 Larvik;709;Larvik;51115320;29463000;7196000;22267000;6254070;9013600;6010050;70200;304400;0
0711 Svelvik;711;Svelvik;4758000;3448000;2655000;793000;0;1263200;0;46800;0;0
0713 Sande (Vestf.);713;Sande (Vestf.);12206100;10170600;2582000;7588600;0;1942900;0;92600;0;0
0714 Hof;714;Hof;2083000;1075000;475000;600000;0;985100;0;22900;0;0
0716 Re;716;Re (f.o.m. 2002);9084500;7564400;2081000;5483400;0;1496700;0;23400;0;0
0719 Andebu;719;Andebu;7519258;4852400;2199800;2652600;0;1085200;1478658;46800;0;56200
0720 Stokke;720;Stokke;21550950;13083800;1581000;11502800;0;7076200;1344150;46800;0;0
0722 Nøtterøy;722;Nøtterøy;21502498;15480150;4716000;10764150;367540;2603400;2946408;105000;0;0
0723 Tjøme;723;Tjøme;5958900;4883000;1350000;3533000;0;1075900;0;0;0;0
0728 Lardal;728;Lardal;4042167;2974000;1581000;1393000;0;905100;10867;0;152200;0
0805 Porsgrunn;805;Porsgrunn;49615110;36550800;12150000;24400800;1456760;8595500;2641950;301700;0;68400
0806 Skien;806;Skien;111447082;75906850;20064000;55842850;8574332;19183000;7385100;397800;0;0
0807 Notodden;807;Notodden;36708100;27766200;9977000;17789200;825700;3930200;3893400;140400;152200;0
0811 Siljan;811;Siljan;7930000;7056000;1947000;5109000;0;874000;0;0;0;0
0814 Bamble;814;Bamble;37975667;30174600;7086000;23088600;495300;3574500;3208167;138900;304400;79800
0815 Kragerø;815;Kragerø;37445533;28141600;7952000;20189600;2364033;4011300;2719200;163800;0;45600
0817 Drangedal;817;Drangedal;9820926;7662000;2789000;4873000;704826;1278500;0;23400;152200;0
0819 Nome;819;Nome;13439118;7549400;1383000;6166400;1195618;4485300;185400;23400;0;0
0821 Bø (Telemark);821;Bø (Telem.);16269490;10075200;3314000;6761200;3249490;1901800;927000;116000;0;0
0822 Sauherad;822;Sauherad;17897124;13325600;4731000;8594600;1944224;1815500;741600;70200;0;0
0826 Tinn;826;Tinn;24937317;15302400;5723000;9579400;1651400;5550500;2246617;0;152200;34200
0827 Hjartdal;827;Hjartdal;3345800;1802000;402000;1400000;0;778800;741600;23400;0;0
0828 Seljord;828;Seljord;8940692;6897600;3110000;3787600;856792;1116100;0;70200;0;0
0829 Kviteseid;829;Kviteseid;268800;0;0;0;0;268800;0;0;0;0
0830 Nissedal;830;Nissedal;737600;0;0;0;0;737600;0;0;0;0
0831 Fyresdal;831;Fyresdal;4797200;3517000;1597000;1920000;0;1233900;0;46300;0;0
0833 Tokke;833;Tokke;180000;0;0;0;0;180000;0;0;0;0
0834 Vinje;834;Vinje;4440000;3343600;2268000;1075600;0;874000;0;70200;152200;0
0901 Risør;901;Risør;26329261;15869400;4360000;11509400;2869961;4881800;2626500;70200;0;11400
0904 Grimstad;904;Grimstad;49637253;33532800;11207000;22325800;6648545;5624500;3749808;70200;0;11400
0906 Arendal;906;Arendal;71752525;51649300;16570700;35078600;5673367;8685700;5205758;234000;304400;0
0911 Gjerstad;911;Gjerstad;13585900;10382100;4326000;6056100;1812900;1390900;0;0;0;0
0912 Vegårshei;912;Vegårshei;2819400;2530000;2250000;280000;0;289400;0;0;0;0
0914 Tvedestrand;914;Tvedestrand;7398700;5824000;981000;4843000;0;1551300;0;23400;0;0
0919 Froland;919;Froland;5652229;3031200;0;3031200;1220629;1215000;185400;0;0;0
0926 Lillesand;926;Lillesand;18810500;13049400;5880000;7169400;800100;3825400;1019700;93100;0;22800
0928 Birkenes;928;Birkenes;9806650;6048000;1723000;4325000;0;3512600;200850;45200;0;0
0929 Åmli;929;Åmli;4122200;3300200;1062000;2238200;0;822000;0;0;0;0
0935 Iveland;935;Iveland;5108900;4144200;1866000;2278200;0;917900;0;46800;0;0
0937 Evje og Hornnes;937;Evje og Hornnes;6781100;5230200;2145000;3085200;0;1133800;370800;46300;0;0
0938 Bygland;938;Bygland;177000;177000;177000;0;0;0;0;0;0;0
0940 Valle;940;Valle;6191100;5195200;2460000;2735200;0;949100;0;46800;0;0
0941 Bykle;941;Bykle;4074200;3227000;1914000;1313000;0;800400;0;46800;0;0
1001 Kristiansand;1001;Kristiansand;194538875;143481000;54750000;88731000;14569688;24743800;10166287;741900;756400;79800
1002 Mandal;1002;Mandal;45806144;29804500;8986000;20818500;2095254;10888400;2818790;115400;0;83800
1003 Farsund;1003;Farsund;18258600;11586800;2647000;8939800;0;6451600;185400;23400;0;11400
1004 Flekkefjord;1004;Flekkefjord;15902500;10979400;5707000;5272400;0;4644100;185400;93600;0;0
1014 Vennesla;1014;Vennesla;21891050;17196400;6674000;10522400;1507050;2846200;61800;116000;152200;11400
1017 Songdalen;1017;Songdalen;21647597;15244800;4625000;10619800;3829797;2076900;370800;93600;0;31700
1018 Søgne;1018;Søgne;20176315;15419800;5220000;10199800;1107815;2385600;1112400;116500;0;34200
1021 Marnardal;1021;Marnardal;6159200;5186000;2001000;3185000;0;857800;0;115400;0;0
1026 Åseral;1026;Åseral;1087800;778000;708000;70000;0;309800;0;0;0;0
1027 Audnedal;1027;Audnedal;4910300;2905000;1105000;1800000;852900;1152400;0;0;0;0
1029 Lindesnes;1029;Lindesnes;13256270;6842000;1689000;5153000;4925570;1418500;0;70200;0;0
1032 Lyngdal;1032;Lyngdal;20721658;13549600;3255000;10294600;960000;5599600;261758;46300;304400;0
1034 Hægebostad;1034;Hægebostad;2914400;1930200;675000;1255200;0;984200;0;0;0;0
1037 Kvinesdal;1037;Kvinesdal;18839200;13800000;4901000;8899000;0;4621600;370800;46800;0;0
1046 Sirdal;1046;Sirdal;4409800;3476000;1683000;1793000;0;887500;0;46300;0;0
1101 Eigersund;1101;Eigersund;32568550;26188200;10408000;15780200;165100;4328100;1653150;234000;0;0
1102 Sandnes;1102;Sandnes;72763841;46283700;12207000;34076700;2249741;20898900;3120900;210600;0;0
1103 Stavanger;1103;Stavanger;117440227;74118700;21459000;52659700;5385103;28496000;9148224;280800;0;11400
1106 Haugesund;1106;Haugesund;49561034;34839100;11179000;23660100;3026934;11076800;185400;117000;304400;11400
1111 Sokndal;1111;Sokndal;1067300;0;0;0;0;1067300;0;0;0;0
1112 Lund;1112;Lund;9521100;6293400;1770000;4523400;0;2810100;370800;46800;0;0
1114 Bjerkreim;1114;Bjerkreim;2197000;1544000;1464000;80000;0;653000;0;0;0;0
1119 Hå;1119;Hå;16350100;8915600;4747000;4168600;0;7364800;0;69700;0;0
1120 Klepp;1120;Klepp;21439236;17612800;5130000;12482800;60836;3195300;185400;46300;304400;34200
1121 Time;1121;Time;21466400;16713400;6184000;10529400;0;4148700;370800;233500;0;0
1122 Gjesdal;1122;Gjesdal;15356500;12868500;3849000;9019500;0;2070900;370800;46300;0;0
1124 Sola;1124;Sola;21567206;15717600;5239500;10478100;0;4536100;1174106;117000;0;22400
1127 Randaberg;1127;Randaberg;23366284;18324950;6970000;11354950;0;2602700;1866734;69700;456600;45600
1129 Forsand;1129;Forsand;266100;0;0;0;0;266100;0;0;0;0
1130 Strand;1130;Strand;29126950;20003100;7083000;12920100;1129100;7381200;417150;139400;0;57000
1133 Hjelmeland;1133;Hjelmeland;7597400;5850100;1704000;4146100;453000;1270900;0;23400;0;0
1134 Suldal;1134;Suldal;12108281;9602600;3560000;6042600;1114381;1344500;0;46800;0;0
1135 Sauda;1135;Sauda;10555600;8881400;2095000;6786400;0;1651300;0;22900;0;0
1141 Finnøy;1141;Finnøy;431400;0;0;0;0;246000;185400;0;0;0
1142 Rennesøy;1142;Rennesøy;8014800;6096000;2130000;3966000;0;1177200;741600;0;0;0
1144 Kvitsøy;1144;Kvitsøy;300200;0;0;0;0;300200;0;0;0;0
1145 Bokn;1145;Bokn;352200;0;0;0;0;352200;0;0;0;0
1146 Tysvær;1146;Tysvær;17648746;12381000;2799000;9582000;2351146;2614200;185400;117000;0;0
1149 Karmøy;1149;Karmøy;40088425;31058200;8000000;23058200;1319725;7037300;556200;117000;0;0
1151 Utsira;1151;Utsira;234700;0;0;0;0;234700;0;0;0;0
1160 Vindafjord;1160;Vindafjord;10018900;8034200;1467000;6567200;0;1984700;0;0;0;0
1201 Bergen;1201;Bergen;355655913;272433463;85230500;187202963;0;60443700;20981100;997300;604200;196150
1211 Etne;1211;Etne;5859000;4716000;2316000;2400000;0;1119600;0;23400;0;0
1216 Sveio;1216;Sveio;10938900;9269000;2213000;7056000;0;1623700;0;23400;0;22800
1219 Bømlo;1219;Bømlo;20657882;13308400;3909000;9399400;708682;5596800;927000;117000;0;0
1221 Stord;1221;Stord;16740400;11576400;4690000;6886400;0;4907400;0;70200;152200;34200
1222 Fitjar;1222;Fitjar;272900;0;0;0;0;272900;0;0;0;0
1223 Tysnes;1223;Tysnes;781900;0;0;0;0;781900;0;0;0;0
1224 Kvinnherad;1224;Kvinnherad;15826150;12601400;4026000;8575400;0;1792100;1375050;57600;0;0
1227 Jondal;1227;Jondal;323500;0;0;0;0;323500;0;0;0;0
1228 Odda;1228;Odda;15773152;9153000;4283000;4870000;730352;5495600;370800;23400;0;0
1231 Ullensvang;1231;Ullensvang;16107100;11561000;4629400;6931600;0;3837700;556200;0;152200;0
1232 Eidfjord;1232;Eidfjord;1144100;800000;0;800000;0;344100;0;0;0;0
1233 Ulvik;1233;Ulvik;2598600;2154000;2154000;0;0;427800;0;16800;0;0
1234 Granvin;1234;Granvin;266100;0;0;0;0;266100;0;0;0;0
1235 Voss;1235;Voss;31521650;23600400;11878000;11722400;0;7032900;726150;139400;0;22800
1238 Kvam;1238;Kvam;16662500;13603900;4658400;8945500;800100;2039200;0;150600;0;68700
1241 Fusa;1241;Fusa;1062900;708000;708000;0;0;354900;0;0;0;0
1242 Samnanger;1242;Samnanger;1959200;1136600;354000;782600;0;799200;0;23400;0;0
1243 Os (Hord.);1243;Os (Hord.);10070200;7188000;2542000;4646000;0;2812500;0;69700;0;0
1244 Austevoll;1244;Austevoll;2600700;1394000;1194000;200000;0;1183300;0;23400;0;0
1245 Sund;1245;Sund;6375500;2970500;1350000;1620500;0;3405000;0;0;0;0
1246 Fjell;1246;Fjell;17345100;13499600;3828000;9671600;253000;3498900;0;93600;0;0
1247 Askøy;1247;Askøy;23472750;18027000;4359000;13668000;0;3421500;1931250;70200;0;22800
1251 Vaksdal;1251;Vaksdal;8790800;7267000;1758000;5509000;0;1500400;0;23400;0;0
1252 Modalen;1252;Modalen;761550;415000;215000;200000;0;300200;46350;0;0;0
1253 Osterøy;1253;Osterøy;1278800;0;0;0;0;1278800;0;0;0;0
1256 Meland;1256;Meland;7684150;5812400;1062000;4750400;262400;1423500;139050;46800;0;0
1259 Øygarden;1259;Øygarden;21048600;18751600;8559000;10192600;0;2099000;0;163800;0;34200
1260 Radøy;1260;Radøy;5827000;4729400;2556000;2173400;0;1074200;0;23400;0;0
1263 Lindås;1263;Lindås;13124000;9644600;4316000;5328600;0;2289300;1143300;46800;0;0
1264 Austrheim;1264;Austrheim;5463650;4506000;3636000;870000;0;934250;0;23400;0;0
1265 Fedje;1265;Fedje;480900;225000;0;225000;0;255900;0;0;0;0
1266 Masfjorden;1266;Masfjorden;287800;0;0;0;0;287800;0;0;0;0
1401 Flora;1401;Flora;43795269;34438000;11558000;22880000;489869;7380100;927000;255900;304400;0
1411 Gulen;1411;Gulen;2255100;1416000;1416000;0;0;792300;0;46800;0;0
1412 Solund;1412;Solund;180000;0;0;0;0;180000;0;0;0;0
1413 Hyllestad;1413;Hyllestad;4301200;3360600;1818000;1542600;0;847000;0;93600;0;0
1416 Høyanger;1416;Høyanger;11260700;9636600;2814000;6822600;0;1438700;185400;0;0;0
1417 Vik;1417;Vik;1561900;1227600;675000;552600;0;334300;0;0;0;0
1418 Balestrand;1418;Balestrand;2723500;1993000;0;1993000;0;730500;0;0;0;0
1419 Leikanger;1419;Leikanger;2981700;2100200;225000;1875200;0;881500;0;0;0;0
1420 Sogndal;1420;Sogndal;34102600;25381200;8624000;16757200;0;8385300;185400;116500;0;34200
1421 Aurland;1421;Aurland;226500;0;0;0;0;226500;0;0;0;0
1422 Lærdal;1422;Lærdal;1406400;1383000;1383000;0;0;0;0;23400;0;0
1424 Årdal;1424;Årdal;10887900;1652000;1512000;140000;0;9189100;0;46800;0;0
1426 Luster;1426;Luster;7907600;6890000;2687000;4203000;0;994700;0;22900;0;0
1428 Askvoll;1428;Askvoll;784100;0;0;0;0;784100;0;0;0;0
1429 Fjaler;1429;Fjaler;364000;0;0;0;0;364000;0;0;0;0
1430 Gaular;1430;Gaular;281200;0;0;0;0;281200;0;0;0;0
1431 Jølster;1431;Jølster;8674500;4536800;1416000;3120800;0;4137700;0;0;0;0
1432 Førde;1432;Førde;19970400;13468400;2056000;11412400;0;6050700;370800;46300;0;34200
1433 Naustdal;1433;Naustdal;560000;0;0;0;0;560000;0;0;0;0
1438 Bremanger;1438;Bremanger;11853800;6755600;177000;6578600;0;4912800;185400;0;0;0
1439 Vågsøy;1439;Vågsøy;872300;70000;0;70000;0;802300;0;0;0;0
1441 Selje;1441;Selje;967700;0;0;0;0;967700;0;0;0;0
1443 Eid;1443;Eid;12268750;9374000;5171000;4203000;0;1417700;1313250;163800;0;0
1444 Hornindal;1444;Hornindal;31900;0;0;0;0;31900;0;0;0;0
1445 Gloppen;1445;Gloppen;15950500;12001800;4258000;7743800;0;2090400;1730400;116500;0;11400
1449 Stryn;1449;Stryn;17414600;15176200;5952000;9224200;0;2004400;0;234000;0;0
1502 Molde;1502;Molde;72291590;53682100;20968000;32714100;3553190;9693200;4511400;349500;456600;45600
1504 Ålesund;1504;Ålesund;51057504;32372950;9419000;22953950;650054;11732900;6056400;70200;152200;22800
1505 Kristiansund;1505;Kristiansund;46760610;40266000;16322000;23944000;235810;5126700;0;439100;590400;102600
1511 Vanylven;1511;Vanylven;2213000;1929000;1929000;0;0;260600;0;23400;0;0
1514 Sande (M. og R.);1514;Sande (M. og R.);1150400;0;0;0;0;965000;185400;0;0;0
1515 Herøy (M. og R.);1515;Herøy (M. og R.);7565300;5871600;1416000;4455600;0;1670300;0;23400;0;0
1516 Ulstein;1516;Ulstein;24780491;16591091;5559691;11031400;800100;6879100;370800;139400;0;0
1517 Hareid;1517;Hareid;6881100;4683600;745000;3938600;160000;1458500;556200;0;0;22800
1519 Volda;1519;Volda;38032790;21393200;6450000;14943200;2854940;9611800;4032450;140400;0;0
1520 Ørsta;1520;Ørsta;21286074;15687800;5025000;10662800;0;2579400;2890974;116500;0;11400
1523 Ørskog;1523;Ørskog;6081200;4666900;3557500;1109400;0;1238700;0;23400;152200;0
1524 Norddal;1524;Norddal;332600;0;0;0;0;332600;0;0;0;0
1525 Stranda;1525;Stranda;899600;0;0;0;0;899600;0;0;0;0
1526 Stordal;1526;Stordal;214100;0;0;0;0;214100;0;0;0;0
1528 Sykkylven;1528;Sykkylven;14396900;11805800;3602000;8203800;0;2487600;0;92100;0;11400
1529 Skodje;1529;Skodje;783000;0;0;0;0;783000;0;0;0;0
1531 Sula;1531;Sula;4509700;3103000;1383000;1720000;0;1406700;0;0;0;0
1532 Giske;1532;Giske;11411200;9760600;2996000;6764600;0;1650600;0;0;0;0
1534 Haram;1534;Haram;14254100;11367000;3555000;7812000;0;2631500;185400;70200;0;0
1535 Vestnes;1535;Vestnes;15538175;8300200;4615000;3685200;0;6580000;542575;92600;0;22800
1539 Rauma;1539;Rauma;979100;0;0;0;0;979100;0;0;0;0
1543 Nesset;1543;Nesset;2548000;2250000;2250000;0;0;298000;0;0;0;0
1545 Midsund;1545;Midsund;952200;0;0;0;0;952200;0;0;0;0
1546 Sandøy;1546;Sandøy;334800;0;0;0;0;334800;0;0;0;0
1547 Aukra;1547;Aukra;2717700;1677000;354000;1323000;0;1017300;0;23400;0;0
1548 Fræna;1548;Fræna;6660800;4990400;1110000;3880400;0;1647000;0;23400;0;0
1551 Eide;1551;Eide;3769200;2523200;145000;2378200;0;1223100;0;22900;0;0
1554 Averøy;1554;Averøy;7522600;5362000;2362000;3000000;535500;1579300;0;45800;0;0
1557 Gjemnes;1557;Gjemnes;695300;0;0;0;0;695300;0;0;0;0
1560 Tingvoll;1560;Tingvoll;8037900;3951200;2766000;1185200;0;3877900;185400;23400;0;0
1563 Sunndal;1563;Sunndal;42272528;25609000;6658000;18951000;660228;13638100;2224800;140400;0;0
1566 Surnadal;1566;Surnadal;9372000;8001000;5241000;2760000;0;1300800;0;70200;0;0
