"naringsregion_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"82","toaar","1","alle","2013","prosent","0","intro_status_arbutd"
"83","toaar","1","alle","2013","prosent","100","intro_status_arbutd"
"99","toaar","1","alle","2013","prosent","100","intro_status_arbutd"
"01","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"02","toaar","1","arbutd","2013","personer","13","intro_status_arbutd"
"03","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"04","toaar","1","arbutd","2013","personer","27","intro_status_arbutd"
"05","toaar","1","arbutd","2013","personer","29","intro_status_arbutd"
"06","toaar","1","arbutd","2013","personer","34","intro_status_arbutd"
"07","toaar","1","arbutd","2013","personer","31","intro_status_arbutd"
"08","toaar","1","arbutd","2013","personer","8","intro_status_arbutd"
"09","toaar","1","arbutd","2013","personer","87","intro_status_arbutd"
"10","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"11","toaar","1","arbutd","2013","personer","8","intro_status_arbutd"
"12","toaar","1","arbutd","2013","personer","31","intro_status_arbutd"
"13","toaar","1","arbutd","2013","personer","9","intro_status_arbutd"
"14","toaar","1","arbutd","2013","personer","12","intro_status_arbutd"
"15","toaar","1","arbutd","2013","personer","24","intro_status_arbutd"
"16","toaar","1","arbutd","2013","personer","12","intro_status_arbutd"
"17","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"18","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"19","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"20","toaar","1","arbutd","2013","personer","51","intro_status_arbutd"
"21","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"22","toaar","1","arbutd","2013","personer","7","intro_status_arbutd"
"23","toaar","1","arbutd","2013","personer","8","intro_status_arbutd"
"24","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"25","toaar","1","arbutd","2013","personer","14","intro_status_arbutd"
"26","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"27","toaar","1","arbutd","2013","personer","58","intro_status_arbutd"
"28","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"29","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"30","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"31","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"32","toaar","1","arbutd","2013","personer","34","intro_status_arbutd"
"33","toaar","1","arbutd","2013","personer","10","intro_status_arbutd"
"34","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"35","toaar","1","arbutd","2013","personer","60","intro_status_arbutd"
"36","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"37","toaar","1","arbutd","2013","personer","25","intro_status_arbutd"
"38","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"39","toaar","1","arbutd","2013","personer","54","intro_status_arbutd"
"40","toaar","1","arbutd","2013","personer","87","intro_status_arbutd"
"41","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"42","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"43","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"44","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"45","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"46","toaar","1","arbutd","2013","personer","14","intro_status_arbutd"
"47","toaar","1","arbutd","2013","personer","17","intro_status_arbutd"
"48","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"49","toaar","1","arbutd","2013","personer","17","intro_status_arbutd"
"50","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"51","toaar","1","arbutd","2013","personer","20","intro_status_arbutd"
"52","toaar","1","arbutd","2013","personer","16","intro_status_arbutd"
"53","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"54","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"55","toaar","1","arbutd","2013","personer","11","intro_status_arbutd"
"56","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"57","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"58","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"59","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"60","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"61","toaar","1","arbutd","2013","personer","66","intro_status_arbutd"
"62","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"63","toaar","1","arbutd","2013","personer","21","intro_status_arbutd"
"64","toaar","1","arbutd","2013","personer","32","intro_status_arbutd"
"65","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"66","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"67","toaar","1","arbutd","2013","personer","10","intro_status_arbutd"
"68","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"69","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"70","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"71","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"72","toaar","1","arbutd","2013","personer","9","intro_status_arbutd"
"73","toaar","1","arbutd","2013","personer","48","intro_status_arbutd"
"74","toaar","1","arbutd","2013","personer","4","intro_status_arbutd"
"75","toaar","1","arbutd","2013","personer","24","intro_status_arbutd"
"76","toaar","1","arbutd","2013","personer","25","intro_status_arbutd"
"77","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"78","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"79","toaar","1","arbutd","2013","personer","25","intro_status_arbutd"
"80","toaar","1","arbutd","2013","personer","5","intro_status_arbutd"
"81","toaar","1","arbutd","2013","personer","25","intro_status_arbutd"
"82","toaar","1","arbutd","2013","personer","0","intro_status_arbutd"
"83","toaar","1","arbutd","2013","personer",":","intro_status_arbutd"
"99","toaar","1","arbutd","2013","personer","15","intro_status_arbutd"
"01","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"02","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"03","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"04","toaar","1","ledig_tiltak","2013","personer","9","intro_status_arbutd"
"05","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"06","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"07","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"08","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"09","toaar","1","ledig_tiltak","2013","personer","10","intro_status_arbutd"
"10","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"11","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"12","toaar","1","ledig_tiltak","2013","personer","5","intro_status_arbutd"
"13","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"14","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"15","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"16","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"17","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"18","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"19","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"20","toaar","1","ledig_tiltak","2013","personer","7","intro_status_arbutd"
"21","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"22","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"23","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"24","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"25","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"26","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"27","toaar","1","ledig_tiltak","2013","personer","6","intro_status_arbutd"
"28","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"29","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"30","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"31","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"32","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"33","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"34","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"35","toaar","1","ledig_tiltak","2013","personer","5","intro_status_arbutd"
"36","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"37","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"38","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"39","toaar","1","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"40","toaar","1","ledig_tiltak","2013","personer","10","intro_status_arbutd"
"41","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"42","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"43","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"44","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"45","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"46","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"47","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"48","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"49","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"50","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"51","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"52","toaar","1","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"53","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"54","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"55","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"56","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"57","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"58","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"59","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"60","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"61","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"62","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"63","toaar","1","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"64","toaar","1","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"65","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"66","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"67","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"68","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"69","toaar","1","ledig_tiltak","2013","personer","3","intro_status_arbutd"
"70","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"71","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"72","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"73","toaar","1","ledig_tiltak","2013","personer","8","intro_status_arbutd"
"74","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"75","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"76","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"77","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"78","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"79","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"80","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"81","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"82","toaar","1","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"83","toaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"99","toaar","1","ledig_tiltak","2013","personer","4","intro_status_arbutd"
"01","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"02","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"03","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"04","toaar","1","annet","2013","personer","7","intro_status_arbutd"
"05","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"06","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"07","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"08","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"09","toaar","1","annet","2013","personer","18","intro_status_arbutd"
"10","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"11","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"12","toaar","1","annet","2013","personer","7","intro_status_arbutd"
"13","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"14","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"15","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"16","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"17","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"18","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"19","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"20","toaar","1","annet","2013","personer","6","intro_status_arbutd"
"21","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"22","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"23","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"24","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"25","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"26","toaar","1","annet","2013","personer","3","intro_status_arbutd"
"27","toaar","1","annet","2013","personer","17","intro_status_arbutd"
"28","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"29","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"30","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"31","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"32","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"33","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"34","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"35","toaar","1","annet","2013","personer","15","intro_status_arbutd"
"36","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"37","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"38","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"39","toaar","1","annet","2013","personer","11","intro_status_arbutd"
"40","toaar","1","annet","2013","personer","26","intro_status_arbutd"
"41","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"42","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"43","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"44","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"45","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"46","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"47","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"48","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"49","toaar","1","annet","2013","personer","5","intro_status_arbutd"
"50","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"51","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"52","toaar","1","annet","2013","personer","7","intro_status_arbutd"
"53","toaar","1","annet","2013","personer","8","intro_status_arbutd"
"54","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"55","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"56","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"57","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"58","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"59","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"60","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"61","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"62","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"63","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"64","toaar","1","annet","2013","personer","9","intro_status_arbutd"
"65","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"66","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"67","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"68","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"69","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"70","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"71","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"72","toaar","1","annet","2013","personer","3","intro_status_arbutd"
"73","toaar","1","annet","2013","personer","6","intro_status_arbutd"
"74","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"75","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"76","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"77","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"78","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"79","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"80","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"81","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"82","toaar","1","annet","2013","personer","0","intro_status_arbutd"
"83","toaar","1","annet","2013","personer",":","intro_status_arbutd"
"99","toaar","1","annet","2013","personer","4","intro_status_arbutd"
"01","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"02","toaar","1","arbutd","2013","prosent","76","intro_status_arbutd"
"03","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"04","toaar","1","arbutd","2013","prosent","63","intro_status_arbutd"
"05","toaar","1","arbutd","2013","prosent","83","intro_status_arbutd"
"06","toaar","1","arbutd","2013","prosent","79","intro_status_arbutd"
"07","toaar","1","arbutd","2013","prosent","89","intro_status_arbutd"
"08","toaar","1","arbutd","2013","prosent","53","intro_status_arbutd"
"09","toaar","1","arbutd","2013","prosent","76","intro_status_arbutd"
"10","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"11","toaar","1","arbutd","2013","prosent","47","intro_status_arbutd"
"12","toaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"13","toaar","1","arbutd","2013","prosent","64","intro_status_arbutd"
"14","toaar","1","arbutd","2013","prosent","60","intro_status_arbutd"
"15","toaar","1","arbutd","2013","prosent","73","intro_status_arbutd"
"16","toaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"17","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"18","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"19","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"20","toaar","1","arbutd","2013","prosent","80","intro_status_arbutd"
"21","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"22","toaar","1","arbutd","2013","prosent","100","intro_status_arbutd"
"23","toaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"24","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"25","toaar","1","arbutd","2013","prosent","56","intro_status_arbutd"
"26","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"27","toaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"28","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"29","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"30","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"31","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"32","toaar","1","arbutd","2013","prosent","83","intro_status_arbutd"
"33","toaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"34","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"35","toaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"36","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"37","toaar","1","arbutd","2013","prosent","76","intro_status_arbutd"
"38","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"39","toaar","1","arbutd","2013","prosent","78","intro_status_arbutd"
"40","toaar","1","arbutd","2013","prosent","71","intro_status_arbutd"
"41","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"42","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"43","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"44","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"45","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"46","toaar","1","arbutd","2013","prosent","74","intro_status_arbutd"
"47","toaar","1","arbutd","2013","prosent","71","intro_status_arbutd"
"48","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"49","toaar","1","arbutd","2013","prosent","77","intro_status_arbutd"
"50","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"51","toaar","1","arbutd","2013","prosent","80","intro_status_arbutd"
"52","toaar","1","arbutd","2013","prosent","59","intro_status_arbutd"
"53","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"54","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"55","toaar","1","arbutd","2013","prosent","73","intro_status_arbutd"
"56","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"57","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"58","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"59","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"60","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"61","toaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"62","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"63","toaar","1","arbutd","2013","prosent","84","intro_status_arbutd"
"64","toaar","1","arbutd","2013","prosent","71","intro_status_arbutd"
"65","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"66","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"67","toaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"68","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"69","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"70","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"71","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"72","toaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"73","toaar","1","arbutd","2013","prosent","77","intro_status_arbutd"
"74","toaar","1","arbutd","2013","prosent","31","intro_status_arbutd"
"75","toaar","1","arbutd","2013","prosent","86","intro_status_arbutd"
"76","toaar","1","arbutd","2013","prosent","76","intro_status_arbutd"
"77","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"78","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"79","toaar","1","arbutd","2013","prosent","71","intro_status_arbutd"
"80","toaar","1","arbutd","2013","prosent","83","intro_status_arbutd"
"81","toaar","1","arbutd","2013","prosent","86","intro_status_arbutd"
"82","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"83","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"99","toaar","1","arbutd","2013","prosent","65","intro_status_arbutd"
"01","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"02","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"03","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"04","toaar","1","ledig_tiltak","2013","prosent","21","intro_status_arbutd"
"05","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"06","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"07","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"08","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"09","toaar","1","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"10","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"11","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"12","toaar","1","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"13","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"14","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"15","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"16","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"17","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"18","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"19","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"20","toaar","1","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"21","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"22","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"23","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"24","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"25","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"26","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"27","toaar","1","ledig_tiltak","2013","prosent","7","intro_status_arbutd"
"28","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"29","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"30","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"31","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"32","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"33","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"34","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"35","toaar","1","ledig_tiltak","2013","prosent","6","intro_status_arbutd"
"36","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"37","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"38","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"39","toaar","1","ledig_tiltak","2013","prosent","6","intro_status_arbutd"
"40","toaar","1","ledig_tiltak","2013","prosent","8","intro_status_arbutd"
"41","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"42","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"43","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"44","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"45","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"46","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"47","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"48","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"49","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"50","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"51","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"52","toaar","1","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"53","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"54","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"55","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"56","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"57","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"58","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"59","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"60","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"61","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"62","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"63","toaar","1","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"64","toaar","1","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"65","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"66","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
