"tabell_navn","aar","kommune_nr","vreg_9","enhet","tabellvariabel"
"befolkning_verdensregion_9","2015","0544","asia","person","26"
"befolkning_verdensregion_9","2015","0544","afrika","person","17"
"befolkning_verdensregion_9","2015","0544","sor_og_mellom_amerika","person","21"
"befolkning_verdensregion_9","2015","0544","alle","person","262"
"befolkning_verdensregion_9","2015","0545","norden","person","17"
"befolkning_verdensregion_9","2015","0545","vest_europa","person","23"
"befolkning_verdensregion_9","2015","0545","eu_ost_europa","person","112"
"befolkning_verdensregion_9","2015","0545","ost_europa_ellers","person","5"
"befolkning_verdensregion_9","2015","0545","nord_amerika_oseania","person","0"
"befolkning_verdensregion_9","2015","0545","asia","person","20"
"befolkning_verdensregion_9","2015","0545","afrika","person","65"
"befolkning_verdensregion_9","2015","0545","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0545","alle","person","245"
"befolkning_verdensregion_9","2015","0602","norden","person","999"
"befolkning_verdensregion_9","2015","0602","vest_europa","person","735"
"befolkning_verdensregion_9","2015","0602","eu_ost_europa","person","3014"
"befolkning_verdensregion_9","2015","0602","ost_europa_ellers","person","1403"
"befolkning_verdensregion_9","2015","0602","nord_amerika_oseania","person","120"
"befolkning_verdensregion_9","2015","0602","asia","person","5583"
"befolkning_verdensregion_9","2015","0602","afrika","person","1526"
"befolkning_verdensregion_9","2015","0602","sor_og_mellom_amerika","person","272"
"befolkning_verdensregion_9","2015","0602","alle","person","13652"
"befolkning_verdensregion_9","2015","0604","norden","person","470"
"befolkning_verdensregion_9","2015","0604","vest_europa","person","486"
"befolkning_verdensregion_9","2015","0604","eu_ost_europa","person","712"
"befolkning_verdensregion_9","2015","0604","ost_europa_ellers","person","230"
"befolkning_verdensregion_9","2015","0604","nord_amerika_oseania","person","105"
"befolkning_verdensregion_9","2015","0604","asia","person","1072"
"befolkning_verdensregion_9","2015","0604","afrika","person","327"
"befolkning_verdensregion_9","2015","0604","sor_og_mellom_amerika","person","187"
"befolkning_verdensregion_9","2015","0604","alle","person","3589"
"befolkning_verdensregion_9","2015","0605","norden","person","309"
"befolkning_verdensregion_9","2015","0605","vest_europa","person","328"
"befolkning_verdensregion_9","2015","0605","eu_ost_europa","person","912"
"befolkning_verdensregion_9","2015","0605","ost_europa_ellers","person","439"
"befolkning_verdensregion_9","2015","0605","nord_amerika_oseania","person","39"
"befolkning_verdensregion_9","2015","0605","asia","person","785"
"befolkning_verdensregion_9","2015","0605","afrika","person","222"
"befolkning_verdensregion_9","2015","0605","sor_og_mellom_amerika","person","111"
"befolkning_verdensregion_9","2015","0605","alle","person","3145"
"befolkning_verdensregion_9","2015","0612","norden","person","130"
"befolkning_verdensregion_9","2015","0612","vest_europa","person","114"
"befolkning_verdensregion_9","2015","0612","eu_ost_europa","person","359"
"befolkning_verdensregion_9","2015","0612","ost_europa_ellers","person","63"
"befolkning_verdensregion_9","2015","0612","nord_amerika_oseania","person","14"
"befolkning_verdensregion_9","2015","0612","asia","person","140"
"befolkning_verdensregion_9","2015","0612","afrika","person","12"
"befolkning_verdensregion_9","2015","0612","sor_og_mellom_amerika","person","30"
"befolkning_verdensregion_9","2015","0612","alle","person","862"
"befolkning_verdensregion_9","2015","0615","norden","person","9"
"befolkning_verdensregion_9","2015","0615","vest_europa","person","20"
"befolkning_verdensregion_9","2015","0615","eu_ost_europa","person","44"
"befolkning_verdensregion_9","2015","0615","ost_europa_ellers","person","3"
"befolkning_verdensregion_9","2015","0615","nord_amerika_oseania","person","0"
"befolkning_verdensregion_9","2015","0615","asia","person","19"
"befolkning_verdensregion_9","2015","0615","afrika","person","0"
"befolkning_verdensregion_9","2015","0615","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0615","alle","person","98"
"befolkning_verdensregion_9","2015","0616","norden","person","31"
"befolkning_verdensregion_9","2015","0616","vest_europa","person","39"
"befolkning_verdensregion_9","2015","0616","eu_ost_europa","person","125"
"befolkning_verdensregion_9","2015","0616","ost_europa_ellers","person","29"
"befolkning_verdensregion_9","2015","0616","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","0616","asia","person","61"
"befolkning_verdensregion_9","2015","0616","afrika","person","59"
"befolkning_verdensregion_9","2015","0616","sor_og_mellom_amerika","person","5"
"befolkning_verdensregion_9","2015","0616","alle","person","353"
"befolkning_verdensregion_9","2015","0617","norden","person","58"
"befolkning_verdensregion_9","2015","0617","vest_europa","person","57"
"befolkning_verdensregion_9","2015","0617","eu_ost_europa","person","244"
"befolkning_verdensregion_9","2015","0617","ost_europa_ellers","person","72"
"befolkning_verdensregion_9","2015","0617","nord_amerika_oseania","person","6"
"befolkning_verdensregion_9","2015","0617","asia","person","129"
"befolkning_verdensregion_9","2015","0617","afrika","person","78"
"befolkning_verdensregion_9","2015","0617","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0617","alle","person","647"
"befolkning_verdensregion_9","2015","0618","norden","person","152"
"befolkning_verdensregion_9","2015","0618","vest_europa","person","40"
"befolkning_verdensregion_9","2015","0618","eu_ost_europa","person","165"
"befolkning_verdensregion_9","2015","0618","ost_europa_ellers","person","12"
"befolkning_verdensregion_9","2015","0618","nord_amerika_oseania","person","6"
"befolkning_verdensregion_9","2015","0618","asia","person","48"
"befolkning_verdensregion_9","2015","0618","afrika","person","29"
"befolkning_verdensregion_9","2015","0618","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0618","alle","person","455"
"befolkning_verdensregion_9","2015","0619","norden","person","47"
"befolkning_verdensregion_9","2015","0619","vest_europa","person","46"
"befolkning_verdensregion_9","2015","0619","eu_ost_europa","person","170"
"befolkning_verdensregion_9","2015","0619","ost_europa_ellers","person","25"
"befolkning_verdensregion_9","2015","0619","nord_amerika_oseania","person","6"
"befolkning_verdensregion_9","2015","0619","asia","person","53"
"befolkning_verdensregion_9","2015","0619","afrika","person","59"
"befolkning_verdensregion_9","2015","0619","sor_og_mellom_amerika","person","11"
"befolkning_verdensregion_9","2015","0619","alle","person","417"
"befolkning_verdensregion_9","2015","0620","norden","person","169"
"befolkning_verdensregion_9","2015","0620","vest_europa","person","77"
"befolkning_verdensregion_9","2015","0620","eu_ost_europa","person","246"
"befolkning_verdensregion_9","2015","0620","ost_europa_ellers","person","12"
"befolkning_verdensregion_9","2015","0620","nord_amerika_oseania","person","19"
"befolkning_verdensregion_9","2015","0620","asia","person","75"
"befolkning_verdensregion_9","2015","0620","afrika","person","30"
"befolkning_verdensregion_9","2015","0620","sor_og_mellom_amerika","person","17"
"befolkning_verdensregion_9","2015","0620","alle","person","645"
"befolkning_verdensregion_9","2015","0621","norden","person","4"
"befolkning_verdensregion_9","2015","0621","vest_europa","person","29"
"befolkning_verdensregion_9","2015","0621","eu_ost_europa","person","122"
"befolkning_verdensregion_9","2015","0621","ost_europa_ellers","person","13"
"befolkning_verdensregion_9","2015","0621","nord_amerika_oseania","person","3"
"befolkning_verdensregion_9","2015","0621","asia","person","34"
"befolkning_verdensregion_9","2015","0621","afrika","person","0"
"befolkning_verdensregion_9","2015","0621","sor_og_mellom_amerika","person","0"
"befolkning_verdensregion_9","2015","0621","alle","person","205"
"befolkning_verdensregion_9","2015","0622","norden","person","20"
"befolkning_verdensregion_9","2015","0622","vest_europa","person","25"
"befolkning_verdensregion_9","2015","0622","eu_ost_europa","person","144"
"befolkning_verdensregion_9","2015","0622","ost_europa_ellers","person","5"
"befolkning_verdensregion_9","2015","0622","nord_amerika_oseania","person","0"
"befolkning_verdensregion_9","2015","0622","asia","person","28"
"befolkning_verdensregion_9","2015","0622","afrika","person","3"
"befolkning_verdensregion_9","2015","0622","sor_og_mellom_amerika","person","0"
"befolkning_verdensregion_9","2015","0622","alle","person","225"
"befolkning_verdensregion_9","2015","0623","norden","person","128"
"befolkning_verdensregion_9","2015","0623","vest_europa","person","124"
"befolkning_verdensregion_9","2015","0623","eu_ost_europa","person","418"
"befolkning_verdensregion_9","2015","0623","ost_europa_ellers","person","120"
"befolkning_verdensregion_9","2015","0623","nord_amerika_oseania","person","13"
"befolkning_verdensregion_9","2015","0623","asia","person","234"
"befolkning_verdensregion_9","2015","0623","afrika","person","135"
"befolkning_verdensregion_9","2015","0623","sor_og_mellom_amerika","person","30"
"befolkning_verdensregion_9","2015","0623","alle","person","1202"
"befolkning_verdensregion_9","2015","0624","norden","person","247"
"befolkning_verdensregion_9","2015","0624","vest_europa","person","216"
"befolkning_verdensregion_9","2015","0624","eu_ost_europa","person","839"
"befolkning_verdensregion_9","2015","0624","ost_europa_ellers","person","125"
"befolkning_verdensregion_9","2015","0624","nord_amerika_oseania","person","16"
"befolkning_verdensregion_9","2015","0624","asia","person","404"
"befolkning_verdensregion_9","2015","0624","afrika","person","165"
"befolkning_verdensregion_9","2015","0624","sor_og_mellom_amerika","person","41"
"befolkning_verdensregion_9","2015","0624","alle","person","2053"
"befolkning_verdensregion_9","2015","0625","norden","person","326"
"befolkning_verdensregion_9","2015","0625","vest_europa","person","211"
"befolkning_verdensregion_9","2015","0625","eu_ost_europa","person","1059"
"befolkning_verdensregion_9","2015","0625","ost_europa_ellers","person","299"
"befolkning_verdensregion_9","2015","0625","nord_amerika_oseania","person","28"
"befolkning_verdensregion_9","2015","0625","asia","person","1303"
"befolkning_verdensregion_9","2015","0625","afrika","person","235"
"befolkning_verdensregion_9","2015","0625","sor_og_mellom_amerika","person","81"
"befolkning_verdensregion_9","2015","0625","alle","person","3542"
"befolkning_verdensregion_9","2015","0626","norden","person","320"
"befolkning_verdensregion_9","2015","0626","vest_europa","person","323"
"befolkning_verdensregion_9","2015","0626","eu_ost_europa","person","1424"
"befolkning_verdensregion_9","2015","0626","ost_europa_ellers","person","234"
"befolkning_verdensregion_9","2015","0626","nord_amerika_oseania","person","44"
"befolkning_verdensregion_9","2015","0626","asia","person","1107"
"befolkning_verdensregion_9","2015","0626","afrika","person","345"
"befolkning_verdensregion_9","2015","0626","sor_og_mellom_amerika","person","88"
"befolkning_verdensregion_9","2015","0626","alle","person","3885"
"befolkning_verdensregion_9","2015","0627","norden","person","395"
"befolkning_verdensregion_9","2015","0627","vest_europa","person","363"
"befolkning_verdensregion_9","2015","0627","eu_ost_europa","person","931"
"befolkning_verdensregion_9","2015","0627","ost_europa_ellers","person","124"
"befolkning_verdensregion_9","2015","0627","nord_amerika_oseania","person","60"
"befolkning_verdensregion_9","2015","0627","asia","person","551"
"befolkning_verdensregion_9","2015","0627","afrika","person","119"
"befolkning_verdensregion_9","2015","0627","sor_og_mellom_amerika","person","57"
"befolkning_verdensregion_9","2015","0627","alle","person","2600"
"befolkning_verdensregion_9","2015","0628","norden","person","151"
"befolkning_verdensregion_9","2015","0628","vest_europa","person","171"
"befolkning_verdensregion_9","2015","0628","eu_ost_europa","person","343"
"befolkning_verdensregion_9","2015","0628","ost_europa_ellers","person","49"
"befolkning_verdensregion_9","2015","0628","nord_amerika_oseania","person","28"
"befolkning_verdensregion_9","2015","0628","asia","person","153"
"befolkning_verdensregion_9","2015","0628","afrika","person","99"
"befolkning_verdensregion_9","2015","0628","sor_og_mellom_amerika","person","14"
"befolkning_verdensregion_9","2015","0628","alle","person","1008"
"befolkning_verdensregion_9","2015","0631","norden","person","17"
"befolkning_verdensregion_9","2015","0631","vest_europa","person","31"
"befolkning_verdensregion_9","2015","0631","eu_ost_europa","person","91"
"befolkning_verdensregion_9","2015","0631","ost_europa_ellers","person","5"
"befolkning_verdensregion_9","2015","0631","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","0631","asia","person","22"
"befolkning_verdensregion_9","2015","0631","afrika","person","59"
"befolkning_verdensregion_9","2015","0631","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0631","alle","person","232"
"befolkning_verdensregion_9","2015","0632","norden","person","13"
"befolkning_verdensregion_9","2015","0632","vest_europa","person","18"
"befolkning_verdensregion_9","2015","0632","eu_ost_europa","person","13"
"befolkning_verdensregion_9","2015","0632","ost_europa_ellers","person","3"
"befolkning_verdensregion_9","2015","0632","nord_amerika_oseania","person","0"
"befolkning_verdensregion_9","2015","0632","asia","person","6"
"befolkning_verdensregion_9","2015","0632","afrika","person","24"
"befolkning_verdensregion_9","2015","0632","sor_og_mellom_amerika","person","8"
"befolkning_verdensregion_9","2015","0632","alle","person","85"
"befolkning_verdensregion_9","2015","0633","norden","person","19"
"befolkning_verdensregion_9","2015","0633","vest_europa","person","23"
"befolkning_verdensregion_9","2015","0633","eu_ost_europa","person","90"
"befolkning_verdensregion_9","2015","0633","ost_europa_ellers","person","8"
"befolkning_verdensregion_9","2015","0633","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","0633","asia","person","22"
"befolkning_verdensregion_9","2015","0633","afrika","person","39"
"befolkning_verdensregion_9","2015","0633","sor_og_mellom_amerika","person","8"
"befolkning_verdensregion_9","2015","0633","alle","person","213"
"befolkning_verdensregion_9","2015","0701","norden","person","331"
"befolkning_verdensregion_9","2015","0701","vest_europa","person","278"
"befolkning_verdensregion_9","2015","0701","eu_ost_europa","person","794"
"befolkning_verdensregion_9","2015","0701","ost_europa_ellers","person","447"
"befolkning_verdensregion_9","2015","0701","nord_amerika_oseania","person","57"
"befolkning_verdensregion_9","2015","0701","asia","person","814"
"befolkning_verdensregion_9","2015","0701","afrika","person","395"
"befolkning_verdensregion_9","2015","0701","sor_og_mellom_amerika","person","73"
"befolkning_verdensregion_9","2015","0701","alle","person","3189"
"befolkning_verdensregion_9","2015","0702","norden","person","133"
"befolkning_verdensregion_9","2015","0702","vest_europa","person","86"
"befolkning_verdensregion_9","2015","0702","eu_ost_europa","person","326"
"befolkning_verdensregion_9","2015","0702","ost_europa_ellers","person","78"
"befolkning_verdensregion_9","2015","0702","nord_amerika_oseania","person","21"
"befolkning_verdensregion_9","2015","0702","asia","person","233"
"befolkning_verdensregion_9","2015","0702","afrika","person","63"
"befolkning_verdensregion_9","2015","0702","sor_og_mellom_amerika","person","32"
"befolkning_verdensregion_9","2015","0702","alle","person","972"
"befolkning_verdensregion_9","2015","0704","norden","person","571"
"befolkning_verdensregion_9","2015","0704","vest_europa","person","458"
"befolkning_verdensregion_9","2015","0704","eu_ost_europa","person","1393"
"befolkning_verdensregion_9","2015","0704","ost_europa_ellers","person","384"
"befolkning_verdensregion_9","2015","0704","nord_amerika_oseania","person","85"
"befolkning_verdensregion_9","2015","0704","asia","person","1304"
"befolkning_verdensregion_9","2015","0704","afrika","person","394"
"befolkning_verdensregion_9","2015","0704","sor_og_mellom_amerika","person","115"
"befolkning_verdensregion_9","2015","0704","alle","person","4704"
"befolkning_verdensregion_9","2015","0706","norden","person","681"
"befolkning_verdensregion_9","2015","0706","vest_europa","person","561"
"befolkning_verdensregion_9","2015","0706","eu_ost_europa","person","1497"
"befolkning_verdensregion_9","2015","0706","ost_europa_ellers","person","750"
"befolkning_verdensregion_9","2015","0706","nord_amerika_oseania","person","125"
"befolkning_verdensregion_9","2015","0706","asia","person","1599"
"befolkning_verdensregion_9","2015","0706","afrika","person","398"
"befolkning_verdensregion_9","2015","0706","sor_og_mellom_amerika","person","157"
"befolkning_verdensregion_9","2015","0706","alle","person","5768"
"befolkning_verdensregion_9","2015","0709","norden","person","449"
"befolkning_verdensregion_9","2015","0709","vest_europa","person","404"
"befolkning_verdensregion_9","2015","0709","eu_ost_europa","person","1339"
"befolkning_verdensregion_9","2015","0709","ost_europa_ellers","person","398"
"befolkning_verdensregion_9","2015","0709","nord_amerika_oseania","person","48"
"befolkning_verdensregion_9","2015","0709","asia","person","1220"
"befolkning_verdensregion_9","2015","0709","afrika","person","474"
"befolkning_verdensregion_9","2015","0709","sor_og_mellom_amerika","person","136"
"befolkning_verdensregion_9","2015","0709","alle","person","4468"
"befolkning_verdensregion_9","2015","0711","norden","person","94"
"befolkning_verdensregion_9","2015","0711","vest_europa","person","74"
"befolkning_verdensregion_9","2015","0711","eu_ost_europa","person","311"
"befolkning_verdensregion_9","2015","0711","ost_europa_ellers","person","60"
"befolkning_verdensregion_9","2015","0711","nord_amerika_oseania","person","11"
"befolkning_verdensregion_9","2015","0711","asia","person","82"
"befolkning_verdensregion_9","2015","0711","afrika","person","26"
"befolkning_verdensregion_9","2015","0711","sor_og_mellom_amerika","person","19"
"befolkning_verdensregion_9","2015","0711","alle","person","677"
"befolkning_verdensregion_9","2015","0713","norden","person","97"
"befolkning_verdensregion_9","2015","0713","vest_europa","person","112"
"befolkning_verdensregion_9","2015","0713","eu_ost_europa","person","402"
"befolkning_verdensregion_9","2015","0713","ost_europa_ellers","person","50"
"befolkning_verdensregion_9","2015","0713","nord_amerika_oseania","person","16"
"befolkning_verdensregion_9","2015","0713","asia","person","152"
"befolkning_verdensregion_9","2015","0713","afrika","person","72"
"befolkning_verdensregion_9","2015","0713","sor_og_mellom_amerika","person","16"
"befolkning_verdensregion_9","2015","0713","alle","person","917"
"befolkning_verdensregion_9","2015","0714","norden","person","19"
"befolkning_verdensregion_9","2015","0714","vest_europa","person","40"
"befolkning_verdensregion_9","2015","0714","eu_ost_europa","person","114"
"befolkning_verdensregion_9","2015","0714","ost_europa_ellers","person","20"
"befolkning_verdensregion_9","2015","0714","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","0714","asia","person","15"
"befolkning_verdensregion_9","2015","0714","afrika","person","5"
"befolkning_verdensregion_9","2015","0714","sor_og_mellom_amerika","person","6"
"befolkning_verdensregion_9","2015","0714","alle","person","223"
"befolkning_verdensregion_9","2015","0716","norden","person","93"
"befolkning_verdensregion_9","2015","0716","vest_europa","person","86"
"befolkning_verdensregion_9","2015","0716","eu_ost_europa","person","331"
"befolkning_verdensregion_9","2015","0716","ost_europa_ellers","person","102"
"befolkning_verdensregion_9","2015","0716","nord_amerika_oseania","person","12"
"befolkning_verdensregion_9","2015","0716","asia","person","144"
"befolkning_verdensregion_9","2015","0716","afrika","person","44"
"befolkning_verdensregion_9","2015","0716","sor_og_mellom_amerika","person","4"
"befolkning_verdensregion_9","2015","0716","alle","person","816"
"befolkning_verdensregion_9","2015","0719","norden","person","56"
"befolkning_verdensregion_9","2015","0719","vest_europa","person","116"
"befolkning_verdensregion_9","2015","0719","eu_ost_europa","person","205"
"befolkning_verdensregion_9","2015","0719","ost_europa_ellers","person","47"
"befolkning_verdensregion_9","2015","0719","nord_amerika_oseania","person","7"
"befolkning_verdensregion_9","2015","0719","asia","person","89"
"befolkning_verdensregion_9","2015","0719","afrika","person","18"
"befolkning_verdensregion_9","2015","0719","sor_og_mellom_amerika","person","13"
"befolkning_verdensregion_9","2015","0719","alle","person","551"
"befolkning_verdensregion_9","2015","0720","norden","person","135"
"befolkning_verdensregion_9","2015","0720","vest_europa","person","132"
"befolkning_verdensregion_9","2015","0720","eu_ost_europa","person","464"
"befolkning_verdensregion_9","2015","0720","ost_europa_ellers","person","60"
"befolkning_verdensregion_9","2015","0720","nord_amerika_oseania","person","28"
"befolkning_verdensregion_9","2015","0720","asia","person","349"
"befolkning_verdensregion_9","2015","0720","afrika","person","86"
"befolkning_verdensregion_9","2015","0720","sor_og_mellom_amerika","person","21"
"befolkning_verdensregion_9","2015","0720","alle","person","1275"
"befolkning_verdensregion_9","2015","0722","norden","person","297"
"befolkning_verdensregion_9","2015","0722","vest_europa","person","263"
"befolkning_verdensregion_9","2015","0722","eu_ost_europa","person","494"
"befolkning_verdensregion_9","2015","0722","ost_europa_ellers","person","153"
"befolkning_verdensregion_9","2015","0722","nord_amerika_oseania","person","42"
"befolkning_verdensregion_9","2015","0722","asia","person","614"
"befolkning_verdensregion_9","2015","0722","afrika","person","130"
"befolkning_verdensregion_9","2015","0722","sor_og_mellom_amerika","person","52"
"befolkning_verdensregion_9","2015","0722","alle","person","2045"
"befolkning_verdensregion_9","2015","0723","norden","person","64"
"befolkning_verdensregion_9","2015","0723","vest_europa","person","87"
"befolkning_verdensregion_9","2015","0723","eu_ost_europa","person","173"
"befolkning_verdensregion_9","2015","0723","ost_europa_ellers","person","20"
"befolkning_verdensregion_9","2015","0723","nord_amerika_oseania","person","18"
"befolkning_verdensregion_9","2015","0723","asia","person","111"
"befolkning_verdensregion_9","2015","0723","afrika","person","22"
"befolkning_verdensregion_9","2015","0723","sor_og_mellom_amerika","person","11"
"befolkning_verdensregion_9","2015","0723","alle","person","506"
"befolkning_verdensregion_9","2015","0728","norden","person","25"
"befolkning_verdensregion_9","2015","0728","vest_europa","person","21"
"befolkning_verdensregion_9","2015","0728","eu_ost_europa","person","60"
"befolkning_verdensregion_9","2015","0728","ost_europa_ellers","person","22"
"befolkning_verdensregion_9","2015","0728","nord_amerika_oseania","person","3"
"befolkning_verdensregion_9","2015","0728","asia","person","14"
"befolkning_verdensregion_9","2015","0728","afrika","person","20"
"befolkning_verdensregion_9","2015","0728","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","0728","alle","person","168"
"befolkning_verdensregion_9","2015","0805","norden","person","344"
"befolkning_verdensregion_9","2015","0805","vest_europa","person","342"
"befolkning_verdensregion_9","2015","0805","eu_ost_europa","person","680"
"befolkning_verdensregion_9","2015","0805","ost_europa_ellers","person","362"
"befolkning_verdensregion_9","2015","0805","nord_amerika_oseania","person","54"
"befolkning_verdensregion_9","2015","0805","asia","person","1119"
"befolkning_verdensregion_9","2015","0805","afrika","person","469"
"befolkning_verdensregion_9","2015","0805","sor_og_mellom_amerika","person","124"
"befolkning_verdensregion_9","2015","0805","alle","person","3494"
"befolkning_verdensregion_9","2015","0806","norden","person","537"
"befolkning_verdensregion_9","2015","0806","vest_europa","person","460"
"befolkning_verdensregion_9","2015","0806","eu_ost_europa","person","1212"
"befolkning_verdensregion_9","2015","0806","ost_europa_ellers","person","711"
"befolkning_verdensregion_9","2015","0806","nord_amerika_oseania","person","65"
"befolkning_verdensregion_9","2015","0806","asia","person","1886"
"befolkning_verdensregion_9","2015","0806","afrika","person","1140"
"befolkning_verdensregion_9","2015","0806","sor_og_mellom_amerika","person","281"
"befolkning_verdensregion_9","2015","0806","alle","person","6292"
"befolkning_verdensregion_9","2015","0807","norden","person","110"
"befolkning_verdensregion_9","2015","0807","vest_europa","person","106"
"befolkning_verdensregion_9","2015","0807","eu_ost_europa","person","291"
"befolkning_verdensregion_9","2015","0807","ost_europa_ellers","person","83"
"befolkning_verdensregion_9","2015","0807","nord_amerika_oseania","person","16"
"befolkning_verdensregion_9","2015","0807","asia","person","291"
"befolkning_verdensregion_9","2015","0807","afrika","person","224"
"befolkning_verdensregion_9","2015","0807","sor_og_mellom_amerika","person","20"
"befolkning_verdensregion_9","2015","0807","alle","person","1141"
"befolkning_verdensregion_9","2015","0811","norden","person","14"
"befolkning_verdensregion_9","2015","0811","vest_europa","person","12"
"befolkning_verdensregion_9","2015","0811","eu_ost_europa","person","22"
"befolkning_verdensregion_9","2015","0811","ost_europa_ellers","person","13"
"befolkning_verdensregion_9","2015","0811","nord_amerika_oseania","person","0"
"befolkning_verdensregion_9","2015","0811","asia","person","40"
"befolkning_verdensregion_9","2015","0811","afrika","person","35"
"befolkning_verdensregion_9","2015","0811","sor_og_mellom_amerika","person","9"
"befolkning_verdensregion_9","2015","0811","alle","person","145"
"befolkning_verdensregion_9","2015","0814","norden","person","124"
"befolkning_verdensregion_9","2015","0814","vest_europa","person","95"
"befolkning_verdensregion_9","2015","0814","eu_ost_europa","person","214"
"befolkning_verdensregion_9","2015","0814","ost_europa_ellers","person","55"
"befolkning_verdensregion_9","2015","0814","nord_amerika_oseania","person","17"
"befolkning_verdensregion_9","2015","0814","asia","person","303"
"befolkning_verdensregion_9","2015","0814","afrika","person","206"
"befolkning_verdensregion_9","2015","0814","sor_og_mellom_amerika","person","21"
"befolkning_verdensregion_9","2015","0814","alle","person","1035"
"befolkning_verdensregion_9","2015","0815","norden","person","120"
"befolkning_verdensregion_9","2015","0815","vest_europa","person","140"
"befolkning_verdensregion_9","2015","0815","eu_ost_europa","person","229"
"befolkning_verdensregion_9","2015","0815","ost_europa_ellers","person","75"
"befolkning_verdensregion_9","2015","0815","nord_amerika_oseania","person","17"
"befolkning_verdensregion_9","2015","0815","asia","person","211"
"befolkning_verdensregion_9","2015","0815","afrika","person","152"
"befolkning_verdensregion_9","2015","0815","sor_og_mellom_amerika","person","24"
"befolkning_verdensregion_9","2015","0815","alle","person","968"
"befolkning_verdensregion_9","2015","0817","norden","person","19"
"befolkning_verdensregion_9","2015","0817","vest_europa","person","118"
"befolkning_verdensregion_9","2015","0817","eu_ost_europa","person","57"
"befolkning_verdensregion_9","2015","0817","ost_europa_ellers","person","11"
"befolkning_verdensregion_9","2015","0817","nord_amerika_oseania","person","8"
"befolkning_verdensregion_9","2015","0817","asia","person","46"
"befolkning_verdensregion_9","2015","0817","afrika","person","40"
"befolkning_verdensregion_9","2015","0817","sor_og_mellom_amerika","person","10"
"befolkning_verdensregion_9","2015","0817","alle","person","309"
"befolkning_verdensregion_9","2015","0819","norden","person","64"
"befolkning_verdensregion_9","2015","0819","vest_europa","person","120"
"befolkning_verdensregion_9","2015","0819","eu_ost_europa","person","146"
"befolkning_verdensregion_9","2015","0819","ost_europa_ellers","person","56"
"befolkning_verdensregion_9","2015","0819","nord_amerika_oseania","person","9"
"befolkning_verdensregion_9","2015","0819","asia","person","155"
"befolkning_verdensregion_9","2015","0819","afrika","person","119"
"befolkning_verdensregion_9","2015","0819","sor_og_mellom_amerika","person","9"
"befolkning_verdensregion_9","2015","0819","alle","person","678"
"befolkning_verdensregion_9","2015","0821","norden","person","116"
"befolkning_verdensregion_9","2015","0821","vest_europa","person","68"
"befolkning_verdensregion_9","2015","0821","eu_ost_europa","person","138"
"befolkning_verdensregion_9","2015","0821","ost_europa_ellers","person","63"
"befolkning_verdensregion_9","2015","0821","nord_amerika_oseania","person","14"
"befolkning_verdensregion_9","2015","0821","asia","person","135"
"befolkning_verdensregion_9","2015","0821","afrika","person","74"
"befolkning_verdensregion_9","2015","0821","sor_og_mellom_amerika","person","22"
"befolkning_verdensregion_9","2015","0821","alle","person","630"
"befolkning_verdensregion_9","2015","0822","norden","person","40"
"befolkning_verdensregion_9","2015","0822","vest_europa","person","52"
"befolkning_verdensregion_9","2015","0822","eu_ost_europa","person","109"
"befolkning_verdensregion_9","2015","0822","ost_europa_ellers","person","27"
"befolkning_verdensregion_9","2015","0822","nord_amerika_oseania","person","6"
"befolkning_verdensregion_9","2015","0822","asia","person","102"
"befolkning_verdensregion_9","2015","0822","afrika","person","66"
"befolkning_verdensregion_9","2015","0822","sor_og_mellom_amerika","person","5"
"befolkning_verdensregion_9","2015","0822","alle","person","407"
"befolkning_verdensregion_9","2015","0826","norden","person","102"
"befolkning_verdensregion_9","2015","0826","vest_europa","person","49"
"befolkning_verdensregion_9","2015","0826","eu_ost_europa","person","125"
"befolkning_verdensregion_9","2015","0826","ost_europa_ellers","person","37"
"befolkning_verdensregion_9","2015","0826","nord_amerika_oseania","person","6"
"befolkning_verdensregion_9","2015","0826","asia","person","151"
"befolkning_verdensregion_9","2015","0826","afrika","person","112"
"befolkning_verdensregion_9","2015","0826","sor_og_mellom_amerika","person","8"
"befolkning_verdensregion_9","2015","0826","alle","person","590"
"befolkning_verdensregion_9","2015","0827","norden","person","6"
"befolkning_verdensregion_9","2015","0827","vest_europa","person","27"
"befolkning_verdensregion_9","2015","0827","eu_ost_europa","person","28"
"befolkning_verdensregion_9","2015","0827","ost_europa_ellers","person","3"
"befolkning_verdensregion_9","2015","0827","nord_amerika_oseania","person","3"
"befolkning_verdensregion_9","2015","0827","asia","person","6"
"befolkning_verdensregion_9","2015","0827","afrika","person","16"
"befolkning_verdensregion_9","2015","0827","sor_og_mellom_amerika","person","0"
"befolkning_verdensregion_9","2015","0827","alle","person","89"
