"aar","kommune_nr","enhet","tabell_navn","bosetting","tabellvariabel"
"2015","1865","promille","bosatt_befolkning","bosatt_per_1000","6.892837911"
"2015","1866","promille","bosatt_befolkning","bosatt_per_1000","2.109966489"
"2015","1867","promille","bosatt_befolkning","bosatt_per_1000","9.841029523"
"2015","1868","promille","bosatt_befolkning","bosatt_per_1000","4.383081306"
"2015","1870","promille","bosatt_befolkning","bosatt_per_1000","4.623253984"
"2015","1871","promille","bosatt_befolkning","bosatt_per_1000","9.61731116"
"2015","1874","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","1902","promille","bosatt_befolkning","bosatt_per_1000","2.311470673"
"2015","1903","promille","bosatt_befolkning","bosatt_per_1000","2.390987194"
"2015","1911","promille","bosatt_befolkning","bosatt_per_1000","5.851755527"
"2015","1913","promille","bosatt_befolkning","bosatt_per_1000","3.346720214"
"2015","1917","promille","bosatt_befolkning","bosatt_per_1000","2.836879433"
"2015","1919","promille","bosatt_befolkning","bosatt_per_1000","3.518029903"
"2015","1920","promille","bosatt_befolkning","bosatt_per_1000","54.56349206"
"2015","1922","promille","bosatt_befolkning","bosatt_per_1000","3.433055419"
"2015","1923","promille","bosatt_befolkning","bosatt_per_1000","11.71698963"
"2015","1924","promille","bosatt_befolkning","bosatt_per_1000","1.942327805"
"2015","1925","promille","bosatt_befolkning","bosatt_per_1000","6.085192698"
"2015","1926","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","1927","promille","bosatt_befolkning","bosatt_per_1000","5.829015544"
"2015","1928","promille","bosatt_befolkning","bosatt_per_1000","26.01809955"
"2015","1929","promille","bosatt_befolkning","bosatt_per_1000","12.15469613"
"2015","1931","promille","bosatt_befolkning","bosatt_per_1000","5.288253143"
"2015","1933","promille","bosatt_befolkning","bosatt_per_1000","3.846153846"
"2015","1936","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","1938","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","1939","promille","bosatt_befolkning","bosatt_per_1000","2.634351949"
"2015","1940","promille","bosatt_befolkning","bosatt_per_1000","3.666361137"
"2015","1941","promille","bosatt_befolkning","bosatt_per_1000","6.21761658"
"2015","1942","promille","bosatt_befolkning","bosatt_per_1000","5.12085211"
"2015","1943","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2002","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2003","promille","bosatt_befolkning","bosatt_per_1000","14.10482449"
"2015","2004","promille","bosatt_befolkning","bosatt_per_1000","4.703849477"
"2015","2011","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2012","promille","bosatt_befolkning","bosatt_per_1000","3.01537843"
"2015","2015","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2015","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2017","promille","bosatt_befolkning","bosatt_per_1000","4.766444233"
"2015","2018","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2019","promille","bosatt_befolkning","bosatt_per_1000","3.965832825"
"2015","2020","promille","bosatt_befolkning","bosatt_per_1000","3.821656051"
"2015","2021","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2022","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2023","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2024","promille","bosatt_befolkning","bosatt_per_1000","0"
"2015","2025","promille","bosatt_befolkning","bosatt_per_1000","5.156411138"
"2015","2027","promille","bosatt_befolkning","bosatt_per_1000","14.98929336"
"2015","2028","promille","bosatt_befolkning","bosatt_per_1000","6.263982103"
"2015","2030","promille","bosatt_befolkning","bosatt_per_1000","3.717835828"
"2015","9999","promille","bosatt_befolkning","bosatt_per_1000","."
