"aar","bydel_nr","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2006","00","1","0","35538","sysselsatte_kjonn_land","personer"
"2006","00","1","1","44355","sysselsatte_kjonn_land","personer"
"2006","00","1","alle","79893","sysselsatte_kjonn_land","personer"
"2006","00","2","0","47163","sysselsatte_kjonn_land","personer"
"2006","00","2","1","54355","sysselsatte_kjonn_land","personer"
"2006","00","2","alle","101518","sysselsatte_kjonn_land","personer"
"2006","00","alle","0","82701","sysselsatte_kjonn_land","personer"
"2006","00","alle","1","98710","sysselsatte_kjonn_land","personer"
"2006","00","alle","alle","181411","sysselsatte_kjonn_land","personer"
"2006","030101","1","0","983","sysselsatte_kjonn_land","personer"
"2006","030101","1","1","1113","sysselsatte_kjonn_land","personer"
"2006","030101","1","alle","2096","sysselsatte_kjonn_land","personer"
"2006","030101","2","0","1041","sysselsatte_kjonn_land","personer"
"2006","030101","2","1","1521","sysselsatte_kjonn_land","personer"
"2006","030101","2","alle","2562","sysselsatte_kjonn_land","personer"
"2006","030101","alle","0","2024","sysselsatte_kjonn_land","personer"
"2006","030101","alle","1","2634","sysselsatte_kjonn_land","personer"
"2006","030101","alle","alle","4658","sysselsatte_kjonn_land","personer"
"2006","030102","1","0","872","sysselsatte_kjonn_land","personer"
"2006","030102","1","1","866","sysselsatte_kjonn_land","personer"
"2006","030102","1","alle","1738","sysselsatte_kjonn_land","personer"
"2006","030102","2","0","969","sysselsatte_kjonn_land","personer"
"2006","030102","2","1","1219","sysselsatte_kjonn_land","personer"
"2006","030102","2","alle","2188","sysselsatte_kjonn_land","personer"
"2006","030102","alle","0","1841","sysselsatte_kjonn_land","personer"
"2006","030102","alle","1","2085","sysselsatte_kjonn_land","personer"
"2006","030102","alle","alle","3926","sysselsatte_kjonn_land","personer"
"2006","030103","1","0","1043","sysselsatte_kjonn_land","personer"
"2006","030103","1","1","1195","sysselsatte_kjonn_land","personer"
"2006","030103","1","alle","2238","sysselsatte_kjonn_land","personer"
"2006","030103","2","0","1243","sysselsatte_kjonn_land","personer"
"2006","030103","2","1","1611","sysselsatte_kjonn_land","personer"
"2006","030103","2","alle","2854","sysselsatte_kjonn_land","personer"
"2006","030103","alle","0","2286","sysselsatte_kjonn_land","personer"
"2006","030103","alle","1","2806","sysselsatte_kjonn_land","personer"
"2006","030103","alle","alle","5092","sysselsatte_kjonn_land","personer"
"2006","030104","1","0","890","sysselsatte_kjonn_land","personer"
"2006","030104","1","1","1020","sysselsatte_kjonn_land","personer"
"2006","030104","1","alle","1910","sysselsatte_kjonn_land","personer"
"2006","030104","2","0","1119","sysselsatte_kjonn_land","personer"
"2006","030104","2","1","1743","sysselsatte_kjonn_land","personer"
"2006","030104","2","alle","2862","sysselsatte_kjonn_land","personer"
"2006","030104","alle","0","2009","sysselsatte_kjonn_land","personer"
"2006","030104","alle","1","2763","sysselsatte_kjonn_land","personer"
"2006","030104","alle","alle","4772","sysselsatte_kjonn_land","personer"
"2006","030105","1","0","728","sysselsatte_kjonn_land","personer"
"2006","030105","1","1","855","sysselsatte_kjonn_land","personer"
"2006","030105","1","alle","1583","sysselsatte_kjonn_land","personer"
"2006","030105","2","0","883","sysselsatte_kjonn_land","personer"
"2006","030105","2","1","1212","sysselsatte_kjonn_land","personer"
"2006","030105","2","alle","2095","sysselsatte_kjonn_land","personer"
"2006","030105","alle","0","1611","sysselsatte_kjonn_land","personer"
"2006","030105","alle","1","2067","sysselsatte_kjonn_land","personer"
"2006","030105","alle","alle","3678","sysselsatte_kjonn_land","personer"
"2006","030106","1","0","697","sysselsatte_kjonn_land","personer"
"2006","030106","1","1","792","sysselsatte_kjonn_land","personer"
"2006","030106","1","alle","1489","sysselsatte_kjonn_land","personer"
"2006","030106","2","0","984","sysselsatte_kjonn_land","personer"
"2006","030106","2","1","1387","sysselsatte_kjonn_land","personer"
"2006","030106","2","alle","2371","sysselsatte_kjonn_land","personer"
"2006","030106","alle","0","1681","sysselsatte_kjonn_land","personer"
"2006","030106","alle","1","2179","sysselsatte_kjonn_land","personer"
"2006","030106","alle","alle","3860","sysselsatte_kjonn_land","personer"
"2006","030107","1","0","492","sysselsatte_kjonn_land","personer"
"2006","030107","1","1","661","sysselsatte_kjonn_land","personer"
"2006","030107","1","alle","1153","sysselsatte_kjonn_land","personer"
"2006","030107","2","0","860","sysselsatte_kjonn_land","personer"
"2006","030107","2","1","1298","sysselsatte_kjonn_land","personer"
"2006","030107","2","alle","2158","sysselsatte_kjonn_land","personer"
"2006","030107","alle","0","1352","sysselsatte_kjonn_land","personer"
"2006","030107","alle","1","1959","sysselsatte_kjonn_land","personer"
"2006","030107","alle","alle","3311","sysselsatte_kjonn_land","personer"
"2006","030108","1","0","614","sysselsatte_kjonn_land","personer"
"2006","030108","1","1","734","sysselsatte_kjonn_land","personer"
"2006","030108","1","alle","1348","sysselsatte_kjonn_land","personer"
"2006","030108","2","0","973","sysselsatte_kjonn_land","personer"
"2006","030108","2","1","1345","sysselsatte_kjonn_land","personer"
"2006","030108","2","alle","2318","sysselsatte_kjonn_land","personer"
"2006","030108","alle","0","1587","sysselsatte_kjonn_land","personer"
"2006","030108","alle","1","2079","sysselsatte_kjonn_land","personer"
"2006","030108","alle","alle","3666","sysselsatte_kjonn_land","personer"
"2006","030109","1","0","397","sysselsatte_kjonn_land","personer"
"2006","030109","1","1","495","sysselsatte_kjonn_land","personer"
"2006","030109","1","alle","892","sysselsatte_kjonn_land","personer"
"2006","030109","2","0","724","sysselsatte_kjonn_land","personer"
"2006","030109","2","1","1057","sysselsatte_kjonn_land","personer"
"2006","030109","2","alle","1781","sysselsatte_kjonn_land","personer"
"2006","030109","alle","0","1121","sysselsatte_kjonn_land","personer"
"2006","030109","alle","1","1552","sysselsatte_kjonn_land","personer"
"2006","030109","alle","alle","2673","sysselsatte_kjonn_land","personer"
"2006","030110","1","0","374","sysselsatte_kjonn_land","personer"
"2006","030110","1","1","389","sysselsatte_kjonn_land","personer"
"2006","030110","1","alle","763","sysselsatte_kjonn_land","personer"
"2006","030110","2","0","915","sysselsatte_kjonn_land","personer"
"2006","030110","2","1","1360","sysselsatte_kjonn_land","personer"
"2006","030110","2","alle","2275","sysselsatte_kjonn_land","personer"
"2006","030110","alle","0","1289","sysselsatte_kjonn_land","personer"
"2006","030110","alle","1","1749","sysselsatte_kjonn_land","personer"
"2006","030110","alle","alle","3038","sysselsatte_kjonn_land","personer"
"2006","030111","1","0","257","sysselsatte_kjonn_land","personer"
"2006","030111","1","1","236","sysselsatte_kjonn_land","personer"
"2006","030111","1","alle","493","sysselsatte_kjonn_land","personer"
"2006","030111","2","0","580","sysselsatte_kjonn_land","personer"
"2006","030111","2","1","685","sysselsatte_kjonn_land","personer"
"2006","030111","2","alle","1265","sysselsatte_kjonn_land","personer"
"2006","030111","alle","0","837","sysselsatte_kjonn_land","personer"
"2006","030111","alle","1","921","sysselsatte_kjonn_land","personer"
"2006","030111","alle","alle","1758","sysselsatte_kjonn_land","personer"
"2006","030112","1","0","189","sysselsatte_kjonn_land","personer"
"2006","030112","1","1","289","sysselsatte_kjonn_land","personer"
"2006","030112","1","alle","478","sysselsatte_kjonn_land","personer"
"2006","030112","2","0","409","sysselsatte_kjonn_land","personer"
"2006","030112","2","1","490","sysselsatte_kjonn_land","personer"
"2006","030112","2","alle","899","sysselsatte_kjonn_land","personer"
"2006","030112","alle","0","598","sysselsatte_kjonn_land","personer"
"2006","030112","alle","1","779","sysselsatte_kjonn_land","personer"
"2006","030112","alle","alle","1377","sysselsatte_kjonn_land","personer"
"2006","030113","1","0","188","sysselsatte_kjonn_land","personer"
"2006","030113","1","1","212","sysselsatte_kjonn_land","personer"
"2006","030113","1","alle","400","sysselsatte_kjonn_land","personer"
"2006","030113","2","0","646","sysselsatte_kjonn_land","personer"
"2006","030113","2","1","873","sysselsatte_kjonn_land","personer"
"2006","030113","2","alle","1519","sysselsatte_kjonn_land","personer"
"2006","030113","alle","0","834","sysselsatte_kjonn_land","personer"
"2006","030113","alle","1","1085","sysselsatte_kjonn_land","personer"
"2006","030113","alle","alle","1919","sysselsatte_kjonn_land","personer"
"2006","030114","1","0","126","sysselsatte_kjonn_land","personer"
"2006","030114","1","1","125","sysselsatte_kjonn_land","personer"
"2006","030114","1","alle","251","sysselsatte_kjonn_land","personer"
"2006","030114","2","0","422","sysselsatte_kjonn_land","personer"
"2006","030114","2","1","585","sysselsatte_kjonn_land","personer"
"2006","030114","2","alle","1007","sysselsatte_kjonn_land","personer"
"2006","030114","alle","0","548","sysselsatte_kjonn_land","personer"
"2006","030114","alle","1","710","sysselsatte_kjonn_land","personer"
"2006","030114","alle","alle","1258","sysselsatte_kjonn_land","personer"
"2006","030115","1","0","140","sysselsatte_kjonn_land","personer"
"2006","030115","1","1","151","sysselsatte_kjonn_land","personer"
"2006","030115","1","alle","291","sysselsatte_kjonn_land","personer"
"2006","030115","2","0","420","sysselsatte_kjonn_land","personer"
"2006","030115","2","1","593","sysselsatte_kjonn_land","personer"
"2006","030115","2","alle","1013","sysselsatte_kjonn_land","personer"
"2006","030115","alle","0","560","sysselsatte_kjonn_land","personer"
"2006","030115","alle","1","744","sysselsatte_kjonn_land","personer"
"2006","030115","alle","alle","1304","sysselsatte_kjonn_land","personer"
"2006","030116","1","0","93","sysselsatte_kjonn_land","personer"
"2006","030116","1","1","73","sysselsatte_kjonn_land","personer"
"2006","030116","1","alle","166","sysselsatte_kjonn_land","personer"
"2006","030116","2","0","361","sysselsatte_kjonn_land","personer"
"2006","030116","2","1","485","sysselsatte_kjonn_land","personer"
"2006","030116","2","alle","846","sysselsatte_kjonn_land","personer"
"2006","030116","alle","0","454","sysselsatte_kjonn_land","personer"
"2006","030116","alle","1","558","sysselsatte_kjonn_land","personer"
"2006","030116","alle","alle","1012","sysselsatte_kjonn_land","personer"
"2006","030117","1","0","85","sysselsatte_kjonn_land","personer"
"2006","030117","1","1","109","sysselsatte_kjonn_land","personer"
"2006","030117","1","alle","194","sysselsatte_kjonn_land","personer"
"2006","030117","2","0","643","sysselsatte_kjonn_land","personer"
"2006","030117","2","1","959","sysselsatte_kjonn_land","personer"
"2006","030117","2","alle","1602","sysselsatte_kjonn_land","personer"
"2006","030117","alle","0","728","sysselsatte_kjonn_land","personer"
"2006","030117","alle","1","1068","sysselsatte_kjonn_land","personer"
"2006","030117","alle","alle","1796","sysselsatte_kjonn_land","personer"
"2006","030199","1","0","100","sysselsatte_kjonn_land","personer"
"2006","030199","1","1","165","sysselsatte_kjonn_land","personer"
"2006","030199","1","alle","265","sysselsatte_kjonn_land","personer"
"2006","030199","2","0","70","sysselsatte_kjonn_land","personer"
"2006","030199","2","1","140","sysselsatte_kjonn_land","personer"
"2006","030199","2","alle","210","sysselsatte_kjonn_land","personer"
"2006","030199","alle","0","170","sysselsatte_kjonn_land","personer"
"2006","030199","alle","1","305","sysselsatte_kjonn_land","personer"
"2006","030199","alle","alle","475","sysselsatte_kjonn_land","personer"
"2007","00","1","0","40058","sysselsatte_kjonn_land","personer"
"2007","00","1","1","58010","sysselsatte_kjonn_land","personer"
"2007","00","1","alle","98068","sysselsatte_kjonn_land","personer"
"2007","00","2","0","54283","sysselsatte_kjonn_land","personer"
"2007","00","2","1","60757","sysselsatte_kjonn_land","personer"
"2007","00","2","alle","115040","sysselsatte_kjonn_land","personer"
"2007","00","alle","0","94341","sysselsatte_kjonn_land","personer"
"2007","00","alle","1","118767","sysselsatte_kjonn_land","personer"
"2007","00","alle","alle","213108","sysselsatte_kjonn_land","personer"
"2007","030101","1","0","1083","sysselsatte_kjonn_land","personer"
"2007","030101","1","1","1434","sysselsatte_kjonn_land","personer"
"2007","030101","1","alle","2517","sysselsatte_kjonn_land","personer"
"2007","030101","2","0","1237","sysselsatte_kjonn_land","personer"
"2007","030101","2","1","1736","sysselsatte_kjonn_land","personer"
"2007","030101","2","alle","2973","sysselsatte_kjonn_land","personer"
"2007","030101","alle","0","2320","sysselsatte_kjonn_land","personer"
"2007","030101","alle","1","3170","sysselsatte_kjonn_land","personer"
"2007","030101","alle","alle","5490","sysselsatte_kjonn_land","personer"
"2007","030102","1","0","927","sysselsatte_kjonn_land","personer"
"2007","030102","1","1","1072","sysselsatte_kjonn_land","personer"
"2007","030102","1","alle","1999","sysselsatte_kjonn_land","personer"
"2007","030102","2","0","1070","sysselsatte_kjonn_land","personer"
"2007","030102","2","1","1255","sysselsatte_kjonn_land","personer"
"2007","030102","2","alle","2325","sysselsatte_kjonn_land","personer"
"2007","030102","alle","0","1997","sysselsatte_kjonn_land","personer"
"2007","030102","alle","1","2327","sysselsatte_kjonn_land","personer"
"2007","030102","alle","alle","4324","sysselsatte_kjonn_land","personer"
"2007","030103","1","0","1140","sysselsatte_kjonn_land","personer"
"2007","030103","1","1","1417","sysselsatte_kjonn_land","personer"
"2007","030103","1","alle","2557","sysselsatte_kjonn_land","personer"
"2007","030103","2","0","1391","sysselsatte_kjonn_land","personer"
"2007","030103","2","1","1820","sysselsatte_kjonn_land","personer"
"2007","030103","2","alle","3211","sysselsatte_kjonn_land","personer"
"2007","030103","alle","0","2531","sysselsatte_kjonn_land","personer"
"2007","030103","alle","1","3237","sysselsatte_kjonn_land","personer"
"2007","030103","alle","alle","5768","sysselsatte_kjonn_land","personer"
"2007","030104","1","0","972","sysselsatte_kjonn_land","personer"
"2007","030104","1","1","1309","sysselsatte_kjonn_land","personer"
"2007","030104","1","alle","2281","sysselsatte_kjonn_land","personer"
"2007","030104","2","0","1264","sysselsatte_kjonn_land","personer"
"2007","030104","2","1","1916","sysselsatte_kjonn_land","personer"
"2007","030104","2","alle","3180","sysselsatte_kjonn_land","personer"
"2007","030104","alle","0","2236","sysselsatte_kjonn_land","personer"
"2007","030104","alle","1","3225","sysselsatte_kjonn_land","personer"
"2007","030104","alle","alle","5461","sysselsatte_kjonn_land","personer"
"2007","030105","1","0","849","sysselsatte_kjonn_land","personer"
"2007","030105","1","1","1062","sysselsatte_kjonn_land","personer"
"2007","030105","1","alle","1911","sysselsatte_kjonn_land","personer"
"2007","030105","2","0","1042","sysselsatte_kjonn_land","personer"
"2007","030105","2","1","1334","sysselsatte_kjonn_land","personer"
"2007","030105","2","alle","2376","sysselsatte_kjonn_land","personer"
"2007","030105","alle","0","1891","sysselsatte_kjonn_land","personer"
"2007","030105","alle","1","2396","sysselsatte_kjonn_land","personer"
"2007","030105","alle","alle","4287","sysselsatte_kjonn_land","personer"
"2007","030106","1","0","766","sysselsatte_kjonn_land","personer"
"2007","030106","1","1","1077","sysselsatte_kjonn_land","personer"
"2007","030106","1","alle","1843","sysselsatte_kjonn_land","personer"
"2007","030106","2","0","1119","sysselsatte_kjonn_land","personer"
"2007","030106","2","1","1463","sysselsatte_kjonn_land","personer"
"2007","030106","2","alle","2582","sysselsatte_kjonn_land","personer"
"2007","030106","alle","0","1885","sysselsatte_kjonn_land","personer"
"2007","030106","alle","1","2540","sysselsatte_kjonn_land","personer"
"2007","030106","alle","alle","4425","sysselsatte_kjonn_land","personer"
"2007","030107","1","0","549","sysselsatte_kjonn_land","personer"
"2007","030107","1","1","835","sysselsatte_kjonn_land","personer"
"2007","030107","1","alle","1384","sysselsatte_kjonn_land","personer"
"2007","030107","2","0","959","sysselsatte_kjonn_land","personer"
"2007","030107","2","1","1357","sysselsatte_kjonn_land","personer"
"2007","030107","2","alle","2316","sysselsatte_kjonn_land","personer"
"2007","030107","alle","0","1508","sysselsatte_kjonn_land","personer"
"2007","030107","alle","1","2192","sysselsatte_kjonn_land","personer"
"2007","030107","alle","alle","3700","sysselsatte_kjonn_land","personer"
"2007","030108","1","0","688","sysselsatte_kjonn_land","personer"
"2007","030108","1","1","907","sysselsatte_kjonn_land","personer"
"2007","030108","1","alle","1595","sysselsatte_kjonn_land","personer"
"2007","030108","2","0","1138","sysselsatte_kjonn_land","personer"
"2007","030108","2","1","1436","sysselsatte_kjonn_land","personer"
"2007","030108","2","alle","2574","sysselsatte_kjonn_land","personer"
"2007","030108","alle","0","1826","sysselsatte_kjonn_land","personer"
"2007","030108","alle","1","2343","sysselsatte_kjonn_land","personer"
"2007","030108","alle","alle","4169","sysselsatte_kjonn_land","personer"
"2007","030109","1","0","428","sysselsatte_kjonn_land","personer"
"2007","030109","1","1","586","sysselsatte_kjonn_land","personer"
"2007","030109","1","alle","1014","sysselsatte_kjonn_land","personer"
"2007","030109","2","0","800","sysselsatte_kjonn_land","personer"
"2007","030109","2","1","1143","sysselsatte_kjonn_land","personer"
"2007","030109","2","alle","1943","sysselsatte_kjonn_land","personer"
"2007","030109","alle","0","1228","sysselsatte_kjonn_land","personer"
"2007","030109","alle","1","1729","sysselsatte_kjonn_land","personer"
"2007","030109","alle","alle","2957","sysselsatte_kjonn_land","personer"
"2007","030110","1","0","411","sysselsatte_kjonn_land","personer"
"2007","030110","1","1","510","sysselsatte_kjonn_land","personer"
"2007","030110","1","alle","921","sysselsatte_kjonn_land","personer"
"2007","030110","2","0","1034","sysselsatte_kjonn_land","personer"
"2007","030110","2","1","1379","sysselsatte_kjonn_land","personer"
"2007","030110","2","alle","2413","sysselsatte_kjonn_land","personer"
"2007","030110","alle","0","1445","sysselsatte_kjonn_land","personer"
"2007","030110","alle","1","1889","sysselsatte_kjonn_land","personer"
"2007","030110","alle","alle","3334","sysselsatte_kjonn_land","personer"
"2007","030111","1","0","283","sysselsatte_kjonn_land","personer"
"2007","030111","1","1","281","sysselsatte_kjonn_land","personer"
"2007","030111","1","alle","564","sysselsatte_kjonn_land","personer"
"2007","030111","2","0","637","sysselsatte_kjonn_land","personer"
"2007","030111","2","1","726","sysselsatte_kjonn_land","personer"
"2007","030111","2","alle","1363","sysselsatte_kjonn_land","personer"
"2007","030111","alle","0","920","sysselsatte_kjonn_land","personer"
"2007","030111","alle","1","1007","sysselsatte_kjonn_land","personer"
"2007","030111","alle","alle","1927","sysselsatte_kjonn_land","personer"
"2007","030112","1","0","202","sysselsatte_kjonn_land","personer"
"2007","030112","1","1","374","sysselsatte_kjonn_land","personer"
"2007","030112","1","alle","576","sysselsatte_kjonn_land","personer"
"2007","030112","2","0","471","sysselsatte_kjonn_land","personer"
"2007","030112","2","1","557","sysselsatte_kjonn_land","personer"
"2007","030112","2","alle","1028","sysselsatte_kjonn_land","personer"
"2007","030112","alle","0","673","sysselsatte_kjonn_land","personer"
"2007","030112","alle","1","931","sysselsatte_kjonn_land","personer"
"2007","030112","alle","alle","1604","sysselsatte_kjonn_land","personer"
"2007","030113","1","0","202","sysselsatte_kjonn_land","personer"
"2007","030113","1","1","253","sysselsatte_kjonn_land","personer"
"2007","030113","1","alle","455","sysselsatte_kjonn_land","personer"
"2007","030113","2","0","721","sysselsatte_kjonn_land","personer"
"2007","030113","2","1","956","sysselsatte_kjonn_land","personer"
"2007","030113","2","alle","1677","sysselsatte_kjonn_land","personer"
"2007","030113","alle","0","923","sysselsatte_kjonn_land","personer"
"2007","030113","alle","1","1209","sysselsatte_kjonn_land","personer"
"2007","030113","alle","alle","2132","sysselsatte_kjonn_land","personer"
"2007","030114","1","0","138","sysselsatte_kjonn_land","personer"
"2007","030114","1","1","151","sysselsatte_kjonn_land","personer"
"2007","030114","1","alle","289","sysselsatte_kjonn_land","personer"
"2007","030114","2","0","489","sysselsatte_kjonn_land","personer"
"2007","030114","2","1","651","sysselsatte_kjonn_land","personer"
"2007","030114","2","alle","1140","sysselsatte_kjonn_land","personer"
"2007","030114","alle","0","627","sysselsatte_kjonn_land","personer"
"2007","030114","alle","1","802","sysselsatte_kjonn_land","personer"
"2007","030114","alle","alle","1429","sysselsatte_kjonn_land","personer"
"2007","030115","1","0","163","sysselsatte_kjonn_land","personer"
"2007","030115","1","1","174","sysselsatte_kjonn_land","personer"
"2007","030115","1","alle","337","sysselsatte_kjonn_land","personer"
"2007","030115","2","0","501","sysselsatte_kjonn_land","personer"
"2007","030115","2","1","621","sysselsatte_kjonn_land","personer"
"2007","030115","2","alle","1122","sysselsatte_kjonn_land","personer"
"2007","030115","alle","0","664","sysselsatte_kjonn_land","personer"
"2007","030115","alle","1","795","sysselsatte_kjonn_land","personer"
"2007","030115","alle","alle","1459","sysselsatte_kjonn_land","personer"
"2007","030116","1","0","88","sysselsatte_kjonn_land","personer"
"2007","030116","1","1","75","sysselsatte_kjonn_land","personer"
"2007","030116","1","alle","163","sysselsatte_kjonn_land","personer"
"2007","030116","2","0","396","sysselsatte_kjonn_land","personer"
"2007","030116","2","1","541","sysselsatte_kjonn_land","personer"
"2007","030116","2","alle","937","sysselsatte_kjonn_land","personer"
"2007","030116","alle","0","484","sysselsatte_kjonn_land","personer"
"2007","030116","alle","1","616","sysselsatte_kjonn_land","personer"
"2007","030116","alle","alle","1100","sysselsatte_kjonn_land","personer"
"2007","030117","1","0","99","sysselsatte_kjonn_land","personer"
"2007","030117","1","1","152","sysselsatte_kjonn_land","personer"
"2007","030117","1","alle","251","sysselsatte_kjonn_land","personer"
"2007","030117","2","0","672","sysselsatte_kjonn_land","personer"
"2007","030117","2","1","1023","sysselsatte_kjonn_land","personer"
"2007","030117","2","alle","1695","sysselsatte_kjonn_land","personer"
"2007","030117","alle","0","771","sysselsatte_kjonn_land","personer"
"2007","030117","alle","1","1175","sysselsatte_kjonn_land","personer"
"2007","030117","alle","alle","1946","sysselsatte_kjonn_land","personer"
"2007","030199","1","0","79","sysselsatte_kjonn_land","personer"
"2007","030199","1","1","164","sysselsatte_kjonn_land","personer"
"2007","030199","1","alle","243","sysselsatte_kjonn_land","personer"
"2007","030199","2","0","79","sysselsatte_kjonn_land","personer"
"2007","030199","2","1","144","sysselsatte_kjonn_land","personer"
"2007","030199","2","alle","223","sysselsatte_kjonn_land","personer"
"2007","030199","alle","0","158","sysselsatte_kjonn_land","personer"
"2007","030199","alle","1","308","sysselsatte_kjonn_land","personer"
"2007","030199","alle","alle","466","sysselsatte_kjonn_land","personer"
"2008","00","1","0","45941","sysselsatte_kjonn_land","personer"
"2008","00","1","1","69868","sysselsatte_kjonn_land","personer"
"2008","00","1","alle","115809","sysselsatte_kjonn_land","personer"
"2008","00","2","0","60124","sysselsatte_kjonn_land","personer"
"2008","00","2","1","65082","sysselsatte_kjonn_land","personer"
"2008","00","2","alle","125206","sysselsatte_kjonn_land","personer"
"2008","00","alle","0","106065","sysselsatte_kjonn_land","personer"
"2008","00","alle","1","134950","sysselsatte_kjonn_land","personer"
"2008","00","alle","alle","241015","sysselsatte_kjonn_land","personer"
"2008","030101","1","0","1325","sysselsatte_kjonn_land","personer"
"2008","030101","1","1","1766","sysselsatte_kjonn_land","personer"
"2008","030101","1","alle","3091","sysselsatte_kjonn_land","personer"
"2008","030101","2","0","1334","sysselsatte_kjonn_land","personer"
"2008","030101","2","1","1829","sysselsatte_kjonn_land","personer"
"2008","030101","2","alle","3163","sysselsatte_kjonn_land","personer"
"2008","030101","alle","0","2659","sysselsatte_kjonn_land","personer"
"2008","030101","alle","1","3595","sysselsatte_kjonn_land","personer"
"2008","030101","alle","alle","6254","sysselsatte_kjonn_land","personer"
"2008","030102","1","0","1042","sysselsatte_kjonn_land","personer"
"2008","030102","1","1","1443","sysselsatte_kjonn_land","personer"
"2008","030102","1","alle","2485","sysselsatte_kjonn_land","personer"
"2008","030102","2","0","1218","sysselsatte_kjonn_land","personer"
"2008","030102","2","1","1363","sysselsatte_kjonn_land","personer"
"2008","030102","2","alle","2581","sysselsatte_kjonn_land","personer"
"2008","030102","alle","0","2260","sysselsatte_kjonn_land","personer"
"2008","030102","alle","1","2806","sysselsatte_kjonn_land","personer"
"2008","030102","alle","alle","5066","sysselsatte_kjonn_land","personer"
"2008","030103","1","0","1251","sysselsatte_kjonn_land","personer"
"2008","030103","1","1","1653","sysselsatte_kjonn_land","personer"
"2008","030103","1","alle","2904","sysselsatte_kjonn_land","personer"
"2008","030103","2","0","1521","sysselsatte_kjonn_land","personer"
"2008","030103","2","1","1841","sysselsatte_kjonn_land","personer"
"2008","030103","2","alle","3362","sysselsatte_kjonn_land","personer"
"2008","030103","alle","0","2772","sysselsatte_kjonn_land","personer"
"2008","030103","alle","1","3494","sysselsatte_kjonn_land","personer"
"2008","030103","alle","alle","6266","sysselsatte_kjonn_land","personer"
"2008","030104","1","0","1120","sysselsatte_kjonn_land","personer"
"2008","030104","1","1","1524","sysselsatte_kjonn_land","personer"
"2008","030104","1","alle","2644","sysselsatte_kjonn_land","personer"
"2008","030104","2","0","1404","sysselsatte_kjonn_land","personer"
"2008","030104","2","1","1963","sysselsatte_kjonn_land","personer"
"2008","030104","2","alle","3367","sysselsatte_kjonn_land","personer"
"2008","030104","alle","0","2524","sysselsatte_kjonn_land","personer"
"2008","030104","alle","1","3487","sysselsatte_kjonn_land","personer"
"2008","030104","alle","alle","6011","sysselsatte_kjonn_land","personer"
"2008","030105","1","0","959","sysselsatte_kjonn_land","personer"
"2008","030105","1","1","1337","sysselsatte_kjonn_land","personer"
"2008","030105","1","alle","2296","sysselsatte_kjonn_land","personer"
"2008","030105","2","0","1151","sysselsatte_kjonn_land","personer"
"2008","030105","2","1","1463","sysselsatte_kjonn_land","personer"
"2008","030105","2","alle","2614","sysselsatte_kjonn_land","personer"
"2008","030105","alle","0","2110","sysselsatte_kjonn_land","personer"
"2008","030105","alle","1","2800","sysselsatte_kjonn_land","personer"
"2008","030105","alle","alle","4910","sysselsatte_kjonn_land","personer"
"2008","030106","1","0","865","sysselsatte_kjonn_land","personer"
"2008","030106","1","1","1231","sysselsatte_kjonn_land","personer"
"2008","030106","1","alle","2096","sysselsatte_kjonn_land","personer"
"2008","030106","2","0","1183","sysselsatte_kjonn_land","personer"
"2008","030106","2","1","1525","sysselsatte_kjonn_land","personer"
"2008","030106","2","alle","2708","sysselsatte_kjonn_land","personer"
"2008","030106","alle","0","2048","sysselsatte_kjonn_land","personer"
"2008","030106","alle","1","2756","sysselsatte_kjonn_land","personer"
"2008","030106","alle","alle","4804","sysselsatte_kjonn_land","personer"
"2008","030107","1","0","634","sysselsatte_kjonn_land","personer"
"2008","030107","1","1","984","sysselsatte_kjonn_land","personer"
"2008","030107","1","alle","1618","sysselsatte_kjonn_land","personer"
"2008","030107","2","0","1082","sysselsatte_kjonn_land","personer"
"2008","030107","2","1","1415","sysselsatte_kjonn_land","personer"
"2008","030107","2","alle","2497","sysselsatte_kjonn_land","personer"
"2008","030107","alle","0","1716","sysselsatte_kjonn_land","personer"
"2008","030107","alle","1","2399","sysselsatte_kjonn_land","personer"
"2008","030107","alle","alle","4115","sysselsatte_kjonn_land","personer"
"2008","030108","1","0","791","sysselsatte_kjonn_land","personer"
"2008","030108","1","1","1079","sysselsatte_kjonn_land","personer"
"2008","030108","1","alle","1870","sysselsatte_kjonn_land","personer"
"2008","030108","2","0","1259","sysselsatte_kjonn_land","personer"
"2008","030108","2","1","1541","sysselsatte_kjonn_land","personer"
"2008","030108","2","alle","2800","sysselsatte_kjonn_land","personer"
"2008","030108","alle","0","2050","sysselsatte_kjonn_land","personer"
"2008","030108","alle","1","2620","sysselsatte_kjonn_land","personer"
"2008","030108","alle","alle","4670","sysselsatte_kjonn_land","personer"
"2008","030109","1","0","506","sysselsatte_kjonn_land","personer"
"2008","030109","1","1","703","sysselsatte_kjonn_land","personer"
"2008","030109","1","alle","1209","sysselsatte_kjonn_land","personer"
"2008","030109","2","0","889","sysselsatte_kjonn_land","personer"
"2008","030109","2","1","1191","sysselsatte_kjonn_land","personer"
"2008","030109","2","alle","2080","sysselsatte_kjonn_land","personer"
"2008","030109","alle","0","1395","sysselsatte_kjonn_land","personer"
"2008","030109","alle","1","1894","sysselsatte_kjonn_land","personer"
"2008","030109","alle","alle","3289","sysselsatte_kjonn_land","personer"
"2008","030110","1","0","451","sysselsatte_kjonn_land","personer"
