"fylke_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"15,""innvandrerbakgr"",""3"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""3"",""personer"",""396"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""3"",""personer"",""127"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""3"",""personer"",""250"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""3"",""personer"",""192"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""3"",""personer"",""96"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""3"",""personer"",""10065"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""3"",""personer"",""581"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""3"",""personer"",""1212"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""3"",""personer"",""2550"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""3"",""personer"",""216"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""3"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""3"",""personer"",""671"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""3"",""personer"",""379"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""3"",""personer"",""286"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""3"",""personer"",""170"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""3"",""personer"",""318"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""3"",""personer"",""1113"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""3"",""personer"",""803"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""3"",""personer"",""133"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""3"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""3"",""personer"",""396"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""3"",""personer"",""127"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""3"",""personer"",""250"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""3"",""personer"",""192"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""3"",""personer"",""96"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""3"",""personer"",""10065"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""3"",""personer"",""581"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""3"",""personer"",""1212"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""3"",""personer"",""2550"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""3"",""personer"",""216"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""3"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""3"",""personer"",""671"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""3"",""personer"",""379"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""3"",""personer"",""286"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""3"",""personer"",""170"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""3"",""personer"",""318"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""3"",""personer"",""1113"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""3"",""personer"",""803"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""3"",""personer"",""133"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""3"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""3"",""personer"",""396"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""3"",""personer"",""127"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""3"",""personer"",""250"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""3"",""personer"",""192"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""3"",""personer"",""96"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""3"",""personer"",""10065"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""3"",""personer"",""581"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""3"",""personer"",""1212"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""3"",""personer"",""2550"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""3"",""personer"",""216"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""3"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""3"",""personer"",""671"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""3"",""personer"",""379"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""3"",""personer"",""286"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""3"",""personer"",""170"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""3"",""personer"",""318"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""3"",""personer"",""1113"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""3"",""personer"",""803"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""3"",""personer"",""133"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""3"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""3"",""personer"",""396"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""3"",""personer"",""127"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""3"",""personer"",""250"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""3"",""personer"",""192"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""3"",""personer"",""96"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""3"",""personer"",""10065"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""3"",""personer"",""581"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""3"",""personer"",""1212"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""3"",""personer"",""2550"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""3"",""personer"",""216"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""3"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""3"",""personer"",""671"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""3"",""personer"",""379"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""3"",""personer"",""286"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""3"",""personer"",""170"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""3"",""personer"",""318"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""3"",""personer"",""1113"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""3"",""personer"",""803"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""3"",""personer"",""133"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""3"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""3"",""personer"",""396"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""3"",""personer"",""127"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""3"",""personer"",""250"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""3"",""personer"",""192"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""3"",""personer"",""96"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
"02,""innvandrerbakgr"",""4"",""personer"",""1215"",2013,""barnehagedeltakelse"""
"03,""innvandrerbakgr"",""4"",""personer"",""2501"",2013,""barnehagedeltakelse"""
"04,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"05,""innvandrerbakgr"",""4"",""personer"",""212"",2013,""barnehagedeltakelse"""
"06,""innvandrerbakgr"",""4"",""personer"",""599"",2013,""barnehagedeltakelse"""
"07,""innvandrerbakgr"",""4"",""personer"",""391"",2013,""barnehagedeltakelse"""
"08,""innvandrerbakgr"",""4"",""personer"",""257"",2013,""barnehagedeltakelse"""
"09,""innvandrerbakgr"",""4"",""personer"",""174"",2013,""barnehagedeltakelse"""
"10,""innvandrerbakgr"",""4"",""personer"",""336"",2013,""barnehagedeltakelse"""
"11,""innvandrerbakgr"",""4"",""personer"",""925"",2013,""barnehagedeltakelse"""
"12,""innvandrerbakgr"",""4"",""personer"",""816"",2013,""barnehagedeltakelse"""
"14,""innvandrerbakgr"",""4"",""personer"",""154"",2013,""barnehagedeltakelse"""
"15,""innvandrerbakgr"",""4"",""personer"",""360"",2013,""barnehagedeltakelse"""
"16,""innvandrerbakgr"",""4"",""personer"",""382"",2013,""barnehagedeltakelse"""
"17,""innvandrerbakgr"",""4"",""personer"",""119"",2013,""barnehagedeltakelse"""
"18,""innvandrerbakgr"",""4"",""personer"",""237"",2013,""barnehagedeltakelse"""
"19,""innvandrerbakgr"",""4"",""personer"",""142"",2013,""barnehagedeltakelse"""
"20,""innvandrerbakgr"",""4"",""personer"",""76"",2013,""barnehagedeltakelse"""
"00,""innvandrerbakgr"",""4"",""personer"",""9731"",2013,""barnehagedeltakelse"""
"01,""innvandrerbakgr"",""4"",""personer"",""623"",2013,""barnehagedeltakelse"""
