"tabell_navn","aar","kommune_nr","vreg_3","enhet","botid_5","tabellvariabel"
"befolkning_botid","2015","0125","1","personer","10+","207"
"befolkning_botid","2015","0125","2","personer","10+","393"
"befolkning_botid","2015","0125","alle","personer","10+","600"
"befolkning_botid","2015","0127","1","personer","10+","51"
"befolkning_botid","2015","0127","2","personer","10+","41"
"befolkning_botid","2015","0127","alle","personer","10+","92"
"befolkning_botid","2015","0128","1","personer","10+","90"
"befolkning_botid","2015","0128","2","personer","10+","237"
"befolkning_botid","2015","0128","alle","personer","10+","327"
"befolkning_botid","2015","0135","1","personer","10+","117"
"befolkning_botid","2015","0135","2","personer","10+","100"
"befolkning_botid","2015","0135","alle","personer","10+","217"
"befolkning_botid","2015","0136","1","personer","10+","322"
"befolkning_botid","2015","0136","2","personer","10+","459"
"befolkning_botid","2015","0136","alle","personer","10+","781"
"befolkning_botid","2015","0137","1","personer","10+","111"
"befolkning_botid","2015","0137","2","personer","10+","69"
"befolkning_botid","2015","0137","alle","personer","10+","180"
"befolkning_botid","2015","0138","1","personer","10+","128"
"befolkning_botid","2015","0138","2","personer","10+","114"
"befolkning_botid","2015","0138","alle","personer","10+","242"
"befolkning_botid","2015","0211","1","personer","10+","427"
"befolkning_botid","2015","0211","2","personer","10+","501"
"befolkning_botid","2015","0211","alle","personer","10+","928"
"befolkning_botid","2015","0213","1","personer","10+","788"
"befolkning_botid","2015","0213","2","personer","10+","1277"
"befolkning_botid","2015","0213","alle","personer","10+","2065"
"befolkning_botid","2015","0214","1","personer","10+","493"
"befolkning_botid","2015","0214","2","personer","10+","654"
"befolkning_botid","2015","0214","alle","personer","10+","1147"
"befolkning_botid","2015","0215","1","personer","10+","456"
"befolkning_botid","2015","0215","2","personer","10+","260"
"befolkning_botid","2015","0215","alle","personer","10+","716"
"befolkning_botid","2015","0216","1","personer","10+","719"
"befolkning_botid","2015","0216","2","personer","10+","419"
"befolkning_botid","2015","0216","alle","personer","10+","1138"
"befolkning_botid","2015","0217","1","personer","10+","761"
"befolkning_botid","2015","0217","2","personer","10+","857"
"befolkning_botid","2015","0217","alle","personer","10+","1618"
"befolkning_botid","2015","0219","1","personer","10+","4021"
"befolkning_botid","2015","0219","2","personer","10+","4760"
"befolkning_botid","2015","0219","alle","personer","10+","8781"
"befolkning_botid","2015","0220","1","personer","10+","1901"
"befolkning_botid","2015","0220","2","personer","10+","2136"
"befolkning_botid","2015","0220","alle","personer","10+","4037"
"befolkning_botid","2015","0221","1","personer","10+","253"
"befolkning_botid","2015","0221","2","personer","10+","146"
"befolkning_botid","2015","0221","alle","personer","10+","399"
"befolkning_botid","2015","0226","1","personer","10+","344"
"befolkning_botid","2015","0226","2","personer","10+","523"
"befolkning_botid","2015","0226","alle","personer","10+","867"
"befolkning_botid","2015","0227","1","personer","10+","227"
"befolkning_botid","2015","0227","2","personer","10+","322"
"befolkning_botid","2015","0227","alle","personer","10+","549"
"befolkning_botid","2015","0228","1","personer","10+","412"
"befolkning_botid","2015","0228","2","personer","10+","1021"
"befolkning_botid","2015","0228","alle","personer","10+","1433"
"befolkning_botid","2015","0229","1","personer","10+","205"
"befolkning_botid","2015","0229","2","personer","10+","301"
"befolkning_botid","2015","0229","alle","personer","10+","506"
"befolkning_botid","2015","0230","1","personer","10+","757"
"befolkning_botid","2015","0230","2","personer","10+","2806"
"befolkning_botid","2015","0230","alle","personer","10+","3563"
"befolkning_botid","2015","0231","1","personer","10+","1006"
"befolkning_botid","2015","0231","2","personer","10+","3905"
"befolkning_botid","2015","0231","alle","personer","10+","4911"
"befolkning_botid","2015","0233","1","personer","10+","537"
"befolkning_botid","2015","0233","2","personer","10+","769"
"befolkning_botid","2015","0233","alle","personer","10+","1306"
"befolkning_botid","2015","0234","1","personer","10+","112"
"befolkning_botid","2015","0234","2","personer","10+","99"
"befolkning_botid","2015","0234","alle","personer","10+","211"
"befolkning_botid","2015","0235","1","personer","10+","731"
"befolkning_botid","2015","0235","2","personer","10+","1686"
"befolkning_botid","2015","0235","alle","personer","10+","2417"
"befolkning_botid","2015","0236","1","personer","10+","330"
"befolkning_botid","2015","0236","2","personer","10+","394"
"befolkning_botid","2015","0236","alle","personer","10+","724"
"befolkning_botid","2015","0237","1","personer","10+","400"
"befolkning_botid","2015","0237","2","personer","10+","575"
"befolkning_botid","2015","0237","alle","personer","10+","975"
"befolkning_botid","2015","0238","1","personer","10+","230"
"befolkning_botid","2015","0238","2","personer","10+","356"
"befolkning_botid","2015","0238","alle","personer","10+","586"
"befolkning_botid","2015","0239","1","personer","10+","60"
"befolkning_botid","2015","0239","2","personer","10+","17"
"befolkning_botid","2015","0239","alle","personer","10+","77"
"befolkning_botid","2015","0301","1","personer","10+","17195"
"befolkning_botid","2015","0301","2","personer","10+","61004"
"befolkning_botid","2015","0301","alle","personer","10+","78199"
"befolkning_botid","2015","0402","1","personer","10+","335"
"befolkning_botid","2015","0402","2","personer","10+","553"
"befolkning_botid","2015","0402","alle","personer","10+","888"
"befolkning_botid","2015","0403","1","personer","10+","433"
"befolkning_botid","2015","0403","2","personer","10+","789"
"befolkning_botid","2015","0403","alle","personer","10+","1222"
"befolkning_botid","2015","0412","1","personer","10+","403"
"befolkning_botid","2015","0412","2","personer","10+","365"
"befolkning_botid","2015","0412","alle","personer","10+","768"
"befolkning_botid","2015","0415","1","personer","10+","79"
"befolkning_botid","2015","0415","2","personer","10+","74"
"befolkning_botid","2015","0415","alle","personer","10+","153"
"befolkning_botid","2015","0417","1","personer","10+","300"
"befolkning_botid","2015","0417","2","personer","10+","291"
"befolkning_botid","2015","0417","alle","personer","10+","591"
"befolkning_botid","2015","0418","1","personer","10+","40"
"befolkning_botid","2015","0418","2","personer","10+","31"
"befolkning_botid","2015","0418","alle","personer","10+","71"
"befolkning_botid","2015","0419","1","personer","10+","100"
"befolkning_botid","2015","0419","2","personer","10+","63"
"befolkning_botid","2015","0419","alle","personer","10+","163"
"befolkning_botid","2015","0420","1","personer","10+","131"
"befolkning_botid","2015","0420","2","personer","10+","87"
"befolkning_botid","2015","0420","alle","personer","10+","218"
"befolkning_botid","2015","0423","1","personer","10+","89"
"befolkning_botid","2015","0423","2","personer","10+","62"
"befolkning_botid","2015","0423","alle","personer","10+","151"
"befolkning_botid","2015","0425","1","personer","10+","81"
"befolkning_botid","2015","0425","2","personer","10+","76"
"befolkning_botid","2015","0425","alle","personer","10+","157"
"befolkning_botid","2015","0426","1","personer","10+","48"
"befolkning_botid","2015","0426","2","personer","10+","20"
"befolkning_botid","2015","0426","alle","personer","10+","68"
"befolkning_botid","2015","0427","1","personer","10+","255"
"befolkning_botid","2015","0427","2","personer","10+","435"
"befolkning_botid","2015","0427","alle","personer","10+","690"
"befolkning_botid","2015","0428","1","personer","10+","145"
"befolkning_botid","2015","0428","2","personer","10+","35"
"befolkning_botid","2015","0428","alle","personer","10+","180"
"befolkning_botid","2015","0429","1","personer","10+","72"
"befolkning_botid","2015","0429","2","personer","10+","36"
"befolkning_botid","2015","0429","alle","personer","10+","108"
"befolkning_botid","2015","0430","1","personer","10+","35"
"befolkning_botid","2015","0430","2","personer","10+","21"
"befolkning_botid","2015","0430","alle","personer","10+","56"
"befolkning_botid","2015","0432","1","personer","10+","21"
"befolkning_botid","2015","0432","2","personer","10+","4"
"befolkning_botid","2015","0432","alle","personer","10+","25"
"befolkning_botid","2015","0434","1","personer","10+","39"
"befolkning_botid","2015","0434","2","personer","10+","3"
"befolkning_botid","2015","0434","alle","personer","10+","42"
"befolkning_botid","2015","0436","1","personer","10+","25"
"befolkning_botid","2015","0436","2","personer","10+","22"
"befolkning_botid","2015","0436","alle","personer","10+","47"
"befolkning_botid","2015","0437","1","personer","10+","58"
"befolkning_botid","2015","0437","2","personer","10+","62"
"befolkning_botid","2015","0437","alle","personer","10+","120"
"befolkning_botid","2015","0438","1","personer","10+","23"
"befolkning_botid","2015","0438","2","personer","10+","14"
"befolkning_botid","2015","0438","alle","personer","10+","37"
"befolkning_botid","2015","0439","1","personer","10+","13"
"befolkning_botid","2015","0439","2","personer","10+","9"
"befolkning_botid","2015","0439","alle","personer","10+","22"
"befolkning_botid","2015","0441","1","personer","10+","42"
"befolkning_botid","2015","0441","2","personer","10+","21"
"befolkning_botid","2015","0441","alle","personer","10+","63"
"befolkning_botid","2015","0501","1","personer","10+","468"
"befolkning_botid","2015","0501","2","personer","10+","619"
"befolkning_botid","2015","0501","alle","personer","10+","1087"
"befolkning_botid","2015","0502","1","personer","10+","381"
"befolkning_botid","2015","0502","2","personer","10+","949"
"befolkning_botid","2015","0502","alle","personer","10+","1330"
"befolkning_botid","2015","0511","1","personer","10+","21"
"befolkning_botid","2015","0511","2","personer","10+","14"
"befolkning_botid","2015","0511","alle","personer","10+","35"
"befolkning_botid","2015","0512","1","personer","10+","19"
"befolkning_botid","2015","0512","2","personer","10+","7"
"befolkning_botid","2015","0512","alle","personer","10+","26"
"befolkning_botid","2015","0513","1","personer","10+","16"
"befolkning_botid","2015","0513","2","personer","10+","10"
"befolkning_botid","2015","0513","alle","personer","10+","26"
"befolkning_botid","2015","0514","1","personer","10+","23"
"befolkning_botid","2015","0514","2","personer","10+","5"
"befolkning_botid","2015","0514","alle","personer","10+","28"
"befolkning_botid","2015","0515","1","personer","10+","25"
"befolkning_botid","2015","0515","2","personer","10+","15"
"befolkning_botid","2015","0515","alle","personer","10+","40"
"befolkning_botid","2015","0516","1","personer","10+","35"
"befolkning_botid","2015","0516","2","personer","10+","46"
"befolkning_botid","2015","0516","alle","personer","10+","81"
"befolkning_botid","2015","0517","1","personer","10+","22"
"befolkning_botid","2015","0517","2","personer","10+","35"
"befolkning_botid","2015","0517","alle","personer","10+","57"
"befolkning_botid","2015","0519","1","personer","10+","40"
"befolkning_botid","2015","0519","2","personer","10+","26"
"befolkning_botid","2015","0519","alle","personer","10+","66"
"befolkning_botid","2015","0520","1","personer","10+","42"
"befolkning_botid","2015","0520","2","personer","10+","26"
"befolkning_botid","2015","0520","alle","personer","10+","68"
"befolkning_botid","2015","0521","1","personer","10+","57"
"befolkning_botid","2015","0521","2","personer","10+","65"
"befolkning_botid","2015","0521","alle","personer","10+","122"
"befolkning_botid","2015","0522","1","personer","10+","59"
"befolkning_botid","2015","0522","2","personer","10+","42"
"befolkning_botid","2015","0522","alle","personer","10+","101"
"befolkning_botid","2015","0528","1","personer","10+","142"
"befolkning_botid","2015","0528","2","personer","10+","169"
"befolkning_botid","2015","0528","alle","personer","10+","311"
"befolkning_botid","2015","0529","1","personer","10+","110"
"befolkning_botid","2015","0529","2","personer","10+","183"
"befolkning_botid","2015","0529","alle","personer","10+","293"
"befolkning_botid","2015","0532","1","personer","10+","114"
"befolkning_botid","2015","0532","2","personer","10+","84"
"befolkning_botid","2015","0532","alle","personer","10+","198"
"befolkning_botid","2015","0533","1","personer","10+","136"
"befolkning_botid","2015","0533","2","personer","10+","120"
"befolkning_botid","2015","0533","alle","personer","10+","256"
"befolkning_botid","2015","0534","1","personer","10+","103"
"befolkning_botid","2015","0534","2","personer","10+","189"
"befolkning_botid","2015","0534","alle","personer","10+","292"
"befolkning_botid","2015","0536","1","personer","10+","73"
"befolkning_botid","2015","0536","2","personer","10+","58"
"befolkning_botid","2015","0536","alle","personer","10+","131"
"befolkning_botid","2015","0538","1","personer","10+","45"
"befolkning_botid","2015","0538","2","personer","10+","33"
"befolkning_botid","2015","0538","alle","personer","10+","78"
"befolkning_botid","2015","0540","1","personer","10+","32"
"befolkning_botid","2015","0540","2","personer","10+","15"
"befolkning_botid","2015","0540","alle","personer","10+","47"
"befolkning_botid","2015","0541","1","personer","10+","15"
"befolkning_botid","2015","0541","2","personer","10+","4"
"befolkning_botid","2015","0541","alle","personer","10+","19"
"befolkning_botid","2015","0542","1","personer","10+","82"
"befolkning_botid","2015","0542","2","personer","10+","75"
"befolkning_botid","2015","0542","alle","personer","10+","157"
"befolkning_botid","2015","0543","1","personer","10+","20"
"befolkning_botid","2015","0543","2","personer","10+","5"
"befolkning_botid","2015","0543","alle","personer","10+","25"
"befolkning_botid","2015","0544","1","personer","10+","44"
"befolkning_botid","2015","0544","2","personer","10+","38"
"befolkning_botid","2015","0544","alle","personer","10+","82"
"befolkning_botid","2015","0545","1","personer","10+","23"
"befolkning_botid","2015","0545","2","personer","10+","10"
"befolkning_botid","2015","0545","alle","personer","10+","33"
"befolkning_botid","2015","0602","1","personer","10+","1399"
"befolkning_botid","2015","0602","2","personer","10+","5566"
"befolkning_botid","2015","0602","alle","personer","10+","6965"
"befolkning_botid","2015","0604","1","personer","10+","532"
"befolkning_botid","2015","0604","2","personer","10+","660"
"befolkning_botid","2015","0604","alle","personer","10+","1192"
"befolkning_botid","2015","0605","1","personer","10+","483"
"befolkning_botid","2015","0605","2","personer","10+","769"
"befolkning_botid","2015","0605","alle","personer","10+","1252"
"befolkning_botid","2015","0612","1","personer","10+","175"
"befolkning_botid","2015","0612","2","personer","10+","112"
"befolkning_botid","2015","0612","alle","personer","10+","287"
"befolkning_botid","2015","0615","1","personer","10+","14"
"befolkning_botid","2015","0615","2","personer","10+","6"
"befolkning_botid","2015","0615","alle","personer","10+","20"
"befolkning_botid","2015","0616","1","personer","10+","49"
"befolkning_botid","2015","0616","2","personer","10+","38"
"befolkning_botid","2015","0616","alle","personer","10+","87"
"befolkning_botid","2015","0617","1","personer","10+","80"
"befolkning_botid","2015","0617","2","personer","10+","102"
"befolkning_botid","2015","0617","alle","personer","10+","182"
"befolkning_botid","2015","0618","1","personer","10+","82"
"befolkning_botid","2015","0618","2","personer","10+","11"
"befolkning_botid","2015","0618","alle","personer","10+","93"
"befolkning_botid","2015","0619","1","personer","10+","64"
"befolkning_botid","2015","0619","2","personer","10+","44"
"befolkning_botid","2015","0619","alle","personer","10+","108"
"befolkning_botid","2015","0620","1","personer","10+","141"
"befolkning_botid","2015","0620","2","personer","10+","42"
"befolkning_botid","2015","0620","alle","personer","10+","183"
"befolkning_botid","2015","0621","1","personer","10+","19"
"befolkning_botid","2015","0621","2","personer","10+","12"
"befolkning_botid","2015","0621","alle","personer","10+","31"
"befolkning_botid","2015","0622","1","personer","10+","24"
"befolkning_botid","2015","0622","2","personer","10+","7"
"befolkning_botid","2015","0622","alle","personer","10+","31"
"befolkning_botid","2015","0623","1","personer","10+","195"
"befolkning_botid","2015","0623","2","personer","10+","205"
"befolkning_botid","2015","0623","alle","personer","10+","400"
"befolkning_botid","2015","0624","1","personer","10+","297"
"befolkning_botid","2015","0624","2","personer","10+","371"
"befolkning_botid","2015","0624","alle","personer","10+","668"
"befolkning_botid","2015","0625","1","personer","10+","478"
"befolkning_botid","2015","0625","2","personer","10+","1277"
"befolkning_botid","2015","0625","alle","personer","10+","1755"
"befolkning_botid","2015","0626","1","personer","10+","565"
"befolkning_botid","2015","0626","2","personer","10+","1040"
"befolkning_botid","2015","0626","alle","personer","10+","1605"
"befolkning_botid","2015","0627","1","personer","10+","562"
"befolkning_botid","2015","0627","2","personer","10+","375"
"befolkning_botid","2015","0627","alle","personer","10+","937"
"befolkning_botid","2015","0628","1","personer","10+","264"
"befolkning_botid","2015","0628","2","personer","10+","91"
"befolkning_botid","2015","0628","alle","personer","10+","355"
"befolkning_botid","2015","0631","1","personer","10+","41"
"befolkning_botid","2015","0631","2","personer","10+","9"
"befolkning_botid","2015","0631","alle","personer","10+","50"
"befolkning_botid","2015","0632","1","personer","10+","17"
"befolkning_botid","2015","0632","2","personer","10+","8"
"befolkning_botid","2015","0632","alle","personer","10+","25"
"befolkning_botid","2015","0633","1","personer","10+","20"
"befolkning_botid","2015","0633","2","personer","10+","11"
"befolkning_botid","2015","0633","alle","personer","10+","31"
"befolkning_botid","2015","0701","1","personer","10+","536"
"befolkning_botid","2015","0701","2","personer","10+","903"
"befolkning_botid","2015","0701","alle","personer","10+","1439"
"befolkning_botid","2015","0702","1","personer","10+","202"
"befolkning_botid","2015","0702","2","personer","10+","197"
"befolkning_botid","2015","0702","alle","personer","10+","399"
"befolkning_botid","2015","0704","1","personer","10+","739"
"befolkning_botid","2015","0704","2","personer","10+","1144"
"befolkning_botid","2015","0704","alle","personer","10+","1883"
"befolkning_botid","2015","0706","1","personer","10+","920"
"befolkning_botid","2015","0706","2","personer","10+","1716"
"befolkning_botid","2015","0706","alle","personer","10+","2636"
"befolkning_botid","2015","0709","1","personer","10+","711"
"befolkning_botid","2015","0709","2","personer","10+","1239"
"befolkning_botid","2015","0709","alle","personer","10+","1950"
"befolkning_botid","2015","0711","1","personer","10+","149"
"befolkning_botid","2015","0711","2","personer","10+","104"
"befolkning_botid","2015","0711","alle","personer","10+","253"
"befolkning_botid","2015","0713","1","personer","10+","181"
"befolkning_botid","2015","0713","2","personer","10+","131"
"befolkning_botid","2015","0713","alle","personer","10+","312"
"befolkning_botid","2015","0714","1","personer","10+","44"
"befolkning_botid","2015","0714","2","personer","10+","24"
"befolkning_botid","2015","0714","alle","personer","10+","68"
"befolkning_botid","2015","0716","1","personer","10+","128"
"befolkning_botid","2015","0716","2","personer","10+","143"
"befolkning_botid","2015","0716","alle","personer","10+","271"
"befolkning_botid","2015","0719","1","personer","10+","82"
"befolkning_botid","2015","0719","2","personer","10+","80"
"befolkning_botid","2015","0719","alle","personer","10+","162"
"befolkning_botid","2015","0720","1","personer","10+","173"
"befolkning_botid","2015","0720","2","personer","10+","218"
"befolkning_botid","2015","0720","alle","personer","10+","391"
"befolkning_botid","2015","0722","1","personer","10+","449"
"befolkning_botid","2015","0722","2","personer","10+","567"
"befolkning_botid","2015","0722","alle","personer","10+","1016"
"befolkning_botid","2015","0723","1","personer","10+","105"
"befolkning_botid","2015","0723","2","personer","10+","44"
"befolkning_botid","2015","0723","alle","personer","10+","149"
"befolkning_botid","2015","0728","1","personer","10+","23"
"befolkning_botid","2015","0728","2","personer","10+","24"
"befolkning_botid","2015","0728","alle","personer","10+","47"
"befolkning_botid","2015","0805","1","personer","10+","563"
"befolkning_botid","2015","0805","2","personer","10+","1029"
"befolkning_botid","2015","0805","alle","personer","10+","1592"
"befolkning_botid","2015","0806","1","personer","10+","894"
"befolkning_botid","2015","0806","2","personer","10+","2198"
"befolkning_botid","2015","0806","alle","personer","10+","3092"
"befolkning_botid","2015","0807","1","personer","10+","154"
"befolkning_botid","2015","0807","2","personer","10+","203"
"befolkning_botid","2015","0807","alle","personer","10+","357"
"befolkning_botid","2015","0811","1","personer","10+","27"
"befolkning_botid","2015","0811","2","personer","10+","17"
"befolkning_botid","2015","0811","alle","personer","10+","44"
"befolkning_botid","2015","0814","1","personer","10+","167"
"befolkning_botid","2015","0814","2","personer","10+","153"
"befolkning_botid","2015","0814","alle","personer","10+","320"
"befolkning_botid","2015","0815","1","personer","10+","203"
"befolkning_botid","2015","0815","2","personer","10+","130"
"befolkning_botid","2015","0815","alle","personer","10+","333"
"befolkning_botid","2015","0817","1","personer","10+","52"
"befolkning_botid","2015","0817","2","personer","10+","24"
"befolkning_botid","2015","0817","alle","personer","10+","76"
"befolkning_botid","2015","0819","1","personer","10+","85"
"befolkning_botid","2015","0819","2","personer","10+","128"
"befolkning_botid","2015","0819","alle","personer","10+","213"
"befolkning_botid","2015","0821","1","personer","10+","68"
"befolkning_botid","2015","0821","2","personer","10+","110"
"befolkning_botid","2015","0821","alle","personer","10+","178"
"befolkning_botid","2015","0822","1","personer","10+","67"
"befolkning_botid","2015","0822","2","personer","10+","47"
"befolkning_botid","2015","0822","alle","personer","10+","114"
"befolkning_botid","2015","0826","1","personer","10+","137"
"befolkning_botid","2015","0826","2","personer","10+","120"
"befolkning_botid","2015","0826","alle","personer","10+","257"
"befolkning_botid","2015","0827","1","personer","10+","12"
"befolkning_botid","2015","0827","2","personer","10+","5"
"befolkning_botid","2015","0827","alle","personer","10+","17"
"befolkning_botid","2015","0828","1","personer","10+","35"
"befolkning_botid","2015","0828","2","personer","10+","18"
"befolkning_botid","2015","0828","alle","personer","10+","53"
"befolkning_botid","2015","0829","1","personer","10+","49"
"befolkning_botid","2015","0829","2","personer","10+","13"
"befolkning_botid","2015","0829","alle","personer","10+","62"
"befolkning_botid","2015","0830","1","personer","10+","19"
"befolkning_botid","2015","0830","2","personer","10+","6"
"befolkning_botid","2015","0830","alle","personer","10+","25"
"befolkning_botid","2015","0831","1","personer","10+","47"
"befolkning_botid","2015","0831","2","personer","10+","3"
"befolkning_botid","2015","0831","alle","personer","10+","50"
"befolkning_botid","2015","0833","1","personer","10+","31"
"befolkning_botid","2015","0833","2","personer","10+","28"
"befolkning_botid","2015","0833","alle","personer","10+","59"
"befolkning_botid","2015","0834","1","personer","10+","51"
"befolkning_botid","2015","0834","2","personer","10+","46"
"befolkning_botid","2015","0834","alle","personer","10+","97"
"befolkning_botid","2015","0901","1","personer","10+","128"
"befolkning_botid","2015","0901","2","personer","10+","95"
"befolkning_botid","2015","0901","alle","personer","10+","223"
"befolkning_botid","2015","0904","1","personer","10+","427"
"befolkning_botid","2015","0904","2","personer","10+","402"
"befolkning_botid","2015","0904","alle","personer","10+","829"
"befolkning_botid","2015","0906","1","personer","10+","767"
"befolkning_botid","2015","0906","2","personer","10+","1148"
"befolkning_botid","2015","0906","alle","personer","10+","1915"
"befolkning_botid","2015","0911","1","personer","10+","28"
"befolkning_botid","2015","0911","2","personer","10+","24"
"befolkning_botid","2015","0911","alle","personer","10+","52"
"befolkning_botid","2015","0912","1","personer","10+","20"
"befolkning_botid","2015","0912","2","personer","10+","25"
"befolkning_botid","2015","0912","alle","personer","10+","45"
"befolkning_botid","2015","0914","1","personer","10+","95"
"befolkning_botid","2015","0914","2","personer","10+","83"
"befolkning_botid","2015","0914","alle","personer","10+","178"
"befolkning_botid","2015","0919","1","personer","10+","68"
"befolkning_botid","2015","0919","2","personer","10+","60"
"befolkning_botid","2015","0919","alle","personer","10+","128"
"befolkning_botid","2015","0926","1","personer","10+","198"
"befolkning_botid","2015","0926","2","personer","10+","185"
"befolkning_botid","2015","0926","alle","personer","10+","383"
"befolkning_botid","2015","0928","1","personer","10+","83"
"befolkning_botid","2015","0928","2","personer","10+","92"
"befolkning_botid","2015","0928","alle","personer","10+","175"
"befolkning_botid","2015","0929","1","personer","10+","28"
"befolkning_botid","2015","0929","2","personer","10+","30"
"befolkning_botid","2015","0929","alle","personer","10+","58"
"befolkning_botid","2015","0935","1","personer","10+","19"
"befolkning_botid","2015","0935","2","personer","10+","21"
"befolkning_botid","2015","0935","alle","personer","10+","40"
"befolkning_botid","2015","0937","1","personer","10+","54"
"befolkning_botid","2015","0937","2","personer","10+","101"
"befolkning_botid","2015","0937","alle","personer","10+","155"
"befolkning_botid","2015","0938","1","personer","10+","13"
"befolkning_botid","2015","0938","2","personer","10+","11"
"befolkning_botid","2015","0938","alle","personer","10+","24"
"befolkning_botid","2015","0940","1","personer","10+","14"
"befolkning_botid","2015","0940","2","personer","10+","3"
"befolkning_botid","2015","0940","alle","personer","10+","17"
"befolkning_botid","2015","0941","1","personer","10+","31"
"befolkning_botid","2015","0941","2","personer","10+","9"
"befolkning_botid","2015","0941","alle","personer","10+","40"
"befolkning_botid","2015","1001","1","personer","10+","1590"
"befolkning_botid","2015","1001","2","personer","10+","4183"
"befolkning_botid","2015","1001","alle","personer","10+","5773"
"befolkning_botid","2015","1002","1","personer","10+","229"
"befolkning_botid","2015","1002","2","personer","10+","280"
"befolkning_botid","2015","1002","alle","personer","10+","509"
"befolkning_botid","2015","1003","1","personer","10+","193"
"befolkning_botid","2015","1003","2","personer","10+","114"
"befolkning_botid","2015","1003","alle","personer","10+","307"
"befolkning_botid","2015","1004","1","personer","10+","231"
"befolkning_botid","2015","1004","2","personer","10+","155"
"befolkning_botid","2015","1004","alle","personer","10+","386"
"befolkning_botid","2015","1014","1","personer","10+","198"
"befolkning_botid","2015","1014","2","personer","10+","253"
"befolkning_botid","2015","1014","alle","personer","10+","451"
"befolkning_botid","2015","1017","1","personer","10+","110"
"befolkning_botid","2015","1017","2","personer","10+","184"
"befolkning_botid","2015","1017","alle","personer","10+","294"
"befolkning_botid","2015","1018","1","personer","10+","149"
"befolkning_botid","2015","1018","2","personer","10+","183"
"befolkning_botid","2015","1018","alle","personer","10+","332"
"befolkning_botid","2015","1021","1","personer","10+","25"
"befolkning_botid","2015","1021","2","personer","10+","29"
"befolkning_botid","2015","1021","alle","personer","10+","54"
"befolkning_botid","2015","1026","1","personer","10+","11"
"befolkning_botid","2015","1026","2","personer","10+","3"
"befolkning_botid","2015","1026","alle","personer","10+","14"
"befolkning_botid","2015","1027","1","personer","10+","18"
"befolkning_botid","2015","1027","2","personer","10+","5"
"befolkning_botid","2015","1027","alle","personer","10+","23"
"befolkning_botid","2015","1029","1","personer","10+","94"
"befolkning_botid","2015","1029","2","personer","10+","79"
"befolkning_botid","2015","1029","alle","personer","10+","173"
"befolkning_botid","2015","1032","1","personer","10+","132"
"befolkning_botid","2015","1032","2","personer","10+","187"
"befolkning_botid","2015","1032","alle","personer","10+","319"
"befolkning_botid","2015","1034","1","personer","10+","12"
"befolkning_botid","2015","1034","2","personer","10+","10"
"befolkning_botid","2015","1034","alle","personer","10+","22"
"befolkning_botid","2015","1037","1","personer","10+","87"
"befolkning_botid","2015","1037","2","personer","10+","55"
"befolkning_botid","2015","1037","alle","personer","10+","142"
"befolkning_botid","2015","1046","1","personer","10+","23"
"befolkning_botid","2015","1046","2","personer","10+","18"
"befolkning_botid","2015","1046","alle","personer","10+","41"
"befolkning_botid","2015","1101","1","personer","10+","192"
"befolkning_botid","2015","1101","2","personer","10+","219"
"befolkning_botid","2015","1101","alle","personer","10+","411"
"befolkning_botid","2015","1102","1","personer","10+","1165"
"befolkning_botid","2015","1102","2","personer","10+","2875"
"befolkning_botid","2015","1102","alle","personer","10+","4040"
"befolkning_botid","2015","1103","1","personer","10+","3034"
"befolkning_botid","2015","1103","2","personer","10+","5236"
"befolkning_botid","2015","1103","alle","personer","10+","8270"
"befolkning_botid","2015","1106","1","personer","10+","537"
"befolkning_botid","2015","1106","2","personer","10+","1040"
"befolkning_botid","2015","1106","alle","personer","10+","1577"
"befolkning_botid","2015","1111","1","personer","10+","30"
"befolkning_botid","2015","1111","2","personer","10+","16"
"befolkning_botid","2015","1111","alle","personer","10+","46"
"befolkning_botid","2015","1112","1","personer","10+","62"
"befolkning_botid","2015","1112","2","personer","10+","33"
"befolkning_botid","2015","1112","alle","personer","10+","95"
"befolkning_botid","2015","1114","1","personer","10+","40"
"befolkning_botid","2015","1114","2","personer","10+","27"
"befolkning_botid","2015","1114","alle","personer","10+","67"
"befolkning_botid","2015","1119","1","personer","10+","146"
"befolkning_botid","2015","1119","2","personer","10+","287"
"befolkning_botid","2015","1119","alle","personer","10+","433"
"befolkning_botid","2015","1120","1","personer","10+","231"
"befolkning_botid","2015","1120","2","personer","10+","312"
"befolkning_botid","2015","1120","alle","personer","10+","543"
"befolkning_botid","2015","1121","1","personer","10+","190"
"befolkning_botid","2015","1121","2","personer","10+","319"
"befolkning_botid","2015","1121","alle","personer","10+","509"
"befolkning_botid","2015","1122","1","personer","10+","197"
"befolkning_botid","2015","1122","2","personer","10+","143"
"befolkning_botid","2015","1122","alle","personer","10+","340"
"befolkning_botid","2015","1124","1","personer","10+","542"
"befolkning_botid","2015","1124","2","personer","10+","632"
"befolkning_botid","2015","1124","alle","personer","10+","1174"
"befolkning_botid","2015","1127","1","personer","10+","159"
"befolkning_botid","2015","1127","2","personer","10+","144"
"befolkning_botid","2015","1127","alle","personer","10+","303"
"befolkning_botid","2015","1129","1","personer","10+","14"
"befolkning_botid","2015","1129","2","personer","10+","8"
"befolkning_botid","2015","1129","alle","personer","10+","22"
"befolkning_botid","2015","1130","1","personer","10+","143"
"befolkning_botid","2015","1130","2","personer","10+","199"
