"tabell_navn","aar","kommune_nr","innvkat_3","kjonn","enhet","alder_grupper","tabellvariabel"
"befolkning_alder","2015","1441","befolkningen_ellers","0","personer","20_29","131"
"befolkning_alder","2015","1441","befolkningen_ellers","1","personer","20_29","142"
"befolkning_alder","2015","1441","befolkningen_ellers","alle","personer","20_29","273"
"befolkning_alder","2015","1441","innvandrere","0","personer","20_29","14"
"befolkning_alder","2015","1441","innvandrere","1","personer","20_29","7"
"befolkning_alder","2015","1441","innvandrere","alle","personer","20_29","21"
"befolkning_alder","2015","1443","alle","0","personer","20_29","336"
"befolkning_alder","2015","1443","alle","1","personer","20_29","373"
"befolkning_alder","2015","1443","alle","alle","personer","20_29","709"
"befolkning_alder","2015","1443","befolkningen_ellers","0","personer","20_29","292"
"befolkning_alder","2015","1443","befolkningen_ellers","1","personer","20_29","328"
"befolkning_alder","2015","1443","befolkningen_ellers","alle","personer","20_29","620"
"befolkning_alder","2015","1443","innvandrere","0","personer","20_29","44"
"befolkning_alder","2015","1443","innvandrere","1","personer","20_29","45"
"befolkning_alder","2015","1443","innvandrere","alle","personer","20_29","89"
"befolkning_alder","2015","1444","alle","0","personer","20_29","75"
"befolkning_alder","2015","1444","alle","1","personer","20_29","76"
"befolkning_alder","2015","1444","alle","alle","personer","20_29","151"
"befolkning_alder","2015","1444","befolkningen_ellers","0","personer","20_29","66"
"befolkning_alder","2015","1444","befolkningen_ellers","1","personer","20_29","72"
"befolkning_alder","2015","1444","befolkningen_ellers","alle","personer","20_29","138"
"befolkning_alder","2015","1444","innvandrere","0","personer","20_29","9"
"befolkning_alder","2015","1444","innvandrere","1","personer","20_29","4"
"befolkning_alder","2015","1444","innvandrere","alle","personer","20_29","13"
"befolkning_alder","2015","1445","alle","0","personer","20_29","312"
"befolkning_alder","2015","1445","alle","1","personer","20_29","335"
"befolkning_alder","2015","1445","alle","alle","personer","20_29","647"
"befolkning_alder","2015","1445","befolkningen_ellers","0","personer","20_29","276"
"befolkning_alder","2015","1445","befolkningen_ellers","1","personer","20_29","300"
"befolkning_alder","2015","1445","befolkningen_ellers","alle","personer","20_29","576"
"befolkning_alder","2015","1445","innvandrere","0","personer","20_29","36"
"befolkning_alder","2015","1445","innvandrere","1","personer","20_29","35"
"befolkning_alder","2015","1445","innvandrere","alle","personer","20_29","71"
"befolkning_alder","2015","1449","alle","0","personer","20_29","365"
"befolkning_alder","2015","1449","alle","1","personer","20_29","490"
"befolkning_alder","2015","1449","alle","alle","personer","20_29","855"
"befolkning_alder","2015","1449","befolkningen_ellers","0","personer","20_29","267"
"befolkning_alder","2015","1449","befolkningen_ellers","1","personer","20_29","372"
"befolkning_alder","2015","1449","befolkningen_ellers","alle","personer","20_29","639"
"befolkning_alder","2015","1449","innvandrere","0","personer","20_29","98"
"befolkning_alder","2015","1449","innvandrere","1","personer","20_29","118"
"befolkning_alder","2015","1449","innvandrere","alle","personer","20_29","216"
"befolkning_alder","2015","1502","alle","0","personer","20_29","1704"
"befolkning_alder","2015","1502","alle","1","personer","20_29","1846"
"befolkning_alder","2015","1502","alle","alle","personer","20_29","3550"
"befolkning_alder","2015","1502","befolkningen_ellers","0","personer","20_29","1393"
"befolkning_alder","2015","1502","befolkningen_ellers","1","personer","20_29","1535"
"befolkning_alder","2015","1502","befolkningen_ellers","alle","personer","20_29","2928"
"befolkning_alder","2015","1502","innvandrere","0","personer","20_29","311"
"befolkning_alder","2015","1502","innvandrere","1","personer","20_29","311"
"befolkning_alder","2015","1502","innvandrere","alle","personer","20_29","622"
"befolkning_alder","2015","1504","alle","0","personer","20_29","3177"
"befolkning_alder","2015","1504","alle","1","personer","20_29","3506"
"befolkning_alder","2015","1504","alle","alle","personer","20_29","6683"
"befolkning_alder","2015","1504","befolkningen_ellers","0","personer","20_29","2584"
"befolkning_alder","2015","1504","befolkningen_ellers","1","personer","20_29","2838"
"befolkning_alder","2015","1504","befolkningen_ellers","alle","personer","20_29","5422"
"befolkning_alder","2015","1504","innvandrere","0","personer","20_29","593"
"befolkning_alder","2015","1504","innvandrere","1","personer","20_29","668"
"befolkning_alder","2015","1504","innvandrere","alle","personer","20_29","1261"
"befolkning_alder","2015","1505","alle","0","personer","20_29","1533"
"befolkning_alder","2015","1505","alle","1","personer","20_29","1700"
"befolkning_alder","2015","1505","alle","alle","personer","20_29","3233"
"befolkning_alder","2015","1505","befolkningen_ellers","0","personer","20_29","1263"
"befolkning_alder","2015","1505","befolkningen_ellers","1","personer","20_29","1419"
"befolkning_alder","2015","1505","befolkningen_ellers","alle","personer","20_29","2682"
"befolkning_alder","2015","1505","innvandrere","0","personer","20_29","270"
"befolkning_alder","2015","1505","innvandrere","1","personer","20_29","281"
"befolkning_alder","2015","1505","innvandrere","alle","personer","20_29","551"
"befolkning_alder","2015","1511","alle","0","personer","20_29","146"
"befolkning_alder","2015","1511","alle","1","personer","20_29","170"
"befolkning_alder","2015","1511","alle","alle","personer","20_29","316"
"befolkning_alder","2015","1511","befolkningen_ellers","0","personer","20_29","126"
"befolkning_alder","2015","1511","befolkningen_ellers","1","personer","20_29","158"
"befolkning_alder","2015","1511","befolkningen_ellers","alle","personer","20_29","284"
"befolkning_alder","2015","1511","innvandrere","0","personer","20_29","20"
"befolkning_alder","2015","1511","innvandrere","1","personer","20_29","12"
"befolkning_alder","2015","1511","innvandrere","alle","personer","20_29","32"
"befolkning_alder","2015","1514","alle","0","personer","20_29","137"
"befolkning_alder","2015","1514","alle","1","personer","20_29","156"
"befolkning_alder","2015","1514","alle","alle","personer","20_29","293"
"befolkning_alder","2015","1514","befolkningen_ellers","0","personer","20_29","115"
"befolkning_alder","2015","1514","befolkningen_ellers","1","personer","20_29","120"
"befolkning_alder","2015","1514","befolkningen_ellers","alle","personer","20_29","235"
"befolkning_alder","2015","1514","innvandrere","0","personer","20_29","22"
"befolkning_alder","2015","1514","innvandrere","1","personer","20_29","36"
"befolkning_alder","2015","1514","innvandrere","alle","personer","20_29","58"
"befolkning_alder","2015","1515","alle","0","personer","20_29","524"
"befolkning_alder","2015","1515","alle","1","personer","20_29","522"
"befolkning_alder","2015","1515","alle","alle","personer","20_29","1046"
"befolkning_alder","2015","1515","befolkningen_ellers","0","personer","20_29","414"
"befolkning_alder","2015","1515","befolkningen_ellers","1","personer","20_29","430"
"befolkning_alder","2015","1515","befolkningen_ellers","alle","personer","20_29","844"
"befolkning_alder","2015","1515","innvandrere","0","personer","20_29","110"
"befolkning_alder","2015","1515","innvandrere","1","personer","20_29","92"
"befolkning_alder","2015","1515","innvandrere","alle","personer","20_29","202"
"befolkning_alder","2015","1516","alle","0","personer","20_29","444"
"befolkning_alder","2015","1516","alle","1","personer","20_29","537"
"befolkning_alder","2015","1516","alle","alle","personer","20_29","981"
"befolkning_alder","2015","1516","befolkningen_ellers","0","personer","20_29","363"
"befolkning_alder","2015","1516","befolkningen_ellers","1","personer","20_29","428"
"befolkning_alder","2015","1516","befolkningen_ellers","alle","personer","20_29","791"
"befolkning_alder","2015","1516","innvandrere","0","personer","20_29","81"
"befolkning_alder","2015","1516","innvandrere","1","personer","20_29","109"
"befolkning_alder","2015","1516","innvandrere","alle","personer","20_29","190"
"befolkning_alder","2015","1517","alle","0","personer","20_29","325"
"befolkning_alder","2015","1517","alle","1","personer","20_29","356"
"befolkning_alder","2015","1517","alle","alle","personer","20_29","681"
"befolkning_alder","2015","1517","befolkningen_ellers","0","personer","20_29","266"
"befolkning_alder","2015","1517","befolkningen_ellers","1","personer","20_29","297"
"befolkning_alder","2015","1517","befolkningen_ellers","alle","personer","20_29","563"
"befolkning_alder","2015","1517","innvandrere","0","personer","20_29","59"
"befolkning_alder","2015","1517","innvandrere","1","personer","20_29","59"
"befolkning_alder","2015","1517","innvandrere","alle","personer","20_29","118"
"befolkning_alder","2015","1519","alle","0","personer","20_29","630"
"befolkning_alder","2015","1519","alle","1","personer","20_29","707"
"befolkning_alder","2015","1519","alle","alle","personer","20_29","1337"
"befolkning_alder","2015","1519","befolkningen_ellers","0","personer","20_29","521"
"befolkning_alder","2015","1519","befolkningen_ellers","1","personer","20_29","594"
"befolkning_alder","2015","1519","befolkningen_ellers","alle","personer","20_29","1115"
"befolkning_alder","2015","1519","innvandrere","0","personer","20_29","109"
"befolkning_alder","2015","1519","innvandrere","1","personer","20_29","113"
"befolkning_alder","2015","1519","innvandrere","alle","personer","20_29","222"
"befolkning_alder","2015","1520","alle","0","personer","20_29","607"
"befolkning_alder","2015","1520","alle","1","personer","20_29","686"
"befolkning_alder","2015","1520","alle","alle","personer","20_29","1293"
"befolkning_alder","2015","1520","befolkningen_ellers","0","personer","20_29","529"
"befolkning_alder","2015","1520","befolkningen_ellers","1","personer","20_29","618"
"befolkning_alder","2015","1520","befolkningen_ellers","alle","personer","20_29","1147"
"befolkning_alder","2015","1520","innvandrere","0","personer","20_29","78"
"befolkning_alder","2015","1520","innvandrere","1","personer","20_29","68"
"befolkning_alder","2015","1520","innvandrere","alle","personer","20_29","146"
"befolkning_alder","2015","1523","alle","0","personer","20_29","131"
"befolkning_alder","2015","1523","alle","1","personer","20_29","117"
"befolkning_alder","2015","1523","alle","alle","personer","20_29","248"
"befolkning_alder","2015","1523","befolkningen_ellers","0","personer","20_29","108"
"befolkning_alder","2015","1523","befolkningen_ellers","1","personer","20_29","102"
"befolkning_alder","2015","1523","befolkningen_ellers","alle","personer","20_29","210"
"befolkning_alder","2015","1523","innvandrere","0","personer","20_29","23"
"befolkning_alder","2015","1523","innvandrere","1","personer","20_29","15"
"befolkning_alder","2015","1523","innvandrere","alle","personer","20_29","38"
"befolkning_alder","2015","1524","alle","0","personer","20_29","70"
"befolkning_alder","2015","1524","alle","1","personer","20_29","78"
"befolkning_alder","2015","1524","alle","alle","personer","20_29","148"
"befolkning_alder","2015","1524","befolkningen_ellers","0","personer","20_29","63"
"befolkning_alder","2015","1524","befolkningen_ellers","1","personer","20_29","71"
"befolkning_alder","2015","1524","befolkningen_ellers","alle","personer","20_29","134"
"befolkning_alder","2015","1524","innvandrere","0","personer","20_29","7"
"befolkning_alder","2015","1524","innvandrere","1","personer","20_29","7"
"befolkning_alder","2015","1524","innvandrere","alle","personer","20_29","14"
"befolkning_alder","2015","1525","alle","0","personer","20_29","274"
"befolkning_alder","2015","1525","alle","1","personer","20_29","297"
"befolkning_alder","2015","1525","alle","alle","personer","20_29","571"
"befolkning_alder","2015","1525","befolkningen_ellers","0","personer","20_29","184"
"befolkning_alder","2015","1525","befolkningen_ellers","1","personer","20_29","220"
"befolkning_alder","2015","1525","befolkningen_ellers","alle","personer","20_29","404"
"befolkning_alder","2015","1525","innvandrere","0","personer","20_29","90"
"befolkning_alder","2015","1525","innvandrere","1","personer","20_29","77"
"befolkning_alder","2015","1525","innvandrere","alle","personer","20_29","167"
"befolkning_alder","2015","1526","alle","0","personer","20_29","41"
"befolkning_alder","2015","1526","alle","1","personer","20_29","44"
"befolkning_alder","2015","1526","alle","alle","personer","20_29","85"
"befolkning_alder","2015","1526","befolkningen_ellers","0","personer","20_29","33"
"befolkning_alder","2015","1526","befolkningen_ellers","1","personer","20_29","34"
"befolkning_alder","2015","1526","befolkningen_ellers","alle","personer","20_29","67"
"befolkning_alder","2015","1526","innvandrere","0","personer","20_29","8"
"befolkning_alder","2015","1526","innvandrere","1","personer","20_29","10"
"befolkning_alder","2015","1526","innvandrere","alle","personer","20_29","18"
"befolkning_alder","2015","1528","alle","0","personer","20_29","393"
"befolkning_alder","2015","1528","alle","1","personer","20_29","469"
"befolkning_alder","2015","1528","alle","alle","personer","20_29","862"
"befolkning_alder","2015","1528","befolkningen_ellers","0","personer","20_29","306"
"befolkning_alder","2015","1528","befolkningen_ellers","1","personer","20_29","380"
"befolkning_alder","2015","1528","befolkningen_ellers","alle","personer","20_29","686"
"befolkning_alder","2015","1528","innvandrere","0","personer","20_29","87"
"befolkning_alder","2015","1528","innvandrere","1","personer","20_29","89"
"befolkning_alder","2015","1528","innvandrere","alle","personer","20_29","176"
"befolkning_alder","2015","1529","alle","0","personer","20_29","292"
"befolkning_alder","2015","1529","alle","1","personer","20_29","261"
"befolkning_alder","2015","1529","alle","alle","personer","20_29","553"
"befolkning_alder","2015","1529","befolkningen_ellers","0","personer","20_29","253"
"befolkning_alder","2015","1529","befolkningen_ellers","1","personer","20_29","230"
"befolkning_alder","2015","1529","befolkningen_ellers","alle","personer","20_29","483"
"befolkning_alder","2015","1529","innvandrere","0","personer","20_29","39"
"befolkning_alder","2015","1529","innvandrere","1","personer","20_29","31"
"befolkning_alder","2015","1529","innvandrere","alle","personer","20_29","70"
"befolkning_alder","2015","1531","alle","0","personer","20_29","506"
"befolkning_alder","2015","1531","alle","1","personer","20_29","565"
"befolkning_alder","2015","1531","alle","alle","personer","20_29","1071"
"befolkning_alder","2015","1531","befolkningen_ellers","0","personer","20_29","432"
"befolkning_alder","2015","1531","befolkningen_ellers","1","personer","20_29","493"
"befolkning_alder","2015","1531","befolkningen_ellers","alle","personer","20_29","925"
"befolkning_alder","2015","1531","innvandrere","0","personer","20_29","74"
"befolkning_alder","2015","1531","innvandrere","1","personer","20_29","72"
"befolkning_alder","2015","1531","innvandrere","alle","personer","20_29","146"
"befolkning_alder","2015","1532","alle","0","personer","20_29","487"
"befolkning_alder","2015","1532","alle","1","personer","20_29","489"
"befolkning_alder","2015","1532","alle","alle","personer","20_29","976"
"befolkning_alder","2015","1532","befolkningen_ellers","0","personer","20_29","421"
"befolkning_alder","2015","1532","befolkningen_ellers","1","personer","20_29","414"
"befolkning_alder","2015","1532","befolkningen_ellers","alle","personer","20_29","835"
"befolkning_alder","2015","1532","innvandrere","0","personer","20_29","66"
"befolkning_alder","2015","1532","innvandrere","1","personer","20_29","75"
"befolkning_alder","2015","1532","innvandrere","alle","personer","20_29","141"
"befolkning_alder","2015","1534","alle","0","personer","20_29","468"
"befolkning_alder","2015","1534","alle","1","personer","20_29","534"
"befolkning_alder","2015","1534","alle","alle","personer","20_29","1002"
"befolkning_alder","2015","1534","befolkningen_ellers","0","personer","20_29","359"
"befolkning_alder","2015","1534","befolkningen_ellers","1","personer","20_29","462"
"befolkning_alder","2015","1534","befolkningen_ellers","alle","personer","20_29","821"
"befolkning_alder","2015","1534","innvandrere","0","personer","20_29","109"
"befolkning_alder","2015","1534","innvandrere","1","personer","20_29","72"
"befolkning_alder","2015","1534","innvandrere","alle","personer","20_29","181"
"befolkning_alder","2015","1535","alle","0","personer","20_29","379"
"befolkning_alder","2015","1535","alle","1","personer","20_29","467"
"befolkning_alder","2015","1535","alle","alle","personer","20_29","846"
"befolkning_alder","2015","1535","befolkningen_ellers","0","personer","20_29","336"
"befolkning_alder","2015","1535","befolkningen_ellers","1","personer","20_29","383"
"befolkning_alder","2015","1535","befolkningen_ellers","alle","personer","20_29","719"
"befolkning_alder","2015","1535","innvandrere","0","personer","20_29","43"
"befolkning_alder","2015","1535","innvandrere","1","personer","20_29","84"
"befolkning_alder","2015","1535","innvandrere","alle","personer","20_29","127"
"befolkning_alder","2015","1539","alle","0","personer","20_29","375"
"befolkning_alder","2015","1539","alle","1","personer","20_29","429"
"befolkning_alder","2015","1539","alle","alle","personer","20_29","804"
"befolkning_alder","2015","1539","befolkningen_ellers","0","personer","20_29","344"
"befolkning_alder","2015","1539","befolkningen_ellers","1","personer","20_29","391"
"befolkning_alder","2015","1539","befolkningen_ellers","alle","personer","20_29","735"
"befolkning_alder","2015","1539","innvandrere","0","personer","20_29","31"
"befolkning_alder","2015","1539","innvandrere","1","personer","20_29","38"
"befolkning_alder","2015","1539","innvandrere","alle","personer","20_29","69"
"befolkning_alder","2015","1543","alle","0","personer","20_29","174"
"befolkning_alder","2015","1543","alle","1","personer","20_29","196"
"befolkning_alder","2015","1543","alle","alle","personer","20_29","370"
"befolkning_alder","2015","1543","befolkningen_ellers","0","personer","20_29","156"
"befolkning_alder","2015","1543","befolkningen_ellers","1","personer","20_29","186"
"befolkning_alder","2015","1543","befolkningen_ellers","alle","personer","20_29","342"
"befolkning_alder","2015","1543","innvandrere","0","personer","20_29","18"
"befolkning_alder","2015","1543","innvandrere","1","personer","20_29","10"
"befolkning_alder","2015","1543","innvandrere","alle","personer","20_29","28"
"befolkning_alder","2015","1545","alle","0","personer","20_29","96"
"befolkning_alder","2015","1545","alle","1","personer","20_29","107"
"befolkning_alder","2015","1545","alle","alle","personer","20_29","203"
"befolkning_alder","2015","1545","befolkningen_ellers","0","personer","20_29","69"
"befolkning_alder","2015","1545","befolkningen_ellers","1","personer","20_29","94"
"befolkning_alder","2015","1545","befolkningen_ellers","alle","personer","20_29","163"
"befolkning_alder","2015","1545","innvandrere","0","personer","20_29","27"
"befolkning_alder","2015","1545","innvandrere","1","personer","20_29","13"
"befolkning_alder","2015","1545","innvandrere","alle","personer","20_29","40"
"befolkning_alder","2015","1546","alle","0","personer","20_29","45"
"befolkning_alder","2015","1546","alle","1","personer","20_29","62"
"befolkning_alder","2015","1546","alle","alle","personer","20_29","107"
"befolkning_alder","2015","1546","befolkningen_ellers","0","personer","20_29","33"
"befolkning_alder","2015","1546","befolkningen_ellers","1","personer","20_29","50"
"befolkning_alder","2015","1546","befolkningen_ellers","alle","personer","20_29","83"
"befolkning_alder","2015","1546","innvandrere","0","personer","20_29","12"
"befolkning_alder","2015","1546","innvandrere","1","personer","20_29","12"
"befolkning_alder","2015","1546","innvandrere","alle","personer","20_29","24"
"befolkning_alder","2015","1547","alle","0","personer","20_29","191"
"befolkning_alder","2015","1547","alle","1","personer","20_29","213"
"befolkning_alder","2015","1547","alle","alle","personer","20_29","404"
"befolkning_alder","2015","1547","befolkningen_ellers","0","personer","20_29","161"
"befolkning_alder","2015","1547","befolkningen_ellers","1","personer","20_29","185"
"befolkning_alder","2015","1547","befolkningen_ellers","alle","personer","20_29","346"
"befolkning_alder","2015","1547","innvandrere","0","personer","20_29","30"
"befolkning_alder","2015","1547","innvandrere","1","personer","20_29","28"
"befolkning_alder","2015","1547","innvandrere","alle","personer","20_29","58"
"befolkning_alder","2015","1548","alle","0","personer","20_29","597"
"befolkning_alder","2015","1548","alle","1","personer","20_29","637"
"befolkning_alder","2015","1548","alle","alle","personer","20_29","1234"
"befolkning_alder","2015","1548","befolkningen_ellers","0","personer","20_29","522"
"befolkning_alder","2015","1548","befolkningen_ellers","1","personer","20_29","564"
"befolkning_alder","2015","1548","befolkningen_ellers","alle","personer","20_29","1086"
"befolkning_alder","2015","1548","innvandrere","0","personer","20_29","75"
"befolkning_alder","2015","1548","innvandrere","1","personer","20_29","73"
"befolkning_alder","2015","1548","innvandrere","alle","personer","20_29","148"
"befolkning_alder","2015","1551","alle","0","personer","20_29","188"
"befolkning_alder","2015","1551","alle","1","personer","20_29","211"
"befolkning_alder","2015","1551","alle","alle","personer","20_29","399"
"befolkning_alder","2015","1551","befolkningen_ellers","0","personer","20_29","172"
"befolkning_alder","2015","1551","befolkningen_ellers","1","personer","20_29","193"
"befolkning_alder","2015","1551","befolkningen_ellers","alle","personer","20_29","365"
"befolkning_alder","2015","1551","innvandrere","0","personer","20_29","16"
"befolkning_alder","2015","1551","innvandrere","1","personer","20_29","18"
"befolkning_alder","2015","1551","innvandrere","alle","personer","20_29","34"
"befolkning_alder","2015","1554","alle","0","personer","20_29","298"
"befolkning_alder","2015","1554","alle","1","personer","20_29","361"
"befolkning_alder","2015","1554","alle","alle","personer","20_29","659"
"befolkning_alder","2015","1554","befolkningen_ellers","0","personer","20_29","269"
"befolkning_alder","2015","1554","befolkningen_ellers","1","personer","20_29","322"
"befolkning_alder","2015","1554","befolkningen_ellers","alle","personer","20_29","591"
"befolkning_alder","2015","1554","innvandrere","0","personer","20_29","29"
"befolkning_alder","2015","1554","innvandrere","1","personer","20_29","39"
"befolkning_alder","2015","1554","innvandrere","alle","personer","20_29","68"
"befolkning_alder","2015","1557","alle","0","personer","20_29","131"
"befolkning_alder","2015","1557","alle","1","personer","20_29","137"
"befolkning_alder","2015","1557","alle","alle","personer","20_29","268"
"befolkning_alder","2015","1557","befolkningen_ellers","0","personer","20_29","112"
"befolkning_alder","2015","1557","befolkningen_ellers","1","personer","20_29","114"
"befolkning_alder","2015","1557","befolkningen_ellers","alle","personer","20_29","226"
"befolkning_alder","2015","1557","innvandrere","0","personer","20_29","19"
"befolkning_alder","2015","1557","innvandrere","1","personer","20_29","23"
"befolkning_alder","2015","1557","innvandrere","alle","personer","20_29","42"
"befolkning_alder","2015","1560","alle","0","personer","20_29","155"
"befolkning_alder","2015","1560","alle","1","personer","20_29","184"
"befolkning_alder","2015","1560","alle","alle","personer","20_29","339"
"befolkning_alder","2015","1560","befolkningen_ellers","0","personer","20_29","133"
"befolkning_alder","2015","1560","befolkningen_ellers","1","personer","20_29","142"
"befolkning_alder","2015","1560","befolkningen_ellers","alle","personer","20_29","275"
"befolkning_alder","2015","1560","innvandrere","0","personer","20_29","22"
"befolkning_alder","2015","1560","innvandrere","1","personer","20_29","42"
"befolkning_alder","2015","1560","innvandrere","alle","personer","20_29","64"
"befolkning_alder","2015","1563","alle","0","personer","20_29","367"
"befolkning_alder","2015","1563","alle","1","personer","20_29","475"
"befolkning_alder","2015","1563","alle","alle","personer","20_29","842"
"befolkning_alder","2015","1563","befolkningen_ellers","0","personer","20_29","325"
"befolkning_alder","2015","1563","befolkningen_ellers","1","personer","20_29","402"
"befolkning_alder","2015","1563","befolkningen_ellers","alle","personer","20_29","727"
"befolkning_alder","2015","1563","innvandrere","0","personer","20_29","42"
"befolkning_alder","2015","1563","innvandrere","1","personer","20_29","73"
"befolkning_alder","2015","1563","innvandrere","alle","personer","20_29","115"
"befolkning_alder","2015","1566","alle","0","personer","20_29","312"
"befolkning_alder","2015","1566","alle","1","personer","20_29","370"
"befolkning_alder","2015","1566","alle","alle","personer","20_29","682"
"befolkning_alder","2015","1566","befolkningen_ellers","0","personer","20_29","293"
"befolkning_alder","2015","1566","befolkningen_ellers","1","personer","20_29","335"
"befolkning_alder","2015","1566","befolkningen_ellers","alle","personer","20_29","628"
"befolkning_alder","2015","1566","innvandrere","0","personer","20_29","19"
"befolkning_alder","2015","1566","innvandrere","1","personer","20_29","35"
"befolkning_alder","2015","1566","innvandrere","alle","personer","20_29","54"
"befolkning_alder","2015","1567","alle","0","personer","20_29","100"
"befolkning_alder","2015","1567","alle","1","personer","20_29","124"
"befolkning_alder","2015","1567","alle","alle","personer","20_29","224"
"befolkning_alder","2015","1567","befolkningen_ellers","0","personer","20_29","97"
"befolkning_alder","2015","1567","befolkningen_ellers","1","personer","20_29","121"
"befolkning_alder","2015","1567","befolkningen_ellers","alle","personer","20_29","219"
"befolkning_alder","2015","1567","innvandrere","0","personer","20_29","3"
"befolkning_alder","2015","1567","innvandrere","1","personer","20_29","3"
"befolkning_alder","2015","1567","innvandrere","alle","personer","20_29","5"
"befolkning_alder","2015","1571","alle","0","personer","20_29","71"
"befolkning_alder","2015","1571","alle","1","personer","20_29","74"
"befolkning_alder","2015","1571","alle","alle","personer","20_29","145"
"befolkning_alder","2015","1571","befolkningen_ellers","0","personer","20_29","65"
"befolkning_alder","2015","1571","befolkningen_ellers","1","personer","20_29","64"
"befolkning_alder","2015","1571","befolkningen_ellers","alle","personer","20_29","129"
"befolkning_alder","2015","1571","innvandrere","0","personer","20_29","6"
"befolkning_alder","2015","1571","innvandrere","1","personer","20_29","10"
"befolkning_alder","2015","1571","innvandrere","alle","personer","20_29","16"
"befolkning_alder","2015","1573","alle","0","personer","20_29","114"
"befolkning_alder","2015","1573","alle","1","personer","20_29","120"
"befolkning_alder","2015","1573","alle","alle","personer","20_29","234"
"befolkning_alder","2015","1573","befolkningen_ellers","0","personer","20_29","106"
"befolkning_alder","2015","1573","befolkningen_ellers","1","personer","20_29","108"
"befolkning_alder","2015","1573","befolkningen_ellers","alle","personer","20_29","214"
"befolkning_alder","2015","1573","innvandrere","0","personer","20_29","8"
"befolkning_alder","2015","1573","innvandrere","1","personer","20_29","12"
"befolkning_alder","2015","1573","innvandrere","alle","personer","20_29","20"
"befolkning_alder","2015","1576","alle","0","personer","20_29","149"
"befolkning_alder","2015","1576","alle","1","personer","20_29","181"
"befolkning_alder","2015","1576","alle","alle","personer","20_29","330"
"befolkning_alder","2015","1576","befolkningen_ellers","0","personer","20_29","129"
"befolkning_alder","2015","1576","befolkningen_ellers","1","personer","20_29","159"
"befolkning_alder","2015","1576","befolkningen_ellers","alle","personer","20_29","288"
"befolkning_alder","2015","1576","innvandrere","0","personer","20_29","20"
"befolkning_alder","2015","1576","innvandrere","1","personer","20_29","22"
"befolkning_alder","2015","1576","innvandrere","alle","personer","20_29","42"
"befolkning_alder","2015","1601","alle","0","personer","20_29","15846"
"befolkning_alder","2015","1601","alle","1","personer","20_29","17812"
"befolkning_alder","2015","1601","alle","alle","personer","20_29","33658"
"befolkning_alder","2015","1601","befolkningen_ellers","0","personer","20_29","13278"
"befolkning_alder","2015","1601","befolkningen_ellers","1","personer","20_29","14799"
"befolkning_alder","2015","1601","befolkningen_ellers","alle","personer","20_29","28077"
"befolkning_alder","2015","1601","innvandrere","0","personer","20_29","2568"
"befolkning_alder","2015","1601","innvandrere","1","personer","20_29","3013"
"befolkning_alder","2015","1601","innvandrere","alle","personer","20_29","5581"
"befolkning_alder","2015","1612","alle","0","personer","20_29","247"
"befolkning_alder","2015","1612","alle","1","personer","20_29","272"
"befolkning_alder","2015","1612","alle","alle","personer","20_29","519"
"befolkning_alder","2015","1612","befolkningen_ellers","0","personer","20_29","227"
"befolkning_alder","2015","1612","befolkningen_ellers","1","personer","20_29","238"
"befolkning_alder","2015","1612","befolkningen_ellers","alle","personer","20_29","465"
"befolkning_alder","2015","1612","innvandrere","0","personer","20_29","20"
"befolkning_alder","2015","1612","innvandrere","1","personer","20_29","34"
"befolkning_alder","2015","1612","innvandrere","alle","personer","20_29","54"
"befolkning_alder","2015","1613","alle","0","personer","20_29","45"
"befolkning_alder","2015","1613","alle","1","personer","20_29","70"
"befolkning_alder","2015","1613","alle","alle","personer","20_29","115"
"befolkning_alder","2015","1613","befolkningen_ellers","0","personer","20_29","45"
"befolkning_alder","2015","1613","befolkningen_ellers","1","personer","20_29","66"
"befolkning_alder","2015","1613","befolkningen_ellers","alle","personer","20_29","110"
"befolkning_alder","2015","1613","innvandrere","0","personer","20_29","0"
"befolkning_alder","2015","1613","innvandrere","1","personer","20_29","4"
"befolkning_alder","2015","1613","innvandrere","alle","personer","20_29","5"
"befolkning_alder","2015","1617","alle","0","personer","20_29","275"
"befolkning_alder","2015","1617","alle","1","personer","20_29","306"
"befolkning_alder","2015","1617","alle","alle","personer","20_29","581"
"befolkning_alder","2015","1617","befolkningen_ellers","0","personer","20_29","185"
"befolkning_alder","2015","1617","befolkningen_ellers","1","personer","20_29","209"
"befolkning_alder","2015","1617","befolkningen_ellers","alle","personer","20_29","394"
"befolkning_alder","2015","1617","innvandrere","0","personer","20_29","90"
"befolkning_alder","2015","1617","innvandrere","1","personer","20_29","97"
"befolkning_alder","2015","1617","innvandrere","alle","personer","20_29","187"
"befolkning_alder","2015","1620","alle","0","personer","20_29","289"
"befolkning_alder","2015","1620","alle","1","personer","20_29","315"
"befolkning_alder","2015","1620","alle","alle","personer","20_29","604"
"befolkning_alder","2015","1620","befolkningen_ellers","0","personer","20_29","183"
"befolkning_alder","2015","1620","befolkningen_ellers","1","personer","20_29","187"
"befolkning_alder","2015","1620","befolkningen_ellers","alle","personer","20_29","370"
"befolkning_alder","2015","1620","innvandrere","0","personer","20_29","106"
"befolkning_alder","2015","1620","innvandrere","1","personer","20_29","128"
"befolkning_alder","2015","1620","innvandrere","alle","personer","20_29","234"
"befolkning_alder","2015","1621","alle","0","personer","20_29","309"
"befolkning_alder","2015","1621","alle","1","personer","20_29","405"
