"naringsregion_nr","bosetting","aar","enhet","tabellvariabel","tabell_navn"
"06","anmodning","2017","personer","405","bosatt_anmodede"
"07","anmodning","2017","personer","465","bosatt_anmodede"
"08","anmodning","2017","personer","290","bosatt_anmodede"
"09","anmodning","2017","personer","1150","bosatt_anmodede"
"10","anmodning","2017","personer","104","bosatt_anmodede"
"11","anmodning","2017","personer","230","bosatt_anmodede"
"12","anmodning","2017","personer","405","bosatt_anmodede"
"13","anmodning","2017","personer","166","bosatt_anmodede"
"14","anmodning","2017","personer","315","bosatt_anmodede"
"15","anmodning","2017","personer","135","bosatt_anmodede"
"16","anmodning","2017","personer","175","bosatt_anmodede"
"17","anmodning","2017","personer","57","bosatt_anmodede"
"18","anmodning","2017","personer","103","bosatt_anmodede"
"19","anmodning","2017","personer","105","bosatt_anmodede"
"20","anmodning","2017","personer","795","bosatt_anmodede"
"21","anmodning","2017","personer","105","bosatt_anmodede"
"22","anmodning","2017","personer","165","bosatt_anmodede"
"23","anmodning","2017","personer","92","bosatt_anmodede"
"24","anmodning","2017","personer","160","bosatt_anmodede"
"25","anmodning","2017","personer","520","bosatt_anmodede"
"26","anmodning","2017","personer","280","bosatt_anmodede"
"27","anmodning","2017","personer","560","bosatt_anmodede"
"28","anmodning","2017","personer","135","bosatt_anmodede"
"29","anmodning","2017","personer","145","bosatt_anmodede"
"30","anmodning","2017","personer","120","bosatt_anmodede"
"31","anmodning","2017","personer","75","bosatt_anmodede"
"32","anmodning","2017","personer","490","bosatt_anmodede"
"33","anmodning","2017","personer","285","bosatt_anmodede"
"34","anmodning","2017","personer","190","bosatt_anmodede"
"35","anmodning","2017","personer","660","bosatt_anmodede"
"36","anmodning","2017","personer","145","bosatt_anmodede"
"37","anmodning","2017","personer","408","bosatt_anmodede"
"38","anmodning","2017","personer","168","bosatt_anmodede"
"39","anmodning","2017","personer","1061","bosatt_anmodede"
"40","anmodning","2017","personer","830","bosatt_anmodede"
"41","anmodning","2017","personer","139","bosatt_anmodede"
"42","anmodning","2017","personer","201","bosatt_anmodede"
"43","anmodning","2017","personer","69","bosatt_anmodede"
"44","anmodning","2017","personer","182","bosatt_anmodede"
"45","anmodning","2017","personer","75","bosatt_anmodede"
"46","anmodning","2017","personer","311","bosatt_anmodede"
"47","anmodning","2017","personer","258","bosatt_anmodede"
"48","anmodning","2017","personer","109","bosatt_anmodede"
"49","anmodning","2017","personer","236","bosatt_anmodede"
"50","anmodning","2017","personer","236","bosatt_anmodede"
"51","anmodning","2017","personer","207","bosatt_anmodede"
"52","anmodning","2017","personer","311","bosatt_anmodede"
"53","anmodning","2017","personer","264","bosatt_anmodede"
"54","anmodning","2017","personer","87","bosatt_anmodede"
"55","anmodning","2017","personer","227","bosatt_anmodede"
"56","anmodning","2017","personer","322","bosatt_anmodede"
"57","anmodning","2017","personer","131","bosatt_anmodede"
"58","anmodning","2017","personer","44","bosatt_anmodede"
"59","anmodning","2017","personer","48","bosatt_anmodede"
"60","anmodning","2017","personer","106","bosatt_anmodede"
"61","anmodning","2017","personer","962","bosatt_anmodede"
"62","anmodning","2017","personer","55","bosatt_anmodede"
"63","anmodning","2017","personer","130","bosatt_anmodede"
"64","anmodning","2017","personer","285","bosatt_anmodede"
"65","anmodning","2017","personer","87","bosatt_anmodede"
"66","anmodning","2017","personer","86","bosatt_anmodede"
"67","anmodning","2017","personer","117","bosatt_anmodede"
"68","anmodning","2017","personer","160","bosatt_anmodede"
"69","anmodning","2017","personer","155","bosatt_anmodede"
"70","anmodning","2017","personer","70","bosatt_anmodede"
"71","anmodning","2017","personer","115","bosatt_anmodede"
"72","anmodning","2017","personer","170","bosatt_anmodede"
"73","anmodning","2017","personer","440","bosatt_anmodede"
"74","anmodning","2017","personer","215","bosatt_anmodede"
"75","anmodning","2017","personer","210","bosatt_anmodede"
"76","anmodning","2017","personer","250","bosatt_anmodede"
"77","anmodning","2017","personer","240","bosatt_anmodede"
"78","anmodning","2017","personer","220","bosatt_anmodede"
"79","anmodning","2017","personer","235","bosatt_anmodede"
"80","anmodning","2017","personer","135","bosatt_anmodede"
"81","anmodning","2017","personer","299","bosatt_anmodede"
"82","anmodning","2017","personer","125","bosatt_anmodede"
"83","anmodning","2017","personer","290","bosatt_anmodede"
"99","anmodning","2017","personer","0","bosatt_anmodede"
"01","vedtak","2017","personer",".","bosatt_anmodede"
"02","vedtak","2017","personer","69","bosatt_anmodede"
"03","vedtak","2017","personer","110","bosatt_anmodede"
"04","vedtak","2017","personer","15","bosatt_anmodede"
"05","vedtak","2017","personer","65","bosatt_anmodede"
"06","vedtak","2017","personer","115","bosatt_anmodede"
"07","vedtak","2017","personer","157","bosatt_anmodede"
"08","vedtak","2017","personer","55","bosatt_anmodede"
"09","vedtak","2017","personer",".","bosatt_anmodede"
"10","vedtak","2017","personer","72","bosatt_anmodede"
"11","vedtak","2017","personer","45","bosatt_anmodede"
"12","vedtak","2017","personer","154","bosatt_anmodede"
"13","vedtak","2017","personer","43","bosatt_anmodede"
"14","vedtak","2017","personer","41","bosatt_anmodede"
"15","vedtak","2017","personer","125","bosatt_anmodede"
"16","vedtak","2017","personer",".","bosatt_anmodede"
"17","vedtak","2017","personer","30","bosatt_anmodede"
"18","vedtak","2017","personer","15","bosatt_anmodede"
"19","vedtak","2017","personer","42","bosatt_anmodede"
"20","vedtak","2017","personer","88","bosatt_anmodede"
"21","vedtak","2017","personer","45","bosatt_anmodede"
"22","vedtak","2017","personer","15","bosatt_anmodede"
"23","vedtak","2017","personer","5","bosatt_anmodede"
"24","vedtak","2017","personer","150","bosatt_anmodede"
"25","vedtak","2017","personer",".","bosatt_anmodede"
"26","vedtak","2017","personer",".","bosatt_anmodede"
"27","vedtak","2017","personer","290","bosatt_anmodede"
"28","vedtak","2017","personer","90","bosatt_anmodede"
"29","vedtak","2017","personer",".","bosatt_anmodede"
"30","vedtak","2017","personer","55","bosatt_anmodede"
"31","vedtak","2017","personer","15","bosatt_anmodede"
"32","vedtak","2017","personer","409","bosatt_anmodede"
"33","vedtak","2017","personer","75","bosatt_anmodede"
"34","vedtak","2017","personer","10","bosatt_anmodede"
"35","vedtak","2017","personer","352","bosatt_anmodede"
"36","vedtak","2017","personer","20","bosatt_anmodede"
"37","vedtak","2017","personer","105","bosatt_anmodede"
"38","vedtak","2017","personer","70","bosatt_anmodede"
"39","vedtak","2017","personer","521","bosatt_anmodede"
"40","vedtak","2017","personer",".","bosatt_anmodede"
"41","vedtak","2017","personer","55","bosatt_anmodede"
"42","vedtak","2017","personer","90","bosatt_anmodede"
"43","vedtak","2017","personer","50","bosatt_anmodede"
"44","vedtak","2017","personer","56","bosatt_anmodede"
"45","vedtak","2017","personer",".","bosatt_anmodede"
"46","vedtak","2017","personer","52","bosatt_anmodede"
"47","vedtak","2017","personer","102","bosatt_anmodede"
"48","vedtak","2017","personer","25","bosatt_anmodede"
"49","vedtak","2017","personer","115","bosatt_anmodede"
"50","vedtak","2017","personer","159","bosatt_anmodede"
"51","vedtak","2017","personer","133","bosatt_anmodede"
"52","vedtak","2017","personer","74","bosatt_anmodede"
"53","vedtak","2017","personer","186","bosatt_anmodede"
"54","vedtak","2017","personer","5","bosatt_anmodede"
"55","vedtak","2017","personer","87","bosatt_anmodede"
"56","vedtak","2017","personer","40","bosatt_anmodede"
"57","vedtak","2017","personer","52","bosatt_anmodede"
"58","vedtak","2017","personer",".","bosatt_anmodede"
"59","vedtak","2017","personer","30","bosatt_anmodede"
"60","vedtak","2017","personer","14","bosatt_anmodede"
"61","vedtak","2017","personer","25","bosatt_anmodede"
"62","vedtak","2017","personer",".","bosatt_anmodede"
"63","vedtak","2017","personer","14","bosatt_anmodede"
"64","vedtak","2017","personer",".","bosatt_anmodede"
"65","vedtak","2017","personer","29","bosatt_anmodede"
"66","vedtak","2017","personer",".","bosatt_anmodede"
"67","vedtak","2017","personer","24","bosatt_anmodede"
"68","vedtak","2017","personer","80","bosatt_anmodede"
"69","vedtak","2017","personer","25","bosatt_anmodede"
"70","vedtak","2017","personer",".","bosatt_anmodede"
"71","vedtak","2017","personer",".","bosatt_anmodede"
"72","vedtak","2017","personer","85","bosatt_anmodede"
"73","vedtak","2017","personer","180","bosatt_anmodede"
"74","vedtak","2017","personer",".","bosatt_anmodede"
"75","vedtak","2017","personer","65","bosatt_anmodede"
"76","vedtak","2017","personer","65","bosatt_anmodede"
"77","vedtak","2017","personer","95","bosatt_anmodede"
"78","vedtak","2017","personer","67","bosatt_anmodede"
"79","vedtak","2017","personer","205","bosatt_anmodede"
"80","vedtak","2017","personer","40","bosatt_anmodede"
"81","vedtak","2017","personer","34","bosatt_anmodede"
"82","vedtak","2017","personer","33","bosatt_anmodede"
"83","vedtak","2017","personer","85","bosatt_anmodede"
"99","vedtak","2017","personer",".","bosatt_anmodede"
"01","bosatt","2017","personer",".","bosatt_anmodede"
"02","bosatt","2017","personer",".","bosatt_anmodede"
"03","bosatt","2017","personer",".","bosatt_anmodede"
"04","bosatt","2017","personer",".","bosatt_anmodede"
"05","bosatt","2017","personer",".","bosatt_anmodede"
"06","bosatt","2017","personer",".","bosatt_anmodede"
"07","bosatt","2017","personer",".","bosatt_anmodede"
"08","bosatt","2017","personer",".","bosatt_anmodede"
"09","bosatt","2017","personer",".","bosatt_anmodede"
"10","bosatt","2017","personer",".","bosatt_anmodede"
"11","bosatt","2017","personer",".","bosatt_anmodede"
"12","bosatt","2017","personer",".","bosatt_anmodede"
"13","bosatt","2017","personer",".","bosatt_anmodede"
"14","bosatt","2017","personer",".","bosatt_anmodede"
"15","bosatt","2017","personer",".","bosatt_anmodede"
"16","bosatt","2017","personer",".","bosatt_anmodede"
"17","bosatt","2017","personer",".","bosatt_anmodede"
"18","bosatt","2017","personer",".","bosatt_anmodede"
"19","bosatt","2017","personer",".","bosatt_anmodede"
"20","bosatt","2017","personer",".","bosatt_anmodede"
"21","bosatt","2017","personer",".","bosatt_anmodede"
"22","bosatt","2017","personer",".","bosatt_anmodede"
"23","bosatt","2017","personer",".","bosatt_anmodede"
"24","bosatt","2017","personer",".","bosatt_anmodede"
"25","bosatt","2017","personer",".","bosatt_anmodede"
"26","bosatt","2017","personer",".","bosatt_anmodede"
"27","bosatt","2017","personer",".","bosatt_anmodede"
"28","bosatt","2017","personer",".","bosatt_anmodede"
"29","bosatt","2017","personer",".","bosatt_anmodede"
"30","bosatt","2017","personer",".","bosatt_anmodede"
"31","bosatt","2017","personer",".","bosatt_anmodede"
"32","bosatt","2017","personer",".","bosatt_anmodede"
"33","bosatt","2017","personer",".","bosatt_anmodede"
"34","bosatt","2017","personer",".","bosatt_anmodede"
"35","bosatt","2017","personer",".","bosatt_anmodede"
"36","bosatt","2017","personer",".","bosatt_anmodede"
"37","bosatt","2017","personer",".","bosatt_anmodede"
"38","bosatt","2017","personer",".","bosatt_anmodede"
"39","bosatt","2017","personer",".","bosatt_anmodede"
"40","bosatt","2017","personer",".","bosatt_anmodede"
"41","bosatt","2017","personer",".","bosatt_anmodede"
"42","bosatt","2017","personer",".","bosatt_anmodede"
"43","bosatt","2017","personer",".","bosatt_anmodede"
"44","bosatt","2017","personer",".","bosatt_anmodede"
"45","bosatt","2017","personer",".","bosatt_anmodede"
"46","bosatt","2017","personer",".","bosatt_anmodede"
"47","bosatt","2017","personer",".","bosatt_anmodede"
"48","bosatt","2017","personer",".","bosatt_anmodede"
"49","bosatt","2017","personer",".","bosatt_anmodede"
"50","bosatt","2017","personer",".","bosatt_anmodede"
"51","bosatt","2017","personer",".","bosatt_anmodede"
"52","bosatt","2017","personer",".","bosatt_anmodede"
"53","bosatt","2017","personer",".","bosatt_anmodede"
"54","bosatt","2017","personer",".","bosatt_anmodede"
"55","bosatt","2017","personer",".","bosatt_anmodede"
"56","bosatt","2017","personer",".","bosatt_anmodede"
"57","bosatt","2017","personer",".","bosatt_anmodede"
"58","bosatt","2017","personer",".","bosatt_anmodede"
"59","bosatt","2017","personer",".","bosatt_anmodede"
"60","bosatt","2017","personer",".","bosatt_anmodede"
"61","bosatt","2017","personer",".","bosatt_anmodede"
"62","bosatt","2017","personer",".","bosatt_anmodede"
"63","bosatt","2017","personer",".","bosatt_anmodede"
"64","bosatt","2017","personer",".","bosatt_anmodede"
"65","bosatt","2017","personer",".","bosatt_anmodede"
"66","bosatt","2017","personer",".","bosatt_anmodede"
"67","bosatt","2017","personer",".","bosatt_anmodede"
"68","bosatt","2017","personer",".","bosatt_anmodede"
"69","bosatt","2017","personer",".","bosatt_anmodede"
"70","bosatt","2017","personer",".","bosatt_anmodede"
"71","bosatt","2017","personer",".","bosatt_anmodede"
"72","bosatt","2017","personer",".","bosatt_anmodede"
"73","bosatt","2017","personer",".","bosatt_anmodede"
"74","bosatt","2017","personer",".","bosatt_anmodede"
"75","bosatt","2017","personer",".","bosatt_anmodede"
"76","bosatt","2017","personer",".","bosatt_anmodede"
"77","bosatt","2017","personer",".","bosatt_anmodede"
"78","bosatt","2017","personer",".","bosatt_anmodede"
"79","bosatt","2017","personer",".","bosatt_anmodede"
"80","bosatt","2017","personer",".","bosatt_anmodede"
"81","bosatt","2017","personer",".","bosatt_anmodede"
"82","bosatt","2017","personer",".","bosatt_anmodede"
"83","bosatt","2017","personer",".","bosatt_anmodede"
"99","bosatt","2017","personer",".","bosatt_anmodede"
"01","anmodning","2015","prosent","100","bosatt_anmodede"
"02","anmodning","2015","prosent","100","bosatt_anmodede"
"03","anmodning","2015","prosent","100","bosatt_anmodede"
"04","anmodning","2015","prosent","100","bosatt_anmodede"
"05","anmodning","2015","prosent","100","bosatt_anmodede"
"06","anmodning","2015","prosent","100","bosatt_anmodede"
"07","anmodning","2015","prosent","100","bosatt_anmodede"
"08","anmodning","2015","prosent","100","bosatt_anmodede"
"09","anmodning","2015","prosent","100","bosatt_anmodede"
"10","anmodning","2015","prosent","100","bosatt_anmodede"
"11","anmodning","2015","prosent","100","bosatt_anmodede"
"12","anmodning","2015","prosent","100","bosatt_anmodede"
"13","anmodning","2015","prosent","100","bosatt_anmodede"
"14","anmodning","2015","prosent","100","bosatt_anmodede"
"15","anmodning","2015","prosent","100","bosatt_anmodede"
"16","anmodning","2015","prosent","100","bosatt_anmodede"
"17","anmodning","2015","prosent","100","bosatt_anmodede"
"18","anmodning","2015","prosent","100","bosatt_anmodede"
"19","anmodning","2015","prosent","100","bosatt_anmodede"
"20","anmodning","2015","prosent","100","bosatt_anmodede"
"21","anmodning","2015","prosent","100","bosatt_anmodede"
"22","anmodning","2015","prosent","100","bosatt_anmodede"
"23","anmodning","2015","prosent","100","bosatt_anmodede"
"24","anmodning","2015","prosent","100","bosatt_anmodede"
"25","anmodning","2015","prosent","100","bosatt_anmodede"
"26","anmodning","2015","prosent","100","bosatt_anmodede"
"27","anmodning","2015","prosent","100","bosatt_anmodede"
"28","anmodning","2015","prosent","100","bosatt_anmodede"
"29","anmodning","2015","prosent","100","bosatt_anmodede"
"30","anmodning","2015","prosent","100","bosatt_anmodede"
"31","anmodning","2015","prosent","100","bosatt_anmodede"
"32","anmodning","2015","prosent","100","bosatt_anmodede"
"33","anmodning","2015","prosent","100","bosatt_anmodede"
"34","anmodning","2015","prosent","100","bosatt_anmodede"
"35","anmodning","2015","prosent","100","bosatt_anmodede"
"36","anmodning","2015","prosent","100","bosatt_anmodede"
"37","anmodning","2015","prosent","100","bosatt_anmodede"
"38","anmodning","2015","prosent","100","bosatt_anmodede"
"39","anmodning","2015","prosent","100","bosatt_anmodede"
"40","anmodning","2015","prosent","100","bosatt_anmodede"
"41","anmodning","2015","prosent","100","bosatt_anmodede"
"42","anmodning","2015","prosent","100","bosatt_anmodede"
"43","anmodning","2015","prosent","100","bosatt_anmodede"
"44","anmodning","2015","prosent","100","bosatt_anmodede"
"45","anmodning","2015","prosent","100","bosatt_anmodede"
"46","anmodning","2015","prosent","100","bosatt_anmodede"
"47","anmodning","2015","prosent","100","bosatt_anmodede"
"48","anmodning","2015","prosent","100","bosatt_anmodede"
"49","anmodning","2015","prosent","100","bosatt_anmodede"
"50","anmodning","2015","prosent","100","bosatt_anmodede"
"51","anmodning","2015","prosent","100","bosatt_anmodede"
"52","anmodning","2015","prosent","100","bosatt_anmodede"
"53","anmodning","2015","prosent","100","bosatt_anmodede"
"54","anmodning","2015","prosent","100","bosatt_anmodede"
"55","anmodning","2015","prosent","100","bosatt_anmodede"
"56","anmodning","2015","prosent","100","bosatt_anmodede"
"57","anmodning","2015","prosent","100","bosatt_anmodede"
"58","anmodning","2015","prosent","100","bosatt_anmodede"
"59","anmodning","2015","prosent","100","bosatt_anmodede"
"60","anmodning","2015","prosent","100","bosatt_anmodede"
"61","anmodning","2015","prosent","100","bosatt_anmodede"
"62","anmodning","2015","prosent","100","bosatt_anmodede"
"63","anmodning","2015","prosent","100","bosatt_anmodede"
"64","anmodning","2015","prosent","100","bosatt_anmodede"
"65","anmodning","2015","prosent","100","bosatt_anmodede"
"66","anmodning","2015","prosent","100","bosatt_anmodede"
"67","anmodning","2015","prosent","100","bosatt_anmodede"
"68","anmodning","2015","prosent","100","bosatt_anmodede"
"69","anmodning","2015","prosent","100","bosatt_anmodede"
"70","anmodning","2015","prosent","100","bosatt_anmodede"
"71","anmodning","2015","prosent","100","bosatt_anmodede"
"72","anmodning","2015","prosent","100","bosatt_anmodede"
"73","anmodning","2015","prosent","100","bosatt_anmodede"
"74","anmodning","2015","prosent","100","bosatt_anmodede"
"75","anmodning","2015","prosent","100","bosatt_anmodede"
"76","anmodning","2015","prosent","100","bosatt_anmodede"
"77","anmodning","2015","prosent","100","bosatt_anmodede"
"78","anmodning","2015","prosent","100","bosatt_anmodede"
"79","anmodning","2015","prosent","100","bosatt_anmodede"
"80","anmodning","2015","prosent","100","bosatt_anmodede"
"81","anmodning","2015","prosent","100","bosatt_anmodede"
"82","anmodning","2015","prosent","100","bosatt_anmodede"
"83","anmodning","2015","prosent","100","bosatt_anmodede"
"99","anmodning","2015","prosent","NaN","bosatt_anmodede"
"01","vedtak","2015","prosent","160","bosatt_anmodede"
"02","vedtak","2015","prosent","62.7586206896552","bosatt_anmodede"
"03","vedtak","2015","prosent","94.4444444444444","bosatt_anmodede"
"04","vedtak","2015","prosent","111.764705882353","bosatt_anmodede"
"05","vedtak","2015","prosent","113.877551020408","bosatt_anmodede"
"06","vedtak","2015","prosent","133.689839572193","bosatt_anmodede"
"07","vedtak","2015","prosent","124.545454545455","bosatt_anmodede"
"08","vedtak","2015","prosent","85.6","bosatt_anmodede"
"09","vedtak","2015","prosent","112.638888888889","bosatt_anmodede"
"10","vedtak","2015","prosent","107.5","bosatt_anmodede"
"11","vedtak","2015","prosent","66.3636363636364","bosatt_anmodede"
"12","vedtak","2015","prosent","80","bosatt_anmodede"
"13","vedtak","2015","prosent","94.7368421052632","bosatt_anmodede"
"14","vedtak","2015","prosent","126.923076923077","bosatt_anmodede"
"15","vedtak","2015","prosent","104.705882352941","bosatt_anmodede"
"16","vedtak","2015","prosent","109.411764705882","bosatt_anmodede"
"17","vedtak","2015","prosent","137.5","bosatt_anmodede"
"18","vedtak","2015","prosent","105.970149253731","bosatt_anmodede"
"19","vedtak","2015","prosent","112.307692307692","bosatt_anmodede"
"20","vedtak","2015","prosent","112.753623188406","bosatt_anmodede"
"21","vedtak","2015","prosent","103.333333333333","bosatt_anmodede"
"22","vedtak","2015","prosent","100","bosatt_anmodede"
"23","vedtak","2015","prosent","157.777777777778","bosatt_anmodede"
"24","vedtak","2015","prosent","135","bosatt_anmodede"
"25","vedtak","2015","prosent","140.336134453782","bosatt_anmodede"
"26","vedtak","2015","prosent","144","bosatt_anmodede"
"27","vedtak","2015","prosent","79.7014925373134","bosatt_anmodede"
"28","vedtak","2015","prosent","101.298701298701","bosatt_anmodede"
"29","vedtak","2015","prosent","122.666666666667","bosatt_anmodede"
"30","vedtak","2015","prosent","96.9230769230769","bosatt_anmodede"
"31","vedtak","2015","prosent","90","bosatt_anmodede"
"32","vedtak","2015","prosent","106.909090909091","bosatt_anmodede"
"33","vedtak","2015","prosent","128.823529411765","bosatt_anmodede"
"34","vedtak","2015","prosent","118.888888888889","bosatt_anmodede"
"35","vedtak","2015","prosent","94.5679012345679","bosatt_anmodede"
"36","vedtak","2015","prosent","106.666666666667","bosatt_anmodede"
"37","vedtak","2015","prosent","101.980198019802","bosatt_anmodede"
"38","vedtak","2015","prosent","95.3488372093023","bosatt_anmodede"
"39","vedtak","2015","prosent","102.919708029197","bosatt_anmodede"
"40","vedtak","2015","prosent","100","bosatt_anmodede"
"41","vedtak","2015","prosent","62.5","bosatt_anmodede"
"42","vedtak","2015","prosent","65","bosatt_anmodede"
"43","vedtak","2015","prosent","160","bosatt_anmodede"
"44","vedtak","2015","prosent","109.876543209877","bosatt_anmodede"
"45","vedtak","2015","prosent","83.3333333333333","bosatt_anmodede"
"46","vedtak","2015","prosent","97.2413793103448","bosatt_anmodede"
"47","vedtak","2015","prosent","107.826086956522","bosatt_anmodede"
"48","vedtak","2015","prosent","152.173913043478","bosatt_anmodede"
"49","vedtak","2015","prosent","108.490566037736","bosatt_anmodede"
"50","vedtak","2015","prosent","124.347826086957","bosatt_anmodede"
"51","vedtak","2015","prosent","146","bosatt_anmodede"
"52","vedtak","2015","prosent","113.368983957219","bosatt_anmodede"
"53","vedtak","2015","prosent","105.806451612903","bosatt_anmodede"
"54","vedtak","2015","prosent","29.8507462686567","bosatt_anmodede"
"55","vedtak","2015","prosent","94","bosatt_anmodede"
"56","vedtak","2015","prosent","82.7777777777778","bosatt_anmodede"
"57","vedtak","2015","prosent","78.8888888888889","bosatt_anmodede"
"58","vedtak","2015","prosent","66.6666666666667","bosatt_anmodede"
"59","vedtak","2015","prosent","163.333333333333","bosatt_anmodede"
"60","vedtak","2015","prosent","90","bosatt_anmodede"
"61","vedtak","2015","prosent","142.823529411765","bosatt_anmodede"
"62","vedtak","2015","prosent","111.428571428571","bosatt_anmodede"
"63","vedtak","2015","prosent","124.285714285714","bosatt_anmodede"
"64","vedtak","2015","prosent","125.161290322581","bosatt_anmodede"
"65","vedtak","2015","prosent","78.3333333333333","bosatt_anmodede"
"66","vedtak","2015","prosent","93.3333333333333","bosatt_anmodede"
"67","vedtak","2015","prosent","87.5","bosatt_anmodede"
"68","vedtak","2015","prosent","52.5","bosatt_anmodede"
"69","vedtak","2015","prosent","133.333333333333","bosatt_anmodede"
"70","vedtak","2015","prosent",".","bosatt_anmodede"
"71","vedtak","2015","prosent","96.6666666666667","bosatt_anmodede"
"72","vedtak","2015","prosent","100","bosatt_anmodede"
"73","vedtak","2015","prosent","116.363636363636","bosatt_anmodede"
"74","vedtak","2015","prosent","71.4285714285714","bosatt_anmodede"
"75","vedtak","2015","prosent","79.2307692307692","bosatt_anmodede"
"76","vedtak","2015","prosent","116.296296296296","bosatt_anmodede"
"77","vedtak","2015","prosent","104.848484848485","bosatt_anmodede"
"78","vedtak","2015","prosent","93.3333333333333","bosatt_anmodede"
"79","vedtak","2015","prosent","98.6666666666667","bosatt_anmodede"
"80","vedtak","2015","prosent","75","bosatt_anmodede"
"81","vedtak","2015","prosent","88.8888888888889","bosatt_anmodede"
"82","vedtak","2015","prosent","44.4444444444444","bosatt_anmodede"
"83","vedtak","2015","prosent","87","bosatt_anmodede"
"99","vedtak","2015","prosent","NaN","bosatt_anmodede"
"01","bosatt","2015","prosent",".","bosatt_anmodede"
"02","bosatt","2015","prosent",".","bosatt_anmodede"
"03","bosatt","2015","prosent",".","bosatt_anmodede"
"04","bosatt","2015","prosent",".","bosatt_anmodede"
"05","bosatt","2015","prosent",".","bosatt_anmodede"
"06","bosatt","2015","prosent",".","bosatt_anmodede"
"07","bosatt","2015","prosent",".","bosatt_anmodede"
"08","bosatt","2015","prosent",".","bosatt_anmodede"
"09","bosatt","2015","prosent",".","bosatt_anmodede"
"10","bosatt","2015","prosent",".","bosatt_anmodede"
"11","bosatt","2015","prosent",".","bosatt_anmodede"
"12","bosatt","2015","prosent",".","bosatt_anmodede"
"13","bosatt","2015","prosent",".","bosatt_anmodede"
"14","bosatt","2015","prosent",".","bosatt_anmodede"
"15","bosatt","2015","prosent",".","bosatt_anmodede"
"16","bosatt","2015","prosent",".","bosatt_anmodede"
"17","bosatt","2015","prosent",".","bosatt_anmodede"
"18","bosatt","2015","prosent",".","bosatt_anmodede"
"19","bosatt","2015","prosent",".","bosatt_anmodede"
"20","bosatt","2015","prosent",".","bosatt_anmodede"
"21","bosatt","2015","prosent",".","bosatt_anmodede"
"22","bosatt","2015","prosent",".","bosatt_anmodede"
"23","bosatt","2015","prosent",".","bosatt_anmodede"
"24","bosatt","2015","prosent",".","bosatt_anmodede"
"25","bosatt","2015","prosent",".","bosatt_anmodede"
"26","bosatt","2015","prosent",".","bosatt_anmodede"
"27","bosatt","2015","prosent",".","bosatt_anmodede"
"28","bosatt","2015","prosent",".","bosatt_anmodede"
"29","bosatt","2015","prosent",".","bosatt_anmodede"
"30","bosatt","2015","prosent",".","bosatt_anmodede"
"31","bosatt","2015","prosent",".","bosatt_anmodede"
"32","bosatt","2015","prosent",".","bosatt_anmodede"
"33","bosatt","2015","prosent",".","bosatt_anmodede"
"34","bosatt","2015","prosent",".","bosatt_anmodede"
"35","bosatt","2015","prosent",".","bosatt_anmodede"
"36","bosatt","2015","prosent",".","bosatt_anmodede"
"37","bosatt","2015","prosent",".","bosatt_anmodede"
"38","bosatt","2015","prosent",".","bosatt_anmodede"
"39","bosatt","2015","prosent",".","bosatt_anmodede"
"40","bosatt","2015","prosent",".","bosatt_anmodede"
"41","bosatt","2015","prosent",".","bosatt_anmodede"
"42","bosatt","2015","prosent",".","bosatt_anmodede"
"43","bosatt","2015","prosent",".","bosatt_anmodede"
"44","bosatt","2015","prosent",".","bosatt_anmodede"
"45","bosatt","2015","prosent",".","bosatt_anmodede"
"46","bosatt","2015","prosent",".","bosatt_anmodede"
"47","bosatt","2015","prosent",".","bosatt_anmodede"
"48","bosatt","2015","prosent",".","bosatt_anmodede"
"49","bosatt","2015","prosent",".","bosatt_anmodede"
"50","bosatt","2015","prosent",".","bosatt_anmodede"
"51","bosatt","2015","prosent",".","bosatt_anmodede"
"52","bosatt","2015","prosent",".","bosatt_anmodede"
"53","bosatt","2015","prosent",".","bosatt_anmodede"
"54","bosatt","2015","prosent",".","bosatt_anmodede"
"55","bosatt","2015","prosent",".","bosatt_anmodede"
"56","bosatt","2015","prosent",".","bosatt_anmodede"
"57","bosatt","2015","prosent",".","bosatt_anmodede"
"58","bosatt","2015","prosent",".","bosatt_anmodede"
"59","bosatt","2015","prosent",".","bosatt_anmodede"
"60","bosatt","2015","prosent",".","bosatt_anmodede"
"61","bosatt","2015","prosent",".","bosatt_anmodede"
"62","bosatt","2015","prosent",".","bosatt_anmodede"
"63","bosatt","2015","prosent",".","bosatt_anmodede"
"64","bosatt","2015","prosent",".","bosatt_anmodede"
"65","bosatt","2015","prosent",".","bosatt_anmodede"
"66","bosatt","2015","prosent",".","bosatt_anmodede"
"67","bosatt","2015","prosent",".","bosatt_anmodede"
"68","bosatt","2015","prosent",".","bosatt_anmodede"
"69","bosatt","2015","prosent",".","bosatt_anmodede"
"70","bosatt","2015","prosent",".","bosatt_anmodede"
"71","bosatt","2015","prosent",".","bosatt_anmodede"
"72","bosatt","2015","prosent",".","bosatt_anmodede"
"73","bosatt","2015","prosent",".","bosatt_anmodede"
"74","bosatt","2015","prosent",".","bosatt_anmodede"
"75","bosatt","2015","prosent",".","bosatt_anmodede"
"76","bosatt","2015","prosent",".","bosatt_anmodede"
"77","bosatt","2015","prosent",".","bosatt_anmodede"
"78","bosatt","2015","prosent",".","bosatt_anmodede"
"79","bosatt","2015","prosent",".","bosatt_anmodede"
"80","bosatt","2015","prosent",".","bosatt_anmodede"
