"bydel_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"030199","barn_ellers","3","personer",".","2013","barnehagedeltakelse"
"030101","barn_ellers","4","personer","393","2013","barnehagedeltakelse"
"030102","barn_ellers","4","personer","325","2013","barnehagedeltakelse"
"030103","barn_ellers","4","personer","253","2013","barnehagedeltakelse"
"030104","barn_ellers","4","personer","212","2013","barnehagedeltakelse"
"030105","barn_ellers","4","personer","317","2013","barnehagedeltakelse"
"030106","barn_ellers","4","personer","409","2013","barnehagedeltakelse"
"030107","barn_ellers","4","personer","617","2013","barnehagedeltakelse"
"030108","barn_ellers","4","personer","635","2013","barnehagedeltakelse"
"030109","barn_ellers","4","personer","307","2013","barnehagedeltakelse"
"030110","barn_ellers","4","personer","183","2013","barnehagedeltakelse"
"030111","barn_ellers","4","personer","189","2013","barnehagedeltakelse"
"030112","barn_ellers","4","personer","302","2013","barnehagedeltakelse"
"030113","barn_ellers","4","personer","579","2013","barnehagedeltakelse"
"030114","barn_ellers","4","personer","597","2013","barnehagedeltakelse"
"030115","barn_ellers","4","personer","327","2013","barnehagedeltakelse"
"030116","barn_ellers","4","personer",".","2013","barnehagedeltakelse"
"030117","barn_ellers","4","personer",".","2013","barnehagedeltakelse"
"030199","barn_ellers","4","personer",".","2013","barnehagedeltakelse"
"030101","barn_ellers","5","personer","323","2013","barnehagedeltakelse"
"030102","barn_ellers","5","personer","276","2013","barnehagedeltakelse"
"030103","barn_ellers","5","personer","216","2013","barnehagedeltakelse"
"030104","barn_ellers","5","personer","190","2013","barnehagedeltakelse"
"030105","barn_ellers","5","personer","261","2013","barnehagedeltakelse"
"030106","barn_ellers","5","personer","366","2013","barnehagedeltakelse"
"030107","barn_ellers","5","personer","654","2013","barnehagedeltakelse"
"030108","barn_ellers","5","personer","628","2013","barnehagedeltakelse"
"030109","barn_ellers","5","personer","274","2013","barnehagedeltakelse"
"030110","barn_ellers","5","personer","170","2013","barnehagedeltakelse"
"030111","barn_ellers","5","personer","162","2013","barnehagedeltakelse"
"030112","barn_ellers","5","personer","296","2013","barnehagedeltakelse"
"030113","barn_ellers","5","personer","537","2013","barnehagedeltakelse"
"030114","barn_ellers","5","personer","617","2013","barnehagedeltakelse"
"030115","barn_ellers","5","personer","301","2013","barnehagedeltakelse"
"030116","barn_ellers","5","personer",".","2013","barnehagedeltakelse"
"030117","barn_ellers","5","personer",".","2013","barnehagedeltakelse"
"030199","barn_ellers","5","personer",".","2013","barnehagedeltakelse"
"030101","barn_ellers","1_5","prosent","62,57062147","2013","barnehagedeltakelse"
"030102","barn_ellers","1_5","prosent","66,9344473","2013","barnehagedeltakelse"
"030103","barn_ellers","1_5","prosent","74,08033827","2013","barnehagedeltakelse"
"030104","barn_ellers","1_5","prosent","78,17073171","2013","barnehagedeltakelse"
"030105","barn_ellers","1_5","prosent","77,58467023","2013","barnehagedeltakelse"
"030106","barn_ellers","1_5","prosent","88,87343533","2013","barnehagedeltakelse"
"030107","barn_ellers","1_5","prosent","90,67372757","2013","barnehagedeltakelse"
"030108","barn_ellers","1_5","prosent","88,95011601","2013","barnehagedeltakelse"
"030109","barn_ellers","1_5","prosent","59,92322457","2013","barnehagedeltakelse"
"030110","barn_ellers","1_5","prosent","48,57734092","2013","barnehagedeltakelse"
"030111","barn_ellers","1_5","prosent","41,64305949","2013","barnehagedeltakelse"
"030112","barn_ellers","1_5","prosent","46,49552928","2013","barnehagedeltakelse"
"030113","barn_ellers","1_5","prosent","77,04654896","2013","barnehagedeltakelse"
"030114","barn_ellers","1_5","prosent","88,71720117","2013","barnehagedeltakelse"
"030115","barn_ellers","1_5","prosent","54,79216764","2013","barnehagedeltakelse"
"030116","barn_ellers","1_5","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","1_5","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","1_5","prosent",".","2013","barnehagedeltakelse"
"030101","barn_ellers","1","prosent","67,27480046","2013","barnehagedeltakelse"
"030102","barn_ellers","1","prosent","72,5631769","2013","barnehagedeltakelse"
"030103","barn_ellers","1","prosent","80,99547511","2013","barnehagedeltakelse"
"030104","barn_ellers","1","prosent","80,24390244","2013","barnehagedeltakelse"
"030105","barn_ellers","1","prosent","79,75352113","2013","barnehagedeltakelse"
"030106","barn_ellers","1","prosent","88,86310905","2013","barnehagedeltakelse"
"030107","barn_ellers","1","prosent","89,55007257","2013","barnehagedeltakelse"
"030108","barn_ellers","1","prosent","89,61661342","2013","barnehagedeltakelse"
"030109","barn_ellers","1","prosent","63,1956912","2013","barnehagedeltakelse"
"030110","barn_ellers","1","prosent","51,37157107","2013","barnehagedeltakelse"
"030111","barn_ellers","1","prosent","45,07042254","2013","barnehagedeltakelse"
"030112","barn_ellers","1","prosent","49,28366762","2013","barnehagedeltakelse"
"030113","barn_ellers","1","prosent","78,69897959","2013","barnehagedeltakelse"
"030114","barn_ellers","1","prosent","89,08045977","2013","barnehagedeltakelse"
"030115","barn_ellers","1","prosent","58,71886121","2013","barnehagedeltakelse"
"030116","barn_ellers","1","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","1","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","1","prosent",".","2013","barnehagedeltakelse"
"030101","barn_ellers","2","prosent","65,42416452","2013","barnehagedeltakelse"
"030102","barn_ellers","2","prosent","69,66887417","2013","barnehagedeltakelse"
"030103","barn_ellers","2","prosent","76,06382979","2013","barnehagedeltakelse"
"030104","barn_ellers","2","prosent","79,41952507","2013","barnehagedeltakelse"
"030105","barn_ellers","2","prosent","78,20512821","2013","barnehagedeltakelse"
"030106","barn_ellers","2","prosent","85,81235698","2013","barnehagedeltakelse"
"030107","barn_ellers","2","prosent","89,73966309","2013","barnehagedeltakelse"
"030108","barn_ellers","2","prosent","87,01298701","2013","barnehagedeltakelse"
"030109","barn_ellers","2","prosent","60,11560694","2013","barnehagedeltakelse"
"030110","barn_ellers","2","prosent","50,13262599","2013","barnehagedeltakelse"
"030111","barn_ellers","2","prosent","42,54278729","2013","barnehagedeltakelse"
"030112","barn_ellers","2","prosent","48,38255977","2013","barnehagedeltakelse"
"030113","barn_ellers","2","prosent","77,49648383","2013","barnehagedeltakelse"
"030114","barn_ellers","2","prosent","87,46130031","2013","barnehagedeltakelse"
"030115","barn_ellers","2","prosent","52,77310924","2013","barnehagedeltakelse"
"030116","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"030101","barn_ellers","3","prosent","59,61251863","2013","barnehagedeltakelse"
"030102","barn_ellers","3","prosent","63,6036036","2013","barnehagedeltakelse"
"030103","barn_ellers","3","prosent","71,71945701","2013","barnehagedeltakelse"
"030104","barn_ellers","3","prosent","76,92307692","2013","barnehagedeltakelse"
"030105","barn_ellers","3","prosent","77,13004484","2013","barnehagedeltakelse"
"030106","barn_ellers","3","prosent","89,71962617","2013","barnehagedeltakelse"
"030107","barn_ellers","3","prosent","89,67551622","2013","barnehagedeltakelse"
"030108","barn_ellers","3","prosent","89,01251739","2013","barnehagedeltakelse"
"030109","barn_ellers","3","prosent","57,87545788","2013","barnehagedeltakelse"
"030110","barn_ellers","3","prosent","46,92874693","2013","barnehagedeltakelse"
"030111","barn_ellers","3","prosent","39,09952607","2013","barnehagedeltakelse"
"030112","barn_ellers","3","prosent","46,57142857","2013","barnehagedeltakelse"
"030113","barn_ellers","3","prosent","78,52437418","2013","barnehagedeltakelse"
"030114","barn_ellers","3","prosent","90,96045198","2013","barnehagedeltakelse"
"030115","barn_ellers","3","prosent","55,30821918","2013","barnehagedeltakelse"
"030116","barn_ellers","3","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","3","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","3","prosent",".","2013","barnehagedeltakelse"
"030101","barn_ellers","4","prosent","59,09774436","2013","barnehagedeltakelse"
"030102","barn_ellers","4","prosent","63,10679612","2013","barnehagedeltakelse"
"030103","barn_ellers","4","prosent","68,19407008","2013","barnehagedeltakelse"
"030104","barn_ellers","4","prosent","77,09090909","2013","barnehagedeltakelse"
"030105","barn_ellers","4","prosent","79,44862155","2013","barnehagedeltakelse"
"030106","barn_ellers","4","prosent","89,89010989","2013","barnehagedeltakelse"
"030107","barn_ellers","4","prosent","92,50374813","2013","barnehagedeltakelse"
"030108","barn_ellers","4","prosent","88,81118881","2013","barnehagedeltakelse"
"030109","barn_ellers","4","prosent","59,84405458","2013","barnehagedeltakelse"
"030110","barn_ellers","4","prosent","48,54111406","2013","barnehagedeltakelse"
"030111","barn_ellers","4","prosent","43,85150812","2013","barnehagedeltakelse"
"030112","barn_ellers","4","prosent","43,51585014","2013","barnehagedeltakelse"
"030113","barn_ellers","4","prosent","74,80620155","2013","barnehagedeltakelse"
"030114","barn_ellers","4","prosent","87,66519824","2013","barnehagedeltakelse"
"030115","barn_ellers","4","prosent","54,95798319","2013","barnehagedeltakelse"
"030116","barn_ellers","4","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","4","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","4","prosent",".","2013","barnehagedeltakelse"
"030101","barn_ellers","5","prosent","58,83424408","2013","barnehagedeltakelse"
"030102","barn_ellers","5","prosent","60,52631579","2013","barnehagedeltakelse"
"030103","barn_ellers","5","prosent","66,46153846","2013","barnehagedeltakelse"
"030104","barn_ellers","5","prosent","75,69721116","2013","barnehagedeltakelse"
"030105","barn_ellers","5","prosent","71,90082645","2013","barnehagedeltakelse"
"030106","barn_ellers","5","prosent","90,14778325","2013","barnehagedeltakelse"
"030107","barn_ellers","5","prosent","91,85393258","2013","barnehagedeltakelse"
"030108","barn_ellers","5","prosent","90,35971223","2013","barnehagedeltakelse"
"030109","barn_ellers","5","prosent","58,29787234","2013","barnehagedeltakelse"
"030110","barn_ellers","5","prosent","45,82210243","2013","barnehagedeltakelse"
"030111","barn_ellers","5","prosent","37,6744186","2013","barnehagedeltakelse"
"030112","barn_ellers","5","prosent","44,57831325","2013","barnehagedeltakelse"
"030113","barn_ellers","5","prosent","75,63380282","2013","barnehagedeltakelse"
"030114","barn_ellers","5","prosent","88,26895565","2013","barnehagedeltakelse"
"030115","barn_ellers","5","prosent","52,34782609","2013","barnehagedeltakelse"
"030116","barn_ellers","5","prosent",".","2013","barnehagedeltakelse"
"030117","barn_ellers","5","prosent",".","2013","barnehagedeltakelse"
"030199","barn_ellers","5","prosent",".","2013","barnehagedeltakelse"
