"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"0626","barn_ellers","2","prosent","81,01265823","2013","barnehagedeltakelse"
"0627","barn_ellers","2","prosent","90,94650206","2013","barnehagedeltakelse"
"0628","barn_ellers","2","prosent","86,02150538","2013","barnehagedeltakelse"
"0631","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"0632","barn_ellers","2","prosent","90","2013","barnehagedeltakelse"
"0633","barn_ellers","2","prosent","95,45454545","2013","barnehagedeltakelse"
"0701","barn_ellers","2","prosent","82,95819936","2013","barnehagedeltakelse"
"0702","barn_ellers","2","prosent","93,57798165","2013","barnehagedeltakelse"
"0704","barn_ellers","2","prosent","89,04958678","2013","barnehagedeltakelse"
"0706","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"0709","barn_ellers","2","prosent","84,38818565","2013","barnehagedeltakelse"
"0711","barn_ellers","2","prosent","93,5483871","2013","barnehagedeltakelse"
"0713","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"0714","barn_ellers","2","prosent","96,66666667","2013","barnehagedeltakelse"
"0716","barn_ellers","2","prosent","87,17948718","2013","barnehagedeltakelse"
"0719","barn_ellers","2","prosent","90,54054054","2013","barnehagedeltakelse"
"0720","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"0722","barn_ellers","2","prosent","88,84297521","2013","barnehagedeltakelse"
"0723","barn_ellers","2","prosent","88,0952381","2013","barnehagedeltakelse"
"0728","barn_ellers","2","prosent","87,87878788","2013","barnehagedeltakelse"
"0805","barn_ellers","2","prosent","87,25761773","2013","barnehagedeltakelse"
"0806","barn_ellers","2","prosent","81,46964856","2013","barnehagedeltakelse"
"0807","barn_ellers","2","prosent","88,97637795","2013","barnehagedeltakelse"
"0811","barn_ellers","2","prosent","96,42857143","2013","barnehagedeltakelse"
"0814","barn_ellers","2","prosent","87,73006135","2013","barnehagedeltakelse"
"0815","barn_ellers","2","prosent","84,375","2013","barnehagedeltakelse"
"0817","barn_ellers","2","prosent","86,79245283","2013","barnehagedeltakelse"
"0819","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"0821","barn_ellers","2","prosent","90,32258065","2013","barnehagedeltakelse"
"0822","barn_ellers","2","prosent","92,30769231","2013","barnehagedeltakelse"
"0826","barn_ellers","2","prosent","87,03703704","2013","barnehagedeltakelse"
"0827","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"0828","barn_ellers","2","prosent","88,37209302","2013","barnehagedeltakelse"
"0829","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"0830","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"0831","barn_ellers","2","prosent","93,75","2013","barnehagedeltakelse"
"0833","barn_ellers","2","prosent","94,73684211","2013","barnehagedeltakelse"
"0834","barn_ellers","2","prosent","82,92682927","2013","barnehagedeltakelse"
"0901","barn_ellers","2","prosent","97,33333333","2013","barnehagedeltakelse"
"0904","barn_ellers","2","prosent","88,43283582","2013","barnehagedeltakelse"
"0906","barn_ellers","2","prosent","84,15841584","2013","barnehagedeltakelse"
"0911","barn_ellers","2","prosent","95,45454545","2013","barnehagedeltakelse"
"0912","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"0914","barn_ellers","2","prosent","91,17647059","2013","barnehagedeltakelse"
"0919","barn_ellers","2","prosent","92,85714286","2013","barnehagedeltakelse"
"0926","barn_ellers","2","prosent","92,5170068","2013","barnehagedeltakelse"
"0928","barn_ellers","2","prosent","91,46341463","2013","barnehagedeltakelse"
"0929","barn_ellers","2","prosent","75","2013","barnehagedeltakelse"
"0935","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"0937","barn_ellers","2","prosent","95","2013","barnehagedeltakelse"
"0938","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"0940","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"0941","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1001","barn_ellers","2","prosent","85,87719298","2013","barnehagedeltakelse"
"1002","barn_ellers","2","prosent","92,10526316","2013","barnehagedeltakelse"
"1003","barn_ellers","2","prosent","89","2013","barnehagedeltakelse"
"1004","barn_ellers","2","prosent","87,64044944","2013","barnehagedeltakelse"
"1014","barn_ellers","2","prosent","90","2013","barnehagedeltakelse"
"1017","barn_ellers","2","prosent","75,82417582","2013","barnehagedeltakelse"
"1018","barn_ellers","2","prosent","88,97637795","2013","barnehagedeltakelse"
"1021","barn_ellers","2","prosent","85,29411765","2013","barnehagedeltakelse"
"1026","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"1027","barn_ellers","2","prosent","96,2962963","2013","barnehagedeltakelse"
"1029","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1032","barn_ellers","2","prosent","87,75510204","2013","barnehagedeltakelse"
"1034","barn_ellers","2","prosent","88","2013","barnehagedeltakelse"
"1037","barn_ellers","2","prosent","94,20289855","2013","barnehagedeltakelse"
"1046","barn_ellers","2","prosent","95,23809524","2013","barnehagedeltakelse"
"1101","barn_ellers","2","prosent","81,87134503","2013","barnehagedeltakelse"
"1102","barn_ellers","2","prosent","80,71748879","2013","barnehagedeltakelse"
"1103","barn_ellers","2","prosent","80,53047404","2013","barnehagedeltakelse"
"1106","barn_ellers","2","prosent","80,6741573","2013","barnehagedeltakelse"
"1111","barn_ellers","2","prosent","97,14285714","2013","barnehagedeltakelse"
"1112","barn_ellers","2","prosent","85,10638298","2013","barnehagedeltakelse"
"1114","barn_ellers","2","prosent","86,95652174","2013","barnehagedeltakelse"
"1119","barn_ellers","2","prosent","87,80487805","2013","barnehagedeltakelse"
"1120","barn_ellers","2","prosent","87,68115942","2013","barnehagedeltakelse"
"1121","barn_ellers","2","prosent","87,62886598","2013","barnehagedeltakelse"
"1122","barn_ellers","2","prosent","85,5","2013","barnehagedeltakelse"
"1124","barn_ellers","2","prosent","79,15567282","2013","barnehagedeltakelse"
"1127","barn_ellers","2","prosent","90,14084507","2013","barnehagedeltakelse"
"1129","barn_ellers","2","prosent","95,45454545","2013","barnehagedeltakelse"
"1130","barn_ellers","2","prosent","89,44099379","2013","barnehagedeltakelse"
"1133","barn_ellers","2","prosent","77,41935484","2013","barnehagedeltakelse"
"1134","barn_ellers","2","prosent","91,30434783","2013","barnehagedeltakelse"
"1135","barn_ellers","2","prosent","88","2013","barnehagedeltakelse"
"1141","barn_ellers","2","prosent","75,6097561","2013","barnehagedeltakelse"
"1142","barn_ellers","2","prosent","87,34177215","2013","barnehagedeltakelse"
"1144","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1145","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1146","barn_ellers","2","prosent","90,97744361","2013","barnehagedeltakelse"
"1149","barn_ellers","2","prosent","89,2173913","2013","barnehagedeltakelse"
"1151","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1160","barn_ellers","2","prosent","83,87096774","2013","barnehagedeltakelse"
"1201","barn_ellers","2","prosent","83,11688312","2013","barnehagedeltakelse"
"1211","barn_ellers","2","prosent","87,14285714","2013","barnehagedeltakelse"
"1216","barn_ellers","2","prosent","92,15686275","2013","barnehagedeltakelse"
"1219","barn_ellers","2","prosent","88,96551724","2013","barnehagedeltakelse"
"1221","barn_ellers","2","prosent","84,81012658","2013","barnehagedeltakelse"
"1222","barn_ellers","2","prosent","92,30769231","2013","barnehagedeltakelse"
"1223","barn_ellers","2","prosent","84,61538462","2013","barnehagedeltakelse"
"1224","barn_ellers","2","prosent","90,06622517","2013","barnehagedeltakelse"
"1227","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1228","barn_ellers","2","prosent","76,71232877","2013","barnehagedeltakelse"
"1231","barn_ellers","2","prosent","70,58823529","2013","barnehagedeltakelse"
"1232","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1233","barn_ellers","2","prosent","83,33333333","2013","barnehagedeltakelse"
"1234","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1235","barn_ellers","2","prosent","93,71428571","2013","barnehagedeltakelse"
"1238","barn_ellers","2","prosent","81,31868132","2013","barnehagedeltakelse"
"1241","barn_ellers","2","prosent","92,15686275","2013","barnehagedeltakelse"
"1242","barn_ellers","2","prosent","88,46153846","2013","barnehagedeltakelse"
"1243","barn_ellers","2","prosent","88,65979381","2013","barnehagedeltakelse"
"1244","barn_ellers","2","prosent","88,46153846","2013","barnehagedeltakelse"
"1245","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1246","barn_ellers","2","prosent","91,94029851","2013","barnehagedeltakelse"
"1247","barn_ellers","2","prosent","93,22799097","2013","barnehagedeltakelse"
"1251","barn_ellers","2","prosent","89,13043478","2013","barnehagedeltakelse"
"1252","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1253","barn_ellers","2","prosent","89,15662651","2013","barnehagedeltakelse"
"1256","barn_ellers","2","prosent","91,52542373","2013","barnehagedeltakelse"
"1259","barn_ellers","2","prosent","94,44444444","2013","barnehagedeltakelse"
"1260","barn_ellers","2","prosent","91,11111111","2013","barnehagedeltakelse"
"1263","barn_ellers","2","prosent","93,22033898","2013","barnehagedeltakelse"
"1264","barn_ellers","2","prosent","86,20689655","2013","barnehagedeltakelse"
"1265","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"1266","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1401","barn_ellers","2","prosent","86,57718121","2013","barnehagedeltakelse"
"1411","barn_ellers","2","prosent","86,20689655","2013","barnehagedeltakelse"
"1412","barn_ellers","2","prosent","83,33333333","2013","barnehagedeltakelse"
"1413","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1416","barn_ellers","2","prosent","89,13043478","2013","barnehagedeltakelse"
"1417","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"1418","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1419","barn_ellers","2","prosent","96,2962963","2013","barnehagedeltakelse"
"1420","barn_ellers","2","prosent","96,15384615","2013","barnehagedeltakelse"
"1421","barn_ellers","2","prosent","92,85714286","2013","barnehagedeltakelse"
"1422","barn_ellers","2","prosent","83,33333333","2013","barnehagedeltakelse"
"1424","barn_ellers","2","prosent","88,52459016","2013","barnehagedeltakelse"
"1426","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"1428","barn_ellers","2","prosent","91,17647059","2013","barnehagedeltakelse"
"1429","barn_ellers","2","prosent","96,875","2013","barnehagedeltakelse"
"1430","barn_ellers","2","prosent","89,13043478","2013","barnehagedeltakelse"
"1431","barn_ellers","2","prosent","88,0952381","2013","barnehagedeltakelse"
"1432","barn_ellers","2","prosent","90,42553191","2013","barnehagedeltakelse"
"1433","barn_ellers","2","prosent","90,69767442","2013","barnehagedeltakelse"
"1438","barn_ellers","2","prosent","90,625","2013","barnehagedeltakelse"
"1439","barn_ellers","2","prosent","86,74698795","2013","barnehagedeltakelse"
"1441","barn_ellers","2","prosent","97,43589744","2013","barnehagedeltakelse"
"1443","barn_ellers","2","prosent","97,2972973","2013","barnehagedeltakelse"
"1444","barn_ellers","2","prosent","78,57142857","2013","barnehagedeltakelse"
"1445","barn_ellers","2","prosent","92,85714286","2013","barnehagedeltakelse"
"1449","barn_ellers","2","prosent","82,75862069","2013","barnehagedeltakelse"
"1502","barn_ellers","2","prosent","89,50819672","2013","barnehagedeltakelse"
"1504","barn_ellers","2","prosent","88,3882149","2013","barnehagedeltakelse"
"1505","barn_ellers","2","prosent","82,88973384","2013","barnehagedeltakelse"
"1511","barn_ellers","2","prosent","86,66666667","2013","barnehagedeltakelse"
"1514","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1515","barn_ellers","2","prosent","87,2","2013","barnehagedeltakelse"
"1516","barn_ellers","2","prosent","87,75510204","2013","barnehagedeltakelse"
"1517","barn_ellers","2","prosent","81,17647059","2013","barnehagedeltakelse"
"1519","barn_ellers","2","prosent","89,88764045","2013","barnehagedeltakelse"
"1520","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1523","barn_ellers","2","prosent","91,30434783","2013","barnehagedeltakelse"
"1524","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1525","barn_ellers","2","prosent","69,56521739","2013","barnehagedeltakelse"
"1526","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1528","barn_ellers","2","prosent","86,9047619","2013","barnehagedeltakelse"
"1529","barn_ellers","2","prosent","91,42857143","2013","barnehagedeltakelse"
"1531","barn_ellers","2","prosent","87,40740741","2013","barnehagedeltakelse"
"1532","barn_ellers","2","prosent","96","2013","barnehagedeltakelse"
"1534","barn_ellers","2","prosent","76,57657658","2013","barnehagedeltakelse"
"1535","barn_ellers","2","prosent","95","2013","barnehagedeltakelse"
"1539","barn_ellers","2","prosent","96,07843137","2013","barnehagedeltakelse"
"1543","barn_ellers","2","prosent","93,33333333","2013","barnehagedeltakelse"
"1545","barn_ellers","2","prosent","65","2013","barnehagedeltakelse"
"1546","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1547","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"1548","barn_ellers","2","prosent","88,03418803","2013","barnehagedeltakelse"
"1551","barn_ellers","2","prosent","90,47619048","2013","barnehagedeltakelse"
"1554","barn_ellers","2","prosent","95","2013","barnehagedeltakelse"
"1557","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1560","barn_ellers","2","prosent","96,77419355","2013","barnehagedeltakelse"
"1563","barn_ellers","2","prosent","92,75362319","2013","barnehagedeltakelse"
"1566","barn_ellers","2","prosent","88,46153846","2013","barnehagedeltakelse"
"1567","barn_ellers","2","prosent","96","2013","barnehagedeltakelse"
"1571","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1573","barn_ellers","2","prosent","92","2013","barnehagedeltakelse"
"1576","barn_ellers","2","prosent","88","2013","barnehagedeltakelse"
"1601","barn_ellers","2","prosent","85,95258999","2013","barnehagedeltakelse"
"1612","barn_ellers","2","prosent","96,07843137","2013","barnehagedeltakelse"
"1613","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1617","barn_ellers","2","prosent","79,06976744","2013","barnehagedeltakelse"
"1620","barn_ellers","2","prosent","67,34693878","2013","barnehagedeltakelse"
"1621","barn_ellers","2","prosent","98,55072464","2013","barnehagedeltakelse"
"1622","barn_ellers","2","prosent","93,33333333","2013","barnehagedeltakelse"
"1624","barn_ellers","2","prosent","95,16129032","2013","barnehagedeltakelse"
"1627","barn_ellers","2","prosent","94,91525424","2013","barnehagedeltakelse"
"1630","barn_ellers","2","prosent","81,48148148","2013","barnehagedeltakelse"
"1632","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1633","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"1634","barn_ellers","2","prosent","89,41176471","2013","barnehagedeltakelse"
"1635","barn_ellers","2","prosent","94,44444444","2013","barnehagedeltakelse"
"1636","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"1638","barn_ellers","2","prosent","91,54929577","2013","barnehagedeltakelse"
"1640","barn_ellers","2","prosent","93,18181818","2013","barnehagedeltakelse"
"1644","barn_ellers","2","prosent","85","2013","barnehagedeltakelse"
"1648","barn_ellers","2","prosent","86,48648649","2013","barnehagedeltakelse"
"1653","barn_ellers","2","prosent","93,75","2013","barnehagedeltakelse"
"1657","barn_ellers","2","prosent","94,73684211","2013","barnehagedeltakelse"
"1662","barn_ellers","2","prosent","91,78082192","2013","barnehagedeltakelse"
"1663","barn_ellers","2","prosent","92,34972678","2013","barnehagedeltakelse"
"1664","barn_ellers","2","prosent","93,75","2013","barnehagedeltakelse"
"1665","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1702","barn_ellers","2","prosent","89,49771689","2013","barnehagedeltakelse"
"1703","barn_ellers","2","prosent","87,74193548","2013","barnehagedeltakelse"
"1711","barn_ellers","2","prosent","86,95652174","2013","barnehagedeltakelse"
"1714","barn_ellers","2","prosent","90,58441558","2013","barnehagedeltakelse"
"1717","barn_ellers","2","prosent","85,18518519","2013","barnehagedeltakelse"
"1718","barn_ellers","2","prosent","92,5","2013","barnehagedeltakelse"
"1719","barn_ellers","2","prosent","89,02953586","2013","barnehagedeltakelse"
"1721","barn_ellers","2","prosent","93,78881988","2013","barnehagedeltakelse"
"1724","barn_ellers","2","prosent","89,47368421","2013","barnehagedeltakelse"
"1725","barn_ellers","2","prosent","90","2013","barnehagedeltakelse"
"1736","barn_ellers","2","prosent","91,66666667","2013","barnehagedeltakelse"
"1738","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1739","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1740","barn_ellers","2","prosent","91,66666667","2013","barnehagedeltakelse"
"1742","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1743","barn_ellers","2","prosent","86,66666667","2013","barnehagedeltakelse"
"1744","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1748","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"1749","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1750","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"1751","barn_ellers","2","prosent","98,14814815","2013","barnehagedeltakelse"
"1755","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1756","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1804","barn_ellers","2","prosent","93,86106624","2013","barnehagedeltakelse"
"1805","barn_ellers","2","prosent","86,85446009","2013","barnehagedeltakelse"
"1811","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1812","barn_ellers","2","prosent","90,90909091","2013","barnehagedeltakelse"
"1813","barn_ellers","2","prosent","89,01098901","2013","barnehagedeltakelse"
"1815","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1816","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1818","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"1820","barn_ellers","2","prosent","93,24324324","2013","barnehagedeltakelse"
"1822","barn_ellers","2","prosent","80,64516129","2013","barnehagedeltakelse"
"1824","barn_ellers","2","prosent","93,15068493","2013","barnehagedeltakelse"
"1825","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1826","barn_ellers","2","prosent","91,66666667","2013","barnehagedeltakelse"
"1827","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1828","barn_ellers","2","prosent","70","2013","barnehagedeltakelse"
"1832","barn_ellers","2","prosent","90,69767442","2013","barnehagedeltakelse"
"1833","barn_ellers","2","prosent","91,84397163","2013","barnehagedeltakelse"
"1834","barn_ellers","2","prosent","93,75","2013","barnehagedeltakelse"
"1835","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1836","barn_ellers","2","prosent","93,33333333","2013","barnehagedeltakelse"
"1837","barn_ellers","2","prosent","91,76470588","2013","barnehagedeltakelse"
"1838","barn_ellers","2","prosent","73,68421053","2013","barnehagedeltakelse"
"1839","barn_ellers","2","prosent","70","2013","barnehagedeltakelse"
"1840","barn_ellers","2","prosent","97,5","2013","barnehagedeltakelse"
"1841","barn_ellers","2","prosent","96,20253165","2013","barnehagedeltakelse"
"1845","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1848","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1849","barn_ellers","2","prosent","82,35294118","2013","barnehagedeltakelse"
"1850","barn_ellers","2","prosent","70","2013","barnehagedeltakelse"
"1851","barn_ellers","2","prosent","73,68421053","2013","barnehagedeltakelse"
"1852","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1853","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"1854","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"1856","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1857","barn_ellers","2","prosent","71,42857143","2013","barnehagedeltakelse"
"1859","barn_ellers","2","prosent","84,61538462","2013","barnehagedeltakelse"
"1860","barn_ellers","2","prosent","90,64748201","2013","barnehagedeltakelse"
"1865","barn_ellers","2","prosent","87,12871287","2013","barnehagedeltakelse"
"1866","barn_ellers","2","prosent","91,86046512","2013","barnehagedeltakelse"
"1867","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1868","barn_ellers","2","prosent","86,95652174","2013","barnehagedeltakelse"
"1870","barn_ellers","2","prosent","89,91596639","2013","barnehagedeltakelse"
"1871","barn_ellers","2","prosent","95,23809524","2013","barnehagedeltakelse"
"1874","barn_ellers","2","prosent","84,61538462","2013","barnehagedeltakelse"
"1902","barn_ellers","2","prosent","90,11111111","2013","barnehagedeltakelse"
"1903","barn_ellers","2","prosent","94,140625","2013","barnehagedeltakelse"
"1911","barn_ellers","2","prosent","82,14285714","2013","barnehagedeltakelse"
"1913","barn_ellers","2","prosent","91,66666667","2013","barnehagedeltakelse"
"1917","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"1919","barn_ellers","2","prosent","77,77777778","2013","barnehagedeltakelse"
"1920","barn_ellers","2","prosent","92,30769231","2013","barnehagedeltakelse"
"1922","barn_ellers","2","prosent","88,13559322","2013","barnehagedeltakelse"
"1923","barn_ellers","2","prosent","87,5","2013","barnehagedeltakelse"
"1924","barn_ellers","2","prosent","88,4057971","2013","barnehagedeltakelse"
"1925","barn_ellers","2","prosent","94,59459459","2013","barnehagedeltakelse"
"1926","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"1927","barn_ellers","2","prosent","83,33333333","2013","barnehagedeltakelse"
"1928","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1929","barn_ellers","2","prosent",".","2013","barnehagedeltakelse"
"1931","barn_ellers","2","prosent","88,46153846","2013","barnehagedeltakelse"
"1933","barn_ellers","2","prosent","97,6744186","2013","barnehagedeltakelse"
"1936","barn_ellers","2","prosent","84,21052632","2013","barnehagedeltakelse"
"1938","barn_ellers","2","prosent","95,45454545","2013","barnehagedeltakelse"
"1939","barn_ellers","2","prosent","95,83333333","2013","barnehagedeltakelse"
"1940","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"1941","barn_ellers","2","prosent","86,95652174","2013","barnehagedeltakelse"
"1942","barn_ellers","2","prosent","96,07843137","2013","barnehagedeltakelse"
"1943","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"2002","barn_ellers","2","prosent","95,83333333","2013","barnehagedeltakelse"
"2003","barn_ellers","2","prosent","83,09859155","2013","barnehagedeltakelse"
"2004","barn_ellers","2","prosent","82,6446281","2013","barnehagedeltakelse"
"2011","barn_ellers","2","prosent","97,2972973","2013","barnehagedeltakelse"
"2012","barn_ellers","2","prosent","95,13108614","2013","barnehagedeltakelse"
"2014","barn_ellers","2","prosent","85,71428571","2013","barnehagedeltakelse"
"2015","barn_ellers","2","prosent","75","2013","barnehagedeltakelse"
"2017","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"2018","barn_ellers","2","prosent","72,72727273","2013","barnehagedeltakelse"
"2019","barn_ellers","2","prosent","80","2013","barnehagedeltakelse"
"2020","barn_ellers","2","prosent","88,57142857","2013","barnehagedeltakelse"
"2021","barn_ellers","2","prosent","100","2013","barnehagedeltakelse"
"2022","barn_ellers","2","prosent","88,88888889","2013","barnehagedeltakelse"
"2023","barn_ellers","2","prosent","55,55555556","2013","barnehagedeltakelse"
"2024","barn_ellers","2","prosent","71,42857143","2013","barnehagedeltakelse"
"2025","barn_ellers","2","prosent","96,2962963","2013","barnehagedeltakelse"
"2027","barn_ellers","2","prosent","92,30769231","2013","barnehagedeltakelse"
"2028","barn_ellers","2","prosent","64,28571429","2013","barnehagedeltakelse"
"2030","barn_ellers","2","prosent","86,86868687","2013","barnehagedeltakelse"
"0101","barn_ellers","3","prosent","86,40226629","2013","barnehagedeltakelse"
"0104","barn_ellers","3","prosent","78,96253602","2013","barnehagedeltakelse"
"0105","barn_ellers","3","prosent","78,43137255","2013","barnehagedeltakelse"
"0106","barn_ellers","3","prosent","80,40770102","2013","barnehagedeltakelse"
"0111","barn_ellers","3","prosent","97,77777778","2013","barnehagedeltakelse"
"0118","barn_ellers","3","prosent","100","2013","barnehagedeltakelse"
"0119","barn_ellers","3","prosent","91,11111111","2013","barnehagedeltakelse"
"0121","barn_ellers","3","prosent","83,33333333","2013","barnehagedeltakelse"
"0122","barn_ellers","3","prosent","88,46153846","2013","barnehagedeltakelse"
"0123","barn_ellers","3","prosent","92,30769231","2013","barnehagedeltakelse"
"0124","barn_ellers","3","prosent","77,77777778","2013","barnehagedeltakelse"
"0125","barn_ellers","3","prosent","80,15267176","2013","barnehagedeltakelse"
"0127","barn_ellers","3","prosent","88","2013","barnehagedeltakelse"
"0128","barn_ellers","3","prosent","71","2013","barnehagedeltakelse"
"0135","barn_ellers","3","prosent","98,7654321","2013","barnehagedeltakelse"
"0136","barn_ellers","3","prosent","86,66666667","2013","barnehagedeltakelse"
"0137","barn_ellers","3","prosent","92,06349206","2013","barnehagedeltakelse"
"0138","barn_ellers","3","prosent","88,88888889","2013","barnehagedeltakelse"
"0211","barn_ellers","3","prosent","85,35564854","2013","barnehagedeltakelse"
"0213","barn_ellers","3","prosent","86,01036269","2013","barnehagedeltakelse"
"0214","barn_ellers","3","prosent","83,90804598","2013","barnehagedeltakelse"
"0215","barn_ellers","3","prosent","86,15384615","2013","barnehagedeltakelse"
"0216","barn_ellers","3","prosent","96,18644068","2013","barnehagedeltakelse"
"0217","barn_ellers","3","prosent","89,44281525","2013","barnehagedeltakelse"
"0219","barn_ellers","3","prosent","83,7408313","2013","barnehagedeltakelse"
"0220","barn_ellers","3","prosent","84,12073491","2013","barnehagedeltakelse"
"0221","barn_ellers","3","prosent","89,28571429","2013","barnehagedeltakelse"
"0226","barn_ellers","3","prosent","83,01886792","2013","barnehagedeltakelse"
"0227","barn_ellers","3","prosent","89,18918919","2013","barnehagedeltakelse"
"0228","barn_ellers","3","prosent","82,01438849","2013","barnehagedeltakelse"
"0229","barn_ellers","3","prosent","86,57718121","2013","barnehagedeltakelse"
"0230","barn_ellers","3","prosent","78,98230088","2013","barnehagedeltakelse"
"0231","barn_ellers","3","prosent","76,41509434","2013","barnehagedeltakelse"
"0233","barn_ellers","3","prosent","88,49840256","2013","barnehagedeltakelse"
"0234","barn_ellers","3","prosent","87,67123288","2013","barnehagedeltakelse"
"0235","barn_ellers","3","prosent","81,09756098","2013","barnehagedeltakelse"
"0236","barn_ellers","3","prosent","87,34693878","2013","barnehagedeltakelse"
"0237","barn_ellers","3","prosent","89,7689769","2013","barnehagedeltakelse"
"0238","barn_ellers","3","prosent","84,10596026","2013","barnehagedeltakelse"
"0239","barn_ellers","3","prosent","96,66666667","2013","barnehagedeltakelse"
"0301","barn_ellers","3","prosent","69,79030921","2013","barnehagedeltakelse"
"0402","barn_ellers","3","prosent","80,20833333","2013","barnehagedeltakelse"
"0403","barn_ellers","3","prosent","89,17197452","2013","barnehagedeltakelse"
"0412","barn_ellers","3","prosent","89,77900552","2013","barnehagedeltakelse"
"0415","barn_ellers","3","prosent","89,18918919","2013","barnehagedeltakelse"
"0417","barn_ellers","3","prosent","91,89189189","2013","barnehagedeltakelse"
"0418","barn_ellers","3","prosent","100","2013","barnehagedeltakelse"
"0419","barn_ellers","3","prosent","92,64705882","2013","barnehagedeltakelse"
"0420","barn_ellers","3","prosent","94,64285714","2013","barnehagedeltakelse"
"0423","barn_ellers","3","prosent","84,84848485","2013","barnehagedeltakelse"
"0425","barn_ellers","3","prosent","92,30769231","2013","barnehagedeltakelse"
