"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"1749","alle","1","prosent","100","2013","barnehagedeltakelse"
"1750","alle","1","prosent","100","2013","barnehagedeltakelse"
"1751","alle","1","prosent","100","2013","barnehagedeltakelse"
"1755","alle","1","prosent","100","2013","barnehagedeltakelse"
"1756","alle","1","prosent","100","2013","barnehagedeltakelse"
"1804","alle","1","prosent","100","2013","barnehagedeltakelse"
"1805","alle","1","prosent","100","2013","barnehagedeltakelse"
"1811","alle","1","prosent","100","2013","barnehagedeltakelse"
"1812","alle","1","prosent","100","2013","barnehagedeltakelse"
"1813","alle","1","prosent","100","2013","barnehagedeltakelse"
"1815","alle","1","prosent","100","2013","barnehagedeltakelse"
"1816","alle","1","prosent","100","2013","barnehagedeltakelse"
"1818","alle","1","prosent","100","2013","barnehagedeltakelse"
"1820","alle","1","prosent","100","2013","barnehagedeltakelse"
"1822","alle","1","prosent","100","2013","barnehagedeltakelse"
"1824","alle","1","prosent","100","2013","barnehagedeltakelse"
"1825","alle","1","prosent","100","2013","barnehagedeltakelse"
"1826","alle","1","prosent","100","2013","barnehagedeltakelse"
"1827","alle","1","prosent","100","2013","barnehagedeltakelse"
"1828","alle","1","prosent","100","2013","barnehagedeltakelse"
"1832","alle","1","prosent","100","2013","barnehagedeltakelse"
"1833","alle","1","prosent","100","2013","barnehagedeltakelse"
"1834","alle","1","prosent","100","2013","barnehagedeltakelse"
"1835","alle","1","prosent",".","2013","barnehagedeltakelse"
"1836","alle","1","prosent","100","2013","barnehagedeltakelse"
"1837","alle","1","prosent","100","2013","barnehagedeltakelse"
"1838","alle","1","prosent","100","2013","barnehagedeltakelse"
"1839","alle","1","prosent","100","2013","barnehagedeltakelse"
"1840","alle","1","prosent","100","2013","barnehagedeltakelse"
"1841","alle","1","prosent","100","2013","barnehagedeltakelse"
"1845","alle","1","prosent","100","2013","barnehagedeltakelse"
"1848","alle","1","prosent","100","2013","barnehagedeltakelse"
"1849","alle","1","prosent","100","2013","barnehagedeltakelse"
"1850","alle","1","prosent","100","2013","barnehagedeltakelse"
"1851","alle","1","prosent","100","2013","barnehagedeltakelse"
"1852","alle","1","prosent","100","2013","barnehagedeltakelse"
"1853","alle","1","prosent","100","2013","barnehagedeltakelse"
"1854","alle","1","prosent","100","2013","barnehagedeltakelse"
"1856","alle","1","prosent","100","2013","barnehagedeltakelse"
"1857","alle","1","prosent","100","2013","barnehagedeltakelse"
"1859","alle","1","prosent","100","2013","barnehagedeltakelse"
"1860","alle","1","prosent","100","2013","barnehagedeltakelse"
"1865","alle","1","prosent","100","2013","barnehagedeltakelse"
"1866","alle","1","prosent","100","2013","barnehagedeltakelse"
"1867","alle","1","prosent","100","2013","barnehagedeltakelse"
"1868","alle","1","prosent","100","2013","barnehagedeltakelse"
"1870","alle","1","prosent","100","2013","barnehagedeltakelse"
"1871","alle","1","prosent","100","2013","barnehagedeltakelse"
"1874","alle","1","prosent","100","2013","barnehagedeltakelse"
"1902","alle","1","prosent","100","2013","barnehagedeltakelse"
"1903","alle","1","prosent","100","2013","barnehagedeltakelse"
"1911","alle","1","prosent","100","2013","barnehagedeltakelse"
"1913","alle","1","prosent","100","2013","barnehagedeltakelse"
"1917","alle","1","prosent","100","2013","barnehagedeltakelse"
"1919","alle","1","prosent","100","2013","barnehagedeltakelse"
"1920","alle","1","prosent","100","2013","barnehagedeltakelse"
"1922","alle","1","prosent","100","2013","barnehagedeltakelse"
"1923","alle","1","prosent","100","2013","barnehagedeltakelse"
"1924","alle","1","prosent","100","2013","barnehagedeltakelse"
"1925","alle","1","prosent","100","2013","barnehagedeltakelse"
"1926","alle","1","prosent","100","2013","barnehagedeltakelse"
"1927","alle","1","prosent","100","2013","barnehagedeltakelse"
"1928","alle","1","prosent","100","2013","barnehagedeltakelse"
"1929","alle","1","prosent","100","2013","barnehagedeltakelse"
"1931","alle","1","prosent","100","2013","barnehagedeltakelse"
"1933","alle","1","prosent","100","2013","barnehagedeltakelse"
"1936","alle","1","prosent","100","2013","barnehagedeltakelse"
"1938","alle","1","prosent","100","2013","barnehagedeltakelse"
"1939","alle","1","prosent","100","2013","barnehagedeltakelse"
"1940","alle","1","prosent","100","2013","barnehagedeltakelse"
"1941","alle","1","prosent","100","2013","barnehagedeltakelse"
"1942","alle","1","prosent","100","2013","barnehagedeltakelse"
"1943","alle","1","prosent","100","2013","barnehagedeltakelse"
"2002","alle","1","prosent","100","2013","barnehagedeltakelse"
"2003","alle","1","prosent","100","2013","barnehagedeltakelse"
"2004","alle","1","prosent","100","2013","barnehagedeltakelse"
"2011","alle","1","prosent","100","2013","barnehagedeltakelse"
"2012","alle","1","prosent","100","2013","barnehagedeltakelse"
"2014","alle","1","prosent",".","2013","barnehagedeltakelse"
"2015","alle","1","prosent","100","2013","barnehagedeltakelse"
"2017","alle","1","prosent","100","2013","barnehagedeltakelse"
"2018","alle","1","prosent","100","2013","barnehagedeltakelse"
"2019","alle","1","prosent","100","2013","barnehagedeltakelse"
"2020","alle","1","prosent","100","2013","barnehagedeltakelse"
"2021","alle","1","prosent","100","2013","barnehagedeltakelse"
"2022","alle","1","prosent","100","2013","barnehagedeltakelse"
"2023","alle","1","prosent","100","2013","barnehagedeltakelse"
"2024","alle","1","prosent","100","2013","barnehagedeltakelse"
"2025","alle","1","prosent","100","2013","barnehagedeltakelse"
"2027","alle","1","prosent","100","2013","barnehagedeltakelse"
"2028","alle","1","prosent","100","2013","barnehagedeltakelse"
"2030","alle","1","prosent","100","2013","barnehagedeltakelse"
"0101","alle","2","prosent","100","2013","barnehagedeltakelse"
"0104","alle","2","prosent","100","2013","barnehagedeltakelse"
"0105","alle","2","prosent","100","2013","barnehagedeltakelse"
"0106","alle","2","prosent","100","2013","barnehagedeltakelse"
"0111","alle","2","prosent","100","2013","barnehagedeltakelse"
"0118","alle","2","prosent","100","2013","barnehagedeltakelse"
"0119","alle","2","prosent","100","2013","barnehagedeltakelse"
"0121","alle","2","prosent","100","2013","barnehagedeltakelse"
"0122","alle","2","prosent","100","2013","barnehagedeltakelse"
"0123","alle","2","prosent","100","2013","barnehagedeltakelse"
"0124","alle","2","prosent","100","2013","barnehagedeltakelse"
"0125","alle","2","prosent","100","2013","barnehagedeltakelse"
"0127","alle","2","prosent","100","2013","barnehagedeltakelse"
"0128","alle","2","prosent","100","2013","barnehagedeltakelse"
"0135","alle","2","prosent","100","2013","barnehagedeltakelse"
"0136","alle","2","prosent","100","2013","barnehagedeltakelse"
"0137","alle","2","prosent","100","2013","barnehagedeltakelse"
"0138","alle","2","prosent","100","2013","barnehagedeltakelse"
"0211","alle","2","prosent","100","2013","barnehagedeltakelse"
"0213","alle","2","prosent","100","2013","barnehagedeltakelse"
"0214","alle","2","prosent","100","2013","barnehagedeltakelse"
"0215","alle","2","prosent","100","2013","barnehagedeltakelse"
"0216","alle","2","prosent","100","2013","barnehagedeltakelse"
"0217","alle","2","prosent","100","2013","barnehagedeltakelse"
"0219","alle","2","prosent","100","2013","barnehagedeltakelse"
"0220","alle","2","prosent","100","2013","barnehagedeltakelse"
"0221","alle","2","prosent","100","2013","barnehagedeltakelse"
"0226","alle","2","prosent","100","2013","barnehagedeltakelse"
"0227","alle","2","prosent","100","2013","barnehagedeltakelse"
"0228","alle","2","prosent","100","2013","barnehagedeltakelse"
"0229","alle","2","prosent","100","2013","barnehagedeltakelse"
"0230","alle","2","prosent","100","2013","barnehagedeltakelse"
"0231","alle","2","prosent","100","2013","barnehagedeltakelse"
"0233","alle","2","prosent","100","2013","barnehagedeltakelse"
"0234","alle","2","prosent","100","2013","barnehagedeltakelse"
"0235","alle","2","prosent","100","2013","barnehagedeltakelse"
"0236","alle","2","prosent","100","2013","barnehagedeltakelse"
"0237","alle","2","prosent","100","2013","barnehagedeltakelse"
"0238","alle","2","prosent","100","2013","barnehagedeltakelse"
"0239","alle","2","prosent","100","2013","barnehagedeltakelse"
"0301","alle","2","prosent","100","2013","barnehagedeltakelse"
"0402","alle","2","prosent","100","2013","barnehagedeltakelse"
"0403","alle","2","prosent","100","2013","barnehagedeltakelse"
"0412","alle","2","prosent","100","2013","barnehagedeltakelse"
"0415","alle","2","prosent","100","2013","barnehagedeltakelse"
"0417","alle","2","prosent","100","2013","barnehagedeltakelse"
"0418","alle","2","prosent","100","2013","barnehagedeltakelse"
"0419","alle","2","prosent","100","2013","barnehagedeltakelse"
"0420","alle","2","prosent","100","2013","barnehagedeltakelse"
"0423","alle","2","prosent","100","2013","barnehagedeltakelse"
"0425","alle","2","prosent","100","2013","barnehagedeltakelse"
"0426","alle","2","prosent","100","2013","barnehagedeltakelse"
"0427","alle","2","prosent","100","2013","barnehagedeltakelse"
"0428","alle","2","prosent","100","2013","barnehagedeltakelse"
"0429","alle","2","prosent","100","2013","barnehagedeltakelse"
"0430","alle","2","prosent","100","2013","barnehagedeltakelse"
"0432","alle","2","prosent","100","2013","barnehagedeltakelse"
"0434","alle","2","prosent","100","2013","barnehagedeltakelse"
"0436","alle","2","prosent","100","2013","barnehagedeltakelse"
"0437","alle","2","prosent","100","2013","barnehagedeltakelse"
"0438","alle","2","prosent","100","2013","barnehagedeltakelse"
"0439","alle","2","prosent","100","2013","barnehagedeltakelse"
"0441","alle","2","prosent","100","2013","barnehagedeltakelse"
"0501","alle","2","prosent","100","2013","barnehagedeltakelse"
"0502","alle","2","prosent","100","2013","barnehagedeltakelse"
"0511","alle","2","prosent","100","2013","barnehagedeltakelse"
"0512","alle","2","prosent","100","2013","barnehagedeltakelse"
"0513","alle","2","prosent","100","2013","barnehagedeltakelse"
"0514","alle","2","prosent","100","2013","barnehagedeltakelse"
"0515","alle","2","prosent","100","2013","barnehagedeltakelse"
"0516","alle","2","prosent","100","2013","barnehagedeltakelse"
"0517","alle","2","prosent","100","2013","barnehagedeltakelse"
"0519","alle","2","prosent","100","2013","barnehagedeltakelse"
"0520","alle","2","prosent","100","2013","barnehagedeltakelse"
"0521","alle","2","prosent","100","2013","barnehagedeltakelse"
"0522","alle","2","prosent","100","2013","barnehagedeltakelse"
"0528","alle","2","prosent","100","2013","barnehagedeltakelse"
"0529","alle","2","prosent","100","2013","barnehagedeltakelse"
"0532","alle","2","prosent","100","2013","barnehagedeltakelse"
"0533","alle","2","prosent","100","2013","barnehagedeltakelse"
"0534","alle","2","prosent","100","2013","barnehagedeltakelse"
"0536","alle","2","prosent","100","2013","barnehagedeltakelse"
"0538","alle","2","prosent","100","2013","barnehagedeltakelse"
"0540","alle","2","prosent","100","2013","barnehagedeltakelse"
"0541","alle","2","prosent","100","2013","barnehagedeltakelse"
"0542","alle","2","prosent","100","2013","barnehagedeltakelse"
"0543","alle","2","prosent","100","2013","barnehagedeltakelse"
"0544","alle","2","prosent","100","2013","barnehagedeltakelse"
"0545","alle","2","prosent","100","2013","barnehagedeltakelse"
"0602","alle","2","prosent","100","2013","barnehagedeltakelse"
"0604","alle","2","prosent","100","2013","barnehagedeltakelse"
"0605","alle","2","prosent","100","2013","barnehagedeltakelse"
"0612","alle","2","prosent","100","2013","barnehagedeltakelse"
"0615","alle","2","prosent","100","2013","barnehagedeltakelse"
"0616","alle","2","prosent","100","2013","barnehagedeltakelse"
"0617","alle","2","prosent","100","2013","barnehagedeltakelse"
"0618","alle","2","prosent","100","2013","barnehagedeltakelse"
"0619","alle","2","prosent","100","2013","barnehagedeltakelse"
"0620","alle","2","prosent","100","2013","barnehagedeltakelse"
"0621","alle","2","prosent","100","2013","barnehagedeltakelse"
"0622","alle","2","prosent","100","2013","barnehagedeltakelse"
"0623","alle","2","prosent","100","2013","barnehagedeltakelse"
"0624","alle","2","prosent","100","2013","barnehagedeltakelse"
"0625","alle","2","prosent","100","2013","barnehagedeltakelse"
"0626","alle","2","prosent","100","2013","barnehagedeltakelse"
"0627","alle","2","prosent","100","2013","barnehagedeltakelse"
"0628","alle","2","prosent","100","2013","barnehagedeltakelse"
"0631","alle","2","prosent","100","2013","barnehagedeltakelse"
"0632","alle","2","prosent","100","2013","barnehagedeltakelse"
"0633","alle","2","prosent","100","2013","barnehagedeltakelse"
"0701","alle","2","prosent","100","2013","barnehagedeltakelse"
"0702","alle","2","prosent","100","2013","barnehagedeltakelse"
"0704","alle","2","prosent","100","2013","barnehagedeltakelse"
"0706","alle","2","prosent","100","2013","barnehagedeltakelse"
"0709","alle","2","prosent","100","2013","barnehagedeltakelse"
"0711","alle","2","prosent","100","2013","barnehagedeltakelse"
"0713","alle","2","prosent","100","2013","barnehagedeltakelse"
"0714","alle","2","prosent","100","2013","barnehagedeltakelse"
"0716","alle","2","prosent","100","2013","barnehagedeltakelse"
"0719","alle","2","prosent","100","2013","barnehagedeltakelse"
"0720","alle","2","prosent","100","2013","barnehagedeltakelse"
"0722","alle","2","prosent","100","2013","barnehagedeltakelse"
"0723","alle","2","prosent","100","2013","barnehagedeltakelse"
"0728","alle","2","prosent","100","2013","barnehagedeltakelse"
"0805","alle","2","prosent","100","2013","barnehagedeltakelse"
"0806","alle","2","prosent","100","2013","barnehagedeltakelse"
"0807","alle","2","prosent","100","2013","barnehagedeltakelse"
"0811","alle","2","prosent","100","2013","barnehagedeltakelse"
"0814","alle","2","prosent","100","2013","barnehagedeltakelse"
"0815","alle","2","prosent","100","2013","barnehagedeltakelse"
"0817","alle","2","prosent","100","2013","barnehagedeltakelse"
"0819","alle","2","prosent","100","2013","barnehagedeltakelse"
"0821","alle","2","prosent","100","2013","barnehagedeltakelse"
"0822","alle","2","prosent","100","2013","barnehagedeltakelse"
"0826","alle","2","prosent","100","2013","barnehagedeltakelse"
"0827","alle","2","prosent","100","2013","barnehagedeltakelse"
"0828","alle","2","prosent","100","2013","barnehagedeltakelse"
"0829","alle","2","prosent","100","2013","barnehagedeltakelse"
"0830","alle","2","prosent","100","2013","barnehagedeltakelse"
"0831","alle","2","prosent","100","2013","barnehagedeltakelse"
"0833","alle","2","prosent","100","2013","barnehagedeltakelse"
"0834","alle","2","prosent","100","2013","barnehagedeltakelse"
"0901","alle","2","prosent","100","2013","barnehagedeltakelse"
"0904","alle","2","prosent","100","2013","barnehagedeltakelse"
"0906","alle","2","prosent","100","2013","barnehagedeltakelse"
"0911","alle","2","prosent","100","2013","barnehagedeltakelse"
"0912","alle","2","prosent","100","2013","barnehagedeltakelse"
"0914","alle","2","prosent","100","2013","barnehagedeltakelse"
"0919","alle","2","prosent","100","2013","barnehagedeltakelse"
"0926","alle","2","prosent","100","2013","barnehagedeltakelse"
"0928","alle","2","prosent","100","2013","barnehagedeltakelse"
"0929","alle","2","prosent","100","2013","barnehagedeltakelse"
"0935","alle","2","prosent","100","2013","barnehagedeltakelse"
"0937","alle","2","prosent","100","2013","barnehagedeltakelse"
"0938","alle","2","prosent","100","2013","barnehagedeltakelse"
"0940","alle","2","prosent","100","2013","barnehagedeltakelse"
"0941","alle","2","prosent","100","2013","barnehagedeltakelse"
"1001","alle","2","prosent","100","2013","barnehagedeltakelse"
"1002","alle","2","prosent","100","2013","barnehagedeltakelse"
"1003","alle","2","prosent","100","2013","barnehagedeltakelse"
"1004","alle","2","prosent","100","2013","barnehagedeltakelse"
"1014","alle","2","prosent","100","2013","barnehagedeltakelse"
"1017","alle","2","prosent","100","2013","barnehagedeltakelse"
"1018","alle","2","prosent","100","2013","barnehagedeltakelse"
"1021","alle","2","prosent","100","2013","barnehagedeltakelse"
"1026","alle","2","prosent","100","2013","barnehagedeltakelse"
"1027","alle","2","prosent","100","2013","barnehagedeltakelse"
"1029","alle","2","prosent","100","2013","barnehagedeltakelse"
"1032","alle","2","prosent","100","2013","barnehagedeltakelse"
"1034","alle","2","prosent","100","2013","barnehagedeltakelse"
"1037","alle","2","prosent","100","2013","barnehagedeltakelse"
"1046","alle","2","prosent","100","2013","barnehagedeltakelse"
"1101","alle","2","prosent","100","2013","barnehagedeltakelse"
"1102","alle","2","prosent","100","2013","barnehagedeltakelse"
"1103","alle","2","prosent","100","2013","barnehagedeltakelse"
"1106","alle","2","prosent","100","2013","barnehagedeltakelse"
"1111","alle","2","prosent","100","2013","barnehagedeltakelse"
"1112","alle","2","prosent","100","2013","barnehagedeltakelse"
"1114","alle","2","prosent","100","2013","barnehagedeltakelse"
"1119","alle","2","prosent","100","2013","barnehagedeltakelse"
"1120","alle","2","prosent","100","2013","barnehagedeltakelse"
"1121","alle","2","prosent","100","2013","barnehagedeltakelse"
"1122","alle","2","prosent","100","2013","barnehagedeltakelse"
"1124","alle","2","prosent","100","2013","barnehagedeltakelse"
"1127","alle","2","prosent","100","2013","barnehagedeltakelse"
"1129","alle","2","prosent","100","2013","barnehagedeltakelse"
"1130","alle","2","prosent","100","2013","barnehagedeltakelse"
"1133","alle","2","prosent","100","2013","barnehagedeltakelse"
"1134","alle","2","prosent","100","2013","barnehagedeltakelse"
"1135","alle","2","prosent","100","2013","barnehagedeltakelse"
"1141","alle","2","prosent","100","2013","barnehagedeltakelse"
"1142","alle","2","prosent","100","2013","barnehagedeltakelse"
"1144","alle","2","prosent","100","2013","barnehagedeltakelse"
"1145","alle","2","prosent","100","2013","barnehagedeltakelse"
"1146","alle","2","prosent","100","2013","barnehagedeltakelse"
"1149","alle","2","prosent","100","2013","barnehagedeltakelse"
"1151","alle","2","prosent",".","2013","barnehagedeltakelse"
"1160","alle","2","prosent","100","2013","barnehagedeltakelse"
"1201","alle","2","prosent","100","2013","barnehagedeltakelse"
"1211","alle","2","prosent","100","2013","barnehagedeltakelse"
"1216","alle","2","prosent","100","2013","barnehagedeltakelse"
"1219","alle","2","prosent","100","2013","barnehagedeltakelse"
"1221","alle","2","prosent","100","2013","barnehagedeltakelse"
"1222","alle","2","prosent","100","2013","barnehagedeltakelse"
"1223","alle","2","prosent","100","2013","barnehagedeltakelse"
"1224","alle","2","prosent","100","2013","barnehagedeltakelse"
"1227","alle","2","prosent","100","2013","barnehagedeltakelse"
"1228","alle","2","prosent","100","2013","barnehagedeltakelse"
"1231","alle","2","prosent","100","2013","barnehagedeltakelse"
"1232","alle","2","prosent","100","2013","barnehagedeltakelse"
"1233","alle","2","prosent","100","2013","barnehagedeltakelse"
"1234","alle","2","prosent",".","2013","barnehagedeltakelse"
"1235","alle","2","prosent","100","2013","barnehagedeltakelse"
"1238","alle","2","prosent","100","2013","barnehagedeltakelse"
"1241","alle","2","prosent","100","2013","barnehagedeltakelse"
"1242","alle","2","prosent","100","2013","barnehagedeltakelse"
"1243","alle","2","prosent","100","2013","barnehagedeltakelse"
"1244","alle","2","prosent","100","2013","barnehagedeltakelse"
"1245","alle","2","prosent","100","2013","barnehagedeltakelse"
"1246","alle","2","prosent","100","2013","barnehagedeltakelse"
"1247","alle","2","prosent","100","2013","barnehagedeltakelse"
"1251","alle","2","prosent","100","2013","barnehagedeltakelse"
"1252","alle","2","prosent",".","2013","barnehagedeltakelse"
"1253","alle","2","prosent","100","2013","barnehagedeltakelse"
"1256","alle","2","prosent","100","2013","barnehagedeltakelse"
"1259","alle","2","prosent","100","2013","barnehagedeltakelse"
"1260","alle","2","prosent","100","2013","barnehagedeltakelse"
"1263","alle","2","prosent","100","2013","barnehagedeltakelse"
"1264","alle","2","prosent","100","2013","barnehagedeltakelse"
"1265","alle","2","prosent","100","2013","barnehagedeltakelse"
"1266","alle","2","prosent","100","2013","barnehagedeltakelse"
"1401","alle","2","prosent","100","2013","barnehagedeltakelse"
"1411","alle","2","prosent","100","2013","barnehagedeltakelse"
"1412","alle","2","prosent","100","2013","barnehagedeltakelse"
"1413","alle","2","prosent","100","2013","barnehagedeltakelse"
"1416","alle","2","prosent","100","2013","barnehagedeltakelse"
"1417","alle","2","prosent","100","2013","barnehagedeltakelse"
"1418","alle","2","prosent","100","2013","barnehagedeltakelse"
"1419","alle","2","prosent","100","2013","barnehagedeltakelse"
"1420","alle","2","prosent","100","2013","barnehagedeltakelse"
"1421","alle","2","prosent","100","2013","barnehagedeltakelse"
"1422","alle","2","prosent","100","2013","barnehagedeltakelse"
"1424","alle","2","prosent","100","2013","barnehagedeltakelse"
"1426","alle","2","prosent","100","2013","barnehagedeltakelse"
"1428","alle","2","prosent","100","2013","barnehagedeltakelse"
"1429","alle","2","prosent","100","2013","barnehagedeltakelse"
"1430","alle","2","prosent","100","2013","barnehagedeltakelse"
"1431","alle","2","prosent","100","2013","barnehagedeltakelse"
"1432","alle","2","prosent","100","2013","barnehagedeltakelse"
"1433","alle","2","prosent","100","2013","barnehagedeltakelse"
"1438","alle","2","prosent","100","2013","barnehagedeltakelse"
"1439","alle","2","prosent","100","2013","barnehagedeltakelse"
"1441","alle","2","prosent","100","2013","barnehagedeltakelse"
"1443","alle","2","prosent","100","2013","barnehagedeltakelse"
"1444","alle","2","prosent","100","2013","barnehagedeltakelse"
"1445","alle","2","prosent","100","2013","barnehagedeltakelse"
"1449","alle","2","prosent","100","2013","barnehagedeltakelse"
"1502","alle","2","prosent","100","2013","barnehagedeltakelse"
"1504","alle","2","prosent","100","2013","barnehagedeltakelse"
"1505","alle","2","prosent","100","2013","barnehagedeltakelse"
"1511","alle","2","prosent","100","2013","barnehagedeltakelse"
"1514","alle","2","prosent","100","2013","barnehagedeltakelse"
"1515","alle","2","prosent","100","2013","barnehagedeltakelse"
"1516","alle","2","prosent","100","2013","barnehagedeltakelse"
"1517","alle","2","prosent","100","2013","barnehagedeltakelse"
"1519","alle","2","prosent","100","2013","barnehagedeltakelse"
"1520","alle","2","prosent","100","2013","barnehagedeltakelse"
"1523","alle","2","prosent","100","2013","barnehagedeltakelse"
"1524","alle","2","prosent","100","2013","barnehagedeltakelse"
"1525","alle","2","prosent","100","2013","barnehagedeltakelse"
"1526","alle","2","prosent","100","2013","barnehagedeltakelse"
"1528","alle","2","prosent","100","2013","barnehagedeltakelse"
"1529","alle","2","prosent","100","2013","barnehagedeltakelse"
"1531","alle","2","prosent","100","2013","barnehagedeltakelse"
"1532","alle","2","prosent","100","2013","barnehagedeltakelse"
"1534","alle","2","prosent","100","2013","barnehagedeltakelse"
"1535","alle","2","prosent","100","2013","barnehagedeltakelse"
"1539","alle","2","prosent","100","2013","barnehagedeltakelse"
"1543","alle","2","prosent","100","2013","barnehagedeltakelse"
"1545","alle","2","prosent","100","2013","barnehagedeltakelse"
"1546","alle","2","prosent","100","2013","barnehagedeltakelse"
"1547","alle","2","prosent","100","2013","barnehagedeltakelse"
"1548","alle","2","prosent","100","2013","barnehagedeltakelse"
"1551","alle","2","prosent","100","2013","barnehagedeltakelse"
"1554","alle","2","prosent","100","2013","barnehagedeltakelse"
"1557","alle","2","prosent","100","2013","barnehagedeltakelse"
"1560","alle","2","prosent","100","2013","barnehagedeltakelse"
"1563","alle","2","prosent","100","2013","barnehagedeltakelse"
"1566","alle","2","prosent","100","2013","barnehagedeltakelse"
"1567","alle","2","prosent","100","2013","barnehagedeltakelse"
"1571","alle","2","prosent","100","2013","barnehagedeltakelse"
"1573","alle","2","prosent","100","2013","barnehagedeltakelse"
"1576","alle","2","prosent","100","2013","barnehagedeltakelse"
"1601","alle","2","prosent","100","2013","barnehagedeltakelse"
"1612","alle","2","prosent","100","2013","barnehagedeltakelse"
"1613","alle","2","prosent","100","2013","barnehagedeltakelse"
"1617","alle","2","prosent","100","2013","barnehagedeltakelse"
"1620","alle","2","prosent","100","2013","barnehagedeltakelse"
"1621","alle","2","prosent","100","2013","barnehagedeltakelse"
"1622","alle","2","prosent","100","2013","barnehagedeltakelse"
"1624","alle","2","prosent","100","2013","barnehagedeltakelse"
"1627","alle","2","prosent","100","2013","barnehagedeltakelse"
"1630","alle","2","prosent","100","2013","barnehagedeltakelse"
"1632","alle","2","prosent","100","2013","barnehagedeltakelse"
"1633","alle","2","prosent","100","2013","barnehagedeltakelse"
"1634","alle","2","prosent","100","2013","barnehagedeltakelse"
"1635","alle","2","prosent","100","2013","barnehagedeltakelse"
"1636","alle","2","prosent","100","2013","barnehagedeltakelse"
"1638","alle","2","prosent","100","2013","barnehagedeltakelse"
"1640","alle","2","prosent","100","2013","barnehagedeltakelse"
"1644","alle","2","prosent","100","2013","barnehagedeltakelse"
"1648","alle","2","prosent","100","2013","barnehagedeltakelse"
"1653","alle","2","prosent","100","2013","barnehagedeltakelse"
"1657","alle","2","prosent","100","2013","barnehagedeltakelse"
"1662","alle","2","prosent","100","2013","barnehagedeltakelse"
"1663","alle","2","prosent","100","2013","barnehagedeltakelse"
"1664","alle","2","prosent","100","2013","barnehagedeltakelse"
"1665","alle","2","prosent","100","2013","barnehagedeltakelse"
"1702","alle","2","prosent","100","2013","barnehagedeltakelse"
"1703","alle","2","prosent","100","2013","barnehagedeltakelse"
"1711","alle","2","prosent","100","2013","barnehagedeltakelse"
"1714","alle","2","prosent","100","2013","barnehagedeltakelse"
"1717","alle","2","prosent","100","2013","barnehagedeltakelse"
"1718","alle","2","prosent","100","2013","barnehagedeltakelse"
"1719","alle","2","prosent","100","2013","barnehagedeltakelse"
"1721","alle","2","prosent","100","2013","barnehagedeltakelse"
"1724","alle","2","prosent","100","2013","barnehagedeltakelse"
"1725","alle","2","prosent","100","2013","barnehagedeltakelse"
"1736","alle","2","prosent","100","2013","barnehagedeltakelse"
"1738","alle","2","prosent","100","2013","barnehagedeltakelse"
"1739","alle","2","prosent","100","2013","barnehagedeltakelse"
"1740","alle","2","prosent","100","2013","barnehagedeltakelse"
"1742","alle","2","prosent","100","2013","barnehagedeltakelse"
"1743","alle","2","prosent","100","2013","barnehagedeltakelse"
"1744","alle","2","prosent","100","2013","barnehagedeltakelse"
"1748","alle","2","prosent","100","2013","barnehagedeltakelse"
"1749","alle","2","prosent","100","2013","barnehagedeltakelse"
"1750","alle","2","prosent","100","2013","barnehagedeltakelse"
"1751","alle","2","prosent","100","2013","barnehagedeltakelse"
"1755","alle","2","prosent",".","2013","barnehagedeltakelse"
"1756","alle","2","prosent","100","2013","barnehagedeltakelse"
"1804","alle","2","prosent","100","2013","barnehagedeltakelse"
"1805","alle","2","prosent","100","2013","barnehagedeltakelse"
"1811","alle","2","prosent","100","2013","barnehagedeltakelse"
"1812","alle","2","prosent","100","2013","barnehagedeltakelse"
"1813","alle","2","prosent","100","2013","barnehagedeltakelse"
"1815","alle","2","prosent","100","2013","barnehagedeltakelse"
"1816","alle","2","prosent","100","2013","barnehagedeltakelse"
"1818","alle","2","prosent","100","2013","barnehagedeltakelse"
"1820","alle","2","prosent","100","2013","barnehagedeltakelse"
"1822","alle","2","prosent","100","2013","barnehagedeltakelse"
"1824","alle","2","prosent","100","2013","barnehagedeltakelse"
"1825","alle","2","prosent","100","2013","barnehagedeltakelse"
"1826","alle","2","prosent","100","2013","barnehagedeltakelse"
"1827","alle","2","prosent","100","2013","barnehagedeltakelse"
"1828","alle","2","prosent","100","2013","barnehagedeltakelse"
"1832","alle","2","prosent","100","2013","barnehagedeltakelse"
"1833","alle","2","prosent","100","2013","barnehagedeltakelse"
"1834","alle","2","prosent","100","2013","barnehagedeltakelse"
"1835","alle","2","prosent","100","2013","barnehagedeltakelse"
"1836","alle","2","prosent","100","2013","barnehagedeltakelse"
"1837","alle","2","prosent","100","2013","barnehagedeltakelse"
"1838","alle","2","prosent","100","2013","barnehagedeltakelse"
"1839","alle","2","prosent","100","2013","barnehagedeltakelse"
"1840","alle","2","prosent","100","2013","barnehagedeltakelse"
"1841","alle","2","prosent","100","2013","barnehagedeltakelse"
"1845","alle","2","prosent","100","2013","barnehagedeltakelse"
"1848","alle","2","prosent","100","2013","barnehagedeltakelse"
"1849","alle","2","prosent","100","2013","barnehagedeltakelse"
"1850","alle","2","prosent","100","2013","barnehagedeltakelse"
"1851","alle","2","prosent","100","2013","barnehagedeltakelse"
"1852","alle","2","prosent","100","2013","barnehagedeltakelse"
"1853","alle","2","prosent","100","2013","barnehagedeltakelse"
