"tabell_navn","aar","bydel_nr","kjonn","vreg_3","invalder_3","enhet","tabellvariabel"
"grunnskolepoeng_innvandrere","2014","030114","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030114","1","1","7+","grunnskolepoeng","39,6"
"grunnskolepoeng_innvandrere","2014","030114","1","1","7+","personer","3"
"grunnskolepoeng_innvandrere","2014","030114","1","1","alle","grunnskolepoeng","40,6"
"grunnskolepoeng_innvandrere","2014","030114","1","1","alle","personer","4"
"grunnskolepoeng_innvandrere","2014","030114","1","2","0_6","grunnskolepoeng","31,6"
"grunnskolepoeng_innvandrere","2014","030114","1","2","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","030114","1","2","7+","grunnskolepoeng","29,2"
"grunnskolepoeng_innvandrere","2014","030114","1","2","7+","personer","7"
"grunnskolepoeng_innvandrere","2014","030114","1","2","alle","grunnskolepoeng","30"
"grunnskolepoeng_innvandrere","2014","030114","1","2","alle","personer","11"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","0_6","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","0_6","personer","5"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","7+","grunnskolepoeng","32,2"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","7+","personer","10"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","alle","grunnskolepoeng","33"
"grunnskolepoeng_innvandrere","2014","030114","1","alle","alle","personer","15"
"grunnskolepoeng_innvandrere","2014","030114","0","1","0_6","grunnskolepoeng","44,4"
"grunnskolepoeng_innvandrere","2014","030114","0","1","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","030114","0","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030114","0","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030114","0","1","alle","grunnskolepoeng","42,2"
"grunnskolepoeng_innvandrere","2014","030114","0","1","alle","personer","3"
"grunnskolepoeng_innvandrere","2014","030114","0","2","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","030114","0","2","0_6","personer","3"
"grunnskolepoeng_innvandrere","2014","030114","0","2","7+","grunnskolepoeng","31,2"
"grunnskolepoeng_innvandrere","2014","030114","0","2","7+","personer","7"
"grunnskolepoeng_innvandrere","2014","030114","0","2","alle","grunnskolepoeng","32,8"
"grunnskolepoeng_innvandrere","2014","030114","0","2","alle","personer","10"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","0_6","grunnskolepoeng","38,6"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","7+","grunnskolepoeng","32,4"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","7+","personer","8"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","alle","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2014","030114","0","alle","alle","personer","12"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","0_6","grunnskolepoeng","33,4"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","7+","grunnskolepoeng","37,6"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","7+","personer","8"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","alle","grunnskolepoeng","36,2"
"grunnskolepoeng_innvandrere","2014","030115","alle","1","alle","personer","12"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","0_6","personer","26"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","7+","grunnskolepoeng","33,4"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","7+","personer","29"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","alle","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","030115","alle","2","alle","personer","55"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","0_6","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","0_6","personer","30"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","7+","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","7+","personer","37"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","alle","grunnskolepoeng","35,2"
"grunnskolepoeng_innvandrere","2014","030115","alle","alle","alle","personer","67"
"grunnskolepoeng_innvandrere","2014","030115","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030115","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030115","1","1","7+","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2014","030115","1","1","7+","personer","4"
"grunnskolepoeng_innvandrere","2014","030115","1","1","alle","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2014","030115","1","1","alle","personer","4"
"grunnskolepoeng_innvandrere","2014","030115","1","2","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","030115","1","2","0_6","personer","14"
"grunnskolepoeng_innvandrere","2014","030115","1","2","7+","grunnskolepoeng","33,8"
"grunnskolepoeng_innvandrere","2014","030115","1","2","7+","personer","13"
"grunnskolepoeng_innvandrere","2014","030115","1","2","alle","grunnskolepoeng","35,4"
"grunnskolepoeng_innvandrere","2014","030115","1","2","alle","personer","27"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","0_6","grunnskolepoeng","36,8"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","0_6","personer","14"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","7+","grunnskolepoeng","34,2"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","7+","personer","17"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","alle","grunnskolepoeng","35,4"
"grunnskolepoeng_innvandrere","2014","030115","1","alle","alle","personer","31"
"grunnskolepoeng_innvandrere","2014","030115","0","1","0_6","grunnskolepoeng","33,4"
"grunnskolepoeng_innvandrere","2014","030115","0","1","0_6","personer","4"
"grunnskolepoeng_innvandrere","2014","030115","0","1","7+","grunnskolepoeng","39,4"
"grunnskolepoeng_innvandrere","2014","030115","0","1","7+","personer","4"
"grunnskolepoeng_innvandrere","2014","030115","0","1","alle","grunnskolepoeng","36,4"
"grunnskolepoeng_innvandrere","2014","030115","0","1","alle","personer","8"
"grunnskolepoeng_innvandrere","2014","030115","0","2","0_6","grunnskolepoeng","36,6"
"grunnskolepoeng_innvandrere","2014","030115","0","2","0_6","personer","12"
"grunnskolepoeng_innvandrere","2014","030115","0","2","7+","grunnskolepoeng","33,2"
"grunnskolepoeng_innvandrere","2014","030115","0","2","7+","personer","16"
"grunnskolepoeng_innvandrere","2014","030115","0","2","alle","grunnskolepoeng","34,6"
"grunnskolepoeng_innvandrere","2014","030115","0","2","alle","personer","28"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","0_6","grunnskolepoeng","35,8"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","0_6","personer","16"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","7+","grunnskolepoeng","34,4"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","7+","personer","20"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","alle","grunnskolepoeng","35"
"grunnskolepoeng_innvandrere","2014","030115","0","alle","alle","personer","36"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","alle","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","1","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030116","0","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","alle","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","1","alle","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","1","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","2","alle","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","0_6","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","0_6","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","7+","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","7+","personer","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","alle","grunnskolepoeng","0"
"grunnskolepoeng_innvandrere","2014","030117","0","alle","alle","personer","0"
