"bydel_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"030106","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030107","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030108","toaar","1","arbutd","2013","prosent","100","intro_status_arbutd"
"030109","toaar","1","arbutd","2013","prosent","64","intro_status_arbutd"
"030110","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030111","toaar","1","arbutd","2013","prosent","100","intro_status_arbutd"
"030112","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030113","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030114","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030115","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"030116","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"030117","toaar","1","arbutd","2013","prosent","0","intro_status_arbutd"
"030199","toaar","1","arbutd","2013","prosent",":","intro_status_arbutd"
"0301","toaar","1","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"030101","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030102","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030103","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030104","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030105","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030106","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030107","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030108","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030109","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030110","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030111","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030112","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030113","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030114","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030115","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030116","toaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030117","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030199","toaar","1","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"0301","toaar","1","annet","2013","prosent","16","intro_status_arbutd"
"030101","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030102","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030103","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030104","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030105","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030106","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030107","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030108","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030109","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030110","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030111","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030112","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030113","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030114","toaar","1","annet","2013","prosent",":","intro_status_arbutd"
"030115","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030116","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030117","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"030199","toaar","1","annet","2013","prosent","0","intro_status_arbutd"
"0301","toaar","0","alle","2013","personer","152","intro_status_arbutd"
"030101","toaar","0","alle","2013","personer","12","intro_status_arbutd"
"030102","toaar","0","alle","2013","personer","10","intro_status_arbutd"
"030103","toaar","0","alle","2013","personer","9","intro_status_arbutd"
"030104","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"030105","toaar","0","alle","2013","personer","10","intro_status_arbutd"
"030106","toaar","0","alle","2013","personer","8","intro_status_arbutd"
"030107","toaar","0","alle","2013","personer","4","intro_status_arbutd"
"030108","toaar","0","alle","2013","personer","6","intro_status_arbutd"
"030109","toaar","0","alle","2013","personer","15","intro_status_arbutd"
"030110","toaar","0","alle","2013","personer","11","intro_status_arbutd"
"030111","toaar","0","alle","2013","personer","17","intro_status_arbutd"
"030112","toaar","0","alle","2013","personer","14","intro_status_arbutd"
"030113","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"030114","toaar","0","alle","2013","personer","9","intro_status_arbutd"
"030115","toaar","0","alle","2013","personer","7","intro_status_arbutd"
"030116","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"030117","toaar","0","alle","2013","personer","0","intro_status_arbutd"
"030199","toaar","0","alle","2013","personer",":","intro_status_arbutd"
"0301","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030101","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030102","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030103","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030104","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030105","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030106","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030107","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030108","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030109","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030110","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030111","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030112","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030113","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"030114","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030115","toaar","0","alle","2013","prosent","100","intro_status_arbutd"
"030116","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"030117","toaar","0","alle","2013","prosent","0","intro_status_arbutd"
"030199","toaar","0","alle","2013","prosent",":","intro_status_arbutd"
"0301","toaar","0","arbutd","2013","personer","75","intro_status_arbutd"
"030101","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030102","toaar","0","arbutd","2013","personer","4","intro_status_arbutd"
"030103","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030104","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030105","toaar","0","arbutd","2013","personer","5","intro_status_arbutd"
"030106","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030107","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030108","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030109","toaar","0","arbutd","2013","personer","5","intro_status_arbutd"
"030110","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030111","toaar","0","arbutd","2013","personer","9","intro_status_arbutd"
"030112","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030113","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030114","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030115","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030116","toaar","0","arbutd","2013","personer",":","intro_status_arbutd"
"030117","toaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"030199","toaar","0","arbutd","2013","personer","0","intro_status_arbutd"
"0301","toaar","0","ledig_tiltak","2013","personer","15","intro_status_arbutd"
"030101","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030102","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030103","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030104","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030105","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030106","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030107","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030108","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030109","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030110","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030111","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030112","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030113","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030114","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030115","toaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"030116","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030117","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"030199","toaar","0","ledig_tiltak","2013","personer","0","intro_status_arbutd"
"0301","toaar","0","annet","2013","personer","62","intro_status_arbutd"
"030101","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030102","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030103","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030104","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030105","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030106","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030107","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030108","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030109","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030110","toaar","0","annet","2013","personer","4","intro_status_arbutd"
"030111","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030112","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030113","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030114","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030115","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030116","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"030117","toaar","0","annet","2013","personer","0","intro_status_arbutd"
"030199","toaar","0","annet","2013","personer",":","intro_status_arbutd"
"0301","toaar","0","arbutd","2013","prosent","49","intro_status_arbutd"
"030101","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030102","toaar","0","arbutd","2013","prosent","40","intro_status_arbutd"
"030103","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030104","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030105","toaar","0","arbutd","2013","prosent","50","intro_status_arbutd"
"030106","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030107","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030108","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030109","toaar","0","arbutd","2013","prosent","33","intro_status_arbutd"
"030110","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030111","toaar","0","arbutd","2013","prosent","53","intro_status_arbutd"
"030112","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030113","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030114","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030115","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030116","toaar","0","arbutd","2013","prosent",":","intro_status_arbutd"
"030117","toaar","0","arbutd","2013","prosent","0","intro_status_arbutd"
"030199","toaar","0","arbutd","2013","prosent","0","intro_status_arbutd"
"0301","toaar","0","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"030101","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030102","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030103","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030104","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030105","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030106","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030107","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030108","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030109","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030110","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030111","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030112","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030113","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030114","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030115","toaar","0","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"030116","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030117","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"030199","toaar","0","ledig_tiltak","2013","prosent","0","intro_status_arbutd"
"0301","toaar","0","annet","2013","prosent","41","intro_status_arbutd"
"030101","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030102","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030103","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030104","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030105","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030106","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030107","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030108","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030109","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030110","toaar","0","annet","2013","prosent","36","intro_status_arbutd"
"030111","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030112","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030113","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030114","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030115","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030116","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"030117","toaar","0","annet","2013","prosent","0","intro_status_arbutd"
"030199","toaar","0","annet","2013","prosent",":","intro_status_arbutd"
"0301","toaar","alle","alle","2012","personer","236","intro_status_arbutd"
"030101","toaar","alle","alle","2012","personer","26","intro_status_arbutd"
"030102","toaar","alle","alle","2012","personer","27","intro_status_arbutd"
"030103","toaar","alle","alle","2012","personer","15","intro_status_arbutd"
"030104","toaar","alle","alle","2012","personer","13","intro_status_arbutd"
"030105","toaar","alle","alle","2012","personer","12","intro_status_arbutd"
"030106","toaar","alle","alle","2012","personer",":","intro_status_arbutd"
"030107","toaar","alle","alle","2012","personer",":","intro_status_arbutd"
"030108","toaar","alle","alle","2012","personer","10","intro_status_arbutd"
"030109","toaar","alle","alle","2012","personer","7","intro_status_arbutd"
"030110","toaar","alle","alle","2012","personer","24","intro_status_arbutd"
"030111","toaar","alle","alle","2012","personer","17","intro_status_arbutd"
"030112","toaar","alle","alle","2012","personer","26","intro_status_arbutd"
"030113","toaar","alle","alle","2012","personer","16","intro_status_arbutd"
"030114","toaar","alle","alle","2012","personer","9","intro_status_arbutd"
"030115","toaar","alle","alle","2012","personer","20","intro_status_arbutd"
"030116","toaar","alle","alle","2012","personer","0","intro_status_arbutd"
"030117","toaar","alle","alle","2012","personer","0","intro_status_arbutd"
"030199","toaar","alle","alle","2012","personer","5","intro_status_arbutd"
"0301","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030101","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030102","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030103","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030104","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030105","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030106","toaar","alle","alle","2012","prosent",":","intro_status_arbutd"
"030107","toaar","alle","alle","2012","prosent",":","intro_status_arbutd"
"030108","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030109","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030110","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030111","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030112","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030113","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030114","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030115","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"030116","toaar","alle","alle","2012","prosent","0","intro_status_arbutd"
"030117","toaar","alle","alle","2012","prosent","0","intro_status_arbutd"
"030199","toaar","alle","alle","2012","prosent","100","intro_status_arbutd"
"0301","toaar","alle","arbutd","2012","personer","146","intro_status_arbutd"
"030101","toaar","alle","arbutd","2012","personer","17","intro_status_arbutd"
"030102","toaar","alle","arbutd","2012","personer","15","intro_status_arbutd"
"030103","toaar","alle","arbutd","2012","personer","7","intro_status_arbutd"
"030104","toaar","alle","arbutd","2012","personer","8","intro_status_arbutd"
"030105","toaar","alle","arbutd","2012","personer","6","intro_status_arbutd"
"030106","toaar","alle","arbutd","2012","personer",":","intro_status_arbutd"
"030107","toaar","alle","arbutd","2012","personer",":","intro_status_arbutd"
"030108","toaar","alle","arbutd","2012","personer",":","intro_status_arbutd"
"030109","toaar","alle","arbutd","2012","personer",":","intro_status_arbutd"
"030110","toaar","alle","arbutd","2012","personer","15","intro_status_arbutd"
"030111","toaar","alle","arbutd","2012","personer","10","intro_status_arbutd"
"030112","toaar","alle","arbutd","2012","personer","17","intro_status_arbutd"
"030113","toaar","alle","arbutd","2012","personer","9","intro_status_arbutd"
"030114","toaar","alle","arbutd","2012","personer",":","intro_status_arbutd"
"030115","toaar","alle","arbutd","2012","personer","14","intro_status_arbutd"
"030116","toaar","alle","arbutd","2012","personer","0","intro_status_arbutd"
"030117","toaar","alle","arbutd","2012","personer","0","intro_status_arbutd"
"030199","toaar","alle","arbutd","2012","personer","5","intro_status_arbutd"
"0301","toaar","alle","ledig_tiltak","2012","personer","19","intro_status_arbutd"
"030101","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030102","toaar","alle","ledig_tiltak","2012","personer","4","intro_status_arbutd"
"030103","toaar","alle","ledig_tiltak","2012","personer","4","intro_status_arbutd"
"030104","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030105","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030106","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030107","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030108","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030109","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030110","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030111","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030112","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030113","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030114","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030115","toaar","alle","ledig_tiltak","2012","personer",":","intro_status_arbutd"
"030116","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030117","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"030199","toaar","alle","ledig_tiltak","2012","personer","0","intro_status_arbutd"
"0301","toaar","alle","annet","2012","personer","71","intro_status_arbutd"
"030101","toaar","alle","annet","2012","personer","9","intro_status_arbutd"
"030102","toaar","alle","annet","2012","personer","8","intro_status_arbutd"
"030103","toaar","alle","annet","2012","personer","4","intro_status_arbutd"
"030104","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030105","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030106","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030107","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030108","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030109","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030110","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030111","toaar","alle","annet","2012","personer","7","intro_status_arbutd"
"030112","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030113","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030114","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030115","toaar","alle","annet","2012","personer",":","intro_status_arbutd"
"030116","toaar","alle","annet","2012","personer","0","intro_status_arbutd"
"030117","toaar","alle","annet","2012","personer","0","intro_status_arbutd"
"030199","toaar","alle","annet","2012","personer","0","intro_status_arbutd"
"0301","toaar","alle","arbutd","2012","prosent","62","intro_status_arbutd"
"030101","toaar","alle","arbutd","2012","prosent","65","intro_status_arbutd"
"030102","toaar","alle","arbutd","2012","prosent","56","intro_status_arbutd"
"030103","toaar","alle","arbutd","2012","prosent","47","intro_status_arbutd"
"030104","toaar","alle","arbutd","2012","prosent","62","intro_status_arbutd"
"030105","toaar","alle","arbutd","2012","prosent","50","intro_status_arbutd"
"030106","toaar","alle","arbutd","2012","prosent",":","intro_status_arbutd"
"030107","toaar","alle","arbutd","2012","prosent",":","intro_status_arbutd"
"030108","toaar","alle","arbutd","2012","prosent",":","intro_status_arbutd"
"030109","toaar","alle","arbutd","2012","prosent",":","intro_status_arbutd"
"030110","toaar","alle","arbutd","2012","prosent","63","intro_status_arbutd"
"030111","toaar","alle","arbutd","2012","prosent","59","intro_status_arbutd"
"030112","toaar","alle","arbutd","2012","prosent","65","intro_status_arbutd"
"030113","toaar","alle","arbutd","2012","prosent","56","intro_status_arbutd"
"030114","toaar","alle","arbutd","2012","prosent",":","intro_status_arbutd"
"030115","toaar","alle","arbutd","2012","prosent","70","intro_status_arbutd"
"030116","toaar","alle","arbutd","2012","prosent","0","intro_status_arbutd"
"030117","toaar","alle","arbutd","2012","prosent","0","intro_status_arbutd"
"030199","toaar","alle","arbutd","2012","prosent","100","intro_status_arbutd"
"0301","toaar","alle","ledig_tiltak","2012","prosent","8","intro_status_arbutd"
"030101","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030102","toaar","alle","ledig_tiltak","2012","prosent","15","intro_status_arbutd"
"030103","toaar","alle","ledig_tiltak","2012","prosent","27","intro_status_arbutd"
"030104","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030105","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030106","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030107","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030108","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030109","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030110","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030111","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030112","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030113","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030114","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030115","toaar","alle","ledig_tiltak","2012","prosent",":","intro_status_arbutd"
"030116","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030117","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"030199","toaar","alle","ledig_tiltak","2012","prosent","0","intro_status_arbutd"
"0301","toaar","alle","annet","2012","prosent","30","intro_status_arbutd"
"030101","toaar","alle","annet","2012","prosent","35","intro_status_arbutd"
"030102","toaar","alle","annet","2012","prosent","30","intro_status_arbutd"
"030103","toaar","alle","annet","2012","prosent","27","intro_status_arbutd"
"030104","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030105","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030106","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030107","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030108","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030109","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030110","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030111","toaar","alle","annet","2012","prosent","41","intro_status_arbutd"
"030112","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030113","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030114","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030115","toaar","alle","annet","2012","prosent",":","intro_status_arbutd"
"030116","toaar","alle","annet","2012","prosent","0","intro_status_arbutd"
"030117","toaar","alle","annet","2012","prosent","0","intro_status_arbutd"
"030199","toaar","alle","annet","2012","prosent","0","intro_status_arbutd"
"0301","toaar","1","alle","2012","personer","82","intro_status_arbutd"
"030101","toaar","1","alle","2012","personer","8","intro_status_arbutd"
"030102","toaar","1","alle","2012","personer","8","intro_status_arbutd"
"030103","toaar","1","alle","2012","personer","7","intro_status_arbutd"
"030104","toaar","1","alle","2012","personer",":","intro_status_arbutd"
"030105","toaar","1","alle","2012","personer","3","intro_status_arbutd"
"030106","toaar","1","alle","2012","personer",":","intro_status_arbutd"
"030107","toaar","1","alle","2012","personer","4","intro_status_arbutd"
"030108","toaar","1","alle","2012","personer","5","intro_status_arbutd"
"030109","toaar","1","alle","2012","personer",":","intro_status_arbutd"
"030110","toaar","1","alle","2012","personer","7","intro_status_arbutd"
"030111","toaar","1","alle","2012","personer","5","intro_status_arbutd"
"030112","toaar","1","alle","2012","personer","9","intro_status_arbutd"
"030113","toaar","1","alle","2012","personer",":","intro_status_arbutd"
"030114","toaar","1","alle","2012","personer","4","intro_status_arbutd"
"030115","toaar","1","alle","2012","personer","8","intro_status_arbutd"
"030116","toaar","1","alle","2012","personer","0","intro_status_arbutd"
"030117","toaar","1","alle","2012","personer","0","intro_status_arbutd"
"030199","toaar","1","alle","2012","personer","0","intro_status_arbutd"
"0301","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030101","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030102","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030103","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030104","toaar","1","alle","2012","prosent",":","intro_status_arbutd"
"030105","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030106","toaar","1","alle","2012","prosent",":","intro_status_arbutd"
"030107","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030108","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030109","toaar","1","alle","2012","prosent",":","intro_status_arbutd"
"030110","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030111","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030112","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030113","toaar","1","alle","2012","prosent",":","intro_status_arbutd"
"030114","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030115","toaar","1","alle","2012","prosent","100","intro_status_arbutd"
"030116","toaar","1","alle","2012","prosent","0","intro_status_arbutd"
"030117","toaar","1","alle","2012","prosent","0","intro_status_arbutd"
"030199","toaar","1","alle","2012","prosent","0","intro_status_arbutd"
"0301","toaar","1","arbutd","2012","personer","57","intro_status_arbutd"
"030101","toaar","1","arbutd","2012","personer",":","intro_status_arbutd"
"030102","toaar","1","arbutd","2012","personer",":","intro_status_arbutd"
"030103","toaar","1","arbutd","2012","personer",":","intro_status_arbutd"
"030104","toaar","1","arbutd","2012","personer",":","intro_status_arbutd"
"030105","toaar","1","arbutd","2012","personer","3","intro_status_arbutd"
"030106","toaar","1","arbutd","2012","personer",":","intro_status_arbutd"
