"tabell_navn","aar","naringsregion_nr","innvkat_3","kjonn","enhet","alder_grupper","tabellvariabel"
"befolkning_alder","2015","21","innvandrere","1","personer","0_5","38"
"befolkning_alder","2015","21","innvandrere","alle","personer","0_5","61"
"befolkning_alder","2015","22","alle","0","personer","0_5","1118"
"befolkning_alder","2015","22","alle","1","personer","0_5","1147"
"befolkning_alder","2015","22","alle","alle","personer","0_5","2265"
"befolkning_alder","2015","22","befolkningen_ellers","0","personer","0_5","1054"
"befolkning_alder","2015","22","befolkningen_ellers","1","personer","0_5","1078"
"befolkning_alder","2015","22","befolkningen_ellers","alle","personer","0_5","2132"
"befolkning_alder","2015","22","innvandrere","0","personer","0_5","64"
"befolkning_alder","2015","22","innvandrere","1","personer","0_5","69"
"befolkning_alder","2015","22","innvandrere","alle","personer","0_5","133"
"befolkning_alder","2015","23","alle","0","personer","0_5","626"
"befolkning_alder","2015","23","alle","1","personer","0_5","629"
"befolkning_alder","2015","23","alle","alle","personer","0_5","1255"
"befolkning_alder","2015","23","befolkningen_ellers","0","personer","0_5","611"
"befolkning_alder","2015","23","befolkningen_ellers","1","personer","0_5","605"
"befolkning_alder","2015","23","befolkningen_ellers","alle","personer","0_5","1216"
"befolkning_alder","2015","23","innvandrere","0","personer","0_5","15"
"befolkning_alder","2015","23","innvandrere","1","personer","0_5","24"
"befolkning_alder","2015","23","innvandrere","alle","personer","0_5","39"
"befolkning_alder","2015","24","alle","0","personer","0_5","1150"
"befolkning_alder","2015","24","alle","1","personer","0_5","1229"
"befolkning_alder","2015","24","alle","alle","personer","0_5","2379"
"befolkning_alder","2015","24","befolkningen_ellers","0","personer","0_5","1123"
"befolkning_alder","2015","24","befolkningen_ellers","1","personer","0_5","1187"
"befolkning_alder","2015","24","befolkningen_ellers","alle","personer","0_5","2310"
"befolkning_alder","2015","24","innvandrere","0","personer","0_5","27"
"befolkning_alder","2015","24","innvandrere","1","personer","0_5","42"
"befolkning_alder","2015","24","innvandrere","alle","personer","0_5","69"
"befolkning_alder","2015","25","alle","0","personer","0_5","4304"
"befolkning_alder","2015","25","alle","1","personer","0_5","4758"
"befolkning_alder","2015","25","alle","alle","personer","0_5","9062"
"befolkning_alder","2015","25","befolkningen_ellers","0","personer","0_5","4199"
"befolkning_alder","2015","25","befolkningen_ellers","1","personer","0_5","4629"
"befolkning_alder","2015","25","befolkningen_ellers","alle","personer","0_5","8828"
"befolkning_alder","2015","25","innvandrere","0","personer","0_5","105"
"befolkning_alder","2015","25","innvandrere","1","personer","0_5","129"
"befolkning_alder","2015","25","innvandrere","alle","personer","0_5","234"
"befolkning_alder","2015","26","alle","0","personer","0_5","2861"
"befolkning_alder","2015","26","alle","1","personer","0_5","2998"
"befolkning_alder","2015","26","alle","alle","personer","0_5","5859"
"befolkning_alder","2015","26","befolkningen_ellers","0","personer","0_5","2781"
"befolkning_alder","2015","26","befolkningen_ellers","1","personer","0_5","2906"
"befolkning_alder","2015","26","befolkningen_ellers","alle","personer","0_5","5687"
"befolkning_alder","2015","26","innvandrere","0","personer","0_5","80"
"befolkning_alder","2015","26","innvandrere","1","personer","0_5","92"
"befolkning_alder","2015","26","innvandrere","alle","personer","0_5","172"
"befolkning_alder","2015","27","alle","0","personer","0_5","3736"
"befolkning_alder","2015","27","alle","1","personer","0_5","3987"
"befolkning_alder","2015","27","alle","alle","personer","0_5","7723"
"befolkning_alder","2015","27","befolkningen_ellers","0","personer","0_5","3622"
"befolkning_alder","2015","27","befolkningen_ellers","1","personer","0_5","3893"
"befolkning_alder","2015","27","befolkningen_ellers","alle","personer","0_5","7515"
"befolkning_alder","2015","27","innvandrere","0","personer","0_5","114"
"befolkning_alder","2015","27","innvandrere","1","personer","0_5","94"
"befolkning_alder","2015","27","innvandrere","alle","personer","0_5","208"
"befolkning_alder","2015","28","alle","0","personer","0_5","511"
"befolkning_alder","2015","28","alle","1","personer","0_5","582"
"befolkning_alder","2015","28","alle","alle","personer","0_5","1093"
"befolkning_alder","2015","28","befolkningen_ellers","0","personer","0_5","483"
"befolkning_alder","2015","28","befolkningen_ellers","1","personer","0_5","560"
"befolkning_alder","2015","28","befolkningen_ellers","alle","personer","0_5","1043"
"befolkning_alder","2015","28","innvandrere","0","personer","0_5","28"
"befolkning_alder","2015","28","innvandrere","1","personer","0_5","22"
"befolkning_alder","2015","28","innvandrere","alle","personer","0_5","50"
"befolkning_alder","2015","29","alle","0","personer","0_5","594"
"befolkning_alder","2015","29","alle","1","personer","0_5","624"
"befolkning_alder","2015","29","alle","alle","personer","0_5","1218"
"befolkning_alder","2015","29","befolkningen_ellers","0","personer","0_5","572"
"befolkning_alder","2015","29","befolkningen_ellers","1","personer","0_5","609"
"befolkning_alder","2015","29","befolkningen_ellers","alle","personer","0_5","1181"
"befolkning_alder","2015","29","innvandrere","0","personer","0_5","22"
"befolkning_alder","2015","29","innvandrere","1","personer","0_5","15"
"befolkning_alder","2015","29","innvandrere","alle","personer","0_5","37"
"befolkning_alder","2015","30","alle","0","personer","0_5","423"
"befolkning_alder","2015","30","alle","1","personer","0_5","451"
"befolkning_alder","2015","30","alle","alle","personer","0_5","874"
"befolkning_alder","2015","30","befolkningen_ellers","0","personer","0_5","408"
"befolkning_alder","2015","30","befolkningen_ellers","1","personer","0_5","440"
"befolkning_alder","2015","30","befolkningen_ellers","alle","personer","0_5","848"
"befolkning_alder","2015","30","innvandrere","0","personer","0_5","15"
"befolkning_alder","2015","30","innvandrere","1","personer","0_5","11"
"befolkning_alder","2015","30","innvandrere","alle","personer","0_5","26"
"befolkning_alder","2015","31","alle","0","personer","0_5","207"
"befolkning_alder","2015","31","alle","1","personer","0_5","247"
"befolkning_alder","2015","31","alle","alle","personer","0_5","454"
"befolkning_alder","2015","31","befolkningen_ellers","0","personer","0_5","199"
"befolkning_alder","2015","31","befolkningen_ellers","1","personer","0_5","235"
"befolkning_alder","2015","31","befolkningen_ellers","alle","personer","0_5","434"
"befolkning_alder","2015","31","innvandrere","0","personer","0_5","8"
"befolkning_alder","2015","31","innvandrere","1","personer","0_5","12"
"befolkning_alder","2015","31","innvandrere","alle","personer","0_5","20"
"befolkning_alder","2015","32","alle","0","personer","0_5","3121"
"befolkning_alder","2015","32","alle","1","personer","0_5","3280"
"befolkning_alder","2015","32","alle","alle","personer","0_5","6401"
"befolkning_alder","2015","32","befolkningen_ellers","0","personer","0_5","3032"
"befolkning_alder","2015","32","befolkningen_ellers","1","personer","0_5","3168"
"befolkning_alder","2015","32","befolkningen_ellers","alle","personer","0_5","6200"
"befolkning_alder","2015","32","innvandrere","0","personer","0_5","89"
"befolkning_alder","2015","32","innvandrere","1","personer","0_5","112"
"befolkning_alder","2015","32","innvandrere","alle","personer","0_5","201"
"befolkning_alder","2015","33","alle","0","personer","0_5","1303"
"befolkning_alder","2015","33","alle","1","personer","0_5","1413"
"befolkning_alder","2015","33","alle","alle","personer","0_5","2716"
"befolkning_alder","2015","33","befolkningen_ellers","0","personer","0_5","1272"
"befolkning_alder","2015","33","befolkningen_ellers","1","personer","0_5","1374"
"befolkning_alder","2015","33","befolkningen_ellers","alle","personer","0_5","2646"
"befolkning_alder","2015","33","innvandrere","0","personer","0_5","31"
"befolkning_alder","2015","33","innvandrere","1","personer","0_5","39"
"befolkning_alder","2015","33","innvandrere","alle","personer","0_5","70"
"befolkning_alder","2015","34","alle","0","personer","0_5","901"
"befolkning_alder","2015","34","alle","1","personer","0_5","973"
"befolkning_alder","2015","34","alle","alle","personer","0_5","1874"
"befolkning_alder","2015","34","befolkningen_ellers","0","personer","0_5","878"
"befolkning_alder","2015","34","befolkningen_ellers","1","personer","0_5","941"
"befolkning_alder","2015","34","befolkningen_ellers","alle","personer","0_5","1819"
"befolkning_alder","2015","34","innvandrere","0","personer","0_5","23"
"befolkning_alder","2015","34","innvandrere","1","personer","0_5","32"
"befolkning_alder","2015","34","innvandrere","alle","personer","0_5","55"
"befolkning_alder","2015","35","alle","0","personer","0_5","5184"
"befolkning_alder","2015","35","alle","1","personer","0_5","5553"
"befolkning_alder","2015","35","alle","alle","personer","0_5","10737"
"befolkning_alder","2015","35","befolkningen_ellers","0","personer","0_5","5021"
"befolkning_alder","2015","35","befolkningen_ellers","1","personer","0_5","5388"
"befolkning_alder","2015","35","befolkningen_ellers","alle","personer","0_5","10409"
"befolkning_alder","2015","35","innvandrere","0","personer","0_5","163"
"befolkning_alder","2015","35","innvandrere","1","personer","0_5","165"
"befolkning_alder","2015","35","innvandrere","alle","personer","0_5","328"
"befolkning_alder","2015","36","alle","0","personer","0_5","972"
"befolkning_alder","2015","36","alle","1","personer","0_5","970"
"befolkning_alder","2015","36","alle","alle","personer","0_5","1942"
"befolkning_alder","2015","36","befolkningen_ellers","0","personer","0_5","937"
"befolkning_alder","2015","36","befolkningen_ellers","1","personer","0_5","935"
"befolkning_alder","2015","36","befolkningen_ellers","alle","personer","0_5","1872"
"befolkning_alder","2015","36","innvandrere","0","personer","0_5","35"
"befolkning_alder","2015","36","innvandrere","1","personer","0_5","35"
"befolkning_alder","2015","36","innvandrere","alle","personer","0_5","70"
"befolkning_alder","2015","37","alle","0","personer","0_5","3956"
"befolkning_alder","2015","37","alle","1","personer","0_5","4094"
"befolkning_alder","2015","37","alle","alle","personer","0_5","8050"
"befolkning_alder","2015","37","befolkningen_ellers","0","personer","0_5","3838"
"befolkning_alder","2015","37","befolkningen_ellers","1","personer","0_5","3946"
"befolkning_alder","2015","37","befolkningen_ellers","alle","personer","0_5","7784"
"befolkning_alder","2015","37","innvandrere","0","personer","0_5","118"
"befolkning_alder","2015","37","innvandrere","1","personer","0_5","148"
"befolkning_alder","2015","37","innvandrere","alle","personer","0_5","266"
"befolkning_alder","2015","38","alle","0","personer","0_5","964"
"befolkning_alder","2015","38","alle","1","personer","0_5","1000"
"befolkning_alder","2015","38","alle","alle","personer","0_5","1964"
"befolkning_alder","2015","38","befolkningen_ellers","0","personer","0_5","928"
"befolkning_alder","2015","38","befolkningen_ellers","1","personer","0_5","964"
"befolkning_alder","2015","38","befolkningen_ellers","alle","personer","0_5","1892"
"befolkning_alder","2015","38","innvandrere","0","personer","0_5","36"
"befolkning_alder","2015","38","innvandrere","1","personer","0_5","36"
"befolkning_alder","2015","38","innvandrere","alle","personer","0_5","72"
"befolkning_alder","2015","39","alle","0","personer","0_5","13358"
"befolkning_alder","2015","39","alle","1","personer","0_5","13869"
"befolkning_alder","2015","39","alle","alle","personer","0_5","27227"
"befolkning_alder","2015","39","befolkningen_ellers","0","personer","0_5","12679"
"befolkning_alder","2015","39","befolkningen_ellers","1","personer","0_5","13136"
"befolkning_alder","2015","39","befolkningen_ellers","alle","personer","0_5","25815"
"befolkning_alder","2015","39","innvandrere","0","personer","0_5","679"
"befolkning_alder","2015","39","innvandrere","1","personer","0_5","733"
"befolkning_alder","2015","39","innvandrere","alle","personer","0_5","1412"
"befolkning_alder","2015","40","alle","0","personer","0_5","9601"
"befolkning_alder","2015","40","alle","1","personer","0_5","10228"
"befolkning_alder","2015","40","alle","alle","personer","0_5","19829"
"befolkning_alder","2015","40","befolkningen_ellers","0","personer","0_5","9230"
"befolkning_alder","2015","40","befolkningen_ellers","1","personer","0_5","9844"
"befolkning_alder","2015","40","befolkningen_ellers","alle","personer","0_5","19074"
"befolkning_alder","2015","40","innvandrere","0","personer","0_5","371"
"befolkning_alder","2015","40","innvandrere","1","personer","0_5","384"
"befolkning_alder","2015","40","innvandrere","alle","personer","0_5","755"
"befolkning_alder","2015","41","alle","0","personer","0_5","1080"
"befolkning_alder","2015","41","alle","1","personer","0_5","1059"
"befolkning_alder","2015","41","alle","alle","personer","0_5","2139"
"befolkning_alder","2015","41","befolkningen_ellers","0","personer","0_5","1046"
"befolkning_alder","2015","41","befolkningen_ellers","1","personer","0_5","1028"
"befolkning_alder","2015","41","befolkningen_ellers","alle","personer","0_5","2074"
"befolkning_alder","2015","41","innvandrere","0","personer","0_5","34"
"befolkning_alder","2015","41","innvandrere","1","personer","0_5","31"
"befolkning_alder","2015","41","innvandrere","alle","personer","0_5","65"
"befolkning_alder","2015","42","alle","0","personer","0_5","681"
"befolkning_alder","2015","42","alle","1","personer","0_5","741"
"befolkning_alder","2015","42","alle","alle","personer","0_5","1422"
"befolkning_alder","2015","42","befolkningen_ellers","0","personer","0_5","656"
"befolkning_alder","2015","42","befolkningen_ellers","1","personer","0_5","708"
"befolkning_alder","2015","42","befolkningen_ellers","alle","personer","0_5","1364"
"befolkning_alder","2015","42","innvandrere","0","personer","0_5","25"
"befolkning_alder","2015","42","innvandrere","1","personer","0_5","33"
"befolkning_alder","2015","42","innvandrere","alle","personer","0_5","58"
"befolkning_alder","2015","43","alle","0","personer","0_5","494"
"befolkning_alder","2015","43","alle","1","personer","0_5","501"
"befolkning_alder","2015","43","alle","alle","personer","0_5","995"
"befolkning_alder","2015","43","befolkningen_ellers","0","personer","0_5","478"
"befolkning_alder","2015","43","befolkningen_ellers","1","personer","0_5","484"
"befolkning_alder","2015","43","befolkningen_ellers","alle","personer","0_5","962"
"befolkning_alder","2015","43","innvandrere","0","personer","0_5","16"
"befolkning_alder","2015","43","innvandrere","1","personer","0_5","17"
"befolkning_alder","2015","43","innvandrere","alle","personer","0_5","33"
"befolkning_alder","2015","44","alle","0","personer","0_5","1274"
"befolkning_alder","2015","44","alle","1","personer","0_5","1452"
"befolkning_alder","2015","44","alle","alle","personer","0_5","2726"
"befolkning_alder","2015","44","befolkningen_ellers","0","personer","0_5","1237"
"befolkning_alder","2015","44","befolkningen_ellers","1","personer","0_5","1420"
"befolkning_alder","2015","44","befolkningen_ellers","alle","personer","0_5","2657"
"befolkning_alder","2015","44","innvandrere","0","personer","0_5","37"
"befolkning_alder","2015","44","innvandrere","1","personer","0_5","32"
"befolkning_alder","2015","44","innvandrere","alle","personer","0_5","69"
"befolkning_alder","2015","45","alle","0","personer","0_5","442"
"befolkning_alder","2015","45","alle","1","personer","0_5","431"
"befolkning_alder","2015","45","alle","alle","personer","0_5","873"
"befolkning_alder","2015","45","befolkningen_ellers","0","personer","0_5","430"
"befolkning_alder","2015","45","befolkningen_ellers","1","personer","0_5","409"
"befolkning_alder","2015","45","befolkningen_ellers","alle","personer","0_5","839"
"befolkning_alder","2015","45","innvandrere","0","personer","0_5","12"
"befolkning_alder","2015","45","innvandrere","1","personer","0_5","22"
"befolkning_alder","2015","45","innvandrere","alle","personer","0_5","34"
"befolkning_alder","2015","46","alle","0","personer","0_5","2474"
"befolkning_alder","2015","46","alle","1","personer","0_5","2588"
"befolkning_alder","2015","46","alle","alle","personer","0_5","5062"
"befolkning_alder","2015","46","befolkningen_ellers","0","personer","0_5","2395"
"befolkning_alder","2015","46","befolkningen_ellers","1","personer","0_5","2517"
"befolkning_alder","2015","46","befolkningen_ellers","alle","personer","0_5","4912"
"befolkning_alder","2015","46","innvandrere","0","personer","0_5","79"
"befolkning_alder","2015","46","innvandrere","1","personer","0_5","71"
"befolkning_alder","2015","46","innvandrere","alle","personer","0_5","150"
"befolkning_alder","2015","47","alle","0","personer","0_5","2755"
"befolkning_alder","2015","47","alle","1","personer","0_5","2966"
