"aar","bydel_nr","enhet","tabellvariabel","tabell_navn","vreg_9","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","personer","15","befolkning_verdensregion_9","nord_amerika_oseania","NULL","78","NULL"
2014,"NULL","personer","378","befolkning_verdensregion_9","asia","NULL","78","NULL"
2014,"NULL","personer","493","befolkning_verdensregion_9","afrika","NULL","78","NULL"
2014,"NULL","personer","40","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","78","NULL"
2014,"NULL","personer","1312","befolkning_verdensregion_9","norden","NULL","79","NULL"
2014,"NULL","personer","1162","befolkning_verdensregion_9","vest_europa","NULL","79","NULL"
2014,"NULL","personer","1755","befolkning_verdensregion_9","eu_ost_europa","NULL","79","NULL"
2014,"NULL","personer","731","befolkning_verdensregion_9","ost_europa_ellers","NULL","79","NULL"
2014,"NULL","personer","191","befolkning_verdensregion_9","nord_amerika_oseania","NULL","79","NULL"
2014,"NULL","personer","1460","befolkning_verdensregion_9","asia","NULL","79","NULL"
2014,"NULL","personer","1165","befolkning_verdensregion_9","afrika","NULL","79","NULL"
2014,"NULL","personer","194","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","79","NULL"
2014,"NULL","personer","166","befolkning_verdensregion_9","norden","NULL","80","NULL"
2014,"NULL","personer","92","befolkning_verdensregion_9","vest_europa","NULL","80","NULL"
2014,"NULL","personer","247","befolkning_verdensregion_9","eu_ost_europa","NULL","80","NULL"
2014,"NULL","personer","66","befolkning_verdensregion_9","ost_europa_ellers","NULL","80","NULL"
2014,"NULL","personer","7","befolkning_verdensregion_9","nord_amerika_oseania","NULL","80","NULL"
2014,"NULL","personer","159","befolkning_verdensregion_9","asia","NULL","80","NULL"
2014,"NULL","personer","153","befolkning_verdensregion_9","afrika","NULL","80","NULL"
2014,"NULL","personer","16","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","80","NULL"
2014,"NULL","personer","633","befolkning_verdensregion_9","norden","NULL","81","NULL"
2014,"NULL","personer","291","befolkning_verdensregion_9","vest_europa","NULL","81","NULL"
2014,"NULL","personer","1187","befolkning_verdensregion_9","eu_ost_europa","NULL","81","NULL"
2014,"NULL","personer","469","befolkning_verdensregion_9","ost_europa_ellers","NULL","81","NULL"
2014,"NULL","personer","30","befolkning_verdensregion_9","nord_amerika_oseania","NULL","81","NULL"
2014,"NULL","personer","896","befolkning_verdensregion_9","asia","NULL","81","NULL"
2014,"NULL","personer","393","befolkning_verdensregion_9","afrika","NULL","81","NULL"
2014,"NULL","personer","51","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","81","NULL"
2014,"NULL","personer","388","befolkning_verdensregion_9","norden","NULL","82","NULL"
2014,"NULL","personer","65","befolkning_verdensregion_9","vest_europa","NULL","82","NULL"
2014,"NULL","personer","174","befolkning_verdensregion_9","eu_ost_europa","NULL","82","NULL"
2014,"NULL","personer","160","befolkning_verdensregion_9","ost_europa_ellers","NULL","82","NULL"
2014,"NULL","personer","10","befolkning_verdensregion_9","nord_amerika_oseania","NULL","82","NULL"
2014,"NULL","personer","139","befolkning_verdensregion_9","asia","NULL","82","NULL"
2014,"NULL","personer","43","befolkning_verdensregion_9","afrika","NULL","82","NULL"
2014,"NULL","personer","15","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","82","NULL"
2014,"NULL","personer","620","befolkning_verdensregion_9","norden","NULL","83","NULL"
2014,"NULL","personer","155","befolkning_verdensregion_9","vest_europa","NULL","83","NULL"
2014,"NULL","personer","836","befolkning_verdensregion_9","eu_ost_europa","NULL","83","NULL"
2014,"NULL","personer","713","befolkning_verdensregion_9","ost_europa_ellers","NULL","83","NULL"
2014,"NULL","personer","31","befolkning_verdensregion_9","nord_amerika_oseania","NULL","83","NULL"
2014,"NULL","personer","621","befolkning_verdensregion_9","asia","NULL","83","NULL"
2014,"NULL","personer","442","befolkning_verdensregion_9","afrika","NULL","83","NULL"
2014,"NULL","personer","44","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","83","NULL"
2014,"NULL","personer","530","befolkning_verdensregion_9","norden","NULL","NULL","0101"
2014,"NULL","personer","273","befolkning_verdensregion_9","vest_europa","NULL","NULL","0101"
2014,"NULL","personer","557","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0101"
2014,"NULL","personer","571","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0101"
2014,"NULL","personer","31","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0101"
2014,"NULL","personer","595","befolkning_verdensregion_9","asia","NULL","NULL","0101"
2014,"NULL","personer","397","befolkning_verdensregion_9","afrika","NULL","NULL","0101"
2014,"NULL","personer","32","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0101"
2014,"NULL","personer","546","befolkning_verdensregion_9","norden","NULL","NULL","0104"
2014,"NULL","personer","271","befolkning_verdensregion_9","vest_europa","NULL","NULL","0104"
2014,"NULL","personer","977","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0104"
2014,"NULL","personer","419","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0104"
2014,"NULL","personer","56","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0104"
2014,"NULL","personer","1588","befolkning_verdensregion_9","asia","NULL","NULL","0104"
2014,"NULL","personer","594","befolkning_verdensregion_9","afrika","NULL","NULL","0104"
2014,"NULL","personer","116","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0104"
2014,"NULL","personer","694","befolkning_verdensregion_9","norden","NULL","NULL","0105"
2014,"NULL","personer","300","befolkning_verdensregion_9","vest_europa","NULL","NULL","0105"
2014,"NULL","personer","1640","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0105"
2014,"NULL","personer","1414","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0105"
2014,"NULL","personer","57","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0105"
2014,"NULL","personer","2079","befolkning_verdensregion_9","asia","NULL","NULL","0105"
2014,"NULL","personer","631","befolkning_verdensregion_9","afrika","NULL","NULL","0105"
2014,"NULL","personer","104","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0105"
2014,"NULL","personer","1177","befolkning_verdensregion_9","norden","NULL","NULL","0106"
2014,"NULL","personer","597","befolkning_verdensregion_9","vest_europa","NULL","NULL","0106"
2014,"NULL","personer","1885","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0106"
2014,"NULL","personer","1288","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0106"
2014,"NULL","personer","107","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0106"
2014,"NULL","personer","3012","befolkning_verdensregion_9","asia","NULL","NULL","0106"
2014,"NULL","personer","1179","befolkning_verdensregion_9","afrika","NULL","NULL","0106"
2014,"NULL","personer","157","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0106"
2014,"NULL","personer","41","befolkning_verdensregion_9","norden","NULL","NULL","0111"
2014,"NULL","personer","33","befolkning_verdensregion_9","vest_europa","NULL","NULL","0111"
2014,"NULL","personer","47","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0111"
2014,"NULL","personer","19","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0111"
2014,"NULL","personer","9","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0111"
2014,"NULL","personer","49","befolkning_verdensregion_9","asia","NULL","NULL","0111"
2014,"NULL","personer","25","befolkning_verdensregion_9","afrika","NULL","NULL","0111"
2014,"NULL","personer","10","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0111"
2014,"NULL","personer","14","befolkning_verdensregion_9","norden","NULL","NULL","0118"
2014,"NULL","personer","9","befolkning_verdensregion_9","vest_europa","NULL","NULL","0118"
2014,"NULL","personer","5","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0118"
2014,"NULL","personer","4","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0118"
2014,"NULL","personer","0","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0118"
2014,"NULL","personer","8","befolkning_verdensregion_9","asia","NULL","NULL","0118"
2014,"NULL","personer","0","befolkning_verdensregion_9","afrika","NULL","NULL","0118"
2014,"NULL","personer","0","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0118"
2014,"NULL","personer","83","befolkning_verdensregion_9","norden","NULL","NULL","0119"
2014,"NULL","personer","27","befolkning_verdensregion_9","vest_europa","NULL","NULL","0119"
2014,"NULL","personer","49","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0119"
2014,"NULL","personer","31","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0119"
2014,"NULL","personer","5","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0119"
2014,"NULL","personer","46","befolkning_verdensregion_9","asia","NULL","NULL","0119"
2014,"NULL","personer","25","befolkning_verdensregion_9","afrika","NULL","NULL","0119"
2014,"NULL","personer","3","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0119"
2014,"NULL","personer","21","befolkning_verdensregion_9","norden","NULL","NULL","0121"
2014,"NULL","personer","16","befolkning_verdensregion_9","vest_europa","NULL","NULL","0121"
2014,"NULL","personer","4","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0121"
2014,"NULL","personer","3","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0121"
2014,"NULL","personer","0","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0121"
2014,"NULL","personer","3","befolkning_verdensregion_9","asia","NULL","NULL","0121"
2014,"NULL","personer","0","befolkning_verdensregion_9","afrika","NULL","NULL","0121"
2014,"NULL","personer","0","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0121"
2014,"NULL","personer","69","befolkning_verdensregion_9","norden","NULL","NULL","0122"
2014,"NULL","personer","39","befolkning_verdensregion_9","vest_europa","NULL","NULL","0122"
2014,"NULL","personer","224","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0122"
2014,"NULL","personer","30","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0122"
2014,"NULL","personer","4","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0122"
2014,"NULL","personer","69","befolkning_verdensregion_9","asia","NULL","NULL","0122"
2014,"NULL","personer","31","befolkning_verdensregion_9","afrika","NULL","NULL","0122"
2014,"NULL","personer","5","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0122"
2014,"NULL","personer","62","befolkning_verdensregion_9","norden","NULL","NULL","0123"
2014,"NULL","personer","49","befolkning_verdensregion_9","vest_europa","NULL","NULL","0123"
2014,"NULL","personer","157","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0123"
2014,"NULL","personer","32","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0123"
2014,"NULL","personer","5","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0123"
2014,"NULL","personer","175","befolkning_verdensregion_9","asia","NULL","NULL","0123"
2014,"NULL","personer","53","befolkning_verdensregion_9","afrika","NULL","NULL","0123"
2014,"NULL","personer","13","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0123"
2014,"NULL","personer","218","befolkning_verdensregion_9","norden","NULL","NULL","0124"
2014,"NULL","personer","111","befolkning_verdensregion_9","vest_europa","NULL","NULL","0124"
2014,"NULL","personer","552","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0124"
2014,"NULL","personer","364","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0124"
2014,"NULL","personer","18","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0124"
2014,"NULL","personer","837","befolkning_verdensregion_9","asia","NULL","NULL","0124"
2014,"NULL","personer","132","befolkning_verdensregion_9","afrika","NULL","NULL","0124"
2014,"NULL","personer","60","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0124"
2014,"NULL","personer","133","befolkning_verdensregion_9","norden","NULL","NULL","0125"
2014,"NULL","personer","102","befolkning_verdensregion_9","vest_europa","NULL","NULL","0125"
2014,"NULL","personer","531","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0125"
2014,"NULL","personer","203","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0125"
2014,"NULL","personer","9","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0125"
2014,"NULL","personer","325","befolkning_verdensregion_9","asia","NULL","NULL","0125"
2014,"NULL","personer","130","befolkning_verdensregion_9","afrika","NULL","NULL","0125"
2014,"NULL","personer","36","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0125"
2014,"NULL","personer","30","befolkning_verdensregion_9","norden","NULL","NULL","0127"
2014,"NULL","personer","20","befolkning_verdensregion_9","vest_europa","NULL","NULL","0127"
2014,"NULL","personer","167","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0127"
2014,"NULL","personer","28","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0127"
2014,"NULL","personer","8","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0127"
2014,"NULL","personer","61","befolkning_verdensregion_9","asia","NULL","NULL","0127"
2014,"NULL","personer","11","befolkning_verdensregion_9","afrika","NULL","NULL","0127"
2014,"NULL","personer","10","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0127"
2014,"NULL","personer","71","befolkning_verdensregion_9","norden","NULL","NULL","0128"
2014,"NULL","personer","50","befolkning_verdensregion_9","vest_europa","NULL","NULL","0128"
2014,"NULL","personer","326","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0128"
2014,"NULL","personer","137","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0128"
2014,"NULL","personer","16","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0128"
2014,"NULL","personer","157","befolkning_verdensregion_9","asia","NULL","NULL","0128"
2014,"NULL","personer","91","befolkning_verdensregion_9","afrika","NULL","NULL","0128"
2014,"NULL","personer","10","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0128"
2014,"NULL","personer","97","befolkning_verdensregion_9","norden","NULL","NULL","0135"
2014,"NULL","personer","49","befolkning_verdensregion_9","vest_europa","NULL","NULL","0135"
2014,"NULL","personer","257","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0135"
2014,"NULL","personer","55","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0135"
2014,"NULL","personer","9","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0135"
2014,"NULL","personer","95","befolkning_verdensregion_9","asia","NULL","NULL","0135"
2014,"NULL","personer","42","befolkning_verdensregion_9","afrika","NULL","NULL","0135"
2014,"NULL","personer","13","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0135"
2014,"NULL","personer","185","befolkning_verdensregion_9","norden","NULL","NULL","0136"
2014,"NULL","personer","136","befolkning_verdensregion_9","vest_europa","NULL","NULL","0136"
2014,"NULL","personer","458","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0136"
2014,"NULL","personer","114","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0136"
2014,"NULL","personer","20","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0136"
2014,"NULL","personer","436","befolkning_verdensregion_9","asia","NULL","NULL","0136"
2014,"NULL","personer","57","befolkning_verdensregion_9","afrika","NULL","NULL","0136"
2014,"NULL","personer","47","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0136"
2014,"NULL","personer","90","befolkning_verdensregion_9","norden","NULL","NULL","0137"
2014,"NULL","personer","57","befolkning_verdensregion_9","vest_europa","NULL","NULL","0137"
2014,"NULL","personer","234","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0137"
2014,"NULL","personer","36","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0137"
2014,"NULL","personer","5","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0137"
2014,"NULL","personer","56","befolkning_verdensregion_9","asia","NULL","NULL","0137"
2014,"NULL","personer","20","befolkning_verdensregion_9","afrika","NULL","NULL","0137"
2014,"NULL","personer","4","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0137"
2014,"NULL","personer","93","befolkning_verdensregion_9","norden","NULL","NULL","0138"
2014,"NULL","personer","65","befolkning_verdensregion_9","vest_europa","NULL","NULL","0138"
2014,"NULL","personer","295","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0138"
2014,"NULL","personer","63","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0138"
2014,"NULL","personer","10","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0138"
2014,"NULL","personer","107","befolkning_verdensregion_9","asia","NULL","NULL","0138"
2014,"NULL","personer","39","befolkning_verdensregion_9","afrika","NULL","NULL","0138"
2014,"NULL","personer","8","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0138"
2014,"NULL","personer","308","befolkning_verdensregion_9","norden","NULL","NULL","0211"
2014,"NULL","personer","251","befolkning_verdensregion_9","vest_europa","NULL","NULL","0211"
2014,"NULL","personer","383","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0211"
2014,"NULL","personer","159","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0211"
2014,"NULL","personer","33","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0211"
2014,"NULL","personer","484","befolkning_verdensregion_9","asia","NULL","NULL","0211"
2014,"NULL","personer","221","befolkning_verdensregion_9","afrika","NULL","NULL","0211"
2014,"NULL","personer","63","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0211"
2014,"NULL","personer","547","befolkning_verdensregion_9","norden","NULL","NULL","0213"
2014,"NULL","personer","353","befolkning_verdensregion_9","vest_europa","NULL","NULL","0213"
2014,"NULL","personer","732","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0213"
2014,"NULL","personer","424","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0213"
2014,"NULL","personer","51","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0213"
2014,"NULL","personer","1086","befolkning_verdensregion_9","asia","NULL","NULL","0213"
2014,"NULL","personer","371","befolkning_verdensregion_9","afrika","NULL","NULL","0213"
2014,"NULL","personer","106","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0213"
2014,"NULL","personer","377","befolkning_verdensregion_9","norden","NULL","NULL","0214"
2014,"NULL","personer","371","befolkning_verdensregion_9","vest_europa","NULL","NULL","0214"
2014,"NULL","personer","623","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0214"
2014,"NULL","personer","192","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0214"
2014,"NULL","personer","86","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0214"
2014,"NULL","personer","769","befolkning_verdensregion_9","asia","NULL","NULL","0214"
2014,"NULL","personer","435","befolkning_verdensregion_9","afrika","NULL","NULL","0214"
2014,"NULL","personer","104","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0214"
2014,"NULL","personer","319","befolkning_verdensregion_9","norden","NULL","NULL","0215"
2014,"NULL","personer","231","befolkning_verdensregion_9","vest_europa","NULL","NULL","0215"
2014,"NULL","personer","332","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0215"
2014,"NULL","personer","85","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0215"
2014,"NULL","personer","47","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0215"
2014,"NULL","personer","304","befolkning_verdensregion_9","asia","NULL","NULL","0215"
2014,"NULL","personer","105","befolkning_verdensregion_9","afrika","NULL","NULL","0215"
2014,"NULL","personer","27","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0215"
2014,"NULL","personer","432","befolkning_verdensregion_9","norden","NULL","NULL","0216"
2014,"NULL","personer","428","befolkning_verdensregion_9","vest_europa","NULL","NULL","0216"
2014,"NULL","personer","417","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0216"
2014,"NULL","personer","173","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0216"
2014,"NULL","personer","79","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0216"
2014,"NULL","personer","331","befolkning_verdensregion_9","asia","NULL","NULL","0216"
2014,"NULL","personer","150","befolkning_verdensregion_9","afrika","NULL","NULL","0216"
2014,"NULL","personer","78","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0216"
2014,"NULL","personer","511","befolkning_verdensregion_9","norden","NULL","NULL","0217"
2014,"NULL","personer","342","befolkning_verdensregion_9","vest_europa","NULL","NULL","0217"
2014,"NULL","personer","570","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0217"
2014,"NULL","personer","178","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0217"
2014,"NULL","personer","55","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0217"
2014,"NULL","personer","883","befolkning_verdensregion_9","asia","NULL","NULL","0217"
2014,"NULL","personer","321","befolkning_verdensregion_9","afrika","NULL","NULL","0217"
2014,"NULL","personer","77","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0217"
2014,"NULL","personer","2613","befolkning_verdensregion_9","norden","NULL","NULL","0219"
2014,"NULL","personer","2183","befolkning_verdensregion_9","vest_europa","NULL","NULL","0219"
2014,"NULL","personer","4532","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0219"
2014,"NULL","personer","1346","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0219"
2014,"NULL","personer","598","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0219"
2014,"NULL","personer","5542","befolkning_verdensregion_9","asia","NULL","NULL","0219"
2014,"NULL","personer","1428","befolkning_verdensregion_9","afrika","NULL","NULL","0219"
2014,"NULL","personer","525","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0219"
2014,"NULL","personer","1319","befolkning_verdensregion_9","norden","NULL","NULL","0220"
2014,"NULL","personer","1112","befolkning_verdensregion_9","vest_europa","NULL","NULL","0220"
2014,"NULL","personer","2259","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0220"
2014,"NULL","personer","653","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0220"
2014,"NULL","personer","260","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0220"
2014,"NULL","personer","2204","befolkning_verdensregion_9","asia","NULL","NULL","0220"
2014,"NULL","personer","792","befolkning_verdensregion_9","afrika","NULL","NULL","0220"
2014,"NULL","personer","246","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0220"
2014,"NULL","personer","200","befolkning_verdensregion_9","norden","NULL","NULL","0221"
2014,"NULL","personer","174","befolkning_verdensregion_9","vest_europa","NULL","NULL","0221"
2014,"NULL","personer","660","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0221"
2014,"NULL","personer","38","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0221"
2014,"NULL","personer","15","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0221"
2014,"NULL","personer","237","befolkning_verdensregion_9","asia","NULL","NULL","0221"
2014,"NULL","personer","64","befolkning_verdensregion_9","afrika","NULL","NULL","0221"
2014,"NULL","personer","31","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0221"
2014,"NULL","personer","279","befolkning_verdensregion_9","norden","NULL","NULL","0226"
2014,"NULL","personer","197","befolkning_verdensregion_9","vest_europa","NULL","NULL","0226"
2014,"NULL","personer","844","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0226"
2014,"NULL","personer","114","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0226"
2014,"NULL","personer","28","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0226"
2014,"NULL","personer","567","befolkning_verdensregion_9","asia","NULL","NULL","0226"
2014,"NULL","personer","82","befolkning_verdensregion_9","afrika","NULL","NULL","0226"
2014,"NULL","personer","58","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0226"
2014,"NULL","personer","169","befolkning_verdensregion_9","norden","NULL","NULL","0227"
2014,"NULL","personer","131","befolkning_verdensregion_9","vest_europa","NULL","NULL","0227"
2014,"NULL","personer","524","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0227"
2014,"NULL","personer","108","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0227"
2014,"NULL","personer","11","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0227"
2014,"NULL","personer","218","befolkning_verdensregion_9","asia","NULL","NULL","0227"
2014,"NULL","personer","84","befolkning_verdensregion_9","afrika","NULL","NULL","0227"
2014,"NULL","personer","29","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0227"
2014,"NULL","personer","280","befolkning_verdensregion_9","norden","NULL","NULL","0228"
2014,"NULL","personer","180","befolkning_verdensregion_9","vest_europa","NULL","NULL","0228"
2014,"NULL","personer","571","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0228"
2014,"NULL","personer","160","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0228"
2014,"NULL","personer","23","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0228"
2014,"NULL","personer","1110","befolkning_verdensregion_9","asia","NULL","NULL","0228"
2014,"NULL","personer","228","befolkning_verdensregion_9","afrika","NULL","NULL","0228"
2014,"NULL","personer","98","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0228"
2014,"NULL","personer","143","befolkning_verdensregion_9","norden","NULL","NULL","0229"
2014,"NULL","personer","101","befolkning_verdensregion_9","vest_europa","NULL","NULL","0229"
2014,"NULL","personer","409","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0229"
2014,"NULL","personer","95","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0229"
2014,"NULL","personer","10","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0229"
2014,"NULL","personer","266","befolkning_verdensregion_9","asia","NULL","NULL","0229"
2014,"NULL","personer","82","befolkning_verdensregion_9","afrika","NULL","NULL","0229"
2014,"NULL","personer","39","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0229"
2014,"NULL","personer","585","befolkning_verdensregion_9","norden","NULL","NULL","0230"
2014,"NULL","personer","333","befolkning_verdensregion_9","vest_europa","NULL","NULL","0230"
2014,"NULL","personer","1348","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0230"
2014,"NULL","personer","480","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0230"
2014,"NULL","personer","49","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0230"
2014,"NULL","personer","2719","befolkning_verdensregion_9","asia","NULL","NULL","0230"
2014,"NULL","personer","492","befolkning_verdensregion_9","afrika","NULL","NULL","0230"
2014,"NULL","personer","101","befolkning_verdensregion_9","sor_og_mellom_amerika","NULL","NULL","0230"
2014,"NULL","personer","762","befolkning_verdensregion_9","norden","NULL","NULL","0231"
2014,"NULL","personer","551","befolkning_verdensregion_9","vest_europa","NULL","NULL","0231"
2014,"NULL","personer","1707","befolkning_verdensregion_9","eu_ost_europa","NULL","NULL","0231"
2014,"NULL","personer","632","befolkning_verdensregion_9","ost_europa_ellers","NULL","NULL","0231"
2014,"NULL","personer","82","befolkning_verdensregion_9","nord_amerika_oseania","NULL","NULL","0231"
2014,"NULL","personer","4337","befolkning_verdensregion_9","asia","NULL","NULL","0231"
2014,"NULL","personer","656","befolkning_verdensregion_9","afrika","NULL","NULL","0231"
