"tabell_navn","aar","naringsregion_nr","vreg_9","enhet","tabellvariabel"
"befolkning_verdensregion_9","2015","50","vest_europa","person","382"
"befolkning_verdensregion_9","2015","50","eu_ost_europa","person","1054"
"befolkning_verdensregion_9","2015","50","ost_europa_ellers","person","109"
"befolkning_verdensregion_9","2015","50","nord_amerika_oseania","person","34"
"befolkning_verdensregion_9","2015","50","asia","person","303"
"befolkning_verdensregion_9","2015","50","afrika","person","468"
"befolkning_verdensregion_9","2015","50","sor_og_mellom_amerika","person","107"
"befolkning_verdensregion_9","2015","50","alle","person","2747"
"befolkning_verdensregion_9","2015","51","norden","person","212"
"befolkning_verdensregion_9","2015","51","vest_europa","person","284"
"befolkning_verdensregion_9","2015","51","eu_ost_europa","person","1115"
"befolkning_verdensregion_9","2015","51","ost_europa_ellers","person","215"
"befolkning_verdensregion_9","2015","51","nord_amerika_oseania","person","27"
"befolkning_verdensregion_9","2015","51","asia","person","625"
"befolkning_verdensregion_9","2015","51","afrika","person","438"
"befolkning_verdensregion_9","2015","51","sor_og_mellom_amerika","person","94"
"befolkning_verdensregion_9","2015","51","alle","person","3010"
"befolkning_verdensregion_9","2015","52","norden","person","334"
"befolkning_verdensregion_9","2015","52","vest_europa","person","768"
"befolkning_verdensregion_9","2015","52","eu_ost_europa","person","1792"
"befolkning_verdensregion_9","2015","52","ost_europa_ellers","person","334"
"befolkning_verdensregion_9","2015","52","nord_amerika_oseania","person","55"
"befolkning_verdensregion_9","2015","52","asia","person","1099"
"befolkning_verdensregion_9","2015","52","afrika","person","764"
"befolkning_verdensregion_9","2015","52","sor_og_mellom_amerika","person","125"
"befolkning_verdensregion_9","2015","52","alle","person","5271"
"befolkning_verdensregion_9","2015","53","norden","person","403"
"befolkning_verdensregion_9","2015","53","vest_europa","person","805"
"befolkning_verdensregion_9","2015","53","eu_ost_europa","person","2165"
"befolkning_verdensregion_9","2015","53","ost_europa_ellers","person","333"
"befolkning_verdensregion_9","2015","53","nord_amerika_oseania","person","85"
"befolkning_verdensregion_9","2015","53","asia","person","949"
"befolkning_verdensregion_9","2015","53","afrika","person","612"
"befolkning_verdensregion_9","2015","53","sor_og_mellom_amerika","person","171"
"befolkning_verdensregion_9","2015","53","alle","person","5523"
"befolkning_verdensregion_9","2015","54","norden","person","150"
"befolkning_verdensregion_9","2015","54","vest_europa","person","325"
"befolkning_verdensregion_9","2015","54","eu_ost_europa","person","1018"
"befolkning_verdensregion_9","2015","54","ost_europa_ellers","person","123"
"befolkning_verdensregion_9","2015","54","nord_amerika_oseania","person","22"
"befolkning_verdensregion_9","2015","54","asia","person","313"
"befolkning_verdensregion_9","2015","54","afrika","person","119"
"befolkning_verdensregion_9","2015","54","sor_og_mellom_amerika","person","29"
"befolkning_verdensregion_9","2015","54","alle","person","2099"
"befolkning_verdensregion_9","2015","55","norden","person","272"
"befolkning_verdensregion_9","2015","55","vest_europa","person","467"
"befolkning_verdensregion_9","2015","55","eu_ost_europa","person","2339"
"befolkning_verdensregion_9","2015","55","ost_europa_ellers","person","285"
"befolkning_verdensregion_9","2015","55","nord_amerika_oseania","person","63"
"befolkning_verdensregion_9","2015","55","asia","person","977"
"befolkning_verdensregion_9","2015","55","afrika","person","522"
"befolkning_verdensregion_9","2015","55","sor_og_mellom_amerika","person","106"
"befolkning_verdensregion_9","2015","55","alle","person","5031"
"befolkning_verdensregion_9","2015","56","norden","person","673"
"befolkning_verdensregion_9","2015","56","vest_europa","person","913"
"befolkning_verdensregion_9","2015","56","eu_ost_europa","person","3963"
"befolkning_verdensregion_9","2015","56","ost_europa_ellers","person","591"
"befolkning_verdensregion_9","2015","56","nord_amerika_oseania","person","139"
"befolkning_verdensregion_9","2015","56","asia","person","1796"
"befolkning_verdensregion_9","2015","56","afrika","person","500"
"befolkning_verdensregion_9","2015","56","sor_og_mellom_amerika","person","258"
"befolkning_verdensregion_9","2015","56","alle","person","8833"
"befolkning_verdensregion_9","2015","57","norden","person","117"
"befolkning_verdensregion_9","2015","57","vest_europa","person","214"
"befolkning_verdensregion_9","2015","57","eu_ost_europa","person","617"
"befolkning_verdensregion_9","2015","57","ost_europa_ellers","person","66"
"befolkning_verdensregion_9","2015","57","nord_amerika_oseania","person","24"
"befolkning_verdensregion_9","2015","57","asia","person","280"
"befolkning_verdensregion_9","2015","57","afrika","person","101"
"befolkning_verdensregion_9","2015","57","sor_og_mellom_amerika","person","27"
"befolkning_verdensregion_9","2015","57","alle","person","1446"
"befolkning_verdensregion_9","2015","58","norden","person","65"
"befolkning_verdensregion_9","2015","58","vest_europa","person","110"
"befolkning_verdensregion_9","2015","58","eu_ost_europa","person","1177"
"befolkning_verdensregion_9","2015","58","ost_europa_ellers","person","51"
"befolkning_verdensregion_9","2015","58","nord_amerika_oseania","person","7"
"befolkning_verdensregion_9","2015","58","asia","person","140"
"befolkning_verdensregion_9","2015","58","afrika","person","58"
"befolkning_verdensregion_9","2015","58","sor_og_mellom_amerika","person","19"
"befolkning_verdensregion_9","2015","58","alle","person","1627"
"befolkning_verdensregion_9","2015","59","norden","person","73"
"befolkning_verdensregion_9","2015","59","vest_europa","person","34"
"befolkning_verdensregion_9","2015","59","eu_ost_europa","person","260"
"befolkning_verdensregion_9","2015","59","ost_europa_ellers","person","34"
"befolkning_verdensregion_9","2015","59","nord_amerika_oseania","person","9"
"befolkning_verdensregion_9","2015","59","asia","person","94"
"befolkning_verdensregion_9","2015","59","afrika","person","99"
"befolkning_verdensregion_9","2015","59","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","59","alle","person","606"
"befolkning_verdensregion_9","2015","60","norden","person","86"
"befolkning_verdensregion_9","2015","60","vest_europa","person","156"
"befolkning_verdensregion_9","2015","60","eu_ost_europa","person","422"
"befolkning_verdensregion_9","2015","60","ost_europa_ellers","person","166"
"befolkning_verdensregion_9","2015","60","nord_amerika_oseania","person","13"
"befolkning_verdensregion_9","2015","60","asia","person","297"
"befolkning_verdensregion_9","2015","60","afrika","person","196"
"befolkning_verdensregion_9","2015","60","sor_og_mellom_amerika","person","51"
"befolkning_verdensregion_9","2015","60","alle","person","1387"
"befolkning_verdensregion_9","2015","61","norden","person","2228"
"befolkning_verdensregion_9","2015","61","vest_europa","person","3121"
"befolkning_verdensregion_9","2015","61","eu_ost_europa","person","5775"
"befolkning_verdensregion_9","2015","61","ost_europa_ellers","person","1807"
"befolkning_verdensregion_9","2015","61","nord_amerika_oseania","person","540"
"befolkning_verdensregion_9","2015","61","asia","person","7295"
"befolkning_verdensregion_9","2015","61","afrika","person","2994"
"befolkning_verdensregion_9","2015","61","sor_og_mellom_amerika","person","927"
"befolkning_verdensregion_9","2015","61","alle","person","24687"
"befolkning_verdensregion_9","2015","62","norden","person","113"
"befolkning_verdensregion_9","2015","62","vest_europa","person","74"
"befolkning_verdensregion_9","2015","62","eu_ost_europa","person","121"
"befolkning_verdensregion_9","2015","62","ost_europa_ellers","person","64"
"befolkning_verdensregion_9","2015","62","nord_amerika_oseania","person","8"
"befolkning_verdensregion_9","2015","62","asia","person","38"
"befolkning_verdensregion_9","2015","62","afrika","person","52"
"befolkning_verdensregion_9","2015","62","sor_og_mellom_amerika","person","13"
"befolkning_verdensregion_9","2015","62","alle","person","483"
"befolkning_verdensregion_9","2015","63","norden","person","189"
"befolkning_verdensregion_9","2015","63","vest_europa","person","131"
"befolkning_verdensregion_9","2015","63","eu_ost_europa","person","452"
"befolkning_verdensregion_9","2015","63","ost_europa_ellers","person","141"
"befolkning_verdensregion_9","2015","63","nord_amerika_oseania","person","34"
"befolkning_verdensregion_9","2015","63","asia","person","546"
"befolkning_verdensregion_9","2015","63","afrika","person","354"
"befolkning_verdensregion_9","2015","63","sor_og_mellom_amerika","person","75"
"befolkning_verdensregion_9","2015","63","alle","person","1922"
"befolkning_verdensregion_9","2015","64","norden","person","377"
"befolkning_verdensregion_9","2015","64","vest_europa","person","317"
"befolkning_verdensregion_9","2015","64","eu_ost_europa","person","1348"
"befolkning_verdensregion_9","2015","64","ost_europa_ellers","person","272"
"befolkning_verdensregion_9","2015","64","nord_amerika_oseania","person","48"
"befolkning_verdensregion_9","2015","64","asia","person","987"
"befolkning_verdensregion_9","2015","64","afrika","person","809"
"befolkning_verdensregion_9","2015","64","sor_og_mellom_amerika","person","74"
"befolkning_verdensregion_9","2015","64","alle","person","4232"
"befolkning_verdensregion_9","2015","65","norden","person","122"
"befolkning_verdensregion_9","2015","65","vest_europa","person","50"
"befolkning_verdensregion_9","2015","65","eu_ost_europa","person","125"
"befolkning_verdensregion_9","2015","65","ost_europa_ellers","person","26"
"befolkning_verdensregion_9","2015","65","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","65","asia","person","104"
"befolkning_verdensregion_9","2015","65","afrika","person","140"
"befolkning_verdensregion_9","2015","65","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","65","alle","person","574"
"befolkning_verdensregion_9","2015","66","norden","person","55"
"befolkning_verdensregion_9","2015","66","vest_europa","person","81"
"befolkning_verdensregion_9","2015","66","eu_ost_europa","person","241"
"befolkning_verdensregion_9","2015","66","ost_europa_ellers","person","32"
"befolkning_verdensregion_9","2015","66","nord_amerika_oseania","person","4"
"befolkning_verdensregion_9","2015","66","asia","person","127"
"befolkning_verdensregion_9","2015","66","afrika","person","163"
"befolkning_verdensregion_9","2015","66","sor_og_mellom_amerika","person","7"
"befolkning_verdensregion_9","2015","66","alle","person","710"
"befolkning_verdensregion_9","2015","67","norden","person","112"
"befolkning_verdensregion_9","2015","67","vest_europa","person","179"
"befolkning_verdensregion_9","2015","67","eu_ost_europa","person","284"
"befolkning_verdensregion_9","2015","67","ost_europa_ellers","person","84"
"befolkning_verdensregion_9","2015","67","nord_amerika_oseania","person","21"
"befolkning_verdensregion_9","2015","67","asia","person","278"
"befolkning_verdensregion_9","2015","67","afrika","person","325"
"befolkning_verdensregion_9","2015","67","sor_og_mellom_amerika","person","12"
"befolkning_verdensregion_9","2015","67","alle","person","1295"
"befolkning_verdensregion_9","2015","68","norden","person","85"
"befolkning_verdensregion_9","2015","68","vest_europa","person","76"
"befolkning_verdensregion_9","2015","68","eu_ost_europa","person","166"
"befolkning_verdensregion_9","2015","68","ost_europa_ellers","person","56"
"befolkning_verdensregion_9","2015","68","nord_amerika_oseania","person","8"
"befolkning_verdensregion_9","2015","68","asia","person","231"
"befolkning_verdensregion_9","2015","68","afrika","person","133"
"befolkning_verdensregion_9","2015","68","sor_og_mellom_amerika","person","22"
"befolkning_verdensregion_9","2015","68","alle","person","777"
"befolkning_verdensregion_9","2015","69","norden","person","82"
"befolkning_verdensregion_9","2015","69","vest_europa","person","72"
"befolkning_verdensregion_9","2015","69","eu_ost_europa","person","370"
"befolkning_verdensregion_9","2015","69","ost_europa_ellers","person","136"
"befolkning_verdensregion_9","2015","69","nord_amerika_oseania","person","12"
"befolkning_verdensregion_9","2015","69","asia","person","213"
"befolkning_verdensregion_9","2015","69","afrika","person","329"
"befolkning_verdensregion_9","2015","69","sor_og_mellom_amerika","person","15"
"befolkning_verdensregion_9","2015","69","alle","person","1229"
"befolkning_verdensregion_9","2015","70","norden","person","61"
"befolkning_verdensregion_9","2015","70","vest_europa","person","18"
"befolkning_verdensregion_9","2015","70","eu_ost_europa","person","116"
"befolkning_verdensregion_9","2015","70","ost_europa_ellers","person","15"
"befolkning_verdensregion_9","2015","70","nord_amerika_oseania","person","3"
"befolkning_verdensregion_9","2015","70","asia","person","44"
"befolkning_verdensregion_9","2015","70","afrika","person","5"
"befolkning_verdensregion_9","2015","70","sor_og_mellom_amerika","person","3"
"befolkning_verdensregion_9","2015","70","alle","person","265"
"befolkning_verdensregion_9","2015","71","norden","person","103"
"befolkning_verdensregion_9","2015","71","vest_europa","person","87"
"befolkning_verdensregion_9","2015","71","eu_ost_europa","person","216"
"befolkning_verdensregion_9","2015","71","ost_europa_ellers","person","69"
"befolkning_verdensregion_9","2015","71","nord_amerika_oseania","person","9"
"befolkning_verdensregion_9","2015","71","asia","person","316"
"befolkning_verdensregion_9","2015","71","afrika","person","206"
"befolkning_verdensregion_9","2015","71","sor_og_mellom_amerika","person","20"
"befolkning_verdensregion_9","2015","71","alle","person","1026"
"befolkning_verdensregion_9","2015","72","norden","person","235"
"befolkning_verdensregion_9","2015","72","vest_europa","person","166"
"befolkning_verdensregion_9","2015","72","eu_ost_europa","person","540"
"befolkning_verdensregion_9","2015","72","ost_europa_ellers","person","177"
"befolkning_verdensregion_9","2015","72","nord_amerika_oseania","person","28"
"befolkning_verdensregion_9","2015","72","asia","person","484"
"befolkning_verdensregion_9","2015","72","afrika","person","408"
"befolkning_verdensregion_9","2015","72","sor_og_mellom_amerika","person","29"
"befolkning_verdensregion_9","2015","72","alle","person","2067"
"befolkning_verdensregion_9","2015","73","norden","person","658"
"befolkning_verdensregion_9","2015","73","vest_europa","person","628"
"befolkning_verdensregion_9","2015","73","eu_ost_europa","person","1473"
"befolkning_verdensregion_9","2015","73","ost_europa_ellers","person","525"
"befolkning_verdensregion_9","2015","73","nord_amerika_oseania","person","97"
"befolkning_verdensregion_9","2015","73","asia","person","1425"
"befolkning_verdensregion_9","2015","73","afrika","person","1163"
"befolkning_verdensregion_9","2015","73","sor_og_mellom_amerika","person","143"
"befolkning_verdensregion_9","2015","73","alle","person","6112"
"befolkning_verdensregion_9","2015","74","norden","person","374"
"befolkning_verdensregion_9","2015","74","vest_europa","person","168"
"befolkning_verdensregion_9","2015","74","eu_ost_europa","person","586"
"befolkning_verdensregion_9","2015","74","ost_europa_ellers","person","195"
"befolkning_verdensregion_9","2015","74","nord_amerika_oseania","person","33"
"befolkning_verdensregion_9","2015","74","asia","person","595"
"befolkning_verdensregion_9","2015","74","afrika","person","406"
"befolkning_verdensregion_9","2015","74","sor_og_mellom_amerika","person","45"
"befolkning_verdensregion_9","2015","74","alle","person","2402"
"befolkning_verdensregion_9","2015","75","norden","person","214"
"befolkning_verdensregion_9","2015","75","vest_europa","person","243"
"befolkning_verdensregion_9","2015","75","eu_ost_europa","person","809"
"befolkning_verdensregion_9","2015","75","ost_europa_ellers","person","115"
"befolkning_verdensregion_9","2015","75","nord_amerika_oseania","person","19"
"befolkning_verdensregion_9","2015","75","asia","person","526"
"befolkning_verdensregion_9","2015","75","afrika","person","366"
"befolkning_verdensregion_9","2015","75","sor_og_mellom_amerika","person","36"
"befolkning_verdensregion_9","2015","75","alle","person","2328"
"befolkning_verdensregion_9","2015","76","norden","person","234"
"befolkning_verdensregion_9","2015","76","vest_europa","person","216"
"befolkning_verdensregion_9","2015","76","eu_ost_europa","person","805"
"befolkning_verdensregion_9","2015","76","ost_europa_ellers","person","232"
"befolkning_verdensregion_9","2015","76","nord_amerika_oseania","person","25"
"befolkning_verdensregion_9","2015","76","asia","person","669"
"befolkning_verdensregion_9","2015","76","afrika","person","547"
"befolkning_verdensregion_9","2015","76","sor_og_mellom_amerika","person","65"
"befolkning_verdensregion_9","2015","76","alle","person","2793"
"befolkning_verdensregion_9","2015","77","norden","person","255"
"befolkning_verdensregion_9","2015","77","vest_europa","person","368"
"befolkning_verdensregion_9","2015","77","eu_ost_europa","person","609"
"befolkning_verdensregion_9","2015","77","ost_europa_ellers","person","205"
"befolkning_verdensregion_9","2015","77","nord_amerika_oseania","person","33"
"befolkning_verdensregion_9","2015","77","asia","person","910"
"befolkning_verdensregion_9","2015","77","afrika","person","650"
"befolkning_verdensregion_9","2015","77","sor_og_mellom_amerika","person","80"
"befolkning_verdensregion_9","2015","77","alle","person","3110"
"befolkning_verdensregion_9","2015","78","norden","person","233"
"befolkning_verdensregion_9","2015","78","vest_europa","person","214"
"befolkning_verdensregion_9","2015","78","eu_ost_europa","person","571"
"befolkning_verdensregion_9","2015","78","ost_europa_ellers","person","166"
"befolkning_verdensregion_9","2015","78","nord_amerika_oseania","person","13"
"befolkning_verdensregion_9","2015","78","asia","person","409"
"befolkning_verdensregion_9","2015","78","afrika","person","561"
"befolkning_verdensregion_9","2015","78","sor_og_mellom_amerika","person","43"
"befolkning_verdensregion_9","2015","78","alle","person","2210"
"befolkning_verdensregion_9","2015","79","norden","person","1376"
"befolkning_verdensregion_9","2015","79","vest_europa","person","1309"
"befolkning_verdensregion_9","2015","79","eu_ost_europa","person","2068"
"befolkning_verdensregion_9","2015","79","ost_europa_ellers","person","767"
"befolkning_verdensregion_9","2015","79","nord_amerika_oseania","person","204"
"befolkning_verdensregion_9","2015","79","asia","person","1548"
"befolkning_verdensregion_9","2015","79","afrika","person","1285"
"befolkning_verdensregion_9","2015","79","sor_og_mellom_amerika","person","202"
"befolkning_verdensregion_9","2015","79","alle","person","8759"
"befolkning_verdensregion_9","2015","80","norden","person","170"
"befolkning_verdensregion_9","2015","80","vest_europa","person","105"
"befolkning_verdensregion_9","2015","80","eu_ost_europa","person","316"
"befolkning_verdensregion_9","2015","80","ost_europa_ellers","person","68"
"befolkning_verdensregion_9","2015","80","nord_amerika_oseania","person","7"
"befolkning_verdensregion_9","2015","80","asia","person","176"
"befolkning_verdensregion_9","2015","80","afrika","person","139"
"befolkning_verdensregion_9","2015","80","sor_og_mellom_amerika","person","20"
"befolkning_verdensregion_9","2015","80","alle","person","1001"
"befolkning_verdensregion_9","2015","81","norden","person","658"
"befolkning_verdensregion_9","2015","81","vest_europa","person","316"
"befolkning_verdensregion_9","2015","81","eu_ost_europa","person","1347"
"befolkning_verdensregion_9","2015","81","ost_europa_ellers","person","450"
"befolkning_verdensregion_9","2015","81","nord_amerika_oseania","person","30"
"befolkning_verdensregion_9","2015","81","asia","person","957"
"befolkning_verdensregion_9","2015","81","afrika","person","433"
"befolkning_verdensregion_9","2015","81","sor_og_mellom_amerika","person","58"
"befolkning_verdensregion_9","2015","81","alle","person","4249"
"befolkning_verdensregion_9","2015","82","norden","person","377"
"befolkning_verdensregion_9","2015","82","vest_europa","person","58"
"befolkning_verdensregion_9","2015","82","eu_ost_europa","person","212"
"befolkning_verdensregion_9","2015","82","ost_europa_ellers","person","153"
"befolkning_verdensregion_9","2015","82","nord_amerika_oseania","person","11"
"befolkning_verdensregion_9","2015","82","asia","person","138"
"befolkning_verdensregion_9","2015","82","afrika","person","65"
"befolkning_verdensregion_9","2015","82","sor_og_mellom_amerika","person","13"
"befolkning_verdensregion_9","2015","82","alle","person","1027"
"befolkning_verdensregion_9","2015","83","norden","person","623"
"befolkning_verdensregion_9","2015","83","vest_europa","person","183"
"befolkning_verdensregion_9","2015","83","eu_ost_europa","person","945"
"befolkning_verdensregion_9","2015","83","ost_europa_ellers","person","753"
"befolkning_verdensregion_9","2015","83","nord_amerika_oseania","person","34"
"befolkning_verdensregion_9","2015","83","asia","person","676"
"befolkning_verdensregion_9","2015","83","afrika","person","449"
"befolkning_verdensregion_9","2015","83","sor_og_mellom_amerika","person","51"
"befolkning_verdensregion_9","2015","83","alle","person","3714"
