"bydel_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"030112","ettaar","0","arbutd","2014","prosent","36","intro_status_arbutd"
"030113","ettaar","0","arbutd","2014","prosent",":","intro_status_arbutd"
"030114","ettaar","0","arbutd","2014","prosent",":","intro_status_arbutd"
"030115","ettaar","0","arbutd","2014","prosent",":","intro_status_arbutd"
"030116","ettaar","0","arbutd","2014","prosent","0","intro_status_arbutd"
"030117","ettaar","0","arbutd","2014","prosent","0","intro_status_arbutd"
"030199","ettaar","0","arbutd","2014","prosent",":","intro_status_arbutd"
"030101","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030102","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030103","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030104","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030105","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030106","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030107","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030108","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030109","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030110","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030111","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030112","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030113","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030114","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030115","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030116","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030117","ettaar","0","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030199","ettaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030101","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030102","ettaar","0","annet","2014","prosent","35","intro_status_arbutd"
"030103","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030104","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030105","ettaar","0","annet","2014","prosent","75","intro_status_arbutd"
"030106","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030107","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030108","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030109","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030110","ettaar","0","annet","2014","prosent","29","intro_status_arbutd"
"030111","ettaar","0","annet","2014","prosent","54","intro_status_arbutd"
"030112","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030113","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030114","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030115","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030116","ettaar","0","annet","2014","prosent","0","intro_status_arbutd"
"030117","ettaar","0","annet","2014","prosent","0","intro_status_arbutd"
"030199","ettaar","0","annet","2014","prosent",":","intro_status_arbutd"
"030101","toaar","alle","alle","2014","personer","26","intro_status_arbutd"
"030102","toaar","alle","alle","2014","personer","27","intro_status_arbutd"
"030103","toaar","alle","alle","2014","personer","11","intro_status_arbutd"
"030104","toaar","alle","alle","2014","personer","13","intro_status_arbutd"
"030105","toaar","alle","alle","2014","personer","10","intro_status_arbutd"
"030106","toaar","alle","alle","2014","personer",":","intro_status_arbutd"
"030107","toaar","alle","alle","2014","personer","12","intro_status_arbutd"
"030108","toaar","alle","alle","2014","personer","12","intro_status_arbutd"
"030109","toaar","alle","alle","2014","personer","15","intro_status_arbutd"
"030110","toaar","alle","alle","2014","personer","17","intro_status_arbutd"
"030111","toaar","alle","alle","2014","personer","27","intro_status_arbutd"
"030112","toaar","alle","alle","2014","personer","36","intro_status_arbutd"
"030113","toaar","alle","alle","2014","personer","12","intro_status_arbutd"
"030114","toaar","alle","alle","2014","personer","16","intro_status_arbutd"
"030115","toaar","alle","alle","2014","personer","14","intro_status_arbutd"
"030116","toaar","alle","alle","2014","personer",":","intro_status_arbutd"
"030117","toaar","alle","alle","2014","personer","0","intro_status_arbutd"
"030199","toaar","alle","alle","2014","personer","11","intro_status_arbutd"
"030101","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030102","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030103","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030104","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030105","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030106","toaar","alle","alle","2014","prosent",":","intro_status_arbutd"
"030107","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030108","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030109","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030110","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030111","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030112","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030113","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030114","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030115","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030116","toaar","alle","alle","2014","prosent",":","intro_status_arbutd"
"030117","toaar","alle","alle","2014","prosent","0","intro_status_arbutd"
"030199","toaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"030101","toaar","alle","arbutd","2014","personer","15","intro_status_arbutd"
"030102","toaar","alle","arbutd","2014","personer","15","intro_status_arbutd"
"030103","toaar","alle","arbutd","2014","personer","6","intro_status_arbutd"
"030104","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030105","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030106","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030107","toaar","alle","arbutd","2014","personer","7","intro_status_arbutd"
"030108","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030109","toaar","alle","arbutd","2014","personer","9","intro_status_arbutd"
"030110","toaar","alle","arbutd","2014","personer","14","intro_status_arbutd"
"030111","toaar","alle","arbutd","2014","personer","12","intro_status_arbutd"
"030112","toaar","alle","arbutd","2014","personer","24","intro_status_arbutd"
"030113","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030114","toaar","alle","arbutd","2014","personer","8","intro_status_arbutd"
"030115","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030116","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030117","toaar","alle","arbutd","2014","personer","0","intro_status_arbutd"
"030199","toaar","alle","arbutd","2014","personer",":","intro_status_arbutd"
"030101","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030102","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030103","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030104","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030105","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030106","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030107","toaar","alle","ledig_tiltak","2014","personer","5","intro_status_arbutd"
"030108","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030109","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030110","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030111","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030112","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030113","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030114","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030115","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030116","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030117","toaar","alle","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030199","toaar","alle","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030101","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030102","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030103","toaar","alle","annet","2014","personer","5","intro_status_arbutd"
"030104","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030105","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030106","toaar","alle","annet","2014","personer","7","intro_status_arbutd"
"030107","toaar","alle","annet","2014","personer","0","intro_status_arbutd"
"030108","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030109","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030110","toaar","alle","annet","2014","personer","3","intro_status_arbutd"
"030111","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030112","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030113","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030114","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030115","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030116","toaar","alle","annet","2014","personer",":","intro_status_arbutd"
"030117","toaar","alle","annet","2014","personer","0","intro_status_arbutd"
"030199","toaar","alle","annet","2014","personer","6","intro_status_arbutd"
"030101","toaar","alle","arbutd","2014","prosent","58","intro_status_arbutd"
"030102","toaar","alle","arbutd","2014","prosent","56","intro_status_arbutd"
"030103","toaar","alle","arbutd","2014","prosent","55","intro_status_arbutd"
"030104","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030105","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030106","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030107","toaar","alle","arbutd","2014","prosent","58","intro_status_arbutd"
"030108","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030109","toaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"030110","toaar","alle","arbutd","2014","prosent","82","intro_status_arbutd"
"030111","toaar","alle","arbutd","2014","prosent","44","intro_status_arbutd"
"030112","toaar","alle","arbutd","2014","prosent","67","intro_status_arbutd"
"030113","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030114","toaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"030115","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030116","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030117","toaar","alle","arbutd","2014","prosent","0","intro_status_arbutd"
"030199","toaar","alle","arbutd","2014","prosent",":","intro_status_arbutd"
"030101","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030102","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030103","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030104","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030105","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030106","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030107","toaar","alle","ledig_tiltak","2014","prosent","42","intro_status_arbutd"
"030108","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030109","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030110","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030111","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030112","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030113","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030114","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030115","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030116","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030117","toaar","alle","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030199","toaar","alle","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030101","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030102","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030103","toaar","alle","annet","2014","prosent","45","intro_status_arbutd"
"030104","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030105","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030106","toaar","alle","annet","2014","prosent","88","intro_status_arbutd"
"030107","toaar","alle","annet","2014","prosent","0","intro_status_arbutd"
"030108","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030109","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030110","toaar","alle","annet","2014","prosent","18","intro_status_arbutd"
"030111","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030112","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030113","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030114","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030115","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030116","toaar","alle","annet","2014","prosent",":","intro_status_arbutd"
"030117","toaar","alle","annet","2014","prosent","0","intro_status_arbutd"
"030199","toaar","alle","annet","2014","prosent","55","intro_status_arbutd"
"030101","toaar","1","alle","2014","personer","11","intro_status_arbutd"
"030102","toaar","1","alle","2014","personer","16","intro_status_arbutd"
"030103","toaar","1","alle","2014","personer","4","intro_status_arbutd"
"030104","toaar","1","alle","2014","personer","7","intro_status_arbutd"
"030105","toaar","1","alle","2014","personer","5","intro_status_arbutd"
"030106","toaar","1","alle","2014","personer",":","intro_status_arbutd"
"030107","toaar","1","alle","2014","personer","6","intro_status_arbutd"
"030108","toaar","1","alle","2014","personer","8","intro_status_arbutd"
"030109","toaar","1","alle","2014","personer","4","intro_status_arbutd"
"030110","toaar","1","alle","2014","personer","5","intro_status_arbutd"
"030111","toaar","1","alle","2014","personer","8","intro_status_arbutd"
"030112","toaar","1","alle","2014","personer","15","intro_status_arbutd"
"030113","toaar","1","alle","2014","personer",":","intro_status_arbutd"
"030114","toaar","1","alle","2014","personer","7","intro_status_arbutd"
"030115","toaar","1","alle","2014","personer","7","intro_status_arbutd"
"030116","toaar","1","alle","2014","personer","0","intro_status_arbutd"
"030117","toaar","1","alle","2014","personer","0","intro_status_arbutd"
"030199","toaar","1","alle","2014","personer","5","intro_status_arbutd"
"030101","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030102","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030103","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030104","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030105","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030106","toaar","1","alle","2014","prosent",":","intro_status_arbutd"
"030107","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030108","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030109","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030110","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030111","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030112","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030113","toaar","1","alle","2014","prosent",":","intro_status_arbutd"
"030114","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030115","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030116","toaar","1","alle","2014","prosent","0","intro_status_arbutd"
"030117","toaar","1","alle","2014","prosent","0","intro_status_arbutd"
"030199","toaar","1","alle","2014","prosent","100","intro_status_arbutd"
"030101","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030102","toaar","1","arbutd","2014","personer","10","intro_status_arbutd"
"030103","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030104","toaar","1","arbutd","2014","personer","7","intro_status_arbutd"
"030105","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030106","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030107","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030108","toaar","1","arbutd","2014","personer","8","intro_status_arbutd"
"030109","toaar","1","arbutd","2014","personer","4","intro_status_arbutd"
"030110","toaar","1","arbutd","2014","personer","5","intro_status_arbutd"
"030111","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030112","toaar","1","arbutd","2014","personer","11","intro_status_arbutd"
"030113","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030114","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030115","toaar","1","arbutd","2014","personer","7","intro_status_arbutd"
"030116","toaar","1","arbutd","2014","personer","0","intro_status_arbutd"
"030117","toaar","1","arbutd","2014","personer","0","intro_status_arbutd"
"030199","toaar","1","arbutd","2014","personer",":","intro_status_arbutd"
"030101","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030102","toaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030103","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030104","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030105","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030106","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030107","toaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030108","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030109","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030110","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030111","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030112","toaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030113","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030114","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030115","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030116","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030117","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030199","toaar","1","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030101","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030102","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030103","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030104","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030105","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030106","toaar","1","annet","2014","personer","3","intro_status_arbutd"
"030107","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030108","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030109","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030110","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030111","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030112","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030113","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030114","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030115","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030116","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030117","toaar","1","annet","2014","personer","0","intro_status_arbutd"
"030199","toaar","1","annet","2014","personer",":","intro_status_arbutd"
"030101","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030102","toaar","1","arbutd","2014","prosent","63","intro_status_arbutd"
"030103","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030104","toaar","1","arbutd","2014","prosent","100","intro_status_arbutd"
"030105","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030106","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030107","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030108","toaar","1","arbutd","2014","prosent","100","intro_status_arbutd"
"030109","toaar","1","arbutd","2014","prosent","100","intro_status_arbutd"
"030110","toaar","1","arbutd","2014","prosent","100","intro_status_arbutd"
"030111","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030112","toaar","1","arbutd","2014","prosent","73","intro_status_arbutd"
"030113","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030114","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030115","toaar","1","arbutd","2014","prosent","100","intro_status_arbutd"
"030116","toaar","1","arbutd","2014","prosent","0","intro_status_arbutd"
"030117","toaar","1","arbutd","2014","prosent","0","intro_status_arbutd"
"030199","toaar","1","arbutd","2014","prosent",":","intro_status_arbutd"
"030101","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030102","toaar","1","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030103","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030104","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030105","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030106","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030107","toaar","1","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030108","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030109","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030110","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030111","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030112","toaar","1","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"030113","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030114","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030115","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030116","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030117","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030199","toaar","1","ledig_tiltak","2014","prosent","0","intro_status_arbutd"
"030101","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030102","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030103","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030104","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030105","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030106","toaar","1","annet","2014","prosent","75","intro_status_arbutd"
"030107","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030108","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030109","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030110","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030111","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030112","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030113","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030114","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030115","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030116","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030117","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"030199","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"030101","toaar","0","alle","2014","personer","9","intro_status_arbutd"
"030102","toaar","0","alle","2014","personer","17","intro_status_arbutd"
"030103","toaar","0","alle","2014","personer","9","intro_status_arbutd"
"030104","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"030105","toaar","0","alle","2014","personer","12","intro_status_arbutd"
"030106","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"030107","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"030108","toaar","0","alle","2014","personer","7","intro_status_arbutd"
"030109","toaar","0","alle","2014","personer","10","intro_status_arbutd"
"030110","toaar","0","alle","2014","personer","14","intro_status_arbutd"
"030111","toaar","0","alle","2014","personer","13","intro_status_arbutd"
"030112","toaar","0","alle","2014","personer","14","intro_status_arbutd"
"030113","toaar","0","alle","2014","personer","7","intro_status_arbutd"
"030114","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"030115","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"030116","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"030117","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"030199","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"030101","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030102","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030103","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030104","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030105","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030106","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030107","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030108","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030109","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030110","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030111","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030112","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030113","toaar","0","alle","2014","prosent",":","intro_status_arbutd"
"030114","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030115","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030116","toaar","0","alle","2014","prosent",":","intro_status_arbutd"
"030117","toaar","0","alle","2014","prosent","0","intro_status_arbutd"
"030199","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"030101","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030102","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030103","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030104","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030105","toaar","0","arbutd","2014","personer","3","intro_status_arbutd"
"030106","toaar","0","arbutd","2014","personer","0","intro_status_arbutd"
"030107","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030108","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030109","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030110","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030111","toaar","0","arbutd","2014","personer","6","intro_status_arbutd"
"030112","toaar","0","arbutd","2014","personer","5","intro_status_arbutd"
"030113","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030114","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030115","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030116","toaar","0","arbutd","2014","personer","0","intro_status_arbutd"
"030117","toaar","0","arbutd","2014","personer","0","intro_status_arbutd"
"030199","toaar","0","arbutd","2014","personer",":","intro_status_arbutd"
"030101","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030102","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030103","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030104","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030105","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030106","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030107","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030108","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030109","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030110","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030111","toaar","0","ledig_tiltak","2014","personer","0","intro_status_arbutd"
"030112","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"030113","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
