"naringsregion_nr","tilskudd_til_kommuner","tabellvariabel","tabell_navn","aar","enhet"
"31","inttilsk_1",7580000,"tilskudd","2015","kroner"
"32","inttilsk_1",47764800,"tilskudd","2015","kroner"
"33","inttilsk_1",32339000,"tilskudd","2015","kroner"
"34","inttilsk_1",20773000,"tilskudd","2015","kroner"
"35","inttilsk_1",81110500,"tilskudd","2015","kroner"
"36","inttilsk_1",14028200,"tilskudd","2015","kroner"
"37","inttilsk_1",49334700,"tilskudd","2015","kroner"
"38","inttilsk_1",19726000,"tilskudd","2015","kroner"
"39","inttilsk_1",80763000,"tilskudd","2015","kroner"
"40","inttilsk_1",71960000,"tilskudd","2015","kroner"
"41","inttilsk_1",6582200,"tilskudd","2015","kroner"
"42","inttilsk_1",15765000,"tilskudd","2015","kroner"
"43","inttilsk_1",0,"tilskudd","2015","kroner"
"44","inttilsk_1",14425000,"tilskudd","2015","kroner"
"45","inttilsk_1",7019000,"tilskudd","2015","kroner"
"46","inttilsk_1",28925000,"tilskudd","2015","kroner"
"47","inttilsk_1",19439000,"tilskudd","2015","kroner"
"48","inttilsk_1",3776000,"tilskudd","2015","kroner"
"49","inttilsk_1",28664000,"tilskudd","2015","kroner"
"50","inttilsk_1",29666000,"tilskudd","2015","kroner"
"51","inttilsk_1",16771000,"tilskudd","2015","kroner"
"52","inttilsk_1",42937000,"tilskudd","2015","kroner"
"53","inttilsk_1",41644000,"tilskudd","2015","kroner"
"54","inttilsk_1",4672000,"tilskudd","2015","kroner"
"55","inttilsk_1",25945000,"tilskudd","2015","kroner"
"56","inttilsk_1",29034400,"tilskudd","2015","kroner"
"57","inttilsk_1",19126800,"tilskudd","2015","kroner"
"58","inttilsk_1",3480000,"tilskudd","2015","kroner"
"59","inttilsk_1",7124400,"tilskudd","2015","kroner"
"60","inttilsk_1",12663000,"tilskudd","2015","kroner"
"61","inttilsk_1",122628500,"tilskudd","2015","kroner"
"62","inttilsk_1",7351000,"tilskudd","2015","kroner"
"63","inttilsk_1",16853000,"tilskudd","2015","kroner"
"64","inttilsk_1",30728400,"tilskudd","2015","kroner"
"65","inttilsk_1",6652000,"tilskudd","2015","kroner"
"66","inttilsk_1",9158000,"tilskudd","2015","kroner"
"67","inttilsk_1",12140000,"tilskudd","2015","kroner"
"68","inttilsk_1",7650000,"tilskudd","2015","kroner"
"69","inttilsk_1",18038000,"tilskudd","2015","kroner"
"70","inttilsk_1",0,"tilskudd","2015","kroner"
"71","inttilsk_1",8870000,"tilskudd","2015","kroner"
"72","inttilsk_1",9058160,"tilskudd","2015","kroner"
"73","inttilsk_1",54635800,"tilskudd","2015","kroner"
"74","inttilsk_1",16686000,"tilskudd","2015","kroner"
"75","inttilsk_1",28706000,"tilskudd","2015","kroner"
"76","inttilsk_1",37531000,"tilskudd","2015","kroner"
"77","inttilsk_1",33934000,"tilskudd","2015","kroner"
"78","inttilsk_1",32551000,"tilskudd","2015","kroner"
"79","inttilsk_1",45850500,"tilskudd","2015","kroner"
"80","inttilsk_1",6029000,"tilskudd","2015","kroner"
"81","inttilsk_1",21620500,"tilskudd","2015","kroner"
"82","inttilsk_1",5090000,"tilskudd","2015","kroner"
"83","inttilsk_1",30806000,"tilskudd","2015","kroner"
"99","inttilsk_1",0,"tilskudd","2015","kroner"
"01","inttilsk_1_5",19989400,"tilskudd","2015","kroner"
"02","inttilsk_1_5",40844000,"tilskudd","2015","kroner"
"03","inttilsk_1_5",45463000,"tilskudd","2015","kroner"
"04","inttilsk_1_5",93390200,"tilskudd","2015","kroner"
"05","inttilsk_1_5",139223100,"tilskudd","2015","kroner"
"06","inttilsk_1_5",139699037.5,"tilskudd","2015","kroner"
"07","inttilsk_1_5",158109300,"tilskudd","2015","kroner"
"08","inttilsk_1_5",66680500,"tilskudd","2015","kroner"
"09","inttilsk_1_5",459729712.5,"tilskudd","2015","kroner"
"10","inttilsk_1_5",38875700,"tilskudd","2015","kroner"
"11","inttilsk_1_5",44168400,"tilskudd","2015","kroner"
"12","inttilsk_1_5",93161300,"tilskudd","2015","kroner"
"13","inttilsk_1_5",53815000,"tilskudd","2015","kroner"
"14","inttilsk_1_5",97017600,"tilskudd","2015","kroner"
"15","inttilsk_1_5",70894400,"tilskudd","2015","kroner"
"16","inttilsk_1_5",62865550,"tilskudd","2015","kroner"
"17","inttilsk_1_5",14889800,"tilskudd","2015","kroner"
"18","inttilsk_1_5",46720350,"tilskudd","2015","kroner"
"19","inttilsk_1_5",25093000,"tilskudd","2015","kroner"
"20","inttilsk_1_5",218231600,"tilskudd","2015","kroner"
"21","inttilsk_1_5",39629600,"tilskudd","2015","kroner"
"22","inttilsk_1_5",50144850,"tilskudd","2015","kroner"
"23","inttilsk_1_5",25562400,"tilskudd","2015","kroner"
"24","inttilsk_1_5",34502400,"tilskudd","2015","kroner"
"25","inttilsk_1_5",133497100,"tilskudd","2015","kroner"
"26","inttilsk_1_5",81061500,"tilskudd","2015","kroner"
"27","inttilsk_1_5",206413250,"tilskudd","2015","kroner"
"28","inttilsk_1_5",37910400,"tilskudd","2015","kroner"
"29","inttilsk_1_5",68960600,"tilskudd","2015","kroner"
"30","inttilsk_1_5",24703200,"tilskudd","2015","kroner"
"31","inttilsk_1_5",20141400,"tilskudd","2015","kroner"
"32","inttilsk_1_5",141097150,"tilskudd","2015","kroner"
"33","inttilsk_1_5",79737000,"tilskudd","2015","kroner"
"34","inttilsk_1_5",54505000,"tilskudd","2015","kroner"
"35","inttilsk_1_5",249667200,"tilskudd","2015","kroner"
"36","inttilsk_1_5",44490800,"tilskudd","2015","kroner"
"37","inttilsk_1_5",122370500,"tilskudd","2015","kroner"
"38","inttilsk_1_5",46885200,"tilskudd","2015","kroner"
"39","inttilsk_1_5",254361750,"tilskudd","2015","kroner"
"40","inttilsk_1_5",277846750,"tilskudd","2015","kroner"
"41","inttilsk_1_5",13112000,"tilskudd","2015","kroner"
"42","inttilsk_1_5",43022400,"tilskudd","2015","kroner"
"43","inttilsk_1_5",14174600,"tilskudd","2015","kroner"
"44","inttilsk_1_5",36053000,"tilskudd","2015","kroner"
"45","inttilsk_1_5",14227800,"tilskudd","2015","kroner"
"46","inttilsk_1_5",73791800,"tilskudd","2015","kroner"
"47","inttilsk_1_5",59706200,"tilskudd","2015","kroner"
"48","inttilsk_1_5",8620000,"tilskudd","2015","kroner"
"49","inttilsk_1_5",61100200,"tilskudd","2015","kroner"
"50","inttilsk_1_5",68195000,"tilskudd","2015","kroner"
"51","inttilsk_1_5",58154800,"tilskudd","2015","kroner"
"52","inttilsk_1_5",117829200,"tilskudd","2015","kroner"
"53","inttilsk_1_5",103397800,"tilskudd","2015","kroner"
"54","inttilsk_1_5",14625800,"tilskudd","2015","kroner"
"55","inttilsk_1_5",72825400,"tilskudd","2015","kroner"
"56","inttilsk_1_5",75931700,"tilskudd","2015","kroner"
"57","inttilsk_1_5",36435800,"tilskudd","2015","kroner"
"58","inttilsk_1_5",6703000,"tilskudd","2015","kroner"
"59","inttilsk_1_5",20050700,"tilskudd","2015","kroner"
"60","inttilsk_1_5",29488000,"tilskudd","2015","kroner"
"61","inttilsk_1_5",317001800,"tilskudd","2015","kroner"
"62","inttilsk_1_5",13970000,"tilskudd","2015","kroner"
"63","inttilsk_1_5",54211000,"tilskudd","2015","kroner"
"64","inttilsk_1_5",103876100,"tilskudd","2015","kroner"
"65","inttilsk_1_5",22465350,"tilskudd","2015","kroner"
"66","inttilsk_1_5",32405000,"tilskudd","2015","kroner"
"67","inttilsk_1_5",41860500,"tilskudd","2015","kroner"
"68","inttilsk_1_5",28926000,"tilskudd","2015","kroner"
"69","inttilsk_1_5",54692700,"tilskudd","2015","kroner"
"70","inttilsk_1_5",82200,"tilskudd","2015","kroner"
"71","inttilsk_1_5",27078000,"tilskudd","2015","kroner"
"72","inttilsk_1_5",45407460,"tilskudd","2015","kroner"
"73","inttilsk_1_5",159812400,"tilskudd","2015","kroner"
"74","inttilsk_1_5",54973700,"tilskudd","2015","kroner"
"75","inttilsk_1_5",76403200,"tilskudd","2015","kroner"
"76","inttilsk_1_5",100380300,"tilskudd","2015","kroner"
"77","inttilsk_1_5",94463900,"tilskudd","2015","kroner"
"78","inttilsk_1_5",87085400,"tilskudd","2015","kroner"
"79","inttilsk_1_5",117463500,"tilskudd","2015","kroner"
"80","inttilsk_1_5",17426400,"tilskudd","2015","kroner"
"81","inttilsk_1_5",64306200,"tilskudd","2015","kroner"
"82","inttilsk_1_5",16278400,"tilskudd","2015","kroner"
"83","inttilsk_1_5",96942200,"tilskudd","2015","kroner"
"99","inttilsk_1_5",0,"tilskudd","2015","kroner"
"01","inttilsk_2_5",9857400,"tilskudd","2015","kroner"
"02","inttilsk_2_5",26403000,"tilskudd","2015","kroner"
"03","inttilsk_2_5",29825000,"tilskudd","2015","kroner"
"04","inttilsk_2_5",69159200,"tilskudd","2015","kroner"
"05","inttilsk_2_5",98226100,"tilskudd","2015","kroner"
"06","inttilsk_2_5",92115037.5,"tilskudd","2015","kroner"
"07","inttilsk_2_5",99269300,"tilskudd","2015","kroner"
"08","inttilsk_2_5",42624500,"tilskudd","2015","kroner"
"09","inttilsk_2_5",334513212.5,"tilskudd","2015","kroner"
"10","inttilsk_2_5",24282900,"tilskudd","2015","kroner"
"11","inttilsk_2_5",26740400,"tilskudd","2015","kroner"
"12","inttilsk_2_5",64516300,"tilskudd","2015","kroner"
"13","inttilsk_2_5",36969200,"tilskudd","2015","kroner"
"14","inttilsk_2_5",64136600,"tilskudd","2015","kroner"
"15","inttilsk_2_5",49631400,"tilskudd","2015","kroner"
"16","inttilsk_2_5",41217550,"tilskudd","2015","kroner"
"17","inttilsk_2_5",11126800,"tilskudd","2015","kroner"
"18","inttilsk_2_5",29590350,"tilskudd","2015","kroner"
"19","inttilsk_2_5",15621000,"tilskudd","2015","kroner"
"20","inttilsk_2_5",148438600,"tilskudd","2015","kroner"
"21","inttilsk_2_5",23062600,"tilskudd","2015","kroner"
"22","inttilsk_2_5",35733850,"tilskudd","2015","kroner"
"23","inttilsk_2_5",14153400,"tilskudd","2015","kroner"
"24","inttilsk_2_5",18863400,"tilskudd","2015","kroner"
"25","inttilsk_2_5",83754100,"tilskudd","2015","kroner"
"26","inttilsk_2_5",45518500,"tilskudd","2015","kroner"
"27","inttilsk_2_5",141780250,"tilskudd","2015","kroner"
"28","inttilsk_2_5",23372400,"tilskudd","2015","kroner"
"29","inttilsk_2_5",40528600,"tilskudd","2015","kroner"
"30","inttilsk_2_5",12877200,"tilskudd","2015","kroner"
"31","inttilsk_2_5",12561400,"tilskudd","2015","kroner"
"32","inttilsk_2_5",93332350,"tilskudd","2015","kroner"
"33","inttilsk_2_5",47398000,"tilskudd","2015","kroner"
"34","inttilsk_2_5",33732000,"tilskudd","2015","kroner"
"35","inttilsk_2_5",168556700,"tilskudd","2015","kroner"
"36","inttilsk_2_5",30462600,"tilskudd","2015","kroner"
"37","inttilsk_2_5",73035800,"tilskudd","2015","kroner"
"38","inttilsk_2_5",27159200,"tilskudd","2015","kroner"
"39","inttilsk_2_5",173598750,"tilskudd","2015","kroner"
"40","inttilsk_2_5",205886750,"tilskudd","2015","kroner"
"41","inttilsk_2_5",6529800,"tilskudd","2015","kroner"
"42","inttilsk_2_5",27257400,"tilskudd","2015","kroner"
"43","inttilsk_2_5",14174600,"tilskudd","2015","kroner"
"44","inttilsk_2_5",21628000,"tilskudd","2015","kroner"
"45","inttilsk_2_5",7208800,"tilskudd","2015","kroner"
"46","inttilsk_2_5",44866800,"tilskudd","2015","kroner"
"47","inttilsk_2_5",40267200,"tilskudd","2015","kroner"
"48","inttilsk_2_5",4844000,"tilskudd","2015","kroner"
"49","inttilsk_2_5",32436200,"tilskudd","2015","kroner"
"50","inttilsk_2_5",38529000,"tilskudd","2015","kroner"
"51","inttilsk_2_5",41383800,"tilskudd","2015","kroner"
"52","inttilsk_2_5",74892200,"tilskudd","2015","kroner"
"53","inttilsk_2_5",61753800,"tilskudd","2015","kroner"
"54","inttilsk_2_5",9953800,"tilskudd","2015","kroner"
"55","inttilsk_2_5",46880400,"tilskudd","2015","kroner"
"56","inttilsk_2_5",46897300,"tilskudd","2015","kroner"
"57","inttilsk_2_5",17309000,"tilskudd","2015","kroner"
"58","inttilsk_2_5",3223000,"tilskudd","2015","kroner"
"59","inttilsk_2_5",12926300,"tilskudd","2015","kroner"
"60","inttilsk_2_5",16825000,"tilskudd","2015","kroner"
"61","inttilsk_2_5",194373300,"tilskudd","2015","kroner"
"62","inttilsk_2_5",6619000,"tilskudd","2015","kroner"
"63","inttilsk_2_5",37358000,"tilskudd","2015","kroner"
"64","inttilsk_2_5",73147700,"tilskudd","2015","kroner"
"65","inttilsk_2_5",15813350,"tilskudd","2015","kroner"
"66","inttilsk_2_5",23247000,"tilskudd","2015","kroner"
"67","inttilsk_2_5",29720500,"tilskudd","2015","kroner"
"68","inttilsk_2_5",21276000,"tilskudd","2015","kroner"
"69","inttilsk_2_5",36654700,"tilskudd","2015","kroner"
"70","inttilsk_2_5",82200,"tilskudd","2015","kroner"
"71","inttilsk_2_5",18208000,"tilskudd","2015","kroner"
"72","inttilsk_2_5",36349300,"tilskudd","2015","kroner"
"73","inttilsk_2_5",105176600,"tilskudd","2015","kroner"
"74","inttilsk_2_5",38287700,"tilskudd","2015","kroner"
"75","inttilsk_2_5",47697200,"tilskudd","2015","kroner"
"76","inttilsk_2_5",62849300,"tilskudd","2015","kroner"
"77","inttilsk_2_5",60529900,"tilskudd","2015","kroner"
"78","inttilsk_2_5",54534400,"tilskudd","2015","kroner"
"79","inttilsk_2_5",71613000,"tilskudd","2015","kroner"
"80","inttilsk_2_5",11397400,"tilskudd","2015","kroner"
"81","inttilsk_2_5",42685700,"tilskudd","2015","kroner"
"82","inttilsk_2_5",11188400,"tilskudd","2015","kroner"
"83","inttilsk_2_5",66136200,"tilskudd","2015","kroner"
"99","inttilsk_2_5",0,"tilskudd","2015","kroner"
"01","norsk_samf_tilsk",4038962.5,"tilskudd","2015","kroner"
"02","norsk_samf_tilsk",24107839.99,"tilskudd","2015","kroner"
"03","norsk_samf_tilsk",20046037.48,"tilskudd","2015","kroner"
"04","norsk_samf_tilsk",27660929.16,"tilskudd","2015","kroner"
"05","norsk_samf_tilsk",33769119.16,"tilskudd","2015","kroner"
"06","norsk_samf_tilsk",30267820.83,"tilskudd","2015","kroner"
"07","norsk_samf_tilsk",37455158.33,"tilskudd","2015","kroner"
"08","norsk_samf_tilsk",20273862.5,"tilskudd","2015","kroner"
"09","norsk_samf_tilsk",176671987.5,"tilskudd","2015","kroner"
"10","norsk_samf_tilsk",7771600,"tilskudd","2015","kroner"
"11","norsk_samf_tilsk",24898367.48,"tilskudd","2015","kroner"
"12","norsk_samf_tilsk",21933979.16,"tilskudd","2015","kroner"
"13","norsk_samf_tilsk",20899716.66,"tilskudd","2015","kroner"
"14","norsk_samf_tilsk",30041492.49,"tilskudd","2015","kroner"
"15","norsk_samf_tilsk",13301363.32,"tilskudd","2015","kroner"
"16","norsk_samf_tilsk",9316600,"tilskudd","2015","kroner"
"17","norsk_samf_tilsk",7420112.5,"tilskudd","2015","kroner"
"18","norsk_samf_tilsk",20765716.66,"tilskudd","2015","kroner"
"19","norsk_samf_tilsk",15709100,"tilskudd","2015","kroner"
"20","norsk_samf_tilsk",47453979.16,"tilskudd","2015","kroner"
"21","norsk_samf_tilsk",21256474.99,"tilskudd","2015","kroner"
"22","norsk_samf_tilsk",13927237.5,"tilskudd","2015","kroner"
"23","norsk_samf_tilsk",5608512.5,"tilskudd","2015","kroner"
"24","norsk_samf_tilsk",8873563.32,"tilskudd","2015","kroner"
"25","norsk_samf_tilsk",34145412.5,"tilskudd","2015","kroner"
"26","norsk_samf_tilsk",21280675,"tilskudd","2015","kroner"
"27","norsk_samf_tilsk",40534391.67,"tilskudd","2015","kroner"
"28","norsk_samf_tilsk",10818733.32,"tilskudd","2015","kroner"
"29","norsk_samf_tilsk",16284895.83,"tilskudd","2015","kroner"
"30","norsk_samf_tilsk",5391587.5,"tilskudd","2015","kroner"
"31","norsk_samf_tilsk",6373691.66,"tilskudd","2015","kroner"
"32","norsk_samf_tilsk",32925666.66,"tilskudd","2015","kroner"
"33","norsk_samf_tilsk",35734322.49,"tilskudd","2015","kroner"
"34","norsk_samf_tilsk",15825612.5,"tilskudd","2015","kroner"
"35","norsk_samf_tilsk",52343979.15,"tilskudd","2015","kroner"
"36","norsk_samf_tilsk",11487179.16,"tilskudd","2015","kroner"
"37","norsk_samf_tilsk",25905862.5,"tilskudd","2015","kroner"
"38","norsk_samf_tilsk",10697983.33,"tilskudd","2015","kroner"
"39","norsk_samf_tilsk",86883687.49,"tilskudd","2015","kroner"
"40","norsk_samf_tilsk",60448950,"tilskudd","2015","kroner"
"41","norsk_samf_tilsk",5322650,"tilskudd","2015","kroner"
"42","norsk_samf_tilsk",11492208.32,"tilskudd","2015","kroner"
"43","norsk_samf_tilsk",6929541.66,"tilskudd","2015","kroner"
"44","norsk_samf_tilsk",7898175,"tilskudd","2015","kroner"
"45","norsk_samf_tilsk",3842037.5,"tilskudd","2015","kroner"
"46","norsk_samf_tilsk",19906670.82,"tilskudd","2015","kroner"
"47","norsk_samf_tilsk",14207908.32,"tilskudd","2015","kroner"
"48","norsk_samf_tilsk",3699112.5,"tilskudd","2015","kroner"
"49","norsk_samf_tilsk",11646300,"tilskudd","2015","kroner"
"50","norsk_samf_tilsk",27125133.31,"tilskudd","2015","kroner"
"51","norsk_samf_tilsk",20685060.82,"tilskudd","2015","kroner"
"52","norsk_samf_tilsk",36897523.33,"tilskudd","2015","kroner"
"53","norsk_samf_tilsk",20998479.16,"tilskudd","2015","kroner"
"54","norsk_samf_tilsk",5371550,"tilskudd","2015","kroner"
"55","norsk_samf_tilsk",26044114.99,"tilskudd","2015","kroner"
"56","norsk_samf_tilsk",20854729.16,"tilskudd","2015","kroner"
"57","norsk_samf_tilsk",8342687.5,"tilskudd","2015","kroner"
"58","norsk_samf_tilsk",2955150,"tilskudd","2015","kroner"
"59","norsk_samf_tilsk",3345237.5,"tilskudd","2015","kroner"
"60","norsk_samf_tilsk",11628000,"tilskudd","2015","kroner"
"61","norsk_samf_tilsk",62114687.49,"tilskudd","2015","kroner"
"62","norsk_samf_tilsk",2918775,"tilskudd","2015","kroner"
"63","norsk_samf_tilsk",11908145,"tilskudd","2015","kroner"
"64","norsk_samf_tilsk",23270606.66,"tilskudd","2015","kroner"
"65","norsk_samf_tilsk",11513749.99,"tilskudd","2015","kroner"
"66","norsk_samf_tilsk",5500912.5,"tilskudd","2015","kroner"
"67","norsk_samf_tilsk",12433175,"tilskudd","2015","kroner"
"68","norsk_samf_tilsk",6148962.5,"tilskudd","2015","kroner"
"69","norsk_samf_tilsk",12595112.49,"tilskudd","2015","kroner"
"70","norsk_samf_tilsk",1814400,"tilskudd","2015","kroner"
"71","norsk_samf_tilsk",14815783.32,"tilskudd","2015","kroner"
"72","norsk_samf_tilsk",15174645.83,"tilskudd","2015","kroner"
"73","norsk_samf_tilsk",39907985.82,"tilskudd","2015","kroner"
"74","norsk_samf_tilsk",12031537.5,"tilskudd","2015","kroner"
"75","norsk_samf_tilsk",18194500,"tilskudd","2015","kroner"
"76","norsk_samf_tilsk",19871591.66,"tilskudd","2015","kroner"
"77","norsk_samf_tilsk",28430954.99,"tilskudd","2015","kroner"
"78","norsk_samf_tilsk",31132731.64,"tilskudd","2015","kroner"
"79","norsk_samf_tilsk",25466237.51,"tilskudd","2015","kroner"
"80","norsk_samf_tilsk",11199125,"tilskudd","2015","kroner"
"81","norsk_samf_tilsk",18413912.49,"tilskudd","2015","kroner"
"82","norsk_samf_tilsk",6821750,"tilskudd","2015","kroner"
"83","norsk_samf_tilsk",24393016.66,"tilskudd","2015","kroner"
"99","norsk_samf_tilsk",72800,"tilskudd","2015","kroner"
"01","skole_tilsk",0,"tilskudd","2015","kroner"
"02","skole_tilsk",0,"tilskudd","2015","kroner"
"03","skole_tilsk",0,"tilskudd","2015","kroner"
"04","skole_tilsk",0,"tilskudd","2015","kroner"
"05","skole_tilsk",0,"tilskudd","2015","kroner"
"06","skole_tilsk",-1312.5,"tilskudd","2015","kroner"
"07","skole_tilsk",0,"tilskudd","2015","kroner"
"08","skole_tilsk",0,"tilskudd","2015","kroner"
"09","skole_tilsk",23712.5,"tilskudd","2015","kroner"
"10","skole_tilsk",0,"tilskudd","2015","kroner"
"11","skole_tilsk",0,"tilskudd","2015","kroner"
"12","skole_tilsk",11400,"tilskudd","2015","kroner"
"13","skole_tilsk",0,"tilskudd","2015","kroner"
"14","skole_tilsk",0,"tilskudd","2015","kroner"
"15","skole_tilsk",0,"tilskudd","2015","kroner"
"16","skole_tilsk",0,"tilskudd","2015","kroner"
"17","skole_tilsk",0,"tilskudd","2015","kroner"
"18","skole_tilsk",0,"tilskudd","2015","kroner"
"19","skole_tilsk",0,"tilskudd","2015","kroner"
"20","skole_tilsk",0,"tilskudd","2015","kroner"
"21","skole_tilsk",0,"tilskudd","2015","kroner"
"22","skole_tilsk",0,"tilskudd","2015","kroner"
"23","skole_tilsk",0,"tilskudd","2015","kroner"
"24","skole_tilsk",0,"tilskudd","2015","kroner"
"25","skole_tilsk",64600,"tilskudd","2015","kroner"
"26","skole_tilsk",0,"tilskudd","2015","kroner"
"27","skole_tilsk",0,"tilskudd","2015","kroner"
"28","skole_tilsk",0,"tilskudd","2015","kroner"
"29","skole_tilsk",0,"tilskudd","2015","kroner"
"30","skole_tilsk",0,"tilskudd","2015","kroner"
"31","skole_tilsk",0,"tilskudd","2015","kroner"
"32","skole_tilsk",0,"tilskudd","2015","kroner"
"33","skole_tilsk",0,"tilskudd","2015","kroner"
"34","skole_tilsk",0,"tilskudd","2015","kroner"
"35","skole_tilsk",20700,"tilskudd","2015","kroner"
"36","skole_tilsk",0,"tilskudd","2015","kroner"
"37","skole_tilsk",0,"tilskudd","2015","kroner"
"38","skole_tilsk",0,"tilskudd","2015","kroner"
"39","skole_tilsk",0,"tilskudd","2015","kroner"
"40","skole_tilsk",11400,"tilskudd","2015","kroner"
"41","skole_tilsk",0,"tilskudd","2015","kroner"
"42","skole_tilsk",0,"tilskudd","2015","kroner"
"43","skole_tilsk",0,"tilskudd","2015","kroner"
"44","skole_tilsk",0,"tilskudd","2015","kroner"
"45","skole_tilsk",0,"tilskudd","2015","kroner"
"46","skole_tilsk",0,"tilskudd","2015","kroner"
"47","skole_tilsk",0,"tilskudd","2015","kroner"
"48","skole_tilsk",0,"tilskudd","2015","kroner"
"49","skole_tilsk",0,"tilskudd","2015","kroner"
"50","skole_tilsk",0,"tilskudd","2015","kroner"
"51","skole_tilsk",0,"tilskudd","2015","kroner"
"52","skole_tilsk",0,"tilskudd","2015","kroner"
"53","skole_tilsk",0,"tilskudd","2015","kroner"
"54","skole_tilsk",0,"tilskudd","2015","kroner"
"55","skole_tilsk",0,"tilskudd","2015","kroner"
"56","skole_tilsk",0,"tilskudd","2015","kroner"
"57","skole_tilsk",0,"tilskudd","2015","kroner"
"58","skole_tilsk",0,"tilskudd","2015","kroner"
"59","skole_tilsk",0,"tilskudd","2015","kroner"
"60","skole_tilsk",0,"tilskudd","2015","kroner"
"61","skole_tilsk",128800,"tilskudd","2015","kroner"
"62","skole_tilsk",0,"tilskudd","2015","kroner"
"63","skole_tilsk",0,"tilskudd","2015","kroner"
"64","skole_tilsk",0,"tilskudd","2015","kroner"
"65","skole_tilsk",0,"tilskudd","2015","kroner"
"66","skole_tilsk",0,"tilskudd","2015","kroner"
"67","skole_tilsk",0,"tilskudd","2015","kroner"
"68","skole_tilsk",0,"tilskudd","2015","kroner"
"69","skole_tilsk",0,"tilskudd","2015","kroner"
"70","skole_tilsk",0,"tilskudd","2015","kroner"
"71","skole_tilsk",0,"tilskudd","2015","kroner"
"72","skole_tilsk",0,"tilskudd","2015","kroner"
"73","skole_tilsk",0,"tilskudd","2015","kroner"
"74","skole_tilsk",0,"tilskudd","2015","kroner"
"75","skole_tilsk",0,"tilskudd","2015","kroner"
"76","skole_tilsk",0,"tilskudd","2015","kroner"
"77","skole_tilsk",0,"tilskudd","2015","kroner"
"78","skole_tilsk",0,"tilskudd","2015","kroner"
"79","skole_tilsk",0,"tilskudd","2015","kroner"
"80","skole_tilsk",0,"tilskudd","2015","kroner"
"81","skole_tilsk",67100,"tilskudd","2015","kroner"
"82","skole_tilsk",0,"tilskudd","2015","kroner"
"83","skole_tilsk",0,"tilskudd","2015","kroner"
"99","skole_tilsk",0,"tilskudd","2015","kroner"
"01","totalt",26352357.5,"tilskudd","2015","kroner"
"02","totalt",68612072.99,"tilskudd","2015","kroner"
"03","totalt",69252615.48,"tilskudd","2015","kroner"
"04","totalt",136368746.65,"tilskudd","2015","kroner"
"05","totalt",202126174.16,"tilskudd","2015","kroner"
"06","totalt",185978650.83,"tilskudd","2015","kroner"
"07","totalt",212511780.33,"tilskudd","2015","kroner"
"08","totalt",93438782.5,"tilskudd","2015","kroner"
"09","totalt",683781860.5,"tilskudd","2015","kroner"
"10","totalt",55610101,"tilskudd","2015","kroner"
"11","totalt",71762649.48,"tilskudd","2015","kroner"
"12","totalt",140742392.16,"tilskudd","2015","kroner"
"13","totalt",87347464.66,"tilskudd","2015","kroner"
"14","totalt",150089614.49,"tilskudd","2015","kroner"
"15","totalt",88600047.32,"tilskudd","2015","kroner"
"16","totalt",95755734,"tilskudd","2015","kroner"
"17","totalt",22723412.5,"tilskudd","2015","kroner"
"18","totalt",69987266.66,"tilskudd","2015","kroner"
"19","totalt",41213000,"tilskudd","2015","kroner"
"20","totalt",299551240.16,"tilskudd","2015","kroner"
"21","totalt",64671310.99,"tilskudd","2015","kroner"
"22","totalt",70291839.5,"tilskudd","2015","kroner"
"23","totalt",35149936.5,"tilskudd","2015","kroner"
"24","totalt",47062663.32,"tilskudd","2015","kroner"
"25","totalt",194510559.5,"tilskudd","2015","kroner"
"26","totalt",119630452,"tilskudd","2015","kroner"
"27","totalt",287519609.67,"tilskudd","2015","kroner"
"28","totalt",57674510.32,"tilskudd","2015","kroner"
"29","totalt",98478273.83,"tilskudd","2015","kroner"
"30","totalt",31883470.5,"tilskudd","2015","kroner"
"31","totalt",26978274.66,"tilskudd","2015","kroner"
"32","totalt",203382419.66,"tilskudd","2015","kroner"
"33","totalt",124460161.49,"tilskudd","2015","kroner"
"34","totalt",85169359.5,"tilskudd","2015","kroner"
"35","totalt",343755899.15,"tilskudd","2015","kroner"
"36","totalt",60166217.16,"tilskudd","2015","kroner"
"37","totalt",156067401.5,"tilskudd","2015","kroner"
"38","totalt",62127067.33,"tilskudd","2015","kroner"
"39","totalt",373028012.94,"tilskudd","2015","kroner"
"40","totalt",365295492,"tilskudd","2015","kroner"
"41","totalt",24667180,"tilskudd","2015","kroner"
"42","totalt",57213881.32,"tilskudd","2015","kroner"
"43","totalt",21886741.66,"tilskudd","2015","kroner"
"44","totalt",45869533,"tilskudd","2015","kroner"
"45","totalt",18299537.5,"tilskudd","2015","kroner"
"46","totalt",98990741.82,"tilskudd","2015","kroner"
"47","totalt",76839116.32,"tilskudd","2015","kroner"
"48","totalt",12393512.5,"tilskudd","2015","kroner"
"49","totalt",86337774,"tilskudd","2015","kroner"
"50","totalt",97739000.31,"tilskudd","2015","kroner"
"51","totalt",81890167.82,"tilskudd","2015","kroner"
"52","totalt",162212768.33,"tilskudd","2015","kroner"
"53","totalt",139160571.16,"tilskudd","2015","kroner"
"54","totalt",19997350,"tilskudd","2015","kroner"
"55","totalt",116261531.99,"tilskudd","2015","kroner"
"56","totalt",105119233.16,"tilskudd","2015","kroner"
"57","totalt",45271487.5,"tilskudd","2015","kroner"
"58","totalt",9708150,"tilskudd","2015","kroner"
