"tabell_navn","aar","bydel_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","030106","alle","personer","228","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030107","alle","personer","325","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030108","alle","personer","595","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030109","alle","personer","360","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030110","alle","personer","214","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030111","alle","personer","362","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030112","alle","personer","407","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030113","alle","personer","276","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030114","alle","personer","332","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030115","alle","personer","466","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030116","alle","personer","79","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030117","alle","personer","5","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030199","alle","personer","-758","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030101","1","personer","498","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030101","2","personer","600","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030102","1","personer","596","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030102","2","personer","556","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030103","1","personer","246","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030103","2","personer","164","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030104","1","personer","381","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030104","2","personer","393","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030105","1","personer","697","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030105","2","personer","488","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030106","1","personer","161","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030106","2","personer","67","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030107","1","personer","216","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030107","2","personer","109","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030108","1","personer","293","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030108","2","personer","302","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030109","1","personer","175","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030109","2","personer","185","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030110","1","personer","81","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030110","2","personer","133","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030111","1","personer","188","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030111","2","personer","174","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030112","1","personer","192","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030112","2","personer","215","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030113","1","personer","153","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030113","2","personer","123","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030114","1","personer","185","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030114","2","personer","147","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030115","1","personer","244","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030115","2","personer","222","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030116","1","personer","56","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030116","2","personer","23","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030117","1","personer","10","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030117","2","personer","-5","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030199","1","personer","-569","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","030199","2","personer","-189","nettoinnvandring_og_nettoinnflytting"
