"fylke_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
"07,""alle"",""5"",""personer"",""2876"",2014,""barnehagedeltakelse"""
"08,""alle"",""5"",""personer"",""1893"",2014,""barnehagedeltakelse"""
"09,""alle"",""5"",""personer"",""1526"",2014,""barnehagedeltakelse"""
"10,""alle"",""5"",""personer"",""2542"",2014,""barnehagedeltakelse"""
"11,""alle"",""5"",""personer"",""6676"",2014,""barnehagedeltakelse"""
"12,""alle"",""5"",""personer"",""6704"",2014,""barnehagedeltakelse"""
"14,""alle"",""5"",""personer"",""1315"",2014,""barnehagedeltakelse"""
"15,""alle"",""5"",""personer"",""3356"",2014,""barnehagedeltakelse"""
"16,""alle"",""5"",""personer"",""3812"",2014,""barnehagedeltakelse"""
"17,""alle"",""5"",""personer"",""1690"",2014,""barnehagedeltakelse"""
"18,""alle"",""5"",""personer"",""2814"",2014,""barnehagedeltakelse"""
"19,""alle"",""5"",""personer"",""1922"",2014,""barnehagedeltakelse"""
"20,""alle"",""5"",""personer"",""911"",2014,""barnehagedeltakelse"""
"00,""alle"",""5"",""personer"",""65356"",2014,""barnehagedeltakelse"""
"01,""alle"",""5"",""personer"",""3577"",2014,""barnehagedeltakelse"""
"02,""alle"",""5"",""personer"",""8175"",2014,""barnehagedeltakelse"""
"03,""alle"",""5"",""personer"",""8022"",2014,""barnehagedeltakelse"""
"04,""alle"",""5"",""personer"",""2183"",2014,""barnehagedeltakelse"""
"05,""alle"",""5"",""personer"",""2007"",2014,""barnehagedeltakelse"""
"06,""alle"",""5"",""personer"",""3355"",2014,""barnehagedeltakelse"""
