"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1941","alle","alle","kroner","2014","336500","gjennomsnittsinntekt"
"1942","alle","alle","kroner","2014","333900","gjennomsnittsinntekt"
"1943","alle","alle","kroner","2014","321900","gjennomsnittsinntekt"
"2002","alle","alle","kroner","2014","318900","gjennomsnittsinntekt"
"2003","alle","alle","kroner","2014","358200","gjennomsnittsinntekt"
"2004","alle","alle","kroner","2014","376800","gjennomsnittsinntekt"
"2011","alle","alle","kroner","2014","306700","gjennomsnittsinntekt"
"2012","alle","alle","kroner","2014","355100","gjennomsnittsinntekt"
"2014","alle","alle","kroner","2014","314800","gjennomsnittsinntekt"
"2015","alle","alle","kroner","2014","308000","gjennomsnittsinntekt"
"2017","alle","alle","kroner","2014","341900","gjennomsnittsinntekt"
"2018","alle","alle","kroner","2014","333900","gjennomsnittsinntekt"
"2019","alle","alle","kroner","2014","344400","gjennomsnittsinntekt"
"2020","alle","alle","kroner","2014","354400","gjennomsnittsinntekt"
"2021","alle","alle","kroner","2014","322900","gjennomsnittsinntekt"
"2022","alle","alle","kroner","2014","335100","gjennomsnittsinntekt"
"2023","alle","alle","kroner","2014","312100","gjennomsnittsinntekt"
"2024","alle","alle","kroner","2014","340300","gjennomsnittsinntekt"
"2025","alle","alle","kroner","2014","342000","gjennomsnittsinntekt"
"2027","alle","alle","kroner","2014","327200","gjennomsnittsinntekt"
"2028","alle","alle","kroner","2014","326100","gjennomsnittsinntekt"
"2030","alle","alle","kroner","2014","362700","gjennomsnittsinntekt"
"0101","innvandrere","1","kroner","2014","265500","gjennomsnittsinntekt"
"0104","innvandrere","1","kroner","2014","275100","gjennomsnittsinntekt"
"0105","innvandrere","1","kroner","2014","268400","gjennomsnittsinntekt"
"0106","innvandrere","1","kroner","2014","292500","gjennomsnittsinntekt"
"0111","innvandrere","1","kroner","2014","298200","gjennomsnittsinntekt"
"0118","innvandrere","1","kroner","2014","288200","gjennomsnittsinntekt"
"0119","innvandrere","1","kroner","2014","269500","gjennomsnittsinntekt"
"0121","innvandrere","1","kroner","2014",":","gjennomsnittsinntekt"
"0122","innvandrere","1","kroner","2014","274600","gjennomsnittsinntekt"
"0123","innvandrere","1","kroner","2014","289800","gjennomsnittsinntekt"
"0124","innvandrere","1","kroner","2014","295200","gjennomsnittsinntekt"
"0125","innvandrere","1","kroner","2014","258000","gjennomsnittsinntekt"
"0127","innvandrere","1","kroner","2014","254800","gjennomsnittsinntekt"
"0128","innvandrere","1","kroner","2014","264500","gjennomsnittsinntekt"
"0135","innvandrere","1","kroner","2014","278800","gjennomsnittsinntekt"
"0136","innvandrere","1","kroner","2014","277500","gjennomsnittsinntekt"
"0137","innvandrere","1","kroner","2014","283600","gjennomsnittsinntekt"
"0138","innvandrere","1","kroner","2014","299400","gjennomsnittsinntekt"
"0211","innvandrere","1","kroner","2014","318000","gjennomsnittsinntekt"
"0213","innvandrere","1","kroner","2014","313400","gjennomsnittsinntekt"
"0214","innvandrere","1","kroner","2014","295400","gjennomsnittsinntekt"
"0215","innvandrere","1","kroner","2014","322700","gjennomsnittsinntekt"
"0216","innvandrere","1","kroner","2014","338500","gjennomsnittsinntekt"
"0217","innvandrere","1","kroner","2014","336800","gjennomsnittsinntekt"
"0219","innvandrere","1","kroner","2014","336200","gjennomsnittsinntekt"
"0220","innvandrere","1","kroner","2014","322800","gjennomsnittsinntekt"
"0221","innvandrere","1","kroner","2014","268400","gjennomsnittsinntekt"
"0226","innvandrere","1","kroner","2014","284000","gjennomsnittsinntekt"
"0227","innvandrere","1","kroner","2014","305700","gjennomsnittsinntekt"
"0228","innvandrere","1","kroner","2014","317000","gjennomsnittsinntekt"
"0229","innvandrere","1","kroner","2014","307000","gjennomsnittsinntekt"
"0230","innvandrere","1","kroner","2014","293000","gjennomsnittsinntekt"
"0231","innvandrere","1","kroner","2014","302300","gjennomsnittsinntekt"
"0233","innvandrere","1","kroner","2014","307900","gjennomsnittsinntekt"
"0234","innvandrere","1","kroner","2014","281100","gjennomsnittsinntekt"
"0235","innvandrere","1","kroner","2014","289600","gjennomsnittsinntekt"
"0236","innvandrere","1","kroner","2014","286400","gjennomsnittsinntekt"
"0237","innvandrere","1","kroner","2014","278700","gjennomsnittsinntekt"
"0238","innvandrere","1","kroner","2014","285400","gjennomsnittsinntekt"
"0239","innvandrere","1","kroner","2014","311400","gjennomsnittsinntekt"
"0301","innvandrere","1","kroner","2014","294800","gjennomsnittsinntekt"
"0402","innvandrere","1","kroner","2014","289300","gjennomsnittsinntekt"
"0403","innvandrere","1","kroner","2014","285800","gjennomsnittsinntekt"
"0412","innvandrere","1","kroner","2014","258100","gjennomsnittsinntekt"
"0415","innvandrere","1","kroner","2014","236800","gjennomsnittsinntekt"
"0417","innvandrere","1","kroner","2014","262700","gjennomsnittsinntekt"
"0418","innvandrere","1","kroner","2014","267700","gjennomsnittsinntekt"
"0419","innvandrere","1","kroner","2014","247800","gjennomsnittsinntekt"
"0420","innvandrere","1","kroner","2014","285300","gjennomsnittsinntekt"
"0423","innvandrere","1","kroner","2014","266000","gjennomsnittsinntekt"
"0425","innvandrere","1","kroner","2014","223200","gjennomsnittsinntekt"
"0426","innvandrere","1","kroner","2014","239000","gjennomsnittsinntekt"
"0427","innvandrere","1","kroner","2014","264600","gjennomsnittsinntekt"
"0428","innvandrere","1","kroner","2014","273000","gjennomsnittsinntekt"
"0429","innvandrere","1","kroner","2014","255800","gjennomsnittsinntekt"
"0430","innvandrere","1","kroner","2014","221700","gjennomsnittsinntekt"
"0432","innvandrere","1","kroner","2014","282500","gjennomsnittsinntekt"
"0434","innvandrere","1","kroner","2014","307800","gjennomsnittsinntekt"
"0436","innvandrere","1","kroner","2014","215000","gjennomsnittsinntekt"
"0437","innvandrere","1","kroner","2014","243400","gjennomsnittsinntekt"
"0438","innvandrere","1","kroner","2014","311700","gjennomsnittsinntekt"
"0439","innvandrere","1","kroner","2014","284000","gjennomsnittsinntekt"
"0441","innvandrere","1","kroner","2014","283800","gjennomsnittsinntekt"
"0501","innvandrere","1","kroner","2014","285800","gjennomsnittsinntekt"
"0502","innvandrere","1","kroner","2014","289800","gjennomsnittsinntekt"
"0511","innvandrere","1","kroner","2014","239100","gjennomsnittsinntekt"
"0512","innvandrere","1","kroner","2014","223200","gjennomsnittsinntekt"
"0513","innvandrere","1","kroner","2014","232200","gjennomsnittsinntekt"
"0514","innvandrere","1","kroner","2014","280300","gjennomsnittsinntekt"
"0515","innvandrere","1","kroner","2014","242600","gjennomsnittsinntekt"
"0516","innvandrere","1","kroner","2014","247800","gjennomsnittsinntekt"
"0517","innvandrere","1","kroner","2014","230500","gjennomsnittsinntekt"
"0519","innvandrere","1","kroner","2014","251900","gjennomsnittsinntekt"
"0520","innvandrere","1","kroner","2014","233300","gjennomsnittsinntekt"
"0521","innvandrere","1","kroner","2014","247600","gjennomsnittsinntekt"
"0522","innvandrere","1","kroner","2014","263500","gjennomsnittsinntekt"
"0528","innvandrere","1","kroner","2014","268500","gjennomsnittsinntekt"
"0529","innvandrere","1","kroner","2014","262700","gjennomsnittsinntekt"
"0532","innvandrere","1","kroner","2014","277800","gjennomsnittsinntekt"
"0533","innvandrere","1","kroner","2014","299300","gjennomsnittsinntekt"
"0534","innvandrere","1","kroner","2014","238300","gjennomsnittsinntekt"
"0536","innvandrere","1","kroner","2014","258900","gjennomsnittsinntekt"
"0538","innvandrere","1","kroner","2014","234600","gjennomsnittsinntekt"
"0540","innvandrere","1","kroner","2014","263400","gjennomsnittsinntekt"
"0541","innvandrere","1","kroner","2014","243200","gjennomsnittsinntekt"
"0542","innvandrere","1","kroner","2014","232600","gjennomsnittsinntekt"
"0543","innvandrere","1","kroner","2014","216400","gjennomsnittsinntekt"
"0544","innvandrere","1","kroner","2014","259100","gjennomsnittsinntekt"
"0545","innvandrere","1","kroner","2014","222400","gjennomsnittsinntekt"
"0602","innvandrere","1","kroner","2014","265800","gjennomsnittsinntekt"
"0604","innvandrere","1","kroner","2014","327400","gjennomsnittsinntekt"
"0605","innvandrere","1","kroner","2014","270200","gjennomsnittsinntekt"
"0612","innvandrere","1","kroner","2014","288400","gjennomsnittsinntekt"
"0615","innvandrere","1","kroner","2014","279900","gjennomsnittsinntekt"
"0616","innvandrere","1","kroner","2014","270300","gjennomsnittsinntekt"
"0617","innvandrere","1","kroner","2014","272300","gjennomsnittsinntekt"
"0618","innvandrere","1","kroner","2014","279900","gjennomsnittsinntekt"
"0619","innvandrere","1","kroner","2014","261100","gjennomsnittsinntekt"
"0620","innvandrere","1","kroner","2014","260400","gjennomsnittsinntekt"
"0621","innvandrere","1","kroner","2014","257000","gjennomsnittsinntekt"
"0622","innvandrere","1","kroner","2014","243700","gjennomsnittsinntekt"
"0623","innvandrere","1","kroner","2014","265800","gjennomsnittsinntekt"
"0624","innvandrere","1","kroner","2014","281200","gjennomsnittsinntekt"
"0625","innvandrere","1","kroner","2014","279100","gjennomsnittsinntekt"
"0626","innvandrere","1","kroner","2014","290500","gjennomsnittsinntekt"
"0627","innvandrere","1","kroner","2014","314700","gjennomsnittsinntekt"
"0628","innvandrere","1","kroner","2014","307200","gjennomsnittsinntekt"
"0631","innvandrere","1","kroner","2014","274200","gjennomsnittsinntekt"
"0632","innvandrere","1","kroner","2014","291100","gjennomsnittsinntekt"
"0633","innvandrere","1","kroner","2014","244900","gjennomsnittsinntekt"
"0701","innvandrere","1","kroner","2014","276200","gjennomsnittsinntekt"
"0702","innvandrere","1","kroner","2014","288100","gjennomsnittsinntekt"
"0704","innvandrere","1","kroner","2014","273800","gjennomsnittsinntekt"
"0706","innvandrere","1","kroner","2014","272500","gjennomsnittsinntekt"
"0709","innvandrere","1","kroner","2014","275000","gjennomsnittsinntekt"
"0711","innvandrere","1","kroner","2014","289400","gjennomsnittsinntekt"
"0713","innvandrere","1","kroner","2014","287600","gjennomsnittsinntekt"
"0714","innvandrere","1","kroner","2014","312700","gjennomsnittsinntekt"
"0716","innvandrere","1","kroner","2014","276600","gjennomsnittsinntekt"
"0719","innvandrere","1","kroner","2014","236200","gjennomsnittsinntekt"
"0720","innvandrere","1","kroner","2014","263400","gjennomsnittsinntekt"
"0722","innvandrere","1","kroner","2014","281200","gjennomsnittsinntekt"
"0723","innvandrere","1","kroner","2014","272500","gjennomsnittsinntekt"
"0728","innvandrere","1","kroner","2014","264400","gjennomsnittsinntekt"
"0805","innvandrere","1","kroner","2014","268100","gjennomsnittsinntekt"
"0806","innvandrere","1","kroner","2014","274600","gjennomsnittsinntekt"
"0807","innvandrere","1","kroner","2014","262400","gjennomsnittsinntekt"
"0811","innvandrere","1","kroner","2014","294700","gjennomsnittsinntekt"
"0814","innvandrere","1","kroner","2014","278600","gjennomsnittsinntekt"
"0815","innvandrere","1","kroner","2014","266900","gjennomsnittsinntekt"
"0817","innvandrere","1","kroner","2014","247800","gjennomsnittsinntekt"
"0819","innvandrere","1","kroner","2014","264200","gjennomsnittsinntekt"
"0821","innvandrere","1","kroner","2014","178500","gjennomsnittsinntekt"
"0822","innvandrere","1","kroner","2014","244900","gjennomsnittsinntekt"
"0826","innvandrere","1","kroner","2014","294600","gjennomsnittsinntekt"
"0827","innvandrere","1","kroner","2014","211800","gjennomsnittsinntekt"
"0828","innvandrere","1","kroner","2014","252800","gjennomsnittsinntekt"
"0829","innvandrere","1","kroner","2014","263100","gjennomsnittsinntekt"
"0830","innvandrere","1","kroner","2014","229400","gjennomsnittsinntekt"
"0831","innvandrere","1","kroner","2014","245800","gjennomsnittsinntekt"
"0833","innvandrere","1","kroner","2014","258600","gjennomsnittsinntekt"
"0834","innvandrere","1","kroner","2014","257900","gjennomsnittsinntekt"
"0901","innvandrere","1","kroner","2014","271100","gjennomsnittsinntekt"
"0904","innvandrere","1","kroner","2014","273900","gjennomsnittsinntekt"
"0906","innvandrere","1","kroner","2014","271700","gjennomsnittsinntekt"
"0911","innvandrere","1","kroner","2014","265700","gjennomsnittsinntekt"
"0912","innvandrere","1","kroner","2014","250700","gjennomsnittsinntekt"
"0914","innvandrere","1","kroner","2014","261200","gjennomsnittsinntekt"
"0919","innvandrere","1","kroner","2014","275800","gjennomsnittsinntekt"
"0926","innvandrere","1","kroner","2014","296800","gjennomsnittsinntekt"
"0928","innvandrere","1","kroner","2014","301500","gjennomsnittsinntekt"
"0929","innvandrere","1","kroner","2014","241300","gjennomsnittsinntekt"
"0935","innvandrere","1","kroner","2014","257000","gjennomsnittsinntekt"
"0937","innvandrere","1","kroner","2014","245500","gjennomsnittsinntekt"
"0938","innvandrere","1","kroner","2014","270200","gjennomsnittsinntekt"
"0940","innvandrere","1","kroner","2014","315700","gjennomsnittsinntekt"
"0941","innvandrere","1","kroner","2014","279200","gjennomsnittsinntekt"
"1001","innvandrere","1","kroner","2014","297100","gjennomsnittsinntekt"
"1002","innvandrere","1","kroner","2014","275200","gjennomsnittsinntekt"
"1003","innvandrere","1","kroner","2014","278400","gjennomsnittsinntekt"
"1004","innvandrere","1","kroner","2014","313000","gjennomsnittsinntekt"
"1014","innvandrere","1","kroner","2014","279300","gjennomsnittsinntekt"
"1017","innvandrere","1","kroner","2014","274300","gjennomsnittsinntekt"
"1018","innvandrere","1","kroner","2014","276700","gjennomsnittsinntekt"
"1021","innvandrere","1","kroner","2014","273200","gjennomsnittsinntekt"
"1026","innvandrere","1","kroner","2014","229300","gjennomsnittsinntekt"
"1027","innvandrere","1","kroner","2014","255900","gjennomsnittsinntekt"
"1029","innvandrere","1","kroner","2014","269900","gjennomsnittsinntekt"
"1032","innvandrere","1","kroner","2014","266500","gjennomsnittsinntekt"
"1034","innvandrere","1","kroner","2014","255800","gjennomsnittsinntekt"
"1037","innvandrere","1","kroner","2014","280800","gjennomsnittsinntekt"
"1046","innvandrere","1","kroner","2014","306200","gjennomsnittsinntekt"
"1101","innvandrere","1","kroner","2014","317300","gjennomsnittsinntekt"
"1102","innvandrere","1","kroner","2014","315400","gjennomsnittsinntekt"
"1103","innvandrere","1","kroner","2014","360200","gjennomsnittsinntekt"
"1106","innvandrere","1","kroner","2014","276000","gjennomsnittsinntekt"
"1111","innvandrere","1","kroner","2014","264600","gjennomsnittsinntekt"
"1112","innvandrere","1","kroner","2014","323200","gjennomsnittsinntekt"
"1114","innvandrere","1","kroner","2014","310400","gjennomsnittsinntekt"
"1119","innvandrere","1","kroner","2014","293600","gjennomsnittsinntekt"
"1120","innvandrere","1","kroner","2014","305400","gjennomsnittsinntekt"
"1121","innvandrere","1","kroner","2014","301700","gjennomsnittsinntekt"
"1122","innvandrere","1","kroner","2014","320800","gjennomsnittsinntekt"
"1124","innvandrere","1","kroner","2014","353700","gjennomsnittsinntekt"
"1127","innvandrere","1","kroner","2014","315300","gjennomsnittsinntekt"
"1129","innvandrere","1","kroner","2014","303200","gjennomsnittsinntekt"
"1130","innvandrere","1","kroner","2014","286400","gjennomsnittsinntekt"
"1133","innvandrere","1","kroner","2014","295300","gjennomsnittsinntekt"
"1134","innvandrere","1","kroner","2014","306900","gjennomsnittsinntekt"
"1135","innvandrere","1","kroner","2014","269100","gjennomsnittsinntekt"
"1141","innvandrere","1","kroner","2014","263500","gjennomsnittsinntekt"
"1142","innvandrere","1","kroner","2014","299100","gjennomsnittsinntekt"
"1144","innvandrere","1","kroner","2014","275100","gjennomsnittsinntekt"
"1145","innvandrere","1","kroner","2014","269400","gjennomsnittsinntekt"
"1146","innvandrere","1","kroner","2014","270100","gjennomsnittsinntekt"
"1149","innvandrere","1","kroner","2014","266700","gjennomsnittsinntekt"
"1151","innvandrere","1","kroner","2014",":","gjennomsnittsinntekt"
"1160","innvandrere","1","kroner","2014","266600","gjennomsnittsinntekt"
"1201","innvandrere","1","kroner","2014","293200","gjennomsnittsinntekt"
"1211","innvandrere","1","kroner","2014","293600","gjennomsnittsinntekt"
"1216","innvandrere","1","kroner","2014","293300","gjennomsnittsinntekt"
"1219","innvandrere","1","kroner","2014","287100","gjennomsnittsinntekt"
"1221","innvandrere","1","kroner","2014","302600","gjennomsnittsinntekt"
"1222","innvandrere","1","kroner","2014","282300","gjennomsnittsinntekt"
"1223","innvandrere","1","kroner","2014","265600","gjennomsnittsinntekt"
"1224","innvandrere","1","kroner","2014","254200","gjennomsnittsinntekt"
"1227","innvandrere","1","kroner","2014","231700","gjennomsnittsinntekt"
"1228","innvandrere","1","kroner","2014","291500","gjennomsnittsinntekt"
"1231","innvandrere","1","kroner","2014","275300","gjennomsnittsinntekt"
"1232","innvandrere","1","kroner","2014","257000","gjennomsnittsinntekt"
"1233","innvandrere","1","kroner","2014","299300","gjennomsnittsinntekt"
"1234","innvandrere","1","kroner","2014","233600","gjennomsnittsinntekt"
"1235","innvandrere","1","kroner","2014","261900","gjennomsnittsinntekt"
"1238","innvandrere","1","kroner","2014","259300","gjennomsnittsinntekt"
"1241","innvandrere","1","kroner","2014","286200","gjennomsnittsinntekt"
"1242","innvandrere","1","kroner","2014","279200","gjennomsnittsinntekt"
"1243","innvandrere","1","kroner","2014","280000","gjennomsnittsinntekt"
"1244","innvandrere","1","kroner","2014","272400","gjennomsnittsinntekt"
"1245","innvandrere","1","kroner","2014","291800","gjennomsnittsinntekt"
"1246","innvandrere","1","kroner","2014","277000","gjennomsnittsinntekt"
"1247","innvandrere","1","kroner","2014","299100","gjennomsnittsinntekt"
"1251","innvandrere","1","kroner","2014","294000","gjennomsnittsinntekt"
"1252","innvandrere","1","kroner","2014","282300","gjennomsnittsinntekt"
"1253","innvandrere","1","kroner","2014","279800","gjennomsnittsinntekt"
"1256","innvandrere","1","kroner","2014","272800","gjennomsnittsinntekt"
"1259","innvandrere","1","kroner","2014","322300","gjennomsnittsinntekt"
"1260","innvandrere","1","kroner","2014","273100","gjennomsnittsinntekt"
"1263","innvandrere","1","kroner","2014","296000","gjennomsnittsinntekt"
"1264","innvandrere","1","kroner","2014","312700","gjennomsnittsinntekt"
"1265","innvandrere","1","kroner","2014","307800","gjennomsnittsinntekt"
"1266","innvandrere","1","kroner","2014","299900","gjennomsnittsinntekt"
"1401","innvandrere","1","kroner","2014","303000","gjennomsnittsinntekt"
"1411","innvandrere","1","kroner","2014","265300","gjennomsnittsinntekt"
"1412","innvandrere","1","kroner","2014","277300","gjennomsnittsinntekt"
"1413","innvandrere","1","kroner","2014","321400","gjennomsnittsinntekt"
"1416","innvandrere","1","kroner","2014","291800","gjennomsnittsinntekt"
"1417","innvandrere","1","kroner","2014","253700","gjennomsnittsinntekt"
"1418","innvandrere","1","kroner","2014","271500","gjennomsnittsinntekt"
"1419","innvandrere","1","kroner","2014","295200","gjennomsnittsinntekt"
"1420","innvandrere","1","kroner","2014","275600","gjennomsnittsinntekt"
"1421","innvandrere","1","kroner","2014","242500","gjennomsnittsinntekt"
"1422","innvandrere","1","kroner","2014","330500","gjennomsnittsinntekt"
"1424","innvandrere","1","kroner","2014","289900","gjennomsnittsinntekt"
"1426","innvandrere","1","kroner","2014","268500","gjennomsnittsinntekt"
"1428","innvandrere","1","kroner","2014","294700","gjennomsnittsinntekt"
"1429","innvandrere","1","kroner","2014","223900","gjennomsnittsinntekt"
"1430","innvandrere","1","kroner","2014","263900","gjennomsnittsinntekt"
"1431","innvandrere","1","kroner","2014","297400","gjennomsnittsinntekt"
"1432","innvandrere","1","kroner","2014","292800","gjennomsnittsinntekt"
"1433","innvandrere","1","kroner","2014","299300","gjennomsnittsinntekt"
"1438","innvandrere","1","kroner","2014","291800","gjennomsnittsinntekt"
"1439","innvandrere","1","kroner","2014","278500","gjennomsnittsinntekt"
"1441","innvandrere","1","kroner","2014","291700","gjennomsnittsinntekt"
"1443","innvandrere","1","kroner","2014","289400","gjennomsnittsinntekt"
"1444","innvandrere","1","kroner","2014","249900","gjennomsnittsinntekt"
"1445","innvandrere","1","kroner","2014","290600","gjennomsnittsinntekt"
"1449","innvandrere","1","kroner","2014","271800","gjennomsnittsinntekt"
"1502","innvandrere","1","kroner","2014","288800","gjennomsnittsinntekt"
"1504","innvandrere","1","kroner","2014","276800","gjennomsnittsinntekt"
"1505","innvandrere","1","kroner","2014","270200","gjennomsnittsinntekt"
"1511","innvandrere","1","kroner","2014","269400","gjennomsnittsinntekt"
"1514","innvandrere","1","kroner","2014","271100","gjennomsnittsinntekt"
"1515","innvandrere","1","kroner","2014","296200","gjennomsnittsinntekt"
"1516","innvandrere","1","kroner","2014","305500","gjennomsnittsinntekt"
"1517","innvandrere","1","kroner","2014","291600","gjennomsnittsinntekt"
"1519","innvandrere","1","kroner","2014","260600","gjennomsnittsinntekt"
"1520","innvandrere","1","kroner","2014","282200","gjennomsnittsinntekt"
"1523","innvandrere","1","kroner","2014","268100","gjennomsnittsinntekt"
"1524","innvandrere","1","kroner","2014","293200","gjennomsnittsinntekt"
"1525","innvandrere","1","kroner","2014","280200","gjennomsnittsinntekt"
"1526","innvandrere","1","kroner","2014","236500","gjennomsnittsinntekt"
"1528","innvandrere","1","kroner","2014","289500","gjennomsnittsinntekt"
"1529","innvandrere","1","kroner","2014","260900","gjennomsnittsinntekt"
"1531","innvandrere","1","kroner","2014","272900","gjennomsnittsinntekt"
"1532","innvandrere","1","kroner","2014","275300","gjennomsnittsinntekt"
"1534","innvandrere","1","kroner","2014","290500","gjennomsnittsinntekt"
"1535","innvandrere","1","kroner","2014","289700","gjennomsnittsinntekt"
"1539","innvandrere","1","kroner","2014","287800","gjennomsnittsinntekt"
"1543","innvandrere","1","kroner","2014","263800","gjennomsnittsinntekt"
"1545","innvandrere","1","kroner","2014","278600","gjennomsnittsinntekt"
"1546","innvandrere","1","kroner","2014","301000","gjennomsnittsinntekt"
"1547","innvandrere","1","kroner","2014","300000","gjennomsnittsinntekt"
"1548","innvandrere","1","kroner","2014","251500","gjennomsnittsinntekt"
"1551","innvandrere","1","kroner","2014","251800","gjennomsnittsinntekt"
"1554","innvandrere","1","kroner","2014","287800","gjennomsnittsinntekt"
"1557","innvandrere","1","kroner","2014","302000","gjennomsnittsinntekt"
"1560","innvandrere","1","kroner","2014","266600","gjennomsnittsinntekt"
"1563","innvandrere","1","kroner","2014","309200","gjennomsnittsinntekt"
"1566","innvandrere","1","kroner","2014","229500","gjennomsnittsinntekt"
"1567","innvandrere","1","kroner","2014","169500","gjennomsnittsinntekt"
"1571","innvandrere","1","kroner","2014","286100","gjennomsnittsinntekt"
"1573","innvandrere","1","kroner","2014","259100","gjennomsnittsinntekt"
"1576","innvandrere","1","kroner","2014","283000","gjennomsnittsinntekt"
"1601","innvandrere","1","kroner","2014","289700","gjennomsnittsinntekt"
"1612","innvandrere","1","kroner","2014","307800","gjennomsnittsinntekt"
"1613","innvandrere","1","kroner","2014","282800","gjennomsnittsinntekt"
"1617","innvandrere","1","kroner","2014","283100","gjennomsnittsinntekt"
"1620","innvandrere","1","kroner","2014","290000","gjennomsnittsinntekt"
"1621","innvandrere","1","kroner","2014","259200","gjennomsnittsinntekt"
"1622","innvandrere","1","kroner","2014","212200","gjennomsnittsinntekt"
"1624","innvandrere","1","kroner","2014","292100","gjennomsnittsinntekt"
"1627","innvandrere","1","kroner","2014","286000","gjennomsnittsinntekt"
"1630","innvandrere","1","kroner","2014","253900","gjennomsnittsinntekt"
"1632","innvandrere","1","kroner","2014","226300","gjennomsnittsinntekt"
"1633","innvandrere","1","kroner","2014","169800","gjennomsnittsinntekt"
"1634","innvandrere","1","kroner","2014","259200","gjennomsnittsinntekt"
"1635","innvandrere","1","kroner","2014","286200","gjennomsnittsinntekt"
"1636","innvandrere","1","kroner","2014","258100","gjennomsnittsinntekt"
"1638","innvandrere","1","kroner","2014","280200","gjennomsnittsinntekt"
"1640","innvandrere","1","kroner","2014","282700","gjennomsnittsinntekt"
"1644","innvandrere","1","kroner","2014","250700","gjennomsnittsinntekt"
"1648","innvandrere","1","kroner","2014","288600","gjennomsnittsinntekt"
"1653","innvandrere","1","kroner","2014","278200","gjennomsnittsinntekt"
"1657","innvandrere","1","kroner","2014","301400","gjennomsnittsinntekt"
"1662","innvandrere","1","kroner","2014","280900","gjennomsnittsinntekt"
"1663","innvandrere","1","kroner","2014","311700","gjennomsnittsinntekt"
"1664","innvandrere","1","kroner","2014","241100","gjennomsnittsinntekt"
"1665","innvandrere","1","kroner","2014","284100","gjennomsnittsinntekt"
"1702","innvandrere","1","kroner","2014","244200","gjennomsnittsinntekt"
"1703","innvandrere","1","kroner","2014","327500","gjennomsnittsinntekt"
"1711","innvandrere","1","kroner","2014","256100","gjennomsnittsinntekt"
"1714","innvandrere","1","kroner","2014","298300","gjennomsnittsinntekt"
"1717","innvandrere","1","kroner","2014","225900","gjennomsnittsinntekt"
"1718","innvandrere","1","kroner","2014","310600","gjennomsnittsinntekt"
"1719","innvandrere","1","kroner","2014","257100","gjennomsnittsinntekt"
"1721","innvandrere","1","kroner","2014","269700","gjennomsnittsinntekt"
"1724","innvandrere","1","kroner","2014","247600","gjennomsnittsinntekt"
"1725","innvandrere","1","kroner","2014","244000","gjennomsnittsinntekt"
"1736","innvandrere","1","kroner","2014","263500","gjennomsnittsinntekt"
"1738","innvandrere","1","kroner","2014","288100","gjennomsnittsinntekt"
"1739","innvandrere","1","kroner","2014","284700","gjennomsnittsinntekt"
"1740","innvandrere","1","kroner","2014","247800","gjennomsnittsinntekt"
"1742","innvandrere","1","kroner","2014","261500","gjennomsnittsinntekt"
"1743","innvandrere","1","kroner","2014","246800","gjennomsnittsinntekt"
"1744","innvandrere","1","kroner","2014","259400","gjennomsnittsinntekt"
"1748","innvandrere","1","kroner","2014","192300","gjennomsnittsinntekt"
"1749","innvandrere","1","kroner","2014","221600","gjennomsnittsinntekt"
"1750","innvandrere","1","kroner","2014","251500","gjennomsnittsinntekt"
"1751","innvandrere","1","kroner","2014","254800","gjennomsnittsinntekt"
"1755","innvandrere","1","kroner","2014","307200","gjennomsnittsinntekt"
"1756","innvandrere","1","kroner","2014","287700","gjennomsnittsinntekt"
"1804","innvandrere","1","kroner","2014","301100","gjennomsnittsinntekt"
"1805","innvandrere","1","kroner","2014","281000","gjennomsnittsinntekt"
"1811","innvandrere","1","kroner","2014","206500","gjennomsnittsinntekt"
"1812","innvandrere","1","kroner","2014","273700","gjennomsnittsinntekt"
"1813","innvandrere","1","kroner","2014","258100","gjennomsnittsinntekt"
"1815","innvandrere","1","kroner","2014","338000","gjennomsnittsinntekt"
"1816","innvandrere","1","kroner","2014","313400","gjennomsnittsinntekt"
"1818","innvandrere","1","kroner","2014","284200","gjennomsnittsinntekt"
"1820","innvandrere","1","kroner","2014","274700","gjennomsnittsinntekt"
"1822","innvandrere","1","kroner","2014","273100","gjennomsnittsinntekt"
"1824","innvandrere","1","kroner","2014","277800","gjennomsnittsinntekt"
"1825","innvandrere","1","kroner","2014","293700","gjennomsnittsinntekt"
"1826","innvandrere","1","kroner","2014","282500","gjennomsnittsinntekt"
"1827","innvandrere","1","kroner","2014","249500","gjennomsnittsinntekt"
"1828","innvandrere","1","kroner","2014","261800","gjennomsnittsinntekt"
"1832","innvandrere","1","kroner","2014","236800","gjennomsnittsinntekt"
"1833","innvandrere","1","kroner","2014","299800","gjennomsnittsinntekt"
"1834","innvandrere","1","kroner","2014","325800","gjennomsnittsinntekt"
"1835","innvandrere","1","kroner","2014","265100","gjennomsnittsinntekt"
"1836","innvandrere","1","kroner","2014","251400","gjennomsnittsinntekt"
"1837","innvandrere","1","kroner","2014","291400","gjennomsnittsinntekt"
"1838","innvandrere","1","kroner","2014","289900","gjennomsnittsinntekt"
"1839","innvandrere","1","kroner","2014","133600","gjennomsnittsinntekt"
"1840","innvandrere","1","kroner","2014","300000","gjennomsnittsinntekt"
"1841","innvandrere","1","kroner","2014","288700","gjennomsnittsinntekt"
