"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1845","innvandrere","1","kroner","2014","295500","gjennomsnittsinntekt"
"1848","innvandrere","1","kroner","2014","235200","gjennomsnittsinntekt"
"1849","innvandrere","1","kroner","2014","270000","gjennomsnittsinntekt"
"1850","innvandrere","1","kroner","2014","237000","gjennomsnittsinntekt"
"1851","innvandrere","1","kroner","2014","271200","gjennomsnittsinntekt"
"1852","innvandrere","1","kroner","2014","302100","gjennomsnittsinntekt"
"1853","innvandrere","1","kroner","2014","260800","gjennomsnittsinntekt"
"1854","innvandrere","1","kroner","2014","298800","gjennomsnittsinntekt"
"1856","innvandrere","1","kroner","2014","188700","gjennomsnittsinntekt"
"1857","innvandrere","1","kroner","2014","262400","gjennomsnittsinntekt"
"1859","innvandrere","1","kroner","2014","294800","gjennomsnittsinntekt"
"1860","innvandrere","1","kroner","2014","263500","gjennomsnittsinntekt"
"1865","innvandrere","1","kroner","2014","270500","gjennomsnittsinntekt"
"1866","innvandrere","1","kroner","2014","278200","gjennomsnittsinntekt"
"1867","innvandrere","1","kroner","2014","240300","gjennomsnittsinntekt"
"1868","innvandrere","1","kroner","2014","211000","gjennomsnittsinntekt"
"1870","innvandrere","1","kroner","2014","248000","gjennomsnittsinntekt"
"1871","innvandrere","1","kroner","2014","251300","gjennomsnittsinntekt"
"1874","innvandrere","1","kroner","2014","265400","gjennomsnittsinntekt"
"1902","innvandrere","1","kroner","2014","295100","gjennomsnittsinntekt"
"1903","innvandrere","1","kroner","2014","298400","gjennomsnittsinntekt"
"1911","innvandrere","1","kroner","2014","306300","gjennomsnittsinntekt"
"1913","innvandrere","1","kroner","2014","310600","gjennomsnittsinntekt"
"1917","innvandrere","1","kroner","2014","236100","gjennomsnittsinntekt"
"1919","innvandrere","1","kroner","2014","284400","gjennomsnittsinntekt"
"1920","innvandrere","1","kroner","2014","205100","gjennomsnittsinntekt"
"1922","innvandrere","1","kroner","2014","304300","gjennomsnittsinntekt"
"1923","innvandrere","1","kroner","2014","252000","gjennomsnittsinntekt"
"1924","innvandrere","1","kroner","2014","299100","gjennomsnittsinntekt"
"1925","innvandrere","1","kroner","2014","291200","gjennomsnittsinntekt"
"1926","innvandrere","1","kroner","2014","281700","gjennomsnittsinntekt"
"1927","innvandrere","1","kroner","2014","332700","gjennomsnittsinntekt"
"1928","innvandrere","1","kroner","2014","238600","gjennomsnittsinntekt"
"1929","innvandrere","1","kroner","2014","242400","gjennomsnittsinntekt"
"1931","innvandrere","1","kroner","2014","270400","gjennomsnittsinntekt"
"1933","innvandrere","1","kroner","2014","267700","gjennomsnittsinntekt"
"1936","innvandrere","1","kroner","2014","268000","gjennomsnittsinntekt"
"1938","innvandrere","1","kroner","2014","260800","gjennomsnittsinntekt"
"1939","innvandrere","1","kroner","2014","354100","gjennomsnittsinntekt"
"1940","innvandrere","1","kroner","2014","311300","gjennomsnittsinntekt"
"1941","innvandrere","1","kroner","2014","276000","gjennomsnittsinntekt"
"1942","innvandrere","1","kroner","2014","285500","gjennomsnittsinntekt"
"1943","innvandrere","1","kroner","2014","305900","gjennomsnittsinntekt"
"2002","innvandrere","1","kroner","2014","220200","gjennomsnittsinntekt"
"2003","innvandrere","1","kroner","2014","340800","gjennomsnittsinntekt"
"2004","innvandrere","1","kroner","2014","316300","gjennomsnittsinntekt"
"2011","innvandrere","1","kroner","2014","288300","gjennomsnittsinntekt"
"2012","innvandrere","1","kroner","2014","321800","gjennomsnittsinntekt"
"2014","innvandrere","1","kroner","2014","320300","gjennomsnittsinntekt"
"2015","innvandrere","1","kroner","2014","266100","gjennomsnittsinntekt"
"2017","innvandrere","1","kroner","2014","278500","gjennomsnittsinntekt"
"2018","innvandrere","1","kroner","2014","286300","gjennomsnittsinntekt"
"2019","innvandrere","1","kroner","2014","258900","gjennomsnittsinntekt"
"2020","innvandrere","1","kroner","2014","310800","gjennomsnittsinntekt"
"2021","innvandrere","1","kroner","2014","286700","gjennomsnittsinntekt"
"2022","innvandrere","1","kroner","2014","277800","gjennomsnittsinntekt"
"2023","innvandrere","1","kroner","2014","229100","gjennomsnittsinntekt"
"2024","innvandrere","1","kroner","2014","278800","gjennomsnittsinntekt"
"2025","innvandrere","1","kroner","2014","281100","gjennomsnittsinntekt"
"2027","innvandrere","1","kroner","2014","306900","gjennomsnittsinntekt"
"2028","innvandrere","1","kroner","2014","291400","gjennomsnittsinntekt"
"2030","innvandrere","1","kroner","2014","294300","gjennomsnittsinntekt"
"0101","innvandrere","2","kroner","2014","217100","gjennomsnittsinntekt"
"0104","innvandrere","2","kroner","2014","225000","gjennomsnittsinntekt"
"0105","innvandrere","2","kroner","2014","227600","gjennomsnittsinntekt"
"0106","innvandrere","2","kroner","2014","222400","gjennomsnittsinntekt"
"0111","innvandrere","2","kroner","2014","248700","gjennomsnittsinntekt"
"0118","innvandrere","2","kroner","2014","250700","gjennomsnittsinntekt"
"0119","innvandrere","2","kroner","2014","234800","gjennomsnittsinntekt"
"0121","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"0122","innvandrere","2","kroner","2014","241200","gjennomsnittsinntekt"
"0123","innvandrere","2","kroner","2014","240300","gjennomsnittsinntekt"
"0124","innvandrere","2","kroner","2014","250000","gjennomsnittsinntekt"
"0125","innvandrere","2","kroner","2014","231300","gjennomsnittsinntekt"
"0127","innvandrere","2","kroner","2014","243300","gjennomsnittsinntekt"
"0128","innvandrere","2","kroner","2014","214800","gjennomsnittsinntekt"
"0135","innvandrere","2","kroner","2014","235300","gjennomsnittsinntekt"
"0136","innvandrere","2","kroner","2014","266800","gjennomsnittsinntekt"
"0137","innvandrere","2","kroner","2014","285600","gjennomsnittsinntekt"
"0138","innvandrere","2","kroner","2014","266100","gjennomsnittsinntekt"
"0211","innvandrere","2","kroner","2014","275800","gjennomsnittsinntekt"
"0213","innvandrere","2","kroner","2014","261700","gjennomsnittsinntekt"
"0214","innvandrere","2","kroner","2014","245600","gjennomsnittsinntekt"
"0215","innvandrere","2","kroner","2014","266100","gjennomsnittsinntekt"
"0216","innvandrere","2","kroner","2014","276400","gjennomsnittsinntekt"
"0217","innvandrere","2","kroner","2014","254800","gjennomsnittsinntekt"
"0219","innvandrere","2","kroner","2014","273200","gjennomsnittsinntekt"
"0220","innvandrere","2","kroner","2014","267300","gjennomsnittsinntekt"
"0221","innvandrere","2","kroner","2014","242800","gjennomsnittsinntekt"
"0226","innvandrere","2","kroner","2014","290900","gjennomsnittsinntekt"
"0227","innvandrere","2","kroner","2014","292300","gjennomsnittsinntekt"
"0228","innvandrere","2","kroner","2014","286600","gjennomsnittsinntekt"
"0229","innvandrere","2","kroner","2014","279800","gjennomsnittsinntekt"
"0230","innvandrere","2","kroner","2014","291600","gjennomsnittsinntekt"
"0231","innvandrere","2","kroner","2014","272000","gjennomsnittsinntekt"
"0233","innvandrere","2","kroner","2014","294700","gjennomsnittsinntekt"
"0234","innvandrere","2","kroner","2014","276700","gjennomsnittsinntekt"
"0235","innvandrere","2","kroner","2014","271100","gjennomsnittsinntekt"
"0236","innvandrere","2","kroner","2014","269200","gjennomsnittsinntekt"
"0237","innvandrere","2","kroner","2014","261500","gjennomsnittsinntekt"
"0238","innvandrere","2","kroner","2014","266900","gjennomsnittsinntekt"
"0239","innvandrere","2","kroner","2014","235500","gjennomsnittsinntekt"
"0301","innvandrere","2","kroner","2014","246600","gjennomsnittsinntekt"
"0402","innvandrere","2","kroner","2014","208000","gjennomsnittsinntekt"
"0403","innvandrere","2","kroner","2014","217400","gjennomsnittsinntekt"
"0412","innvandrere","2","kroner","2014","247600","gjennomsnittsinntekt"
"0415","innvandrere","2","kroner","2014","203600","gjennomsnittsinntekt"
"0417","innvandrere","2","kroner","2014","214700","gjennomsnittsinntekt"
"0418","innvandrere","2","kroner","2014","265700","gjennomsnittsinntekt"
"0419","innvandrere","2","kroner","2014","242500","gjennomsnittsinntekt"
"0420","innvandrere","2","kroner","2014","234700","gjennomsnittsinntekt"
"0423","innvandrere","2","kroner","2014","232300","gjennomsnittsinntekt"
"0425","innvandrere","2","kroner","2014","189500","gjennomsnittsinntekt"
"0426","innvandrere","2","kroner","2014","287200","gjennomsnittsinntekt"
"0427","innvandrere","2","kroner","2014","213200","gjennomsnittsinntekt"
"0428","innvandrere","2","kroner","2014","194000","gjennomsnittsinntekt"
"0429","innvandrere","2","kroner","2014","222000","gjennomsnittsinntekt"
"0430","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"0432","innvandrere","2","kroner","2014","163500","gjennomsnittsinntekt"
"0434","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"0436","innvandrere","2","kroner","2014","183300","gjennomsnittsinntekt"
"0437","innvandrere","2","kroner","2014","196100","gjennomsnittsinntekt"
"0438","innvandrere","2","kroner","2014","185100","gjennomsnittsinntekt"
"0439","innvandrere","2","kroner","2014","194100","gjennomsnittsinntekt"
"0441","innvandrere","2","kroner","2014","256800","gjennomsnittsinntekt"
"0501","innvandrere","2","kroner","2014","219300","gjennomsnittsinntekt"
"0502","innvandrere","2","kroner","2014","222600","gjennomsnittsinntekt"
"0511","innvandrere","2","kroner","2014","95100","gjennomsnittsinntekt"
"0512","innvandrere","2","kroner","2014","220600","gjennomsnittsinntekt"
"0513","innvandrere","2","kroner","2014","208900","gjennomsnittsinntekt"
"0514","innvandrere","2","kroner","2014","171700","gjennomsnittsinntekt"
"0515","innvandrere","2","kroner","2014","190300","gjennomsnittsinntekt"
"0516","innvandrere","2","kroner","2014","193000","gjennomsnittsinntekt"
"0517","innvandrere","2","kroner","2014","160600","gjennomsnittsinntekt"
"0519","innvandrere","2","kroner","2014","251900","gjennomsnittsinntekt"
"0520","innvandrere","2","kroner","2014","156200","gjennomsnittsinntekt"
"0521","innvandrere","2","kroner","2014","204000","gjennomsnittsinntekt"
"0522","innvandrere","2","kroner","2014","262300","gjennomsnittsinntekt"
"0528","innvandrere","2","kroner","2014","215400","gjennomsnittsinntekt"
"0529","innvandrere","2","kroner","2014","219400","gjennomsnittsinntekt"
"0532","innvandrere","2","kroner","2014","221300","gjennomsnittsinntekt"
"0533","innvandrere","2","kroner","2014","210200","gjennomsnittsinntekt"
"0534","innvandrere","2","kroner","2014","205200","gjennomsnittsinntekt"
"0536","innvandrere","2","kroner","2014","155500","gjennomsnittsinntekt"
"0538","innvandrere","2","kroner","2014","169200","gjennomsnittsinntekt"
"0540","innvandrere","2","kroner","2014","205800","gjennomsnittsinntekt"
"0541","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"0542","innvandrere","2","kroner","2014","222800","gjennomsnittsinntekt"
"0543","innvandrere","2","kroner","2014","175900","gjennomsnittsinntekt"
"0544","innvandrere","2","kroner","2014","254300","gjennomsnittsinntekt"
"0545","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"0602","innvandrere","2","kroner","2014","235500","gjennomsnittsinntekt"
"0604","innvandrere","2","kroner","2014","264100","gjennomsnittsinntekt"
"0605","innvandrere","2","kroner","2014","241800","gjennomsnittsinntekt"
"0612","innvandrere","2","kroner","2014","294500","gjennomsnittsinntekt"
"0615","innvandrere","2","kroner","2014","183600","gjennomsnittsinntekt"
"0616","innvandrere","2","kroner","2014","180600","gjennomsnittsinntekt"
"0617","innvandrere","2","kroner","2014","221600","gjennomsnittsinntekt"
"0618","innvandrere","2","kroner","2014","125100","gjennomsnittsinntekt"
"0619","innvandrere","2","kroner","2014","194600","gjennomsnittsinntekt"
"0620","innvandrere","2","kroner","2014","240700","gjennomsnittsinntekt"
"0621","innvandrere","2","kroner","2014","287200","gjennomsnittsinntekt"
"0622","innvandrere","2","kroner","2014","251400","gjennomsnittsinntekt"
"0623","innvandrere","2","kroner","2014","220900","gjennomsnittsinntekt"
"0624","innvandrere","2","kroner","2014","246700","gjennomsnittsinntekt"
"0625","innvandrere","2","kroner","2014","256000","gjennomsnittsinntekt"
"0626","innvandrere","2","kroner","2014","260900","gjennomsnittsinntekt"
"0627","innvandrere","2","kroner","2014","279800","gjennomsnittsinntekt"
"0628","innvandrere","2","kroner","2014","219800","gjennomsnittsinntekt"
"0631","innvandrere","2","kroner","2014","166700","gjennomsnittsinntekt"
"0632","innvandrere","2","kroner","2014","168500","gjennomsnittsinntekt"
"0633","innvandrere","2","kroner","2014","162900","gjennomsnittsinntekt"
"0701","innvandrere","2","kroner","2014","229000","gjennomsnittsinntekt"
"0702","innvandrere","2","kroner","2014","240900","gjennomsnittsinntekt"
"0704","innvandrere","2","kroner","2014","241700","gjennomsnittsinntekt"
"0706","innvandrere","2","kroner","2014","248200","gjennomsnittsinntekt"
"0709","innvandrere","2","kroner","2014","216400","gjennomsnittsinntekt"
"0711","innvandrere","2","kroner","2014","249400","gjennomsnittsinntekt"
"0713","innvandrere","2","kroner","2014","234600","gjennomsnittsinntekt"
"0714","innvandrere","2","kroner","2014","280900","gjennomsnittsinntekt"
"0716","innvandrere","2","kroner","2014","253000","gjennomsnittsinntekt"
"0719","innvandrere","2","kroner","2014","231000","gjennomsnittsinntekt"
"0720","innvandrere","2","kroner","2014","205600","gjennomsnittsinntekt"
"0722","innvandrere","2","kroner","2014","245000","gjennomsnittsinntekt"
"0723","innvandrere","2","kroner","2014","207300","gjennomsnittsinntekt"
"0728","innvandrere","2","kroner","2014","190500","gjennomsnittsinntekt"
"0805","innvandrere","2","kroner","2014","221100","gjennomsnittsinntekt"
"0806","innvandrere","2","kroner","2014","220400","gjennomsnittsinntekt"
"0807","innvandrere","2","kroner","2014","192000","gjennomsnittsinntekt"
"0811","innvandrere","2","kroner","2014","189000","gjennomsnittsinntekt"
"0814","innvandrere","2","kroner","2014","205200","gjennomsnittsinntekt"
"0815","innvandrere","2","kroner","2014","197500","gjennomsnittsinntekt"
"0817","innvandrere","2","kroner","2014","218100","gjennomsnittsinntekt"
"0819","innvandrere","2","kroner","2014","191400","gjennomsnittsinntekt"
"0821","innvandrere","2","kroner","2014","205300","gjennomsnittsinntekt"
"0822","innvandrere","2","kroner","2014","193100","gjennomsnittsinntekt"
"0826","innvandrere","2","kroner","2014","205600","gjennomsnittsinntekt"
"0827","innvandrere","2","kroner","2014","84000","gjennomsnittsinntekt"
"0828","innvandrere","2","kroner","2014","168100","gjennomsnittsinntekt"
"0829","innvandrere","2","kroner","2014","292300","gjennomsnittsinntekt"
"0830","innvandrere","2","kroner","2014","249100","gjennomsnittsinntekt"
"0831","innvandrere","2","kroner","2014","149700","gjennomsnittsinntekt"
"0833","innvandrere","2","kroner","2014","268400","gjennomsnittsinntekt"
"0834","innvandrere","2","kroner","2014","231300","gjennomsnittsinntekt"
"0901","innvandrere","2","kroner","2014","184800","gjennomsnittsinntekt"
"0904","innvandrere","2","kroner","2014","224800","gjennomsnittsinntekt"
"0906","innvandrere","2","kroner","2014","233000","gjennomsnittsinntekt"
"0911","innvandrere","2","kroner","2014","181700","gjennomsnittsinntekt"
"0912","innvandrere","2","kroner","2014","178200","gjennomsnittsinntekt"
"0914","innvandrere","2","kroner","2014","199600","gjennomsnittsinntekt"
"0919","innvandrere","2","kroner","2014","234900","gjennomsnittsinntekt"
"0926","innvandrere","2","kroner","2014","245800","gjennomsnittsinntekt"
"0928","innvandrere","2","kroner","2014","226700","gjennomsnittsinntekt"
"0929","innvandrere","2","kroner","2014","212300","gjennomsnittsinntekt"
"0935","innvandrere","2","kroner","2014","213800","gjennomsnittsinntekt"
"0937","innvandrere","2","kroner","2014","210800","gjennomsnittsinntekt"
"0938","innvandrere","2","kroner","2014","236500","gjennomsnittsinntekt"
"0940","innvandrere","2","kroner","2014","199200","gjennomsnittsinntekt"
"0941","innvandrere","2","kroner","2014","206100","gjennomsnittsinntekt"
"1001","innvandrere","2","kroner","2014","237000","gjennomsnittsinntekt"
"1002","innvandrere","2","kroner","2014","201900","gjennomsnittsinntekt"
"1003","innvandrere","2","kroner","2014","221800","gjennomsnittsinntekt"
"1004","innvandrere","2","kroner","2014","212500","gjennomsnittsinntekt"
"1014","innvandrere","2","kroner","2014","236100","gjennomsnittsinntekt"
"1017","innvandrere","2","kroner","2014","243900","gjennomsnittsinntekt"
"1018","innvandrere","2","kroner","2014","225500","gjennomsnittsinntekt"
"1021","innvandrere","2","kroner","2014","196000","gjennomsnittsinntekt"
"1026","innvandrere","2","kroner","2014","162500","gjennomsnittsinntekt"
"1027","innvandrere","2","kroner","2014","199800","gjennomsnittsinntekt"
"1029","innvandrere","2","kroner","2014","239900","gjennomsnittsinntekt"
"1032","innvandrere","2","kroner","2014","241900","gjennomsnittsinntekt"
"1034","innvandrere","2","kroner","2014","165200","gjennomsnittsinntekt"
"1037","innvandrere","2","kroner","2014","198700","gjennomsnittsinntekt"
"1046","innvandrere","2","kroner","2014","279000","gjennomsnittsinntekt"
"1101","innvandrere","2","kroner","2014","257900","gjennomsnittsinntekt"
"1102","innvandrere","2","kroner","2014","290800","gjennomsnittsinntekt"
"1103","innvandrere","2","kroner","2014","296300","gjennomsnittsinntekt"
"1106","innvandrere","2","kroner","2014","249000","gjennomsnittsinntekt"
"1111","innvandrere","2","kroner","2014","333600","gjennomsnittsinntekt"
"1112","innvandrere","2","kroner","2014","211800","gjennomsnittsinntekt"
"1114","innvandrere","2","kroner","2014","318200","gjennomsnittsinntekt"
"1119","innvandrere","2","kroner","2014","242100","gjennomsnittsinntekt"
"1120","innvandrere","2","kroner","2014","270400","gjennomsnittsinntekt"
"1121","innvandrere","2","kroner","2014","257500","gjennomsnittsinntekt"
"1122","innvandrere","2","kroner","2014","289000","gjennomsnittsinntekt"
"1124","innvandrere","2","kroner","2014","331600","gjennomsnittsinntekt"
"1127","innvandrere","2","kroner","2014","260700","gjennomsnittsinntekt"
"1129","innvandrere","2","kroner","2014","348000","gjennomsnittsinntekt"
"1130","innvandrere","2","kroner","2014","248300","gjennomsnittsinntekt"
"1133","innvandrere","2","kroner","2014","217300","gjennomsnittsinntekt"
"1134","innvandrere","2","kroner","2014","210600","gjennomsnittsinntekt"
"1135","innvandrere","2","kroner","2014","235400","gjennomsnittsinntekt"
"1141","innvandrere","2","kroner","2014","355000","gjennomsnittsinntekt"
"1142","innvandrere","2","kroner","2014","231200","gjennomsnittsinntekt"
"1144","innvandrere","2","kroner","2014","334600","gjennomsnittsinntekt"
"1145","innvandrere","2","kroner","2014","282000","gjennomsnittsinntekt"
"1146","innvandrere","2","kroner","2014","222500","gjennomsnittsinntekt"
"1149","innvandrere","2","kroner","2014","249800","gjennomsnittsinntekt"
"1151","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1160","innvandrere","2","kroner","2014","207200","gjennomsnittsinntekt"
"1201","innvandrere","2","kroner","2014","253600","gjennomsnittsinntekt"
"1211","innvandrere","2","kroner","2014","254900","gjennomsnittsinntekt"
"1216","innvandrere","2","kroner","2014","200900","gjennomsnittsinntekt"
"1219","innvandrere","2","kroner","2014","248000","gjennomsnittsinntekt"
"1221","innvandrere","2","kroner","2014","253600","gjennomsnittsinntekt"
"1222","innvandrere","2","kroner","2014","272600","gjennomsnittsinntekt"
"1223","innvandrere","2","kroner","2014","295400","gjennomsnittsinntekt"
"1224","innvandrere","2","kroner","2014","242200","gjennomsnittsinntekt"
"1227","innvandrere","2","kroner","2014","296500","gjennomsnittsinntekt"
"1228","innvandrere","2","kroner","2014","262600","gjennomsnittsinntekt"
"1231","innvandrere","2","kroner","2014","178900","gjennomsnittsinntekt"
"1232","innvandrere","2","kroner","2014","263200","gjennomsnittsinntekt"
"1233","innvandrere","2","kroner","2014","183100","gjennomsnittsinntekt"
"1234","innvandrere","2","kroner","2014","198900","gjennomsnittsinntekt"
"1235","innvandrere","2","kroner","2014","204300","gjennomsnittsinntekt"
"1238","innvandrere","2","kroner","2014","219100","gjennomsnittsinntekt"
"1241","innvandrere","2","kroner","2014","312800","gjennomsnittsinntekt"
"1242","innvandrere","2","kroner","2014","248000","gjennomsnittsinntekt"
"1243","innvandrere","2","kroner","2014","282800","gjennomsnittsinntekt"
"1244","innvandrere","2","kroner","2014","288400","gjennomsnittsinntekt"
"1245","innvandrere","2","kroner","2014","226400","gjennomsnittsinntekt"
"1246","innvandrere","2","kroner","2014","275700","gjennomsnittsinntekt"
"1247","innvandrere","2","kroner","2014","264500","gjennomsnittsinntekt"
"1251","innvandrere","2","kroner","2014","212500","gjennomsnittsinntekt"
"1252","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1253","innvandrere","2","kroner","2014","282300","gjennomsnittsinntekt"
"1256","innvandrere","2","kroner","2014","298300","gjennomsnittsinntekt"
"1259","innvandrere","2","kroner","2014","228500","gjennomsnittsinntekt"
"1260","innvandrere","2","kroner","2014","247300","gjennomsnittsinntekt"
"1263","innvandrere","2","kroner","2014","258300","gjennomsnittsinntekt"
"1264","innvandrere","2","kroner","2014","249500","gjennomsnittsinntekt"
"1265","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1266","innvandrere","2","kroner","2014","318400","gjennomsnittsinntekt"
"1401","innvandrere","2","kroner","2014","228200","gjennomsnittsinntekt"
"1411","innvandrere","2","kroner","2014","278200","gjennomsnittsinntekt"
"1412","innvandrere","2","kroner","2014","278700","gjennomsnittsinntekt"
"1413","innvandrere","2","kroner","2014","222000","gjennomsnittsinntekt"
"1416","innvandrere","2","kroner","2014","223900","gjennomsnittsinntekt"
"1417","innvandrere","2","kroner","2014","260300","gjennomsnittsinntekt"
"1418","innvandrere","2","kroner","2014","266200","gjennomsnittsinntekt"
"1419","innvandrere","2","kroner","2014","262000","gjennomsnittsinntekt"
"1420","innvandrere","2","kroner","2014","189100","gjennomsnittsinntekt"
"1421","innvandrere","2","kroner","2014","243200","gjennomsnittsinntekt"
"1422","innvandrere","2","kroner","2014","319300","gjennomsnittsinntekt"
"1424","innvandrere","2","kroner","2014","207400","gjennomsnittsinntekt"
"1426","innvandrere","2","kroner","2014","198200","gjennomsnittsinntekt"
"1428","innvandrere","2","kroner","2014","280000","gjennomsnittsinntekt"
"1429","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1430","innvandrere","2","kroner","2014","325900","gjennomsnittsinntekt"
"1431","innvandrere","2","kroner","2014","102500","gjennomsnittsinntekt"
"1432","innvandrere","2","kroner","2014","239100","gjennomsnittsinntekt"
"1433","innvandrere","2","kroner","2014","308500","gjennomsnittsinntekt"
"1438","innvandrere","2","kroner","2014","205000","gjennomsnittsinntekt"
"1439","innvandrere","2","kroner","2014","304600","gjennomsnittsinntekt"
"1441","innvandrere","2","kroner","2014","345300","gjennomsnittsinntekt"
"1443","innvandrere","2","kroner","2014","202600","gjennomsnittsinntekt"
"1444","innvandrere","2","kroner","2014","255400","gjennomsnittsinntekt"
"1445","innvandrere","2","kroner","2014","207300","gjennomsnittsinntekt"
"1449","innvandrere","2","kroner","2014","192700","gjennomsnittsinntekt"
"1502","innvandrere","2","kroner","2014","237800","gjennomsnittsinntekt"
"1504","innvandrere","2","kroner","2014","262500","gjennomsnittsinntekt"
"1505","innvandrere","2","kroner","2014","232900","gjennomsnittsinntekt"
"1511","innvandrere","2","kroner","2014","315400","gjennomsnittsinntekt"
"1514","innvandrere","2","kroner","2014","304000","gjennomsnittsinntekt"
"1515","innvandrere","2","kroner","2014","278400","gjennomsnittsinntekt"
"1516","innvandrere","2","kroner","2014","234400","gjennomsnittsinntekt"
"1517","innvandrere","2","kroner","2014","287100","gjennomsnittsinntekt"
"1519","innvandrere","2","kroner","2014","196800","gjennomsnittsinntekt"
"1520","innvandrere","2","kroner","2014","237100","gjennomsnittsinntekt"
"1523","innvandrere","2","kroner","2014","267500","gjennomsnittsinntekt"
"1524","innvandrere","2","kroner","2014","356600","gjennomsnittsinntekt"
"1525","innvandrere","2","kroner","2014","295200","gjennomsnittsinntekt"
"1526","innvandrere","2","kroner","2014","282600","gjennomsnittsinntekt"
"1528","innvandrere","2","kroner","2014","244600","gjennomsnittsinntekt"
"1529","innvandrere","2","kroner","2014","306100","gjennomsnittsinntekt"
"1531","innvandrere","2","kroner","2014","271200","gjennomsnittsinntekt"
"1532","innvandrere","2","kroner","2014","264200","gjennomsnittsinntekt"
"1534","innvandrere","2","kroner","2014","290100","gjennomsnittsinntekt"
"1535","innvandrere","2","kroner","2014","264700","gjennomsnittsinntekt"
"1539","innvandrere","2","kroner","2014","322300","gjennomsnittsinntekt"
"1543","innvandrere","2","kroner","2014","315800","gjennomsnittsinntekt"
"1545","innvandrere","2","kroner","2014","334800","gjennomsnittsinntekt"
"1546","innvandrere","2","kroner","2014","282700","gjennomsnittsinntekt"
"1547","innvandrere","2","kroner","2014","274500","gjennomsnittsinntekt"
"1548","innvandrere","2","kroner","2014","273900","gjennomsnittsinntekt"
"1551","innvandrere","2","kroner","2014","266400","gjennomsnittsinntekt"
"1554","innvandrere","2","kroner","2014","295200","gjennomsnittsinntekt"
"1557","innvandrere","2","kroner","2014","259500","gjennomsnittsinntekt"
"1560","innvandrere","2","kroner","2014","191000","gjennomsnittsinntekt"
"1563","innvandrere","2","kroner","2014","179500","gjennomsnittsinntekt"
"1566","innvandrere","2","kroner","2014","221600","gjennomsnittsinntekt"
"1567","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1571","innvandrere","2","kroner","2014","196700","gjennomsnittsinntekt"
"1573","innvandrere","2","kroner","2014","304600","gjennomsnittsinntekt"
"1576","innvandrere","2","kroner","2014","202700","gjennomsnittsinntekt"
"1601","innvandrere","2","kroner","2014","242500","gjennomsnittsinntekt"
"1612","innvandrere","2","kroner","2014","209900","gjennomsnittsinntekt"
"1613","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1617","innvandrere","2","kroner","2014","272700","gjennomsnittsinntekt"
"1620","innvandrere","2","kroner","2014","302300","gjennomsnittsinntekt"
"1621","innvandrere","2","kroner","2014","275800","gjennomsnittsinntekt"
"1622","innvandrere","2","kroner","2014","267700","gjennomsnittsinntekt"
"1624","innvandrere","2","kroner","2014","229800","gjennomsnittsinntekt"
"1627","innvandrere","2","kroner","2014","260400","gjennomsnittsinntekt"
"1630","innvandrere","2","kroner","2014","272400","gjennomsnittsinntekt"
"1632","innvandrere","2","kroner","2014","208400","gjennomsnittsinntekt"
"1633","innvandrere","2","kroner","2014",":","gjennomsnittsinntekt"
"1634","innvandrere","2","kroner","2014","215500","gjennomsnittsinntekt"
"1635","innvandrere","2","kroner","2014","169100","gjennomsnittsinntekt"
"1636","innvandrere","2","kroner","2014","257800","gjennomsnittsinntekt"
"1638","innvandrere","2","kroner","2014","224800","gjennomsnittsinntekt"
"1640","innvandrere","2","kroner","2014","257300","gjennomsnittsinntekt"
"1644","innvandrere","2","kroner","2014","296200","gjennomsnittsinntekt"
"1648","innvandrere","2","kroner","2014","256200","gjennomsnittsinntekt"
"1653","innvandrere","2","kroner","2014","239800","gjennomsnittsinntekt"
"1657","innvandrere","2","kroner","2014","243600","gjennomsnittsinntekt"
"1662","innvandrere","2","kroner","2014","234400","gjennomsnittsinntekt"
"1663","innvandrere","2","kroner","2014","269200","gjennomsnittsinntekt"
"1664","innvandrere","2","kroner","2014","250800","gjennomsnittsinntekt"
"1665","innvandrere","2","kroner","2014","72300","gjennomsnittsinntekt"
"1702","innvandrere","2","kroner","2014","199100","gjennomsnittsinntekt"
"1703","innvandrere","2","kroner","2014","191100","gjennomsnittsinntekt"
"1711","innvandrere","2","kroner","2014","166600","gjennomsnittsinntekt"
"1714","innvandrere","2","kroner","2014","227700","gjennomsnittsinntekt"
"1717","innvandrere","2","kroner","2014","249400","gjennomsnittsinntekt"
"1718","innvandrere","2","kroner","2014","247000","gjennomsnittsinntekt"
"1719","innvandrere","2","kroner","2014","206300","gjennomsnittsinntekt"
"1721","innvandrere","2","kroner","2014","208100","gjennomsnittsinntekt"
