"bydel_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030105,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030106,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030107,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030108,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030109,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030110,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030111,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030112,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030113,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030114,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030115,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030116,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030117,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030199,""alle"",""5"",""prosent"",""."",2014,""barnehagedeltakelse"""
"030101,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030102,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030103,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
"030104,""alle"",""5"",""prosent"",""100"",2014,""barnehagedeltakelse"""
