"kommune_nr","bosetting","enhet","tabellvariabel","tabell_navn","aar"
"0817","bosatt","personer","10","bosatt_anmodede","2014"
"0819","bosatt","personer","11","bosatt_anmodede","2014"
"0821","bosatt","personer","17","bosatt_anmodede","2014"
"0822","bosatt","personer","19","bosatt_anmodede","2014"
"0826","bosatt","personer","16","bosatt_anmodede","2014"
"0827","bosatt","personer","9","bosatt_anmodede","2014"
"0828","bosatt","personer","11","bosatt_anmodede","2014"
"0829","bosatt","personer",".","bosatt_anmodede","2014"
"0830","bosatt","personer",".","bosatt_anmodede","2014"
"0831","bosatt","personer","7","bosatt_anmodede","2014"
"0833","bosatt","personer",".","bosatt_anmodede","2014"
"0834","bosatt","personer","6","bosatt_anmodede","2014"
"0901","bosatt","personer","17","bosatt_anmodede","2014"
"0904","bosatt","personer","57","bosatt_anmodede","2014"
"0906","bosatt","personer","85","bosatt_anmodede","2014"
"0911","bosatt","personer","17","bosatt_anmodede","2014"
"0912","bosatt","personer","12","bosatt_anmodede","2014"
"0914","bosatt","personer","5","bosatt_anmodede","2014"
"0919","bosatt","personer",":","bosatt_anmodede","2014"
"0926","bosatt","personer","27","bosatt_anmodede","2014"
"0928","bosatt","personer","9","bosatt_anmodede","2014"
"0929","bosatt","personer","6","bosatt_anmodede","2014"
"0935","bosatt","personer","10","bosatt_anmodede","2014"
"0937","bosatt","personer","14","bosatt_anmodede","2014"
"0938","bosatt","personer",":","bosatt_anmodede","2014"
"0940","bosatt","personer","12","bosatt_anmodede","2014"
"0941","bosatt","personer",":","bosatt_anmodede","2014"
"1001","bosatt","personer","213","bosatt_anmodede","2014"
"1002","bosatt","personer","45","bosatt_anmodede","2014"
"1003","bosatt","personer","22","bosatt_anmodede","2014"
"1004","bosatt","personer","21","bosatt_anmodede","2014"
"1014","bosatt","personer","36","bosatt_anmodede","2014"
"1017","bosatt","personer","14","bosatt_anmodede","2014"
"1018","bosatt","personer","23","bosatt_anmodede","2014"
"1021","bosatt","personer","11","bosatt_anmodede","2014"
"1026","bosatt","personer","4","bosatt_anmodede","2014"
"1027","bosatt","personer",":","bosatt_anmodede","2014"
"1029","bosatt","personer","10","bosatt_anmodede","2014"
"1032","bosatt","personer","18","bosatt_anmodede","2014"
"1034","bosatt","personer","5","bosatt_anmodede","2014"
"1037","bosatt","personer","27","bosatt_anmodede","2014"
"1046","bosatt","personer","4","bosatt_anmodede","2014"
"1101","bosatt","personer","32","bosatt_anmodede","2014"
"1102","bosatt","personer","75","bosatt_anmodede","2014"
"1103","bosatt","personer","112","bosatt_anmodede","2014"
"1106","bosatt","personer","50","bosatt_anmodede","2014"
"1111","bosatt","personer",".","bosatt_anmodede","2014"
"1112","bosatt","personer","10","bosatt_anmodede","2014"
"1114","bosatt","personer","9","bosatt_anmodede","2014"
"1119","bosatt","personer","23","bosatt_anmodede","2014"
"1120","bosatt","personer","25","bosatt_anmodede","2014"
"1121","bosatt","personer","29","bosatt_anmodede","2014"
"1122","bosatt","personer","17","bosatt_anmodede","2014"
"1124","bosatt","personer","18","bosatt_anmodede","2014"
"1127","bosatt","personer","27","bosatt_anmodede","2014"
"1129","bosatt","personer",".","bosatt_anmodede","2014"
"1130","bosatt","personer","22","bosatt_anmodede","2014"
"1133","bosatt","personer","8","bosatt_anmodede","2014"
"1134","bosatt","personer","17","bosatt_anmodede","2014"
"1135","bosatt","personer","10","bosatt_anmodede","2014"
"1141","bosatt","personer",".","bosatt_anmodede","2014"
"1142","bosatt","personer","12","bosatt_anmodede","2014"
"1144","bosatt","personer",":","bosatt_anmodede","2014"
"1145","bosatt","personer",".","bosatt_anmodede","2014"
"1146","bosatt","personer","16","bosatt_anmodede","2014"
"1149","bosatt","personer","42","bosatt_anmodede","2014"
"1151","bosatt","personer",".","bosatt_anmodede","2014"
"1160","bosatt","personer","7","bosatt_anmodede","2014"
"1201","bosatt","personer","323","bosatt_anmodede","2014"
"1211","bosatt","personer","5","bosatt_anmodede","2014"
"1216","bosatt","personer","4","bosatt_anmodede","2014"
"1219","bosatt","personer","28","bosatt_anmodede","2014"
"1221","bosatt","personer","22","bosatt_anmodede","2014"
"1222","bosatt","personer",".","bosatt_anmodede","2014"
"1223","bosatt","personer","7","bosatt_anmodede","2014"
"1224","bosatt","personer","15","bosatt_anmodede","2014"
"1227","bosatt","personer",".","bosatt_anmodede","2014"
"1228","bosatt","personer","13","bosatt_anmodede","2014"
"1231","bosatt","personer","16","bosatt_anmodede","2014"
"1232","bosatt","personer",".","bosatt_anmodede","2014"
"1233","bosatt","personer","12","bosatt_anmodede","2014"
"1234","bosatt","personer",".","bosatt_anmodede","2014"
"1235","bosatt","personer","34","bosatt_anmodede","2014"
"1238","bosatt","personer","7","bosatt_anmodede","2014"
"1241","bosatt","personer","4","bosatt_anmodede","2014"
"1242","bosatt","personer",".","bosatt_anmodede","2014"
"1243","bosatt","personer","13","bosatt_anmodede","2014"
"1244","bosatt","personer","5","bosatt_anmodede","2014"
"1245","bosatt","personer","10","bosatt_anmodede","2014"
"1246","bosatt","personer","20","bosatt_anmodede","2014"
"1247","bosatt","personer","24","bosatt_anmodede","2014"
"1251","bosatt","personer","5","bosatt_anmodede","2014"
"1252","bosatt","personer",".","bosatt_anmodede","2014"
"1253","bosatt","personer","7","bosatt_anmodede","2014"
"1256","bosatt","personer","10","bosatt_anmodede","2014"
"1259","bosatt","personer","19","bosatt_anmodede","2014"
"1260","bosatt","personer","9","bosatt_anmodede","2014"
"1263","bosatt","personer","17","bosatt_anmodede","2014"
"1264","bosatt","personer","22","bosatt_anmodede","2014"
"1265","bosatt","personer",":","bosatt_anmodede","2014"
"1266","bosatt","personer",".","bosatt_anmodede","2014"
"1401","bosatt","personer","45","bosatt_anmodede","2014"
"1411","bosatt","personer","8","bosatt_anmodede","2014"
"1412","bosatt","personer",".","bosatt_anmodede","2014"
"1413","bosatt","personer","9","bosatt_anmodede","2014"
"1416","bosatt","personer","11","bosatt_anmodede","2014"
"1417","bosatt","personer",":","bosatt_anmodede","2014"
"1418","bosatt","personer",".","bosatt_anmodede","2014"
"1419","bosatt","personer",":","bosatt_anmodede","2014"
"1420","bosatt","personer","33","bosatt_anmodede","2014"
"1421","bosatt","personer",".","bosatt_anmodede","2014"
"1422","bosatt","personer","6","bosatt_anmodede","2014"
"1424","bosatt","personer","8","bosatt_anmodede","2014"
"1426","bosatt","personer","11","bosatt_anmodede","2014"
"1428","bosatt","personer",".","bosatt_anmodede","2014"
"1429","bosatt","personer",".","bosatt_anmodede","2014"
"1430","bosatt","personer",".","bosatt_anmodede","2014"
"1431","bosatt","personer","8","bosatt_anmodede","2014"
"1432","bosatt","personer","13","bosatt_anmodede","2014"
"1433","bosatt","personer",".","bosatt_anmodede","2014"
"1438","bosatt","personer","15","bosatt_anmodede","2014"
"1439","bosatt","personer","6","bosatt_anmodede","2014"
"1441","bosatt","personer",".","bosatt_anmodede","2014"
"1443","bosatt","personer","20","bosatt_anmodede","2014"
"1444","bosatt","personer",".","bosatt_anmodede","2014"
"1445","bosatt","personer","5","bosatt_anmodede","2014"
"1449","bosatt","personer","27","bosatt_anmodede","2014"
"1502","bosatt","personer","105","bosatt_anmodede","2014"
"1504","bosatt","personer","48","bosatt_anmodede","2014"
"1505","bosatt","personer","47","bosatt_anmodede","2014"
"1511","bosatt","personer","9","bosatt_anmodede","2014"
"1514","bosatt","personer",".","bosatt_anmodede","2014"
"1515","bosatt","personer","9","bosatt_anmodede","2014"
"1516","bosatt","personer","15","bosatt_anmodede","2014"
"1517","bosatt","personer","4","bosatt_anmodede","2014"
"1519","bosatt","personer","31","bosatt_anmodede","2014"
"1520","bosatt","personer","19","bosatt_anmodede","2014"
"1523","bosatt","personer","7","bosatt_anmodede","2014"
"1524","bosatt","personer",".","bosatt_anmodede","2014"
"1525","bosatt","personer",".","bosatt_anmodede","2014"
"1526","bosatt","personer",".","bosatt_anmodede","2014"
"1528","bosatt","personer",":","bosatt_anmodede","2014"
"1529","bosatt","personer","6","bosatt_anmodede","2014"
"1531","bosatt","personer","7","bosatt_anmodede","2014"
"1532","bosatt","personer","10","bosatt_anmodede","2014"
"1534","bosatt","personer","24","bosatt_anmodede","2014"
"1535","bosatt","personer","7","bosatt_anmodede","2014"
"1539","bosatt","personer",".","bosatt_anmodede","2014"
"1543","bosatt","personer","10","bosatt_anmodede","2014"
"1545","bosatt","personer",".","bosatt_anmodede","2014"
"1546","bosatt","personer",".","bosatt_anmodede","2014"
"1547","bosatt","personer",":","bosatt_anmodede","2014"
"1548","bosatt","personer","6","bosatt_anmodede","2014"
"1551","bosatt","personer",".","bosatt_anmodede","2014"
"1554","bosatt","personer","6","bosatt_anmodede","2014"
"1557","bosatt","personer",".","bosatt_anmodede","2014"
"1560","bosatt","personer","12","bosatt_anmodede","2014"
"1563","bosatt","personer","24","bosatt_anmodede","2014"
"1566","bosatt","personer","25","bosatt_anmodede","2014"
"1567","bosatt","personer",".","bosatt_anmodede","2014"
"1571","bosatt","personer","5","bosatt_anmodede","2014"
"1573","bosatt","personer",".","bosatt_anmodede","2014"
"1576","bosatt","personer","11","bosatt_anmodede","2014"
"1601","bosatt","personer","314","bosatt_anmodede","2014"
"1612","bosatt","personer","7","bosatt_anmodede","2014"
"1613","bosatt","personer",".","bosatt_anmodede","2014"
"1617","bosatt","personer","10","bosatt_anmodede","2014"
"1620","bosatt","personer",".","bosatt_anmodede","2014"
"1621","bosatt","personer","10","bosatt_anmodede","2014"
"1622","bosatt","personer",".","bosatt_anmodede","2014"
"1624","bosatt","personer","16","bosatt_anmodede","2014"
"1627","bosatt","personer","7","bosatt_anmodede","2014"
"1630","bosatt","personer","7","bosatt_anmodede","2014"
"1632","bosatt","personer",".","bosatt_anmodede","2014"
"1633","bosatt","personer",".","bosatt_anmodede","2014"
"1634","bosatt","personer","18","bosatt_anmodede","2014"
"1635","bosatt","personer",":","bosatt_anmodede","2014"
"1636","bosatt","personer","11","bosatt_anmodede","2014"
"1638","bosatt","personer","20","bosatt_anmodede","2014"
"1640","bosatt","personer","16","bosatt_anmodede","2014"
"1644","bosatt","personer",".","bosatt_anmodede","2014"
"1648","bosatt","personer","8","bosatt_anmodede","2014"
"1653","bosatt","personer","7","bosatt_anmodede","2014"
"1657","bosatt","personer","7","bosatt_anmodede","2014"
"1662","bosatt","personer","9","bosatt_anmodede","2014"
"1663","bosatt","personer","7","bosatt_anmodede","2014"
"1664","bosatt","personer","10","bosatt_anmodede","2014"
"1665","bosatt","personer","9","bosatt_anmodede","2014"
"1702","bosatt","personer","34","bosatt_anmodede","2014"
"1703","bosatt","personer","41","bosatt_anmodede","2014"
"1711","bosatt","personer","13","bosatt_anmodede","2014"
"1714","bosatt","personer","50","bosatt_anmodede","2014"
"1717","bosatt","personer","10","bosatt_anmodede","2014"
"1718","bosatt","personer","6","bosatt_anmodede","2014"
"1719","bosatt","personer","48","bosatt_anmodede","2014"
"1721","bosatt","personer","35","bosatt_anmodede","2014"
"1724","bosatt","personer","10","bosatt_anmodede","2014"
"1725","bosatt","personer",".","bosatt_anmodede","2014"
"1736","bosatt","personer","11","bosatt_anmodede","2014"
"1738","bosatt","personer","14","bosatt_anmodede","2014"
"1739","bosatt","personer",".","bosatt_anmodede","2014"
"1740","bosatt","personer",".","bosatt_anmodede","2014"
"1742","bosatt","personer","15","bosatt_anmodede","2014"
"1743","bosatt","personer",".","bosatt_anmodede","2014"
"1744","bosatt","personer","9","bosatt_anmodede","2014"
"1748","bosatt","personer",".","bosatt_anmodede","2014"
"1749","bosatt","personer",".","bosatt_anmodede","2014"
"1750","bosatt","personer","16","bosatt_anmodede","2014"
"1751","bosatt","personer","18","bosatt_anmodede","2014"
"1755","bosatt","personer",".","bosatt_anmodede","2014"
"1756","bosatt","personer","13","bosatt_anmodede","2014"
"1804","bosatt","personer","78","bosatt_anmodede","2014"
"1805","bosatt","personer","36","bosatt_anmodede","2014"
"1811","bosatt","personer",".","bosatt_anmodede","2014"
"1812","bosatt","personer","8","bosatt_anmodede","2014"
"1813","bosatt","personer","25","bosatt_anmodede","2014"
"1815","bosatt","personer",".","bosatt_anmodede","2014"
"1816","bosatt","personer","10","bosatt_anmodede","2014"
"1818","bosatt","personer",".","bosatt_anmodede","2014"
"1820","bosatt","personer","29","bosatt_anmodede","2014"
"1822","bosatt","personer","20","bosatt_anmodede","2014"
"1824","bosatt","personer","26","bosatt_anmodede","2014"
"1825","bosatt","personer",".","bosatt_anmodede","2014"
"1826","bosatt","personer","8","bosatt_anmodede","2014"
"1827","bosatt","personer",".","bosatt_anmodede","2014"
"1828","bosatt","personer","20","bosatt_anmodede","2014"
"1832","bosatt","personer",".","bosatt_anmodede","2014"
"1833","bosatt","personer","33","bosatt_anmodede","2014"
"1834","bosatt","personer",".","bosatt_anmodede","2014"
"1835","bosatt","personer",".","bosatt_anmodede","2014"
"1836","bosatt","personer",".","bosatt_anmodede","2014"
"1837","bosatt","personer","17","bosatt_anmodede","2014"
"1838","bosatt","personer","7","bosatt_anmodede","2014"
"1839","bosatt","personer","6","bosatt_anmodede","2014"
"1840","bosatt","personer","14","bosatt_anmodede","2014"
"1841","bosatt","personer","23","bosatt_anmodede","2014"
"1845","bosatt","personer",".","bosatt_anmodede","2014"
"1848","bosatt","personer","9","bosatt_anmodede","2014"
"1849","bosatt","personer","21","bosatt_anmodede","2014"
"1850","bosatt","personer",".","bosatt_anmodede","2014"
"1851","bosatt","personer","9","bosatt_anmodede","2014"
"1852","bosatt","personer",".","bosatt_anmodede","2014"
"1853","bosatt","personer","15","bosatt_anmodede","2014"
"1854","bosatt","personer","13","bosatt_anmodede","2014"
"1856","bosatt","personer",".","bosatt_anmodede","2014"
"1857","bosatt","personer",".","bosatt_anmodede","2014"
"1859","bosatt","personer",".","bosatt_anmodede","2014"
"1860","bosatt","personer","40","bosatt_anmodede","2014"
"1865","bosatt","personer","45","bosatt_anmodede","2014"
"1866","bosatt","personer","17","bosatt_anmodede","2014"
"1867","bosatt","personer","17","bosatt_anmodede","2014"
"1868","bosatt","personer",":","bosatt_anmodede","2014"
"1870","bosatt","personer","31","bosatt_anmodede","2014"
"1871","bosatt","personer","20","bosatt_anmodede","2014"
"1874","bosatt","personer",".","bosatt_anmodede","2014"
"1902","bosatt","personer","112","bosatt_anmodede","2014"
"1903","bosatt","personer","60","bosatt_anmodede","2014"
"1911","bosatt","personer","6","bosatt_anmodede","2014"
"1913","bosatt","personer","7","bosatt_anmodede","2014"
"1917","bosatt","personer","5","bosatt_anmodede","2014"
"1919","bosatt","personer","5","bosatt_anmodede","2014"
"1920","bosatt","personer","4","bosatt_anmodede","2014"
"1922","bosatt","personer","11","bosatt_anmodede","2014"
"1923","bosatt","personer","22","bosatt_anmodede","2014"
"1924","bosatt","personer","12","bosatt_anmodede","2014"
"1925","bosatt","personer","12","bosatt_anmodede","2014"
"1926","bosatt","personer",".","bosatt_anmodede","2014"
"1927","bosatt","personer","21","bosatt_anmodede","2014"
"1928","bosatt","personer","10","bosatt_anmodede","2014"
"1929","bosatt","personer","10","bosatt_anmodede","2014"
"1931","bosatt","personer","27","bosatt_anmodede","2014"
"1933","bosatt","personer",".","bosatt_anmodede","2014"
"1936","bosatt","personer",".","bosatt_anmodede","2014"
"1938","bosatt","personer",".","bosatt_anmodede","2014"
"1939","bosatt","personer",":","bosatt_anmodede","2014"
"1940","bosatt","personer",".","bosatt_anmodede","2014"
"1941","bosatt","personer","5","bosatt_anmodede","2014"
"1942","bosatt","personer","11","bosatt_anmodede","2014"
"1943","bosatt","personer",".","bosatt_anmodede","2014"
"2002","bosatt","personer",".","bosatt_anmodede","2014"
"2003","bosatt","personer","93","bosatt_anmodede","2014"
"2004","bosatt","personer","34","bosatt_anmodede","2014"
"2011","bosatt","personer",".","bosatt_anmodede","2014"
"2012","bosatt","personer","40","bosatt_anmodede","2014"
"2014","bosatt","personer",".","bosatt_anmodede","2014"
"2015","bosatt","personer",".","bosatt_anmodede","2014"
"2017","bosatt","personer",".","bosatt_anmodede","2014"
"2018","bosatt","personer",".","bosatt_anmodede","2014"
"2019","bosatt","personer","12","bosatt_anmodede","2014"
"2020","bosatt","personer","13","bosatt_anmodede","2014"
"2021","bosatt","personer",".","bosatt_anmodede","2014"
"2022","bosatt","personer",".","bosatt_anmodede","2014"
"2023","bosatt","personer",".","bosatt_anmodede","2014"
"2024","bosatt","personer",".","bosatt_anmodede","2014"
"2025","bosatt","personer","14","bosatt_anmodede","2014"
"2027","bosatt","personer","11","bosatt_anmodede","2014"
"2028","bosatt","personer",".","bosatt_anmodede","2014"
"2030","bosatt","personer","34","bosatt_anmodede","2014"
"9999","bosatt","personer","112","bosatt_anmodede","2014"
"0101","anmodning","prosent","100","bosatt_anmodede","2014"
"0104","anmodning","prosent","100","bosatt_anmodede","2014"
"0105","anmodning","prosent","100","bosatt_anmodede","2014"
"0106","anmodning","prosent","100","bosatt_anmodede","2014"
"0111","anmodning","prosent","100","bosatt_anmodede","2014"
"0118","anmodning","prosent","100","bosatt_anmodede","2014"
"0119","anmodning","prosent","100","bosatt_anmodede","2014"
"0121","anmodning","prosent","100","bosatt_anmodede","2014"
"0122","anmodning","prosent","100","bosatt_anmodede","2014"
"0123","anmodning","prosent","100","bosatt_anmodede","2014"
"0124","anmodning","prosent","100","bosatt_anmodede","2014"
"0125","anmodning","prosent","100","bosatt_anmodede","2014"
"0127","anmodning","prosent","100","bosatt_anmodede","2014"
"0128","anmodning","prosent","100","bosatt_anmodede","2014"
"0135","anmodning","prosent","100","bosatt_anmodede","2014"
"0136","anmodning","prosent","100","bosatt_anmodede","2014"
"0137","anmodning","prosent","100","bosatt_anmodede","2014"
"0138","anmodning","prosent","100","bosatt_anmodede","2014"
"0211","anmodning","prosent","100","bosatt_anmodede","2014"
"0213","anmodning","prosent","100","bosatt_anmodede","2014"
"0214","anmodning","prosent","100","bosatt_anmodede","2014"
"0215","anmodning","prosent","100","bosatt_anmodede","2014"
"0216","anmodning","prosent","100","bosatt_anmodede","2014"
"0217","anmodning","prosent","100","bosatt_anmodede","2014"
"0219","anmodning","prosent","100","bosatt_anmodede","2014"
"0220","anmodning","prosent","100","bosatt_anmodede","2014"
"0221","anmodning","prosent","100","bosatt_anmodede","2014"
"0226","anmodning","prosent","100","bosatt_anmodede","2014"
"0227","anmodning","prosent","100","bosatt_anmodede","2014"
"0228","anmodning","prosent","100","bosatt_anmodede","2014"
"0229","anmodning","prosent","100","bosatt_anmodede","2014"
"0230","anmodning","prosent","100","bosatt_anmodede","2014"
"0231","anmodning","prosent","100","bosatt_anmodede","2014"
"0233","anmodning","prosent","100","bosatt_anmodede","2014"
"0234","anmodning","prosent","100","bosatt_anmodede","2014"
"0235","anmodning","prosent","100","bosatt_anmodede","2014"
"0236","anmodning","prosent","100","bosatt_anmodede","2014"
"0237","anmodning","prosent","100","bosatt_anmodede","2014"
"0238","anmodning","prosent","100","bosatt_anmodede","2014"
"0239","anmodning","prosent","100","bosatt_anmodede","2014"
"0301","anmodning","prosent","100","bosatt_anmodede","2014"
"0402","anmodning","prosent","100","bosatt_anmodede","2014"
"0403","anmodning","prosent","100","bosatt_anmodede","2014"
"0412","anmodning","prosent","100","bosatt_anmodede","2014"
"0415","anmodning","prosent","100","bosatt_anmodede","2014"
"0417","anmodning","prosent","100","bosatt_anmodede","2014"
"0418","anmodning","prosent","100","bosatt_anmodede","2014"
"0419","anmodning","prosent","100","bosatt_anmodede","2014"
"0420","anmodning","prosent","100","bosatt_anmodede","2014"
"0423","anmodning","prosent","100","bosatt_anmodede","2014"
"0425","anmodning","prosent","100","bosatt_anmodede","2014"
"0426","anmodning","prosent","100","bosatt_anmodede","2014"
"0427","anmodning","prosent","100","bosatt_anmodede","2014"
"0428","anmodning","prosent","100","bosatt_anmodede","2014"
"0429","anmodning","prosent","100","bosatt_anmodede","2014"
"0430","anmodning","prosent","100","bosatt_anmodede","2014"
"0432","anmodning","prosent","100","bosatt_anmodede","2014"
"0434","anmodning","prosent","100","bosatt_anmodede","2014"
"0436","anmodning","prosent","100","bosatt_anmodede","2014"
"0437","anmodning","prosent","100","bosatt_anmodede","2014"
"0438","anmodning","prosent","100","bosatt_anmodede","2014"
"0439","anmodning","prosent","100","bosatt_anmodede","2014"
"0441","anmodning","prosent","100","bosatt_anmodede","2014"
"0501","anmodning","prosent","100","bosatt_anmodede","2014"
"0502","anmodning","prosent","100","bosatt_anmodede","2014"
"0511","anmodning","prosent","100","bosatt_anmodede","2014"
"0512","anmodning","prosent","100","bosatt_anmodede","2014"
"0513","anmodning","prosent","100","bosatt_anmodede","2014"
"0514","anmodning","prosent","100","bosatt_anmodede","2014"
"0515","anmodning","prosent","100","bosatt_anmodede","2014"
"0516","anmodning","prosent","100","bosatt_anmodede","2014"
"0517","anmodning","prosent","100","bosatt_anmodede","2014"
"0519","anmodning","prosent","100","bosatt_anmodede","2014"
"0520","anmodning","prosent","100","bosatt_anmodede","2014"
"0521","anmodning","prosent","100","bosatt_anmodede","2014"
"0522","anmodning","prosent","100","bosatt_anmodede","2014"
"0528","anmodning","prosent","100","bosatt_anmodede","2014"
"0529","anmodning","prosent","100","bosatt_anmodede","2014"
"0532","anmodning","prosent","100","bosatt_anmodede","2014"
"0533","anmodning","prosent","100","bosatt_anmodede","2014"
"0534","anmodning","prosent","100","bosatt_anmodede","2014"
"0536","anmodning","prosent","100","bosatt_anmodede","2014"
"0538","anmodning","prosent","100","bosatt_anmodede","2014"
"0540","anmodning","prosent","100","bosatt_anmodede","2014"
"0541","anmodning","prosent","100","bosatt_anmodede","2014"
"0542","anmodning","prosent","100","bosatt_anmodede","2014"
"0543","anmodning","prosent","100","bosatt_anmodede","2014"
"0544","anmodning","prosent","100","bosatt_anmodede","2014"
"0545","anmodning","prosent","100","bosatt_anmodede","2014"
"0602","anmodning","prosent","100","bosatt_anmodede","2014"
"0604","anmodning","prosent","100","bosatt_anmodede","2014"
"0605","anmodning","prosent","100","bosatt_anmodede","2014"
"0612","anmodning","prosent","100","bosatt_anmodede","2014"
"0615","anmodning","prosent","100","bosatt_anmodede","2014"
"0616","anmodning","prosent","100","bosatt_anmodede","2014"
"0617","anmodning","prosent","100","bosatt_anmodede","2014"
"0618","anmodning","prosent","100","bosatt_anmodede","2014"
"0619","anmodning","prosent","100","bosatt_anmodede","2014"
"0620","anmodning","prosent","100","bosatt_anmodede","2014"
"0621","anmodning","prosent","100","bosatt_anmodede","2014"
"0622","anmodning","prosent","100","bosatt_anmodede","2014"
"0623","anmodning","prosent","100","bosatt_anmodede","2014"
"0624","anmodning","prosent","100","bosatt_anmodede","2014"
"0625","anmodning","prosent","100","bosatt_anmodede","2014"
"0626","anmodning","prosent","100","bosatt_anmodede","2014"
"0627","anmodning","prosent","100","bosatt_anmodede","2014"
"0628","anmodning","prosent","100","bosatt_anmodede","2014"
"0631","anmodning","prosent","100","bosatt_anmodede","2014"
"0632","anmodning","prosent","100","bosatt_anmodede","2014"
"0633","anmodning","prosent","100","bosatt_anmodede","2014"
"0701","anmodning","prosent","100","bosatt_anmodede","2014"
"0702","anmodning","prosent","100","bosatt_anmodede","2014"
"0704","anmodning","prosent","100","bosatt_anmodede","2014"
"0706","anmodning","prosent","100","bosatt_anmodede","2014"
"0709","anmodning","prosent","100","bosatt_anmodede","2014"
"0711","anmodning","prosent","100","bosatt_anmodede","2014"
"0713","anmodning","prosent","100","bosatt_anmodede","2014"
"0714","anmodning","prosent","100","bosatt_anmodede","2014"
"0716","anmodning","prosent","100","bosatt_anmodede","2014"
"0719","anmodning","prosent","100","bosatt_anmodede","2014"
"0720","anmodning","prosent","100","bosatt_anmodede","2014"
"0722","anmodning","prosent","100","bosatt_anmodede","2014"
"0723","anmodning","prosent","100","bosatt_anmodede","2014"
"0728","anmodning","prosent","100","bosatt_anmodede","2014"
"0805","anmodning","prosent","100","bosatt_anmodede","2014"
"0806","anmodning","prosent","100","bosatt_anmodede","2014"
"0807","anmodning","prosent","100","bosatt_anmodede","2014"
"0811","anmodning","prosent","100","bosatt_anmodede","2014"
"0814","anmodning","prosent","100","bosatt_anmodede","2014"
"0815","anmodning","prosent","100","bosatt_anmodede","2014"
"0817","anmodning","prosent","100","bosatt_anmodede","2014"
"0819","anmodning","prosent","100","bosatt_anmodede","2014"
"0821","anmodning","prosent","100","bosatt_anmodede","2014"
"0822","anmodning","prosent","100","bosatt_anmodede","2014"
"0826","anmodning","prosent","100","bosatt_anmodede","2014"
"0827","anmodning","prosent","100","bosatt_anmodede","2014"
"0828","anmodning","prosent","100","bosatt_anmodede","2014"
"0829","anmodning","prosent","100","bosatt_anmodede","2014"
"0830","anmodning","prosent","100","bosatt_anmodede","2014"
"0831","anmodning","prosent","100","bosatt_anmodede","2014"
"0833","anmodning","prosent","100","bosatt_anmodede","2014"
"0834","anmodning","prosent","100","bosatt_anmodede","2014"
"0901","anmodning","prosent","100","bosatt_anmodede","2014"
"0904","anmodning","prosent","100","bosatt_anmodede","2014"
"0906","anmodning","prosent","100","bosatt_anmodede","2014"
"0911","anmodning","prosent","100","bosatt_anmodede","2014"
"0912","anmodning","prosent","100","bosatt_anmodede","2014"
"0914","anmodning","prosent","100","bosatt_anmodede","2014"
"0919","anmodning","prosent","100","bosatt_anmodede","2014"
"0926","anmodning","prosent","100","bosatt_anmodede","2014"
"0928","anmodning","prosent","100","bosatt_anmodede","2014"
"0929","anmodning","prosent","100","bosatt_anmodede","2014"
"0935","anmodning","prosent","100","bosatt_anmodede","2014"
"0937","anmodning","prosent","100","bosatt_anmodede","2014"
"0938","anmodning","prosent","100","bosatt_anmodede","2014"
"0940","anmodning","prosent","100","bosatt_anmodede","2014"
"0941","anmodning","prosent","100","bosatt_anmodede","2014"
"1001","anmodning","prosent","100","bosatt_anmodede","2014"
"1002","anmodning","prosent","100","bosatt_anmodede","2014"
"1003","anmodning","prosent","100","bosatt_anmodede","2014"
"1004","anmodning","prosent","100","bosatt_anmodede","2014"
"1014","anmodning","prosent","100","bosatt_anmodede","2014"
"1017","anmodning","prosent","100","bosatt_anmodede","2014"
"1018","anmodning","prosent","100","bosatt_anmodede","2014"
"1021","anmodning","prosent","100","bosatt_anmodede","2014"
"1026","anmodning","prosent","100","bosatt_anmodede","2014"
"1027","anmodning","prosent","100","bosatt_anmodede","2014"
"1029","anmodning","prosent","100","bosatt_anmodede","2014"
"1032","anmodning","prosent","100","bosatt_anmodede","2014"
"1034","anmodning","prosent","100","bosatt_anmodede","2014"
"1037","anmodning","prosent","100","bosatt_anmodede","2014"
"1046","anmodning","prosent","100","bosatt_anmodede","2014"
"1101","anmodning","prosent","100","bosatt_anmodede","2014"
"1102","anmodning","prosent","100","bosatt_anmodede","2014"
"1103","anmodning","prosent","100","bosatt_anmodede","2014"
"1106","anmodning","prosent","100","bosatt_anmodede","2014"
"1111","anmodning","prosent","100","bosatt_anmodede","2014"
"1112","anmodning","prosent","100","bosatt_anmodede","2014"
"1114","anmodning","prosent","100","bosatt_anmodede","2014"
"1119","anmodning","prosent","100","bosatt_anmodede","2014"
"1120","anmodning","prosent","100","bosatt_anmodede","2014"
"1121","anmodning","prosent","100","bosatt_anmodede","2014"
"1122","anmodning","prosent","100","bosatt_anmodede","2014"
"1124","anmodning","prosent","100","bosatt_anmodede","2014"
"1127","anmodning","prosent","100","bosatt_anmodede","2014"
"1129","anmodning","prosent","100","bosatt_anmodede","2014"
"1130","anmodning","prosent","100","bosatt_anmodede","2014"
"1133","anmodning","prosent","100","bosatt_anmodede","2014"
"1134","anmodning","prosent","100","bosatt_anmodede","2014"
"1135","anmodning","prosent","100","bosatt_anmodede","2014"
"1141","anmodning","prosent","100","bosatt_anmodede","2014"
"1142","anmodning","prosent","100","bosatt_anmodede","2014"
