"kommune_nr","bosetting","enhet","tabellvariabel","tabell_navn","aar"
"0439","vedtak","personer","6","bosatt_anmodede","2014"
"0441","vedtak","personer","7","bosatt_anmodede","2014"
"0501","vedtak","personer","55","bosatt_anmodede","2014"
"0502","vedtak","personer","55","bosatt_anmodede","2014"
"0511","vedtak","personer","5","bosatt_anmodede","2014"
"0512","vedtak","personer","5","bosatt_anmodede","2014"
"0513","vedtak","personer","5","bosatt_anmodede","2014"
"0514","vedtak","personer","10","bosatt_anmodede","2014"
"0515","vedtak","personer","12","bosatt_anmodede","2014"
"0516","vedtak","personer","15","bosatt_anmodede","2014"
"0517","vedtak","personer","10","bosatt_anmodede","2014"
"0519","vedtak","personer","5","bosatt_anmodede","2014"
"0520","vedtak","personer","10","bosatt_anmodede","2014"
"0521","vedtak","personer","15","bosatt_anmodede","2014"
"0522","vedtak","personer","5","bosatt_anmodede","2014"
"0528","vedtak","personer","20","bosatt_anmodede","2014"
"0529","vedtak","personer","15","bosatt_anmodede","2014"
"0532","vedtak","personer","20","bosatt_anmodede","2014"
"0533","vedtak","personer","30","bosatt_anmodede","2014"
"0534","vedtak","personer","40","bosatt_anmodede","2014"
"0536","vedtak","personer","10","bosatt_anmodede","2014"
"0538","vedtak","personer","20","bosatt_anmodede","2014"
"0540","vedtak","personer","8","bosatt_anmodede","2014"
"0541","vedtak","personer","5","bosatt_anmodede","2014"
"0542","vedtak","personer","10","bosatt_anmodede","2014"
"0543","vedtak","personer","5","bosatt_anmodede","2014"
"0544","vedtak","personer","7","bosatt_anmodede","2014"
"0545","vedtak","personer","3","bosatt_anmodede","2014"
"0602","vedtak","personer","130","bosatt_anmodede","2014"
"0604","vedtak","personer","27","bosatt_anmodede","2014"
"0605","vedtak","personer","50","bosatt_anmodede","2014"
"0612","vedtak","personer","10","bosatt_anmodede","2014"
"0615","vedtak","personer","10","bosatt_anmodede","2014"
"0616","vedtak","personer","5","bosatt_anmodede","2014"
"0617","vedtak","personer","10","bosatt_anmodede","2014"
"0618","vedtak","personer","7","bosatt_anmodede","2014"
"0619","vedtak","personer","15","bosatt_anmodede","2014"
"0620","vedtak","personer","5","bosatt_anmodede","2014"
"0621","vedtak","personer","0","bosatt_anmodede","2014"
"0622","vedtak","personer",".","bosatt_anmodede","2014"
"0623","vedtak","personer","26","bosatt_anmodede","2014"
"0624","vedtak","personer","20","bosatt_anmodede","2014"
"0625","vedtak","personer","20","bosatt_anmodede","2014"
"0626","vedtak","personer","22","bosatt_anmodede","2014"
"0627","vedtak","personer","20","bosatt_anmodede","2014"
"0628","vedtak","personer","20","bosatt_anmodede","2014"
"0631","vedtak","personer","10","bosatt_anmodede","2014"
"0632","vedtak","personer","8","bosatt_anmodede","2014"
"0633","vedtak","personer","6","bosatt_anmodede","2014"
"0701","vedtak","personer","20","bosatt_anmodede","2014"
"0702","vedtak","personer","8","bosatt_anmodede","2014"
"0704","vedtak","personer","50","bosatt_anmodede","2014"
"0706","vedtak","personer","40","bosatt_anmodede","2014"
"0709","vedtak","personer","70","bosatt_anmodede","2014"
"0711","vedtak","personer","6","bosatt_anmodede","2014"
"0713","vedtak","personer","10","bosatt_anmodede","2014"
"0714","vedtak","personer","5","bosatt_anmodede","2014"
"0716","vedtak","personer","15","bosatt_anmodede","2014"
"0719","vedtak","personer","5","bosatt_anmodede","2014"
"0720","vedtak","personer","25","bosatt_anmodede","2014"
"0722","vedtak","personer","30","bosatt_anmodede","2014"
"0723","vedtak","personer","5","bosatt_anmodede","2014"
"0728","vedtak","personer","5","bosatt_anmodede","2014"
"0805","vedtak","personer","50","bosatt_anmodede","2014"
"0806","vedtak","personer","68","bosatt_anmodede","2014"
"0807","vedtak","personer","45","bosatt_anmodede","2014"
"0811","vedtak","personer","10","bosatt_anmodede","2014"
"0814","vedtak","personer","35","bosatt_anmodede","2014"
"0815","vedtak","personer","35","bosatt_anmodede","2014"
"0817","vedtak","personer","15","bosatt_anmodede","2014"
"0819","vedtak","personer","10","bosatt_anmodede","2014"
"0821","vedtak","personer","18","bosatt_anmodede","2014"
"0822","vedtak","personer","20","bosatt_anmodede","2014"
"0826","vedtak","personer","13","bosatt_anmodede","2014"
"0827","vedtak","personer","11","bosatt_anmodede","2014"
"0828","vedtak","personer","17","bosatt_anmodede","2014"
"0829","vedtak","personer","0","bosatt_anmodede","2014"
"0830","vedtak","personer","0","bosatt_anmodede","2014"
"0831","vedtak","personer","10","bosatt_anmodede","2014"
"0833","vedtak","personer","4","bosatt_anmodede","2014"
"0834","vedtak","personer","7","bosatt_anmodede","2014"
"0901","vedtak","personer","25","bosatt_anmodede","2014"
"0904","vedtak","personer","55","bosatt_anmodede","2014"
"0906","vedtak","personer","95","bosatt_anmodede","2014"
"0911","vedtak","personer","10","bosatt_anmodede","2014"
"0912","vedtak","personer","10","bosatt_anmodede","2014"
"0914","vedtak","personer","5","bosatt_anmodede","2014"
"0919","vedtak","personer","3","bosatt_anmodede","2014"
"0926","vedtak","personer","30","bosatt_anmodede","2014"
"0928","vedtak","personer","12","bosatt_anmodede","2014"
"0929","vedtak","personer","10","bosatt_anmodede","2014"
"0935","vedtak","personer","10","bosatt_anmodede","2014"
"0937","vedtak","personer","10","bosatt_anmodede","2014"
"0938","vedtak","personer","5","bosatt_anmodede","2014"
"0940","vedtak","personer","10","bosatt_anmodede","2014"
"0941","vedtak","personer","5","bosatt_anmodede","2014"
"1001","vedtak","personer","200","bosatt_anmodede","2014"
"1002","vedtak","personer","45","bosatt_anmodede","2014"
"1003","vedtak","personer","20","bosatt_anmodede","2014"
"1004","vedtak","personer","20","bosatt_anmodede","2014"
"1014","vedtak","personer","35","bosatt_anmodede","2014"
"1017","vedtak","personer","25","bosatt_anmodede","2014"
"1018","vedtak","personer","20","bosatt_anmodede","2014"
"1021","vedtak","personer","10","bosatt_anmodede","2014"
"1026","vedtak","personer","5","bosatt_anmodede","2014"
"1027","vedtak","personer","5","bosatt_anmodede","2014"
"1029","vedtak","personer","10","bosatt_anmodede","2014"
"1032","vedtak","personer","20","bosatt_anmodede","2014"
"1034","vedtak","personer","5","bosatt_anmodede","2014"
"1037","vedtak","personer","30","bosatt_anmodede","2014"
"1046","vedtak","personer","5","bosatt_anmodede","2014"
"1101","vedtak","personer","35","bosatt_anmodede","2014"
"1102","vedtak","personer","70","bosatt_anmodede","2014"
"1103","vedtak","personer","120","bosatt_anmodede","2014"
"1106","vedtak","personer","50","bosatt_anmodede","2014"
"1111","vedtak","personer","10","bosatt_anmodede","2014"
"1112","vedtak","personer","10","bosatt_anmodede","2014"
"1114","vedtak","personer","10","bosatt_anmodede","2014"
"1119","vedtak","personer","25","bosatt_anmodede","2014"
"1120","vedtak","personer","25","bosatt_anmodede","2014"
"1121","vedtak","personer","28","bosatt_anmodede","2014"
"1122","vedtak","personer","15","bosatt_anmodede","2014"
"1124","vedtak","personer","27","bosatt_anmodede","2014"
"1127","vedtak","personer","21","bosatt_anmodede","2014"
"1129","vedtak","personer","5","bosatt_anmodede","2014"
"1130","vedtak","personer","15","bosatt_anmodede","2014"
"1133","vedtak","personer","9","bosatt_anmodede","2014"
"1134","vedtak","personer","15","bosatt_anmodede","2014"
"1135","vedtak","personer","10","bosatt_anmodede","2014"
"1141","vedtak","personer",".","bosatt_anmodede","2014"
"1142","vedtak","personer","10","bosatt_anmodede","2014"
"1144","vedtak","personer","4","bosatt_anmodede","2014"
"1145","vedtak","personer","0","bosatt_anmodede","2014"
"1146","vedtak","personer","20","bosatt_anmodede","2014"
"1149","vedtak","personer","30","bosatt_anmodede","2014"
"1151","vedtak","personer","8","bosatt_anmodede","2014"
"1160","vedtak","personer","10","bosatt_anmodede","2014"
"1201","vedtak","personer","350","bosatt_anmodede","2014"
"1211","vedtak","personer","10","bosatt_anmodede","2014"
"1216","vedtak","personer","20","bosatt_anmodede","2014"
"1219","vedtak","personer","24","bosatt_anmodede","2014"
"1221","vedtak","personer","20","bosatt_anmodede","2014"
"1222","vedtak","personer",".","bosatt_anmodede","2014"
"1223","vedtak","personer","7","bosatt_anmodede","2014"
"1224","vedtak","personer","10","bosatt_anmodede","2014"
"1227","vedtak","personer",".","bosatt_anmodede","2014"
"1228","vedtak","personer","10","bosatt_anmodede","2014"
"1231","vedtak","personer","15","bosatt_anmodede","2014"
"1232","vedtak","personer","0","bosatt_anmodede","2014"
"1233","vedtak","personer","10","bosatt_anmodede","2014"
"1234","vedtak","personer","0","bosatt_anmodede","2014"
"1235","vedtak","personer","30","bosatt_anmodede","2014"
"1238","vedtak","personer","15","bosatt_anmodede","2014"
"1241","vedtak","personer","10","bosatt_anmodede","2014"
"1242","vedtak","personer","0","bosatt_anmodede","2014"
"1243","vedtak","personer","10","bosatt_anmodede","2014"
"1244","vedtak","personer","10","bosatt_anmodede","2014"
"1245","vedtak","personer","10","bosatt_anmodede","2014"
"1246","vedtak","personer","20","bosatt_anmodede","2014"
"1247","vedtak","personer","25","bosatt_anmodede","2014"
"1251","vedtak","personer","6","bosatt_anmodede","2014"
"1252","vedtak","personer","0","bosatt_anmodede","2014"
"1253","vedtak","personer","7","bosatt_anmodede","2014"
"1256","vedtak","personer","10","bosatt_anmodede","2014"
"1259","vedtak","personer","15","bosatt_anmodede","2014"
"1260","vedtak","personer","6","bosatt_anmodede","2014"
"1263","vedtak","personer","25","bosatt_anmodede","2014"
"1264","vedtak","personer","11","bosatt_anmodede","2014"
"1265","vedtak","personer",".","bosatt_anmodede","2014"
"1266","vedtak","personer","0","bosatt_anmodede","2014"
"1401","vedtak","personer","45","bosatt_anmodede","2014"
"1411","vedtak","personer","10","bosatt_anmodede","2014"
"1412","vedtak","personer",".","bosatt_anmodede","2014"
"1413","vedtak","personer","7","bosatt_anmodede","2014"
"1416","vedtak","personer","20","bosatt_anmodede","2014"
"1417","vedtak","personer","0","bosatt_anmodede","2014"
"1418","vedtak","personer",".","bosatt_anmodede","2014"
"1419","vedtak","personer","10","bosatt_anmodede","2014"
"1420","vedtak","personer","35","bosatt_anmodede","2014"
"1421","vedtak","personer","0","bosatt_anmodede","2014"
"1422","vedtak","personer","15","bosatt_anmodede","2014"
"1424","vedtak","personer","15","bosatt_anmodede","2014"
"1426","vedtak","personer","15","bosatt_anmodede","2014"
"1428","vedtak","personer","0","bosatt_anmodede","2014"
"1429","vedtak","personer","10","bosatt_anmodede","2014"
"1430","vedtak","personer",".","bosatt_anmodede","2014"
"1431","vedtak","personer","7","bosatt_anmodede","2014"
"1432","vedtak","personer","20","bosatt_anmodede","2014"
"1433","vedtak","personer",".","bosatt_anmodede","2014"
"1438","vedtak","personer","0","bosatt_anmodede","2014"
"1439","vedtak","personer","10","bosatt_anmodede","2014"
"1441","vedtak","personer","7","bosatt_anmodede","2014"
"1443","vedtak","personer","30","bosatt_anmodede","2014"
"1444","vedtak","personer","0","bosatt_anmodede","2014"
"1445","vedtak","personer","20","bosatt_anmodede","2014"
"1449","vedtak","personer","25","bosatt_anmodede","2014"
"1502","vedtak","personer","60","bosatt_anmodede","2014"
"1504","vedtak","personer","50","bosatt_anmodede","2014"
"1505","vedtak","personer","50","bosatt_anmodede","2014"
"1511","vedtak","personer","0","bosatt_anmodede","2014"
"1514","vedtak","personer",".","bosatt_anmodede","2014"
"1515","vedtak","personer","10","bosatt_anmodede","2014"
"1516","vedtak","personer","20","bosatt_anmodede","2014"
"1517","vedtak","personer","10","bosatt_anmodede","2014"
"1519","vedtak","personer","30","bosatt_anmodede","2014"
"1520","vedtak","personer","21","bosatt_anmodede","2014"
"1523","vedtak","personer","0","bosatt_anmodede","2014"
"1524","vedtak","personer","0","bosatt_anmodede","2014"
"1525","vedtak","personer","0","bosatt_anmodede","2014"
"1526","vedtak","personer","0","bosatt_anmodede","2014"
"1528","vedtak","personer","19","bosatt_anmodede","2014"
"1529","vedtak","personer","10","bosatt_anmodede","2014"
"1531","vedtak","personer","12","bosatt_anmodede","2014"
"1532","vedtak","personer","10","bosatt_anmodede","2014"
"1534","vedtak","personer","24","bosatt_anmodede","2014"
"1535","vedtak","personer","10","bosatt_anmodede","2014"
"1539","vedtak","personer",".","bosatt_anmodede","2014"
"1543","vedtak","personer","10","bosatt_anmodede","2014"
"1545","vedtak","personer","0","bosatt_anmodede","2014"
"1546","vedtak","personer","0","bosatt_anmodede","2014"
"1547","vedtak","personer",".","bosatt_anmodede","2014"
"1548","vedtak","personer",".","bosatt_anmodede","2014"
"1551","vedtak","personer","5","bosatt_anmodede","2014"
"1554","vedtak","personer","10","bosatt_anmodede","2014"
"1557","vedtak","personer","0","bosatt_anmodede","2014"
"1560","vedtak","personer","5","bosatt_anmodede","2014"
"1563","vedtak","personer","37","bosatt_anmodede","2014"
"1566","vedtak","personer","15","bosatt_anmodede","2014"
"1567","vedtak","personer","10","bosatt_anmodede","2014"
"1571","vedtak","personer","5","bosatt_anmodede","2014"
"1573","vedtak","personer","0","bosatt_anmodede","2014"
"1576","vedtak","personer","10","bosatt_anmodede","2014"
"1601","vedtak","personer","300","bosatt_anmodede","2014"
"1612","vedtak","personer","5","bosatt_anmodede","2014"
"1613","vedtak","personer","0","bosatt_anmodede","2014"
"1617","vedtak","personer","10","bosatt_anmodede","2014"
"1620","vedtak","personer","15","bosatt_anmodede","2014"
"1621","vedtak","personer","15","bosatt_anmodede","2014"
"1622","vedtak","personer",".","bosatt_anmodede","2014"
"1624","vedtak","personer","14","bosatt_anmodede","2014"
"1627","vedtak","personer","15","bosatt_anmodede","2014"
"1630","vedtak","personer","5","bosatt_anmodede","2014"
"1632","vedtak","personer","0","bosatt_anmodede","2014"
"1633","vedtak","personer","0","bosatt_anmodede","2014"
"1634","vedtak","personer","20","bosatt_anmodede","2014"
"1635","vedtak","personer","10","bosatt_anmodede","2014"
"1636","vedtak","personer","10","bosatt_anmodede","2014"
"1638","vedtak","personer","20","bosatt_anmodede","2014"
"1640","vedtak","personer","5","bosatt_anmodede","2014"
"1644","vedtak","personer","0","bosatt_anmodede","2014"
"1648","vedtak","personer","8","bosatt_anmodede","2014"
"1653","vedtak","personer","15","bosatt_anmodede","2014"
"1657","vedtak","personer","6","bosatt_anmodede","2014"
"1662","vedtak","personer","10","bosatt_anmodede","2014"
"1663","vedtak","personer","15","bosatt_anmodede","2014"
"1664","vedtak","personer","10","bosatt_anmodede","2014"
"1665","vedtak","personer","10","bosatt_anmodede","2014"
"1702","vedtak","personer","35","bosatt_anmodede","2014"
"1703","vedtak","personer","40","bosatt_anmodede","2014"
"1711","vedtak","personer","10","bosatt_anmodede","2014"
"1714","vedtak","personer","45","bosatt_anmodede","2014"
"1717","vedtak","personer","10","bosatt_anmodede","2014"
"1718","vedtak","personer","10","bosatt_anmodede","2014"
"1719","vedtak","personer","45","bosatt_anmodede","2014"
"1721","vedtak","personer","35","bosatt_anmodede","2014"
"1724","vedtak","personer","10","bosatt_anmodede","2014"
"1725","vedtak","personer","0","bosatt_anmodede","2014"
"1736","vedtak","personer","10","bosatt_anmodede","2014"
"1738","vedtak","personer","10","bosatt_anmodede","2014"
"1739","vedtak","personer","0","bosatt_anmodede","2014"
"1740","vedtak","personer","0","bosatt_anmodede","2014"
"1742","vedtak","personer","15","bosatt_anmodede","2014"
"1743","vedtak","personer","0","bosatt_anmodede","2014"
"1744","vedtak","personer","10","bosatt_anmodede","2014"
"1748","vedtak","personer","0","bosatt_anmodede","2014"
"1749","vedtak","personer","0","bosatt_anmodede","2014"
"1750","vedtak","personer","15","bosatt_anmodede","2014"
"1751","vedtak","personer","20","bosatt_anmodede","2014"
"1755","vedtak","personer","0","bosatt_anmodede","2014"
"1756","vedtak","personer","13","bosatt_anmodede","2014"
"1804","vedtak","personer","90","bosatt_anmodede","2014"
"1805","vedtak","personer","40","bosatt_anmodede","2014"
"1811","vedtak","personer","0","bosatt_anmodede","2014"
"1812","vedtak","personer","10","bosatt_anmodede","2014"
"1813","vedtak","personer","20","bosatt_anmodede","2014"
"1815","vedtak","personer",".","bosatt_anmodede","2014"
"1816","vedtak","personer","7","bosatt_anmodede","2014"
"1818","vedtak","personer","0","bosatt_anmodede","2014"
"1820","vedtak","personer","30","bosatt_anmodede","2014"
"1822","vedtak","personer","20","bosatt_anmodede","2014"
"1824","vedtak","personer","30","bosatt_anmodede","2014"
"1825","vedtak","personer",".","bosatt_anmodede","2014"
"1826","vedtak","personer","15","bosatt_anmodede","2014"
"1827","vedtak","personer","0","bosatt_anmodede","2014"
"1828","vedtak","personer","20","bosatt_anmodede","2014"
"1832","vedtak","personer",".","bosatt_anmodede","2014"
"1833","vedtak","personer","50","bosatt_anmodede","2014"
"1834","vedtak","personer",".","bosatt_anmodede","2014"
"1835","vedtak","personer",".","bosatt_anmodede","2014"
"1836","vedtak","personer","0","bosatt_anmodede","2014"
"1837","vedtak","personer","15","bosatt_anmodede","2014"
"1838","vedtak","personer","15","bosatt_anmodede","2014"
"1839","vedtak","personer","5","bosatt_anmodede","2014"
"1840","vedtak","personer","15","bosatt_anmodede","2014"
"1841","vedtak","personer","30","bosatt_anmodede","2014"
"1845","vedtak","personer",".","bosatt_anmodede","2014"
"1848","vedtak","personer","10","bosatt_anmodede","2014"
"1849","vedtak","personer","16","bosatt_anmodede","2014"
"1850","vedtak","personer",".","bosatt_anmodede","2014"
"1851","vedtak","personer","10","bosatt_anmodede","2014"
"1852","vedtak","personer",".","bosatt_anmodede","2014"
"1853","vedtak","personer","15","bosatt_anmodede","2014"
"1854","vedtak","personer","10","bosatt_anmodede","2014"
"1856","vedtak","personer",".","bosatt_anmodede","2014"
"1857","vedtak","personer",".","bosatt_anmodede","2014"
"1859","vedtak","personer",".","bosatt_anmodede","2014"
"1860","vedtak","personer","42","bosatt_anmodede","2014"
"1865","vedtak","personer","50","bosatt_anmodede","2014"
"1866","vedtak","personer","15","bosatt_anmodede","2014"
"1867","vedtak","personer","15","bosatt_anmodede","2014"
"1868","vedtak","personer",".","bosatt_anmodede","2014"
"1870","vedtak","personer","25","bosatt_anmodede","2014"
"1871","vedtak","personer","30","bosatt_anmodede","2014"
"1874","vedtak","personer","0","bosatt_anmodede","2014"
"1902","vedtak","personer","120","bosatt_anmodede","2014"
"1903","vedtak","personer","60","bosatt_anmodede","2014"
"1911","vedtak","personer","5","bosatt_anmodede","2014"
"1913","vedtak","personer","10","bosatt_anmodede","2014"
"1917","vedtak","personer","2","bosatt_anmodede","2014"
"1919","vedtak","personer","6","bosatt_anmodede","2014"
"1920","vedtak","personer","15","bosatt_anmodede","2014"
"1922","vedtak","personer","15","bosatt_anmodede","2014"
"1923","vedtak","personer","20","bosatt_anmodede","2014"
"1924","vedtak","personer","10","bosatt_anmodede","2014"
"1925","vedtak","personer","18","bosatt_anmodede","2014"
"1926","vedtak","personer",".","bosatt_anmodede","2014"
"1927","vedtak","personer","15","bosatt_anmodede","2014"
"1928","vedtak","personer","10","bosatt_anmodede","2014"
"1929","vedtak","personer","10","bosatt_anmodede","2014"
"1931","vedtak","personer","40","bosatt_anmodede","2014"
"1933","vedtak","personer","20","bosatt_anmodede","2014"
"1936","vedtak","personer","0","bosatt_anmodede","2014"
"1938","vedtak","personer","0","bosatt_anmodede","2014"
"1939","vedtak","personer","2","bosatt_anmodede","2014"
"1940","vedtak","personer","10","bosatt_anmodede","2014"
"1941","vedtak","personer","10","bosatt_anmodede","2014"
"1942","vedtak","personer","10","bosatt_anmodede","2014"
"1943","vedtak","personer",".","bosatt_anmodede","2014"
"2002","vedtak","personer",".","bosatt_anmodede","2014"
"2003","vedtak","personer","90","bosatt_anmodede","2014"
"2004","vedtak","personer","32","bosatt_anmodede","2014"
"2011","vedtak","personer","0","bosatt_anmodede","2014"
"2012","vedtak","personer","40","bosatt_anmodede","2014"
"2014","vedtak","personer",".","bosatt_anmodede","2014"
"2015","vedtak","personer","0","bosatt_anmodede","2014"
"2017","vedtak","personer","0","bosatt_anmodede","2014"
"2018","vedtak","personer","0","bosatt_anmodede","2014"
"2019","vedtak","personer","10","bosatt_anmodede","2014"
"2020","vedtak","personer","15","bosatt_anmodede","2014"
"2021","vedtak","personer","0","bosatt_anmodede","2014"
"2022","vedtak","personer",".","bosatt_anmodede","2014"
"2023","vedtak","personer",".","bosatt_anmodede","2014"
"2024","vedtak","personer","0","bosatt_anmodede","2014"
"2025","vedtak","personer","15","bosatt_anmodede","2014"
"2027","vedtak","personer","10","bosatt_anmodede","2014"
"2028","vedtak","personer","0","bosatt_anmodede","2014"
"2030","vedtak","personer","30","bosatt_anmodede","2014"
"9999","vedtak","personer","","bosatt_anmodede","2014"
"0101","bosatt","personer","22","bosatt_anmodede","2014"
"0104","bosatt","personer","20","bosatt_anmodede","2014"
"0105","bosatt","personer","59","bosatt_anmodede","2014"
"0106","bosatt","personer","59","bosatt_anmodede","2014"
"0111","bosatt","personer","12","bosatt_anmodede","2014"
"0118","bosatt","personer",".","bosatt_anmodede","2014"
"0119","bosatt","personer","5","bosatt_anmodede","2014"
"0121","bosatt","personer",".","bosatt_anmodede","2014"
"0122","bosatt","personer",".","bosatt_anmodede","2014"
"0123","bosatt","personer","8","bosatt_anmodede","2014"
"0124","bosatt","personer","10","bosatt_anmodede","2014"
"0125","bosatt","personer","6","bosatt_anmodede","2014"
"0127","bosatt","personer",":","bosatt_anmodede","2014"
"0128","bosatt","personer","4","bosatt_anmodede","2014"
"0135","bosatt","personer","6","bosatt_anmodede","2014"
"0136","bosatt","personer","11","bosatt_anmodede","2014"
"0137","bosatt","personer","5","bosatt_anmodede","2014"
"0138","bosatt","personer",".","bosatt_anmodede","2014"
"0211","bosatt","personer","18","bosatt_anmodede","2014"
"0213","bosatt","personer","54","bosatt_anmodede","2014"
"0214","bosatt","personer","18","bosatt_anmodede","2014"
"0215","bosatt","personer","17","bosatt_anmodede","2014"
"0216","bosatt","personer","24","bosatt_anmodede","2014"
"0217","bosatt","personer","43","bosatt_anmodede","2014"
"0219","bosatt","personer","99","bosatt_anmodede","2014"
"0220","bosatt","personer","65","bosatt_anmodede","2014"
"0221","bosatt","personer","10","bosatt_anmodede","2014"
"0226","bosatt","personer","11","bosatt_anmodede","2014"
"0227","bosatt","personer",":","bosatt_anmodede","2014"
"0228","bosatt","personer","20","bosatt_anmodede","2014"
"0229","bosatt","personer","7","bosatt_anmodede","2014"
"0230","bosatt","personer","29","bosatt_anmodede","2014"
"0231","bosatt","personer","68","bosatt_anmodede","2014"
"0233","bosatt","personer","13","bosatt_anmodede","2014"
"0234","bosatt","personer","7","bosatt_anmodede","2014"
"0235","bosatt","personer","22","bosatt_anmodede","2014"
"0236","bosatt","personer","25","bosatt_anmodede","2014"
"0237","bosatt","personer","19","bosatt_anmodede","2014"
"0238","bosatt","personer","15","bosatt_anmodede","2014"
"0239","bosatt","personer","4","bosatt_anmodede","2014"
"0301","bosatt","personer","495","bosatt_anmodede","2014"
"0402","bosatt","personer","33","bosatt_anmodede","2014"
"0403","bosatt","personer","41","bosatt_anmodede","2014"
"0412","bosatt","personer","34","bosatt_anmodede","2014"
"0415","bosatt","personer","9","bosatt_anmodede","2014"
"0417","bosatt","personer","39","bosatt_anmodede","2014"
"0418","bosatt","personer","6","bosatt_anmodede","2014"
"0419","bosatt","personer","6","bosatt_anmodede","2014"
"0420","bosatt","personer","6","bosatt_anmodede","2014"
"0423","bosatt","personer",":","bosatt_anmodede","2014"
"0425","bosatt","personer",":","bosatt_anmodede","2014"
"0426","bosatt","personer",".","bosatt_anmodede","2014"
"0427","bosatt","personer","34","bosatt_anmodede","2014"
"0428","bosatt","personer","10","bosatt_anmodede","2014"
"0429","bosatt","personer","7","bosatt_anmodede","2014"
"0430","bosatt","personer",":","bosatt_anmodede","2014"
"0432","bosatt","personer","11","bosatt_anmodede","2014"
"0434","bosatt","personer","7","bosatt_anmodede","2014"
"0436","bosatt","personer","5","bosatt_anmodede","2014"
"0437","bosatt","personer","16","bosatt_anmodede","2014"
"0438","bosatt","personer","4","bosatt_anmodede","2014"
"0439","bosatt","personer","6","bosatt_anmodede","2014"
"0441","bosatt","personer","9","bosatt_anmodede","2014"
"0501","bosatt","personer","47","bosatt_anmodede","2014"
"0502","bosatt","personer","52","bosatt_anmodede","2014"
"0511","bosatt","personer","6","bosatt_anmodede","2014"
"0512","bosatt","personer","5","bosatt_anmodede","2014"
"0513","bosatt","personer","5","bosatt_anmodede","2014"
"0514","bosatt","personer","12","bosatt_anmodede","2014"
"0515","bosatt","personer","11","bosatt_anmodede","2014"
"0516","bosatt","personer","18","bosatt_anmodede","2014"
"0517","bosatt","personer","20","bosatt_anmodede","2014"
"0519","bosatt","personer",":","bosatt_anmodede","2014"
"0520","bosatt","personer","10","bosatt_anmodede","2014"
"0521","bosatt","personer","11","bosatt_anmodede","2014"
"0522","bosatt","personer","5","bosatt_anmodede","2014"
"0528","bosatt","personer","16","bosatt_anmodede","2014"
"0529","bosatt","personer","15","bosatt_anmodede","2014"
"0532","bosatt","personer","17","bosatt_anmodede","2014"
"0533","bosatt","personer","28","bosatt_anmodede","2014"
"0534","bosatt","personer","38","bosatt_anmodede","2014"
"0536","bosatt","personer","8","bosatt_anmodede","2014"
"0538","bosatt","personer","20","bosatt_anmodede","2014"
"0540","bosatt","personer",":","bosatt_anmodede","2014"
"0541","bosatt","personer",":","bosatt_anmodede","2014"
"0542","bosatt","personer","10","bosatt_anmodede","2014"
"0543","bosatt","personer","5","bosatt_anmodede","2014"
"0544","bosatt","personer","7","bosatt_anmodede","2014"
"0545","bosatt","personer","5","bosatt_anmodede","2014"
"0602","bosatt","personer","124","bosatt_anmodede","2014"
"0604","bosatt","personer","28","bosatt_anmodede","2014"
"0605","bosatt","personer","33","bosatt_anmodede","2014"
"0612","bosatt","personer",":","bosatt_anmodede","2014"
"0615","bosatt","personer","10","bosatt_anmodede","2014"
"0616","bosatt","personer",":","bosatt_anmodede","2014"
"0617","bosatt","personer","16","bosatt_anmodede","2014"
"0618","bosatt","personer","7","bosatt_anmodede","2014"
"0619","bosatt","personer","15","bosatt_anmodede","2014"
"0620","bosatt","personer","5","bosatt_anmodede","2014"
"0621","bosatt","personer",":","bosatt_anmodede","2014"
"0622","bosatt","personer",".","bosatt_anmodede","2014"
"0623","bosatt","personer","22","bosatt_anmodede","2014"
"0624","bosatt","personer","20","bosatt_anmodede","2014"
"0625","bosatt","personer","22","bosatt_anmodede","2014"
"0626","bosatt","personer","29","bosatt_anmodede","2014"
"0627","bosatt","personer","31","bosatt_anmodede","2014"
"0628","bosatt","personer","19","bosatt_anmodede","2014"
"0631","bosatt","personer","10","bosatt_anmodede","2014"
"0632","bosatt","personer","7","bosatt_anmodede","2014"
"0633","bosatt","personer","8","bosatt_anmodede","2014"
"0701","bosatt","personer","29","bosatt_anmodede","2014"
"0702","bosatt","personer","13","bosatt_anmodede","2014"
"0704","bosatt","personer","46","bosatt_anmodede","2014"
"0706","bosatt","personer","38","bosatt_anmodede","2014"
"0709","bosatt","personer","53","bosatt_anmodede","2014"
"0711","bosatt","personer","6","bosatt_anmodede","2014"
"0713","bosatt","personer","10","bosatt_anmodede","2014"
"0714","bosatt","personer",".","bosatt_anmodede","2014"
"0716","bosatt","personer","11","bosatt_anmodede","2014"
"0719","bosatt","personer","8","bosatt_anmodede","2014"
"0720","bosatt","personer","24","bosatt_anmodede","2014"
"0722","bosatt","personer","30","bosatt_anmodede","2014"
"0723","bosatt","personer","6","bosatt_anmodede","2014"
"0728","bosatt","personer","8","bosatt_anmodede","2014"
"0805","bosatt","personer","54","bosatt_anmodede","2014"
"0806","bosatt","personer","88","bosatt_anmodede","2014"
"0807","bosatt","personer","52","bosatt_anmodede","2014"
"0811","bosatt","personer","11","bosatt_anmodede","2014"
"0814","bosatt","personer","40","bosatt_anmodede","2014"
"0815","bosatt","personer","37","bosatt_anmodede","2014"
