"kommune_nr","bosetting","aar","enhet","tabellvariabel","tabell_navn"
"0612","vedtak","2015","personer","10","bosetting_anmodede"
"0615","vedtak","2015","personer","10","bosetting_anmodede"
"0616","vedtak","2015","personer","4","bosetting_anmodede"
"0617","vedtak","2015","personer","15","bosetting_anmodede"
"0618","vedtak","2015","personer","8","bosetting_anmodede"
"0619","vedtak","2015","personer","15","bosetting_anmodede"
"0620","vedtak","2015","personer","10","bosetting_anmodede"
"0621","vedtak","2015","personer","17","bosetting_anmodede"
"0622","vedtak","2015","personer","14","bosetting_anmodede"
"0623","vedtak","2015","personer","40","bosetting_anmodede"
"0624","vedtak","2015","personer","30","bosetting_anmodede"
"0625","vedtak","2015","personer","45","bosetting_anmodede"
"0626","vedtak","2015","personer","40","bosetting_anmodede"
"0627","vedtak","2015","personer","33","bosetting_anmodede"
"0628","vedtak","2015","personer","32","bosetting_anmodede"
"0631","vedtak","2015","personer","14","bosetting_anmodede"
"0632","vedtak","2015","personer","10","bosetting_anmodede"
"0633","vedtak","2015","personer","12","bosetting_anmodede"
"0701","vedtak","2015","personer","60","bosetting_anmodede"
"0702","vedtak","2015","personer","16","bosetting_anmodede"
"0704","vedtak","2015","personer","86","bosetting_anmodede"
"0706","vedtak","2015","personer","86","bosetting_anmodede"
"0709","vedtak","2015","personer","86","bosetting_anmodede"
"0711","vedtak","2015","personer","15","bosetting_anmodede"
"0713","vedtak","2015","personer","24","bosetting_anmodede"
"0714","vedtak","2015","personer","5","bosetting_anmodede"
"0716","vedtak","2015","personer","40","bosetting_anmodede"
"0719","vedtak","2015","personer","24","bosetting_anmodede"
"0720","vedtak","2015","personer","40","bosetting_anmodede"
"0722","vedtak","2015","personer","48","bosetting_anmodede"
"0723","vedtak","2015","personer","15","bosetting_anmodede"
"0728","vedtak","2015","personer","8","bosetting_anmodede"
"0805","vedtak","2015","personer","50","bosetting_anmodede"
"0806","vedtak","2015","personer","78","bosetting_anmodede"
"0807","vedtak","2015","personer","60","bosetting_anmodede"
"0811","vedtak","2015","personer","10","bosetting_anmodede"
"0814","vedtak","2015","personer","50","bosetting_anmodede"
"0815","vedtak","2015","personer","55","bosetting_anmodede"
"0817","vedtak","2015","personer","24","bosetting_anmodede"
"0819","vedtak","2015","personer","25","bosetting_anmodede"
"0821","vedtak","2015","personer","26","bosetting_anmodede"
"0822","vedtak","2015","personer","27","bosetting_anmodede"
"0826","vedtak","2015","personer","15","bosetting_anmodede"
"0827","vedtak","2015","personer","17","bosetting_anmodede"
"0828","vedtak","2015","personer","12","bosetting_anmodede"
"0829","vedtak","2015","personer",".","bosetting_anmodede"
"0830","vedtak","2015","personer","15","bosetting_anmodede"
"0831","vedtak","2015","personer","10","bosetting_anmodede"
"0833","vedtak","2015","personer","14","bosetting_anmodede"
"0834","vedtak","2015","personer","12","bosetting_anmodede"
"0901","vedtak","2015","personer","35","bosetting_anmodede"
"0904","vedtak","2015","personer","71","bosetting_anmodede"
"0906","vedtak","2015","personer","125","bosetting_anmodede"
"0911","vedtak","2015","personer","15","bosetting_anmodede"
"0912","vedtak","2015","personer","18","bosetting_anmodede"
"0914","vedtak","2015","personer","10","bosetting_anmodede"
"0919","vedtak","2015","personer","5","bosetting_anmodede"
"0926","vedtak","2015","personer","35","bosetting_anmodede"
"0928","vedtak","2015","personer","21","bosetting_anmodede"
"0929","vedtak","2015","personer","15","bosetting_anmodede"
"0935","vedtak","2015","personer","6","bosetting_anmodede"
"0937","vedtak","2015","personer","15","bosetting_anmodede"
"0938","vedtak","2015","personer","10","bosetting_anmodede"
"0940","vedtak","2015","personer","10","bosetting_anmodede"
"0941","vedtak","2015","personer","10","bosetting_anmodede"
"1001","vedtak","2015","personer","210","bosetting_anmodede"
"1002","vedtak","2015","personer","63","bosetting_anmodede"
"1003","vedtak","2015","personer","50","bosetting_anmodede"
"1004","vedtak","2015","personer","63","bosetting_anmodede"
"1014","vedtak","2015","personer","56","bosetting_anmodede"
"1017","vedtak","2015","personer","35","bosetting_anmodede"
"1018","vedtak","2015","personer","20","bosetting_anmodede"
"1021","vedtak","2015","personer","10","bosetting_anmodede"
"1026","vedtak","2015","personer","5","bosetting_anmodede"
"1027","vedtak","2015","personer","14","bosetting_anmodede"
"1029","vedtak","2015","personer","15","bosetting_anmodede"
"1032","vedtak","2015","personer","56","bosetting_anmodede"
"1034","vedtak","2015","personer","5","bosetting_anmodede"
"1037","vedtak","2015","personer","30","bosetting_anmodede"
"1046","vedtak","2015","personer","15","bosetting_anmodede"
"1101","vedtak","2015","personer","35","bosetting_anmodede"
"1102","vedtak","2015","personer","73","bosetting_anmodede"
"1103","vedtak","2015","personer","120","bosetting_anmodede"
"1106","vedtak","2015","personer","95","bosetting_anmodede"
"1111","vedtak","2015","personer","20","bosetting_anmodede"
"1112","vedtak","2015","personer","15","bosetting_anmodede"
"1114","vedtak","2015","personer","10","bosetting_anmodede"
"1119","vedtak","2015","personer","30","bosetting_anmodede"
"1120","vedtak","2015","personer","37","bosetting_anmodede"
"1121","vedtak","2015","personer","30","bosetting_anmodede"
"1122","vedtak","2015","personer","30","bosetting_anmodede"
"1124","vedtak","2015","personer","35","bosetting_anmodede"
"1127","vedtak","2015","personer","48","bosetting_anmodede"
"1129","vedtak","2015","personer","5","bosetting_anmodede"
"1130","vedtak","2015","personer","25","bosetting_anmodede"
"1133","vedtak","2015","personer","15","bosetting_anmodede"
"1134","vedtak","2015","personer","20","bosetting_anmodede"
"1135","vedtak","2015","personer","20","bosetting_anmodede"
"1141","vedtak","2015","personer","17","bosetting_anmodede"
"1142","vedtak","2015","personer","20","bosetting_anmodede"
"1144","vedtak","2015","personer",".","bosetting_anmodede"
"1145","vedtak","2015","personer",".","bosetting_anmodede"
"1146","vedtak","2015","personer","30","bosetting_anmodede"
"1149","vedtak","2015","personer","45","bosetting_anmodede"
"1151","vedtak","2015","personer","6","bosetting_anmodede"
"1160","vedtak","2015","personer","10","bosetting_anmodede"
"1201","vedtak","2015","personer","350","bosetting_anmodede"
"1211","vedtak","2015","personer","10","bosetting_anmodede"
"1216","vedtak","2015","personer","11","bosetting_anmodede"
"1219","vedtak","2015","personer","32","bosetting_anmodede"
"1221","vedtak","2015","personer","35","bosetting_anmodede"
"1222","vedtak","2015","personer","16","bosetting_anmodede"
"1223","vedtak","2015","personer","7","bosetting_anmodede"
"1224","vedtak","2015","personer","30","bosetting_anmodede"
"1227","vedtak","2015","personer",".","bosetting_anmodede"
"1228","vedtak","2015","personer","15","bosetting_anmodede"
"1231","vedtak","2015","personer","15","bosetting_anmodede"
"1232","vedtak","2015","personer","10","bosetting_anmodede"
"1233","vedtak","2015","personer","10","bosetting_anmodede"
"1234","vedtak","2015","personer",".","bosetting_anmodede"
"1235","vedtak","2015","personer","48","bosetting_anmodede"
"1238","vedtak","2015","personer","15","bosetting_anmodede"
"1241","vedtak","2015","personer","10","bosetting_anmodede"
"1242","vedtak","2015","personer",".","bosetting_anmodede"
"1243","vedtak","2015","personer","15","bosetting_anmodede"
"1244","vedtak","2015","personer",".","bosetting_anmodede"
"1245","vedtak","2015","personer","10","bosetting_anmodede"
"1246","vedtak","2015","personer","63","bosetting_anmodede"
"1247","vedtak","2015","personer","36","bosetting_anmodede"
"1251","vedtak","2015","personer","15","bosetting_anmodede"
"1252","vedtak","2015","personer",".","bosetting_anmodede"
"1253","vedtak","2015","personer","15","bosetting_anmodede"
"1256","vedtak","2015","personer","30","bosetting_anmodede"
"1259","vedtak","2015","personer","15","bosetting_anmodede"
"1260","vedtak","2015","personer","6","bosetting_anmodede"
"1263","vedtak","2015","personer","20","bosetting_anmodede"
"1264","vedtak","2015","personer","13","bosetting_anmodede"
"1265","vedtak","2015","personer","10","bosetting_anmodede"
"1266","vedtak","2015","personer","10","bosetting_anmodede"
"1401","vedtak","2015","personer","56","bosetting_anmodede"
"1411","vedtak","2015","personer","17","bosetting_anmodede"
"1412","vedtak","2015","personer","12","bosetting_anmodede"
"1413","vedtak","2015","personer","7","bosetting_anmodede"
"1416","vedtak","2015","personer","10","bosetting_anmodede"
"1417","vedtak","2015","personer","17","bosetting_anmodede"
"1418","vedtak","2015","personer","13","bosetting_anmodede"
"1419","vedtak","2015","personer","18","bosetting_anmodede"
"1420","vedtak","2015","personer","35","bosetting_anmodede"
"1421","vedtak","2015","personer",".","bosetting_anmodede"
"1422","vedtak","2015","personer","15","bosetting_anmodede"
"1424","vedtak","2015","personer","10","bosetting_anmodede"
"1426","vedtak","2015","personer","25","bosetting_anmodede"
"1428","vedtak","2015","personer","17","bosetting_anmodede"
"1429","vedtak","2015","personer","17","bosetting_anmodede"
"1430","vedtak","2015","personer","5","bosetting_anmodede"
"1431","vedtak","2015","personer","13","bosetting_anmodede"
"1432","vedtak","2015","personer","56","bosetting_anmodede"
"1433","vedtak","2015","personer","16","bosetting_anmodede"
"1438","vedtak","2015","personer",".","bosetting_anmodede"
"1439","vedtak","2015","personer","15","bosetting_anmodede"
"1441","vedtak","2015","personer","10","bosetting_anmodede"
"1443","vedtak","2015","personer","34","bosetting_anmodede"
"1444","vedtak","2015","personer","0","bosetting_anmodede"
"1445","vedtak","2015","personer","24","bosetting_anmodede"
"1449","vedtak","2015","personer","32","bosetting_anmodede"
"1502","vedtak","2015","personer","95","bosetting_anmodede"
"1504","vedtak","2015","personer","90","bosetting_anmodede"
"1505","vedtak","2015","personer","60","bosetting_anmodede"
"1511","vedtak","2015","personer","11","bosetting_anmodede"
"1514","vedtak","2015","personer","10","bosetting_anmodede"
"1515","vedtak","2015","personer","20","bosetting_anmodede"
"1516","vedtak","2015","personer","32","bosetting_anmodede"
"1517","vedtak","2015","personer","13","bosetting_anmodede"
"1519","vedtak","2015","personer","40","bosetting_anmodede"
"1520","vedtak","2015","personer","15","bosetting_anmodede"
"1523","vedtak","2015","personer","5","bosetting_anmodede"
"1524","vedtak","2015","personer","5","bosetting_anmodede"
"1525","vedtak","2015","personer","0","bosetting_anmodede"
"1526","vedtak","2015","personer","0","bosetting_anmodede"
"1528","vedtak","2015","personer","10","bosetting_anmodede"
"1529","vedtak","2015","personer","5","bosetting_anmodede"
"1531","vedtak","2015","personer","12","bosetting_anmodede"
"1532","vedtak","2015","personer","20","bosetting_anmodede"
"1534","vedtak","2015","personer","22","bosetting_anmodede"
"1535","vedtak","2015","personer","10","bosetting_anmodede"
"1539","vedtak","2015","personer","10","bosetting_anmodede"
"1543","vedtak","2015","personer","10","bosetting_anmodede"
"1545","vedtak","2015","personer","0","bosetting_anmodede"
"1546","vedtak","2015","personer","0","bosetting_anmodede"
"1547","vedtak","2015","personer","24","bosetting_anmodede"
"1548","vedtak","2015","personer","15","bosetting_anmodede"
"1551","vedtak","2015","personer",".","bosetting_anmodede"
"1554","vedtak","2015","personer","10","bosetting_anmodede"
"1557","vedtak","2015","personer","10","bosetting_anmodede"
"1560","vedtak","2015","personer","11","bosetting_anmodede"
"1563","vedtak","2015","personer","40","bosetting_anmodede"
"1566","vedtak","2015","personer","24","bosetting_anmodede"
"1567","vedtak","2015","personer","10","bosetting_anmodede"
"1571","vedtak","2015","personer","17","bosetting_anmodede"
"1573","vedtak","2015","personer","13","bosetting_anmodede"
"1576","vedtak","2015","personer","17","bosetting_anmodede"
"1601","vedtak","2015","personer","450","bosetting_anmodede"
"1612","vedtak","2015","personer","10","bosetting_anmodede"
"1613","vedtak","2015","personer",".","bosetting_anmodede"
"1617","vedtak","2015","personer","10","bosetting_anmodede"
"1620","vedtak","2015","personer","10","bosetting_anmodede"
"1621","vedtak","2015","personer","4","bosetting_anmodede"
"1622","vedtak","2015","personer","0","bosetting_anmodede"
"1624","vedtak","2015","personer","18","bosetting_anmodede"
"1627","vedtak","2015","personer","10","bosetting_anmodede"
"1630","vedtak","2015","personer","12","bosetting_anmodede"
"1632","vedtak","2015","personer","0","bosetting_anmodede"
"1633","vedtak","2015","personer","10","bosetting_anmodede"
"1634","vedtak","2015","personer","32","bosetting_anmodede"
"1635","vedtak","2015","personer","17","bosetting_anmodede"
"1636","vedtak","2015","personer","13","bosetting_anmodede"
"1638","vedtak","2015","personer","40","bosetting_anmodede"
"1640","vedtak","2015","personer","15","bosetting_anmodede"
"1644","vedtak","2015","personer","14","bosetting_anmodede"
"1648","vedtak","2015","personer","15","bosetting_anmodede"
"1653","vedtak","2015","personer","51","bosetting_anmodede"
"1657","vedtak","2015","personer","11","bosetting_anmodede"
"1662","vedtak","2015","personer","18","bosetting_anmodede"
"1663","vedtak","2015","personer","48","bosetting_anmodede"
"1664","vedtak","2015","personer","14","bosetting_anmodede"
"1665","vedtak","2015","personer","10","bosetting_anmodede"
"1702","vedtak","2015","personer","50","bosetting_anmodede"
"1703","vedtak","2015","personer","53","bosetting_anmodede"
"1711","vedtak","2015","personer","17","bosetting_anmodede"
"1714","vedtak","2015","personer","60","bosetting_anmodede"
"1717","vedtak","2015","personer","10","bosetting_anmodede"
"1718","vedtak","2015","personer","17","bosetting_anmodede"
"1719","vedtak","2015","personer","60","bosetting_anmodede"
"1721","vedtak","2015","personer","35","bosetting_anmodede"
"1724","vedtak","2015","personer","17","bosetting_anmodede"
"1725","vedtak","2015","personer",".","bosetting_anmodede"
"1736","vedtak","2015","personer","12","bosetting_anmodede"
"1738","vedtak","2015","personer",".","bosetting_anmodede"
"1739","vedtak","2015","personer","0","bosetting_anmodede"
"1740","vedtak","2015","personer","13","bosetting_anmodede"
"1742","vedtak","2015","personer","12","bosetting_anmodede"
"1743","vedtak","2015","personer","10","bosetting_anmodede"
"1744","vedtak","2015","personer","17","bosetting_anmodede"
"1748","vedtak","2015","personer","0","bosetting_anmodede"
"1749","vedtak","2015","personer","0","bosetting_anmodede"
"1750","vedtak","2015","personer","10","bosetting_anmodede"
"1751","vedtak","2015","personer","32","bosetting_anmodede"
"1755","vedtak","2015","personer",".","bosetting_anmodede"
"1756","vedtak","2015","personer","32","bosetting_anmodede"
"1804","vedtak","2015","personer","112","bosetting_anmodede"
"1805","vedtak","2015","personer","30","bosetting_anmodede"
"1811","vedtak","2015","personer","0","bosetting_anmodede"
"1812","vedtak","2015","personer","10","bosetting_anmodede"
"1813","vedtak","2015","personer","20","bosetting_anmodede"
"1815","vedtak","2015","personer","5","bosetting_anmodede"
"1816","vedtak","2015","personer","7","bosetting_anmodede"
"1818","vedtak","2015","personer","20","bosetting_anmodede"
"1820","vedtak","2015","personer","38","bosetting_anmodede"
"1822","vedtak","2015","personer","25","bosetting_anmodede"
"1824","vedtak","2015","personer","38","bosetting_anmodede"
"1825","vedtak","2015","personer","20","bosetting_anmodede"
"1826","vedtak","2015","personer",".","bosetting_anmodede"
"1827","vedtak","2015","personer","17","bosetting_anmodede"
"1828","vedtak","2015","personer","20","bosetting_anmodede"
"1832","vedtak","2015","personer","10","bosetting_anmodede"
"1833","vedtak","2015","personer","50","bosetting_anmodede"
"1834","vedtak","2015","personer",".","bosetting_anmodede"
"1835","vedtak","2015","personer",".","bosetting_anmodede"
"1836","vedtak","2015","personer","0","bosetting_anmodede"
"1837","vedtak","2015","personer","19","bosetting_anmodede"
"1838","vedtak","2015","personer","15","bosetting_anmodede"
"1839","vedtak","2015","personer","10","bosetting_anmodede"
"1840","vedtak","2015","personer","20","bosetting_anmodede"
"1841","vedtak","2015","personer","48","bosetting_anmodede"
"1845","vedtak","2015","personer",".","bosetting_anmodede"
"1848","vedtak","2015","personer","10","bosetting_anmodede"
"1849","vedtak","2015","personer","22","bosetting_anmodede"
"1850","vedtak","2015","personer",".","bosetting_anmodede"
"1851","vedtak","2015","personer","10","bosetting_anmodede"
"1852","vedtak","2015","personer",".","bosetting_anmodede"
"1853","vedtak","2015","personer","25","bosetting_anmodede"
"1854","vedtak","2015","personer","20","bosetting_anmodede"
"1856","vedtak","2015","personer",".","bosetting_anmodede"
"1857","vedtak","2015","personer",".","bosetting_anmodede"
"1859","vedtak","2015","personer",".","bosetting_anmodede"
"1860","vedtak","2015","personer","40","bosetting_anmodede"
"1865","vedtak","2015","personer","63","bosetting_anmodede"
"1866","vedtak","2015","personer","15","bosetting_anmodede"
"1867","vedtak","2015","personer","25","bosetting_anmodede"
"1868","vedtak","2015","personer","24","bosetting_anmodede"
"1870","vedtak","2015","personer","35","bosetting_anmodede"
"1871","vedtak","2015","personer","48","bosetting_anmodede"
"1874","vedtak","2015","personer","0","bosetting_anmodede"
"1902","vedtak","2015","personer","195","bosetting_anmodede"
"1903","vedtak","2015","personer","83","bosetting_anmodede"
"1911","vedtak","2015","personer","15","bosetting_anmodede"
"1913","vedtak","2015","personer","15","bosetting_anmodede"
"1917","vedtak","2015","personer","5","bosetting_anmodede"
"1919","vedtak","2015","personer","10","bosetting_anmodede"
"1920","vedtak","2015","personer","20","bosetting_anmodede"
"1922","vedtak","2015","personer","19","bosetting_anmodede"
"1923","vedtak","2015","personer","25","bosetting_anmodede"
"1924","vedtak","2015","personer","10","bosetting_anmodede"
"1925","vedtak","2015","personer","17","bosetting_anmodede"
"1926","vedtak","2015","personer",".","bosetting_anmodede"
"1927","vedtak","2015","personer","15","bosetting_anmodede"
"1928","vedtak","2015","personer","14","bosetting_anmodede"
"1929","vedtak","2015","personer","10","bosetting_anmodede"
"1931","vedtak","2015","personer","55","bosetting_anmodede"
"1933","vedtak","2015","personer","20","bosetting_anmodede"
"1936","vedtak","2015","personer","7","bosetting_anmodede"
"1938","vedtak","2015","personer","0","bosetting_anmodede"
"1939","vedtak","2015","personer","5","bosetting_anmodede"
"1940","vedtak","2015","personer","10","bosetting_anmodede"
"1941","vedtak","2015","personer","20","bosetting_anmodede"
"1942","vedtak","2015","personer","25","bosetting_anmodede"
"1943","vedtak","2015","personer",".","bosetting_anmodede"
"2002","vedtak","2015","personer",".","bosetting_anmodede"
"2003","vedtak","2015","personer","70","bosetting_anmodede"
"2004","vedtak","2015","personer","48","bosetting_anmodede"
"2011","vedtak","2015","personer","0","bosetting_anmodede"
"2012","vedtak","2015","personer","50","bosetting_anmodede"
"2014","vedtak","2015","personer",".","bosetting_anmodede"
"2015","vedtak","2015","personer","0","bosetting_anmodede"
"2017","vedtak","2015","personer","12","bosetting_anmodede"
"2018","vedtak","2015","personer","0","bosetting_anmodede"
"2019","vedtak","2015","personer","10","bosetting_anmodede"
"2020","vedtak","2015","personer","15","bosetting_anmodede"
"2021","vedtak","2015","personer","10","bosetting_anmodede"
"2022","vedtak","2015","personer",".","bosetting_anmodede"
"2023","vedtak","2015","personer",".","bosetting_anmodede"
"2024","vedtak","2015","personer","0","bosetting_anmodede"
"2025","vedtak","2015","personer","15","bosetting_anmodede"
"2027","vedtak","2015","personer","10","bosetting_anmodede"
"2028","vedtak","2015","personer","14","bosetting_anmodede"
"2030","vedtak","2015","personer","80","bosetting_anmodede"
"0101","anmodning","2016","personer","70","bosetting_anmodede"
"0104","anmodning","2016","personer","80","bosetting_anmodede"
"0105","anmodning","2016","personer","130","bosetting_anmodede"
"0106","anmodning","2016","personer","180","bosetting_anmodede"
"0111","anmodning","2016","personer","30","bosetting_anmodede"
"0118","anmodning","2016","personer","20","bosetting_anmodede"
"0119","anmodning","2016","personer","15","bosetting_anmodede"
"0121","anmodning","2016","personer","10","bosetting_anmodede"
"0122","anmodning","2016","personer","15","bosetting_anmodede"
"0123","anmodning","2016","personer","30","bosetting_anmodede"
"0124","anmodning","2016","personer","40","bosetting_anmodede"
"0125","anmodning","2016","personer","40","bosetting_anmodede"
"0127","anmodning","2016","personer","20","bosetting_anmodede"
"0128","anmodning","2016","personer","20","bosetting_anmodede"
"0135","anmodning","2016","personer","20","bosetting_anmodede"
"0136","anmodning","2016","personer","30","bosetting_anmodede"
"0137","anmodning","2016","personer","15","bosetting_anmodede"
"0138","anmodning","2016","personer","15","bosetting_anmodede"
"0211","anmodning","2016","personer","35","bosetting_anmodede"
"0213","anmodning","2016","personer","95","bosetting_anmodede"
"0214","anmodning","2016","personer","40","bosetting_anmodede"
"0215","anmodning","2016","personer","35","bosetting_anmodede"
"0216","anmodning","2016","personer","35","bosetting_anmodede"
"0217","anmodning","2016","personer","75","bosetting_anmodede"
"0219","anmodning","2016","personer","280","bosetting_anmodede"
"0220","anmodning","2016","personer","135","bosetting_anmodede"
"0221","anmodning","2016","personer","35","bosetting_anmodede"
"0226","anmodning","2016","personer","35","bosetting_anmodede"
"0227","anmodning","2016","personer","25","bosetting_anmodede"
"0228","anmodning","2016","personer","40","bosetting_anmodede"
"0229","anmodning","2016","personer","25","bosetting_anmodede"
"0230","anmodning","2016","personer","85","bosetting_anmodede"
"0231","anmodning","2016","personer","130","bosetting_anmodede"
"0233","anmodning","2016","personer","55","bosetting_anmodede"
"0234","anmodning","2016","personer","20","bosetting_anmodede"
"0235","anmodning","2016","personer","80","bosetting_anmodede"
"0236","anmodning","2016","personer","50","bosetting_anmodede"
"0237","anmodning","2016","personer","55","bosetting_anmodede"
"0238","anmodning","2016","personer","25","bosetting_anmodede"
"0239","anmodning","2016","personer","20","bosetting_anmodede"
"0301","anmodning","2016","personer","1000","bosetting_anmodede"
"0402","anmodning","2016","personer","65","bosetting_anmodede"
"0403","anmodning","2016","personer","105","bosetting_anmodede"
"0412","anmodning","2016","personer","115","bosetting_anmodede"
"0415","anmodning","2016","personer","30","bosetting_anmodede"
"0417","anmodning","2016","personer","70","bosetting_anmodede"
"0418","anmodning","2016","personer","20","bosetting_anmodede"
"0419","anmodning","2016","personer","25","bosetting_anmodede"
"0420","anmodning","2016","personer","20","bosetting_anmodede"
"0423","anmodning","2016","personer","20","bosetting_anmodede"
"0425","anmodning","2016","personer","30","bosetting_anmodede"
"0426","anmodning","2016","personer","15","bosetting_anmodede"
"0427","anmodning","2016","personer","70","bosetting_anmodede"
"0428","anmodning","2016","personer","25","bosetting_anmodede"
"0429","anmodning","2016","personer","20","bosetting_anmodede"
"0430","anmodning","2016","personer","13","bosetting_anmodede"
"0432","anmodning","2016","personer","15","bosetting_anmodede"
"0434","anmodning","2016","personer","13","bosetting_anmodede"
"0436","anmodning","2016","personer","17","bosetting_anmodede"
"0437","anmodning","2016","personer","27","bosetting_anmodede"
"0438","anmodning","2016","personer","20","bosetting_anmodede"
"0439","anmodning","2016","personer","12","bosetting_anmodede"
"0441","anmodning","2016","personer","13","bosetting_anmodede"
"0501","anmodning","2016","personer","95","bosetting_anmodede"
"0502","anmodning","2016","personer","105","bosetting_anmodede"
"0511","anmodning","2016","personer","15","bosetting_anmodede"
"0512","anmodning","2016","personer","15","bosetting_anmodede"
"0513","anmodning","2016","personer","15","bosetting_anmodede"
"0514","anmodning","2016","personer","15","bosetting_anmodede"
"0515","anmodning","2016","personer","18","bosetting_anmodede"
"0516","anmodning","2016","personer","27","bosetting_anmodede"
"0517","anmodning","2016","personer","25","bosetting_anmodede"
"0519","anmodning","2016","personer","15","bosetting_anmodede"
"0520","anmodning","2016","personer","15","bosetting_anmodede"
"0521","anmodning","2016","personer","25","bosetting_anmodede"
"0522","anmodning","2016","personer","25","bosetting_anmodede"
"0528","anmodning","2016","personer","55","bosetting_anmodede"
"0529","anmodning","2016","personer","50","bosetting_anmodede"
"0532","anmodning","2016","personer","25","bosetting_anmodede"
"0533","anmodning","2016","personer","40","bosetting_anmodede"
"0534","anmodning","2016","personer","50","bosetting_anmodede"
"0536","anmodning","2016","personer","20","bosetting_anmodede"
"0538","anmodning","2016","personer","25","bosetting_anmodede"
"0540","anmodning","2016","personer","15","bosetting_anmodede"
"0541","anmodning","2016","personer","15","bosetting_anmodede"
"0542","anmodning","2016","personer","25","bosetting_anmodede"
"0543","anmodning","2016","personer","15","bosetting_anmodede"
"0544","anmodning","2016","personer","15","bosetting_anmodede"
"0545","anmodning","2016","personer","15","bosetting_anmodede"
"0602","anmodning","2016","personer","230","bosetting_anmodede"
"0604","anmodning","2016","personer","95","bosetting_anmodede"
"0605","anmodning","2016","personer","100","bosetting_anmodede"
"0612","anmodning","2016","personer","25","bosetting_anmodede"
"0615","anmodning","2016","personer","15","bosetting_anmodede"
"0616","anmodning","2016","personer","15","bosetting_anmodede"
"0617","anmodning","2016","personer","15","bosetting_anmodede"
"0618","anmodning","2016","personer","15","bosetting_anmodede"
"0619","anmodning","2016","personer","20","bosetting_anmodede"
"0620","anmodning","2016","personer","20","bosetting_anmodede"
"0621","anmodning","2016","personer","17","bosetting_anmodede"
"0622","anmodning","2016","personer","15","bosetting_anmodede"
"0623","anmodning","2016","personer","50","bosetting_anmodede"
"0624","anmodning","2016","personer","70","bosetting_anmodede"
"0625","anmodning","2016","personer","85","bosetting_anmodede"
"0626","anmodning","2016","personer","90","bosetting_anmodede"
"0627","anmodning","2016","personer","80","bosetting_anmodede"
"0628","anmodning","2016","personer","35","bosetting_anmodede"
"0631","anmodning","2016","personer","15","bosetting_anmodede"
"0632","anmodning","2016","personer","15","bosetting_anmodede"
"0633","anmodning","2016","personer","15","bosetting_anmodede"
"0701","anmodning","2016","personer","70","bosetting_anmodede"
"0702","anmodning","2016","personer","40","bosetting_anmodede"
"0704","anmodning","2016","personer","110","bosetting_anmodede"
"0706","anmodning","2016","personer","110","bosetting_anmodede"
"0709","anmodning","2016","personer","110","bosetting_anmodede"
"0711","anmodning","2016","personer","25","bosetting_anmodede"
"0713","anmodning","2016","personer","35","bosetting_anmodede"
"0714","anmodning","2016","personer","25","bosetting_anmodede"
"0716","anmodning","2016","personer","40","bosetting_anmodede"
"0719","anmodning","2016","personer","25","bosetting_anmodede"
"0720","anmodning","2016","personer","40","bosetting_anmodede"
"0722","anmodning","2016","personer","60","bosetting_anmodede"
"0723","anmodning","2016","personer","25","bosetting_anmodede"
"0728","anmodning","2016","personer","25","bosetting_anmodede"
"0805","anmodning","2016","personer","110","bosetting_anmodede"
"0806","anmodning","2016","personer","150","bosetting_anmodede"
"0807","anmodning","2016","personer","65","bosetting_anmodede"
"0811","anmodning","2016","personer","25","bosetting_anmodede"
"0814","anmodning","2016","personer","60","bosetting_anmodede"
"0815","anmodning","2016","personer","60","bosetting_anmodede"
"0817","anmodning","2016","personer","30","bosetting_anmodede"
"0819","anmodning","2016","personer","35","bosetting_anmodede"
"0821","anmodning","2016","personer","35","bosetting_anmodede"
"0822","anmodning","2016","personer","30","bosetting_anmodede"
"0826","anmodning","2016","personer","35","bosetting_anmodede"
"0827","anmodning","2016","personer","15","bosetting_anmodede"
"0828","anmodning","2016","personer","20","bosetting_anmodede"
"0829","anmodning","2016","personer","20","bosetting_anmodede"
"0830","anmodning","2016","personer","15","bosetting_anmodede"
"0831","anmodning","2016","personer","15","bosetting_anmodede"
"0833","anmodning","2016","personer","15","bosetting_anmodede"
"0834","anmodning","2016","personer","20","bosetting_anmodede"
"0901","anmodning","2016","personer","40","bosetting_anmodede"
"0904","anmodning","2016","personer","90","bosetting_anmodede"
"0906","anmodning","2016","personer","150","bosetting_anmodede"
"0911","anmodning","2016","personer","30","bosetting_anmodede"
"0912","anmodning","2016","personer","25","bosetting_anmodede"
"0914","anmodning","2016","personer","35","bosetting_anmodede"
"0919","anmodning","2016","personer","30","bosetting_anmodede"
"0926","anmodning","2016","personer","50","bosetting_anmodede"
"0928","anmodning","2016","personer","30","bosetting_anmodede"
"0929","anmodning","2016","personer","15","bosetting_anmodede"
"0935","anmodning","2016","personer","15","bosetting_anmodede"
"0937","anmodning","2016","personer","35","bosetting_anmodede"
"0938","anmodning","2016","personer","10","bosetting_anmodede"
"0940","anmodning","2016","personer","10","bosetting_anmodede"
"0941","anmodning","2016","personer","15","bosetting_anmodede"
"1001","anmodning","2016","personer","260","bosetting_anmodede"
"1002","anmodning","2016","personer","75","bosetting_anmodede"
"1003","anmodning","2016","personer","60","bosetting_anmodede"
"1004","anmodning","2016","personer","60","bosetting_anmodede"
"1014","anmodning","2016","personer","75","bosetting_anmodede"
