"kommune_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"0515","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0516","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0517","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0519","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0520","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0521","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0522","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0528","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0529","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0532","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0533","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0534","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0536","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0538","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0540","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0541","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0542","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0543","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0544","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0545","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0602","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0604","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0605","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0612","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0615","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0616","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0617","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0618","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0619","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0620","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0621","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0622","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0623","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0624","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0625","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0626","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0627","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0628","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0631","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0632","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0633","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0701","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0702","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0704","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0706","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0709","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0711","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0713","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0714","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0716","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0719","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0720","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0722","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0723","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0728","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0805","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0806","toaar","1","annet","2014","prosent","21","intro_status_arbutd"
"0807","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0811","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0814","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0815","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0817","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0819","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0821","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0822","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0826","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0827","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0828","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0829","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0830","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0831","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0833","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0834","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0901","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0904","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0906","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0911","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0912","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0914","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0919","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0926","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0928","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0929","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0935","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0937","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0938","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0940","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"0941","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1001","toaar","1","annet","2014","prosent","17","intro_status_arbutd"
"1002","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1003","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1004","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1014","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1017","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1018","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1021","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1026","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1027","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1029","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1032","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1034","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1037","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1046","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1101","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1102","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1103","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1106","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1111","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1112","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1114","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1119","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1120","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1121","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1122","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1124","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1127","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1129","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1130","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1133","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1134","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1135","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1141","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1142","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1144","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1145","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1146","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1149","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1151","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1160","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1201","toaar","1","annet","2014","prosent","22","intro_status_arbutd"
"1211","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1216","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1219","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1221","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1222","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1223","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1224","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1227","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1228","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1231","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1232","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1233","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1234","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1235","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1238","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1241","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1242","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1243","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1244","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1245","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1246","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1247","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1251","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1252","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1253","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1256","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1259","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1260","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1263","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1264","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1265","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1266","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1401","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1411","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1412","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1413","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1416","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1417","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1418","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1419","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1420","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1421","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1422","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1424","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1426","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1428","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1429","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1430","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1431","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1432","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1433","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1438","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1439","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1441","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1443","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1444","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1445","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1449","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1502","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1504","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1505","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1511","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1514","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1515","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1516","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1517","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1519","toaar","1","annet","2014","prosent","27","intro_status_arbutd"
"1520","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1523","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1524","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1525","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1526","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1528","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1529","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1531","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1532","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1534","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1535","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1539","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1543","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1545","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1546","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1547","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1548","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1551","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1554","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1557","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1560","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1563","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1566","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1567","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1571","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1573","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1576","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1601","toaar","1","annet","2014","prosent","28","intro_status_arbutd"
"1612","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1613","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1617","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1620","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1621","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1622","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1624","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1627","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1630","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1632","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1633","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1634","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1635","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1636","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1638","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1640","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1644","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1648","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1653","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1657","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1662","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1663","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1664","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1665","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1702","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1703","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1711","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1714","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1717","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1718","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1719","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1721","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1724","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1725","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1736","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1738","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1739","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1740","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1742","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1743","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1744","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1748","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1749","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1750","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1751","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1755","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1756","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1804","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1805","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1811","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1812","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1813","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1815","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1816","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1818","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1820","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1822","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1824","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1825","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1826","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1827","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1828","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1832","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1833","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1834","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1835","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1836","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1837","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1838","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1839","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1840","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1841","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1845","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1848","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1849","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1850","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1851","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1852","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1853","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1854","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1856","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1857","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1859","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1860","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1865","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1866","toaar","1","annet","2014","prosent","44","intro_status_arbutd"
"1867","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1868","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1870","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1871","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1874","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1902","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1903","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1911","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1913","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1917","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1919","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1920","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1922","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1923","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1924","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1925","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1926","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1927","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1928","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1929","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1931","toaar","1","annet","2014","prosent","33","intro_status_arbutd"
"1933","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1936","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1938","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1939","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1940","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"1941","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1942","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"1943","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2002","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2003","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"2004","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2011","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2012","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"2014","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2015","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2017","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2018","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2019","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2020","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2021","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2022","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2023","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2024","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2025","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2027","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2028","toaar","1","annet","2014","prosent","0","intro_status_arbutd"
"2030","toaar","1","annet","2014","prosent",":","intro_status_arbutd"
"0101","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0104","toaar","0","alle","2014","personer","14","intro_status_arbutd"
"0105","toaar","0","alle","2014","personer","14","intro_status_arbutd"
"0106","toaar","0","alle","2014","personer","21","intro_status_arbutd"
"0111","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0118","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0119","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0121","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0122","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0123","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0124","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0125","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0127","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0128","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0135","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0136","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0137","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0138","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0211","toaar","0","alle","2014","personer","4","intro_status_arbutd"
"0213","toaar","0","alle","2014","personer","4","intro_status_arbutd"
"0214","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0215","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"0216","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"0217","toaar","0","alle","2014","personer","9","intro_status_arbutd"
"0219","toaar","0","alle","2014","personer","28","intro_status_arbutd"
"0220","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0221","toaar","0","alle","2014","personer","7","intro_status_arbutd"
"0226","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0227","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0228","toaar","0","alle","2014","personer","12","intro_status_arbutd"
"0229","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0230","toaar","0","alle","2014","personer","12","intro_status_arbutd"
"0231","toaar","0","alle","2014","personer","15","intro_status_arbutd"
"0233","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0234","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0235","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0236","toaar","0","alle","2014","personer","4","intro_status_arbutd"
"0237","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0238","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0239","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0301","toaar","0","alle","2014","personer","154","intro_status_arbutd"
"0402","toaar","0","alle","2014","personer","8","intro_status_arbutd"
"0403","toaar","0","alle","2014","personer","8","intro_status_arbutd"
"0412","toaar","0","alle","2014","personer","7","intro_status_arbutd"
"0415","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0417","toaar","0","alle","2014","personer","6","intro_status_arbutd"
"0418","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0419","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0420","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0423","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0425","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0426","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0427","toaar","0","alle","2014","personer","5","intro_status_arbutd"
"0428","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0429","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0430","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0432","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0434","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0436","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0437","toaar","0","alle","2014","personer","4","intro_status_arbutd"
"0438","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0439","toaar","0","alle","2014","personer","0","intro_status_arbutd"
"0441","toaar","0","alle","2014","personer",":","intro_status_arbutd"
"0501","toaar","0","alle","2014","personer","15","intro_status_arbutd"
"0502","toaar","0","alle","2014","personer","14","intro_status_arbutd"
