;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
09 Oslo;507467;73777;433690;20963;412727;100;14,53828525;85,46171475;4,130909005;81,33080575;245112;37898;207214;10791;196423;48,30107179;7,468071816;40,83299998;2,12644369;38,70655629;262355;35879;226476;10172;216304;51,69892821;7,070213433;44,62871477;2,004465315;42,62424946
10 Fjellregionen;15921;481;15440;50;15390;100;3,021167012;96,97883299;0,314050625;96,66478236;7944;216;7728;27;7701;49,89636329;1,3566987;48,53966459;0,169587337;48,37007726;7977;265;7712;23;7689;50,10363671;1,664468312;48,43916839;0,144463287;48,29470511
11 GlÜmdal;53813;1768;52045;198;51847;100;3,285451471;96,71454853;0,367940832;96,3466077;26649;825;25824;86;25738;49,52149109;1,533086801;47,98840429;0,159812685;47,8285916;27164;943;26221;112;26109;50,47850891;1,75236467;48,72614424;0,208128147;48,51801609
12 Hamarregionen;83283;2434;80849;293;80556;100;2,922565229;97,07743477;0,351812495;96,72562228;41084;1160;39924;133;39791;49,33059568;1,392841276;47,9377544;0,159696457;47,77805795;42199;1274;40925;160;40765;50,66940432;1,529723953;49,13968037;0,192116038;48,94756433
13 Sõr ùsterdal;34086;1242;32844;90;32754;100;3,643724696;96,3562753;0,264038021;96,09223728;16806;597;16209;41;16168;49,30469988;1,751452209;47,55324767;0,120283988;47,43296368;17280;645;16635;49;16586;50,69530012;1,892272487;48,80302764;0,143754034;48,6592736
14 Gjõvikregionen;67204;2178;65026;267;64759;100;3,240878519;96,75912148;0,39729778;96,3618237;33258;1057;32201;129;32072;49,48812571;1,572823046;47,91530266;0,19195286;47,7233498;33946;1121;32825;138;32687;50,51187429;1,668055473;48,84381882;0,20534492;48,6384739
15 Hadeland;27136;739;26397;68;26329;100;2,723319575;97,27668042;0,250589623;97,0260908;13451;366;13085;38;13047;49,56883844;1,348761792;48,22007665;0,140035377;48,08004127;13685;373;13312;30;13282;50,43116156;1,374557783;49,05660377;0,110554245;48,94604953
16 Lillehammerregionen;35769;1407;34362;127;34235;100;3,933573765;96,06642624;0,355056054;95,71137018;17480;691;16789;60;16729;48,86913249;1,93184042;46,93729207;0,167743018;46,76954905;18289;716;17573;67;17506;51,13086751;2,001733345;49,12913417;0,187313036;48,94182113
17 Midt-Gudbrandsdal;14027;255;13772;15;13757;100;1,817922578;98,18207742;0,106936622;98,0751408;7062;130;6932;10;6922;50,34576175;0,926784059;49,41897769;0,071291081;49,3476866;6965;125;6840;5;6835;49,65423825;0,891138519;48,76309974;0,035645541;48,7274542
18 Nord-Gudbrandsdal;20198;388;19810;23;19787;100;1,920982275;98,07901772;0,113872661;97,96514506;10234;195;10039;9;10030;50,66838301;0,965442123;49,70294089;0,044558867;49,65838202;9964;193;9771;14;9757;49,33161699;0,955540152;48,37607684;0,069313793;48,30676305
19 Valdres;18367;555;17812;35;17777;100;3,021723744;96,97827626;0,190559155;96,7877171;9201;286;8915;15;8900;50,09527958;1,557140524;48,53813905;0,081668209;48,45647084;9166;269;8897;20;8877;49,90472042;1,46458322;48,4401372;0,108890946;48,33124626
20 Drammensregionen;149953;9434;140519;2648;137871;100;6,291304609;93,70869539;1,765886644;91,94280875;73793;4696;69097;1317;67780;49,2107527;3,131647916;46,07910479;0,878275193;45,20082959;76160;4738;71422;1331;70091;50,7892473;3,159656692;47,62959061;0,887611452;46,74197915
21 Hallingdal;20409;1109;19300;73;19227;100;5,433877211;94,56612279;0,357685335;94,20843745;10083;531;9552;34;9518;49,40467441;2,601793326;46,80288108;0,16659317;46,63628791;10326;578;9748;39;9709;50,59532559;2,832083885;47,76324171;0,191092165;47,57214954
22 Kongsberg/Numedal;29040;1081;27959;114;27845;100;3,722451791;96,27754821;0,392561983;95,88498623;14548;492;14056;55;14001;50,09641873;1,694214876;48,40220386;0,189393939;48,21280992;14492;589;13903;59;13844;49,90358127;2,028236915;47,87534435;0,203168044;47,67217631
23 Midt-Buskerud;18176;429;17747;69;17678;100;2,360255282;97,63974472;0,379621479;97,26012324;9021;201;8820;28;8792;49,63138204;1,105853873;48,52552817;0,154049296;48,37147887;9155;228;8927;41;8886;50,36861796;1,254401408;49,11421655;0,225572183;48,88864437
24 Ringerike/Hole;32894;1265;31629;139;31490;100;3,845686143;96,15431386;0,422569466;95,73174439;16242;580;15662;67;15595;49,37678604;1,763239497;47,61354654;0,203684563;47,40986198;16652;685;15967;72;15895;50,62321396;2,082446647;48,54076731;0,218884903;48,32188241
25 Tõnsbergregionen;113315;4755;108560;615;107945;100;4,196267043;95,80373296;0,542734854;95,2609981;55360;2197;53163;307;52856;48,85496183;1,938843048;46,91611878;0,270926179;46,6451926;57955;2558;55397;308;55089;51,14503817;2,257423995;48,88761417;0,271808675;48,6158055
26 Sandefjord/Larvik;82082;3686;78396;525;77871;100;4,49063132;95,50936868;0,639604298;94,86976438;40104;1720;38384;274;38110;48,85845861;2,09546551;46,7629931;0,333812529;46,42918058;41978;1966;40012;251;39761;51,14154139;2,39516581;48,74637558;0,305791769;48,44058381
27 Grenland;113726;4931;108795;797;107998;100;4,335859874;95,66414013;0,700807203;94,96333292;55823;2403;53420;405;53015;49,08552134;2,112973287;46,97254805;0,356119093;46,61642896;57903;2528;55375;392;54983;50,91447866;2,222886587;48,69159207;0,34468811;48,34690396
28 Midt-Telemark;16023;643;15380;53;15327;100;4,012981339;95,98701866;0,330774512;95,65624415;7949;313;7636;30;7606;49,60993572;1,953441927;47,65649379;0,187230856;47,46926293;8074;330;7744;23;7721;50,39006428;2,059539412;48,33052487;0,143543656;48,18698121
29 ùst-Telemark;20519;774;19745;76;19669;100;3,772113651;96,22788635;0,37038842;95,85749793;10067;385;9682;36;9646;49,06184512;1,876309762;47,18553536;0,175447147;47,01008821;10452;389;10063;40;10023;50,93815488;1,895803889;49,04235099;0,194941274;48,84740972
30 Vest-Telemark;14770;389;14381;21;14360;100;2,633716994;97,36628301;0,142180095;97,22410291;7442;191;7251;11;7240;50,3859174;1,293161814;49,09275559;0,074475288;49,0182803;7328;198;7130;10;7120;49,6140826;1,340555179;48,27352742;0,067704807;48,20582261
31 Setesdal;7004;311;6693;28;6665;100;4,440319817;95,55968018;0,399771559;95,15990862;3506;164;3342;15;3327;50,05711022;2,341519132;47,71559109;0,214163335;47,50142776;3498;147;3351;13;3338;49,94288978;2,098800685;47,84408909;0,185608224;47,65848087
32 Arendalregionen;80940;3248;77692;329;77363;100;4,012849024;95,98715098;0,406473931;95,58067704;40137;1582;38555;172;38383;49,58858414;1,954534223;47,63404991;0,212503089;47,42154682;40803;1666;39137;157;38980;50,41141586;2,058314801;48,35310106;0,193970843;48,15913022
33 Lister;34454;1498;32956;100;32856;100;4,347826087;95,65217391;0,290242062;95,36193185;17299;681;16618;53;16565;50,20897428;1,976548441;48,23242584;0,153828293;48,07859755;17155;817;16338;47;16291;49,79102572;2,371277646;47,41974807;0,136413769;47,2833343
34 Mandalsregionen;22317;750;21567;70;21497;100;3,360666756;96,63933324;0,313662231;96,32567101;11060;326;10734;36;10698;49,55863243;1,460769817;48,09786262;0,161312004;47,93655061;11257;424;10833;34;10799;50,44136757;1,89989694;48,54147063;0,152350226;48,3891204
35 Kristiansandregionen;113154;6737;106417;1097;105320;100;5,95383283;94,04616717;0,969475228;93,07669194;55880;3381;52499;558;51941;49,38402531;2,987963307;46,396062;0,493133252;45,90292875;57274;3356;53918;539;53379;50,61597469;2,965869523;47,65010517;0,476341976;47,17376319
36 Dalane;22198;573;21625;54;21571;100;2,581313632;97,41868637;0,243265159;97,17542121;11164;279;10885;29;10859;50,29281917;1,256869988;49,03594918;0,1306424;48,91882152;11034;294;10740;28;10712;49,70718083;1,324443644;48,38273718;0,12613749;48,25659969
37 Haugesundregionen;82284;3068;79216;284;78932;100;3,7285499;96,2714501;0,345146079;95,92630402;40982;1623;39359;149;39210;49,8055515;1,972436926;47,83311458;0,181080161;47,65203442;41302;1445;39857;135;39722;50,1944485;1,756112975;48,43833552;0,164065918;48,2742696
38 Ryfylke;20804;585;20219;53;20166;100;2,811959239;97,18804076;0,2547587;96,93328206;10453;273;10180;27;10153;50,24514516;1,312247645;48,93289752;0,129782734;48,80311479;10351;312;10039;26;10013;49,75485484;1,499711594;48,25514324;0,124975966;48,13016728
39 Stavangerregionen;243076;15076;228000;2429;225571;100;6,202175451;93,79782455;0,999275947;92,7985486;121317;8064;113253;1261;111992;49,90908193;3,317480952;46,59160098;0,518767793;46,07283319;121759;7012;114747;1168;113579;50,09091807;2,884694499;47,20622357;0,480508154;46,72571541
40 Bergen;229496;12134;217362;1868;215494;100;5,287238122;94,71276188;0,813957542;93,89880434;112465;6233;106232;952;105280;49,00521142;2,715951476;46,28925994;0,414822045;45,8744379;117031;5901;111130;916;110214;50,99478858;2,571286646;48,42350193;0,399135497;48,02436644
41 Bjõrnefjorden;19862;472;19390;74;19316;100;2,37639714;97,62360286;0,372570738;97,25103212;9996;228;9768;28;9740;50,32725808;1,147920653;49,17933743;0,140972712;49,03836472;9866;244;9622;46;9576;49,67274192;1,228476488;48,44426543;0,231598026;48,21266741
42 Hardanger;24335;688;23647;41;23606;100;2,827203616;97,17279638;0,168481611;97,00431477;12116;334;11782;25;11757;49,78837066;1,372508732;48,41586193;0,10273269;48,31312924;12219;354;11865;16;11849;50,21162934;1,454694884;48,75693446;0,065748921;48,69118554
43 Voss;13726;355;13371;24;13347;100;2,586332508;97,41366749;0,174850648;97,23881684;6707;179;6528;11;6517;48,86347079;1,304094419;47,55937637;0,080139881;47,47923649;7019;176;6843;13;6830;51,13652921;1,282238088;49,85429113;0,094710768;49,75958036
44 Nordhordland;27413;445;26968;32;26936;100;1,623317404;98,3766826;0,116732937;98,25994966;13842;220;13622;15;13607;50,49429103;0,802538941;49,69175209;0,054718564;49,63703352;13571;225;13346;17;13329;49,50570897;0,820778463;48,68493051;0,062014373;48,62291613
45 Osterfjorden;11552;158;11394;19;11375;100;1,367728532;98,63227147;0,164473684;98,46779778;5812;72;5740;8;5732;50,31163435;0,623268698;49,68836565;0,069252078;49,61911357;5740;86;5654;11;5643;49,68836565;0,744459834;48,94390582;0,095221607;48,84868421
46 Sunnhordland;58860;1478;57382;114;57268;100;2,511043153;97,48895685;0,193679918;97,29527693;29965;762;29203;54;29149;50,90893646;1,29459735;49,61433911;0,091743119;49,52259599;28895;716;28179;60;28119;49,09106354;1,216445804;47,87461774;0,101936799;47,77268094
47 Hordaland Vest;46688;1075;45613;71;45542;100;2,302518849;97,69748115;0,152073338;97,54540781;23626;542;23084;34;23050;50,6040096;1,160897875;49,44311172;0,072823852;49,37028787;23062;533;22529;37;22492;49,3959904;1,141620973;48,25436943;0,079249486;48,17511995
48 HAFS;11315;385;10930;23;10907;100;3,40256297;96,59743703;0,203269996;96,39416703;5791;185;5606;8;5598;51,17984976;1,634997791;49,54485197;0,070702607;49,47414936;5524;200;5324;15;5309;48,82015024;1,767565179;47,05258506;0,132567388;46,92001768
49 Nordfjord;33157;891;32266;104;32162;100;2,687215369;97,31278463;0,313659257;96,99912537;16701;438;16263;55;16208;50,36945441;1,320988027;49,04846639;0,165877492;48,8825889;16456;453;16003;49;15954;49,63054559;1,366227343;48,26431824;0,147781766;48,11653648
50 Sogn;32839;733;32106;71;32035;100;2,232102074;97,76789793;0,21620634;97,55169159;16480;343;16137;39;16098;50,18423216;1,044489783;49,13974238;0,118761229;49,02098115;16359;390;15969;32;15937;49,81576784;1,18761229;48,62815555;0,097445111;48,53071044
51 Sunnfjord;30278;1022;29256;134;29122;100;3,375388071;96,62461193;0,442565559;96,18204637;15374;514;14860;67;14793;50,77614109;1,697602219;49,07853887;0,22128278;48,85725609;14904;508;14396;67;14329;49,22385891;1,677785851;47,54607306;0,22128278;47,32479028
52 Nordmõre;34431;742;33689;45;33644;100;2,155034707;97,84496529;0,130696175;97,71426912;17425;358;17067;20;17047;50,6084633;1,039760681;49,56870262;0,058087189;49,51061543;17006;384;16622;25;16597;49,3915367;1,115274026;48,27626267;0,072608986;48,20365368
53 Romsdal;54905;1129;53776;105;53671;100;2,056279027;97,94372097;0,191239414;97,75248156;27359;487;26872;50;26822;49,82970586;0,886986613;48,94271924;0,091066387;48,85165285;27546;642;26904;55;26849;50,17029414;1,169292414;49,00100173;0,100173026;48,9008287
54 Storfjord;17045;538;16507;90;16417;100;3,156350836;96,84364916;0,52801408;96,31563508;8591;268;8323;41;8282;50,40187738;1,572308595;48,82956879;0,240539748;48,58902904;8454;270;8184;49;8135;49,59812262;1,584042241;48,01408038;0,287474333;47,72660604
55 Sõre Sunnmõre;44942;1307;43635;154;43481;100;2,908192782;97,09180722;0,342663878;96,74914334;22724;619;22105;84;22021;50,5629478;1,377330782;49,18561702;0,18690757;48,99870945;22218;688;21530;70;21460;49,4370522;1,530862;47,9061902;0,155756308;47,75043389
56 èlesundregionen;65888;1817;64071;211;63860;100;2,757710053;97,24228995;0,320240408;96,92204954;32810;924;31886;105;31781;49,79662458;1,402379796;48,39424478;0,15936134;48,23488344;33078;893;32185;106;32079;50,20337542;1,355330257;48,84804517;0,160879068;48,6871661
57 Fosen;25466;358;25108;23;25085;100;1,405795963;98,59420404;0,0903165;98,50388754;12801;150;12651;9;12642;50,2670227;0,589020655;49,67800204;0,035341239;49,6426608;12665;208;12457;14;12443;49,7329773;0,816775308;48,91620199;0,054975261;48,86122673
58 Hitra/Frõya;8153;193;7960;5;7955;100;2,367226788;97,63277321;0,061327119;97,57144609;4102;85;4017;1;4016;50,31276831;1,04256102;49,27020729;0,012265424;49,25794186;4051;108;3943;4;3939;49,68723169;1,324665767;48,36256593;0,049061695;48,31350423
59 Oppdal/Rennebu;8988;196;8792;14;8778;100;2,180685358;97,81931464;0,15576324;97,6635514;4452;95;4357;9;4348;49,53271028;1,056964842;48,47574544;0,100133511;48,37561193;4536;101;4435;5;4430;50,46728972;1,123720516;49,3435692;0,055629729;49,28793947
60 Orkdalregionen;21441;444;20997;32;20965;100;2,070798937;97,92920106;0,14924677;97,77995429;10697;200;10497;17;10480;49,8903969;0,932792314;48,95760459;0,079287347;48,87831724;10744;244;10500;15;10485;50,1096031;1,138006623;48,97159647;0,069959424;48,90163705
61 Trondheimsregionen;193583;8092;185491;1089;184402;100;4,180119122;95,81988088;0,562549397;95,25733148;95502;4079;91423;570;90853;49,33387746;2,107106512;47,22677095;0,294447343;46,9323236;98081;4013;94068;519;93549;50,66612254;2,07301261;48,59310993;0,268102054;48,32500788
62 Rõrosregionen;8733;217;8516;13;8503;100;2,484827665;97,51517233;0,148860644;97,36631169;4299;97;4202;9;4193;49,22706974;1,110729417;48,11634032;0,103057369;48,01328295;4434;120;4314;4;4310;50,77293026;1,374098248;49,39883202;0,045803275;49,35302874
63 Stjõrdalsregionen;23305;533;22772;19;22753;100;2,287062862;97,71293714;0,081527569;97,63140957;11694;241;11453;7;11446;50,17807337;1,034112851;49,14396052;0,030036473;49,11392405;11611;292;11319;12;11307;49,82192663;1,252950011;48,56897661;0,051491096;48,51748552
64 Innherred;54337;1150;53187;85;53102;100;2,116421591;97,88357841;0,156431161;97,72714725;27137;581;26556;57;26499;49,94202845;1,069252995;48,87277546;0,104900896;48,76787456;27200;569;26631;28;26603;50,05797155;1,047168596;49,01080295;0,051530265;48,95927269
65 Indre Namdal;9446;217;9229;12;9217;100;2,297268685;97,70273131;0,1270379;97,57569342;4804;96;4708;1;4707;50,85750582;1,016303197;49,84120263;0,010586492;49,83061613;4642;121;4521;11;4510;49,14249418;1,280965488;47,86152869;0,116451408;47,74507728
66 Kystgruppen;9934;85;9849;2;9847;100;0,855647272;99,14435273;0,020132877;99,12421985;5000;30;4970;2;4968;50,33219247;0,301993155;50,03019932;0,020132877;50,01006644;4934;55;4879;0;4879;49,66780753;0,553654117;49,11415341;0;49,11415341
67 Midtre Namdal;19847;382;19465;15;19450;100;1,92472414;98,07527586;0,075578173;97,99969769;9859;181;9678;8;9670;49,67501386;0,911976621;48,76303723;0,040308359;48,72272888;9988;201;9787;7;9780;50,32498614;1,012747519;49,31223863;0,035269814;49,27696881
68 Sõr-Helgeland;13476;166;13310;8;13302;100;1,231819531;98,76818047;0,059364797;98,70881567;6744;73;6671;4;6667;50,0445236;0,54170377;49,50281983;0,029682398;49,47313743;6732;93;6639;4;6635;49,9554764;0,690115761;49,26536064;0,029682398;49,23567824
69 HALD;13145;433;12712;19;12693;100;3,294028148;96,70597185;0,144541651;96,5614302;6603;217;6386;9;6377;50,23202739;1,650817801;48,58120959;0,068467098;48,51274249;6542;216;6326;10;6316;49,76797261;1,643210346;48,12476227;0,076074553;48,04868771
70 Ytre Helgeland;4143;53;4090;1;4089;100;1,279266232;98,72073377;0,024137099;98,69659667;2110;21;2089;1;2088;50,9292783;0,506879073;50,42239923;0,024137099;50,39826213;2033;32;2001;0;2001;49,0707217;0,772387159;48,29833454;0;48,29833454
71 Mosjõregionen;16839;404;16435;15;16420;100;2,399192351;97,60080765;0,089078924;97,51172872;8525;200;8325;11;8314;50,62652176;1,187718986;49,43880278;0,065324544;49,37347824;8314;204;8110;4;8106;49,37347824;1,211473365;48,16200487;0,02375438;48,13825049
72 Ranaregionen;31826;677;31149;25;31124;100;2,127191604;97,8728084;0,078552127;97,79425627;15887;354;15533;14;15519;49,91830579;1,112298121;48,80600767;0,043989191;48,76201848;15939;323;15616;11;15605;50,08169421;1,014893483;49,06680073;0,034562936;49,03223779
73 Salten;73696;1631;72065;103;71962;100;2,213145897;97,7868541;0,139763352;97,64709075;36809;763;36046;56;35990;49,9470799;1,035334347;48,91174555;0,075987842;48,83575771;36887;868;36019;47;35972;50,0529201;1,17781155;48,87510855;0,06377551;48,81133304
74 Ofoten;26727;865;25862;36;25826;100;3,236427583;96,76357242;0,134695252;96,62887717;13282;443;12839;22;12817;49,69506492;1,657499906;48,03756501;0,082313765;47,95525124;13445;422;13023;14;13009;50,30493508;1,578927676;48,72600741;0,052381487;48,67362592
75 Lofoten;24347;623;23724;36;23688;100;2,558836818;97,44116318;0,14786216;97,29330102;12179;320;11859;26;11833;50,02259005;1,314330308;48,70825974;0,106789337;48,60147041;12168;303;11865;10;11855;49,97740995;1,24450651;48,73290344;0,041072822;48,69183062
76 VesterÜlen;33812;861;32951;64;32887;100;2,546433219;97,45356678;0,189281912;97,26428487;16839;394;16445;33;16412;49,8018455;1,165266769;48,63657873;0,097598486;48,53898024;16973;467;16506;31;16475;50,1981545;1,38116645;48,81698805;0,091683426;48,72530463
77 Sõr-Troms;12902;388;12514;5;12509;100;3,007285692;96,99271431;0,038753682;96,95396063;6538;207;6331;1;6330;50,67431406;1,604402418;49,06991164;0,007750736;49,06216091;6364;181;6183;4;6179;49,32568594;1,402883274;47,92280267;0,031002945;47,89179972
78 Midt-Troms;30585;690;29895;51;29844;100;2,256007847;97,74399215;0,166748406;97,57724375;15515;320;15195;25;15170;50,72748079;1,046264509;49,68121628;0,081739415;49,59947687;15070;370;14700;26;14674;49,27251921;1,209743338;48,06277587;0,085008991;47,97776688
79 Tromsõregionen;67390;2884;64506;188;64318;100;4,279566701;95,7204333;0,278973141;95,44146016;33741;1434;32307;110;32197;50,06825939;2,127912153;47,94034723;0,163228966;47,77711827;33649;1450;32199;78;32121;49,93174061;2,151654548;47,78008607;0,115744176;47,66434189
80 Nord-Troms;16656;364;16292;12;16280;100;2,185398655;97,81460134;0,07204611;97,74255524;8567;151;8416;4;8412;51,43491835;0,906580211;50,52833814;0,02401537;50,50432277;8089;213;7876;8;7868;48,56508165;1,278818444;47,28626321;0,04803074;47,23823247
81 Vest-Finnmark;34776;1104;33672;66;33606;100;3,174603175;96,82539683;0,189786059;96,63561077;17647;502;17145;40;17105;50,74476651;1,44352427;49,30124224;0,115021854;49,18622038;17129;602;16527;26;16501;49,25523349;1,731078905;47,52415459;0,074764205;47,44939038
82 Midt-Finnmark;14957;617;14340;25;14315;100;4,125158789;95,87484121;0,167145818;95,70769539;7746;245;7501;14;7487;51,78846025;1,638029017;50,15043124;0,093601658;50,05682958;7211;372;6839;11;6828;48,21153975;2,487129772;45,72440998;0,07354416;45,65086582
83 ùst-Finnmark;24326;1754;22572;157;22415;100;7,210392173;92,78960783;0,645399984;92,14420784;12277;744;11533;69;11464;50,46863438;3,058455973;47,41017841;0,283647127;47,12653128;12049;1010;11039;88;10951;49,53136562;4,1519362;45,37942942;0,361752857;45,01767656
uoppgitt;69251;1586;67665;97;67568;100;2,290219636;97,70978036;0,140070179;97,56971018;34567;772;33795;51;33744;49,91552469;1,114785346;48,80073934;0,073645146;48,72709419;34684;814;33870;46;33824;50,08447531;1,17543429;48,90904102;0,066425034;48,84261599
