;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
09 Oslo;483401;59548;423853;14129;409724;100;12,31855126;87,68144874;2,922832183;84,75861655;230317;31486;198831;7288;191543;47,64512279;6,513432947;41,13168984;1,507650998;39,62403884;253084;28062;225022;6841;218181;52,35487721;5,805118318;46,5497589;1,415181185;45,13457771
10 Fjellregionen;16012;274;15738;21;15717;100;1,711216588;98,28878341;0,131151636;98,15763178;8021;119;7902;13;7889;50,09367974;0,743192606;49,35048713;0,081189108;49,26929803;7991;155;7836;8;7828;49,90632026;0,968023982;48,93829628;0,049962528;48,88833375
11 GlÜmdal;54224;1366;52858;152;52706;100;2,519179699;97,4808203;0,280318678;97,20050162;27021;631;26390;73;26317;49,83217763;1,163691354;48,66848628;0,134626734;48,53385955;27203;735;26468;79;26389;50,16782237;1,355488345;48,81233402;0,145691945;48,66664208
12 Hamarregionen;82223;2060;80163;208;79955;100;2,505381706;97,49461829;0,25297058;97,24164771;40416;964;39452;99;39353;49,15412962;1,172421342;47,98170828;0,120404266;47,86130401;41807;1096;40711;109;40602;50,84587038;1,332960364;49,51291001;0,132566314;49,3803437
13 Sõr ùsterdal;34134;1054;33080;76;33004;100;3,087830316;96,91216968;0,222651901;96,68951778;16818;492;16326;38;16288;49,27052206;1,441378098;47,82914396;0,111325951;47,71781801;17316;562;16754;38;16716;50,72947794;1,646452218;49,08302572;0,111325951;48,97169977
14 Gjõvikregionen;67432;1750;65682;197;65485;100;2,595207023;97,40479298;0,292146162;97,11264681;33447;891;32556;97;32459;49,60107961;1,321331119;48,27974849;0,143848618;48,13589987;33985;859;33126;100;33026;50,39892039;1,273875905;49,12504449;0,148297544;48,97674695
15 Hadeland;26487;573;25914;53;25861;100;2,163325405;97,8366746;0,200098161;97,63657643;13201;276;12925;27;12898;49,83954393;1,042020614;48,79752331;0,101936799;48,69558651;13286;297;12989;26;12963;50,16045607;1,121304791;49,03915128;0,098161362;48,94098992
16 Lillehammerregionen;35217;1270;33947;91;33856;100;3,606212909;96,39378709;0,258397933;96,13538916;17180;605;16575;42;16533;48,78325809;1,717920323;47,06533776;0,119260584;46,94607718;18037;665;17372;49;17323;51,21674191;1,888292586;49,32844933;0,139137348;49,18931198
17 Midt-Gudbrandsdal;14492;204;14288;1;14287;100;1,407673199;98,5923268;0,006900359;98,58542644;7263;103;7160;1;7159;50,1173061;0,710736958;49,40656914;0,006900359;49,39966878;7229;101;7128;0;7128;49,8826939;0,696936241;49,18575766;0;49,18575766
18 Nord-Gudbrandsdal;20806;205;20601;7;20594;100;0,985292704;99,0147073;0,033644141;98,98106315;10594;103;10491;2;10489;50,91800442;0,495049505;50,42295492;0,009612612;50,41334231;10212;102;10110;5;10105;49,08199558;0,490243199;48,59175238;0,024031529;48,56772085
19 Valdres;18867;470;18397;49;18348;100;2,491122065;97,50887794;0,259712726;97,24916521;9408;241;9167;29;9138;49,86484338;1,277362591;48,58748079;0,153707532;48,43377325;9459;229;9230;20;9210;50,13515662;1,213759474;48,92139715;0,106005194;48,81539195
20 Drammensregionen;142820;7224;135596;1749;133847;100;5,05811511;94,94188489;1,224618401;93,71726649;69937;3646;66291;886;65405;48,96863184;2,552863745;46,4157681;0,620361294;45,79540681;72883;3578;69305;863;68442;51,03136816;2,505251365;48,52611679;0,604257107;47,92185968
21 Hallingdal;20107;709;19398;55;19343;100;3,526135177;96,47386482;0,273536579;96,20032824;9978;336;9642;25;9617;49,62450888;1,67105983;47,95344905;0,124334809;47,82911424;10129;373;9756;30;9726;50,37549112;1,855075347;48,52041578;0,149201771;48,37121401
22 Kongsberg/Numedal;28391;887;27504;78;27426;100;3,124229509;96,87577049;0,274734951;96,60103554;14206;399;13807;44;13763;50,03698355;1,405374943;48,63160861;0,15497869;48,47662992;14185;488;13697;34;13663;49,96301645;1,718854567;48,24416188;0,119756261;48,12440562
23 Midt-Buskerud;18112;326;17786;59;17727;100;1,799911661;98,20008834;0,325750883;97,87433746;8935;147;8788;24;8764;49,33193463;0,811616608;48,52031802;0,132508834;48,38780919;9177;179;8998;35;8963;50,66806537;0,988295053;49,67977032;0,193242049;49,48652827
24 Ringerike/Hole;32037;860;31177;91;31086;100;2,684396167;97,31560383;0,284046571;97,03155726;15755;385;15370;43;15327;49,1775135;1,201735493;47,97577801;0,134219808;47,8415582;16282;475;15807;48;15759;50,8224865;1,482660674;49,33982583;0,149826763;49,18999906
25 Tõnsbergregionen;108245;3547;104698;399;104299;100;3,276825719;96,72317428;0,36860825;96,35456603;52942;1610;51332;206;51126;48,90941845;1,487366622;47,42205183;0,190309021;47,23174281;55303;1937;53366;193;53173;51,09058155;1,789459097;49,30112245;0,178299229;49,12282323
26 Sandefjord/Larvik;78447;2643;75804;282;75522;100;3,369153696;96,6308463;0,359478374;96,27136793;38167;1232;36935;138;36797;48,65323084;1,57048708;47,08274376;0,175914949;46,90682881;40280;1411;38869;144;38725;51,34676916;1,798666616;49,54810254;0,183563425;49,36453912
27 Grenland;111400;3658;107742;451;107291;100;3,283662478;96,71633752;0,404847397;96,31149013;54764;1824;52940;223;52717;49,15978456;1,637342908;47,52244165;0,200179533;47,32226212;56636;1834;54802;228;54574;50,84021544;1,646319569;49,19389587;0,204667864;48,98922801
28 Midt-Telemark;15843;428;15415;34;15381;100;2,701508553;97,29849145;0,21460582;97,08388563;7847;203;7644;22;7622;49,52976078;1,281322982;48,2484378;0,138862589;48,10957521;7996;225;7771;12;7759;50,47023922;1,420185571;49,05005365;0,07574323;48,97431042
29 ùst-Telemark;20645;576;20069;53;20016;100;2,790021797;97,2099782;0,256720756;96,95325745;10129;264;9865;28;9837;49,06272705;1,27875999;47,78396706;0,13562606;47,648341;10516;312;10204;25;10179;50,93727295;1,511261807;49,42601114;0,121094696;49,30491644
30 Vest-Telemark;15253;282;14971;15;14956;100;1,848816626;98,15118337;0,09834131;98,05284206;7678;136;7542;11;7531;50,3376385;0,891627876;49,44601062;0,072116961;49,37389366;7575;146;7429;4;7425;49,6623615;0,95718875;48,70517275;0,026224349;48,6789484
31 Setesdal;6988;250;6738;13;6725;100;3,577561534;96,42243847;0,1860332;96,23640527;3503;123;3380;7;3373;50,12879222;1,760160275;48,36863194;0,100171723;48,26846022;3485;127;3358;6;3352;49,87120778;1,817401259;48,05380653;0,085861477;47,96794505
32 Arendalregionen;78950;2596;76354;201;76153;100;3,288157061;96,71184294;0,254591514;96,45725142;39128;1268;37860;109;37751;49,56048132;1,606079797;47,95440152;0,138062065;47,81633946;39822;1328;38494;92;38402;50,43951868;1,682077264;48,75744142;0,116529449;48,64091197
33 Lister;34038;1042;32996;57;32939;100;3,061284447;96,93871555;0,167459898;96,77125566;17057;448;16609;30;16579;50,11163993;1,316176039;48,79546389;0,088136788;48,70732711;16981;594;16387;27;16360;49,88836007;1,745108408;48,14325166;0,079323109;48,06392855
34 Mandalsregionen;21819;721;21098;70;21028;100;3,304459416;96,69554058;0,320821303;96,37471928;10831;323;10508;33;10475;49,64022183;1,480361153;48,15986067;0,151244328;48,00861634;10988;398;10590;37;10553;50,35977817;1,824098263;48,53567991;0,169576974;48,36610294
35 Kristiansandregionen;107320;5455;101865;744;101121;100;5,082929556;94,91707044;0,69325382;94,22381662;52921;2772;50149;386;49763;49,31140514;2,582929556;46,72847559;0,359672009;46,36880358;54399;2683;51716;358;51358;50,68859486;2,5;48,18859486;0,333581811;47,85501305
36 Dalane;21845;445;21400;42;21358;100;2,037079423;97,96292058;0,192263676;97,7706569;11009;226;10783;19;10764;50,39597162;1,034561685;49,36140993;0,086976425;49,27443351;10836;219;10617;23;10594;49,60402838;1,002517739;48,60151064;0,105287251;48,49622339
37 Haugesundregionen;79065;2031;77034;136;76898;100;2,568772529;97,43122747;0,172010371;97,2592171;39178;1093;38085;77;38008;49,55163473;1,38240688;48,16922785;0,097388225;48,07183963;39887;938;38949;59;38890;50,44836527;1,186365649;49,26199962;0,074622146;49,18737747
38 Ryfylke;20426;450;19976;34;19942;100;2,203074513;97,79692549;0,166454519;97,63047097;10324;204;10120;19;10101;50,54342505;0,998727113;49,54469793;0,093018702;49,45167923;10102;246;9856;15;9841;49,45657495;1,2043474;48,25222755;0,073435817;48,17879174
39 Stavangerregionen;228202;12549;215653;1532;214121;100;5,499075381;94,50092462;0,671335045;93,82958957;113697;6794;106903;800;106103;49,82296387;2,977186878;46,84577699;0,350566603;46,49521038;114505;5755;108750;732;108018;50,17703613;2,521888502;47,65514763;0,320768442;47,33437919
40 Bergen;221717;10109;211608;1271;210337;100;4,559415832;95,44058417;0,573253291;94,86733088;108190;5328;102862;657;102205;48,7964387;2,403063365;46,39337534;0,296323692;46,09705165;113527;4781;108746;614;108132;51,2035613;2,156352467;49,04720883;0,276929599;48,77027923
41 Bjõrnefjorden;19156;350;18806;40;18766;100;1,827103779;98,17289622;0,208811861;97,96408436;9692;168;9524;20;9504;50,5951138;0,877009814;49,71810399;0,10440593;49,61369806;9464;182;9282;20;9262;49,4048862;0,950093965;48,45479223;0,10440593;48,3503863
42 Hardanger;25062;509;24553;23;24530;100;2,030963211;97,96903679;0,091772404;97,87726438;12546;255;12291;9;12282;50,05985157;1,017476658;49,04237491;0,035910941;49,00646397;12516;254;12262;14;12248;49,94014843;1,013486553;48,92666188;0,055861464;48,87080041
43 Voss;13896;280;13616;14;13602;100;2,014968336;97,98503166;0,100748417;97,88428325;6851;140;6711;5;6706;49,3019574;1,007484168;48,29447323;0,035981577;48,25849165;7045;140;6905;9;6896;50,6980426;1,007484168;49,69055843;0,064766839;49,62579159
44 Nordhordland;26696;288;26408;15;26393;100;1,078813305;98,92118669;0,056188193;98,8649985;13507;143;13364;8;13356;50,59559485;0,535660773;50,05993407;0,029967036;50,02996704;13189;145;13044;7;13037;49,40440515;0,543152532;48,86125262;0,026221157;48,83503147
45 Osterfjorden;11699;147;11552;9;11543;100;1,256517651;98,74348235;0,076929652;98,6665527;5916;68;5848;5;5843;50,56842465;0,58124626;49,98717839;0,042738696;49,9444397;5783;79;5704;4;5700;49,43157535;0,675271391;48,75630396;0,034190956;48,722113
46 Sunnhordland;57606;1101;56505;79;56426;100;1,911259244;98,08874076;0,137138493;97,95160226;29343;551;28792;35;28757;50,93740235;0,956497587;49,98090477;0,06075756;49,92014721;28263;550;27713;44;27669;49,06259765;0,954761657;48,10783599;0,076380933;48,03145506
47 Hordaland Vest;43498;815;42683;48;42635;100;1,873649363;98,12635064;0,110349901;98,01600074;22146;422;21724;23;21701;50,91268564;0,970159548;49,94252609;0,052875994;49,8896501;21352;393;20959;25;20934;49,08731436;0,903489816;48,18382454;0,057473907;48,12635064
48 HAFS;11685;155;11530;11;11519;100;1,326486949;98,67351305;0,094137783;98,57937527;6027;72;5955;3;5952;51,57894737;0,616174583;50,96277279;0,025673941;50,93709884;5658;83;5575;8;5567;48,42105263;0,710312366;47,71074027;0,068463843;47,64227642
49 Nordfjord;33631;695;32936;66;32870;100;2,066545746;97,93345425;0,19624751;97,73720674;17058;365;16693;36;16657;50,72106093;1,085308198;49,63575273;0,107044096;49,52870863;16573;330;16243;30;16213;49,27893907;0,981237549;48,29770153;0,089203414;48,20849811
50 Sogn;33381;659;32722;44;32678;100;1,974176927;98,02582307;0,13181151;97,89401156;16822;316;16506;27;16479;50,39393667;0,946646296;49,44729037;0,080884335;49,36640604;16559;343;16216;17;16199;49,60606333;1,027530631;48,5785327;0,050927174;48,52760552
51 Sunnfjord;28912;669;28243;67;28176;100;2,313918096;97,6860819;0,231737687;97,45434422;14681;345;14336;40;14296;50,77822357;1,193276148;49,58494743;0,138350858;49,44659657;14231;324;13907;27;13880;49,22177643;1,120641948;48,10113448;0,093386829;48,00774765
52 Nordmõre;35489;558;34931;31;34900;100;1,572318183;98,42768182;0,08735101;98,34033081;18026;288;17738;13;17725;50,79320353;0,811519062;49,98168447;0,036631069;49,9450534;17463;270;17193;18;17175;49,20679647;0,760799121;48,44599735;0,050719941;48,39527741
53 Romsdal;54397;875;53522;60;53462;100;1,608544589;98,39145541;0,1103002;98,28115521;27123;394;26729;27;26702;49,86120558;0,724304649;49,13690093;0,04963509;49,08726584;27274;481;26793;33;26760;50,13879442;0,88423994;49,25455448;0,06066511;49,19388937
54 Storfjord;16644;313;16331;23;16308;100;1,880557558;98,11944244;0,138187936;97,98125451;8348;168;8180;9;8171;50,15621245;1,009372747;49,1468397;0,05407354;49,09276616;8296;145;8151;14;8137;49,84378755;0,871184811;48,97260274;0,084114396;48,88848834
55 Sõre Sunnmõre;44465;935;43530;80;43450;100;2,102777465;97,89722253;0,179916788;97,71730575;22465;439;22026;49;21977;50,52288317;0,987293377;49,53558979;0,110199033;49,42539076;22000;496;21504;31;21473;49,47711683;1,115484089;48,36163274;0,069717756;48,29191499
56 èlesundregionen;63201;1328;61873;121;61752;100;2,101232575;97,89876742;0,191452667;97,70731476;31306;665;30641;51;30590;49,53402636;1,052198541;48,48182782;0,080694926;48,40113289;31895;663;31232;70;31162;50,46597364;1,049034034;49,41693961;0,110757741;49,30618186
57 Fosen;25740;234;25506;19;25487;100;0,909090909;99,09090909;0,073815074;99,01709402;12986;93;12893;11;12882;50,45066045;0,361305361;50,08935509;0,042735043;50,04662005;12754;141;12613;8;12605;49,54933955;0,547785548;49,001554;0,031080031;48,97047397
58 Hitra/Frõya;8203;104;8099;6;8093;100;1,267828843;98,73217116;0,073143972;98,65902719;4181;48;4133;4;4129;50,96915763;0,585151774;50,38400585;0,048762648;50,3352432;4022;56;3966;2;3964;49,03084237;0,682677069;48,34816531;0,024381324;48,32378398
59 Oppdal/Rennebu;9158;164;8994;9;8985;100;1,790784014;98,20921599;0,098274732;98,11094125;4541;82;4459;3;4456;49,58506224;0,895392007;48,68967023;0,032758244;48,65691199;4617;82;4535;6;4529;50,41493776;0,895392007;49,51954575;0,065516488;49,45402926
60 Orkdalregionen;21581;281;21300;21;21279;100;1,302071266;98,69792873;0,097307817;98,60062092;10775;131;10644;9;10635;49,92817756;0,60701543;49,32116213;0,04170335;49,27945878;10806;150;10656;12;10644;50,07182244;0,695055836;49,3767666;0,055604467;49,32116213
61 Trondheimsregionen;186384;6434;179950;729;179221;100;3,452013048;96,54798695;0,391127994;96,15685896;91613;3339;88274;350;87924;49,15282428;1,791462787;47,36136149;0,187784359;47,17357713;94771;3095;91676;379;91297;50,84717572;1,660550262;49,18662546;0,203343635;48,98328183
62 Rõrosregionen;8725;138;8587;12;8575;100;1,581661891;98,41833811;0,137535817;98,28080229;4327;70;4257;10;4247;49,59312321;0,802292264;48,79083095;0,114613181;48,67621777;4398;68;4330;2;4328;50,40687679;0,779369628;49,62750716;0,022922636;49,60458453
63 Stjõrdalsregionen;22737;463;22274;26;22248;100;2,036328451;97,96367155;0,114351058;97,84932049;11419;220;11199;12;11187;50,22210494;0,967585873;49,25451907;0,052777411;49,20174165;11318;243;11075;14;11061;49,77789506;1,068742578;48,70915248;0,061573646;48,64757884
64 Innherred;54529;967;53562;74;53488;100;1,773368299;98,2266317;0,135707605;98,0909241;27301;505;26796;44;26752;50,06693686;0,926112711;49,14082415;0,080691008;49,06013314;27228;462;26766;30;26736;49,93306314;0,847255589;49,08580755;0,055016597;49,03079096
65 Indre Namdal;9812;134;9678;12;9666;100;1,365674684;98,63432532;0,122299225;98,51202609;5001;54;4947;5;4942;50,9682022;0,550346514;50,41785569;0,050958011;50,36689768;4811;80;4731;7;4724;49,0317978;0,81532817;48,21646963;0,071341215;48,14512841
66 Kystgruppen;10035;58;9977;2;9975;100;0,57797708;99,42202292;0,019930244;99,40209268;5074;18;5056;0;5059;50,5630294;0,179372197;50,3836572;0;50,41355257;4961;40;4921;5;4916;49,4369706;0,398604883;49,03836572;0,04982561;48,98854011
67 Midtre Namdal;20225;394;19831;17;19814;100;1,948084054;98,05191595;0,084054388;97,96786156;10091;216;9875;12;9863;49,89369592;1,067985167;48,82571075;0,059332509;48,76637824;10134;178;9956;5;9951;50,10630408;0,880098888;49,22620519;0,024721879;49,20148331
68 Sõr-Helgeland;13360;172;13188;17;13171;100;1,28742515;98,71257485;0,127245509;98,58532934;6674;74;6600;10;6590;49,95508982;0,553892216;49,4011976;0,074850299;49,32634731;6686;98;6588;7;6581;50,04491018;0,733532934;49,31137725;0,05239521;49,25898204
69 HALD;13526;288;13238;9;13229;100;2,129232589;97,87076741;0,066538518;97,80422889;6771;164;6607;5;6602;50,05914535;1,212479669;48,84666568;0,036965844;48,80969984;6755;124;6631;4;6627;49,94085465;0,91675292;49,02410173;0,029572675;48,99452906
70 Ytre Helgeland;4356;38;4318;3;4315;100;0,872359963;99,12764004;0,068870523;99,05876951;2230;15;2215;4;2211;51,19375574;0,344352617;50,84940312;0,091827365;50,75757576;2126;23;2103;-1;2104;48,80624426;0,528007346;48,27823691;-0,022956841;48,30119376
71 Mosjõregionen;16943;239;16704;11;16693;100;1,410612052;98,58938795;0,064923567;98,52446438;8615;110;8505;13;8492;50,84695745;0,649235673;50,19772177;0,076727852;50,12099392;8328;129;8199;1;8201;49,15304255;0,76137638;48,39166617;0,005902142;48,40347046
72 Ranaregionen;31792;589;31203;18;31185;100;1,852667338;98,14733266;0,056618017;98,09071465;15882;278;15604;12;15592;49,95596376;0,87443382;49,08152994;0,037745345;49,0437846;15910;311;15599;6;15593;50,04403624;0,978233518;49,06580272;0,018872672;49,04693005
73 Salten;73314;1358;71956;89;71867;100;1,852306517;98,14769348;0,121395641;98,02629784;36718;651;36067;45;36022;50,08320375;0,887961372;49,19524238;0,061379818;49,13386256;36596;707;35889;44;35845;49,91679625;0,964345146;48,9524511;0,060015822;48,89243528
74 Ofoten;27541;632;26909;34;26875;100;2,294760539;97,70523946;0,123452307;97,58178715;13659;318;13341;15;13326;49,59514905;1,15464217;48,44050688;0,054464253;48,38604263;13882;314;13568;19;13549;50,40485095;1,140118369;49,26473258;0,068988054;49,19574453
75 Lofoten;24784;494;24290;22;24268;100;1,993221433;98,00677857;0,088766946;97,91801162;12363;231;12132;8;12124;49,88298903;0,932052937;48,95093609;0,03227889;48,9186572;12421;263;12158;14;12144;50,11701097;1,061168496;49,05584248;0,056488057;48,99935442
76 VesterÜlen;34628;592;34036;39;33997;100;1,709599168;98,29040083;0,112625621;98,17777521;17332;284;17048;21;17027;50,05198106;0,820145547;49,23183551;0,060644565;49,17119094;17296;308;16988;18;16970;49,94801894;0,889453621;49,05856532;0,051981056;49,00658427
77 Sõr-Troms;13813;322;13491;15;13476;100;2,331137334;97,66886267;0,108593354;97,56026931;7040;152;6888;11;6877;50,96648085;1,100412655;49,8660682;0,079635126;49,78643307;6773;170;6603;4;6599;49,03351915;1,23072468;47,80279447;0,028958228;47,77383624
78 Midt-Troms;31161;466;30695;15;30680;100;1,495459067;98,50454093;0,048137094;98,45640384;15790;204;15586;5;15581;50,67231475;0,654664484;50,01765027;0,016045698;50,00160457;15371;262;15109;10;15099;49,32768525;0,840794583;48,48689066;0,032091396;48,45479927
79 Tromsõregionen;64372;2104;62268;128;62140;100;3,268501833;96,73149817;0,198844218;96,53265395;32406;1053;31353;73;31280;50,3417635;1,635804387;48,70595911;0,113403343;48,59255577;31966;1051;30915;55;30860;49,6582365;1,632697446;48,02553905;0,085440875;47,94009818
80 Nord-Troms;17683;211;17472;13;17459;100;1,193236442;98,80676356;0,073516937;98,73324662;9029;84;8945;4;8941;51,06034044;0,475032517;50,58530792;0,022620596;50,56268733;8654;127;8527;9;8518;48,93965956;0,718203925;48,22145564;0,050896341;48,17055929
81 Vest-Finnmark;35677;870;34807;50;34757;100;2,438545842;97,56145416;0,140146313;97,42130785;18191;431;17760;34;17726;50,9880315;1,208061216;49,77997029;0,095299493;49,6846708;17486;439;17047;16;17031;49,0119685;1,230484626;47,78148387;0,04484682;47,73663705
82 Midt-Finnmark;15240;415;14825;20;14805;100;2,723097113;97,27690289;0,131233596;97,14566929;7965;159;7806;9;7797;52,26377953;1,043307087;51,22047244;0,059055118;51,16141732;7275;256;7019;11;7008;47,73622047;1,679790026;46,05643045;0,072178478;45,98425197
83 ùst-Finnmark;25712;1403;24309;109;24200;100;5,456596142;94,54340386;0,423926571;94,11947729;13193;702;12491;53;12438;51,31067206;2,730242688;48,58042937;0,206129434;48,37429994;12519;701;11818;56;11762;48,68932794;2,726353454;45,96297449;0,217797138;45,74517735
uoppgitt;69163;1251;67912;60;67852;100;1,808770585;98,19122941;0,086751587;98,10447783;34453;614;33839;29;33810;49,81420702;0,887757905;48,92644911;0,041929934;48,88451918;34710;637;34073;31;34042;50,18579298;0,92101268;49,2647803;0,044821653;49,21995865
