"kommune_nr","kommune_navn","standard_utgave","kommune_note","fylke_nr","fylke_navn","fylke_note","naringsregion_nr","naringsregion_navn"
"0519","Sør-Fron","2013","","05","Oppland","","17","Midt-Gudbrandsdal"
"0519","Sør-Fron","2002","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2002","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2003","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2008","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2005","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2012","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2006","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2014","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","2013","","05","Oppland","","17","Midt-Gudbrandsdal"
"0520","Ringebu","komplett_2016","","05","Oppland","","17","Midt-Gudbrandsdal"
"0521","Øyer","2003","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2002","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2008","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2006","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","komplett_2016","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2014","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2013","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2012","","05","Oppland","","16","Lillehammerregionen"
"0521","Øyer","2005","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2014","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","komplett_2016","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2003","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2002","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2013","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2005","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2012","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2008","","05","Oppland","","16","Lillehammerregionen"
"0522","Gausdal","2006","","05","Oppland","","16","Lillehammerregionen"
"0528","Østre Toten","2008","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2002","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","komplett_2016","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2003","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2012","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2005","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2006","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2014","","05","Oppland","","14","Gjøvikregionen"
"0528","Østre Toten","2013","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","komplett_2016","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2006","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2014","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2002","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2008","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2005","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2012","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2003","","05","Oppland","","14","Gjøvikregionen"
"0529","Vestre Toten","2013","","05","Oppland","","14","Gjøvikregionen"
"0532","Jevnaker","2002","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2012","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","komplett_2016","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2008","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2013","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2006","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2005","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2014","","05","Oppland","","15","Hadeland"
"0532","Jevnaker","2003","","05","Oppland","","15","Hadeland"
"0533","Lunner","komplett_2016","","05","Oppland","","15","Hadeland"
"0533","Lunner","2005","","05","Oppland","","15","Hadeland"
"0533","Lunner","2002","","05","Oppland","","15","Hadeland"
"0533","Lunner","2014","","05","Oppland","","15","Hadeland"
"0533","Lunner","2013","","05","Oppland","","15","Hadeland"
"0533","Lunner","2006","","05","Oppland","","15","Hadeland"
"0533","Lunner","2003","","05","Oppland","","15","Hadeland"
"0533","Lunner","2008","","05","Oppland","","15","Hadeland"
"0533","Lunner","2012","","05","Oppland","","15","Hadeland"
"0534","Gran","2008","","05","Oppland","","15","Hadeland"
"0534","Gran","2014","","05","Oppland","","15","Hadeland"
"0534","Gran","2012","","05","Oppland","","15","Hadeland"
"0534","Gran","2005","","05","Oppland","","15","Hadeland"
"0534","Gran","komplett_2016","","05","Oppland","","15","Hadeland"
"0534","Gran","2002","","05","Oppland","","15","Hadeland"
"0534","Gran","2013","","05","Oppland","","15","Hadeland"
"0534","Gran","2006","","05","Oppland","","15","Hadeland"
"0534","Gran","2003","","05","Oppland","","15","Hadeland"
"0536","Søndre Land","2014","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2006","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2002","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2012","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2013","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2008","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2005","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","komplett_2016","","05","Oppland","","14","Gjøvikregionen"
"0536","Søndre Land","2003","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2008","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2006","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2013","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2002","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2003","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2005","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2014","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","komplett_2016","","05","Oppland","","14","Gjøvikregionen"
"0538","Nordre Land","2012","","05","Oppland","","14","Gjøvikregionen"
"0540","Sør-Aurdal","2012","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2013","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2002","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2006","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2014","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2008","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2003","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","2005","","05","Oppland","","19","Valdres"
"0540","Sør-Aurdal","komplett_2016","","05","Oppland","","19","Valdres"
"0541","Etnedal","2012","","05","Oppland","","19","Valdres"
"0541","Etnedal","2008","","05","Oppland","","19","Valdres"
"0541","Etnedal","2002","","05","Oppland","","19","Valdres"
"0541","Etnedal","komplett_2016","","05","Oppland","","19","Valdres"
"0541","Etnedal","2014","","05","Oppland","","19","Valdres"
"0541","Etnedal","2003","","05","Oppland","","19","Valdres"
"0541","Etnedal","2013","","05","Oppland","","19","Valdres"
"0541","Etnedal","2006","","05","Oppland","","19","Valdres"
"0541","Etnedal","2005","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2002","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","komplett_2016","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2006","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2012","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2003","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2013","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2014","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2005","","05","Oppland","","19","Valdres"
"0542","Nord-Aurdal","2008","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2014","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2012","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","komplett_2016","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2003","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2013","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2008","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2005","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2006","","05","Oppland","","19","Valdres"
"0543","Vestre Slidre","2002","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2014","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2005","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2013","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2003","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2012","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","komplett_2016","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2008","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2002","","05","Oppland","","19","Valdres"
"0544","Øystre Slidre","2006","","05","Oppland","","19","Valdres"
"0545","Vang","2006","","05","Oppland","","19","Valdres"
"0545","Vang","2005","","05","Oppland","","19","Valdres"
"0545","Vang","komplett_2016","","05","Oppland","","19","Valdres"
"0545","Vang","2002","","05","Oppland","","19","Valdres"
"0545","Vang","2003","","05","Oppland","","19","Valdres"
"0545","Vang","2013","","05","Oppland","","19","Valdres"
"0545","Vang","2014","","05","Oppland","","19","Valdres"
"0545","Vang","2008","","05","Oppland","","19","Valdres"
"0545","Vang","2012","","05","Oppland","","19","Valdres"
"0599","Uoppgitt kommune Oppland","komplett_2016","","05","Oppland","",NA,NA
"0601","Ringerike (1964-1976)","komplett_2016","","06","Buskerud","",NA,NA
"0602","Drammen","2006","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2008","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2013","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2002","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2005","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2003","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","komplett_2016","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2012","","06","Buskerud","","20","Drammensregionen"
"0602","Drammen","2014","","06","Buskerud","","20","Drammensregionen"
"0604","Kongsberg","2014","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2008","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2006","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","komplett_2016","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2005","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2002","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2013","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2012","","06","Buskerud","","22","Kongsberg/Numedal"
"0604","Kongsberg","2003","","06","Buskerud","","22","Kongsberg/Numedal"
"0605","Ringerike","2005","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2003","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2013","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2014","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2012","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2002","Den 1.1. 1980 ble en del av 0605 Ringerike kommune overført til 0612 Hole kommune (13 personer).","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2008","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","komplett_2016","","06","Buskerud","","24","Ringerike/Hole"
"0605","Ringerike","2006","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2008","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2013","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2005","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","komplett_2016","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2002","Den 1.1. 1980 ble en del av 0605 Ringerike kommune overført til 0612 Hole kommune (13 personer).","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2006","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2012","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2014","","06","Buskerud","","24","Ringerike/Hole"
"0612","Hole","2003","","06","Buskerud","","24","Ringerike/Hole"
"0615","Flå","2005","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2006","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2014","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2013","","06","Buskerud","","21","Hallingdal"
"0615","Flå","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2008","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2002","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2003","","06","Buskerud","","21","Hallingdal"
"0615","Flå","2012","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2005","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2014","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2002","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2003","","06","Buskerud","","21","Hallingdal"
"0616","Nes (Busk.)","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2006","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2013","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2008","","06","Buskerud","","21","Hallingdal"
"0616","Nes","2012","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2013","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2012","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2006","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2008","","06","Buskerud","","21","Hallingdal"
"0617","Gol","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2003","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2002","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2005","","06","Buskerud","","21","Hallingdal"
"0617","Gol","2014","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2013","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2012","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2005","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2006","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2014","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2003","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2002","","06","Buskerud","","21","Hallingdal"
"0618","Hemsedal","2008","","06","Buskerud","","21","Hallingdal"
"0619","Ål","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2013","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2002","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2014","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2005","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2003","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2006","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2012","","06","Buskerud","","21","Hallingdal"
"0619","Ål","2008","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2003","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2012","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2002","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2014","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2006","","06","Buskerud","","21","Hallingdal"
"0620","Hol","komplett_2016","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2008","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2005","","06","Buskerud","","21","Hallingdal"
"0620","Hol","2013","","06","Buskerud","","21","Hallingdal"
"0621","Sigdal","2013","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","komplett_2016","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2014","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2006","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2005","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2003","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2008","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2012","","06","Buskerud","","23","Midt-Buskerud"
"0621","Sigdal","2002","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","komplett_2016","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2003","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2002","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2008","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2012","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2006","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2014","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2013","","06","Buskerud","","23","Midt-Buskerud"
"0622","Krødsherad","2005","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2008","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2006","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2005","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2002","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2013","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2003","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2012","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","2014","","06","Buskerud","","23","Midt-Buskerud"
"0623","Modum","komplett_2016","","06","Buskerud","","23","Midt-Buskerud"
"0624","Øvre Eiker","2013","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2003","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","komplett_2016","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2005","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2008","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2002","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2014","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2012","","06","Buskerud","","20","Drammensregionen"
"0624","Øvre Eiker","2006","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2008","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2003","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","komplett_2016","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2013","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2012","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2006","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2002","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2014","","06","Buskerud","","20","Drammensregionen"
"0625","Nedre Eiker","2005","","06","Buskerud","","20","Drammensregionen"
"0626","Lier","2002","Ved grenseregulering 1.1.2000 ble 9 personer overført fra 0627 Røyken kommune til 0626 Lier kommune.","06","Buskerud","","86","Vestviken"
"0626","Lier","2013","","06","Buskerud","","86","Vestviken"
"0626","Lier","2008","","06","Buskerud","","86","Vestviken"
"0626","Lier","2005","","06","Buskerud","","86","Vestviken"
"0626","Lier","2006","","06","Buskerud","","86","Vestviken"
"0626","Lier","2003","","06","Buskerud","","86","Vestviken"
"0626","Lier","komplett_2016","","06","Buskerud","","86","Vestviken"
"0626","Lier","2014","","06","Buskerud","","86","Vestviken"
"0626","Lier","2012","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2008","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2013","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2003","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2005","","06","Buskerud","","86","Vestviken"
"0627","Røyken","komplett_2016","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2012","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2002","Del av Røyken kommune ble den 1.1. 1996 overført til 0220 Asker kommune (ca. 70 personer, 0,2 km2). Ved grenseregulering 1.1.2000 ble 9 personer overført fra 0627 Røyken kommune til 0626 Lier kommune.","06","Buskerud","","86","Vestviken"
"0627","Røyken","2014","","06","Buskerud","","86","Vestviken"
"0627","Røyken","2006","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2013","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2012","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2014","","06","Buskerud","","86","Vestviken"
"0628","Hurum","komplett_2016","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2006","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2003","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2005","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2002","","06","Buskerud","","86","Vestviken"
"0628","Hurum","2008","","06","Buskerud","","86","Vestviken"
"0631","Flesberg","2012","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2003","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2008","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2006","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2005","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2014","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2013","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","2002","","06","Buskerud","","22","Kongsberg/Numedal"
"0631","Flesberg","komplett_2016","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2008","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2002","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2012","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","komplett_2016","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2013","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2014","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2005","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2003","","06","Buskerud","","22","Kongsberg/Numedal"
"0632","Rollag","2006","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2014","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2012","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2002","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2006","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","komplett_2016","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2005","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2003","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2013","","06","Buskerud","","22","Kongsberg/Numedal"
"0633","Nore og Uvdal","2008","","06","Buskerud","","22","Kongsberg/Numedal"
"0699","Uoppgitt kommune Buskerud","komplett_2016","","06","Buskerud","",NA,NA
"0701","Horten","komplett_2016","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2005","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2003","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2012","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2013","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2008","","07","Vestfold","","25","Tønsbergregionen"
"0701","Borre","2002","Kommunene 0703 Horten og 0717 Borre ble den 1.1. 1988 slått sammen til 0701 Borre kommune. Fra og med 1. juni  2002 har 0701 Borre endret navn til 0701 Horten.","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2014","","07","Vestfold","","25","Tønsbergregionen"
"0701","Horten","2006","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2014","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2003","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2006","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2012","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2013","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","komplett_2016","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2002","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2008","","07","Vestfold","","25","Tønsbergregionen"
"0702","Holmestrand","2005","","07","Vestfold","","25","Tønsbergregionen"
"0703","Horten (-1987)","komplett_2016","","07","Vestfold","",NA,NA
"0704","Tønsberg","2012","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2006","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2003","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2002","Kommunene 0705 Tønsberg og 0721 Sem ble den 1.1. 1988 slått sammen til 0704 Tønsberg kommune.","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","komplett_2016","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2014","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2008","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2013","","07","Vestfold","","25","Tønsbergregionen"
"0704","Tønsberg","2005","","07","Vestfold","","25","Tønsbergregionen"
"0705","Tønsberg (-1987)","komplett_2016","","07","Vestfold","",NA,NA
"0706","Sandefjord","2002","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2013","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2014","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2006","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","komplett_2016","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2003","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2012","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2005","","07","Vestfold","","26","Sandefjord/Larvik"
"0706","Sandefjord","2008","","07","Vestfold","","26","Sandefjord/Larvik"
"0707","Larvik (-1987)","komplett_2016","","07","Vestfold","",NA,NA
"0708","Stavern (1944-1987)","komplett_2016","Endret navn fra Fredriksvern i 1930.","07","Vestfold","",NA,NA
"0709","Larvik","2003","","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","komplett_2016","","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","2002","Kommunene 0707 Larvik, 0708 Stavern, 0725 Tjølling, 0726 Brunlanes og 0727 Hedrum ble den 1.1. 1988 slått sammen til 0709 Larvik kommune.","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","2005","","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","2014","","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","2008","","07","Vestfold","","26","Sandefjord/Larvik"
"0709","Larvik","2006","","07","Vestfold","","26","Sandefjord/Larvik"
