aar,bydel_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2010,00,innvandrere,2,17623,arbledige_innvkat_land,personer
2010,00,innvandrere,alle,26691,arbledige_innvkat_land,personer
2010,030101,alle,1,248,arbledige_innvkat_land,personer
2010,030101,alle,2,643,arbledige_innvkat_land,personer
2010,030101,alle,alle,891,arbledige_innvkat_land,personer
2010,030101,innvandrere,1,248,arbledige_innvkat_land,personer
2010,030101,innvandrere,2,643,arbledige_innvkat_land,personer
2010,030101,innvandrere,alle,891,arbledige_innvkat_land,personer
2010,030102,alle,1,156,arbledige_innvkat_land,personer
2010,030102,alle,2,431,arbledige_innvkat_land,personer
2010,030102,alle,alle,587,arbledige_innvkat_land,personer
2010,030102,innvandrere,1,156,arbledige_innvkat_land,personer
2010,030102,innvandrere,2,431,arbledige_innvkat_land,personer
2010,030102,innvandrere,alle,587,arbledige_innvkat_land,personer
2010,030103,alle,1,187,arbledige_innvkat_land,personer
2010,030103,alle,2,508,arbledige_innvkat_land,personer
2010,030103,alle,alle,695,arbledige_innvkat_land,personer
2010,030103,innvandrere,1,187,arbledige_innvkat_land,personer
2010,030103,innvandrere,2,508,arbledige_innvkat_land,personer
2010,030103,innvandrere,alle,695,arbledige_innvkat_land,personer
2010,030104,alle,1,221,arbledige_innvkat_land,personer
2010,030104,alle,2,494,arbledige_innvkat_land,personer
2010,030104,alle,alle,715,arbledige_innvkat_land,personer
2010,030104,innvandrere,1,221,arbledige_innvkat_land,personer
2010,030104,innvandrere,2,494,arbledige_innvkat_land,personer
2010,030104,innvandrere,alle,715,arbledige_innvkat_land,personer
2010,030105,alle,1,189,arbledige_innvkat_land,personer
2010,030105,alle,2,417,arbledige_innvkat_land,personer
2010,030105,alle,alle,606,arbledige_innvkat_land,personer
2010,030105,innvandrere,1,189,arbledige_innvkat_land,personer
2010,030105,innvandrere,2,417,arbledige_innvkat_land,personer
2010,030105,innvandrere,alle,606,arbledige_innvkat_land,personer
2010,030106,alle,1,168,arbledige_innvkat_land,personer
2010,030106,alle,2,414,arbledige_innvkat_land,personer
2010,030106,alle,alle,582,arbledige_innvkat_land,personer
2010,030106,innvandrere,1,168,arbledige_innvkat_land,personer
2010,030106,innvandrere,2,414,arbledige_innvkat_land,personer
2010,030106,innvandrere,alle,582,arbledige_innvkat_land,personer
2010,030107,alle,1,146,arbledige_innvkat_land,personer
2010,030107,alle,2,415,arbledige_innvkat_land,personer
2010,030107,alle,alle,561,arbledige_innvkat_land,personer
2010,030107,innvandrere,1,146,arbledige_innvkat_land,personer
2010,030107,innvandrere,2,415,arbledige_innvkat_land,personer
2010,030107,innvandrere,alle,561,arbledige_innvkat_land,personer
2010,030108,alle,1,119,arbledige_innvkat_land,personer
2010,030108,alle,2,367,arbledige_innvkat_land,personer
2010,030108,alle,alle,486,arbledige_innvkat_land,personer
2010,030108,innvandrere,1,119,arbledige_innvkat_land,personer
2010,030108,innvandrere,2,367,arbledige_innvkat_land,personer
2010,030108,innvandrere,alle,486,arbledige_innvkat_land,personer
2010,030109,alle,1,107,arbledige_innvkat_land,personer
2010,030109,alle,2,368,arbledige_innvkat_land,personer
2010,030109,alle,alle,475,arbledige_innvkat_land,personer
2010,030109,innvandrere,1,107,arbledige_innvkat_land,personer
2010,030109,innvandrere,2,368,arbledige_innvkat_land,personer
2010,030109,innvandrere,alle,475,arbledige_innvkat_land,personer
2010,030110,alle,1,58,arbledige_innvkat_land,personer
2010,030110,alle,2,347,arbledige_innvkat_land,personer
2010,030110,alle,alle,405,arbledige_innvkat_land,personer
2010,030110,innvandrere,1,58,arbledige_innvkat_land,personer
2010,030110,innvandrere,2,347,arbledige_innvkat_land,personer
2010,030110,innvandrere,alle,405,arbledige_innvkat_land,personer
2010,030111,alle,1,27,arbledige_innvkat_land,personer
2010,030111,alle,2,194,arbledige_innvkat_land,personer
2010,030111,alle,alle,221,arbledige_innvkat_land,personer
2010,030111,innvandrere,1,27,arbledige_innvkat_land,personer
2010,030111,innvandrere,2,194,arbledige_innvkat_land,personer
2010,030111,innvandrere,alle,221,arbledige_innvkat_land,personer
2010,030112,alle,1,47,arbledige_innvkat_land,personer
2010,030112,alle,2,140,arbledige_innvkat_land,personer
2010,030112,alle,alle,187,arbledige_innvkat_land,personer
2010,030112,innvandrere,1,47,arbledige_innvkat_land,personer
2010,030112,innvandrere,2,140,arbledige_innvkat_land,personer
2010,030112,innvandrere,alle,187,arbledige_innvkat_land,personer
2010,030113,alle,1,37,arbledige_innvkat_land,personer
2010,030113,alle,2,269,arbledige_innvkat_land,personer
2010,030113,alle,alle,306,arbledige_innvkat_land,personer
2010,030113,innvandrere,1,37,arbledige_innvkat_land,personer
2010,030113,innvandrere,2,269,arbledige_innvkat_land,personer
2010,030113,innvandrere,alle,306,arbledige_innvkat_land,personer
2010,030114,alle,1,45,arbledige_innvkat_land,personer
2010,030114,alle,2,145,arbledige_innvkat_land,personer
2010,030114,alle,alle,190,arbledige_innvkat_land,personer
2010,030114,innvandrere,1,45,arbledige_innvkat_land,personer
2010,030114,innvandrere,2,145,arbledige_innvkat_land,personer
2010,030114,innvandrere,alle,190,arbledige_innvkat_land,personer
2010,030115,alle,1,16,arbledige_innvkat_land,personer
2010,030115,alle,2,140,arbledige_innvkat_land,personer
2010,030115,alle,alle,156,arbledige_innvkat_land,personer
2010,030115,innvandrere,1,16,arbledige_innvkat_land,personer
2010,030115,innvandrere,2,140,arbledige_innvkat_land,personer
2010,030115,innvandrere,alle,156,arbledige_innvkat_land,personer
2010,030116,alle,1,12,arbledige_innvkat_land,personer
2010,030116,alle,2,129,arbledige_innvkat_land,personer
2010,030116,alle,alle,141,arbledige_innvkat_land,personer
2010,030116,innvandrere,1,12,arbledige_innvkat_land,personer
2010,030116,innvandrere,2,129,arbledige_innvkat_land,personer
2010,030116,innvandrere,alle,141,arbledige_innvkat_land,personer
2010,030117,alle,1,41,arbledige_innvkat_land,personer
2010,030117,alle,2,310,arbledige_innvkat_land,personer
2010,030117,alle,alle,351,arbledige_innvkat_land,personer
2010,030117,innvandrere,1,41,arbledige_innvkat_land,personer
2010,030117,innvandrere,2,310,arbledige_innvkat_land,personer
2010,030117,innvandrere,alle,351,arbledige_innvkat_land,personer
2010,030199,alle,1,33,arbledige_innvkat_land,personer
2010,030199,alle,2,58,arbledige_innvkat_land,personer
2010,030199,alle,alle,91,arbledige_innvkat_land,personer
2010,030199,innvandrere,1,33,arbledige_innvkat_land,personer
2010,030199,innvandrere,2,58,arbledige_innvkat_land,personer
2010,030199,innvandrere,alle,91,arbledige_innvkat_land,personer
2011,00,alle,1,8690,arbledige_innvkat_land,personer
2011,00,alle,2,18472,arbledige_innvkat_land,personer
2011,00,alle,alle,27162,arbledige_innvkat_land,personer
2011,00,innvandrere,1,8690,arbledige_innvkat_land,personer
2011,00,innvandrere,2,18472,arbledige_innvkat_land,personer
2011,00,innvandrere,alle,27162,arbledige_innvkat_land,personer
2011,030101,alle,1,230,arbledige_innvkat_land,personer
2011,030101,alle,2,574,arbledige_innvkat_land,personer
2011,030101,alle,alle,804,arbledige_innvkat_land,personer
2011,030101,innvandrere,1,230,arbledige_innvkat_land,personer
2011,030101,innvandrere,2,574,arbledige_innvkat_land,personer
2011,030101,innvandrere,alle,804,arbledige_innvkat_land,personer
2011,030102,alle,1,142,arbledige_innvkat_land,personer
2011,030102,alle,2,438,arbledige_innvkat_land,personer
2011,030102,alle,alle,580,arbledige_innvkat_land,personer
2011,030102,innvandrere,1,142,arbledige_innvkat_land,personer
2011,030102,innvandrere,2,438,arbledige_innvkat_land,personer
2011,030102,innvandrere,alle,580,arbledige_innvkat_land,personer
2011,030103,alle,1,157,arbledige_innvkat_land,personer
2011,030103,alle,2,488,arbledige_innvkat_land,personer
2011,030103,alle,alle,645,arbledige_innvkat_land,personer
2011,030103,innvandrere,1,157,arbledige_innvkat_land,personer
2011,030103,innvandrere,2,488,arbledige_innvkat_land,personer
2011,030103,innvandrere,alle,645,arbledige_innvkat_land,personer
2011,030104,alle,1,189,arbledige_innvkat_land,personer
2011,030104,alle,2,468,arbledige_innvkat_land,personer
2011,030104,alle,alle,657,arbledige_innvkat_land,personer
2011,030104,innvandrere,1,189,arbledige_innvkat_land,personer
2011,030104,innvandrere,2,468,arbledige_innvkat_land,personer
2011,030104,innvandrere,alle,657,arbledige_innvkat_land,personer
2011,030105,alle,1,163,arbledige_innvkat_land,personer
2011,030105,alle,2,432,arbledige_innvkat_land,personer
2011,030105,alle,alle,595,arbledige_innvkat_land,personer
2011,030105,innvandrere,1,163,arbledige_innvkat_land,personer
2011,030105,innvandrere,2,432,arbledige_innvkat_land,personer
2011,030105,innvandrere,alle,595,arbledige_innvkat_land,personer
2011,030106,alle,1,145,arbledige_innvkat_land,personer
2011,030106,alle,2,409,arbledige_innvkat_land,personer
2011,030106,alle,alle,554,arbledige_innvkat_land,personer
2011,030106,innvandrere,1,145,arbledige_innvkat_land,personer
2011,030106,innvandrere,2,409,arbledige_innvkat_land,personer
2011,030106,innvandrere,alle,554,arbledige_innvkat_land,personer
2011,030107,alle,1,111,arbledige_innvkat_land,personer
2011,030107,alle,2,355,arbledige_innvkat_land,personer
2011,030107,alle,alle,466,arbledige_innvkat_land,personer
2011,030107,innvandrere,1,111,arbledige_innvkat_land,personer
2011,030107,innvandrere,2,355,arbledige_innvkat_land,personer
2011,030107,innvandrere,alle,466,arbledige_innvkat_land,personer
2011,030108,alle,1,103,arbledige_innvkat_land,personer
2011,030108,alle,2,370,arbledige_innvkat_land,personer
2011,030108,alle,alle,473,arbledige_innvkat_land,personer
2011,030108,innvandrere,1,103,arbledige_innvkat_land,personer
2011,030108,innvandrere,2,370,arbledige_innvkat_land,personer
2011,030108,innvandrere,alle,473,arbledige_innvkat_land,personer
2011,030109,alle,1,85,arbledige_innvkat_land,personer
2011,030109,alle,2,319,arbledige_innvkat_land,personer
2011,030109,alle,alle,404,arbledige_innvkat_land,personer
2011,030109,innvandrere,1,85,arbledige_innvkat_land,personer
2011,030109,innvandrere,2,319,arbledige_innvkat_land,personer
2011,030109,innvandrere,alle,404,arbledige_innvkat_land,personer
2011,030110,alle,1,66,arbledige_innvkat_land,personer
2011,030110,alle,2,378,arbledige_innvkat_land,personer
2011,030110,alle,alle,444,arbledige_innvkat_land,personer
2011,030110,innvandrere,1,66,arbledige_innvkat_land,personer
2011,030110,innvandrere,2,378,arbledige_innvkat_land,personer
2011,030110,innvandrere,alle,444,arbledige_innvkat_land,personer
2011,030111,alle,1,31,arbledige_innvkat_land,personer
2011,030111,alle,2,163,arbledige_innvkat_land,personer
2011,030111,alle,alle,194,arbledige_innvkat_land,personer
2011,030111,innvandrere,1,31,arbledige_innvkat_land,personer
2011,030111,innvandrere,2,163,arbledige_innvkat_land,personer
2011,030111,innvandrere,alle,194,arbledige_innvkat_land,personer
2011,030112,alle,1,53,arbledige_innvkat_land,personer
2011,030112,alle,2,128,arbledige_innvkat_land,personer
2011,030112,alle,alle,181,arbledige_innvkat_land,personer
2011,030112,innvandrere,1,53,arbledige_innvkat_land,personer
2011,030112,innvandrere,2,128,arbledige_innvkat_land,personer
2011,030112,innvandrere,alle,181,arbledige_innvkat_land,personer
2011,030113,alle,1,38,arbledige_innvkat_land,personer
2011,030113,alle,2,258,arbledige_innvkat_land,personer
2011,030113,alle,alle,296,arbledige_innvkat_land,personer
2011,030113,innvandrere,1,38,arbledige_innvkat_land,personer
2011,030113,innvandrere,2,258,arbledige_innvkat_land,personer
2011,030113,innvandrere,alle,296,arbledige_innvkat_land,personer
2011,030114,alle,1,32,arbledige_innvkat_land,personer
2011,030114,alle,2,164,arbledige_innvkat_land,personer
2011,030114,alle,alle,196,arbledige_innvkat_land,personer
2011,030114,innvandrere,1,32,arbledige_innvkat_land,personer
2011,030114,innvandrere,2,164,arbledige_innvkat_land,personer
2011,030114,innvandrere,alle,196,arbledige_innvkat_land,personer
2011,030115,alle,1,21,arbledige_innvkat_land,personer
2011,030115,alle,2,171,arbledige_innvkat_land,personer
2011,030115,alle,alle,192,arbledige_innvkat_land,personer
2011,030115,innvandrere,1,21,arbledige_innvkat_land,personer
2011,030115,innvandrere,2,171,arbledige_innvkat_land,personer
2011,030115,innvandrere,alle,192,arbledige_innvkat_land,personer
2011,030116,alle,1,6,arbledige_innvkat_land,personer
2011,030116,alle,2,130,arbledige_innvkat_land,personer
2011,030116,alle,alle,136,arbledige_innvkat_land,personer
2011,030116,innvandrere,1,6,arbledige_innvkat_land,personer
2011,030116,innvandrere,2,130,arbledige_innvkat_land,personer
2011,030116,innvandrere,alle,136,arbledige_innvkat_land,personer
2011,030117,alle,1,26,arbledige_innvkat_land,personer
2011,030117,alle,2,275,arbledige_innvkat_land,personer
2011,030117,alle,alle,301,arbledige_innvkat_land,personer
2011,030117,innvandrere,1,26,arbledige_innvkat_land,personer
2011,030117,innvandrere,2,275,arbledige_innvkat_land,personer
2011,030117,innvandrere,alle,301,arbledige_innvkat_land,personer
2011,030199,alle,1,10,arbledige_innvkat_land,personer
2011,030199,alle,2,39,arbledige_innvkat_land,personer
2011,030199,alle,alle,49,arbledige_innvkat_land,personer
2011,030199,innvandrere,1,10,arbledige_innvkat_land,personer
2011,030199,innvandrere,2,39,arbledige_innvkat_land,personer
2011,030199,innvandrere,alle,49,arbledige_innvkat_land,personer
2012,00,alle,1,9810,arbledige_innvkat_land,personer
2012,00,alle,2,18897,arbledige_innvkat_land,personer
2012,00,alle,alle,28707,arbledige_innvkat_land,personer
2012,00,innvandrere,1,9810,arbledige_innvkat_land,personer
2012,00,innvandrere,2,18897,arbledige_innvkat_land,personer
2012,00,innvandrere,alle,28707,arbledige_innvkat_land,personer
2012,030101,alle,1,269,arbledige_innvkat_land,personer
2012,030101,alle,2,545,arbledige_innvkat_land,personer
2012,030101,alle,alle,814,arbledige_innvkat_land,personer
2012,030101,innvandrere,1,269,arbledige_innvkat_land,personer
2012,030101,innvandrere,2,545,arbledige_innvkat_land,personer
2012,030101,innvandrere,alle,814,arbledige_innvkat_land,personer
2012,030102,alle,1,163,arbledige_innvkat_land,personer
2012,030102,alle,2,448,arbledige_innvkat_land,personer
2012,030102,alle,alle,611,arbledige_innvkat_land,personer
2012,030102,innvandrere,1,163,arbledige_innvkat_land,personer
2012,030102,innvandrere,2,448,arbledige_innvkat_land,personer
2012,030102,innvandrere,alle,611,arbledige_innvkat_land,personer
2012,030103,alle,1,153,arbledige_innvkat_land,personer
2012,030103,alle,2,461,arbledige_innvkat_land,personer
2012,030103,alle,alle,614,arbledige_innvkat_land,personer
2012,030103,innvandrere,1,153,arbledige_innvkat_land,personer
2012,030103,innvandrere,2,461,arbledige_innvkat_land,personer
2012,030103,innvandrere,alle,614,arbledige_innvkat_land,personer
2012,030104,alle,1,218,arbledige_innvkat_land,personer
2012,030104,alle,2,477,arbledige_innvkat_land,personer
2012,030104,alle,alle,695,arbledige_innvkat_land,personer
2012,030104,innvandrere,1,218,arbledige_innvkat_land,personer
2012,030104,innvandrere,2,477,arbledige_innvkat_land,personer
2012,030104,innvandrere,alle,695,arbledige_innvkat_land,personer
2012,030105,alle,1,173,arbledige_innvkat_land,personer
2012,030105,alle,2,403,arbledige_innvkat_land,personer
2012,030105,alle,alle,576,arbledige_innvkat_land,personer
2012,030105,innvandrere,1,173,arbledige_innvkat_land,personer
2012,030105,innvandrere,2,403,arbledige_innvkat_land,personer
2012,030105,innvandrere,alle,576,arbledige_innvkat_land,personer
2012,030106,alle,1,182,arbledige_innvkat_land,personer
2012,030106,alle,2,419,arbledige_innvkat_land,personer
2012,030106,alle,alle,601,arbledige_innvkat_land,personer
2012,030106,innvandrere,1,182,arbledige_innvkat_land,personer
2012,030106,innvandrere,2,419,arbledige_innvkat_land,personer
2012,030106,innvandrere,alle,601,arbledige_innvkat_land,personer
2012,030107,alle,1,134,arbledige_innvkat_land,personer
2012,030107,alle,2,373,arbledige_innvkat_land,personer
2012,030107,alle,alle,507,arbledige_innvkat_land,personer
2012,030107,innvandrere,1,134,arbledige_innvkat_land,personer
2012,030107,innvandrere,2,373,arbledige_innvkat_land,personer
2012,030107,innvandrere,alle,507,arbledige_innvkat_land,personer
2012,030108,alle,1,129,arbledige_innvkat_land,personer
2012,030108,alle,2,346,arbledige_innvkat_land,personer
2012,030108,alle,alle,475,arbledige_innvkat_land,personer
2012,030108,innvandrere,1,129,arbledige_innvkat_land,personer
2012,030108,innvandrere,2,346,arbledige_innvkat_land,personer
2012,030108,innvandrere,alle,475,arbledige_innvkat_land,personer
2012,030109,alle,1,93,arbledige_innvkat_land,personer
2012,030109,alle,2,312,arbledige_innvkat_land,personer
2012,030109,alle,alle,405,arbledige_innvkat_land,personer
2012,030109,innvandrere,1,93,arbledige_innvkat_land,personer
2012,030109,innvandrere,2,312,arbledige_innvkat_land,personer
2012,030109,innvandrere,alle,405,arbledige_innvkat_land,personer
2012,030110,alle,1,74,arbledige_innvkat_land,personer
2012,030110,alle,2,356,arbledige_innvkat_land,personer
2012,030110,alle,alle,430,arbledige_innvkat_land,personer
2012,030110,innvandrere,1,74,arbledige_innvkat_land,personer
2012,030110,innvandrere,2,356,arbledige_innvkat_land,personer
2012,030110,innvandrere,alle,430,arbledige_innvkat_land,personer
2012,030111,alle,1,30,arbledige_innvkat_land,personer
2012,030111,alle,2,167,arbledige_innvkat_land,personer
2012,030111,alle,alle,197,arbledige_innvkat_land,personer
2012,030111,innvandrere,1,30,arbledige_innvkat_land,personer
2012,030111,innvandrere,2,167,arbledige_innvkat_land,personer
2012,030111,innvandrere,alle,197,arbledige_innvkat_land,personer
2012,030112,alle,1,46,arbledige_innvkat_land,personer
2012,030112,alle,2,142,arbledige_innvkat_land,personer
2012,030112,alle,alle,188,arbledige_innvkat_land,personer
2012,030112,innvandrere,1,46,arbledige_innvkat_land,personer
2012,030112,innvandrere,2,142,arbledige_innvkat_land,personer
2012,030112,innvandrere,alle,188,arbledige_innvkat_land,personer
2012,030113,alle,1,43,arbledige_innvkat_land,personer
2012,030113,alle,2,231,arbledige_innvkat_land,personer
2012,030113,alle,alle,274,arbledige_innvkat_land,personer
2012,030113,innvandrere,1,43,arbledige_innvkat_land,personer
2012,030113,innvandrere,2,231,arbledige_innvkat_land,personer
2012,030113,innvandrere,alle,274,arbledige_innvkat_land,personer
2012,030114,alle,1,24,arbledige_innvkat_land,personer
2012,030114,alle,2,180,arbledige_innvkat_land,personer
2012,030114,alle,alle,204,arbledige_innvkat_land,personer
2012,030114,innvandrere,1,24,arbledige_innvkat_land,personer
2012,030114,innvandrere,2,180,arbledige_innvkat_land,personer
2012,030114,innvandrere,alle,204,arbledige_innvkat_land,personer
2012,030115,alle,1,34,arbledige_innvkat_land,personer
2012,030115,alle,2,164,arbledige_innvkat_land,personer
2012,030115,alle,alle,198,arbledige_innvkat_land,personer
2012,030115,innvandrere,1,34,arbledige_innvkat_land,personer
2012,030115,innvandrere,2,164,arbledige_innvkat_land,personer
2012,030115,innvandrere,alle,198,arbledige_innvkat_land,personer
2012,030116,alle,1,13,arbledige_innvkat_land,personer
2012,030116,alle,2,123,arbledige_innvkat_land,personer
2012,030116,alle,alle,136,arbledige_innvkat_land,personer
2012,030116,innvandrere,1,13,arbledige_innvkat_land,personer
2012,030116,innvandrere,2,123,arbledige_innvkat_land,personer
2012,030116,innvandrere,alle,136,arbledige_innvkat_land,personer
2012,030117,alle,1,24,arbledige_innvkat_land,personer
2012,030117,alle,2,315,arbledige_innvkat_land,personer
2012,030117,alle,alle,339,arbledige_innvkat_land,personer
2012,030117,innvandrere,1,24,arbledige_innvkat_land,personer
2012,030117,innvandrere,2,315,arbledige_innvkat_land,personer
2012,030117,innvandrere,alle,339,arbledige_innvkat_land,personer
2012,030199,alle,1,56,arbledige_innvkat_land,personer
2012,030199,alle,2,81,arbledige_innvkat_land,personer
2012,030199,alle,alle,137,arbledige_innvkat_land,personer
2012,030199,innvandrere,1,56,arbledige_innvkat_land,personer
2012,030199,innvandrere,2,81,arbledige_innvkat_land,personer
2012,030199,innvandrere,alle,137,arbledige_innvkat_land,personer
2013,00,alle,1,12521,arbledige_innvkat_land,personer
2013,00,alle,2,20445,arbledige_innvkat_land,personer
2013,00,alle,alle,32966,arbledige_innvkat_land,personer
2013,00,innvandrere,1,12521,arbledige_innvkat_land,personer
2013,00,innvandrere,2,20445,arbledige_innvkat_land,personer
2013,00,innvandrere,alle,32966,arbledige_innvkat_land,personer
2013,030101,alle,1,333,arbledige_innvkat_land,personer
2013,030101,alle,2,600,arbledige_innvkat_land,personer
2013,030101,alle,alle,933,arbledige_innvkat_land,personer
2013,030101,innvandrere,1,333,arbledige_innvkat_land,personer
2013,030101,innvandrere,2,600,arbledige_innvkat_land,personer
2013,030101,innvandrere,alle,933,arbledige_innvkat_land,personer
2013,030102,alle,1,232,arbledige_innvkat_land,personer
2013,030102,alle,2,459,arbledige_innvkat_land,personer
2013,030102,alle,alle,691,arbledige_innvkat_land,personer
2013,030102,innvandrere,1,232,arbledige_innvkat_land,personer
2013,030102,innvandrere,2,459,arbledige_innvkat_land,personer
2013,030102,innvandrere,alle,691,arbledige_innvkat_land,personer
2013,030103,alle,1,251,arbledige_innvkat_land,personer
2013,030103,alle,2,555,arbledige_innvkat_land,personer
2013,030103,alle,alle,806,arbledige_innvkat_land,personer
2013,030103,innvandrere,1,251,arbledige_innvkat_land,personer
2013,030103,innvandrere,2,555,arbledige_innvkat_land,personer
2013,030103,innvandrere,alle,806,arbledige_innvkat_land,personer
2013,030104,alle,1,286,arbledige_innvkat_land,personer
2013,030104,alle,2,508,arbledige_innvkat_land,personer
2013,030104,alle,alle,794,arbledige_innvkat_land,personer
2013,030104,innvandrere,1,286,arbledige_innvkat_land,personer
2013,030104,innvandrere,2,508,arbledige_innvkat_land,personer
2013,030104,innvandrere,alle,794,arbledige_innvkat_land,personer
2013,030105,alle,1,205,arbledige_innvkat_land,personer
2013,030105,alle,2,410,arbledige_innvkat_land,personer
2013,030105,alle,alle,615,arbledige_innvkat_land,personer
2013,030105,innvandrere,1,205,arbledige_innvkat_land,personer
2013,030105,innvandrere,2,410,arbledige_innvkat_land,personer
2013,030105,innvandrere,alle,615,arbledige_innvkat_land,personer
2013,030106,alle,1,193,arbledige_innvkat_land,personer
2013,030106,alle,2,437,arbledige_innvkat_land,personer
2013,030106,alle,alle,630,arbledige_innvkat_land,personer
2013,030106,innvandrere,1,193,arbledige_innvkat_land,personer
2013,030106,innvandrere,2,437,arbledige_innvkat_land,personer
2013,030106,innvandrere,alle,630,arbledige_innvkat_land,personer
2013,030107,alle,1,172,arbledige_innvkat_land,personer
2013,030107,alle,2,372,arbledige_innvkat_land,personer
2013,030107,alle,alle,544,arbledige_innvkat_land,personer
2013,030107,innvandrere,1,172,arbledige_innvkat_land,personer
2013,030107,innvandrere,2,372,arbledige_innvkat_land,personer
2013,030107,innvandrere,alle,544,arbledige_innvkat_land,personer
2013,030108,alle,1,164,arbledige_innvkat_land,personer
2013,030108,alle,2,370,arbledige_innvkat_land,personer
2013,030108,alle,alle,534,arbledige_innvkat_land,personer
2013,030108,innvandrere,1,164,arbledige_innvkat_land,personer
2013,030108,innvandrere,2,370,arbledige_innvkat_land,personer
2013,030108,innvandrere,alle,534,arbledige_innvkat_land,personer
2013,030109,alle,1,119,arbledige_innvkat_land,personer
2013,030109,alle,2,363,arbledige_innvkat_land,personer
2013,030109,alle,alle,482,arbledige_innvkat_land,personer
2013,030109,innvandrere,1,119,arbledige_innvkat_land,personer
2013,030109,innvandrere,2,363,arbledige_innvkat_land,personer
2013,030109,innvandrere,alle,482,arbledige_innvkat_land,personer
2013,030110,alle,1,127,arbledige_innvkat_land,personer
2013,030110,alle,2,378,arbledige_innvkat_land,personer
2013,030110,alle,alle,505,arbledige_innvkat_land,personer
2013,030110,innvandrere,1,127,arbledige_innvkat_land,personer
2013,030110,innvandrere,2,378,arbledige_innvkat_land,personer
2013,030110,innvandrere,alle,505,arbledige_innvkat_land,personer
2013,030111,alle,1,55,arbledige_innvkat_land,personer
2013,030111,alle,2,203,arbledige_innvkat_land,personer
2013,030111,alle,alle,258,arbledige_innvkat_land,personer
2013,030111,innvandrere,1,55,arbledige_innvkat_land,personer
2013,030111,innvandrere,2,203,arbledige_innvkat_land,personer
2013,030111,innvandrere,alle,258,arbledige_innvkat_land,personer
2013,030112,alle,1,52,arbledige_innvkat_land,personer
2013,030112,alle,2,144,arbledige_innvkat_land,personer
2013,030112,alle,alle,196,arbledige_innvkat_land,personer
2013,030112,innvandrere,1,52,arbledige_innvkat_land,personer
2013,030112,innvandrere,2,144,arbledige_innvkat_land,personer
2013,030112,innvandrere,alle,196,arbledige_innvkat_land,personer
2013,030113,alle,1,61,arbledige_innvkat_land,personer
2013,030113,alle,2,264,arbledige_innvkat_land,personer
2013,030113,alle,alle,325,arbledige_innvkat_land,personer
2013,030113,innvandrere,1,61,arbledige_innvkat_land,personer
2013,030113,innvandrere,2,264,arbledige_innvkat_land,personer
2013,030113,innvandrere,alle,325,arbledige_innvkat_land,personer
2013,030114,alle,1,38,arbledige_innvkat_land,personer
2013,030114,alle,2,161,arbledige_innvkat_land,personer
2013,030114,alle,alle,199,arbledige_innvkat_land,personer
2013,030114,innvandrere,1,38,arbledige_innvkat_land,personer
2013,030114,innvandrere,2,161,arbledige_innvkat_land,personer
2013,030114,innvandrere,alle,199,arbledige_innvkat_land,personer
2013,030115,alle,1,40,arbledige_innvkat_land,personer
2013,030115,alle,2,171,arbledige_innvkat_land,personer
2013,030115,alle,alle,211,arbledige_innvkat_land,personer
2013,030115,innvandrere,1,40,arbledige_innvkat_land,personer
2013,030115,innvandrere,2,171,arbledige_innvkat_land,personer
2013,030115,innvandrere,alle,211,arbledige_innvkat_land,personer
2013,030116,alle,1,20,arbledige_innvkat_land,personer
2013,030116,alle,2,141,arbledige_innvkat_land,personer
2013,030116,alle,alle,161,arbledige_innvkat_land,personer
2013,030116,innvandrere,1,20,arbledige_innvkat_land,personer
2013,030116,innvandrere,2,141,arbledige_innvkat_land,personer
2013,030116,innvandrere,alle,161,arbledige_innvkat_land,personer
2013,030117,alle,1,37,arbledige_innvkat_land,personer
2013,030117,alle,2,303,arbledige_innvkat_land,personer
2013,030117,alle,alle,340,arbledige_innvkat_land,personer
2013,030117,innvandrere,1,37,arbledige_innvkat_land,personer
2013,030117,innvandrere,2,303,arbledige_innvkat_land,personer
2013,030117,innvandrere,alle,340,arbledige_innvkat_land,personer
2013,030199,alle,1,54,arbledige_innvkat_land,personer
2013,030199,alle,2,92,arbledige_innvkat_land,personer
2013,030199,alle,alle,146,arbledige_innvkat_land,personer
2013,030199,innvandrere,1,54,arbledige_innvkat_land,personer
2013,030199,innvandrere,2,92,arbledige_innvkat_land,personer
2013,030199,innvandrere,alle,146,arbledige_innvkat_land,personer
2014,00,alle,1,13154,arbledige_innvkat_land,personer
2014,00,alle,2,18882,arbledige_innvkat_land,personer
2014,00,alle,alle,32036,arbledige_innvkat_land,personer
2014,00,innvandrere,1,13154,arbledige_innvkat_land,personer
2014,00,innvandrere,2,18882,arbledige_innvkat_land,personer
2014,00,innvandrere,alle,32036,arbledige_innvkat_land,personer
2014,030101,alle,1,325,arbledige_innvkat_land,personer
2014,030101,alle,2,533,arbledige_innvkat_land,personer
2014,030101,alle,alle,858,arbledige_innvkat_land,personer
2014,030101,innvandrere,1,325,arbledige_innvkat_land,personer
2014,030101,innvandrere,2,533,arbledige_innvkat_land,personer
2014,030101,innvandrere,alle,858,arbledige_innvkat_land,personer
2014,030102,alle,1,207,arbledige_innvkat_land,personer
2014,030102,alle,2,427,arbledige_innvkat_land,personer
2014,030102,alle,alle,634,arbledige_innvkat_land,personer
