aar,bydel_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2014,030102,innvandrere,1,207,arbledige_innvkat_land,personer
2014,030102,innvandrere,2,427,arbledige_innvkat_land,personer
2014,030102,innvandrere,alle,634,arbledige_innvkat_land,personer
2014,030103,alle,1,255,arbledige_innvkat_land,personer
2014,030103,alle,2,453,arbledige_innvkat_land,personer
2014,030103,alle,alle,708,arbledige_innvkat_land,personer
2014,030103,innvandrere,1,255,arbledige_innvkat_land,personer
2014,030103,innvandrere,2,453,arbledige_innvkat_land,personer
2014,030103,innvandrere,alle,708,arbledige_innvkat_land,personer
2014,030104,alle,1,320,arbledige_innvkat_land,personer
2014,030104,alle,2,469,arbledige_innvkat_land,personer
2014,030104,alle,alle,789,arbledige_innvkat_land,personer
2014,030104,innvandrere,1,320,arbledige_innvkat_land,personer
2014,030104,innvandrere,2,469,arbledige_innvkat_land,personer
2014,030104,innvandrere,alle,789,arbledige_innvkat_land,personer
2014,030105,alle,1,234,arbledige_innvkat_land,personer
2014,030105,alle,2,365,arbledige_innvkat_land,personer
2014,030105,alle,alle,599,arbledige_innvkat_land,personer
2014,030105,innvandrere,1,234,arbledige_innvkat_land,personer
2014,030105,innvandrere,2,365,arbledige_innvkat_land,personer
2014,030105,innvandrere,alle,599,arbledige_innvkat_land,personer
2014,030106,alle,1,195,arbledige_innvkat_land,personer
2014,030106,alle,2,400,arbledige_innvkat_land,personer
2014,030106,alle,alle,595,arbledige_innvkat_land,personer
2014,030106,innvandrere,1,195,arbledige_innvkat_land,personer
2014,030106,innvandrere,2,400,arbledige_innvkat_land,personer
2014,030106,innvandrere,alle,595,arbledige_innvkat_land,personer
2014,030107,alle,1,210,arbledige_innvkat_land,personer
2014,030107,alle,2,297,arbledige_innvkat_land,personer
2014,030107,alle,alle,507,arbledige_innvkat_land,personer
2014,030107,innvandrere,1,210,arbledige_innvkat_land,personer
2014,030107,innvandrere,2,297,arbledige_innvkat_land,personer
2014,030107,innvandrere,alle,507,arbledige_innvkat_land,personer
2014,030108,alle,1,189,arbledige_innvkat_land,personer
2014,030108,alle,2,309,arbledige_innvkat_land,personer
2014,030108,alle,alle,498,arbledige_innvkat_land,personer
2014,030108,innvandrere,1,189,arbledige_innvkat_land,personer
2014,030108,innvandrere,2,309,arbledige_innvkat_land,personer
2014,030108,innvandrere,alle,498,arbledige_innvkat_land,personer
2014,030109,alle,1,105,arbledige_innvkat_land,personer
2014,030109,alle,2,338,arbledige_innvkat_land,personer
2014,030109,alle,alle,443,arbledige_innvkat_land,personer
2014,030109,innvandrere,1,105,arbledige_innvkat_land,personer
2014,030109,innvandrere,2,338,arbledige_innvkat_land,personer
2014,030109,innvandrere,alle,443,arbledige_innvkat_land,personer
2014,030110,alle,1,106,arbledige_innvkat_land,personer
2014,030110,alle,2,349,arbledige_innvkat_land,personer
2014,030110,alle,alle,455,arbledige_innvkat_land,personer
2014,030110,innvandrere,1,106,arbledige_innvkat_land,personer
2014,030110,innvandrere,2,349,arbledige_innvkat_land,personer
2014,030110,innvandrere,alle,455,arbledige_innvkat_land,personer
2014,030111,alle,1,51,arbledige_innvkat_land,personer
2014,030111,alle,2,184,arbledige_innvkat_land,personer
2014,030111,alle,alle,235,arbledige_innvkat_land,personer
2014,030111,innvandrere,1,51,arbledige_innvkat_land,personer
2014,030111,innvandrere,2,184,arbledige_innvkat_land,personer
2014,030111,innvandrere,alle,235,arbledige_innvkat_land,personer
2014,030112,alle,1,55,arbledige_innvkat_land,personer
2014,030112,alle,2,136,arbledige_innvkat_land,personer
2014,030112,alle,alle,191,arbledige_innvkat_land,personer
2014,030112,innvandrere,1,55,arbledige_innvkat_land,personer
2014,030112,innvandrere,2,136,arbledige_innvkat_land,personer
2014,030112,innvandrere,alle,191,arbledige_innvkat_land,personer
2014,030113,alle,1,69,arbledige_innvkat_land,personer
2014,030113,alle,2,226,arbledige_innvkat_land,personer
2014,030113,alle,alle,295,arbledige_innvkat_land,personer
2014,030113,innvandrere,1,69,arbledige_innvkat_land,personer
2014,030113,innvandrere,2,226,arbledige_innvkat_land,personer
2014,030113,innvandrere,alle,295,arbledige_innvkat_land,personer
2014,030114,alle,1,34,arbledige_innvkat_land,personer
2014,030114,alle,2,167,arbledige_innvkat_land,personer
2014,030114,alle,alle,201,arbledige_innvkat_land,personer
2014,030114,innvandrere,1,34,arbledige_innvkat_land,personer
2014,030114,innvandrere,2,167,arbledige_innvkat_land,personer
2014,030114,innvandrere,alle,201,arbledige_innvkat_land,personer
2014,030115,alle,1,34,arbledige_innvkat_land,personer
2014,030115,alle,2,180,arbledige_innvkat_land,personer
2014,030115,alle,alle,214,arbledige_innvkat_land,personer
2014,030115,innvandrere,1,34,arbledige_innvkat_land,personer
2014,030115,innvandrere,2,180,arbledige_innvkat_land,personer
2014,030115,innvandrere,alle,214,arbledige_innvkat_land,personer
2014,030116,alle,1,11,arbledige_innvkat_land,personer
2014,030116,alle,2,114,arbledige_innvkat_land,personer
2014,030116,alle,alle,125,arbledige_innvkat_land,personer
2014,030116,innvandrere,1,11,arbledige_innvkat_land,personer
2014,030116,innvandrere,2,114,arbledige_innvkat_land,personer
2014,030116,innvandrere,alle,125,arbledige_innvkat_land,personer
2014,030117,alle,1,56,arbledige_innvkat_land,personer
2014,030117,alle,2,268,arbledige_innvkat_land,personer
2014,030117,alle,alle,324,arbledige_innvkat_land,personer
2014,030117,innvandrere,1,56,arbledige_innvkat_land,personer
2014,030117,innvandrere,2,268,arbledige_innvkat_land,personer
2014,030117,innvandrere,alle,324,arbledige_innvkat_land,personer
2014,030199,alle,1,71,arbledige_innvkat_land,personer
2014,030199,alle,2,95,arbledige_innvkat_land,personer
2014,030199,alle,alle,166,arbledige_innvkat_land,personer
2014,030199,innvandrere,1,71,arbledige_innvkat_land,personer
2014,030199,innvandrere,2,95,arbledige_innvkat_land,personer
2014,030199,innvandrere,alle,166,arbledige_innvkat_land,personer
2006,00,alle,1,0.02,arbledige_innvkat_land,prosent
2006,00,alle,2,0.07,arbledige_innvkat_land,prosent
2006,00,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,00,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,00,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,00,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030101,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030101,alle,2,0.08,arbledige_innvkat_land,prosent
2006,030101,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030101,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030101,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,030101,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030102,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030102,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030102,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030102,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030102,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030102,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030103,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030103,alle,2,0.06,arbledige_innvkat_land,prosent
2006,030103,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030103,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030103,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,030103,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030104,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030104,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030104,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030104,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030104,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030104,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030105,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030105,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030105,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030105,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030105,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030105,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030106,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030106,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030106,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030106,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030106,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030106,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030107,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030107,alle,2,0.08,arbledige_innvkat_land,prosent
2006,030107,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030107,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030107,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,030107,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030108,alle,1,0.01,arbledige_innvkat_land,prosent
2006,030108,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030108,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030108,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2006,030108,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030108,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030109,alle,1,0.03,arbledige_innvkat_land,prosent
2006,030109,alle,2,0.08,arbledige_innvkat_land,prosent
2006,030109,alle,alle,0.07,arbledige_innvkat_land,prosent
2006,030109,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,030109,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,030109,innvandrere,alle,0.07,arbledige_innvkat_land,prosent
2006,030110,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030110,alle,2,0.08,arbledige_innvkat_land,prosent
2006,030110,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030110,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030110,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,030110,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030111,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030111,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030111,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030111,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030111,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030111,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030112,alle,1,0.03,arbledige_innvkat_land,prosent
2006,030112,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030112,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030112,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,030112,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030112,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030113,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030113,alle,2,0.09,arbledige_innvkat_land,prosent
2006,030113,alle,alle,0.07,arbledige_innvkat_land,prosent
2006,030113,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030113,innvandrere,2,0.09,arbledige_innvkat_land,prosent
2006,030113,innvandrere,alle,0.07,arbledige_innvkat_land,prosent
2006,030114,alle,1,0.00,arbledige_innvkat_land,prosent
2006,030114,alle,2,0.06,arbledige_innvkat_land,prosent
2006,030114,alle,alle,0.05,arbledige_innvkat_land,prosent
2006,030114,innvandrere,1,0.00,arbledige_innvkat_land,prosent
2006,030114,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2006,030114,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2006,030115,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030115,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030115,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030115,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030115,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030115,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030116,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030116,alle,2,0.07,arbledige_innvkat_land,prosent
2006,030116,alle,alle,0.06,arbledige_innvkat_land,prosent
2006,030116,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030116,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2006,030116,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2006,030117,alle,1,0.03,arbledige_innvkat_land,prosent
2006,030117,alle,2,0.08,arbledige_innvkat_land,prosent
2006,030117,alle,alle,0.07,arbledige_innvkat_land,prosent
2006,030117,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2006,030117,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2006,030117,innvandrere,alle,0.07,arbledige_innvkat_land,prosent
2006,030199,alle,1,0.02,arbledige_innvkat_land,prosent
2006,030199,alle,2,0.04,arbledige_innvkat_land,prosent
2006,030199,alle,alle,0.03,arbledige_innvkat_land,prosent
2006,030199,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2006,030199,innvandrere,2,0.04,arbledige_innvkat_land,prosent
2006,030199,innvandrere,alle,0.03,arbledige_innvkat_land,prosent
2007,00,alle,1,0.02,arbledige_innvkat_land,prosent
2007,00,alle,2,0.06,arbledige_innvkat_land,prosent
2007,00,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,00,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,00,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,00,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030101,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030101,alle,2,0.07,arbledige_innvkat_land,prosent
2007,030101,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030101,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030101,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2007,030101,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030102,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030102,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030102,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030102,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030102,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030102,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030103,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030103,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030103,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030103,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030103,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030103,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030104,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030104,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030104,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030104,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030104,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030104,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030105,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030105,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030105,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030105,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030105,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030105,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030106,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030106,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030106,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030106,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030106,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030106,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030107,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030107,alle,2,0.07,arbledige_innvkat_land,prosent
2007,030107,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030107,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030107,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2007,030107,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030108,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030108,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030108,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030108,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030108,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030108,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030109,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030109,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030109,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030109,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030109,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030109,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030110,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030110,alle,2,0.07,arbledige_innvkat_land,prosent
2007,030110,alle,alle,0.06,arbledige_innvkat_land,prosent
2007,030110,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030110,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2007,030110,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2007,030111,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030111,alle,2,0.07,arbledige_innvkat_land,prosent
2007,030111,alle,alle,0.06,arbledige_innvkat_land,prosent
2007,030111,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030111,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2007,030111,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2007,030112,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030112,alle,2,0.05,arbledige_innvkat_land,prosent
2007,030112,alle,alle,0.04,arbledige_innvkat_land,prosent
2007,030112,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030112,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2007,030112,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2007,030113,alle,1,0.03,arbledige_innvkat_land,prosent
2007,030113,alle,2,0.07,arbledige_innvkat_land,prosent
2007,030113,alle,alle,0.06,arbledige_innvkat_land,prosent
2007,030113,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2007,030113,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2007,030113,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2007,030114,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030114,alle,2,0.05,arbledige_innvkat_land,prosent
2007,030114,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030114,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030114,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2007,030114,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030115,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030115,alle,2,0.05,arbledige_innvkat_land,prosent
2007,030115,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030115,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030115,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2007,030115,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030116,alle,1,0.02,arbledige_innvkat_land,prosent
2007,030116,alle,2,0.05,arbledige_innvkat_land,prosent
2007,030116,alle,alle,0.05,arbledige_innvkat_land,prosent
2007,030116,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2007,030116,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2007,030116,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2007,030117,alle,1,0.03,arbledige_innvkat_land,prosent
2007,030117,alle,2,0.06,arbledige_innvkat_land,prosent
2007,030117,alle,alle,0.06,arbledige_innvkat_land,prosent
2007,030117,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2007,030117,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2007,030117,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2007,030199,alle,1,0.01,arbledige_innvkat_land,prosent
2007,030199,alle,2,0.05,arbledige_innvkat_land,prosent
2007,030199,alle,alle,0.03,arbledige_innvkat_land,prosent
2007,030199,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2007,030199,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2007,030199,innvandrere,alle,0.03,arbledige_innvkat_land,prosent
2008,00,alle,1,0.02,arbledige_innvkat_land,prosent
2008,00,alle,2,0.06,arbledige_innvkat_land,prosent
2008,00,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,00,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,00,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,00,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030101,alle,1,0.03,arbledige_innvkat_land,prosent
2008,030101,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030101,alle,alle,0.06,arbledige_innvkat_land,prosent
2008,030101,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2008,030101,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030101,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2008,030102,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030102,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030102,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030102,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030102,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030102,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030103,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030103,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030103,alle,alle,0.04,arbledige_innvkat_land,prosent
2008,030103,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030103,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030103,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2008,030104,alle,1,0.03,arbledige_innvkat_land,prosent
2008,030104,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030104,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030104,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2008,030104,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030104,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030105,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030105,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030105,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030105,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030105,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030105,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030106,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030106,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030106,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030106,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030106,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030106,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030107,alle,1,0.03,arbledige_innvkat_land,prosent
2008,030107,alle,2,0.08,arbledige_innvkat_land,prosent
2008,030107,alle,alle,0.06,arbledige_innvkat_land,prosent
2008,030107,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2008,030107,innvandrere,2,0.08,arbledige_innvkat_land,prosent
2008,030107,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2008,030108,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030108,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030108,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030108,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030108,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030108,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030109,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030109,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030109,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030109,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030109,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030109,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030110,alle,1,0.03,arbledige_innvkat_land,prosent
2008,030110,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030110,alle,alle,0.06,arbledige_innvkat_land,prosent
2008,030110,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2008,030110,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030110,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2008,030111,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030111,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030111,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030111,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030111,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030111,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030112,alle,1,0.03,arbledige_innvkat_land,prosent
2008,030112,alle,2,0.05,arbledige_innvkat_land,prosent
2008,030112,alle,alle,0.04,arbledige_innvkat_land,prosent
2008,030112,innvandrere,1,0.03,arbledige_innvkat_land,prosent
2008,030112,innvandrere,2,0.05,arbledige_innvkat_land,prosent
2008,030112,innvandrere,alle,0.04,arbledige_innvkat_land,prosent
2008,030113,alle,1,0.04,arbledige_innvkat_land,prosent
2008,030113,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030113,alle,alle,0.06,arbledige_innvkat_land,prosent
2008,030113,innvandrere,1,0.04,arbledige_innvkat_land,prosent
2008,030113,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030113,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2008,030114,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030114,alle,2,0.06,arbledige_innvkat_land,prosent
2008,030114,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030114,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030114,innvandrere,2,0.06,arbledige_innvkat_land,prosent
2008,030114,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030115,alle,1,0.01,arbledige_innvkat_land,prosent
2008,030115,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030115,alle,alle,0.05,arbledige_innvkat_land,prosent
2008,030115,innvandrere,1,0.01,arbledige_innvkat_land,prosent
2008,030115,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030115,innvandrere,alle,0.05,arbledige_innvkat_land,prosent
2008,030116,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030116,alle,2,0.07,arbledige_innvkat_land,prosent
2008,030116,alle,alle,0.06,arbledige_innvkat_land,prosent
2008,030116,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030116,innvandrere,2,0.07,arbledige_innvkat_land,prosent
2008,030116,innvandrere,alle,0.06,arbledige_innvkat_land,prosent
2008,030117,alle,1,0.02,arbledige_innvkat_land,prosent
2008,030117,alle,2,0.08,arbledige_innvkat_land,prosent
2008,030117,alle,alle,0.07,arbledige_innvkat_land,prosent
2008,030117,innvandrere,1,0.02,arbledige_innvkat_land,prosent
2008,030117,innvandrere,2,0.08,arbledige_innvkat_land,prosent
