aar,naringsregion_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2007,50,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,2,0,0.09,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,2,1,0.09,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,2,alle,0.09,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,50,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,alle,1,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,51,alle,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,51,alle,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,51,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,51,alle,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,51,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,51,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,1,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,51,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,52,alle,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,52,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,52,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,52,alle,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,52,alle,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,52,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,52,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,52,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,52,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,52,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,53,alle,1,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,53,alle,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,53,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,53,alle,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,53,alle,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,53,alle,2,alle,0.09,ikke_arbutd_innvkat_land,prosent
2007,53,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,53,alle,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,53,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,1,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,2,alle,0.09,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,53,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,54,alle,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,54,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,54,alle,1,alle,0.02,ikke_arbutd_innvkat_land,prosent
2007,54,alle,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,54,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,54,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,54,alle,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,54,alle,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,54,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,1,alle,0.02,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,54,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,55,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,55,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,55,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,55,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,alle,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,55,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,55,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,55,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,56,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,56,alle,1,1,0.01,ikke_arbutd_innvkat_land,prosent
2007,56,alle,1,alle,0.02,ikke_arbutd_innvkat_land,prosent
2007,56,alle,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,56,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,56,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,56,alle,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,56,alle,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,56,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,1,1,0.01,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,1,alle,0.02,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,2,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,56,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,57,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,57,alle,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,57,alle,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,57,alle,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,57,alle,2,1,0.13,ikke_arbutd_innvkat_land,prosent
2007,57,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,57,alle,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,57,alle,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,57,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,1,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,2,1,0.13,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,57,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,58,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,58,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,58,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,alle,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,alle,2,1,0.24,ikke_arbutd_innvkat_land,prosent
2007,58,alle,2,alle,0.08,ikke_arbutd_innvkat_land,prosent
2007,58,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,58,alle,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,2,1,0.24,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,2,alle,0.08,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,alle,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,58,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,59,alle,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,alle,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,alle,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,alle,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,alle,2,alle,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,59,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,59,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,2,alle,0.10,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,59,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,60,alle,1,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,alle,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,60,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,alle,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,alle,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,60,alle,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,60,alle,alle,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,alle,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,60,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,1,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,1,1,0.02,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,2,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,2,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,alle,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,60,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,61,alle,1,0,0.09,ikke_arbutd_innvkat_land,prosent
2007,61,alle,1,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,61,alle,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,61,alle,2,0,0.12,ikke_arbutd_innvkat_land,prosent
2007,61,alle,2,1,0.14,ikke_arbutd_innvkat_land,prosent
2007,61,alle,2,alle,0.13,ikke_arbutd_innvkat_land,prosent
2007,61,alle,alle,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,61,alle,alle,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,61,alle,alle,alle,0.11,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,1,0,0.09,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,1,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,2,0,0.12,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,2,1,0.14,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,2,alle,0.13,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,alle,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,alle,1,0.10,ikke_arbutd_innvkat_land,prosent
2007,61,innvandrere,alle,alle,0.11,ikke_arbutd_innvkat_land,prosent
2007,62,alle,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,62,alle,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,62,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,62,alle,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,alle,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,62,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,62,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,2,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,2,1,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,62,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,63,alle,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,63,alle,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,63,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,63,alle,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,63,alle,2,1,0.09,ikke_arbutd_innvkat_land,prosent
2007,63,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,63,alle,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,63,alle,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,63,alle,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,1,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,1,1,0.03,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,2,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,2,1,0.09,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,alle,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,alle,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,63,innvandrere,alle,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,64,alle,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,64,alle,1,1,0.01,ikke_arbutd_innvkat_land,prosent
2007,64,alle,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,64,alle,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,64,alle,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,64,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,64,alle,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,64,alle,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,64,alle,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,1,0,0.05,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,1,1,0.01,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,1,alle,0.03,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,2,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,2,1,0.08,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,alle,0,0.06,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,alle,1,0.04,ikke_arbutd_innvkat_land,prosent
2007,64,innvandrere,alle,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,65,alle,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,65,alle,1,1,0.12,ikke_arbutd_innvkat_land,prosent
2007,65,alle,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,65,alle,2,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,65,alle,2,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,65,alle,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,65,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,65,alle,alle,1,0.11,ikke_arbutd_innvkat_land,prosent
2007,65,alle,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,1,1,0.12,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,1,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,2,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,2,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,2,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,alle,1,0.11,ikke_arbutd_innvkat_land,prosent
2007,65,innvandrere,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,alle,1,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,66,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,66,alle,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,66,alle,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,66,alle,2,1,0.17,ikke_arbutd_innvkat_land,prosent
2007,66,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,alle,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,66,alle,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,1,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,1,alle,0.06,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,2,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,2,1,0.17,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,alle,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,66,innvandrere,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,67,alle,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,67,alle,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,67,alle,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,67,alle,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,67,alle,2,1,0.15,ikke_arbutd_innvkat_land,prosent
2007,67,alle,2,alle,0.12,ikke_arbutd_innvkat_land,prosent
2007,67,alle,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,67,alle,alle,1,0.11,ikke_arbutd_innvkat_land,prosent
2007,67,alle,alle,alle,0.09,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,1,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,1,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,2,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,2,1,0.15,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,2,alle,0.12,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,alle,0,0.08,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,alle,1,0.11,ikke_arbutd_innvkat_land,prosent
2007,67,innvandrere,alle,alle,0.09,ikke_arbutd_innvkat_land,prosent
2007,68,alle,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,68,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,68,alle,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,68,alle,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,68,alle,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,68,alle,2,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,68,alle,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,68,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,68,alle,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,1,0,0.07,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,1,alle,0.05,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,2,0,0.03,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,2,1,0.06,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,2,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,alle,0,0.04,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,68,innvandrere,alle,alle,0.04,ikke_arbutd_innvkat_land,prosent
2007,69,alle,1,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,69,alle,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,alle,1,alle,0.08,ikke_arbutd_innvkat_land,prosent
2007,69,alle,2,0,0.09,ikke_arbutd_innvkat_land,prosent
2007,69,alle,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,alle,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,69,alle,alle,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,69,alle,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,alle,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,1,0,0.11,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,1,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,1,alle,0.08,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,2,0,0.09,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,2,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,2,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,alle,0,0.10,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,alle,1,0.05,ikke_arbutd_innvkat_land,prosent
2007,69,innvandrere,alle,alle,0.07,ikke_arbutd_innvkat_land,prosent
2007,70,alle,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,2,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,2,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,2,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,alle,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,alle,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,alle,alle,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,1,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,1,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,1,alle,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,2,0,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,2,1,0.00,ikke_arbutd_innvkat_land,prosent
2007,70,innvandrere,2,alle,0.00,ikke_arbutd_innvkat_land,prosent
