aar,naringsregion_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2010,65,alle,alle,1,6,ikke_arbutd_innvkat_land,personer
2010,65,alle,alle,alle,16,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,1,0,6,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,1,alle,12,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,2,0,4,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,2,1,0,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,2,alle,4,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,alle,0,10,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,alle,1,6,ikke_arbutd_innvkat_land,personer
2010,65,innvandrere,alle,alle,16,ikke_arbutd_innvkat_land,personer
2010,66,alle,1,0,6,ikke_arbutd_innvkat_land,personer
2010,66,alle,1,1,0,ikke_arbutd_innvkat_land,personer
2010,66,alle,1,alle,8,ikke_arbutd_innvkat_land,personer
2010,66,alle,2,0,3,ikke_arbutd_innvkat_land,personer
2010,66,alle,2,1,0,ikke_arbutd_innvkat_land,personer
2010,66,alle,2,alle,4,ikke_arbutd_innvkat_land,personer
2010,66,alle,alle,0,9,ikke_arbutd_innvkat_land,personer
2010,66,alle,alle,1,3,ikke_arbutd_innvkat_land,personer
2010,66,alle,alle,alle,12,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,1,0,6,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,1,1,0,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,1,alle,8,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,2,0,3,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,2,1,0,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,2,alle,4,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,alle,0,9,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,alle,1,3,ikke_arbutd_innvkat_land,personer
2010,66,innvandrere,alle,alle,12,ikke_arbutd_innvkat_land,personer
2010,67,alle,1,0,9,ikke_arbutd_innvkat_land,personer
2010,67,alle,1,1,4,ikke_arbutd_innvkat_land,personer
2010,67,alle,1,alle,13,ikke_arbutd_innvkat_land,personer
2010,67,alle,2,0,33,ikke_arbutd_innvkat_land,personer
2010,67,alle,2,1,16,ikke_arbutd_innvkat_land,personer
2010,67,alle,2,alle,49,ikke_arbutd_innvkat_land,personer
2010,67,alle,alle,0,42,ikke_arbutd_innvkat_land,personer
2010,67,alle,alle,1,20,ikke_arbutd_innvkat_land,personer
2010,67,alle,alle,alle,62,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,1,0,9,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,1,1,4,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,1,alle,13,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,2,0,33,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,2,1,16,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,2,alle,49,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,alle,0,42,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,alle,1,20,ikke_arbutd_innvkat_land,personer
2010,67,innvandrere,alle,alle,62,ikke_arbutd_innvkat_land,personer
2010,68,alle,1,0,5,ikke_arbutd_innvkat_land,personer
2010,68,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2010,68,alle,1,alle,10,ikke_arbutd_innvkat_land,personer
2010,68,alle,2,0,5,ikke_arbutd_innvkat_land,personer
2010,68,alle,2,1,4,ikke_arbutd_innvkat_land,personer
2010,68,alle,2,alle,9,ikke_arbutd_innvkat_land,personer
2010,68,alle,alle,0,10,ikke_arbutd_innvkat_land,personer
2010,68,alle,alle,1,9,ikke_arbutd_innvkat_land,personer
2010,68,alle,alle,alle,19,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,1,0,5,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,1,alle,10,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,2,0,5,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,2,1,4,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,2,alle,9,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,alle,0,10,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,alle,1,9,ikke_arbutd_innvkat_land,personer
2010,68,innvandrere,alle,alle,19,ikke_arbutd_innvkat_land,personer
2010,69,alle,1,0,10,ikke_arbutd_innvkat_land,personer
2010,69,alle,1,1,0,ikke_arbutd_innvkat_land,personer
2010,69,alle,1,alle,11,ikke_arbutd_innvkat_land,personer
2010,69,alle,2,0,13,ikke_arbutd_innvkat_land,personer
2010,69,alle,2,1,7,ikke_arbutd_innvkat_land,personer
2010,69,alle,2,alle,20,ikke_arbutd_innvkat_land,personer
2010,69,alle,alle,0,23,ikke_arbutd_innvkat_land,personer
2010,69,alle,alle,1,8,ikke_arbutd_innvkat_land,personer
2010,69,alle,alle,alle,31,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,1,0,10,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,1,1,0,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,1,alle,11,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,2,0,13,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,2,1,7,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,2,alle,20,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,alle,0,23,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,alle,1,8,ikke_arbutd_innvkat_land,personer
2010,69,innvandrere,alle,alle,31,ikke_arbutd_innvkat_land,personer
2010,70,alle,1,0,3,ikke_arbutd_innvkat_land,personer
2010,70,alle,1,1,0,ikke_arbutd_innvkat_land,personer
2010,70,alle,1,alle,3,ikke_arbutd_innvkat_land,personer
2010,70,alle,2,0,0,ikke_arbutd_innvkat_land,personer
2010,70,alle,2,1,0,ikke_arbutd_innvkat_land,personer
2010,70,alle,2,alle,0,ikke_arbutd_innvkat_land,personer
2010,70,alle,alle,0,3,ikke_arbutd_innvkat_land,personer
2010,70,alle,alle,1,0,ikke_arbutd_innvkat_land,personer
2010,70,alle,alle,alle,4,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,1,0,3,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,1,1,0,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,1,alle,3,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,2,0,0,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,2,1,0,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,2,alle,0,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,alle,0,3,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,alle,1,0,ikke_arbutd_innvkat_land,personer
2010,70,innvandrere,alle,alle,4,ikke_arbutd_innvkat_land,personer
2010,71,alle,1,0,0,ikke_arbutd_innvkat_land,personer
2010,71,alle,1,1,3,ikke_arbutd_innvkat_land,personer
2010,71,alle,1,alle,5,ikke_arbutd_innvkat_land,personer
2010,71,alle,2,0,6,ikke_arbutd_innvkat_land,personer
2010,71,alle,2,1,7,ikke_arbutd_innvkat_land,personer
2010,71,alle,2,alle,13,ikke_arbutd_innvkat_land,personer
2010,71,alle,alle,0,8,ikke_arbutd_innvkat_land,personer
2010,71,alle,alle,1,10,ikke_arbutd_innvkat_land,personer
2010,71,alle,alle,alle,18,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,1,0,0,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,1,1,3,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,1,alle,5,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,2,0,6,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,2,1,7,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,2,alle,13,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,alle,0,8,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,alle,1,10,ikke_arbutd_innvkat_land,personer
2010,71,innvandrere,alle,alle,18,ikke_arbutd_innvkat_land,personer
2010,72,alle,1,0,6,ikke_arbutd_innvkat_land,personer
2010,72,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2010,72,alle,1,alle,11,ikke_arbutd_innvkat_land,personer
2010,72,alle,2,0,16,ikke_arbutd_innvkat_land,personer
2010,72,alle,2,1,14,ikke_arbutd_innvkat_land,personer
2010,72,alle,2,alle,30,ikke_arbutd_innvkat_land,personer
2010,72,alle,alle,0,22,ikke_arbutd_innvkat_land,personer
2010,72,alle,alle,1,19,ikke_arbutd_innvkat_land,personer
2010,72,alle,alle,alle,41,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,1,0,6,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,1,alle,11,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,2,0,16,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,2,1,14,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,2,alle,30,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,alle,0,22,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,alle,1,19,ikke_arbutd_innvkat_land,personer
2010,72,innvandrere,alle,alle,41,ikke_arbutd_innvkat_land,personer
2010,73,alle,1,0,38,ikke_arbutd_innvkat_land,personer
2010,73,alle,1,1,22,ikke_arbutd_innvkat_land,personer
2010,73,alle,1,alle,60,ikke_arbutd_innvkat_land,personer
2010,73,alle,2,0,98,ikke_arbutd_innvkat_land,personer
2010,73,alle,2,1,90,ikke_arbutd_innvkat_land,personer
2010,73,alle,2,alle,188,ikke_arbutd_innvkat_land,personer
2010,73,alle,alle,0,136,ikke_arbutd_innvkat_land,personer
2010,73,alle,alle,1,112,ikke_arbutd_innvkat_land,personer
2010,73,alle,alle,alle,248,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,1,0,38,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,1,1,22,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,1,alle,60,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,2,0,98,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,2,1,90,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,2,alle,188,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,alle,0,136,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,alle,1,112,ikke_arbutd_innvkat_land,personer
2010,73,innvandrere,alle,alle,248,ikke_arbutd_innvkat_land,personer
2010,74,alle,1,0,13,ikke_arbutd_innvkat_land,personer
2010,74,alle,1,1,11,ikke_arbutd_innvkat_land,personer
2010,74,alle,1,alle,24,ikke_arbutd_innvkat_land,personer
2010,74,alle,2,0,53,ikke_arbutd_innvkat_land,personer
2010,74,alle,2,1,55,ikke_arbutd_innvkat_land,personer
2010,74,alle,2,alle,108,ikke_arbutd_innvkat_land,personer
2010,74,alle,alle,0,66,ikke_arbutd_innvkat_land,personer
2010,74,alle,alle,1,66,ikke_arbutd_innvkat_land,personer
2010,74,alle,alle,alle,132,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,1,0,13,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,1,1,11,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,1,alle,24,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,2,0,53,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,2,1,55,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,2,alle,108,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,alle,0,66,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,alle,1,66,ikke_arbutd_innvkat_land,personer
2010,74,innvandrere,alle,alle,132,ikke_arbutd_innvkat_land,personer
2010,75,alle,1,0,9,ikke_arbutd_innvkat_land,personer
2010,75,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2010,75,alle,1,alle,15,ikke_arbutd_innvkat_land,personer
2010,75,alle,2,0,18,ikke_arbutd_innvkat_land,personer
2010,75,alle,2,1,13,ikke_arbutd_innvkat_land,personer
2010,75,alle,2,alle,31,ikke_arbutd_innvkat_land,personer
2010,75,alle,alle,0,27,ikke_arbutd_innvkat_land,personer
2010,75,alle,alle,1,19,ikke_arbutd_innvkat_land,personer
2010,75,alle,alle,alle,46,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,1,0,9,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,1,alle,15,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,2,0,18,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,2,1,13,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,2,alle,31,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,alle,0,27,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,alle,1,19,ikke_arbutd_innvkat_land,personer
2010,75,innvandrere,alle,alle,46,ikke_arbutd_innvkat_land,personer
2010,76,alle,1,0,11,ikke_arbutd_innvkat_land,personer
2010,76,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2010,76,alle,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,76,alle,2,0,24,ikke_arbutd_innvkat_land,personer
2010,76,alle,2,1,11,ikke_arbutd_innvkat_land,personer
2010,76,alle,2,alle,35,ikke_arbutd_innvkat_land,personer
2010,76,alle,alle,0,35,ikke_arbutd_innvkat_land,personer
2010,76,alle,alle,1,16,ikke_arbutd_innvkat_land,personer
2010,76,alle,alle,alle,51,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,1,0,11,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,2,0,24,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,2,1,11,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,2,alle,35,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,alle,0,35,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,alle,1,16,ikke_arbutd_innvkat_land,personer
2010,76,innvandrere,alle,alle,51,ikke_arbutd_innvkat_land,personer
2010,77,alle,1,0,12,ikke_arbutd_innvkat_land,personer
2010,77,alle,1,1,10,ikke_arbutd_innvkat_land,personer
2010,77,alle,1,alle,22,ikke_arbutd_innvkat_land,personer
2010,77,alle,2,0,41,ikke_arbutd_innvkat_land,personer
2010,77,alle,2,1,32,ikke_arbutd_innvkat_land,personer
2010,77,alle,2,alle,73,ikke_arbutd_innvkat_land,personer
2010,77,alle,alle,0,53,ikke_arbutd_innvkat_land,personer
2010,77,alle,alle,1,42,ikke_arbutd_innvkat_land,personer
2010,77,alle,alle,alle,95,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,1,0,12,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,1,1,10,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,1,alle,22,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,2,0,41,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,2,1,32,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,2,alle,73,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,alle,0,53,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,alle,1,42,ikke_arbutd_innvkat_land,personer
2010,77,innvandrere,alle,alle,95,ikke_arbutd_innvkat_land,personer
2010,78,alle,1,0,10,ikke_arbutd_innvkat_land,personer
2010,78,alle,1,1,11,ikke_arbutd_innvkat_land,personer
2010,78,alle,1,alle,21,ikke_arbutd_innvkat_land,personer
2010,78,alle,2,0,20,ikke_arbutd_innvkat_land,personer
2010,78,alle,2,1,14,ikke_arbutd_innvkat_land,personer
2010,78,alle,2,alle,34,ikke_arbutd_innvkat_land,personer
2010,78,alle,alle,0,30,ikke_arbutd_innvkat_land,personer
2010,78,alle,alle,1,25,ikke_arbutd_innvkat_land,personer
2010,78,alle,alle,alle,55,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,1,0,10,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,1,1,11,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,1,alle,21,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,2,0,20,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,2,1,14,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,2,alle,34,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,alle,0,30,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,alle,1,25,ikke_arbutd_innvkat_land,personer
2010,78,innvandrere,alle,alle,55,ikke_arbutd_innvkat_land,personer
2010,79,alle,1,0,123,ikke_arbutd_innvkat_land,personer
2010,79,alle,1,1,102,ikke_arbutd_innvkat_land,personer
2010,79,alle,1,alle,225,ikke_arbutd_innvkat_land,personer
2010,79,alle,2,0,205,ikke_arbutd_innvkat_land,personer
2010,79,alle,2,1,140,ikke_arbutd_innvkat_land,personer
2010,79,alle,2,alle,345,ikke_arbutd_innvkat_land,personer
2010,79,alle,alle,0,328,ikke_arbutd_innvkat_land,personer
2010,79,alle,alle,1,242,ikke_arbutd_innvkat_land,personer
2010,79,alle,alle,alle,570,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,1,0,123,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,1,1,102,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,1,alle,225,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,2,0,205,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,2,1,140,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,2,alle,345,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,alle,0,328,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,alle,1,242,ikke_arbutd_innvkat_land,personer
2010,79,innvandrere,alle,alle,570,ikke_arbutd_innvkat_land,personer
2010,80,alle,1,0,12,ikke_arbutd_innvkat_land,personer
2010,80,alle,1,1,4,ikke_arbutd_innvkat_land,personer
2010,80,alle,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,80,alle,2,0,6,ikke_arbutd_innvkat_land,personer
2010,80,alle,2,1,7,ikke_arbutd_innvkat_land,personer
2010,80,alle,2,alle,13,ikke_arbutd_innvkat_land,personer
2010,80,alle,alle,0,18,ikke_arbutd_innvkat_land,personer
2010,80,alle,alle,1,11,ikke_arbutd_innvkat_land,personer
2010,80,alle,alle,alle,29,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,1,0,12,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,1,1,4,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,2,0,6,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,2,1,7,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,2,alle,13,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,alle,0,18,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,alle,1,11,ikke_arbutd_innvkat_land,personer
2010,80,innvandrere,alle,alle,29,ikke_arbutd_innvkat_land,personer
2010,81,alle,1,0,21,ikke_arbutd_innvkat_land,personer
2010,81,alle,1,1,9,ikke_arbutd_innvkat_land,personer
2010,81,alle,1,alle,30,ikke_arbutd_innvkat_land,personer
2010,81,alle,2,0,57,ikke_arbutd_innvkat_land,personer
2010,81,alle,2,1,43,ikke_arbutd_innvkat_land,personer
2010,81,alle,2,alle,100,ikke_arbutd_innvkat_land,personer
2010,81,alle,alle,0,78,ikke_arbutd_innvkat_land,personer
2010,81,alle,alle,1,52,ikke_arbutd_innvkat_land,personer
2010,81,alle,alle,alle,130,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,1,0,21,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,1,1,9,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,1,alle,30,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,2,0,57,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,2,1,43,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,2,alle,100,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,alle,0,78,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,alle,1,52,ikke_arbutd_innvkat_land,personer
2010,81,innvandrere,alle,alle,130,ikke_arbutd_innvkat_land,personer
2010,82,alle,1,0,11,ikke_arbutd_innvkat_land,personer
2010,82,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2010,82,alle,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,82,alle,2,0,9,ikke_arbutd_innvkat_land,personer
2010,82,alle,2,1,9,ikke_arbutd_innvkat_land,personer
2010,82,alle,2,alle,18,ikke_arbutd_innvkat_land,personer
2010,82,alle,alle,0,20,ikke_arbutd_innvkat_land,personer
2010,82,alle,alle,1,14,ikke_arbutd_innvkat_land,personer
2010,82,alle,alle,alle,34,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,1,0,11,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,1,alle,16,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,2,0,9,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,2,1,9,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,2,alle,18,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,alle,0,20,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,alle,1,14,ikke_arbutd_innvkat_land,personer
2010,82,innvandrere,alle,alle,34,ikke_arbutd_innvkat_land,personer
2010,83,alle,1,0,23,ikke_arbutd_innvkat_land,personer
2010,83,alle,1,1,9,ikke_arbutd_innvkat_land,personer
2010,83,alle,1,alle,32,ikke_arbutd_innvkat_land,personer
2010,83,alle,2,0,50,ikke_arbutd_innvkat_land,personer
2010,83,alle,2,1,47,ikke_arbutd_innvkat_land,personer
2010,83,alle,2,alle,97,ikke_arbutd_innvkat_land,personer
2010,83,alle,alle,0,73,ikke_arbutd_innvkat_land,personer
2010,83,alle,alle,1,56,ikke_arbutd_innvkat_land,personer
2010,83,alle,alle,alle,129,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,1,0,23,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,1,1,9,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,1,alle,32,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,2,0,50,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,2,1,47,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,2,alle,97,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,alle,0,73,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,alle,1,56,ikke_arbutd_innvkat_land,personer
2010,83,innvandrere,alle,alle,129,ikke_arbutd_innvkat_land,personer
2011,01,alle,1,0,16,ikke_arbutd_innvkat_land,personer
2011,01,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2011,01,alle,1,alle,21,ikke_arbutd_innvkat_land,personer
2011,01,alle,2,0,51,ikke_arbutd_innvkat_land,personer
2011,01,alle,2,1,48,ikke_arbutd_innvkat_land,personer
2011,01,alle,2,alle,99,ikke_arbutd_innvkat_land,personer
2011,01,alle,alle,0,67,ikke_arbutd_innvkat_land,personer
2011,01,alle,alle,1,53,ikke_arbutd_innvkat_land,personer
2011,01,alle,alle,alle,120,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,1,0,16,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,1,alle,21,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,2,0,51,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,2,1,48,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,2,alle,99,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,alle,0,67,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,alle,1,53,ikke_arbutd_innvkat_land,personer
2011,01,innvandrere,alle,alle,120,ikke_arbutd_innvkat_land,personer
2011,02,alle,1,0,31,ikke_arbutd_innvkat_land,personer
2011,02,alle,1,1,16,ikke_arbutd_innvkat_land,personer
2011,02,alle,1,alle,47,ikke_arbutd_innvkat_land,personer
2011,02,alle,2,0,63,ikke_arbutd_innvkat_land,personer
2011,02,alle,2,1,39,ikke_arbutd_innvkat_land,personer
2011,02,alle,2,alle,102,ikke_arbutd_innvkat_land,personer
2011,02,alle,alle,0,94,ikke_arbutd_innvkat_land,personer
2011,02,alle,alle,1,55,ikke_arbutd_innvkat_land,personer
2011,02,alle,alle,alle,149,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,1,0,31,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,1,1,16,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,1,alle,47,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,2,0,63,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,2,1,39,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,2,alle,102,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,alle,0,94,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,alle,1,55,ikke_arbutd_innvkat_land,personer
2011,02,innvandrere,alle,alle,149,ikke_arbutd_innvkat_land,personer
2011,03,alle,1,0,33,ikke_arbutd_innvkat_land,personer
2011,03,alle,1,1,16,ikke_arbutd_innvkat_land,personer
2011,03,alle,1,alle,49,ikke_arbutd_innvkat_land,personer
2011,03,alle,2,0,73,ikke_arbutd_innvkat_land,personer
2011,03,alle,2,1,47,ikke_arbutd_innvkat_land,personer
2011,03,alle,2,alle,120,ikke_arbutd_innvkat_land,personer
2011,03,alle,alle,0,106,ikke_arbutd_innvkat_land,personer
2011,03,alle,alle,1,63,ikke_arbutd_innvkat_land,personer
2011,03,alle,alle,alle,169,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,1,0,33,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,1,1,16,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,1,alle,49,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,2,0,73,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,2,1,47,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,2,alle,120,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,alle,0,106,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,alle,1,63,ikke_arbutd_innvkat_land,personer
2011,03,innvandrere,alle,alle,169,ikke_arbutd_innvkat_land,personer
2011,04,alle,1,0,78,ikke_arbutd_innvkat_land,personer
2011,04,alle,1,1,33,ikke_arbutd_innvkat_land,personer
2011,04,alle,1,alle,111,ikke_arbutd_innvkat_land,personer
2011,04,alle,2,0,228,ikke_arbutd_innvkat_land,personer
2011,04,alle,2,1,200,ikke_arbutd_innvkat_land,personer
2011,04,alle,2,alle,428,ikke_arbutd_innvkat_land,personer
2011,04,alle,alle,0,306,ikke_arbutd_innvkat_land,personer
