aar,kommune_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2006,0111,alle,1,0,arbledige_innvkat_land,personer
2006,0111,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0121,alle,1,0,arbledige_innvkat_land,personer
2006,0121,alle,2,0,arbledige_innvkat_land,personer
2006,0121,alle,alle,0,arbledige_innvkat_land,personer
2006,0121,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0121,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0121,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0127,alle,1,0,arbledige_innvkat_land,personer
2006,0127,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0128,alle,1,0,arbledige_innvkat_land,personer
2006,0128,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0137,alle,1,0,arbledige_innvkat_land,personer
2006,0137,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0418,alle,2,0,arbledige_innvkat_land,personer
2006,0418,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0426,alle,1,0,arbledige_innvkat_land,personer
2006,0426,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0432,alle,1,0,arbledige_innvkat_land,personer
2006,0432,alle,2,0,arbledige_innvkat_land,personer
2006,0432,alle,alle,0,arbledige_innvkat_land,personer
2006,0432,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0432,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0432,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0434,alle,2,0,arbledige_innvkat_land,personer
2006,0434,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0436,alle,1,0,arbledige_innvkat_land,personer
2006,0436,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0437,alle,1,0,arbledige_innvkat_land,personer
2006,0437,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0439,alle,1,0,arbledige_innvkat_land,personer
2006,0439,alle,2,0,arbledige_innvkat_land,personer
2006,0439,alle,alle,0,arbledige_innvkat_land,personer
2006,0439,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0439,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0439,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0511,alle,1,0,arbledige_innvkat_land,personer
2006,0511,alle,2,0,arbledige_innvkat_land,personer
2006,0511,alle,alle,0,arbledige_innvkat_land,personer
2006,0511,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0511,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0511,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0512,alle,1,0,arbledige_innvkat_land,personer
2006,0512,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0514,alle,1,0,arbledige_innvkat_land,personer
2006,0514,alle,2,0,arbledige_innvkat_land,personer
2006,0514,alle,alle,0,arbledige_innvkat_land,personer
2006,0514,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0514,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0514,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0536,alle,1,0,arbledige_innvkat_land,personer
2006,0536,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0538,alle,1,0,arbledige_innvkat_land,personer
2006,0538,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0540,alle,1,0,arbledige_innvkat_land,personer
2006,0540,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0545,alle,1,0,arbledige_innvkat_land,personer
2006,0545,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0615,alle,1,0,arbledige_innvkat_land,personer
2006,0615,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0617,alle,1,0,arbledige_innvkat_land,personer
2006,0617,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0619,alle,2,0,arbledige_innvkat_land,personer
2006,0619,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0621,alle,1,0,arbledige_innvkat_land,personer
2006,0621,alle,2,0,arbledige_innvkat_land,personer
2006,0621,alle,alle,0,arbledige_innvkat_land,personer
2006,0621,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0621,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0621,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0622,alle,2,0,arbledige_innvkat_land,personer
2006,0622,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0632,alle,1,0,arbledige_innvkat_land,personer
2006,0632,alle,2,0,arbledige_innvkat_land,personer
2006,0632,alle,alle,0,arbledige_innvkat_land,personer
2006,0632,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0632,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0632,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0633,alle,1,0,arbledige_innvkat_land,personer
2006,0633,alle,2,0,arbledige_innvkat_land,personer
2006,0633,alle,alle,0,arbledige_innvkat_land,personer
2006,0633,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0633,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0633,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0817,alle,1,0,arbledige_innvkat_land,personer
2006,0817,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0827,alle,2,0,arbledige_innvkat_land,personer
2006,0827,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0830,alle,1,0,arbledige_innvkat_land,personer
2006,0830,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0831,alle,1,0,arbledige_innvkat_land,personer
2006,0831,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0911,alle,1,0,arbledige_innvkat_land,personer
2006,0911,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0928,alle,1,0,arbledige_innvkat_land,personer
2006,0928,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0929,alle,1,0,arbledige_innvkat_land,personer
2006,0929,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0935,alle,1,0,arbledige_innvkat_land,personer
2006,0935,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0940,alle,1,0,arbledige_innvkat_land,personer
2006,0940,alle,2,0,arbledige_innvkat_land,personer
2006,0940,alle,alle,0,arbledige_innvkat_land,personer
2006,0940,innvandrere,1,0,arbledige_innvkat_land,personer
2006,0940,innvandrere,2,0,arbledige_innvkat_land,personer
2006,0940,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,0941,alle,2,0,arbledige_innvkat_land,personer
2006,0941,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1021,alle,1,0,arbledige_innvkat_land,personer
2006,1021,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1027,alle,2,0,arbledige_innvkat_land,personer
2006,1027,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1034,alle,1,0,arbledige_innvkat_land,personer
2006,1034,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1046,alle,1,0,arbledige_innvkat_land,personer
2006,1046,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1111,alle,1,0,arbledige_innvkat_land,personer
2006,1111,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1112,alle,1,0,arbledige_innvkat_land,personer
2006,1112,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1114,alle,1,0,arbledige_innvkat_land,personer
2006,1114,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1129,alle,1,0,arbledige_innvkat_land,personer
2006,1129,alle,2,0,arbledige_innvkat_land,personer
2006,1129,alle,alle,0,arbledige_innvkat_land,personer
2006,1129,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1129,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1129,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1135,alle,2,0,arbledige_innvkat_land,personer
2006,1135,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1144,alle,1,0,arbledige_innvkat_land,personer
2006,1144,alle,2,0,arbledige_innvkat_land,personer
2006,1144,alle,alle,0,arbledige_innvkat_land,personer
2006,1144,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1144,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1144,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1145,alle,1,0,arbledige_innvkat_land,personer
2006,1145,alle,2,0,arbledige_innvkat_land,personer
2006,1145,alle,alle,0,arbledige_innvkat_land,personer
2006,1145,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1145,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1145,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1151,alle,1,0,arbledige_innvkat_land,personer
2006,1151,alle,2,0,arbledige_innvkat_land,personer
2006,1151,alle,alle,0,arbledige_innvkat_land,personer
2006,1151,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1151,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1151,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1222,alle,1,0,arbledige_innvkat_land,personer
2006,1222,alle,2,0,arbledige_innvkat_land,personer
2006,1222,alle,alle,0,arbledige_innvkat_land,personer
2006,1222,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1222,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1222,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1223,alle,1,0,arbledige_innvkat_land,personer
2006,1223,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1224,alle,1,0,arbledige_innvkat_land,personer
2006,1224,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1227,alle,1,0,arbledige_innvkat_land,personer
2006,1227,alle,2,0,arbledige_innvkat_land,personer
2006,1227,alle,alle,0,arbledige_innvkat_land,personer
2006,1227,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1227,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1227,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1231,alle,2,0,arbledige_innvkat_land,personer
2006,1231,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1233,alle,1,0,arbledige_innvkat_land,personer
2006,1233,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1241,alle,1,0,arbledige_innvkat_land,personer
2006,1241,alle,2,0,arbledige_innvkat_land,personer
2006,1241,alle,alle,0,arbledige_innvkat_land,personer
2006,1241,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1241,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1241,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1244,alle,2,0,arbledige_innvkat_land,personer
2006,1244,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1252,alle,1,0,arbledige_innvkat_land,personer
2006,1252,alle,2,0,arbledige_innvkat_land,personer
2006,1252,alle,alle,0,arbledige_innvkat_land,personer
2006,1252,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1252,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1252,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1256,alle,1,0,arbledige_innvkat_land,personer
2006,1256,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1259,alle,1,0,arbledige_innvkat_land,personer
2006,1259,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1260,alle,1,0,arbledige_innvkat_land,personer
2006,1260,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1264,alle,1,0,arbledige_innvkat_land,personer
2006,1264,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1265,alle,1,0,arbledige_innvkat_land,personer
2006,1265,alle,2,0,arbledige_innvkat_land,personer
2006,1265,alle,alle,0,arbledige_innvkat_land,personer
2006,1265,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1265,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1265,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1266,alle,1,0,arbledige_innvkat_land,personer
2006,1266,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1412,alle,1,0,arbledige_innvkat_land,personer
2006,1412,alle,2,0,arbledige_innvkat_land,personer
2006,1412,alle,alle,0,arbledige_innvkat_land,personer
2006,1412,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1412,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1412,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1413,alle,2,0,arbledige_innvkat_land,personer
2006,1413,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1417,alle,1,0,arbledige_innvkat_land,personer
2006,1417,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1418,alle,2,0,arbledige_innvkat_land,personer
2006,1418,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1419,alle,1,0,arbledige_innvkat_land,personer
2006,1419,alle,2,0,arbledige_innvkat_land,personer
2006,1419,alle,alle,0,arbledige_innvkat_land,personer
2006,1419,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1419,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1419,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1421,alle,2,0,arbledige_innvkat_land,personer
2006,1421,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1422,alle,1,0,arbledige_innvkat_land,personer
2006,1422,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1424,alle,1,0,arbledige_innvkat_land,personer
2006,1424,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1426,alle,1,0,arbledige_innvkat_land,personer
2006,1426,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1428,alle,1,0,arbledige_innvkat_land,personer
2006,1428,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1430,alle,2,0,arbledige_innvkat_land,personer
2006,1430,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1431,alle,1,0,arbledige_innvkat_land,personer
2006,1431,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1433,alle,1,0,arbledige_innvkat_land,personer
2006,1433,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1444,alle,1,0,arbledige_innvkat_land,personer
2006,1444,alle,2,0,arbledige_innvkat_land,personer
2006,1444,alle,alle,0,arbledige_innvkat_land,personer
2006,1444,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1444,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1444,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1511,alle,1,0,arbledige_innvkat_land,personer
2006,1511,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1516,alle,1,0,arbledige_innvkat_land,personer
2006,1516,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1517,alle,1,0,arbledige_innvkat_land,personer
2006,1517,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1524,alle,2,0,arbledige_innvkat_land,personer
2006,1524,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1525,alle,1,0,arbledige_innvkat_land,personer
2006,1525,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1526,alle,1,0,arbledige_innvkat_land,personer
2006,1526,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1535,alle,1,0,arbledige_innvkat_land,personer
2006,1535,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1543,alle,2,0,arbledige_innvkat_land,personer
2006,1543,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1545,alle,1,0,arbledige_innvkat_land,personer
2006,1545,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1546,alle,2,0,arbledige_innvkat_land,personer
2006,1546,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1554,alle,1,0,arbledige_innvkat_land,personer
2006,1554,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1566,alle,1,0,arbledige_innvkat_land,personer
2006,1566,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1567,alle,1,0,arbledige_innvkat_land,personer
2006,1567,alle,2,0,arbledige_innvkat_land,personer
2006,1567,alle,alle,0,arbledige_innvkat_land,personer
2006,1567,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1567,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1567,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1571,alle,1,0,arbledige_innvkat_land,personer
2006,1571,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1576,alle,1,0,arbledige_innvkat_land,personer
2006,1576,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1612,alle,1,0,arbledige_innvkat_land,personer
2006,1612,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1613,alle,2,0,arbledige_innvkat_land,personer
2006,1613,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1617,alle,1,0,arbledige_innvkat_land,personer
2006,1617,alle,2,0,arbledige_innvkat_land,personer
2006,1617,alle,alle,0,arbledige_innvkat_land,personer
2006,1617,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1617,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1617,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1622,alle,2,0,arbledige_innvkat_land,personer
2006,1622,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1627,alle,1,0,arbledige_innvkat_land,personer
2006,1627,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1632,alle,1,0,arbledige_innvkat_land,personer
2006,1632,alle,2,0,arbledige_innvkat_land,personer
2006,1632,alle,alle,0,arbledige_innvkat_land,personer
2006,1632,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1632,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1632,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1633,alle,1,0,arbledige_innvkat_land,personer
2006,1633,alle,alle,0,arbledige_innvkat_land,personer
2006,1633,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1633,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1636,alle,1,0,arbledige_innvkat_land,personer
2006,1636,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1644,alle,1,0,arbledige_innvkat_land,personer
2006,1644,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1665,alle,1,0,arbledige_innvkat_land,personer
2006,1665,alle,2,0,arbledige_innvkat_land,personer
2006,1665,alle,alle,0,arbledige_innvkat_land,personer
2006,1665,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1665,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1665,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1717,alle,1,0,arbledige_innvkat_land,personer
2006,1717,alle,2,0,arbledige_innvkat_land,personer
2006,1717,alle,alle,0,arbledige_innvkat_land,personer
2006,1717,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1717,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1717,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1718,alle,1,0,arbledige_innvkat_land,personer
2006,1718,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1723,alle,1,0,arbledige_innvkat_land,personer
2006,1723,alle,2,0,arbledige_innvkat_land,personer
2006,1723,alle,alle,0,arbledige_innvkat_land,personer
2006,1723,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1723,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1723,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1736,alle,1,0,arbledige_innvkat_land,personer
2006,1736,alle,2,0,arbledige_innvkat_land,personer
2006,1736,alle,alle,0,arbledige_innvkat_land,personer
2006,1736,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1736,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1736,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1738,alle,1,0,arbledige_innvkat_land,personer
2006,1738,alle,2,0,arbledige_innvkat_land,personer
2006,1738,alle,alle,0,arbledige_innvkat_land,personer
2006,1738,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1738,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1738,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1739,alle,1,0,arbledige_innvkat_land,personer
2006,1739,alle,2,0,arbledige_innvkat_land,personer
2006,1739,alle,alle,0,arbledige_innvkat_land,personer
2006,1739,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1739,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1739,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1740,alle,1,0,arbledige_innvkat_land,personer
2006,1740,alle,2,0,arbledige_innvkat_land,personer
2006,1740,alle,alle,0,arbledige_innvkat_land,personer
2006,1740,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1740,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1740,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1742,alle,1,0,arbledige_innvkat_land,personer
2006,1742,alle,2,0,arbledige_innvkat_land,personer
2006,1742,alle,alle,0,arbledige_innvkat_land,personer
2006,1742,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1742,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1742,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1743,alle,1,0,arbledige_innvkat_land,personer
2006,1743,alle,2,0,arbledige_innvkat_land,personer
2006,1743,alle,alle,0,arbledige_innvkat_land,personer
2006,1743,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1743,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1743,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1748,alle,1,0,arbledige_innvkat_land,personer
2006,1748,alle,2,0,arbledige_innvkat_land,personer
2006,1748,alle,alle,0,arbledige_innvkat_land,personer
2006,1748,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1748,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1748,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1749,alle,2,0,arbledige_innvkat_land,personer
2006,1749,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1750,alle,1,0,arbledige_innvkat_land,personer
2006,1750,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1755,alle,1,0,arbledige_innvkat_land,personer
2006,1755,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1811,alle,2,0,arbledige_innvkat_land,personer
2006,1811,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1815,alle,1,0,arbledige_innvkat_land,personer
2006,1815,alle,2,0,arbledige_innvkat_land,personer
2006,1815,alle,alle,0,arbledige_innvkat_land,personer
2006,1815,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1815,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1815,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1816,alle,2,0,arbledige_innvkat_land,personer
2006,1816,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1818,alle,1,0,arbledige_innvkat_land,personer
2006,1818,alle,2,0,arbledige_innvkat_land,personer
2006,1818,alle,alle,0,arbledige_innvkat_land,personer
2006,1818,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1818,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1818,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1825,alle,1,0,arbledige_innvkat_land,personer
2006,1825,alle,2,0,arbledige_innvkat_land,personer
2006,1825,alle,alle,0,arbledige_innvkat_land,personer
2006,1825,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1825,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1825,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1826,alle,1,0,arbledige_innvkat_land,personer
2006,1826,alle,2,0,arbledige_innvkat_land,personer
2006,1826,alle,alle,0,arbledige_innvkat_land,personer
2006,1826,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1826,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1826,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1834,alle,1,0,arbledige_innvkat_land,personer
2006,1834,alle,2,0,arbledige_innvkat_land,personer
2006,1834,alle,alle,0,arbledige_innvkat_land,personer
2006,1834,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1834,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1834,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1835,alle,1,0,arbledige_innvkat_land,personer
2006,1835,alle,2,0,arbledige_innvkat_land,personer
2006,1835,alle,alle,0,arbledige_innvkat_land,personer
2006,1835,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1835,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1835,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1838,alle,1,0,arbledige_innvkat_land,personer
2006,1838,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1839,alle,1,0,arbledige_innvkat_land,personer
2006,1839,alle,alle,0,arbledige_innvkat_land,personer
2006,1839,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1839,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1845,alle,1,0,arbledige_innvkat_land,personer
2006,1845,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1850,alle,2,0,arbledige_innvkat_land,personer
2006,1850,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1852,alle,1,0,arbledige_innvkat_land,personer
2006,1852,alle,2,0,arbledige_innvkat_land,personer
2006,1852,alle,alle,0,arbledige_innvkat_land,personer
2006,1852,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1852,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1852,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1853,alle,2,0,arbledige_innvkat_land,personer
2006,1853,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1856,alle,1,0,arbledige_innvkat_land,personer
2006,1856,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1857,alle,1,0,arbledige_innvkat_land,personer
2006,1857,alle,2,0,arbledige_innvkat_land,personer
2006,1857,alle,alle,0,arbledige_innvkat_land,personer
2006,1857,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1857,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1857,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1865,alle,1,0,arbledige_innvkat_land,personer
2006,1865,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1911,alle,1,0,arbledige_innvkat_land,personer
2006,1911,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1913,alle,1,0,arbledige_innvkat_land,personer
2006,1913,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1915,alle,1,0,arbledige_innvkat_land,personer
2006,1915,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1917,alle,1,0,arbledige_innvkat_land,personer
2006,1917,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1919,alle,1,0,arbledige_innvkat_land,personer
2006,1919,alle,2,0,arbledige_innvkat_land,personer
2006,1919,alle,alle,0,arbledige_innvkat_land,personer
2006,1919,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1919,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1919,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1920,alle,1,0,arbledige_innvkat_land,personer
2006,1920,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1924,alle,1,0,arbledige_innvkat_land,personer
2006,1924,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1925,alle,1,0,arbledige_innvkat_land,personer
2006,1925,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1926,alle,1,0,arbledige_innvkat_land,personer
2006,1926,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1928,alle,2,0,arbledige_innvkat_land,personer
2006,1928,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1929,alle,1,0,arbledige_innvkat_land,personer
2006,1929,alle,2,0,arbledige_innvkat_land,personer
2006,1929,alle,alle,0,arbledige_innvkat_land,personer
2006,1929,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1929,innvandrere,2,0,arbledige_innvkat_land,personer
2006,1929,innvandrere,alle,0,arbledige_innvkat_land,personer
2006,1933,alle,1,0,arbledige_innvkat_land,personer
2006,1933,innvandrere,1,0,arbledige_innvkat_land,personer
2006,1938,alle,1,0,arbledige_innvkat_land,personer
2006,1938,innvandrere,1,0,arbledige_innvkat_land,personer
