fylke_nr,vreg_3,kjonn,aar,tabellvariabel,tabellnavn,enhet
18,1,alle,2013,9479,sysselsatte_kjonn_land,personer
18,2,0,2013,2653,sysselsatte_kjonn_land,personer
18,2,1,2013,2042,sysselsatte_kjonn_land,personer
18,2,alle,2013,4695,sysselsatte_kjonn_land,personer
18,alle,0,2013,6693,sysselsatte_kjonn_land,personer
18,alle,1,2013,7481,sysselsatte_kjonn_land,personer
18,alle,alle,2013,14174,sysselsatte_kjonn_land,personer
19,1,0,2013,3648,sysselsatte_kjonn_land,personer
19,1,1,2013,4371,sysselsatte_kjonn_land,personer
19,1,alle,2013,8019,sysselsatte_kjonn_land,personer
19,2,0,2013,2106,sysselsatte_kjonn_land,personer
19,2,1,2013,1858,sysselsatte_kjonn_land,personer
19,2,alle,2013,3964,sysselsatte_kjonn_land,personer
19,alle,0,2013,5754,sysselsatte_kjonn_land,personer
19,alle,1,2013,6229,sysselsatte_kjonn_land,personer
19,alle,alle,2013,11983,sysselsatte_kjonn_land,personer
20,1,0,2013,2194,sysselsatte_kjonn_land,personer
20,1,1,2013,2791,sysselsatte_kjonn_land,personer
20,1,alle,2013,4985,sysselsatte_kjonn_land,personer
20,2,0,2013,1371,sysselsatte_kjonn_land,personer
20,2,1,2013,979,sysselsatte_kjonn_land,personer
20,2,alle,2013,2350,sysselsatte_kjonn_land,personer
20,alle,0,2013,3565,sysselsatte_kjonn_land,personer
20,alle,1,2013,3770,sysselsatte_kjonn_land,personer
20,alle,alle,2013,7335,sysselsatte_kjonn_land,personer
alle,1,0,2013,155269,sysselsatte_kjonn_land,personer
alle,1,1,2013,210011,sysselsatte_kjonn_land,personer
alle,1,alle,2013,365280,sysselsatte_kjonn_land,personer
alle,2,0,2013,103097,sysselsatte_kjonn_land,personer
alle,2,1,2013,104784,sysselsatte_kjonn_land,personer
alle,2,alle,2013,207881,sysselsatte_kjonn_land,personer
alle,alle,0,2013,258366,sysselsatte_kjonn_land,personer
alle,alle,1,2013,314795,sysselsatte_kjonn_land,personer
alle,alle,alle,2013,573161,sysselsatte_kjonn_land,personer
01,1,0,2014,9006,sysselsatte_kjonn_land,personer
01,1,1,2014,12034,sysselsatte_kjonn_land,personer
01,1,alle,2014,21040,sysselsatte_kjonn_land,personer
01,2,0,2014,5347,sysselsatte_kjonn_land,personer
01,2,1,2014,5338,sysselsatte_kjonn_land,personer
01,2,alle,2014,10685,sysselsatte_kjonn_land,personer
01,alle,0,2014,14353,sysselsatte_kjonn_land,personer
01,alle,1,2014,17372,sysselsatte_kjonn_land,personer
01,alle,alle,2014,31725,sysselsatte_kjonn_land,personer
02,1,0,2014,23307,sysselsatte_kjonn_land,personer
02,1,1,2014,30595,sysselsatte_kjonn_land,personer
02,1,alle,2014,53902,sysselsatte_kjonn_land,personer
02,2,0,2014,15134,sysselsatte_kjonn_land,personer
02,2,1,2014,15127,sysselsatte_kjonn_land,personer
02,2,alle,2014,30261,sysselsatte_kjonn_land,personer
02,alle,0,2014,38441,sysselsatte_kjonn_land,personer
02,alle,1,2014,45722,sysselsatte_kjonn_land,personer
02,alle,alle,2014,84163,sysselsatte_kjonn_land,personer
03,1,0,2014,32924,sysselsatte_kjonn_land,personer
03,1,1,2014,40954,sysselsatte_kjonn_land,personer
03,1,alle,2014,73878,sysselsatte_kjonn_land,personer
03,2,0,2014,31220,sysselsatte_kjonn_land,personer
03,2,1,2014,36644,sysselsatte_kjonn_land,personer
03,2,alle,2014,67864,sysselsatte_kjonn_land,personer
03,alle,0,2014,64144,sysselsatte_kjonn_land,personer
03,alle,1,2014,77598,sysselsatte_kjonn_land,personer
03,alle,alle,2014,141742,sysselsatte_kjonn_land,personer
04,1,0,2014,4329,sysselsatte_kjonn_land,personer
04,1,1,2014,5339,sysselsatte_kjonn_land,personer
04,1,alle,2014,9668,sysselsatte_kjonn_land,personer
04,2,0,2014,2097,sysselsatte_kjonn_land,personer
04,2,1,2014,1796,sysselsatte_kjonn_land,personer
04,2,alle,2014,3893,sysselsatte_kjonn_land,personer
04,alle,0,2014,6426,sysselsatte_kjonn_land,personer
04,alle,1,2014,7135,sysselsatte_kjonn_land,personer
04,alle,alle,2014,13561,sysselsatte_kjonn_land,personer
05,1,0,2014,3822,sysselsatte_kjonn_land,personer
05,1,1,2014,5106,sysselsatte_kjonn_land,personer
05,1,alle,2014,8928,sysselsatte_kjonn_land,personer
05,2,0,2014,2099,sysselsatte_kjonn_land,personer
05,2,1,2014,1869,sysselsatte_kjonn_land,personer
05,2,alle,2014,3968,sysselsatte_kjonn_land,personer
05,alle,0,2014,5921,sysselsatte_kjonn_land,personer
05,alle,1,2014,6975,sysselsatte_kjonn_land,personer
05,alle,alle,2014,12896,sysselsatte_kjonn_land,personer
06,1,0,2014,9292,sysselsatte_kjonn_land,personer
06,1,1,2014,12723,sysselsatte_kjonn_land,personer
06,1,alle,2014,22015,sysselsatte_kjonn_land,personer
06,2,0,2014,6143,sysselsatte_kjonn_land,personer
06,2,1,2014,6226,sysselsatte_kjonn_land,personer
06,2,alle,2014,12369,sysselsatte_kjonn_land,personer
06,alle,0,2014,15435,sysselsatte_kjonn_land,personer
06,alle,1,2014,18949,sysselsatte_kjonn_land,personer
06,alle,alle,2014,34384,sysselsatte_kjonn_land,personer
07,1,0,2014,8163,sysselsatte_kjonn_land,personer
07,1,1,2014,10297,sysselsatte_kjonn_land,personer
07,1,alle,2014,18460,sysselsatte_kjonn_land,personer
07,2,0,2014,4001,sysselsatte_kjonn_land,personer
07,2,1,2014,3679,sysselsatte_kjonn_land,personer
07,2,alle,2014,7680,sysselsatte_kjonn_land,personer
07,alle,0,2014,12164,sysselsatte_kjonn_land,personer
07,alle,1,2014,13976,sysselsatte_kjonn_land,personer
07,alle,alle,2014,26140,sysselsatte_kjonn_land,personer
08,1,0,2014,4065,sysselsatte_kjonn_land,personer
08,1,1,2014,5153,sysselsatte_kjonn_land,personer
08,1,alle,2014,9218,sysselsatte_kjonn_land,personer
08,2,0,2014,2665,sysselsatte_kjonn_land,personer
08,2,1,2014,2272,sysselsatte_kjonn_land,personer
08,2,alle,2014,4937,sysselsatte_kjonn_land,personer
08,alle,0,2014,6730,sysselsatte_kjonn_land,personer
08,alle,1,2014,7425,sysselsatte_kjonn_land,personer
08,alle,alle,2014,14155,sysselsatte_kjonn_land,personer
09,1,0,2014,3691,sysselsatte_kjonn_land,personer
09,1,1,2014,4515,sysselsatte_kjonn_land,personer
09,1,alle,2014,8206,sysselsatte_kjonn_land,personer
09,2,0,2014,1536,sysselsatte_kjonn_land,personer
09,2,1,2014,1467,sysselsatte_kjonn_land,personer
09,2,alle,2014,3003,sysselsatte_kjonn_land,personer
09,alle,0,2014,5227,sysselsatte_kjonn_land,personer
09,alle,1,2014,5982,sysselsatte_kjonn_land,personer
09,alle,alle,2014,11209,sysselsatte_kjonn_land,personer
10,1,0,2014,6634,sysselsatte_kjonn_land,personer
10,1,1,2014,8278,sysselsatte_kjonn_land,personer
10,1,alle,2014,14912,sysselsatte_kjonn_land,personer
10,2,0,2014,3476,sysselsatte_kjonn_land,personer
10,2,1,2014,3445,sysselsatte_kjonn_land,personer
10,2,alle,2014,6921,sysselsatte_kjonn_land,personer
10,alle,0,2014,10110,sysselsatte_kjonn_land,personer
10,alle,1,2014,11723,sysselsatte_kjonn_land,personer
10,alle,alle,2014,21833,sysselsatte_kjonn_land,personer
11,1,0,2014,15691,sysselsatte_kjonn_land,personer
11,1,1,2014,24256,sysselsatte_kjonn_land,personer
11,1,alle,2014,39947,sysselsatte_kjonn_land,personer
11,2,0,2014,9974,sysselsatte_kjonn_land,personer
11,2,1,2014,10376,sysselsatte_kjonn_land,personer
11,2,alle,2014,20350,sysselsatte_kjonn_land,personer
11,alle,0,2014,25665,sysselsatte_kjonn_land,personer
11,alle,1,2014,34632,sysselsatte_kjonn_land,personer
11,alle,alle,2014,60297,sysselsatte_kjonn_land,personer
12,1,0,2014,14273,sysselsatte_kjonn_land,personer
12,1,1,2014,21157,sysselsatte_kjonn_land,personer
12,1,alle,2014,35430,sysselsatte_kjonn_land,personer
12,2,0,2014,9053,sysselsatte_kjonn_land,personer
12,2,1,2014,8873,sysselsatte_kjonn_land,personer
12,2,alle,2014,17926,sysselsatte_kjonn_land,personer
12,alle,0,2014,23326,sysselsatte_kjonn_land,personer
12,alle,1,2014,30030,sysselsatte_kjonn_land,personer
12,alle,alle,2014,53356,sysselsatte_kjonn_land,personer
14,1,0,2014,2354,sysselsatte_kjonn_land,personer
14,1,1,2014,3603,sysselsatte_kjonn_land,personer
14,1,alle,2014,5957,sysselsatte_kjonn_land,personer
14,2,0,2014,1125,sysselsatte_kjonn_land,personer
14,2,1,2014,897,sysselsatte_kjonn_land,personer
14,2,alle,2014,2022,sysselsatte_kjonn_land,personer
14,alle,0,2014,3479,sysselsatte_kjonn_land,personer
14,alle,1,2014,4500,sysselsatte_kjonn_land,personer
14,alle,alle,2014,7979,sysselsatte_kjonn_land,personer
15,1,0,2014,6059,sysselsatte_kjonn_land,personer
15,1,1,2014,9904,sysselsatte_kjonn_land,personer
15,1,alle,2014,15963,sysselsatte_kjonn_land,personer
15,2,0,2014,3676,sysselsatte_kjonn_land,personer
15,2,1,2014,2684,sysselsatte_kjonn_land,personer
15,2,alle,2014,6360,sysselsatte_kjonn_land,personer
15,alle,0,2014,9735,sysselsatte_kjonn_land,personer
15,alle,1,2014,12588,sysselsatte_kjonn_land,personer
15,alle,alle,2014,22323,sysselsatte_kjonn_land,personer
16,1,0,2014,7139,sysselsatte_kjonn_land,personer
16,1,1,2014,10124,sysselsatte_kjonn_land,personer
16,1,alle,2014,17263,sysselsatte_kjonn_land,personer
16,2,0,2014,4665,sysselsatte_kjonn_land,personer
16,2,1,2014,4686,sysselsatte_kjonn_land,personer
16,2,alle,2014,9351,sysselsatte_kjonn_land,personer
16,alle,0,2014,11804,sysselsatte_kjonn_land,personer
16,alle,1,2014,14810,sysselsatte_kjonn_land,personer
16,alle,alle,2014,26614,sysselsatte_kjonn_land,personer
17,1,0,2014,2228,sysselsatte_kjonn_land,personer
17,1,1,2014,2989,sysselsatte_kjonn_land,personer
17,1,alle,2014,5217,sysselsatte_kjonn_land,personer
17,2,0,2014,1298,sysselsatte_kjonn_land,personer
17,2,1,2014,995,sysselsatte_kjonn_land,personer
17,2,alle,2014,2293,sysselsatte_kjonn_land,personer
17,alle,0,2014,3526,sysselsatte_kjonn_land,personer
17,alle,1,2014,3984,sysselsatte_kjonn_land,personer
17,alle,alle,2014,7510,sysselsatte_kjonn_land,personer
18,1,0,2014,4287,sysselsatte_kjonn_land,personer
18,1,1,2014,5832,sysselsatte_kjonn_land,personer
18,1,alle,2014,10119,sysselsatte_kjonn_land,personer
18,2,0,2014,2834,sysselsatte_kjonn_land,personer
18,2,1,2014,2336,sysselsatte_kjonn_land,personer
18,2,alle,2014,5170,sysselsatte_kjonn_land,personer
18,alle,0,2014,7121,sysselsatte_kjonn_land,personer
18,alle,1,2014,8168,sysselsatte_kjonn_land,personer
18,alle,alle,2014,15289,sysselsatte_kjonn_land,personer
19,1,0,2014,3769,sysselsatte_kjonn_land,personer
19,1,1,2014,4800,sysselsatte_kjonn_land,personer
19,1,alle,2014,8569,sysselsatte_kjonn_land,personer
19,2,0,2014,2246,sysselsatte_kjonn_land,personer
19,2,1,2014,2036,sysselsatte_kjonn_land,personer
19,2,alle,2014,4282,sysselsatte_kjonn_land,personer
19,alle,0,2014,6015,sysselsatte_kjonn_land,personer
19,alle,1,2014,6836,sysselsatte_kjonn_land,personer
19,alle,alle,2014,12851,sysselsatte_kjonn_land,personer
20,1,0,2014,2265,sysselsatte_kjonn_land,personer
20,1,1,2014,2903,sysselsatte_kjonn_land,personer
20,1,alle,2014,5168,sysselsatte_kjonn_land,personer
20,2,0,2014,1418,sysselsatte_kjonn_land,personer
20,2,1,2014,1044,sysselsatte_kjonn_land,personer
20,2,alle,2014,2462,sysselsatte_kjonn_land,personer
20,alle,0,2014,3683,sysselsatte_kjonn_land,personer
20,alle,1,2014,3947,sysselsatte_kjonn_land,personer
20,alle,alle,2014,7630,sysselsatte_kjonn_land,personer
alle,1,0,2014,163298,sysselsatte_kjonn_land,personer
alle,1,1,2014,220562,sysselsatte_kjonn_land,personer
alle,1,alle,2014,383860,sysselsatte_kjonn_land,personer
alle,2,0,2014,110007,sysselsatte_kjonn_land,personer
alle,2,1,2014,111790,sysselsatte_kjonn_land,personer
alle,2,alle,2014,221797,sysselsatte_kjonn_land,personer
alle,alle,0,2014,273305,sysselsatte_kjonn_land,personer
alle,alle,1,2014,332352,sysselsatte_kjonn_land,personer
alle,alle,alle,2014,605657,sysselsatte_kjonn_land,personer
01,1,0,2006,64.24,sysselsatte_kjonn_land,prosent
01,1,1,2006,71.86,sysselsatte_kjonn_land,prosent
01,1,alle,2006,68.22,sysselsatte_kjonn_land,prosent
01,2,0,2006,44.52,sysselsatte_kjonn_land,prosent
01,2,1,2006,52.65,sysselsatte_kjonn_land,prosent
01,2,alle,2006,48.45,sysselsatte_kjonn_land,prosent
01,alle,0,2006,54.75,sysselsatte_kjonn_land,prosent
01,alle,1,2006,63.35,sysselsatte_kjonn_land,prosent
01,alle,alle,2006,59.09,sysselsatte_kjonn_land,prosent
02,1,0,2006,71.16,sysselsatte_kjonn_land,prosent
02,1,1,2006,76.39,sysselsatte_kjonn_land,prosent
02,1,alle,2006,73.82,sysselsatte_kjonn_land,prosent
02,2,0,2006,53.91,sysselsatte_kjonn_land,prosent
02,2,1,2006,64.39,sysselsatte_kjonn_land,prosent
02,2,alle,2006,58.86,sysselsatte_kjonn_land,prosent
02,alle,0,2006,63.44,sysselsatte_kjonn_land,prosent
02,alle,1,2006,71.43,sysselsatte_kjonn_land,prosent
02,alle,alle,2006,67.38,sysselsatte_kjonn_land,prosent
03,1,0,2006,71.56,sysselsatte_kjonn_land,prosent
03,1,1,2006,75.09,sysselsatte_kjonn_land,prosent
03,1,alle,2006,73.38,sysselsatte_kjonn_land,prosent
03,2,0,2006,47.44,sysselsatte_kjonn_land,prosent
03,2,1,2006,59.72,sysselsatte_kjonn_land,prosent
03,2,alle,2006,53.68,sysselsatte_kjonn_land,prosent
03,alle,0,2006,56.48,sysselsatte_kjonn_land,prosent
03,alle,1,2006,65.57,sysselsatte_kjonn_land,prosent
03,alle,alle,2006,61.13,sysselsatte_kjonn_land,prosent
04,1,0,2006,64.42,sysselsatte_kjonn_land,prosent
04,1,1,2006,70.25,sysselsatte_kjonn_land,prosent
04,1,alle,2006,67.30,sysselsatte_kjonn_land,prosent
04,2,0,2006,47.20,sysselsatte_kjonn_land,prosent
04,2,1,2006,52.48,sysselsatte_kjonn_land,prosent
04,2,alle,2006,49.62,sysselsatte_kjonn_land,prosent
04,alle,0,2006,57.37,sysselsatte_kjonn_land,prosent
04,alle,1,2006,63.57,sysselsatte_kjonn_land,prosent
04,alle,alle,2006,60.35,sysselsatte_kjonn_land,prosent
05,1,0,2006,67.68,sysselsatte_kjonn_land,prosent
05,1,1,2006,73.86,sysselsatte_kjonn_land,prosent
05,1,alle,2006,70.75,sysselsatte_kjonn_land,prosent
05,2,0,2006,50.74,sysselsatte_kjonn_land,prosent
05,2,1,2006,54.52,sysselsatte_kjonn_land,prosent
05,2,alle,2006,52.53,sysselsatte_kjonn_land,prosent
05,alle,0,2006,60.10,sysselsatte_kjonn_land,prosent
05,alle,1,2006,65.63,sysselsatte_kjonn_land,prosent
05,alle,alle,2006,62.79,sysselsatte_kjonn_land,prosent
06,1,0,2006,68.97,sysselsatte_kjonn_land,prosent
06,1,1,2006,76.24,sysselsatte_kjonn_land,prosent
06,1,alle,2006,72.70,sysselsatte_kjonn_land,prosent
06,2,0,2006,50.09,sysselsatte_kjonn_land,prosent
06,2,1,2006,60.54,sysselsatte_kjonn_land,prosent
06,2,alle,2006,55.06,sysselsatte_kjonn_land,prosent
06,alle,0,2006,59.13,sysselsatte_kjonn_land,prosent
06,alle,1,2006,68.65,sysselsatte_kjonn_land,prosent
06,alle,alle,2006,63.84,sysselsatte_kjonn_land,prosent
07,1,0,2006,65.19,sysselsatte_kjonn_land,prosent
07,1,1,2006,72.99,sysselsatte_kjonn_land,prosent
07,1,alle,2006,69.20,sysselsatte_kjonn_land,prosent
07,2,0,2006,51.39,sysselsatte_kjonn_land,prosent
07,2,1,2006,57.08,sysselsatte_kjonn_land,prosent
07,2,alle,2006,54.03,sysselsatte_kjonn_land,prosent
07,alle,0,2006,59.24,sysselsatte_kjonn_land,prosent
07,alle,1,2006,66.91,sysselsatte_kjonn_land,prosent
07,alle,alle,2006,63.03,sysselsatte_kjonn_land,prosent
08,1,0,2006,64.58,sysselsatte_kjonn_land,prosent
08,1,1,2006,70.67,sysselsatte_kjonn_land,prosent
08,1,alle,2006,67.71,sysselsatte_kjonn_land,prosent
08,2,0,2006,46.09,sysselsatte_kjonn_land,prosent
08,2,1,2006,50.25,sysselsatte_kjonn_land,prosent
08,2,alle,2006,48.07,sysselsatte_kjonn_land,prosent
08,alle,0,2006,55.42,sysselsatte_kjonn_land,prosent
08,alle,1,2006,61.35,sysselsatte_kjonn_land,prosent
08,alle,alle,2006,58.36,sysselsatte_kjonn_land,prosent
09,1,0,2006,65.37,sysselsatte_kjonn_land,prosent
09,1,1,2006,70.57,sysselsatte_kjonn_land,prosent
09,1,alle,2006,68.03,sysselsatte_kjonn_land,prosent
09,2,0,2006,44.78,sysselsatte_kjonn_land,prosent
09,2,1,2006,53.61,sysselsatte_kjonn_land,prosent
09,2,alle,2006,48.93,sysselsatte_kjonn_land,prosent
09,alle,0,2006,57.43,sysselsatte_kjonn_land,prosent
09,alle,1,2006,64.70,sysselsatte_kjonn_land,prosent
09,alle,alle,2006,61.05,sysselsatte_kjonn_land,prosent
10,1,0,2006,66.14,sysselsatte_kjonn_land,prosent
10,1,1,2006,73.70,sysselsatte_kjonn_land,prosent
10,1,alle,2006,70.08,sysselsatte_kjonn_land,prosent
10,2,0,2006,48.78,sysselsatte_kjonn_land,prosent
10,2,1,2006,57.41,sysselsatte_kjonn_land,prosent
10,2,alle,2006,52.97,sysselsatte_kjonn_land,prosent
10,alle,0,2006,58.12,sysselsatte_kjonn_land,prosent
10,alle,1,2006,66.75,sysselsatte_kjonn_land,prosent
10,alle,alle,2006,62.48,sysselsatte_kjonn_land,prosent
11,1,0,2006,66.25,sysselsatte_kjonn_land,prosent
11,1,1,2006,76.27,sysselsatte_kjonn_land,prosent
11,1,alle,2006,71.92,sysselsatte_kjonn_land,prosent
11,2,0,2006,52.85,sysselsatte_kjonn_land,prosent
11,2,1,2006,64.16,sysselsatte_kjonn_land,prosent
11,2,alle,2006,58.26,sysselsatte_kjonn_land,prosent
11,alle,0,2006,59.58,sysselsatte_kjonn_land,prosent
11,alle,1,2006,71.30,sysselsatte_kjonn_land,prosent
11,alle,alle,2006,65.75,sysselsatte_kjonn_land,prosent
12,1,0,2006,67.96,sysselsatte_kjonn_land,prosent
12,1,1,2006,75.58,sysselsatte_kjonn_land,prosent
12,1,alle,2006,72.09,sysselsatte_kjonn_land,prosent
12,2,0,2006,51.04,sysselsatte_kjonn_land,prosent
12,2,1,2006,59.49,sysselsatte_kjonn_land,prosent
12,2,alle,2006,55.10,sysselsatte_kjonn_land,prosent
12,alle,0,2006,59.29,sysselsatte_kjonn_land,prosent
12,alle,1,2006,68.33,sysselsatte_kjonn_land,prosent
12,alle,alle,2006,63.92,sysselsatte_kjonn_land,prosent
14,1,0,2006,70.66,sysselsatte_kjonn_land,prosent
14,1,1,2006,76.41,sysselsatte_kjonn_land,prosent
14,1,alle,2006,73.73,sysselsatte_kjonn_land,prosent
14,2,0,2006,53.93,sysselsatte_kjonn_land,prosent
14,2,1,2006,57.22,sysselsatte_kjonn_land,prosent
14,2,alle,2006,55.42,sysselsatte_kjonn_land,prosent
14,alle,0,2006,62.44,sysselsatte_kjonn_land,prosent
14,alle,1,2006,68.50,sysselsatte_kjonn_land,prosent
14,alle,alle,2006,65.46,sysselsatte_kjonn_land,prosent
15,1,0,2006,67.12,sysselsatte_kjonn_land,prosent
15,1,1,2006,75.99,sysselsatte_kjonn_land,prosent
15,1,alle,2006,71.90,sysselsatte_kjonn_land,prosent
15,2,0,2006,55.80,sysselsatte_kjonn_land,prosent
15,2,1,2006,59.90,sysselsatte_kjonn_land,prosent
15,2,alle,2006,57.56,sysselsatte_kjonn_land,prosent
15,alle,0,2006,61.22,sysselsatte_kjonn_land,prosent
15,alle,1,2006,69.37,sysselsatte_kjonn_land,prosent
15,alle,alle,2006,65.19,sysselsatte_kjonn_land,prosent
16,1,0,2006,68.28,sysselsatte_kjonn_land,prosent
16,1,1,2006,73.64,sysselsatte_kjonn_land,prosent
16,1,alle,2006,71.17,sysselsatte_kjonn_land,prosent
16,2,0,2006,50.51,sysselsatte_kjonn_land,prosent
16,2,1,2006,55.57,sysselsatte_kjonn_land,prosent
16,2,alle,2006,52.94,sysselsatte_kjonn_land,prosent
16,alle,0,2006,59.06,sysselsatte_kjonn_land,prosent
16,alle,1,2006,65.31,sysselsatte_kjonn_land,prosent
16,alle,alle,2006,62.25,sysselsatte_kjonn_land,prosent
17,1,0,2006,62.72,sysselsatte_kjonn_land,prosent
17,1,1,2006,71.60,sysselsatte_kjonn_land,prosent
17,1,alle,2006,67.35,sysselsatte_kjonn_land,prosent
17,2,0,2006,43.22,sysselsatte_kjonn_land,prosent
17,2,1,2006,49.67,sysselsatte_kjonn_land,prosent
17,2,alle,2006,46.12,sysselsatte_kjonn_land,prosent
17,alle,0,2006,53.64,sysselsatte_kjonn_land,prosent
17,alle,1,2006,62.91,sysselsatte_kjonn_land,prosent
17,alle,alle,2006,58.19,sysselsatte_kjonn_land,prosent
18,1,0,2006,67.77,sysselsatte_kjonn_land,prosent
18,1,1,2006,66.31,sysselsatte_kjonn_land,prosent
18,1,alle,2006,67.00,sysselsatte_kjonn_land,prosent
18,2,0,2006,50.59,sysselsatte_kjonn_land,prosent
18,2,1,2006,51.76,sysselsatte_kjonn_land,prosent
18,2,alle,2006,51.13,sysselsatte_kjonn_land,prosent
18,alle,0,2006,59.40,sysselsatte_kjonn_land,prosent
18,alle,1,2006,60.12,sysselsatte_kjonn_land,prosent
18,alle,alle,2006,59.76,sysselsatte_kjonn_land,prosent
19,1,0,2006,71.83,sysselsatte_kjonn_land,prosent
19,1,1,2006,74.24,sysselsatte_kjonn_land,prosent
19,1,alle,2006,73.05,sysselsatte_kjonn_land,prosent
19,2,0,2006,56.82,sysselsatte_kjonn_land,prosent
19,2,1,2006,59.17,sysselsatte_kjonn_land,prosent
19,2,alle,2006,57.90,sysselsatte_kjonn_land,prosent
19,alle,0,2006,65.34,sysselsatte_kjonn_land,prosent
19,alle,1,2006,68.44,sysselsatte_kjonn_land,prosent
19,alle,alle,2006,66.85,sysselsatte_kjonn_land,prosent
20,1,0,2006,69.54,sysselsatte_kjonn_land,prosent
20,1,1,2006,71.13,sysselsatte_kjonn_land,prosent
20,1,alle,2006,70.29,sysselsatte_kjonn_land,prosent
20,2,0,2006,65.21,sysselsatte_kjonn_land,prosent
20,2,1,2006,63.31,sysselsatte_kjonn_land,prosent
20,2,alle,2006,64.45,sysselsatte_kjonn_land,prosent
20,alle,0,2006,67.69,sysselsatte_kjonn_land,prosent
20,alle,1,2006,68.30,sysselsatte_kjonn_land,prosent
20,alle,alle,2006,67.96,sysselsatte_kjonn_land,prosent
alle,1,0,2006,68.46,sysselsatte_kjonn_land,prosent
alle,1,1,2006,74.38,sysselsatte_kjonn_land,prosent
alle,1,alle,2006,71.55,sysselsatte_kjonn_land,prosent
alle,2,0,2006,49.86,sysselsatte_kjonn_land,prosent
alle,2,1,2006,59.07,sysselsatte_kjonn_land,prosent
alle,2,alle,2006,54.32,sysselsatte_kjonn_land,prosent
alle,alle,0,2006,58.88,sysselsatte_kjonn_land,prosent
alle,alle,1,2006,67.06,sysselsatte_kjonn_land,prosent
alle,alle,alle,2006,62.99,sysselsatte_kjonn_land,prosent
01,1,0,2007,65.47,sysselsatte_kjonn_land,prosent
01,1,1,2007,73.61,sysselsatte_kjonn_land,prosent
01,1,alle,2007,69.83,sysselsatte_kjonn_land,prosent
01,2,0,2007,47.86,sysselsatte_kjonn_land,prosent
01,2,1,2007,55.93,sysselsatte_kjonn_land,prosent
01,2,alle,2007,51.74,sysselsatte_kjonn_land,prosent
01,alle,0,2007,56.78,sysselsatte_kjonn_land,prosent
01,alle,1,2007,65.85,sysselsatte_kjonn_land,prosent
01,alle,alle,2007,61.41,sysselsatte_kjonn_land,prosent
02,1,0,2007,72.27,sysselsatte_kjonn_land,prosent
02,1,1,2007,77.77,sysselsatte_kjonn_land,prosent
02,1,alle,2007,75.14,sysselsatte_kjonn_land,prosent
02,2,0,2007,56.71,sysselsatte_kjonn_land,prosent
02,2,1,2007,66.72,sysselsatte_kjonn_land,prosent
02,2,alle,2007,61.42,sysselsatte_kjonn_land,prosent
02,alle,0,2007,65.12,sysselsatte_kjonn_land,prosent
02,alle,1,2007,73.25,sysselsatte_kjonn_land,prosent
02,alle,alle,2007,69.18,sysselsatte_kjonn_land,prosent
03,1,0,2007,73.14,sysselsatte_kjonn_land,prosent
03,1,1,2007,77.02,sysselsatte_kjonn_land,prosent
03,1,alle,2007,75.20,sysselsatte_kjonn_land,prosent
03,2,0,2007,50.84,sysselsatte_kjonn_land,prosent
03,2,1,2007,62.35,sysselsatte_kjonn_land,prosent
03,2,alle,2007,56.67,sysselsatte_kjonn_land,prosent
03,alle,0,2007,59.14,sysselsatte_kjonn_land,prosent
03,alle,1,2007,68.15,sysselsatte_kjonn_land,prosent
03,alle,alle,2007,63.79,sysselsatte_kjonn_land,prosent
04,1,0,2007,65.70,sysselsatte_kjonn_land,prosent
04,1,1,2007,72.95,sysselsatte_kjonn_land,prosent
04,1,alle,2007,69.36,sysselsatte_kjonn_land,prosent
04,2,0,2007,49.28,sysselsatte_kjonn_land,prosent
04,2,1,2007,54.60,sysselsatte_kjonn_land,prosent
04,2,alle,2007,51.71,sysselsatte_kjonn_land,prosent
04,alle,0,2007,58.85,sysselsatte_kjonn_land,prosent
04,alle,1,2007,66.15,sysselsatte_kjonn_land,prosent
04,alle,alle,2007,62.39,sysselsatte_kjonn_land,prosent
05,1,0,2007,68.37,sysselsatte_kjonn_land,prosent
05,1,1,2007,75.51,sysselsatte_kjonn_land,prosent
05,1,alle,2007,72.03,sysselsatte_kjonn_land,prosent
05,2,0,2007,53.15,sysselsatte_kjonn_land,prosent
05,2,1,2007,57.02,sysselsatte_kjonn_land,prosent
05,2,alle,2007,55.00,sysselsatte_kjonn_land,prosent
05,alle,0,2007,61.53,sysselsatte_kjonn_land,prosent
05,alle,1,2007,67.85,sysselsatte_kjonn_land,prosent
05,alle,alle,2007,64.68,sysselsatte_kjonn_land,prosent
06,1,0,2007,70.77,sysselsatte_kjonn_land,prosent
06,1,1,2007,78.23,sysselsatte_kjonn_land,prosent
06,1,alle,2007,74.77,sysselsatte_kjonn_land,prosent
06,2,0,2007,53.17,sysselsatte_kjonn_land,prosent
06,2,1,2007,63.43,sysselsatte_kjonn_land,prosent
06,2,alle,2007,58.03,sysselsatte_kjonn_land,prosent
06,alle,0,2007,61.53,sysselsatte_kjonn_land,prosent
06,alle,1,2007,71.39,sysselsatte_kjonn_land,prosent
06,alle,alle,2007,66.51,sysselsatte_kjonn_land,prosent
07,1,0,2007,67.45,sysselsatte_kjonn_land,prosent
07,1,1,2007,74.97,sysselsatte_kjonn_land,prosent
07,1,alle,2007,71.46,sysselsatte_kjonn_land,prosent
07,2,0,2007,54.70,sysselsatte_kjonn_land,prosent
07,2,1,2007,61.30,sysselsatte_kjonn_land,prosent
