fylke_nr,vreg_3,kjonn,aar,tabellvariabel,tabellnavn,enhet
12,alle,1,2008,16556,sysselsatte_kjonn_land,personer
12,alle,alle,2008,29741,sysselsatte_kjonn_land,personer
14,1,0,2008,1194,sysselsatte_kjonn_land,personer
14,1,1,2008,1706,sysselsatte_kjonn_land,personer
14,1,alle,2008,2900,sysselsatte_kjonn_land,personer
14,2,0,2008,852,sysselsatte_kjonn_land,personer
14,2,1,2008,737,sysselsatte_kjonn_land,personer
14,2,alle,2008,1589,sysselsatte_kjonn_land,personer
14,alle,0,2008,2046,sysselsatte_kjonn_land,personer
14,alle,1,2008,2443,sysselsatte_kjonn_land,personer
14,alle,alle,2008,4489,sysselsatte_kjonn_land,personer
15,1,0,2008,2806,sysselsatte_kjonn_land,personer
15,1,1,2008,4439,sysselsatte_kjonn_land,personer
15,1,alle,2008,7245,sysselsatte_kjonn_land,personer
15,2,0,2008,2464,sysselsatte_kjonn_land,personer
15,2,1,2008,1881,sysselsatte_kjonn_land,personer
15,2,alle,2008,4345,sysselsatte_kjonn_land,personer
15,alle,0,2008,5270,sysselsatte_kjonn_land,personer
15,alle,1,2008,6320,sysselsatte_kjonn_land,personer
15,alle,alle,2008,11590,sysselsatte_kjonn_land,personer
16,1,0,2008,3679,sysselsatte_kjonn_land,personer
16,1,1,2008,5221,sysselsatte_kjonn_land,personer
16,1,alle,2008,8900,sysselsatte_kjonn_land,personer
16,2,0,2008,3070,sysselsatte_kjonn_land,personer
16,2,1,2008,3107,sysselsatte_kjonn_land,personer
16,2,alle,2008,6177,sysselsatte_kjonn_land,personer
16,alle,0,2008,6749,sysselsatte_kjonn_land,personer
16,alle,1,2008,8328,sysselsatte_kjonn_land,personer
16,alle,alle,2008,15077,sysselsatte_kjonn_land,personer
17,1,0,2008,1111,sysselsatte_kjonn_land,personer
17,1,1,2008,1647,sysselsatte_kjonn_land,personer
17,1,alle,2008,2758,sysselsatte_kjonn_land,personer
17,2,0,2008,755,sysselsatte_kjonn_land,personer
17,2,1,2008,648,sysselsatte_kjonn_land,personer
17,2,alle,2008,1403,sysselsatte_kjonn_land,personer
17,alle,0,2008,1866,sysselsatte_kjonn_land,personer
17,alle,1,2008,2295,sysselsatte_kjonn_land,personer
17,alle,alle,2008,4161,sysselsatte_kjonn_land,personer
18,1,0,2008,2300,sysselsatte_kjonn_land,personer
18,1,1,2008,2761,sysselsatte_kjonn_land,personer
18,1,alle,2008,5061,sysselsatte_kjonn_land,personer
18,2,0,2008,1782,sysselsatte_kjonn_land,personer
18,2,1,2008,1506,sysselsatte_kjonn_land,personer
18,2,alle,2008,3288,sysselsatte_kjonn_land,personer
18,alle,0,2008,4082,sysselsatte_kjonn_land,personer
18,alle,1,2008,4267,sysselsatte_kjonn_land,personer
18,alle,alle,2008,8349,sysselsatte_kjonn_land,personer
19,1,0,2008,2230,sysselsatte_kjonn_land,personer
19,1,1,2008,2533,sysselsatte_kjonn_land,personer
19,1,alle,2008,4763,sysselsatte_kjonn_land,personer
19,2,0,2008,1436,sysselsatte_kjonn_land,personer
19,2,1,2008,1236,sysselsatte_kjonn_land,personer
19,2,alle,2008,2672,sysselsatte_kjonn_land,personer
19,alle,0,2008,3666,sysselsatte_kjonn_land,personer
19,alle,1,2008,3769,sysselsatte_kjonn_land,personer
19,alle,alle,2008,7435,sysselsatte_kjonn_land,personer
20,1,0,2008,1382,sysselsatte_kjonn_land,personer
20,1,1,2008,1406,sysselsatte_kjonn_land,personer
20,1,alle,2008,2788,sysselsatte_kjonn_land,personer
20,2,0,2008,1024,sysselsatte_kjonn_land,personer
20,2,1,2008,668,sysselsatte_kjonn_land,personer
20,2,alle,2008,1692,sysselsatte_kjonn_land,personer
20,alle,0,2008,2406,sysselsatte_kjonn_land,personer
20,alle,1,2008,2074,sysselsatte_kjonn_land,personer
20,alle,alle,2008,4480,sysselsatte_kjonn_land,personer
alle,1,0,2008,91881,sysselsatte_kjonn_land,personer
alle,1,1,2008,121330,sysselsatte_kjonn_land,personer
alle,1,alle,2008,213211,sysselsatte_kjonn_land,personer
alle,2,0,2008,76825,sysselsatte_kjonn_land,personer
alle,2,1,2008,81252,sysselsatte_kjonn_land,personer
alle,2,alle,2008,158077,sysselsatte_kjonn_land,personer
alle,alle,0,2008,168706,sysselsatte_kjonn_land,personer
alle,alle,1,2008,202582,sysselsatte_kjonn_land,personer
alle,alle,alle,2008,371288,sysselsatte_kjonn_land,personer
01,1,0,2009,5261,sysselsatte_kjonn_land,personer
01,1,1,2009,6828,sysselsatte_kjonn_land,personer
01,1,alle,2009,12089,sysselsatte_kjonn_land,personer
01,2,0,2009,3849,sysselsatte_kjonn_land,personer
01,2,1,2009,3864,sysselsatte_kjonn_land,personer
01,2,alle,2009,7713,sysselsatte_kjonn_land,personer
01,alle,0,2009,9110,sysselsatte_kjonn_land,personer
01,alle,1,2009,10692,sysselsatte_kjonn_land,personer
01,alle,alle,2009,19802,sysselsatte_kjonn_land,personer
02,1,0,2009,14688,sysselsatte_kjonn_land,personer
02,1,1,2009,17777,sysselsatte_kjonn_land,personer
02,1,alle,2009,32465,sysselsatte_kjonn_land,personer
02,2,0,2009,10409,sysselsatte_kjonn_land,personer
02,2,1,2009,10586,sysselsatte_kjonn_land,personer
02,2,alle,2009,20995,sysselsatte_kjonn_land,personer
02,alle,0,2009,25097,sysselsatte_kjonn_land,personer
02,alle,1,2009,28363,sysselsatte_kjonn_land,personer
02,alle,alle,2009,53460,sysselsatte_kjonn_land,personer
03,1,0,2009,20646,sysselsatte_kjonn_land,personer
03,1,1,2009,24828,sysselsatte_kjonn_land,personer
03,1,alle,2009,45474,sysselsatte_kjonn_land,personer
03,2,0,2009,23598,sysselsatte_kjonn_land,personer
03,2,1,2009,28038,sysselsatte_kjonn_land,personer
03,2,alle,2009,51636,sysselsatte_kjonn_land,personer
03,alle,0,2009,44244,sysselsatte_kjonn_land,personer
03,alle,1,2009,52866,sysselsatte_kjonn_land,personer
03,alle,alle,2009,97110,sysselsatte_kjonn_land,personer
04,1,0,2009,2684,sysselsatte_kjonn_land,personer
04,1,1,2009,3001,sysselsatte_kjonn_land,personer
04,1,alle,2009,5685,sysselsatte_kjonn_land,personer
04,2,0,2009,1465,sysselsatte_kjonn_land,personer
04,2,1,2009,1250,sysselsatte_kjonn_land,personer
04,2,alle,2009,2715,sysselsatte_kjonn_land,personer
04,alle,0,2009,4149,sysselsatte_kjonn_land,personer
04,alle,1,2009,4251,sysselsatte_kjonn_land,personer
04,alle,alle,2009,8400,sysselsatte_kjonn_land,personer
05,1,0,2009,2322,sysselsatte_kjonn_land,personer
05,1,1,2009,2755,sysselsatte_kjonn_land,personer
05,1,alle,2009,5077,sysselsatte_kjonn_land,personer
05,2,0,2009,1431,sysselsatte_kjonn_land,personer
05,2,1,2009,1362,sysselsatte_kjonn_land,personer
05,2,alle,2009,2793,sysselsatte_kjonn_land,personer
05,alle,0,2009,3753,sysselsatte_kjonn_land,personer
05,alle,1,2009,4117,sysselsatte_kjonn_land,personer
05,alle,alle,2009,7870,sysselsatte_kjonn_land,personer
06,1,0,2009,5458,sysselsatte_kjonn_land,personer
06,1,1,2009,7060,sysselsatte_kjonn_land,personer
06,1,alle,2009,12518,sysselsatte_kjonn_land,personer
06,2,0,2009,4501,sysselsatte_kjonn_land,personer
06,2,1,2009,4536,sysselsatte_kjonn_land,personer
06,2,alle,2009,9037,sysselsatte_kjonn_land,personer
06,alle,0,2009,9959,sysselsatte_kjonn_land,personer
06,alle,1,2009,11596,sysselsatte_kjonn_land,personer
06,alle,alle,2009,21555,sysselsatte_kjonn_land,personer
07,1,0,2009,4875,sysselsatte_kjonn_land,personer
07,1,1,2009,6026,sysselsatte_kjonn_land,personer
07,1,alle,2009,10901,sysselsatte_kjonn_land,personer
07,2,0,2009,2959,sysselsatte_kjonn_land,personer
07,2,1,2009,2693,sysselsatte_kjonn_land,personer
07,2,alle,2009,5652,sysselsatte_kjonn_land,personer
07,alle,0,2009,7834,sysselsatte_kjonn_land,personer
07,alle,1,2009,8719,sysselsatte_kjonn_land,personer
07,alle,alle,2009,16553,sysselsatte_kjonn_land,personer
08,1,0,2009,2560,sysselsatte_kjonn_land,personer
08,1,1,2009,3076,sysselsatte_kjonn_land,personer
08,1,alle,2009,5636,sysselsatte_kjonn_land,personer
08,2,0,2009,2032,sysselsatte_kjonn_land,personer
08,2,1,2009,1783,sysselsatte_kjonn_land,personer
08,2,alle,2009,3815,sysselsatte_kjonn_land,personer
08,alle,0,2009,4592,sysselsatte_kjonn_land,personer
08,alle,1,2009,4859,sysselsatte_kjonn_land,personer
08,alle,alle,2009,9451,sysselsatte_kjonn_land,personer
09,1,0,2009,2162,sysselsatte_kjonn_land,personer
09,1,1,2009,2694,sysselsatte_kjonn_land,personer
09,1,alle,2009,4856,sysselsatte_kjonn_land,personer
09,2,0,2009,1079,sysselsatte_kjonn_land,personer
09,2,1,2009,1053,sysselsatte_kjonn_land,personer
09,2,alle,2009,2132,sysselsatte_kjonn_land,personer
09,alle,0,2009,3241,sysselsatte_kjonn_land,personer
09,alle,1,2009,3747,sysselsatte_kjonn_land,personer
09,alle,alle,2009,6988,sysselsatte_kjonn_land,personer
10,1,0,2009,3689,sysselsatte_kjonn_land,personer
10,1,1,2009,4828,sysselsatte_kjonn_land,personer
10,1,alle,2009,8517,sysselsatte_kjonn_land,personer
10,2,0,2009,2632,sysselsatte_kjonn_land,personer
10,2,1,2009,2707,sysselsatte_kjonn_land,personer
10,2,alle,2009,5339,sysselsatte_kjonn_land,personer
10,alle,0,2009,6321,sysselsatte_kjonn_land,personer
10,alle,1,2009,7535,sysselsatte_kjonn_land,personer
10,alle,alle,2009,13856,sysselsatte_kjonn_land,personer
11,1,0,2009,8483,sysselsatte_kjonn_land,personer
11,1,1,2009,13786,sysselsatte_kjonn_land,personer
11,1,alle,2009,22269,sysselsatte_kjonn_land,personer
11,2,0,2009,6630,sysselsatte_kjonn_land,personer
11,2,1,2009,7096,sysselsatte_kjonn_land,personer
11,2,alle,2009,13726,sysselsatte_kjonn_land,personer
11,alle,0,2009,15113,sysselsatte_kjonn_land,personer
11,alle,1,2009,20882,sysselsatte_kjonn_land,personer
11,alle,alle,2009,35995,sysselsatte_kjonn_land,personer
12,1,0,2009,7763,sysselsatte_kjonn_land,personer
12,1,1,2009,11175,sysselsatte_kjonn_land,personer
12,1,alle,2009,18938,sysselsatte_kjonn_land,personer
12,2,0,2009,6318,sysselsatte_kjonn_land,personer
12,2,1,2009,6124,sysselsatte_kjonn_land,personer
12,2,alle,2009,12442,sysselsatte_kjonn_land,personer
12,alle,0,2009,14081,sysselsatte_kjonn_land,personer
12,alle,1,2009,17299,sysselsatte_kjonn_land,personer
12,alle,alle,2009,31380,sysselsatte_kjonn_land,personer
14,1,0,2009,1335,sysselsatte_kjonn_land,personer
14,1,1,2009,2026,sysselsatte_kjonn_land,personer
14,1,alle,2009,3361,sysselsatte_kjonn_land,personer
14,2,0,2009,833,sysselsatte_kjonn_land,personer
14,2,1,2009,684,sysselsatte_kjonn_land,personer
14,2,alle,2009,1517,sysselsatte_kjonn_land,personer
14,alle,0,2009,2168,sysselsatte_kjonn_land,personer
14,alle,1,2009,2710,sysselsatte_kjonn_land,personer
14,alle,alle,2009,4878,sysselsatte_kjonn_land,personer
15,1,0,2009,3066,sysselsatte_kjonn_land,personer
15,1,1,2009,5114,sysselsatte_kjonn_land,personer
15,1,alle,2009,8180,sysselsatte_kjonn_land,personer
15,2,0,2009,2593,sysselsatte_kjonn_land,personer
15,2,1,2009,1893,sysselsatte_kjonn_land,personer
15,2,alle,2009,4486,sysselsatte_kjonn_land,personer
15,alle,0,2009,5659,sysselsatte_kjonn_land,personer
15,alle,1,2009,7007,sysselsatte_kjonn_land,personer
15,alle,alle,2009,12666,sysselsatte_kjonn_land,personer
16,1,0,2009,3908,sysselsatte_kjonn_land,personer
16,1,1,2009,5339,sysselsatte_kjonn_land,personer
16,1,alle,2009,9247,sysselsatte_kjonn_land,personer
16,2,0,2009,3220,sysselsatte_kjonn_land,personer
16,2,1,2009,3331,sysselsatte_kjonn_land,personer
16,2,alle,2009,6551,sysselsatte_kjonn_land,personer
16,alle,0,2009,7128,sysselsatte_kjonn_land,personer
16,alle,1,2009,8670,sysselsatte_kjonn_land,personer
16,alle,alle,2009,15798,sysselsatte_kjonn_land,personer
17,1,0,2009,1148,sysselsatte_kjonn_land,personer
17,1,1,2009,1632,sysselsatte_kjonn_land,personer
17,1,alle,2009,2780,sysselsatte_kjonn_land,personer
17,2,0,2009,786,sysselsatte_kjonn_land,personer
17,2,1,2009,618,sysselsatte_kjonn_land,personer
17,2,alle,2009,1404,sysselsatte_kjonn_land,personer
17,alle,0,2009,1934,sysselsatte_kjonn_land,personer
17,alle,1,2009,2250,sysselsatte_kjonn_land,personer
17,alle,alle,2009,4184,sysselsatte_kjonn_land,personer
18,1,0,2009,2403,sysselsatte_kjonn_land,personer
18,1,1,2009,2981,sysselsatte_kjonn_land,personer
18,1,alle,2009,5384,sysselsatte_kjonn_land,personer
18,2,0,2009,1901,sysselsatte_kjonn_land,personer
18,2,1,2009,1555,sysselsatte_kjonn_land,personer
18,2,alle,2009,3456,sysselsatte_kjonn_land,personer
18,alle,0,2009,4304,sysselsatte_kjonn_land,personer
18,alle,1,2009,4536,sysselsatte_kjonn_land,personer
18,alle,alle,2009,8840,sysselsatte_kjonn_land,personer
19,1,0,2009,2295,sysselsatte_kjonn_land,personer
19,1,1,2009,2612,sysselsatte_kjonn_land,personer
19,1,alle,2009,4907,sysselsatte_kjonn_land,personer
19,2,0,2009,1524,sysselsatte_kjonn_land,personer
19,2,1,2009,1270,sysselsatte_kjonn_land,personer
19,2,alle,2009,2794,sysselsatte_kjonn_land,personer
19,alle,0,2009,3819,sysselsatte_kjonn_land,personer
19,alle,1,2009,3882,sysselsatte_kjonn_land,personer
19,alle,alle,2009,7701,sysselsatte_kjonn_land,personer
20,1,0,2009,1426,sysselsatte_kjonn_land,personer
20,1,1,2009,1470,sysselsatte_kjonn_land,personer
20,1,alle,2009,2896,sysselsatte_kjonn_land,personer
20,2,0,2009,1064,sysselsatte_kjonn_land,personer
20,2,1,2009,726,sysselsatte_kjonn_land,personer
20,2,alle,2009,1790,sysselsatte_kjonn_land,personer
20,alle,0,2009,2490,sysselsatte_kjonn_land,personer
20,alle,1,2009,2196,sysselsatte_kjonn_land,personer
20,alle,alle,2009,4686,sysselsatte_kjonn_land,personer
alle,1,0,2009,96172,sysselsatte_kjonn_land,personer
alle,1,1,2009,125008,sysselsatte_kjonn_land,personer
alle,1,alle,2009,221180,sysselsatte_kjonn_land,personer
alle,2,0,2009,78824,sysselsatte_kjonn_land,personer
alle,2,1,2009,81169,sysselsatte_kjonn_land,personer
alle,2,alle,2009,159993,sysselsatte_kjonn_land,personer
alle,alle,0,2009,174996,sysselsatte_kjonn_land,personer
alle,alle,1,2009,206177,sysselsatte_kjonn_land,personer
alle,alle,alle,2009,381173,sysselsatte_kjonn_land,personer
01,1,0,2010,7568,sysselsatte_kjonn_land,personer
01,1,1,2010,9526,sysselsatte_kjonn_land,personer
01,1,alle,2010,17094,sysselsatte_kjonn_land,personer
01,2,0,2010,4152,sysselsatte_kjonn_land,personer
01,2,1,2010,4204,sysselsatte_kjonn_land,personer
01,2,alle,2010,8356,sysselsatte_kjonn_land,personer
01,alle,0,2010,11720,sysselsatte_kjonn_land,personer
01,alle,1,2010,13730,sysselsatte_kjonn_land,personer
01,alle,alle,2010,25450,sysselsatte_kjonn_land,personer
02,1,0,2010,18922,sysselsatte_kjonn_land,personer
02,1,1,2010,22908,sysselsatte_kjonn_land,personer
02,1,alle,2010,41830,sysselsatte_kjonn_land,personer
02,2,0,2010,11311,sysselsatte_kjonn_land,personer
02,2,1,2010,11325,sysselsatte_kjonn_land,personer
02,2,alle,2010,22636,sysselsatte_kjonn_land,personer
02,alle,0,2010,30233,sysselsatte_kjonn_land,personer
02,alle,1,2010,34233,sysselsatte_kjonn_land,personer
02,alle,alle,2010,64466,sysselsatte_kjonn_land,personer
03,1,0,2010,26625,sysselsatte_kjonn_land,personer
03,1,1,2010,31315,sysselsatte_kjonn_land,personer
03,1,alle,2010,57940,sysselsatte_kjonn_land,personer
03,2,0,2010,25284,sysselsatte_kjonn_land,personer
03,2,1,2010,29702,sysselsatte_kjonn_land,personer
03,2,alle,2010,54986,sysselsatte_kjonn_land,personer
03,alle,0,2010,51909,sysselsatte_kjonn_land,personer
03,alle,1,2010,61017,sysselsatte_kjonn_land,personer
03,alle,alle,2010,112926,sysselsatte_kjonn_land,personer
04,1,0,2010,3601,sysselsatte_kjonn_land,personer
04,1,1,2010,4121,sysselsatte_kjonn_land,personer
04,1,alle,2010,7722,sysselsatte_kjonn_land,personer
04,2,0,2010,1577,sysselsatte_kjonn_land,personer
04,2,1,2010,1325,sysselsatte_kjonn_land,personer
04,2,alle,2010,2902,sysselsatte_kjonn_land,personer
04,alle,0,2010,5178,sysselsatte_kjonn_land,personer
04,alle,1,2010,5446,sysselsatte_kjonn_land,personer
04,alle,alle,2010,10624,sysselsatte_kjonn_land,personer
05,1,0,2010,3173,sysselsatte_kjonn_land,personer
05,1,1,2010,3777,sysselsatte_kjonn_land,personer
05,1,alle,2010,6950,sysselsatte_kjonn_land,personer
05,2,0,2010,1612,sysselsatte_kjonn_land,personer
05,2,1,2010,1477,sysselsatte_kjonn_land,personer
05,2,alle,2010,3089,sysselsatte_kjonn_land,personer
05,alle,0,2010,4785,sysselsatte_kjonn_land,personer
05,alle,1,2010,5254,sysselsatte_kjonn_land,personer
05,alle,alle,2010,10039,sysselsatte_kjonn_land,personer
06,1,0,2010,7309,sysselsatte_kjonn_land,personer
06,1,1,2010,9304,sysselsatte_kjonn_land,personer
06,1,alle,2010,16613,sysselsatte_kjonn_land,personer
06,2,0,2010,4801,sysselsatte_kjonn_land,personer
06,2,1,2010,4779,sysselsatte_kjonn_land,personer
06,2,alle,2010,9580,sysselsatte_kjonn_land,personer
06,alle,0,2010,12110,sysselsatte_kjonn_land,personer
06,alle,1,2010,14083,sysselsatte_kjonn_land,personer
06,alle,alle,2010,26193,sysselsatte_kjonn_land,personer
07,1,0,2010,6724,sysselsatte_kjonn_land,personer
07,1,1,2010,8135,sysselsatte_kjonn_land,personer
07,1,alle,2010,14859,sysselsatte_kjonn_land,personer
07,2,0,2010,3223,sysselsatte_kjonn_land,personer
07,2,1,2010,2926,sysselsatte_kjonn_land,personer
07,2,alle,2010,6149,sysselsatte_kjonn_land,personer
07,alle,0,2010,9947,sysselsatte_kjonn_land,personer
07,alle,1,2010,11061,sysselsatte_kjonn_land,personer
07,alle,alle,2010,21008,sysselsatte_kjonn_land,personer
08,1,0,2010,3476,sysselsatte_kjonn_land,personer
08,1,1,2010,4153,sysselsatte_kjonn_land,personer
08,1,alle,2010,7629,sysselsatte_kjonn_land,personer
08,2,0,2010,2275,sysselsatte_kjonn_land,personer
08,2,1,2010,1899,sysselsatte_kjonn_land,personer
08,2,alle,2010,4174,sysselsatte_kjonn_land,personer
08,alle,0,2010,5751,sysselsatte_kjonn_land,personer
08,alle,1,2010,6052,sysselsatte_kjonn_land,personer
08,alle,alle,2010,11803,sysselsatte_kjonn_land,personer
09,1,0,2010,3112,sysselsatte_kjonn_land,personer
09,1,1,2010,3690,sysselsatte_kjonn_land,personer
09,1,alle,2010,6802,sysselsatte_kjonn_land,personer
09,2,0,2010,1288,sysselsatte_kjonn_land,personer
09,2,1,2010,1185,sysselsatte_kjonn_land,personer
09,2,alle,2010,2473,sysselsatte_kjonn_land,personer
09,alle,0,2010,4400,sysselsatte_kjonn_land,personer
09,alle,1,2010,4875,sysselsatte_kjonn_land,personer
09,alle,alle,2010,9275,sysselsatte_kjonn_land,personer
10,1,0,2010,5665,sysselsatte_kjonn_land,personer
10,1,1,2010,6835,sysselsatte_kjonn_land,personer
10,1,alle,2010,12500,sysselsatte_kjonn_land,personer
10,2,0,2010,2898,sysselsatte_kjonn_land,personer
10,2,1,2010,2912,sysselsatte_kjonn_land,personer
10,2,alle,2010,5810,sysselsatte_kjonn_land,personer
10,alle,0,2010,8563,sysselsatte_kjonn_land,personer
10,alle,1,2010,9747,sysselsatte_kjonn_land,personer
10,alle,alle,2010,18310,sysselsatte_kjonn_land,personer
11,1,0,2010,11924,sysselsatte_kjonn_land,personer
11,1,1,2010,17911,sysselsatte_kjonn_land,personer
11,1,alle,2010,29835,sysselsatte_kjonn_land,personer
11,2,0,2010,7355,sysselsatte_kjonn_land,personer
11,2,1,2010,7706,sysselsatte_kjonn_land,personer
11,2,alle,2010,15061,sysselsatte_kjonn_land,personer
11,alle,0,2010,19279,sysselsatte_kjonn_land,personer
11,alle,1,2010,25617,sysselsatte_kjonn_land,personer
11,alle,alle,2010,44896,sysselsatte_kjonn_land,personer
12,1,0,2010,10752,sysselsatte_kjonn_land,personer
12,1,1,2010,14766,sysselsatte_kjonn_land,personer
12,1,alle,2010,25518,sysselsatte_kjonn_land,personer
12,2,0,2010,6768,sysselsatte_kjonn_land,personer
12,2,1,2010,6584,sysselsatte_kjonn_land,personer
12,2,alle,2010,13352,sysselsatte_kjonn_land,personer
12,alle,0,2010,17520,sysselsatte_kjonn_land,personer
12,alle,1,2010,21350,sysselsatte_kjonn_land,personer
12,alle,alle,2010,38870,sysselsatte_kjonn_land,personer
14,1,0,2010,1787,sysselsatte_kjonn_land,personer
14,1,1,2010,2580,sysselsatte_kjonn_land,personer
14,1,alle,2010,4367,sysselsatte_kjonn_land,personer
14,2,0,2010,902,sysselsatte_kjonn_land,personer
14,2,1,2010,759,sysselsatte_kjonn_land,personer
14,2,alle,2010,1661,sysselsatte_kjonn_land,personer
14,alle,0,2010,2689,sysselsatte_kjonn_land,personer
14,alle,1,2010,3339,sysselsatte_kjonn_land,personer
14,alle,alle,2010,6028,sysselsatte_kjonn_land,personer
15,1,0,2010,4345,sysselsatte_kjonn_land,personer
15,1,1,2010,6897,sysselsatte_kjonn_land,personer
15,1,alle,2010,11242,sysselsatte_kjonn_land,personer
15,2,0,2010,2793,sysselsatte_kjonn_land,personer
15,2,1,2010,2024,sysselsatte_kjonn_land,personer
15,2,alle,2010,4817,sysselsatte_kjonn_land,personer
15,alle,0,2010,7138,sysselsatte_kjonn_land,personer
15,alle,1,2010,8921,sysselsatte_kjonn_land,personer
15,alle,alle,2010,16059,sysselsatte_kjonn_land,personer
16,1,0,2010,5356,sysselsatte_kjonn_land,personer
16,1,1,2010,7079,sysselsatte_kjonn_land,personer
16,1,alle,2010,12435,sysselsatte_kjonn_land,personer
16,2,0,2010,3532,sysselsatte_kjonn_land,personer
16,2,1,2010,3638,sysselsatte_kjonn_land,personer
16,2,alle,2010,7170,sysselsatte_kjonn_land,personer
16,alle,0,2010,8888,sysselsatte_kjonn_land,personer
16,alle,1,2010,10717,sysselsatte_kjonn_land,personer
16,alle,alle,2010,19605,sysselsatte_kjonn_land,personer
17,1,0,2010,1816,sysselsatte_kjonn_land,personer
17,1,1,2010,2202,sysselsatte_kjonn_land,personer
17,1,alle,2010,4018,sysselsatte_kjonn_land,personer
17,2,0,2010,896,sysselsatte_kjonn_land,personer
17,2,1,2010,676,sysselsatte_kjonn_land,personer
17,2,alle,2010,1572,sysselsatte_kjonn_land,personer
17,alle,0,2010,2712,sysselsatte_kjonn_land,personer
17,alle,1,2010,2878,sysselsatte_kjonn_land,personer
17,alle,alle,2010,5590,sysselsatte_kjonn_land,personer
18,1,0,2010,3253,sysselsatte_kjonn_land,personer
18,1,1,2010,3980,sysselsatte_kjonn_land,personer
18,1,alle,2010,7233,sysselsatte_kjonn_land,personer
18,2,0,2010,2131,sysselsatte_kjonn_land,personer
18,2,1,2010,1727,sysselsatte_kjonn_land,personer
18,2,alle,2010,3858,sysselsatte_kjonn_land,personer
18,alle,0,2010,5384,sysselsatte_kjonn_land,personer
18,alle,1,2010,5707,sysselsatte_kjonn_land,personer
18,alle,alle,2010,11091,sysselsatte_kjonn_land,personer
19,1,0,2010,2942,sysselsatte_kjonn_land,personer
19,1,1,2010,3289,sysselsatte_kjonn_land,personer
19,1,alle,2010,6231,sysselsatte_kjonn_land,personer
19,2,0,2010,1681,sysselsatte_kjonn_land,personer
19,2,1,2010,1397,sysselsatte_kjonn_land,personer
19,2,alle,2010,3078,sysselsatte_kjonn_land,personer
19,alle,0,2010,4623,sysselsatte_kjonn_land,personer
19,alle,1,2010,4686,sysselsatte_kjonn_land,personer
19,alle,alle,2010,9309,sysselsatte_kjonn_land,personer
20,1,0,2010,1879,sysselsatte_kjonn_land,personer
20,1,1,2010,2018,sysselsatte_kjonn_land,personer
20,1,alle,2010,3897,sysselsatte_kjonn_land,personer
20,2,0,2010,1180,sysselsatte_kjonn_land,personer
20,2,1,2010,798,sysselsatte_kjonn_land,personer
20,2,alle,2010,1978,sysselsatte_kjonn_land,personer
20,alle,0,2010,3059,sysselsatte_kjonn_land,personer
20,alle,1,2010,2816,sysselsatte_kjonn_land,personer
20,alle,alle,2010,5875,sysselsatte_kjonn_land,personer
alle,1,0,2010,130229,sysselsatte_kjonn_land,personer
alle,1,1,2010,164486,sysselsatte_kjonn_land,personer
alle,1,alle,2010,294715,sysselsatte_kjonn_land,personer
alle,2,0,2010,85659,sysselsatte_kjonn_land,personer
alle,2,1,2010,87043,sysselsatte_kjonn_land,personer
alle,2,alle,2010,172702,sysselsatte_kjonn_land,personer
alle,alle,0,2010,215888,sysselsatte_kjonn_land,personer
alle,alle,1,2010,251529,sysselsatte_kjonn_land,personer
alle,alle,alle,2010,467417,sysselsatte_kjonn_land,personer
01,1,0,2011,7867,sysselsatte_kjonn_land,personer
01,1,1,2011,10600,sysselsatte_kjonn_land,personer
01,1,alle,2011,18467,sysselsatte_kjonn_land,personer
01,2,0,2011,4468,sysselsatte_kjonn_land,personer
01,2,1,2011,4495,sysselsatte_kjonn_land,personer
01,2,alle,2011,8963,sysselsatte_kjonn_land,personer
01,alle,0,2011,12335,sysselsatte_kjonn_land,personer
01,alle,1,2011,15095,sysselsatte_kjonn_land,personer
01,alle,alle,2011,27430,sysselsatte_kjonn_land,personer
02,1,0,2011,20060,sysselsatte_kjonn_land,personer
02,1,1,2011,25705,sysselsatte_kjonn_land,personer
02,1,alle,2011,45765,sysselsatte_kjonn_land,personer
02,2,0,2011,12225,sysselsatte_kjonn_land,personer
02,2,1,2011,12235,sysselsatte_kjonn_land,personer
02,2,alle,2011,24460,sysselsatte_kjonn_land,personer
02,alle,0,2011,32285,sysselsatte_kjonn_land,personer
02,alle,1,2011,37940,sysselsatte_kjonn_land,personer
02,alle,alle,2011,70225,sysselsatte_kjonn_land,personer
03,1,0,2011,28714,sysselsatte_kjonn_land,personer
03,1,1,2011,34870,sysselsatte_kjonn_land,personer
03,1,alle,2011,63584,sysselsatte_kjonn_land,personer
03,2,0,2011,26897,sysselsatte_kjonn_land,personer
03,2,1,2011,31439,sysselsatte_kjonn_land,personer
03,2,alle,2011,58336,sysselsatte_kjonn_land,personer
03,alle,0,2011,55611,sysselsatte_kjonn_land,personer
03,alle,1,2011,66309,sysselsatte_kjonn_land,personer
03,alle,alle,2011,121920,sysselsatte_kjonn_land,personer
04,1,0,2011,3774,sysselsatte_kjonn_land,personer
04,1,1,2011,4482,sysselsatte_kjonn_land,personer
04,1,alle,2011,8256,sysselsatte_kjonn_land,personer
04,2,0,2011,1738,sysselsatte_kjonn_land,personer
04,2,1,2011,1447,sysselsatte_kjonn_land,personer
04,2,alle,2011,3185,sysselsatte_kjonn_land,personer
04,alle,0,2011,5512,sysselsatte_kjonn_land,personer
04,alle,1,2011,5929,sysselsatte_kjonn_land,personer
04,alle,alle,2011,11441,sysselsatte_kjonn_land,personer
