aar,bydel_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2008,030199,alle,2,0,10,ikke_arbutd_innvkat_land,personer
2008,030199,alle,2,1,12,ikke_arbutd_innvkat_land,personer
2008,030199,alle,2,alle,22,ikke_arbutd_innvkat_land,personer
2008,030199,alle,alle,0,12,ikke_arbutd_innvkat_land,personer
2008,030199,alle,alle,1,18,ikke_arbutd_innvkat_land,personer
2008,030199,alle,alle,alle,30,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,1,0,0,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,1,alle,8,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,2,0,10,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,2,1,12,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,2,alle,22,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,alle,0,12,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,alle,1,18,ikke_arbutd_innvkat_land,personer
2008,030199,innvandrere,alle,alle,30,ikke_arbutd_innvkat_land,personer
2009,00,alle,1,0,3545,ikke_arbutd_innvkat_land,personer
2009,00,alle,1,1,2063,ikke_arbutd_innvkat_land,personer
2009,00,alle,1,alle,5608,ikke_arbutd_innvkat_land,personer
2009,00,alle,2,0,8685,ikke_arbutd_innvkat_land,personer
2009,00,alle,2,1,7496,ikke_arbutd_innvkat_land,personer
2009,00,alle,2,alle,16181,ikke_arbutd_innvkat_land,personer
2009,00,alle,alle,0,12230,ikke_arbutd_innvkat_land,personer
2009,00,alle,alle,1,9559,ikke_arbutd_innvkat_land,personer
2009,00,alle,alle,alle,21789,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,1,0,3545,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,1,1,2063,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,1,alle,5608,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,2,0,8685,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,2,1,7496,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,2,alle,16181,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,alle,0,12230,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,alle,1,9559,ikke_arbutd_innvkat_land,personer
2009,00,innvandrere,alle,alle,21789,ikke_arbutd_innvkat_land,personer
2009,030101,alle,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030101,alle,1,1,60,ikke_arbutd_innvkat_land,personer
2009,030101,alle,1,alle,183,ikke_arbutd_innvkat_land,personer
2009,030101,alle,2,0,188,ikke_arbutd_innvkat_land,personer
2009,030101,alle,2,1,161,ikke_arbutd_innvkat_land,personer
2009,030101,alle,2,alle,349,ikke_arbutd_innvkat_land,personer
2009,030101,alle,alle,0,311,ikke_arbutd_innvkat_land,personer
2009,030101,alle,alle,1,221,ikke_arbutd_innvkat_land,personer
2009,030101,alle,alle,alle,532,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,1,1,60,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,1,alle,183,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,2,0,188,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,2,1,161,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,2,alle,349,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,alle,0,311,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,alle,1,221,ikke_arbutd_innvkat_land,personer
2009,030101,innvandrere,alle,alle,532,ikke_arbutd_innvkat_land,personer
2009,030102,alle,1,0,90,ikke_arbutd_innvkat_land,personer
2009,030102,alle,1,1,43,ikke_arbutd_innvkat_land,personer
2009,030102,alle,1,alle,133,ikke_arbutd_innvkat_land,personer
2009,030102,alle,2,0,186,ikke_arbutd_innvkat_land,personer
2009,030102,alle,2,1,140,ikke_arbutd_innvkat_land,personer
2009,030102,alle,2,alle,326,ikke_arbutd_innvkat_land,personer
2009,030102,alle,alle,0,276,ikke_arbutd_innvkat_land,personer
2009,030102,alle,alle,1,183,ikke_arbutd_innvkat_land,personer
2009,030102,alle,alle,alle,459,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,1,0,90,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,1,1,43,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,1,alle,133,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,2,0,186,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,2,1,140,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,2,alle,326,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,alle,0,276,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,alle,1,183,ikke_arbutd_innvkat_land,personer
2009,030102,innvandrere,alle,alle,459,ikke_arbutd_innvkat_land,personer
2009,030103,alle,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030103,alle,1,1,60,ikke_arbutd_innvkat_land,personer
2009,030103,alle,1,alle,183,ikke_arbutd_innvkat_land,personer
2009,030103,alle,2,0,205,ikke_arbutd_innvkat_land,personer
2009,030103,alle,2,1,160,ikke_arbutd_innvkat_land,personer
2009,030103,alle,2,alle,365,ikke_arbutd_innvkat_land,personer
2009,030103,alle,alle,0,328,ikke_arbutd_innvkat_land,personer
2009,030103,alle,alle,1,220,ikke_arbutd_innvkat_land,personer
2009,030103,alle,alle,alle,548,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,1,1,60,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,1,alle,183,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,2,0,205,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,2,1,160,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,2,alle,365,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,alle,0,328,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,alle,1,220,ikke_arbutd_innvkat_land,personer
2009,030103,innvandrere,alle,alle,548,ikke_arbutd_innvkat_land,personer
2009,030104,alle,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030104,alle,1,1,68,ikke_arbutd_innvkat_land,personer
2009,030104,alle,1,alle,191,ikke_arbutd_innvkat_land,personer
2009,030104,alle,2,0,213,ikke_arbutd_innvkat_land,personer
2009,030104,alle,2,1,201,ikke_arbutd_innvkat_land,personer
2009,030104,alle,2,alle,414,ikke_arbutd_innvkat_land,personer
2009,030104,alle,alle,0,336,ikke_arbutd_innvkat_land,personer
2009,030104,alle,alle,1,269,ikke_arbutd_innvkat_land,personer
2009,030104,alle,alle,alle,605,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,1,0,123,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,1,1,68,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,1,alle,191,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,2,0,213,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,2,1,201,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,2,alle,414,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,alle,0,336,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,alle,1,269,ikke_arbutd_innvkat_land,personer
2009,030104,innvandrere,alle,alle,605,ikke_arbutd_innvkat_land,personer
2009,030105,alle,1,0,98,ikke_arbutd_innvkat_land,personer
2009,030105,alle,1,1,43,ikke_arbutd_innvkat_land,personer
2009,030105,alle,1,alle,141,ikke_arbutd_innvkat_land,personer
2009,030105,alle,2,0,175,ikke_arbutd_innvkat_land,personer
2009,030105,alle,2,1,132,ikke_arbutd_innvkat_land,personer
2009,030105,alle,2,alle,307,ikke_arbutd_innvkat_land,personer
2009,030105,alle,alle,0,273,ikke_arbutd_innvkat_land,personer
2009,030105,alle,alle,1,175,ikke_arbutd_innvkat_land,personer
2009,030105,alle,alle,alle,448,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,1,0,98,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,1,1,43,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,1,alle,141,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,2,0,175,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,2,1,132,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,2,alle,307,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,alle,0,273,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,alle,1,175,ikke_arbutd_innvkat_land,personer
2009,030105,innvandrere,alle,alle,448,ikke_arbutd_innvkat_land,personer
2009,030106,alle,1,0,89,ikke_arbutd_innvkat_land,personer
2009,030106,alle,1,1,47,ikke_arbutd_innvkat_land,personer
2009,030106,alle,1,alle,136,ikke_arbutd_innvkat_land,personer
2009,030106,alle,2,0,166,ikke_arbutd_innvkat_land,personer
2009,030106,alle,2,1,135,ikke_arbutd_innvkat_land,personer
2009,030106,alle,2,alle,301,ikke_arbutd_innvkat_land,personer
2009,030106,alle,alle,0,255,ikke_arbutd_innvkat_land,personer
2009,030106,alle,alle,1,182,ikke_arbutd_innvkat_land,personer
2009,030106,alle,alle,alle,437,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,1,0,89,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,1,1,47,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,1,alle,136,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,2,0,166,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,2,1,135,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,2,alle,301,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,alle,0,255,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,alle,1,182,ikke_arbutd_innvkat_land,personer
2009,030106,innvandrere,alle,alle,437,ikke_arbutd_innvkat_land,personer
2009,030107,alle,1,0,61,ikke_arbutd_innvkat_land,personer
2009,030107,alle,1,1,38,ikke_arbutd_innvkat_land,personer
2009,030107,alle,1,alle,99,ikke_arbutd_innvkat_land,personer
2009,030107,alle,2,0,127,ikke_arbutd_innvkat_land,personer
2009,030107,alle,2,1,94,ikke_arbutd_innvkat_land,personer
2009,030107,alle,2,alle,221,ikke_arbutd_innvkat_land,personer
2009,030107,alle,alle,0,188,ikke_arbutd_innvkat_land,personer
2009,030107,alle,alle,1,132,ikke_arbutd_innvkat_land,personer
2009,030107,alle,alle,alle,320,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,1,0,61,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,1,1,38,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,1,alle,99,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,2,0,127,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,2,1,94,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,2,alle,221,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,alle,0,188,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,alle,1,132,ikke_arbutd_innvkat_land,personer
2009,030107,innvandrere,alle,alle,320,ikke_arbutd_innvkat_land,personer
2009,030108,alle,1,0,127,ikke_arbutd_innvkat_land,personer
2009,030108,alle,1,1,46,ikke_arbutd_innvkat_land,personer
2009,030108,alle,1,alle,173,ikke_arbutd_innvkat_land,personer
2009,030108,alle,2,0,308,ikke_arbutd_innvkat_land,personer
2009,030108,alle,2,1,322,ikke_arbutd_innvkat_land,personer
2009,030108,alle,2,alle,630,ikke_arbutd_innvkat_land,personer
2009,030108,alle,alle,0,435,ikke_arbutd_innvkat_land,personer
2009,030108,alle,alle,1,368,ikke_arbutd_innvkat_land,personer
2009,030108,alle,alle,alle,803,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,1,0,127,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,1,1,46,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,1,alle,173,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,2,0,308,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,2,1,322,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,2,alle,630,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,alle,0,435,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,alle,1,368,ikke_arbutd_innvkat_land,personer
2009,030108,innvandrere,alle,alle,803,ikke_arbutd_innvkat_land,personer
2009,030109,alle,1,0,41,ikke_arbutd_innvkat_land,personer
2009,030109,alle,1,1,19,ikke_arbutd_innvkat_land,personer
2009,030109,alle,1,alle,60,ikke_arbutd_innvkat_land,personer
2009,030109,alle,2,0,121,ikke_arbutd_innvkat_land,personer
2009,030109,alle,2,1,100,ikke_arbutd_innvkat_land,personer
2009,030109,alle,2,alle,221,ikke_arbutd_innvkat_land,personer
2009,030109,alle,alle,0,162,ikke_arbutd_innvkat_land,personer
2009,030109,alle,alle,1,119,ikke_arbutd_innvkat_land,personer
2009,030109,alle,alle,alle,281,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,1,0,41,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,1,1,19,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,1,alle,60,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,2,0,121,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,2,1,100,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,2,alle,221,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,alle,0,162,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,alle,1,119,ikke_arbutd_innvkat_land,personer
2009,030109,innvandrere,alle,alle,281,ikke_arbutd_innvkat_land,personer
2009,030110,alle,1,0,33,ikke_arbutd_innvkat_land,personer
2009,030110,alle,1,1,24,ikke_arbutd_innvkat_land,personer
2009,030110,alle,1,alle,57,ikke_arbutd_innvkat_land,personer
2009,030110,alle,2,0,169,ikke_arbutd_innvkat_land,personer
2009,030110,alle,2,1,150,ikke_arbutd_innvkat_land,personer
2009,030110,alle,2,alle,319,ikke_arbutd_innvkat_land,personer
2009,030110,alle,alle,0,202,ikke_arbutd_innvkat_land,personer
2009,030110,alle,alle,1,174,ikke_arbutd_innvkat_land,personer
2009,030110,alle,alle,alle,376,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,1,0,33,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,1,1,24,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,1,alle,57,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,2,0,169,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,2,1,150,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,2,alle,319,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,alle,0,202,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,alle,1,174,ikke_arbutd_innvkat_land,personer
2009,030110,innvandrere,alle,alle,376,ikke_arbutd_innvkat_land,personer
2009,030111,alle,1,0,44,ikke_arbutd_innvkat_land,personer
2009,030111,alle,1,1,29,ikke_arbutd_innvkat_land,personer
2009,030111,alle,1,alle,73,ikke_arbutd_innvkat_land,personer
2009,030111,alle,2,0,127,ikke_arbutd_innvkat_land,personer
2009,030111,alle,2,1,84,ikke_arbutd_innvkat_land,personer
2009,030111,alle,2,alle,211,ikke_arbutd_innvkat_land,personer
2009,030111,alle,alle,0,171,ikke_arbutd_innvkat_land,personer
2009,030111,alle,alle,1,113,ikke_arbutd_innvkat_land,personer
2009,030111,alle,alle,alle,284,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,1,0,44,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,1,1,29,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,1,alle,73,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,2,0,127,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,2,1,84,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,2,alle,211,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,alle,0,171,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,alle,1,113,ikke_arbutd_innvkat_land,personer
2009,030111,innvandrere,alle,alle,284,ikke_arbutd_innvkat_land,personer
2009,030112,alle,1,0,18,ikke_arbutd_innvkat_land,personer
2009,030112,alle,1,1,9,ikke_arbutd_innvkat_land,personer
2009,030112,alle,1,alle,27,ikke_arbutd_innvkat_land,personer
2009,030112,alle,2,0,53,ikke_arbutd_innvkat_land,personer
2009,030112,alle,2,1,50,ikke_arbutd_innvkat_land,personer
2009,030112,alle,2,alle,103,ikke_arbutd_innvkat_land,personer
2009,030112,alle,alle,0,71,ikke_arbutd_innvkat_land,personer
2009,030112,alle,alle,1,59,ikke_arbutd_innvkat_land,personer
2009,030112,alle,alle,alle,130,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,1,0,18,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,1,1,9,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,1,alle,27,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,2,0,53,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,2,1,50,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,2,alle,103,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,alle,0,71,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,alle,1,59,ikke_arbutd_innvkat_land,personer
2009,030112,innvandrere,alle,alle,130,ikke_arbutd_innvkat_land,personer
2009,030113,alle,1,0,19,ikke_arbutd_innvkat_land,personer
2009,030113,alle,1,1,12,ikke_arbutd_innvkat_land,personer
2009,030113,alle,1,alle,31,ikke_arbutd_innvkat_land,personer
2009,030113,alle,2,0,99,ikke_arbutd_innvkat_land,personer
2009,030113,alle,2,1,75,ikke_arbutd_innvkat_land,personer
2009,030113,alle,2,alle,174,ikke_arbutd_innvkat_land,personer
2009,030113,alle,alle,0,118,ikke_arbutd_innvkat_land,personer
2009,030113,alle,alle,1,87,ikke_arbutd_innvkat_land,personer
2009,030113,alle,alle,alle,205,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,1,0,19,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,1,1,12,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,1,alle,31,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,2,0,99,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,2,1,75,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,2,alle,174,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,alle,0,118,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,alle,1,87,ikke_arbutd_innvkat_land,personer
2009,030113,innvandrere,alle,alle,205,ikke_arbutd_innvkat_land,personer
2009,030114,alle,1,0,17,ikke_arbutd_innvkat_land,personer
2009,030114,alle,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030114,alle,1,alle,20,ikke_arbutd_innvkat_land,personer
2009,030114,alle,2,0,67,ikke_arbutd_innvkat_land,personer
2009,030114,alle,2,1,60,ikke_arbutd_innvkat_land,personer
2009,030114,alle,2,alle,127,ikke_arbutd_innvkat_land,personer
2009,030114,alle,alle,0,84,ikke_arbutd_innvkat_land,personer
2009,030114,alle,alle,1,63,ikke_arbutd_innvkat_land,personer
2009,030114,alle,alle,alle,147,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,1,0,17,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,1,alle,20,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,2,0,67,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,2,1,60,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,2,alle,127,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,alle,0,84,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,alle,1,63,ikke_arbutd_innvkat_land,personer
2009,030114,innvandrere,alle,alle,147,ikke_arbutd_innvkat_land,personer
2009,030115,alle,1,0,16,ikke_arbutd_innvkat_land,personer
2009,030115,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2009,030115,alle,1,alle,22,ikke_arbutd_innvkat_land,personer
2009,030115,alle,2,0,81,ikke_arbutd_innvkat_land,personer
2009,030115,alle,2,1,55,ikke_arbutd_innvkat_land,personer
2009,030115,alle,2,alle,136,ikke_arbutd_innvkat_land,personer
2009,030115,alle,alle,0,97,ikke_arbutd_innvkat_land,personer
2009,030115,alle,alle,1,61,ikke_arbutd_innvkat_land,personer
2009,030115,alle,alle,alle,158,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,1,0,16,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,1,alle,22,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,2,0,81,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,2,1,55,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,2,alle,136,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,alle,0,97,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,alle,1,61,ikke_arbutd_innvkat_land,personer
2009,030115,innvandrere,alle,alle,158,ikke_arbutd_innvkat_land,personer
2009,030116,alle,1,0,6,ikke_arbutd_innvkat_land,personer
2009,030116,alle,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030116,alle,1,alle,9,ikke_arbutd_innvkat_land,personer
2009,030116,alle,2,0,44,ikke_arbutd_innvkat_land,personer
2009,030116,alle,2,1,41,ikke_arbutd_innvkat_land,personer
2009,030116,alle,2,alle,85,ikke_arbutd_innvkat_land,personer
2009,030116,alle,alle,0,50,ikke_arbutd_innvkat_land,personer
2009,030116,alle,alle,1,44,ikke_arbutd_innvkat_land,personer
2009,030116,alle,alle,alle,94,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,1,0,6,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,1,alle,9,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,2,0,44,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,2,1,41,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,2,alle,85,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,alle,0,50,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,alle,1,44,ikke_arbutd_innvkat_land,personer
2009,030116,innvandrere,alle,alle,94,ikke_arbutd_innvkat_land,personer
2009,030117,alle,1,0,10,ikke_arbutd_innvkat_land,personer
2009,030117,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2009,030117,alle,1,alle,15,ikke_arbutd_innvkat_land,personer
2009,030117,alle,2,0,83,ikke_arbutd_innvkat_land,personer
2009,030117,alle,2,1,82,ikke_arbutd_innvkat_land,personer
2009,030117,alle,2,alle,165,ikke_arbutd_innvkat_land,personer
2009,030117,alle,alle,0,93,ikke_arbutd_innvkat_land,personer
2009,030117,alle,alle,1,87,ikke_arbutd_innvkat_land,personer
2009,030117,alle,alle,alle,180,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,1,0,10,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,1,alle,15,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,2,0,83,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,2,1,82,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,2,alle,165,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,alle,0,93,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,alle,1,87,ikke_arbutd_innvkat_land,personer
2009,030117,innvandrere,alle,alle,180,ikke_arbutd_innvkat_land,personer
2009,030199,alle,1,0,9,ikke_arbutd_innvkat_land,personer
2009,030199,alle,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030199,alle,1,alle,12,ikke_arbutd_innvkat_land,personer
2009,030199,alle,2,0,19,ikke_arbutd_innvkat_land,personer
2009,030199,alle,2,1,13,ikke_arbutd_innvkat_land,personer
2009,030199,alle,2,alle,32,ikke_arbutd_innvkat_land,personer
2009,030199,alle,alle,0,28,ikke_arbutd_innvkat_land,personer
2009,030199,alle,alle,1,16,ikke_arbutd_innvkat_land,personer
2009,030199,alle,alle,alle,44,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,1,0,9,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,1,1,3,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,1,alle,12,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,2,0,19,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,2,1,13,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,2,alle,32,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,alle,0,28,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,alle,1,16,ikke_arbutd_innvkat_land,personer
2009,030199,innvandrere,alle,alle,44,ikke_arbutd_innvkat_land,personer
2010,00,alle,1,0,3774,ikke_arbutd_innvkat_land,personer
2010,00,alle,1,1,2314,ikke_arbutd_innvkat_land,personer
2010,00,alle,1,alle,6088,ikke_arbutd_innvkat_land,personer
2010,00,alle,2,0,8892,ikke_arbutd_innvkat_land,personer
2010,00,alle,2,1,7771,ikke_arbutd_innvkat_land,personer
2010,00,alle,2,alle,16663,ikke_arbutd_innvkat_land,personer
2010,00,alle,alle,0,12666,ikke_arbutd_innvkat_land,personer
2010,00,alle,alle,1,10085,ikke_arbutd_innvkat_land,personer
2010,00,alle,alle,alle,22751,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,1,0,3774,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,1,1,2314,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,1,alle,6088,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,2,0,8892,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,2,1,7771,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,2,alle,16663,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,alle,0,12666,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,alle,1,10085,ikke_arbutd_innvkat_land,personer
2010,00,innvandrere,alle,alle,22751,ikke_arbutd_innvkat_land,personer
2010,030101,alle,1,0,111,ikke_arbutd_innvkat_land,personer
2010,030101,alle,1,1,74,ikke_arbutd_innvkat_land,personer
2010,030101,alle,1,alle,185,ikke_arbutd_innvkat_land,personer
2010,030101,alle,2,0,205,ikke_arbutd_innvkat_land,personer
2010,030101,alle,2,1,163,ikke_arbutd_innvkat_land,personer
2010,030101,alle,2,alle,368,ikke_arbutd_innvkat_land,personer
2010,030101,alle,alle,0,316,ikke_arbutd_innvkat_land,personer
2010,030101,alle,alle,1,237,ikke_arbutd_innvkat_land,personer
2010,030101,alle,alle,alle,553,ikke_arbutd_innvkat_land,personer
2010,030101,innvandrere,1,0,111,ikke_arbutd_innvkat_land,personer
