aar,bydel_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2013,030114,innvandrere,2,0,81,ikke_arbutd_innvkat_land,personer
2013,030114,innvandrere,2,1,58,ikke_arbutd_innvkat_land,personer
2013,030114,innvandrere,2,alle,139,ikke_arbutd_innvkat_land,personer
2013,030114,innvandrere,alle,0,94,ikke_arbutd_innvkat_land,personer
2013,030114,innvandrere,alle,1,70,ikke_arbutd_innvkat_land,personer
2013,030114,innvandrere,alle,alle,164,ikke_arbutd_innvkat_land,personer
2013,030115,alle,1,0,12,ikke_arbutd_innvkat_land,personer
2013,030115,alle,1,1,10,ikke_arbutd_innvkat_land,personer
2013,030115,alle,1,alle,22,ikke_arbutd_innvkat_land,personer
2013,030115,alle,2,0,73,ikke_arbutd_innvkat_land,personer
2013,030115,alle,2,1,56,ikke_arbutd_innvkat_land,personer
2013,030115,alle,2,alle,129,ikke_arbutd_innvkat_land,personer
2013,030115,alle,alle,0,85,ikke_arbutd_innvkat_land,personer
2013,030115,alle,alle,1,66,ikke_arbutd_innvkat_land,personer
2013,030115,alle,alle,alle,151,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,1,0,12,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,1,1,10,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,1,alle,22,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,2,0,73,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,2,1,56,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,2,alle,129,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,alle,0,85,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,alle,1,66,ikke_arbutd_innvkat_land,personer
2013,030115,innvandrere,alle,alle,151,ikke_arbutd_innvkat_land,personer
2013,030116,alle,1,0,8,ikke_arbutd_innvkat_land,personer
2013,030116,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2013,030116,alle,1,alle,14,ikke_arbutd_innvkat_land,personer
2013,030116,alle,2,0,43,ikke_arbutd_innvkat_land,personer
2013,030116,alle,2,1,34,ikke_arbutd_innvkat_land,personer
2013,030116,alle,2,alle,77,ikke_arbutd_innvkat_land,personer
2013,030116,alle,alle,0,51,ikke_arbutd_innvkat_land,personer
2013,030116,alle,alle,1,40,ikke_arbutd_innvkat_land,personer
2013,030116,alle,alle,alle,91,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,1,0,8,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,1,alle,14,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,2,0,43,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,2,1,34,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,2,alle,77,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,alle,0,51,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,alle,1,40,ikke_arbutd_innvkat_land,personer
2013,030116,innvandrere,alle,alle,91,ikke_arbutd_innvkat_land,personer
2013,030117,alle,1,0,11,ikke_arbutd_innvkat_land,personer
2013,030117,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2013,030117,alle,1,alle,17,ikke_arbutd_innvkat_land,personer
2013,030117,alle,2,0,80,ikke_arbutd_innvkat_land,personer
2013,030117,alle,2,1,65,ikke_arbutd_innvkat_land,personer
2013,030117,alle,2,alle,145,ikke_arbutd_innvkat_land,personer
2013,030117,alle,alle,0,91,ikke_arbutd_innvkat_land,personer
2013,030117,alle,alle,1,71,ikke_arbutd_innvkat_land,personer
2013,030117,alle,alle,alle,162,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,1,0,11,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,1,alle,17,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,2,0,80,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,2,1,65,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,2,alle,145,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,alle,0,91,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,alle,1,71,ikke_arbutd_innvkat_land,personer
2013,030117,innvandrere,alle,alle,162,ikke_arbutd_innvkat_land,personer
2013,030199,alle,1,0,9,ikke_arbutd_innvkat_land,personer
2013,030199,alle,1,1,7,ikke_arbutd_innvkat_land,personer
2013,030199,alle,1,alle,16,ikke_arbutd_innvkat_land,personer
2013,030199,alle,2,0,17,ikke_arbutd_innvkat_land,personer
2013,030199,alle,2,1,24,ikke_arbutd_innvkat_land,personer
2013,030199,alle,2,alle,41,ikke_arbutd_innvkat_land,personer
2013,030199,alle,alle,0,26,ikke_arbutd_innvkat_land,personer
2013,030199,alle,alle,1,31,ikke_arbutd_innvkat_land,personer
2013,030199,alle,alle,alle,57,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,1,0,9,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,1,1,7,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,1,alle,16,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,2,0,17,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,2,1,24,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,2,alle,41,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,alle,0,26,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,alle,1,31,ikke_arbutd_innvkat_land,personer
2013,030199,innvandrere,alle,alle,57,ikke_arbutd_innvkat_land,personer
2014,00,alle,1,0,5246,ikke_arbutd_innvkat_land,personer
2014,00,alle,1,1,3386,ikke_arbutd_innvkat_land,personer
2014,00,alle,1,alle,8632,ikke_arbutd_innvkat_land,personer
2014,00,alle,2,0,10148,ikke_arbutd_innvkat_land,personer
2014,00,alle,2,1,9409,ikke_arbutd_innvkat_land,personer
2014,00,alle,2,alle,19557,ikke_arbutd_innvkat_land,personer
2014,00,alle,alle,0,15394,ikke_arbutd_innvkat_land,personer
2014,00,alle,alle,1,12795,ikke_arbutd_innvkat_land,personer
2014,00,alle,alle,alle,28189,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,1,0,5246,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,1,1,3386,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,1,alle,8632,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,2,0,10148,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,2,1,9409,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,2,alle,19557,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,alle,0,15394,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,alle,1,12795,ikke_arbutd_innvkat_land,personer
2014,00,innvandrere,alle,alle,28189,ikke_arbutd_innvkat_land,personer
2014,030101,alle,1,0,165,ikke_arbutd_innvkat_land,personer
2014,030101,alle,1,1,107,ikke_arbutd_innvkat_land,personer
2014,030101,alle,1,alle,272,ikke_arbutd_innvkat_land,personer
2014,030101,alle,2,0,256,ikke_arbutd_innvkat_land,personer
2014,030101,alle,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030101,alle,2,alle,461,ikke_arbutd_innvkat_land,personer
2014,030101,alle,alle,0,421,ikke_arbutd_innvkat_land,personer
2014,030101,alle,alle,1,312,ikke_arbutd_innvkat_land,personer
2014,030101,alle,alle,alle,733,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,1,0,165,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,1,1,107,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,1,alle,272,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,2,0,256,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,2,alle,461,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,alle,0,421,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,alle,1,312,ikke_arbutd_innvkat_land,personer
2014,030101,innvandrere,alle,alle,733,ikke_arbutd_innvkat_land,personer
2014,030102,alle,1,0,156,ikke_arbutd_innvkat_land,personer
2014,030102,alle,1,1,78,ikke_arbutd_innvkat_land,personer
2014,030102,alle,1,alle,234,ikke_arbutd_innvkat_land,personer
2014,030102,alle,2,0,221,ikke_arbutd_innvkat_land,personer
2014,030102,alle,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030102,alle,2,alle,426,ikke_arbutd_innvkat_land,personer
2014,030102,alle,alle,0,377,ikke_arbutd_innvkat_land,personer
2014,030102,alle,alle,1,283,ikke_arbutd_innvkat_land,personer
2014,030102,alle,alle,alle,660,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,1,0,156,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,1,1,78,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,1,alle,234,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,2,0,221,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,2,alle,426,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,alle,0,377,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,alle,1,283,ikke_arbutd_innvkat_land,personer
2014,030102,innvandrere,alle,alle,660,ikke_arbutd_innvkat_land,personer
2014,030103,alle,1,0,145,ikke_arbutd_innvkat_land,personer
2014,030103,alle,1,1,84,ikke_arbutd_innvkat_land,personer
2014,030103,alle,1,alle,229,ikke_arbutd_innvkat_land,personer
2014,030103,alle,2,0,264,ikke_arbutd_innvkat_land,personer
2014,030103,alle,2,1,226,ikke_arbutd_innvkat_land,personer
2014,030103,alle,2,alle,490,ikke_arbutd_innvkat_land,personer
2014,030103,alle,alle,0,409,ikke_arbutd_innvkat_land,personer
2014,030103,alle,alle,1,310,ikke_arbutd_innvkat_land,personer
2014,030103,alle,alle,alle,719,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,1,0,145,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,1,1,84,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,1,alle,229,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,2,0,264,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,2,1,226,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,2,alle,490,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,alle,0,409,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,alle,1,310,ikke_arbutd_innvkat_land,personer
2014,030103,innvandrere,alle,alle,719,ikke_arbutd_innvkat_land,personer
2014,030104,alle,1,0,162,ikke_arbutd_innvkat_land,personer
2014,030104,alle,1,1,94,ikke_arbutd_innvkat_land,personer
2014,030104,alle,1,alle,256,ikke_arbutd_innvkat_land,personer
2014,030104,alle,2,0,282,ikke_arbutd_innvkat_land,personer
2014,030104,alle,2,1,227,ikke_arbutd_innvkat_land,personer
2014,030104,alle,2,alle,509,ikke_arbutd_innvkat_land,personer
2014,030104,alle,alle,0,444,ikke_arbutd_innvkat_land,personer
2014,030104,alle,alle,1,321,ikke_arbutd_innvkat_land,personer
2014,030104,alle,alle,alle,765,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,1,0,162,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,1,1,94,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,1,alle,256,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,2,0,282,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,2,1,227,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,2,alle,509,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,alle,0,444,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,alle,1,321,ikke_arbutd_innvkat_land,personer
2014,030104,innvandrere,alle,alle,765,ikke_arbutd_innvkat_land,personer
2014,030105,alle,1,0,136,ikke_arbutd_innvkat_land,personer
2014,030105,alle,1,1,89,ikke_arbutd_innvkat_land,personer
2014,030105,alle,1,alle,225,ikke_arbutd_innvkat_land,personer
2014,030105,alle,2,0,193,ikke_arbutd_innvkat_land,personer
2014,030105,alle,2,1,168,ikke_arbutd_innvkat_land,personer
2014,030105,alle,2,alle,361,ikke_arbutd_innvkat_land,personer
2014,030105,alle,alle,0,329,ikke_arbutd_innvkat_land,personer
2014,030105,alle,alle,1,257,ikke_arbutd_innvkat_land,personer
2014,030105,alle,alle,alle,586,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,1,0,136,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,1,1,89,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,1,alle,225,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,2,0,193,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,2,1,168,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,2,alle,361,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,alle,0,329,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,alle,1,257,ikke_arbutd_innvkat_land,personer
2014,030105,innvandrere,alle,alle,586,ikke_arbutd_innvkat_land,personer
2014,030106,alle,1,0,106,ikke_arbutd_innvkat_land,personer
2014,030106,alle,1,1,71,ikke_arbutd_innvkat_land,personer
2014,030106,alle,1,alle,177,ikke_arbutd_innvkat_land,personer
2014,030106,alle,2,0,184,ikke_arbutd_innvkat_land,personer
2014,030106,alle,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030106,alle,2,alle,389,ikke_arbutd_innvkat_land,personer
2014,030106,alle,alle,0,290,ikke_arbutd_innvkat_land,personer
2014,030106,alle,alle,1,276,ikke_arbutd_innvkat_land,personer
2014,030106,alle,alle,alle,566,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,1,0,106,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,1,1,71,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,1,alle,177,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,2,0,184,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,2,1,205,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,2,alle,389,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,alle,0,290,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,alle,1,276,ikke_arbutd_innvkat_land,personer
2014,030106,innvandrere,alle,alle,566,ikke_arbutd_innvkat_land,personer
2014,030107,alle,1,0,74,ikke_arbutd_innvkat_land,personer
2014,030107,alle,1,1,48,ikke_arbutd_innvkat_land,personer
2014,030107,alle,1,alle,122,ikke_arbutd_innvkat_land,personer
2014,030107,alle,2,0,159,ikke_arbutd_innvkat_land,personer
2014,030107,alle,2,1,115,ikke_arbutd_innvkat_land,personer
2014,030107,alle,2,alle,274,ikke_arbutd_innvkat_land,personer
2014,030107,alle,alle,0,233,ikke_arbutd_innvkat_land,personer
2014,030107,alle,alle,1,163,ikke_arbutd_innvkat_land,personer
2014,030107,alle,alle,alle,396,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,1,0,74,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,1,1,48,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,1,alle,122,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,2,0,159,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,2,1,115,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,2,alle,274,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,alle,0,233,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,alle,1,163,ikke_arbutd_innvkat_land,personer
2014,030107,innvandrere,alle,alle,396,ikke_arbutd_innvkat_land,personer
2014,030108,alle,1,0,120,ikke_arbutd_innvkat_land,personer
2014,030108,alle,1,1,80,ikke_arbutd_innvkat_land,personer
2014,030108,alle,1,alle,200,ikke_arbutd_innvkat_land,personer
2014,030108,alle,2,0,264,ikke_arbutd_innvkat_land,personer
2014,030108,alle,2,1,294,ikke_arbutd_innvkat_land,personer
2014,030108,alle,2,alle,558,ikke_arbutd_innvkat_land,personer
2014,030108,alle,alle,0,384,ikke_arbutd_innvkat_land,personer
2014,030108,alle,alle,1,374,ikke_arbutd_innvkat_land,personer
2014,030108,alle,alle,alle,758,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,1,0,120,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,1,1,80,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,1,alle,200,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,2,0,264,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,2,1,294,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,2,alle,558,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,alle,0,384,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,alle,1,374,ikke_arbutd_innvkat_land,personer
2014,030108,innvandrere,alle,alle,758,ikke_arbutd_innvkat_land,personer
2014,030109,alle,1,0,55,ikke_arbutd_innvkat_land,personer
2014,030109,alle,1,1,30,ikke_arbutd_innvkat_land,personer
2014,030109,alle,1,alle,85,ikke_arbutd_innvkat_land,personer
2014,030109,alle,2,0,119,ikke_arbutd_innvkat_land,personer
2014,030109,alle,2,1,108,ikke_arbutd_innvkat_land,personer
2014,030109,alle,2,alle,227,ikke_arbutd_innvkat_land,personer
2014,030109,alle,alle,0,174,ikke_arbutd_innvkat_land,personer
2014,030109,alle,alle,1,138,ikke_arbutd_innvkat_land,personer
2014,030109,alle,alle,alle,312,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,1,0,55,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,1,1,30,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,1,alle,85,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,2,0,119,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,2,1,108,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,2,alle,227,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,alle,0,174,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,alle,1,138,ikke_arbutd_innvkat_land,personer
2014,030109,innvandrere,alle,alle,312,ikke_arbutd_innvkat_land,personer
2014,030110,alle,1,0,51,ikke_arbutd_innvkat_land,personer
2014,030110,alle,1,1,31,ikke_arbutd_innvkat_land,personer
2014,030110,alle,1,alle,82,ikke_arbutd_innvkat_land,personer
2014,030110,alle,2,0,199,ikke_arbutd_innvkat_land,personer
2014,030110,alle,2,1,173,ikke_arbutd_innvkat_land,personer
2014,030110,alle,2,alle,372,ikke_arbutd_innvkat_land,personer
2014,030110,alle,alle,0,250,ikke_arbutd_innvkat_land,personer
2014,030110,alle,alle,1,204,ikke_arbutd_innvkat_land,personer
2014,030110,alle,alle,alle,454,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,1,0,51,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,1,1,31,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,1,alle,82,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,2,0,199,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,2,1,173,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,2,alle,372,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,alle,0,250,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,alle,1,204,ikke_arbutd_innvkat_land,personer
2014,030110,innvandrere,alle,alle,454,ikke_arbutd_innvkat_land,personer
2014,030111,alle,1,0,60,ikke_arbutd_innvkat_land,personer
2014,030111,alle,1,1,32,ikke_arbutd_innvkat_land,personer
2014,030111,alle,1,alle,92,ikke_arbutd_innvkat_land,personer
2014,030111,alle,2,0,127,ikke_arbutd_innvkat_land,personer
2014,030111,alle,2,1,117,ikke_arbutd_innvkat_land,personer
2014,030111,alle,2,alle,244,ikke_arbutd_innvkat_land,personer
2014,030111,alle,alle,0,187,ikke_arbutd_innvkat_land,personer
2014,030111,alle,alle,1,149,ikke_arbutd_innvkat_land,personer
2014,030111,alle,alle,alle,336,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,1,0,60,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,1,1,32,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,1,alle,92,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,2,0,127,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,2,1,117,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,2,alle,244,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,alle,0,187,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,alle,1,149,ikke_arbutd_innvkat_land,personer
2014,030111,innvandrere,alle,alle,336,ikke_arbutd_innvkat_land,personer
2014,030112,alle,1,0,24,ikke_arbutd_innvkat_land,personer
2014,030112,alle,1,1,14,ikke_arbutd_innvkat_land,personer
2014,030112,alle,1,alle,38,ikke_arbutd_innvkat_land,personer
2014,030112,alle,2,0,57,ikke_arbutd_innvkat_land,personer
2014,030112,alle,2,1,48,ikke_arbutd_innvkat_land,personer
2014,030112,alle,2,alle,105,ikke_arbutd_innvkat_land,personer
2014,030112,alle,alle,0,81,ikke_arbutd_innvkat_land,personer
2014,030112,alle,alle,1,62,ikke_arbutd_innvkat_land,personer
2014,030112,alle,alle,alle,143,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,1,0,24,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,1,1,14,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,1,alle,38,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,2,0,57,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,2,1,48,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,2,alle,105,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,alle,0,81,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,alle,1,62,ikke_arbutd_innvkat_land,personer
2014,030112,innvandrere,alle,alle,143,ikke_arbutd_innvkat_land,personer
2014,030113,alle,1,0,29,ikke_arbutd_innvkat_land,personer
2014,030113,alle,1,1,18,ikke_arbutd_innvkat_land,personer
2014,030113,alle,1,alle,47,ikke_arbutd_innvkat_land,personer
2014,030113,alle,2,0,103,ikke_arbutd_innvkat_land,personer
2014,030113,alle,2,1,81,ikke_arbutd_innvkat_land,personer
2014,030113,alle,2,alle,184,ikke_arbutd_innvkat_land,personer
2014,030113,alle,alle,0,132,ikke_arbutd_innvkat_land,personer
2014,030113,alle,alle,1,99,ikke_arbutd_innvkat_land,personer
2014,030113,alle,alle,alle,231,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,1,0,29,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,1,1,18,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,1,alle,47,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,2,0,103,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,2,1,81,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,2,alle,184,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,alle,0,132,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,alle,1,99,ikke_arbutd_innvkat_land,personer
2014,030113,innvandrere,alle,alle,231,ikke_arbutd_innvkat_land,personer
2014,030114,alle,1,0,15,ikke_arbutd_innvkat_land,personer
2014,030114,alle,1,1,10,ikke_arbutd_innvkat_land,personer
2014,030114,alle,1,alle,25,ikke_arbutd_innvkat_land,personer
2014,030114,alle,2,0,75,ikke_arbutd_innvkat_land,personer
2014,030114,alle,2,1,59,ikke_arbutd_innvkat_land,personer
2014,030114,alle,2,alle,134,ikke_arbutd_innvkat_land,personer
2014,030114,alle,alle,0,90,ikke_arbutd_innvkat_land,personer
2014,030114,alle,alle,1,69,ikke_arbutd_innvkat_land,personer
2014,030114,alle,alle,alle,159,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,1,0,15,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,1,1,10,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,1,alle,25,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,2,0,75,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,2,1,59,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,2,alle,134,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,alle,0,90,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,alle,1,69,ikke_arbutd_innvkat_land,personer
2014,030114,innvandrere,alle,alle,159,ikke_arbutd_innvkat_land,personer
2014,030115,alle,1,0,19,ikke_arbutd_innvkat_land,personer
2014,030115,alle,1,1,6,ikke_arbutd_innvkat_land,personer
2014,030115,alle,1,alle,25,ikke_arbutd_innvkat_land,personer
2014,030115,alle,2,0,76,ikke_arbutd_innvkat_land,personer
2014,030115,alle,2,1,52,ikke_arbutd_innvkat_land,personer
2014,030115,alle,2,alle,128,ikke_arbutd_innvkat_land,personer
2014,030115,alle,alle,0,95,ikke_arbutd_innvkat_land,personer
2014,030115,alle,alle,1,58,ikke_arbutd_innvkat_land,personer
2014,030115,alle,alle,alle,153,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,1,0,19,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,1,1,6,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,1,alle,25,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,2,0,76,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,2,1,52,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,2,alle,128,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,alle,0,95,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,alle,1,58,ikke_arbutd_innvkat_land,personer
2014,030115,innvandrere,alle,alle,153,ikke_arbutd_innvkat_land,personer
2014,030116,alle,1,0,7,ikke_arbutd_innvkat_land,personer
2014,030116,alle,1,1,5,ikke_arbutd_innvkat_land,personer
2014,030116,alle,1,alle,12,ikke_arbutd_innvkat_land,personer
2014,030116,alle,2,0,39,ikke_arbutd_innvkat_land,personer
2014,030116,alle,2,1,29,ikke_arbutd_innvkat_land,personer
2014,030116,alle,2,alle,68,ikke_arbutd_innvkat_land,personer
2014,030116,alle,alle,0,46,ikke_arbutd_innvkat_land,personer
2014,030116,alle,alle,1,34,ikke_arbutd_innvkat_land,personer
2014,030116,alle,alle,alle,80,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,1,0,7,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,1,1,5,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,1,alle,12,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,2,0,39,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,2,1,29,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,2,alle,68,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,alle,0,46,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,alle,1,34,ikke_arbutd_innvkat_land,personer
2014,030116,innvandrere,alle,alle,80,ikke_arbutd_innvkat_land,personer
2014,030117,alle,1,0,8,ikke_arbutd_innvkat_land,personer
