aar,naringsregion_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2010,27,innvandrere,alle,572,arbledige_innvkat_land,personer
2010,28,alle,1,14,arbledige_innvkat_land,personer
2010,28,alle,2,50,arbledige_innvkat_land,personer
2010,28,alle,alle,64,arbledige_innvkat_land,personer
2010,28,innvandrere,1,14,arbledige_innvkat_land,personer
2010,28,innvandrere,2,50,arbledige_innvkat_land,personer
2010,28,innvandrere,alle,64,arbledige_innvkat_land,personer
2010,29,alle,1,27,arbledige_innvkat_land,personer
2010,29,alle,2,35,arbledige_innvkat_land,personer
2010,29,alle,alle,62,arbledige_innvkat_land,personer
2010,29,innvandrere,1,27,arbledige_innvkat_land,personer
2010,29,innvandrere,2,35,arbledige_innvkat_land,personer
2010,29,innvandrere,alle,62,arbledige_innvkat_land,personer
2010,30,alle,1,26,arbledige_innvkat_land,personer
2010,30,alle,2,9,arbledige_innvkat_land,personer
2010,30,alle,alle,35,arbledige_innvkat_land,personer
2010,30,innvandrere,1,26,arbledige_innvkat_land,personer
2010,30,innvandrere,2,9,arbledige_innvkat_land,personer
2010,30,innvandrere,alle,35,arbledige_innvkat_land,personer
2010,31,alle,1,11,arbledige_innvkat_land,personer
2010,31,alle,2,19,arbledige_innvkat_land,personer
2010,31,alle,alle,30,arbledige_innvkat_land,personer
2010,31,innvandrere,1,11,arbledige_innvkat_land,personer
2010,31,innvandrere,2,19,arbledige_innvkat_land,personer
2010,31,innvandrere,alle,30,arbledige_innvkat_land,personer
2010,32,alle,1,201,arbledige_innvkat_land,personer
2010,32,alle,2,227,arbledige_innvkat_land,personer
2010,32,alle,alle,428,arbledige_innvkat_land,personer
2010,32,innvandrere,1,201,arbledige_innvkat_land,personer
2010,32,innvandrere,2,227,arbledige_innvkat_land,personer
2010,32,innvandrere,alle,428,arbledige_innvkat_land,personer
2010,33,alle,1,76,arbledige_innvkat_land,personer
2010,33,alle,2,77,arbledige_innvkat_land,personer
2010,33,alle,alle,153,arbledige_innvkat_land,personer
2010,33,innvandrere,1,76,arbledige_innvkat_land,personer
2010,33,innvandrere,2,77,arbledige_innvkat_land,personer
2010,33,innvandrere,alle,153,arbledige_innvkat_land,personer
2010,34,alle,1,43,arbledige_innvkat_land,personer
2010,34,alle,2,52,arbledige_innvkat_land,personer
2010,34,alle,alle,95,arbledige_innvkat_land,personer
2010,34,innvandrere,1,43,arbledige_innvkat_land,personer
2010,34,innvandrere,2,52,arbledige_innvkat_land,personer
2010,34,innvandrere,alle,95,arbledige_innvkat_land,personer
2010,35,alle,1,210,arbledige_innvkat_land,personer
2010,35,alle,2,465,arbledige_innvkat_land,personer
2010,35,alle,alle,675,arbledige_innvkat_land,personer
2010,35,innvandrere,1,210,arbledige_innvkat_land,personer
2010,35,innvandrere,2,465,arbledige_innvkat_land,personer
2010,35,innvandrere,alle,675,arbledige_innvkat_land,personer
2010,36,alle,1,52,arbledige_innvkat_land,personer
2010,36,alle,2,40,arbledige_innvkat_land,personer
2010,36,alle,alle,92,arbledige_innvkat_land,personer
2010,36,innvandrere,1,52,arbledige_innvkat_land,personer
2010,36,innvandrere,2,40,arbledige_innvkat_land,personer
2010,36,innvandrere,alle,92,arbledige_innvkat_land,personer
2010,37,alle,1,301,arbledige_innvkat_land,personer
2010,37,alle,2,228,arbledige_innvkat_land,personer
2010,37,alle,alle,529,arbledige_innvkat_land,personer
2010,37,innvandrere,1,301,arbledige_innvkat_land,personer
2010,37,innvandrere,2,228,arbledige_innvkat_land,personer
2010,37,innvandrere,alle,529,arbledige_innvkat_land,personer
2010,38,alle,1,19,arbledige_innvkat_land,personer
2010,38,alle,2,18,arbledige_innvkat_land,personer
2010,38,alle,alle,37,arbledige_innvkat_land,personer
2010,38,innvandrere,1,19,arbledige_innvkat_land,personer
2010,38,innvandrere,2,18,arbledige_innvkat_land,personer
2010,38,innvandrere,alle,37,arbledige_innvkat_land,personer
2010,39,alle,1,598,arbledige_innvkat_land,personer
2010,39,alle,2,879,arbledige_innvkat_land,personer
2010,39,alle,alle,1477,arbledige_innvkat_land,personer
2010,39,innvandrere,1,598,arbledige_innvkat_land,personer
2010,39,innvandrere,2,879,arbledige_innvkat_land,personer
2010,39,innvandrere,alle,1477,arbledige_innvkat_land,personer
2010,40,alle,1,436,arbledige_innvkat_land,personer
2010,40,alle,2,864,arbledige_innvkat_land,personer
2010,40,alle,alle,1300,arbledige_innvkat_land,personer
2010,40,innvandrere,1,436,arbledige_innvkat_land,personer
2010,40,innvandrere,2,864,arbledige_innvkat_land,personer
2010,40,innvandrere,alle,1300,arbledige_innvkat_land,personer
2010,41,alle,1,50,arbledige_innvkat_land,personer
2010,41,alle,2,38,arbledige_innvkat_land,personer
2010,41,alle,alle,88,arbledige_innvkat_land,personer
2010,41,innvandrere,1,50,arbledige_innvkat_land,personer
2010,41,innvandrere,2,38,arbledige_innvkat_land,personer
2010,41,innvandrere,alle,88,arbledige_innvkat_land,personer
2010,42,alle,1,40,arbledige_innvkat_land,personer
2010,42,alle,2,28,arbledige_innvkat_land,personer
2010,42,alle,alle,68,arbledige_innvkat_land,personer
2010,42,innvandrere,1,40,arbledige_innvkat_land,personer
2010,42,innvandrere,2,28,arbledige_innvkat_land,personer
2010,42,innvandrere,alle,68,arbledige_innvkat_land,personer
2010,43,alle,1,10,arbledige_innvkat_land,personer
2010,43,alle,2,8,arbledige_innvkat_land,personer
2010,43,alle,alle,18,arbledige_innvkat_land,personer
2010,43,innvandrere,1,10,arbledige_innvkat_land,personer
2010,43,innvandrere,2,8,arbledige_innvkat_land,personer
2010,43,innvandrere,alle,18,arbledige_innvkat_land,personer
2010,44,alle,1,80,arbledige_innvkat_land,personer
2010,44,alle,2,30,arbledige_innvkat_land,personer
2010,44,alle,alle,110,arbledige_innvkat_land,personer
2010,44,innvandrere,1,80,arbledige_innvkat_land,personer
2010,44,innvandrere,2,30,arbledige_innvkat_land,personer
2010,44,innvandrere,alle,110,arbledige_innvkat_land,personer
2010,45,alle,1,30,arbledige_innvkat_land,personer
2010,45,alle,2,8,arbledige_innvkat_land,personer
2010,45,alle,alle,38,arbledige_innvkat_land,personer
2010,45,innvandrere,1,30,arbledige_innvkat_land,personer
2010,45,innvandrere,2,8,arbledige_innvkat_land,personer
2010,45,innvandrere,alle,38,arbledige_innvkat_land,personer
2010,46,alle,1,206,arbledige_innvkat_land,personer
2010,46,alle,2,112,arbledige_innvkat_land,personer
2010,46,alle,alle,318,arbledige_innvkat_land,personer
2010,46,innvandrere,1,206,arbledige_innvkat_land,personer
2010,46,innvandrere,2,112,arbledige_innvkat_land,personer
2010,46,innvandrere,alle,318,arbledige_innvkat_land,personer
2010,47,alle,1,100,arbledige_innvkat_land,personer
2010,47,alle,2,78,arbledige_innvkat_land,personer
2010,47,alle,alle,178,arbledige_innvkat_land,personer
2010,47,innvandrere,1,100,arbledige_innvkat_land,personer
2010,47,innvandrere,2,78,arbledige_innvkat_land,personer
2010,47,innvandrere,alle,178,arbledige_innvkat_land,personer
2010,48,alle,1,8,arbledige_innvkat_land,personer
2010,48,alle,2,3,arbledige_innvkat_land,personer
2010,48,alle,alle,11,arbledige_innvkat_land,personer
2010,48,innvandrere,1,8,arbledige_innvkat_land,personer
2010,48,innvandrere,2,3,arbledige_innvkat_land,personer
2010,48,innvandrere,alle,11,arbledige_innvkat_land,personer
2010,49,alle,1,46,arbledige_innvkat_land,personer
2010,49,alle,2,32,arbledige_innvkat_land,personer
2010,49,alle,alle,78,arbledige_innvkat_land,personer
2010,49,innvandrere,1,46,arbledige_innvkat_land,personer
2010,49,innvandrere,2,32,arbledige_innvkat_land,personer
2010,49,innvandrere,alle,78,arbledige_innvkat_land,personer
2010,50,alle,1,51,arbledige_innvkat_land,personer
2010,50,alle,2,22,arbledige_innvkat_land,personer
2010,50,alle,alle,73,arbledige_innvkat_land,personer
2010,50,innvandrere,1,51,arbledige_innvkat_land,personer
2010,50,innvandrere,2,22,arbledige_innvkat_land,personer
2010,50,innvandrere,alle,73,arbledige_innvkat_land,personer
2010,51,alle,1,41,arbledige_innvkat_land,personer
2010,51,alle,2,56,arbledige_innvkat_land,personer
2010,51,alle,alle,97,arbledige_innvkat_land,personer
2010,51,innvandrere,1,41,arbledige_innvkat_land,personer
2010,51,innvandrere,2,56,arbledige_innvkat_land,personer
2010,51,innvandrere,alle,97,arbledige_innvkat_land,personer
2010,52,alle,1,82,arbledige_innvkat_land,personer
2010,52,alle,2,122,arbledige_innvkat_land,personer
2010,52,alle,alle,204,arbledige_innvkat_land,personer
2010,52,innvandrere,1,82,arbledige_innvkat_land,personer
2010,52,innvandrere,2,122,arbledige_innvkat_land,personer
2010,52,innvandrere,alle,204,arbledige_innvkat_land,personer
2010,53,alle,1,98,arbledige_innvkat_land,personer
2010,53,alle,2,64,arbledige_innvkat_land,personer
2010,53,alle,alle,162,arbledige_innvkat_land,personer
2010,53,innvandrere,1,98,arbledige_innvkat_land,personer
2010,53,innvandrere,2,64,arbledige_innvkat_land,personer
2010,53,innvandrere,alle,162,arbledige_innvkat_land,personer
2010,54,alle,1,31,arbledige_innvkat_land,personer
2010,54,alle,2,19,arbledige_innvkat_land,personer
2010,54,alle,alle,50,arbledige_innvkat_land,personer
2010,54,innvandrere,1,31,arbledige_innvkat_land,personer
2010,54,innvandrere,2,19,arbledige_innvkat_land,personer
2010,54,innvandrere,alle,50,arbledige_innvkat_land,personer
2010,55,alle,1,68,arbledige_innvkat_land,personer
2010,55,alle,2,73,arbledige_innvkat_land,personer
2010,55,alle,alle,141,arbledige_innvkat_land,personer
2010,55,innvandrere,1,68,arbledige_innvkat_land,personer
2010,55,innvandrere,2,73,arbledige_innvkat_land,personer
2010,55,innvandrere,alle,141,arbledige_innvkat_land,personer
2010,56,alle,1,138,arbledige_innvkat_land,personer
2010,56,alle,2,136,arbledige_innvkat_land,personer
2010,56,alle,alle,274,arbledige_innvkat_land,personer
2010,56,innvandrere,1,138,arbledige_innvkat_land,personer
2010,56,innvandrere,2,136,arbledige_innvkat_land,personer
2010,56,innvandrere,alle,274,arbledige_innvkat_land,personer
2010,57,alle,1,48,arbledige_innvkat_land,personer
2010,57,alle,2,21,arbledige_innvkat_land,personer
2010,57,alle,alle,69,arbledige_innvkat_land,personer
2010,57,innvandrere,1,48,arbledige_innvkat_land,personer
2010,57,innvandrere,2,21,arbledige_innvkat_land,personer
2010,57,innvandrere,alle,69,arbledige_innvkat_land,personer
2010,58,alle,1,28,arbledige_innvkat_land,personer
2010,58,alle,2,10,arbledige_innvkat_land,personer
2010,58,alle,alle,38,arbledige_innvkat_land,personer
2010,58,innvandrere,1,28,arbledige_innvkat_land,personer
2010,58,innvandrere,2,10,arbledige_innvkat_land,personer
2010,58,innvandrere,alle,38,arbledige_innvkat_land,personer
2010,59,alle,1,8,arbledige_innvkat_land,personer
2010,59,alle,2,9,arbledige_innvkat_land,personer
2010,59,alle,alle,17,arbledige_innvkat_land,personer
2010,59,innvandrere,1,8,arbledige_innvkat_land,personer
2010,59,innvandrere,2,9,arbledige_innvkat_land,personer
2010,59,innvandrere,alle,17,arbledige_innvkat_land,personer
2010,60,alle,1,19,arbledige_innvkat_land,personer
2010,60,alle,2,35,arbledige_innvkat_land,personer
2010,60,alle,alle,54,arbledige_innvkat_land,personer
2010,60,innvandrere,1,19,arbledige_innvkat_land,personer
2010,60,innvandrere,2,35,arbledige_innvkat_land,personer
2010,60,innvandrere,alle,54,arbledige_innvkat_land,personer
2010,61,alle,1,289,arbledige_innvkat_land,personer
2010,61,alle,2,627,arbledige_innvkat_land,personer
2010,61,alle,alle,916,arbledige_innvkat_land,personer
2010,61,innvandrere,1,289,arbledige_innvkat_land,personer
2010,61,innvandrere,2,627,arbledige_innvkat_land,personer
2010,61,innvandrere,alle,916,arbledige_innvkat_land,personer
2010,62,alle,1,7,arbledige_innvkat_land,personer
2010,62,alle,2,8,arbledige_innvkat_land,personer
2010,62,alle,alle,15,arbledige_innvkat_land,personer
2010,62,innvandrere,1,7,arbledige_innvkat_land,personer
2010,62,innvandrere,2,8,arbledige_innvkat_land,personer
2010,62,innvandrere,alle,15,arbledige_innvkat_land,personer
2010,63,alle,1,15,arbledige_innvkat_land,personer
2010,63,alle,2,43,arbledige_innvkat_land,personer
2010,63,alle,alle,58,arbledige_innvkat_land,personer
2010,63,innvandrere,1,15,arbledige_innvkat_land,personer
2010,63,innvandrere,2,43,arbledige_innvkat_land,personer
2010,63,innvandrere,alle,58,arbledige_innvkat_land,personer
2010,64,alle,1,123,arbledige_innvkat_land,personer
2010,64,alle,2,104,arbledige_innvkat_land,personer
2010,64,alle,alle,227,arbledige_innvkat_land,personer
2010,64,innvandrere,1,123,arbledige_innvkat_land,personer
2010,64,innvandrere,2,104,arbledige_innvkat_land,personer
2010,64,innvandrere,alle,227,arbledige_innvkat_land,personer
2010,65,alle,1,6,arbledige_innvkat_land,personer
2010,65,alle,2,0,arbledige_innvkat_land,personer
2010,65,alle,alle,7,arbledige_innvkat_land,personer
2010,65,innvandrere,1,6,arbledige_innvkat_land,personer
2010,65,innvandrere,2,0,arbledige_innvkat_land,personer
2010,65,innvandrere,alle,7,arbledige_innvkat_land,personer
2010,66,alle,1,11,arbledige_innvkat_land,personer
2010,66,alle,2,3,arbledige_innvkat_land,personer
2010,66,alle,alle,14,arbledige_innvkat_land,personer
2010,66,innvandrere,1,11,arbledige_innvkat_land,personer
2010,66,innvandrere,2,3,arbledige_innvkat_land,personer
2010,66,innvandrere,alle,14,arbledige_innvkat_land,personer
2010,67,alle,1,14,arbledige_innvkat_land,personer
2010,67,alle,2,23,arbledige_innvkat_land,personer
2010,67,alle,alle,37,arbledige_innvkat_land,personer
2010,67,innvandrere,1,14,arbledige_innvkat_land,personer
2010,67,innvandrere,2,23,arbledige_innvkat_land,personer
2010,67,innvandrere,alle,37,arbledige_innvkat_land,personer
2010,68,alle,1,11,arbledige_innvkat_land,personer
2010,68,alle,2,19,arbledige_innvkat_land,personer
2010,68,alle,alle,30,arbledige_innvkat_land,personer
2010,68,innvandrere,1,11,arbledige_innvkat_land,personer
2010,68,innvandrere,2,19,arbledige_innvkat_land,personer
2010,68,innvandrere,alle,30,arbledige_innvkat_land,personer
2010,69,alle,1,11,arbledige_innvkat_land,personer
2010,69,alle,2,20,arbledige_innvkat_land,personer
2010,69,alle,alle,31,arbledige_innvkat_land,personer
2010,69,innvandrere,1,11,arbledige_innvkat_land,personer
2010,69,innvandrere,2,20,arbledige_innvkat_land,personer
2010,69,innvandrere,alle,31,arbledige_innvkat_land,personer
2010,70,alle,1,4,arbledige_innvkat_land,personer
2010,70,alle,2,0,arbledige_innvkat_land,personer
2010,70,alle,alle,4,arbledige_innvkat_land,personer
2010,70,innvandrere,1,4,arbledige_innvkat_land,personer
2010,70,innvandrere,2,0,arbledige_innvkat_land,personer
2010,70,innvandrere,alle,4,arbledige_innvkat_land,personer
2010,71,alle,1,4,arbledige_innvkat_land,personer
2010,71,alle,2,14,arbledige_innvkat_land,personer
2010,71,alle,alle,18,arbledige_innvkat_land,personer
2010,71,innvandrere,1,4,arbledige_innvkat_land,personer
2010,71,innvandrere,2,14,arbledige_innvkat_land,personer
2010,71,innvandrere,alle,18,arbledige_innvkat_land,personer
2010,72,alle,1,24,arbledige_innvkat_land,personer
2010,72,alle,2,36,arbledige_innvkat_land,personer
2010,72,alle,alle,60,arbledige_innvkat_land,personer
2010,72,innvandrere,1,24,arbledige_innvkat_land,personer
2010,72,innvandrere,2,36,arbledige_innvkat_land,personer
2010,72,innvandrere,alle,60,arbledige_innvkat_land,personer
2010,73,alle,1,60,arbledige_innvkat_land,personer
2010,73,alle,2,106,arbledige_innvkat_land,personer
2010,73,alle,alle,166,arbledige_innvkat_land,personer
2010,73,innvandrere,1,60,arbledige_innvkat_land,personer
2010,73,innvandrere,2,106,arbledige_innvkat_land,personer
2010,73,innvandrere,alle,166,arbledige_innvkat_land,personer
2010,74,alle,1,15,arbledige_innvkat_land,personer
2010,74,alle,2,34,arbledige_innvkat_land,personer
2010,74,alle,alle,49,arbledige_innvkat_land,personer
2010,74,innvandrere,1,15,arbledige_innvkat_land,personer
2010,74,innvandrere,2,34,arbledige_innvkat_land,personer
2010,74,innvandrere,alle,49,arbledige_innvkat_land,personer
2010,75,alle,1,28,arbledige_innvkat_land,personer
2010,75,alle,2,40,arbledige_innvkat_land,personer
2010,75,alle,alle,68,arbledige_innvkat_land,personer
2010,75,innvandrere,1,28,arbledige_innvkat_land,personer
2010,75,innvandrere,2,40,arbledige_innvkat_land,personer
2010,75,innvandrere,alle,68,arbledige_innvkat_land,personer
2010,76,alle,1,29,arbledige_innvkat_land,personer
2010,76,alle,2,73,arbledige_innvkat_land,personer
2010,76,alle,alle,102,arbledige_innvkat_land,personer
2010,76,innvandrere,1,29,arbledige_innvkat_land,personer
2010,76,innvandrere,2,73,arbledige_innvkat_land,personer
2010,76,innvandrere,alle,102,arbledige_innvkat_land,personer
2010,77,alle,1,25,arbledige_innvkat_land,personer
2010,77,alle,2,57,arbledige_innvkat_land,personer
2010,77,alle,alle,82,arbledige_innvkat_land,personer
2010,77,innvandrere,1,25,arbledige_innvkat_land,personer
2010,77,innvandrere,2,57,arbledige_innvkat_land,personer
2010,77,innvandrere,alle,82,arbledige_innvkat_land,personer
2010,78,alle,1,15,arbledige_innvkat_land,personer
2010,78,alle,2,24,arbledige_innvkat_land,personer
2010,78,alle,alle,39,arbledige_innvkat_land,personer
2010,78,innvandrere,1,15,arbledige_innvkat_land,personer
2010,78,innvandrere,2,24,arbledige_innvkat_land,personer
2010,78,innvandrere,alle,39,arbledige_innvkat_land,personer
2010,79,alle,1,69,arbledige_innvkat_land,personer
2010,79,alle,2,128,arbledige_innvkat_land,personer
2010,79,alle,alle,197,arbledige_innvkat_land,personer
2010,79,innvandrere,1,69,arbledige_innvkat_land,personer
2010,79,innvandrere,2,128,arbledige_innvkat_land,personer
2010,79,innvandrere,alle,197,arbledige_innvkat_land,personer
2010,80,alle,1,13,arbledige_innvkat_land,personer
2010,80,alle,2,13,arbledige_innvkat_land,personer
2010,80,alle,alle,26,arbledige_innvkat_land,personer
2010,80,innvandrere,1,13,arbledige_innvkat_land,personer
2010,80,innvandrere,2,13,arbledige_innvkat_land,personer
2010,80,innvandrere,alle,26,arbledige_innvkat_land,personer
2010,81,alle,1,46,arbledige_innvkat_land,personer
2010,81,alle,2,95,arbledige_innvkat_land,personer
2010,81,alle,alle,141,arbledige_innvkat_land,personer
2010,81,innvandrere,1,46,arbledige_innvkat_land,personer
2010,81,innvandrere,2,95,arbledige_innvkat_land,personer
2010,81,innvandrere,alle,141,arbledige_innvkat_land,personer
2010,82,alle,1,14,arbledige_innvkat_land,personer
2010,82,alle,2,16,arbledige_innvkat_land,personer
2010,82,alle,alle,30,arbledige_innvkat_land,personer
2010,82,innvandrere,1,14,arbledige_innvkat_land,personer
2010,82,innvandrere,2,16,arbledige_innvkat_land,personer
2010,82,innvandrere,alle,30,arbledige_innvkat_land,personer
2010,83,alle,1,27,arbledige_innvkat_land,personer
2010,83,alle,2,46,arbledige_innvkat_land,personer
2010,83,alle,alle,73,arbledige_innvkat_land,personer
2010,83,innvandrere,1,27,arbledige_innvkat_land,personer
2010,83,innvandrere,2,46,arbledige_innvkat_land,personer
2010,83,innvandrere,alle,73,arbledige_innvkat_land,personer
2011,01,alle,1,38,arbledige_innvkat_land,personer
2011,01,alle,2,125,arbledige_innvkat_land,personer
2011,01,alle,alle,163,arbledige_innvkat_land,personer
2011,01,innvandrere,1,38,arbledige_innvkat_land,personer
2011,01,innvandrere,2,125,arbledige_innvkat_land,personer
2011,01,innvandrere,alle,163,arbledige_innvkat_land,personer
2011,02,alle,1,151,arbledige_innvkat_land,personer
2011,02,alle,2,244,arbledige_innvkat_land,personer
2011,02,alle,alle,395,arbledige_innvkat_land,personer
2011,02,innvandrere,1,151,arbledige_innvkat_land,personer
2011,02,innvandrere,2,244,arbledige_innvkat_land,personer
2011,02,innvandrere,alle,395,arbledige_innvkat_land,personer
2011,03,alle,1,146,arbledige_innvkat_land,personer
2011,03,alle,2,239,arbledige_innvkat_land,personer
2011,03,alle,alle,385,arbledige_innvkat_land,personer
2011,03,innvandrere,1,146,arbledige_innvkat_land,personer
2011,03,innvandrere,2,239,arbledige_innvkat_land,personer
2011,03,innvandrere,alle,385,arbledige_innvkat_land,personer
2011,04,alle,1,236,arbledige_innvkat_land,personer
2011,04,alle,2,864,arbledige_innvkat_land,personer
2011,04,alle,alle,1100,arbledige_innvkat_land,personer
2011,04,innvandrere,1,236,arbledige_innvkat_land,personer
2011,04,innvandrere,2,864,arbledige_innvkat_land,personer
2011,04,innvandrere,alle,1100,arbledige_innvkat_land,personer
2011,05,alle,1,350,arbledige_innvkat_land,personer
2011,05,alle,2,434,arbledige_innvkat_land,personer
2011,05,alle,alle,784,arbledige_innvkat_land,personer
2011,05,innvandrere,1,350,arbledige_innvkat_land,personer
2011,05,innvandrere,2,434,arbledige_innvkat_land,personer
2011,05,innvandrere,alle,784,arbledige_innvkat_land,personer
2011,06,alle,1,199,arbledige_innvkat_land,personer
2011,06,alle,2,426,arbledige_innvkat_land,personer
2011,06,alle,alle,625,arbledige_innvkat_land,personer
2011,06,innvandrere,1,199,arbledige_innvkat_land,personer
2011,06,innvandrere,2,426,arbledige_innvkat_land,personer
2011,06,innvandrere,alle,625,arbledige_innvkat_land,personer
2011,07,alle,1,286,arbledige_innvkat_land,personer
2011,07,alle,2,824,arbledige_innvkat_land,personer
2011,07,alle,alle,1110,arbledige_innvkat_land,personer
2011,07,innvandrere,1,286,arbledige_innvkat_land,personer
2011,07,innvandrere,2,824,arbledige_innvkat_land,personer
2011,07,innvandrere,alle,1110,arbledige_innvkat_land,personer
2011,08,alle,1,208,arbledige_innvkat_land,personer
2011,08,alle,2,305,arbledige_innvkat_land,personer
2011,08,alle,alle,513,arbledige_innvkat_land,personer
2011,08,innvandrere,1,208,arbledige_innvkat_land,personer
2011,08,innvandrere,2,305,arbledige_innvkat_land,personer
2011,08,innvandrere,alle,513,arbledige_innvkat_land,personer
2011,09,alle,1,1657,arbledige_innvkat_land,personer
2011,09,alle,2,5947,arbledige_innvkat_land,personer
2011,09,alle,alle,7604,arbledige_innvkat_land,personer
2011,09,innvandrere,1,1657,arbledige_innvkat_land,personer
2011,09,innvandrere,2,5947,arbledige_innvkat_land,personer
2011,09,innvandrere,alle,7604,arbledige_innvkat_land,personer
2011,10,alle,1,15,arbledige_innvkat_land,personer
2011,10,alle,2,10,arbledige_innvkat_land,personer
2011,10,alle,alle,25,arbledige_innvkat_land,personer
2011,10,innvandrere,1,15,arbledige_innvkat_land,personer
2011,10,innvandrere,2,10,arbledige_innvkat_land,personer
2011,10,innvandrere,alle,25,arbledige_innvkat_land,personer
2011,11,alle,1,75,arbledige_innvkat_land,personer
2011,11,alle,2,113,arbledige_innvkat_land,personer
2011,11,alle,alle,188,arbledige_innvkat_land,personer
2011,11,innvandrere,1,75,arbledige_innvkat_land,personer
2011,11,innvandrere,2,113,arbledige_innvkat_land,personer
2011,11,innvandrere,alle,188,arbledige_innvkat_land,personer
2011,12,alle,1,135,arbledige_innvkat_land,personer
2011,12,alle,2,222,arbledige_innvkat_land,personer
2011,12,alle,alle,357,arbledige_innvkat_land,personer
2011,12,innvandrere,1,135,arbledige_innvkat_land,personer
2011,12,innvandrere,2,222,arbledige_innvkat_land,personer
2011,12,innvandrere,alle,357,arbledige_innvkat_land,personer
2011,13,alle,1,51,arbledige_innvkat_land,personer
2011,13,alle,2,78,arbledige_innvkat_land,personer
2011,13,alle,alle,129,arbledige_innvkat_land,personer
2011,13,innvandrere,1,51,arbledige_innvkat_land,personer
2011,13,innvandrere,2,78,arbledige_innvkat_land,personer
2011,13,innvandrere,alle,129,arbledige_innvkat_land,personer
2011,14,alle,1,73,arbledige_innvkat_land,personer
2011,14,alle,2,158,arbledige_innvkat_land,personer
2011,14,alle,alle,231,arbledige_innvkat_land,personer
2011,14,innvandrere,1,73,arbledige_innvkat_land,personer
2011,14,innvandrere,2,158,arbledige_innvkat_land,personer
2011,14,innvandrere,alle,231,arbledige_innvkat_land,personer
2011,15,alle,1,30,arbledige_innvkat_land,personer
2011,15,alle,2,62,arbledige_innvkat_land,personer
2011,15,alle,alle,92,arbledige_innvkat_land,personer
2011,15,innvandrere,1,30,arbledige_innvkat_land,personer
2011,15,innvandrere,2,62,arbledige_innvkat_land,personer
2011,15,innvandrere,alle,92,arbledige_innvkat_land,personer
2011,16,alle,1,39,arbledige_innvkat_land,personer
2011,16,alle,2,124,arbledige_innvkat_land,personer
2011,16,alle,alle,163,arbledige_innvkat_land,personer
2011,16,innvandrere,1,39,arbledige_innvkat_land,personer
2011,16,innvandrere,2,124,arbledige_innvkat_land,personer
2011,16,innvandrere,alle,163,arbledige_innvkat_land,personer
2011,17,alle,1,30,arbledige_innvkat_land,personer
2011,17,alle,2,18,arbledige_innvkat_land,personer
2011,17,alle,alle,48,arbledige_innvkat_land,personer
2011,17,innvandrere,1,30,arbledige_innvkat_land,personer
2011,17,innvandrere,2,18,arbledige_innvkat_land,personer
2011,17,innvandrere,alle,48,arbledige_innvkat_land,personer
2011,18,alle,1,18,arbledige_innvkat_land,personer
2011,18,alle,2,22,arbledige_innvkat_land,personer
2011,18,alle,alle,40,arbledige_innvkat_land,personer
2011,18,innvandrere,1,18,arbledige_innvkat_land,personer
2011,18,innvandrere,2,22,arbledige_innvkat_land,personer
2011,18,innvandrere,alle,40,arbledige_innvkat_land,personer
2011,19,alle,1,31,arbledige_innvkat_land,personer
2011,19,alle,2,29,arbledige_innvkat_land,personer
2011,19,alle,alle,60,arbledige_innvkat_land,personer
2011,19,innvandrere,1,31,arbledige_innvkat_land,personer
2011,19,innvandrere,2,29,arbledige_innvkat_land,personer
2011,19,innvandrere,alle,60,arbledige_innvkat_land,personer
2011,20,alle,1,314,arbledige_innvkat_land,personer
2011,20,alle,2,812,arbledige_innvkat_land,personer
2011,20,alle,alle,1126,arbledige_innvkat_land,personer
2011,20,innvandrere,1,314,arbledige_innvkat_land,personer
2011,20,innvandrere,2,812,arbledige_innvkat_land,personer
2011,20,innvandrere,alle,1126,arbledige_innvkat_land,personer
2011,21,alle,1,59,arbledige_innvkat_land,personer
2011,21,alle,2,35,arbledige_innvkat_land,personer
2011,21,alle,alle,94,arbledige_innvkat_land,personer
2011,21,innvandrere,1,59,arbledige_innvkat_land,personer
2011,21,innvandrere,2,35,arbledige_innvkat_land,personer
2011,21,innvandrere,alle,94,arbledige_innvkat_land,personer
2011,22,alle,1,36,arbledige_innvkat_land,personer
2011,22,alle,2,47,arbledige_innvkat_land,personer
2011,22,alle,alle,83,arbledige_innvkat_land,personer
2011,22,innvandrere,1,36,arbledige_innvkat_land,personer
2011,22,innvandrere,2,47,arbledige_innvkat_land,personer
2011,22,innvandrere,alle,83,arbledige_innvkat_land,personer
2011,23,alle,1,22,arbledige_innvkat_land,personer
2011,23,alle,2,33,arbledige_innvkat_land,personer
2011,23,alle,alle,55,arbledige_innvkat_land,personer
2011,23,innvandrere,1,22,arbledige_innvkat_land,personer
2011,23,innvandrere,2,33,arbledige_innvkat_land,personer
2011,23,innvandrere,alle,55,arbledige_innvkat_land,personer
2011,24,alle,1,55,arbledige_innvkat_land,personer
2011,24,alle,2,114,arbledige_innvkat_land,personer
2011,24,alle,alle,169,arbledige_innvkat_land,personer
2011,24,innvandrere,1,55,arbledige_innvkat_land,personer
2011,24,innvandrere,2,114,arbledige_innvkat_land,personer
2011,24,innvandrere,alle,169,arbledige_innvkat_land,personer
2011,25,alle,1,255,arbledige_innvkat_land,personer
2011,25,alle,2,372,arbledige_innvkat_land,personer
