aar,fylke_nr,innvkat_3,vreg_3,tabellvariabel,tabell_navn,enhet
2009,19,innvandrere,alle,355,arbledige_innvkat_land,personer
2009,20,alle,1,87,arbledige_innvkat_land,personer
2009,20,alle,2,154,arbledige_innvkat_land,personer
2009,20,alle,alle,241,arbledige_innvkat_land,personer
2009,20,innvandrere,1,87,arbledige_innvkat_land,personer
2009,20,innvandrere,2,154,arbledige_innvkat_land,personer
2009,20,innvandrere,alle,241,arbledige_innvkat_land,personer
2010,00,alle,1,9068,arbledige_innvkat_land,personer
2010,00,alle,2,17623,arbledige_innvkat_land,personer
2010,00,alle,alle,26691,arbledige_innvkat_land,personer
2010,00,innvandrere,1,9068,arbledige_innvkat_land,personer
2010,00,innvandrere,2,17623,arbledige_innvkat_land,personer
2010,00,innvandrere,alle,26691,arbledige_innvkat_land,personer
2010,01,alle,1,496,arbledige_innvkat_land,personer
2010,01,alle,2,1292,arbledige_innvkat_land,personer
2010,01,alle,alle,1788,arbledige_innvkat_land,personer
2010,01,innvandrere,1,496,arbledige_innvkat_land,personer
2010,01,innvandrere,2,1292,arbledige_innvkat_land,personer
2010,01,innvandrere,alle,1788,arbledige_innvkat_land,personer
2010,02,alle,1,1130,arbledige_innvkat_land,personer
2010,02,alle,2,1854,arbledige_innvkat_land,personer
2010,02,alle,alle,2984,arbledige_innvkat_land,personer
2010,02,innvandrere,1,1130,arbledige_innvkat_land,personer
2010,02,innvandrere,2,1854,arbledige_innvkat_land,personer
2010,02,innvandrere,alle,2984,arbledige_innvkat_land,personer
2010,03,alle,1,1893,arbledige_innvkat_land,personer
2010,03,alle,2,6221,arbledige_innvkat_land,personer
2010,03,alle,alle,8114,arbledige_innvkat_land,personer
2010,03,innvandrere,1,1893,arbledige_innvkat_land,personer
2010,03,innvandrere,2,6221,arbledige_innvkat_land,personer
2010,03,innvandrere,alle,8114,arbledige_innvkat_land,personer
2010,04,alle,1,207,arbledige_innvkat_land,personer
2010,04,alle,2,358,arbledige_innvkat_land,personer
2010,04,alle,alle,565,arbledige_innvkat_land,personer
2010,04,innvandrere,1,207,arbledige_innvkat_land,personer
2010,04,innvandrere,2,358,arbledige_innvkat_land,personer
2010,04,innvandrere,alle,565,arbledige_innvkat_land,personer
2010,05,alle,1,186,arbledige_innvkat_land,personer
2010,05,alle,2,366,arbledige_innvkat_land,personer
2010,05,alle,alle,552,arbledige_innvkat_land,personer
2010,05,innvandrere,1,186,arbledige_innvkat_land,personer
2010,05,innvandrere,2,366,arbledige_innvkat_land,personer
2010,05,innvandrere,alle,552,arbledige_innvkat_land,personer
2010,06,alle,1,474,arbledige_innvkat_land,personer
2010,06,alle,2,992,arbledige_innvkat_land,personer
2010,06,alle,alle,1466,arbledige_innvkat_land,personer
2010,06,innvandrere,1,474,arbledige_innvkat_land,personer
2010,06,innvandrere,2,992,arbledige_innvkat_land,personer
2010,06,innvandrere,alle,1466,arbledige_innvkat_land,personer
2010,07,alle,1,446,arbledige_innvkat_land,personer
2010,07,alle,2,747,arbledige_innvkat_land,personer
2010,07,alle,alle,1193,arbledige_innvkat_land,personer
2010,07,innvandrere,1,446,arbledige_innvkat_land,personer
2010,07,innvandrere,2,747,arbledige_innvkat_land,personer
2010,07,innvandrere,alle,1193,arbledige_innvkat_land,personer
2010,08,alle,1,245,arbledige_innvkat_land,personer
2010,08,alle,2,488,arbledige_innvkat_land,personer
2010,08,alle,alle,733,arbledige_innvkat_land,personer
2010,08,innvandrere,1,245,arbledige_innvkat_land,personer
2010,08,innvandrere,2,488,arbledige_innvkat_land,personer
2010,08,innvandrere,alle,733,arbledige_innvkat_land,personer
2010,09,alle,1,236,arbledige_innvkat_land,personer
2010,09,alle,2,285,arbledige_innvkat_land,personer
2010,09,alle,alle,521,arbledige_innvkat_land,personer
2010,09,innvandrere,1,236,arbledige_innvkat_land,personer
2010,09,innvandrere,2,285,arbledige_innvkat_land,personer
2010,09,innvandrere,alle,521,arbledige_innvkat_land,personer
2010,10,alle,1,305,arbledige_innvkat_land,personer
2010,10,alle,2,555,arbledige_innvkat_land,personer
2010,10,alle,alle,860,arbledige_innvkat_land,personer
2010,10,innvandrere,1,305,arbledige_innvkat_land,personer
2010,10,innvandrere,2,555,arbledige_innvkat_land,personer
2010,10,innvandrere,alle,860,arbledige_innvkat_land,personer
2010,11,alle,1,970,arbledige_innvkat_land,personer
2010,11,alle,2,1165,arbledige_innvkat_land,personer
2010,11,alle,alle,2135,arbledige_innvkat_land,personer
2010,11,innvandrere,1,970,arbledige_innvkat_land,personer
2010,11,innvandrere,2,1165,arbledige_innvkat_land,personer
2010,11,innvandrere,alle,2135,arbledige_innvkat_land,personer
2010,12,alle,1,952,arbledige_innvkat_land,personer
2010,12,alle,2,1166,arbledige_innvkat_land,personer
2010,12,alle,alle,2118,arbledige_innvkat_land,personer
2010,12,innvandrere,1,952,arbledige_innvkat_land,personer
2010,12,innvandrere,2,1166,arbledige_innvkat_land,personer
2010,12,innvandrere,alle,2118,arbledige_innvkat_land,personer
2010,14,alle,1,148,arbledige_innvkat_land,personer
2010,14,alle,2,115,arbledige_innvkat_land,personer
2010,14,alle,alle,263,arbledige_innvkat_land,personer
2010,14,innvandrere,1,148,arbledige_innvkat_land,personer
2010,14,innvandrere,2,115,arbledige_innvkat_land,personer
2010,14,innvandrere,alle,263,arbledige_innvkat_land,personer
2010,15,alle,1,417,arbledige_innvkat_land,personer
2010,15,alle,2,414,arbledige_innvkat_land,personer
2010,15,alle,alle,831,arbledige_innvkat_land,personer
2010,15,innvandrere,1,417,arbledige_innvkat_land,personer
2010,15,innvandrere,2,414,arbledige_innvkat_land,personer
2010,15,innvandrere,alle,831,arbledige_innvkat_land,personer
2010,16,alle,1,398,arbledige_innvkat_land,personer
2010,16,alle,2,707,arbledige_innvkat_land,personer
2010,16,alle,alle,1105,arbledige_innvkat_land,personer
2010,16,innvandrere,1,398,arbledige_innvkat_land,personer
2010,16,innvandrere,2,707,arbledige_innvkat_land,personer
2010,16,innvandrere,alle,1105,arbledige_innvkat_land,personer
2010,17,alle,1,170,arbledige_innvkat_land,personer
2010,17,alle,2,177,arbledige_innvkat_land,personer
2010,17,alle,alle,347,arbledige_innvkat_land,personer
2010,17,innvandrere,1,170,arbledige_innvkat_land,personer
2010,17,innvandrere,2,177,arbledige_innvkat_land,personer
2010,17,innvandrere,alle,347,arbledige_innvkat_land,personer
2010,18,alle,1,186,arbledige_innvkat_land,personer
2010,18,alle,2,342,arbledige_innvkat_land,personer
2010,18,alle,alle,528,arbledige_innvkat_land,personer
2010,18,innvandrere,1,186,arbledige_innvkat_land,personer
2010,18,innvandrere,2,342,arbledige_innvkat_land,personer
2010,18,innvandrere,alle,528,arbledige_innvkat_land,personer
2010,19,alle,1,122,arbledige_innvkat_land,personer
2010,19,alle,2,222,arbledige_innvkat_land,personer
2010,19,alle,alle,344,arbledige_innvkat_land,personer
2010,19,innvandrere,1,122,arbledige_innvkat_land,personer
2010,19,innvandrere,2,222,arbledige_innvkat_land,personer
2010,19,innvandrere,alle,344,arbledige_innvkat_land,personer
2010,20,alle,1,87,arbledige_innvkat_land,personer
2010,20,alle,2,157,arbledige_innvkat_land,personer
2010,20,alle,alle,244,arbledige_innvkat_land,personer
2010,20,innvandrere,1,87,arbledige_innvkat_land,personer
2010,20,innvandrere,2,157,arbledige_innvkat_land,personer
2010,20,innvandrere,alle,244,arbledige_innvkat_land,personer
2011,00,alle,1,8690,arbledige_innvkat_land,personer
2011,00,alle,2,18472,arbledige_innvkat_land,personer
2011,00,alle,alle,27162,arbledige_innvkat_land,personer
2011,00,innvandrere,1,8690,arbledige_innvkat_land,personer
2011,00,innvandrere,2,18472,arbledige_innvkat_land,personer
2011,00,innvandrere,alle,27162,arbledige_innvkat_land,personer
2011,01,alle,1,571,arbledige_innvkat_land,personer
2011,01,alle,2,1472,arbledige_innvkat_land,personer
2011,01,alle,alle,2043,arbledige_innvkat_land,personer
2011,01,innvandrere,1,571,arbledige_innvkat_land,personer
2011,01,innvandrere,2,1472,arbledige_innvkat_land,personer
2011,01,innvandrere,alle,2043,arbledige_innvkat_land,personer
2011,02,alle,1,1043,arbledige_innvkat_land,personer
2011,02,alle,2,1989,arbledige_innvkat_land,personer
2011,02,alle,alle,3032,arbledige_innvkat_land,personer
2011,02,innvandrere,1,1043,arbledige_innvkat_land,personer
2011,02,innvandrere,2,1989,arbledige_innvkat_land,personer
2011,02,innvandrere,alle,3032,arbledige_innvkat_land,personer
2011,03,alle,1,1657,arbledige_innvkat_land,personer
2011,03,alle,2,5947,arbledige_innvkat_land,personer
2011,03,alle,alle,7604,arbledige_innvkat_land,personer
2011,03,innvandrere,1,1657,arbledige_innvkat_land,personer
2011,03,innvandrere,2,5947,arbledige_innvkat_land,personer
2011,03,innvandrere,alle,7604,arbledige_innvkat_land,personer
2011,04,alle,1,276,arbledige_innvkat_land,personer
2011,04,alle,2,423,arbledige_innvkat_land,personer
2011,04,alle,alle,699,arbledige_innvkat_land,personer
2011,04,innvandrere,1,276,arbledige_innvkat_land,personer
2011,04,innvandrere,2,423,arbledige_innvkat_land,personer
2011,04,innvandrere,alle,699,arbledige_innvkat_land,personer
2011,05,alle,1,221,arbledige_innvkat_land,personer
2011,05,alle,2,412,arbledige_innvkat_land,personer
2011,05,alle,alle,633,arbledige_innvkat_land,personer
2011,05,innvandrere,1,221,arbledige_innvkat_land,personer
2011,05,innvandrere,2,412,arbledige_innvkat_land,personer
2011,05,innvandrere,alle,633,arbledige_innvkat_land,personer
2011,06,alle,1,457,arbledige_innvkat_land,personer
2011,06,alle,2,1013,arbledige_innvkat_land,personer
2011,06,alle,alle,1470,arbledige_innvkat_land,personer
2011,06,innvandrere,1,457,arbledige_innvkat_land,personer
2011,06,innvandrere,2,1013,arbledige_innvkat_land,personer
2011,06,innvandrere,alle,1470,arbledige_innvkat_land,personer
2011,07,alle,1,452,arbledige_innvkat_land,personer
2011,07,alle,2,785,arbledige_innvkat_land,personer
2011,07,alle,alle,1237,arbledige_innvkat_land,personer
2011,07,innvandrere,1,452,arbledige_innvkat_land,personer
2011,07,innvandrere,2,785,arbledige_innvkat_land,personer
2011,07,innvandrere,alle,1237,arbledige_innvkat_land,personer
2011,08,alle,1,280,arbledige_innvkat_land,personer
2011,08,alle,2,672,arbledige_innvkat_land,personer
2011,08,alle,alle,952,arbledige_innvkat_land,personer
2011,08,innvandrere,1,280,arbledige_innvkat_land,personer
2011,08,innvandrere,2,672,arbledige_innvkat_land,personer
2011,08,innvandrere,alle,952,arbledige_innvkat_land,personer
2011,09,alle,1,231,arbledige_innvkat_land,personer
2011,09,alle,2,335,arbledige_innvkat_land,personer
2011,09,alle,alle,566,arbledige_innvkat_land,personer
2011,09,innvandrere,1,231,arbledige_innvkat_land,personer
2011,09,innvandrere,2,335,arbledige_innvkat_land,personer
2011,09,innvandrere,alle,566,arbledige_innvkat_land,personer
2011,10,alle,1,312,arbledige_innvkat_land,personer
2011,10,alle,2,594,arbledige_innvkat_land,personer
2011,10,alle,alle,906,arbledige_innvkat_land,personer
2011,10,innvandrere,1,312,arbledige_innvkat_land,personer
2011,10,innvandrere,2,594,arbledige_innvkat_land,personer
2011,10,innvandrere,alle,906,arbledige_innvkat_land,personer
2011,11,alle,1,789,arbledige_innvkat_land,personer
2011,11,alle,2,1182,arbledige_innvkat_land,personer
2011,11,alle,alle,1971,arbledige_innvkat_land,personer
2011,11,innvandrere,1,789,arbledige_innvkat_land,personer
2011,11,innvandrere,2,1182,arbledige_innvkat_land,personer
2011,11,innvandrere,alle,1971,arbledige_innvkat_land,personer
2011,12,alle,1,863,arbledige_innvkat_land,personer
2011,12,alle,2,1265,arbledige_innvkat_land,personer
2011,12,alle,alle,2128,arbledige_innvkat_land,personer
2011,12,innvandrere,1,863,arbledige_innvkat_land,personer
2011,12,innvandrere,2,1265,arbledige_innvkat_land,personer
2011,12,innvandrere,alle,2128,arbledige_innvkat_land,personer
2011,14,alle,1,134,arbledige_innvkat_land,personer
2011,14,alle,2,147,arbledige_innvkat_land,personer
2011,14,alle,alle,281,arbledige_innvkat_land,personer
2011,14,innvandrere,1,134,arbledige_innvkat_land,personer
2011,14,innvandrere,2,147,arbledige_innvkat_land,personer
2011,14,innvandrere,alle,281,arbledige_innvkat_land,personer
2011,15,alle,1,455,arbledige_innvkat_land,personer
2011,15,alle,2,437,arbledige_innvkat_land,personer
2011,15,alle,alle,892,arbledige_innvkat_land,personer
2011,15,innvandrere,1,455,arbledige_innvkat_land,personer
2011,15,innvandrere,2,437,arbledige_innvkat_land,personer
2011,15,innvandrere,alle,892,arbledige_innvkat_land,personer
2011,16,alle,1,361,arbledige_innvkat_land,personer
2011,16,alle,2,736,arbledige_innvkat_land,personer
2011,16,alle,alle,1097,arbledige_innvkat_land,personer
2011,16,innvandrere,1,361,arbledige_innvkat_land,personer
2011,16,innvandrere,2,736,arbledige_innvkat_land,personer
2011,16,innvandrere,alle,1097,arbledige_innvkat_land,personer
2011,17,alle,1,127,arbledige_innvkat_land,personer
2011,17,alle,2,194,arbledige_innvkat_land,personer
2011,17,alle,alle,321,arbledige_innvkat_land,personer
2011,17,innvandrere,1,127,arbledige_innvkat_land,personer
2011,17,innvandrere,2,194,arbledige_innvkat_land,personer
2011,17,innvandrere,alle,321,arbledige_innvkat_land,personer
2011,18,alle,1,230,arbledige_innvkat_land,personer
2011,18,alle,2,458,arbledige_innvkat_land,personer
2011,18,alle,alle,688,arbledige_innvkat_land,personer
2011,18,innvandrere,1,230,arbledige_innvkat_land,personer
2011,18,innvandrere,2,458,arbledige_innvkat_land,personer
2011,18,innvandrere,alle,688,arbledige_innvkat_land,personer
2011,19,alle,1,130,arbledige_innvkat_land,personer
2011,19,alle,2,235,arbledige_innvkat_land,personer
2011,19,alle,alle,365,arbledige_innvkat_land,personer
2011,19,innvandrere,1,130,arbledige_innvkat_land,personer
2011,19,innvandrere,2,235,arbledige_innvkat_land,personer
2011,19,innvandrere,alle,365,arbledige_innvkat_land,personer
2011,20,alle,1,101,arbledige_innvkat_land,personer
2011,20,alle,2,176,arbledige_innvkat_land,personer
2011,20,alle,alle,277,arbledige_innvkat_land,personer
2011,20,innvandrere,1,101,arbledige_innvkat_land,personer
2011,20,innvandrere,2,176,arbledige_innvkat_land,personer
2011,20,innvandrere,alle,277,arbledige_innvkat_land,personer
2012,00,alle,1,9810,arbledige_innvkat_land,personer
2012,00,alle,2,18897,arbledige_innvkat_land,personer
2012,00,alle,alle,28707,arbledige_innvkat_land,personer
2012,00,innvandrere,1,9810,arbledige_innvkat_land,personer
2012,00,innvandrere,2,18897,arbledige_innvkat_land,personer
2012,00,innvandrere,alle,28707,arbledige_innvkat_land,personer
2012,01,alle,1,748,arbledige_innvkat_land,personer
2012,01,alle,2,1628,arbledige_innvkat_land,personer
2012,01,alle,alle,2376,arbledige_innvkat_land,personer
2012,01,innvandrere,1,748,arbledige_innvkat_land,personer
2012,01,innvandrere,2,1628,arbledige_innvkat_land,personer
2012,01,innvandrere,alle,2376,arbledige_innvkat_land,personer
2012,02,alle,1,1279,arbledige_innvkat_land,personer
2012,02,alle,2,2147,arbledige_innvkat_land,personer
2012,02,alle,alle,3426,arbledige_innvkat_land,personer
2012,02,innvandrere,1,1279,arbledige_innvkat_land,personer
2012,02,innvandrere,2,2147,arbledige_innvkat_land,personer
2012,02,innvandrere,alle,3426,arbledige_innvkat_land,personer
2012,03,alle,1,1912,arbledige_innvkat_land,personer
2012,03,alle,2,5958,arbledige_innvkat_land,personer
2012,03,alle,alle,7870,arbledige_innvkat_land,personer
2012,03,innvandrere,1,1912,arbledige_innvkat_land,personer
2012,03,innvandrere,2,5958,arbledige_innvkat_land,personer
2012,03,innvandrere,alle,7870,arbledige_innvkat_land,personer
2012,04,alle,1,290,arbledige_innvkat_land,personer
2012,04,alle,2,453,arbledige_innvkat_land,personer
2012,04,alle,alle,743,arbledige_innvkat_land,personer
2012,04,innvandrere,1,290,arbledige_innvkat_land,personer
2012,04,innvandrere,2,453,arbledige_innvkat_land,personer
2012,04,innvandrere,alle,743,arbledige_innvkat_land,personer
2012,05,alle,1,277,arbledige_innvkat_land,personer
2012,05,alle,2,412,arbledige_innvkat_land,personer
2012,05,alle,alle,689,arbledige_innvkat_land,personer
2012,05,innvandrere,1,277,arbledige_innvkat_land,personer
2012,05,innvandrere,2,412,arbledige_innvkat_land,personer
2012,05,innvandrere,alle,689,arbledige_innvkat_land,personer
2012,06,alle,1,566,arbledige_innvkat_land,personer
2012,06,alle,2,1032,arbledige_innvkat_land,personer
2012,06,alle,alle,1598,arbledige_innvkat_land,personer
2012,06,innvandrere,1,566,arbledige_innvkat_land,personer
2012,06,innvandrere,2,1032,arbledige_innvkat_land,personer
2012,06,innvandrere,alle,1598,arbledige_innvkat_land,personer
2012,07,alle,1,525,arbledige_innvkat_land,personer
2012,07,alle,2,808,arbledige_innvkat_land,personer
2012,07,alle,alle,1333,arbledige_innvkat_land,personer
2012,07,innvandrere,1,525,arbledige_innvkat_land,personer
2012,07,innvandrere,2,808,arbledige_innvkat_land,personer
2012,07,innvandrere,alle,1333,arbledige_innvkat_land,personer
2012,08,alle,1,260,arbledige_innvkat_land,personer
2012,08,alle,2,670,arbledige_innvkat_land,personer
2012,08,alle,alle,930,arbledige_innvkat_land,personer
2012,08,innvandrere,1,260,arbledige_innvkat_land,personer
2012,08,innvandrere,2,670,arbledige_innvkat_land,personer
2012,08,innvandrere,alle,930,arbledige_innvkat_land,personer
2012,09,alle,1,235,arbledige_innvkat_land,personer
2012,09,alle,2,366,arbledige_innvkat_land,personer
2012,09,alle,alle,601,arbledige_innvkat_land,personer
2012,09,innvandrere,1,235,arbledige_innvkat_land,personer
2012,09,innvandrere,2,366,arbledige_innvkat_land,personer
2012,09,innvandrere,alle,601,arbledige_innvkat_land,personer
2012,10,alle,1,334,arbledige_innvkat_land,personer
2012,10,alle,2,629,arbledige_innvkat_land,personer
2012,10,alle,alle,963,arbledige_innvkat_land,personer
2012,10,innvandrere,1,334,arbledige_innvkat_land,personer
2012,10,innvandrere,2,629,arbledige_innvkat_land,personer
2012,10,innvandrere,alle,963,arbledige_innvkat_land,personer
2012,11,alle,1,773,arbledige_innvkat_land,personer
2012,11,alle,2,1177,arbledige_innvkat_land,personer
2012,11,alle,alle,1950,arbledige_innvkat_land,personer
2012,11,innvandrere,1,773,arbledige_innvkat_land,personer
2012,11,innvandrere,2,1177,arbledige_innvkat_land,personer
2012,11,innvandrere,alle,1950,arbledige_innvkat_land,personer
2012,12,alle,1,839,arbledige_innvkat_land,personer
2012,12,alle,2,1227,arbledige_innvkat_land,personer
2012,12,alle,alle,2066,arbledige_innvkat_land,personer
2012,12,innvandrere,1,839,arbledige_innvkat_land,personer
2012,12,innvandrere,2,1227,arbledige_innvkat_land,personer
2012,12,innvandrere,alle,2066,arbledige_innvkat_land,personer
2012,14,alle,1,187,arbledige_innvkat_land,personer
2012,14,alle,2,184,arbledige_innvkat_land,personer
2012,14,alle,alle,371,arbledige_innvkat_land,personer
2012,14,innvandrere,1,187,arbledige_innvkat_land,personer
2012,14,innvandrere,2,184,arbledige_innvkat_land,personer
2012,14,innvandrere,alle,371,arbledige_innvkat_land,personer
2012,15,alle,1,524,arbledige_innvkat_land,personer
2012,15,alle,2,441,arbledige_innvkat_land,personer
2012,15,alle,alle,965,arbledige_innvkat_land,personer
2012,15,innvandrere,1,524,arbledige_innvkat_land,personer
2012,15,innvandrere,2,441,arbledige_innvkat_land,personer
2012,15,innvandrere,alle,965,arbledige_innvkat_land,personer
2012,16,alle,1,396,arbledige_innvkat_land,personer
2012,16,alle,2,685,arbledige_innvkat_land,personer
2012,16,alle,alle,1081,arbledige_innvkat_land,personer
2012,16,innvandrere,1,396,arbledige_innvkat_land,personer
2012,16,innvandrere,2,685,arbledige_innvkat_land,personer
2012,16,innvandrere,alle,1081,arbledige_innvkat_land,personer
2012,17,alle,1,120,arbledige_innvkat_land,personer
2012,17,alle,2,171,arbledige_innvkat_land,personer
2012,17,alle,alle,291,arbledige_innvkat_land,personer
2012,17,innvandrere,1,120,arbledige_innvkat_land,personer
2012,17,innvandrere,2,171,arbledige_innvkat_land,personer
2012,17,innvandrere,alle,291,arbledige_innvkat_land,personer
2012,18,alle,1,271,arbledige_innvkat_land,personer
2012,18,alle,2,523,arbledige_innvkat_land,personer
2012,18,alle,alle,794,arbledige_innvkat_land,personer
2012,18,innvandrere,1,271,arbledige_innvkat_land,personer
2012,18,innvandrere,2,523,arbledige_innvkat_land,personer
2012,18,innvandrere,alle,794,arbledige_innvkat_land,personer
2012,19,alle,1,131,arbledige_innvkat_land,personer
2012,19,alle,2,229,arbledige_innvkat_land,personer
2012,19,alle,alle,360,arbledige_innvkat_land,personer
2012,19,innvandrere,1,131,arbledige_innvkat_land,personer
2012,19,innvandrere,2,229,arbledige_innvkat_land,personer
2012,19,innvandrere,alle,360,arbledige_innvkat_land,personer
2012,20,alle,1,143,arbledige_innvkat_land,personer
2012,20,alle,2,157,arbledige_innvkat_land,personer
2012,20,alle,alle,300,arbledige_innvkat_land,personer
2012,20,innvandrere,1,143,arbledige_innvkat_land,personer
2012,20,innvandrere,2,157,arbledige_innvkat_land,personer
2012,20,innvandrere,alle,300,arbledige_innvkat_land,personer
2013,00,alle,1,12521,arbledige_innvkat_land,personer
2013,00,alle,2,20445,arbledige_innvkat_land,personer
2013,00,alle,alle,32966,arbledige_innvkat_land,personer
2013,00,innvandrere,1,12521,arbledige_innvkat_land,personer
2013,00,innvandrere,2,20445,arbledige_innvkat_land,personer
2013,00,innvandrere,alle,32966,arbledige_innvkat_land,personer
2013,01,alle,1,799,arbledige_innvkat_land,personer
2013,01,alle,2,1855,arbledige_innvkat_land,personer
2013,01,alle,alle,2654,arbledige_innvkat_land,personer
2013,01,innvandrere,1,799,arbledige_innvkat_land,personer
2013,01,innvandrere,2,1855,arbledige_innvkat_land,personer
2013,01,innvandrere,alle,2654,arbledige_innvkat_land,personer
2013,02,alle,1,1538,arbledige_innvkat_land,personer
2013,02,alle,2,2258,arbledige_innvkat_land,personer
2013,02,alle,alle,3796,arbledige_innvkat_land,personer
2013,02,innvandrere,1,1538,arbledige_innvkat_land,personer
2013,02,innvandrere,2,2258,arbledige_innvkat_land,personer
2013,02,innvandrere,alle,3796,arbledige_innvkat_land,personer
2013,03,alle,1,2495,arbledige_innvkat_land,personer
2013,03,alle,2,6371,arbledige_innvkat_land,personer
2013,03,alle,alle,8866,arbledige_innvkat_land,personer
2013,03,innvandrere,1,2495,arbledige_innvkat_land,personer
2013,03,innvandrere,2,6371,arbledige_innvkat_land,personer
2013,03,innvandrere,alle,8866,arbledige_innvkat_land,personer
2013,04,alle,1,316,arbledige_innvkat_land,personer
2013,04,alle,2,508,arbledige_innvkat_land,personer
2013,04,alle,alle,824,arbledige_innvkat_land,personer
2013,04,innvandrere,1,316,arbledige_innvkat_land,personer
2013,04,innvandrere,2,508,arbledige_innvkat_land,personer
2013,04,innvandrere,alle,824,arbledige_innvkat_land,personer
2013,05,alle,1,297,arbledige_innvkat_land,personer
2013,05,alle,2,449,arbledige_innvkat_land,personer
2013,05,alle,alle,746,arbledige_innvkat_land,personer
2013,05,innvandrere,1,297,arbledige_innvkat_land,personer
2013,05,innvandrere,2,449,arbledige_innvkat_land,personer
2013,05,innvandrere,alle,746,arbledige_innvkat_land,personer
2013,06,alle,1,749,arbledige_innvkat_land,personer
2013,06,alle,2,1136,arbledige_innvkat_land,personer
2013,06,alle,alle,1885,arbledige_innvkat_land,personer
2013,06,innvandrere,1,749,arbledige_innvkat_land,personer
2013,06,innvandrere,2,1136,arbledige_innvkat_land,personer
2013,06,innvandrere,alle,1885,arbledige_innvkat_land,personer
2013,07,alle,1,585,arbledige_innvkat_land,personer
2013,07,alle,2,841,arbledige_innvkat_land,personer
2013,07,alle,alle,1426,arbledige_innvkat_land,personer
2013,07,innvandrere,1,585,arbledige_innvkat_land,personer
2013,07,innvandrere,2,841,arbledige_innvkat_land,personer
2013,07,innvandrere,alle,1426,arbledige_innvkat_land,personer
2013,08,alle,1,308,arbledige_innvkat_land,personer
2013,08,alle,2,673,arbledige_innvkat_land,personer
2013,08,alle,alle,981,arbledige_innvkat_land,personer
2013,08,innvandrere,1,308,arbledige_innvkat_land,personer
2013,08,innvandrere,2,673,arbledige_innvkat_land,personer
2013,08,innvandrere,alle,981,arbledige_innvkat_land,personer
2013,09,alle,1,318,arbledige_innvkat_land,personer
2013,09,alle,2,373,arbledige_innvkat_land,personer
2013,09,alle,alle,691,arbledige_innvkat_land,personer
2013,09,innvandrere,1,318,arbledige_innvkat_land,personer
2013,09,innvandrere,2,373,arbledige_innvkat_land,personer
2013,09,innvandrere,alle,691,arbledige_innvkat_land,personer
2013,10,alle,1,379,arbledige_innvkat_land,personer
2013,10,alle,2,655,arbledige_innvkat_land,personer
2013,10,alle,alle,1034,arbledige_innvkat_land,personer
2013,10,innvandrere,1,379,arbledige_innvkat_land,personer
2013,10,innvandrere,2,655,arbledige_innvkat_land,personer
2013,10,innvandrere,alle,1034,arbledige_innvkat_land,personer
2013,11,alle,1,1230,arbledige_innvkat_land,personer
2013,11,alle,2,1215,arbledige_innvkat_land,personer
2013,11,alle,alle,2445,arbledige_innvkat_land,personer
2013,11,innvandrere,1,1230,arbledige_innvkat_land,personer
2013,11,innvandrere,2,1215,arbledige_innvkat_land,personer
2013,11,innvandrere,alle,2445,arbledige_innvkat_land,personer
2013,12,alle,1,1132,arbledige_innvkat_land,personer
2013,12,alle,2,1471,arbledige_innvkat_land,personer
2013,12,alle,alle,2603,arbledige_innvkat_land,personer
2013,12,innvandrere,1,1132,arbledige_innvkat_land,personer
2013,12,innvandrere,2,1471,arbledige_innvkat_land,personer
2013,12,innvandrere,alle,2603,arbledige_innvkat_land,personer
2013,14,alle,1,201,arbledige_innvkat_land,personer
2013,14,alle,2,164,arbledige_innvkat_land,personer
2013,14,alle,alle,365,arbledige_innvkat_land,personer
2013,14,innvandrere,1,201,arbledige_innvkat_land,personer
2013,14,innvandrere,2,164,arbledige_innvkat_land,personer
2013,14,innvandrere,alle,365,arbledige_innvkat_land,personer
2013,15,alle,1,683,arbledige_innvkat_land,personer
2013,15,alle,2,481,arbledige_innvkat_land,personer
2013,15,alle,alle,1164,arbledige_innvkat_land,personer
2013,15,innvandrere,1,683,arbledige_innvkat_land,personer
2013,15,innvandrere,2,481,arbledige_innvkat_land,personer
2013,15,innvandrere,alle,1164,arbledige_innvkat_land,personer
2013,16,alle,1,512,arbledige_innvkat_land,personer
2013,16,alle,2,751,arbledige_innvkat_land,personer
2013,16,alle,alle,1263,arbledige_innvkat_land,personer
2013,16,innvandrere,1,512,arbledige_innvkat_land,personer
2013,16,innvandrere,2,751,arbledige_innvkat_land,personer
2013,16,innvandrere,alle,1263,arbledige_innvkat_land,personer
2013,17,alle,1,191,arbledige_innvkat_land,personer
2013,17,alle,2,210,arbledige_innvkat_land,personer
2013,17,alle,alle,401,arbledige_innvkat_land,personer
2013,17,innvandrere,1,191,arbledige_innvkat_land,personer
2013,17,innvandrere,2,210,arbledige_innvkat_land,personer
2013,17,innvandrere,alle,401,arbledige_innvkat_land,personer
2013,18,alle,1,356,arbledige_innvkat_land,personer
2013,18,alle,2,542,arbledige_innvkat_land,personer
2013,18,alle,alle,898,arbledige_innvkat_land,personer
2013,18,innvandrere,1,356,arbledige_innvkat_land,personer
2013,18,innvandrere,2,542,arbledige_innvkat_land,personer
2013,18,innvandrere,alle,898,arbledige_innvkat_land,personer
2013,19,alle,1,160,arbledige_innvkat_land,personer
2013,19,alle,2,280,arbledige_innvkat_land,personer
2013,19,alle,alle,440,arbledige_innvkat_land,personer
