aar,naringsregion_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2010,46,alle,1,0.73,sysselsatte_kjonn_land,prosent
2010,46,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2010,47,1,0,0.69,sysselsatte_kjonn_land,prosent
2010,47,1,1,0.75,sysselsatte_kjonn_land,prosent
2010,47,1,alle,0.73,sysselsatte_kjonn_land,prosent
2010,47,2,0,0.56,sysselsatte_kjonn_land,prosent
2010,47,2,1,0.57,sysselsatte_kjonn_land,prosent
2010,47,2,alle,0.57,sysselsatte_kjonn_land,prosent
2010,47,alle,0,0.69,sysselsatte_kjonn_land,prosent
2010,47,alle,1,0.74,sysselsatte_kjonn_land,prosent
2010,47,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2010,48,1,0,0.74,sysselsatte_kjonn_land,prosent
2010,48,1,1,0.72,sysselsatte_kjonn_land,prosent
2010,48,1,alle,0.73,sysselsatte_kjonn_land,prosent
2010,48,2,0,0.67,sysselsatte_kjonn_land,prosent
2010,48,2,1,0.65,sysselsatte_kjonn_land,prosent
2010,48,2,alle,0.66,sysselsatte_kjonn_land,prosent
2010,48,alle,0,0.67,sysselsatte_kjonn_land,prosent
2010,48,alle,1,0.73,sysselsatte_kjonn_land,prosent
2010,48,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,49,1,0,0.69,sysselsatte_kjonn_land,prosent
2010,49,1,1,0.82,sysselsatte_kjonn_land,prosent
2010,49,1,alle,0.77,sysselsatte_kjonn_land,prosent
2010,49,2,0,0.54,sysselsatte_kjonn_land,prosent
2010,49,2,1,0.59,sysselsatte_kjonn_land,prosent
2010,49,2,alle,0.56,sysselsatte_kjonn_land,prosent
2010,49,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,49,alle,1,0.76,sysselsatte_kjonn_land,prosent
2010,49,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2010,50,1,0,0.73,sysselsatte_kjonn_land,prosent
2010,50,1,1,0.79,sysselsatte_kjonn_land,prosent
2010,50,1,alle,0.76,sysselsatte_kjonn_land,prosent
2010,50,2,0,0.58,sysselsatte_kjonn_land,prosent
2010,50,2,1,0.60,sysselsatte_kjonn_land,prosent
2010,50,2,alle,0.59,sysselsatte_kjonn_land,prosent
2010,50,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,50,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,50,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2010,51,1,0,0.74,sysselsatte_kjonn_land,prosent
2010,51,1,1,0.77,sysselsatte_kjonn_land,prosent
2010,51,1,alle,0.76,sysselsatte_kjonn_land,prosent
2010,51,2,0,0.52,sysselsatte_kjonn_land,prosent
2010,51,2,1,0.56,sysselsatte_kjonn_land,prosent
2010,51,2,alle,0.54,sysselsatte_kjonn_land,prosent
2010,51,alle,0,0.73,sysselsatte_kjonn_land,prosent
2010,51,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,51,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2010,52,1,0,0.69,sysselsatte_kjonn_land,prosent
2010,52,1,1,0.77,sysselsatte_kjonn_land,prosent
2010,52,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,52,2,0,0.51,sysselsatte_kjonn_land,prosent
2010,52,2,1,0.50,sysselsatte_kjonn_land,prosent
2010,52,2,alle,0.50,sysselsatte_kjonn_land,prosent
2010,52,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,52,alle,1,0.72,sysselsatte_kjonn_land,prosent
2010,52,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2010,53,1,0,0.68,sysselsatte_kjonn_land,prosent
2010,53,1,1,0.78,sysselsatte_kjonn_land,prosent
2010,53,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,53,2,0,0.63,sysselsatte_kjonn_land,prosent
2010,53,2,1,0.62,sysselsatte_kjonn_land,prosent
2010,53,2,alle,0.63,sysselsatte_kjonn_land,prosent
2010,53,alle,0,0.69,sysselsatte_kjonn_land,prosent
2010,53,alle,1,0.74,sysselsatte_kjonn_land,prosent
2010,53,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2010,54,1,0,0.77,sysselsatte_kjonn_land,prosent
2010,54,1,1,0.85,sysselsatte_kjonn_land,prosent
2010,54,1,alle,0.81,sysselsatte_kjonn_land,prosent
2010,54,2,0,0.66,sysselsatte_kjonn_land,prosent
2010,54,2,1,0.72,sysselsatte_kjonn_land,prosent
2010,54,2,alle,0.68,sysselsatte_kjonn_land,prosent
2010,54,alle,0,0.74,sysselsatte_kjonn_land,prosent
2010,54,alle,1,0.77,sysselsatte_kjonn_land,prosent
2010,54,alle,alle,0.75,sysselsatte_kjonn_land,prosent
2010,55,1,0,0.66,sysselsatte_kjonn_land,prosent
2010,55,1,1,0.81,sysselsatte_kjonn_land,prosent
2010,55,1,alle,0.77,sysselsatte_kjonn_land,prosent
2010,55,2,0,0.56,sysselsatte_kjonn_land,prosent
2010,55,2,1,0.55,sysselsatte_kjonn_land,prosent
2010,55,2,alle,0.56,sysselsatte_kjonn_land,prosent
2010,55,alle,0,0.66,sysselsatte_kjonn_land,prosent
2010,55,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,55,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2010,56,1,0,0.66,sysselsatte_kjonn_land,prosent
2010,56,1,1,0.78,sysselsatte_kjonn_land,prosent
2010,56,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,56,2,0,0.63,sysselsatte_kjonn_land,prosent
2010,56,2,1,0.64,sysselsatte_kjonn_land,prosent
2010,56,2,alle,0.63,sysselsatte_kjonn_land,prosent
2010,56,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,56,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,56,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2010,57,1,0,0.65,sysselsatte_kjonn_land,prosent
2010,57,1,1,0.66,sysselsatte_kjonn_land,prosent
2010,57,1,alle,0.66,sysselsatte_kjonn_land,prosent
2010,57,2,0,0.58,sysselsatte_kjonn_land,prosent
2010,57,2,1,0.51,sysselsatte_kjonn_land,prosent
2010,57,2,alle,0.56,sysselsatte_kjonn_land,prosent
2010,57,alle,0,0.62,sysselsatte_kjonn_land,prosent
2010,57,alle,1,0.70,sysselsatte_kjonn_land,prosent
2010,57,alle,alle,0.67,sysselsatte_kjonn_land,prosent
2010,58,1,0,0.77,sysselsatte_kjonn_land,prosent
2010,58,1,1,0.83,sysselsatte_kjonn_land,prosent
2010,58,1,alle,0.81,sysselsatte_kjonn_land,prosent
2010,58,2,0,0.76,sysselsatte_kjonn_land,prosent
2010,58,2,1,0.44,sysselsatte_kjonn_land,prosent
2010,58,2,alle,0.66,sysselsatte_kjonn_land,prosent
2010,58,alle,0,0.66,sysselsatte_kjonn_land,prosent
2010,58,alle,1,0.73,sysselsatte_kjonn_land,prosent
2010,58,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,59,1,0,0.70,sysselsatte_kjonn_land,prosent
2010,59,1,1,0.78,sysselsatte_kjonn_land,prosent
2010,59,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,59,2,0,0.52,sysselsatte_kjonn_land,prosent
2010,59,2,1,0.60,sysselsatte_kjonn_land,prosent
2010,59,2,alle,0.56,sysselsatte_kjonn_land,prosent
2010,59,alle,0,0.69,sysselsatte_kjonn_land,prosent
2010,59,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,59,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2010,60,1,0,0.62,sysselsatte_kjonn_land,prosent
2010,60,1,1,0.73,sysselsatte_kjonn_land,prosent
2010,60,1,alle,0.68,sysselsatte_kjonn_land,prosent
2010,60,2,0,0.55,sysselsatte_kjonn_land,prosent
2010,60,2,1,0.48,sysselsatte_kjonn_land,prosent
2010,60,2,alle,0.52,sysselsatte_kjonn_land,prosent
2010,60,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,60,alle,1,0.72,sysselsatte_kjonn_land,prosent
2010,60,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2010,61,1,0,0.68,sysselsatte_kjonn_land,prosent
2010,61,1,1,0.73,sysselsatte_kjonn_land,prosent
2010,61,1,alle,0.71,sysselsatte_kjonn_land,prosent
2010,61,2,0,0.49,sysselsatte_kjonn_land,prosent
2010,61,2,1,0.58,sysselsatte_kjonn_land,prosent
2010,61,2,alle,0.53,sysselsatte_kjonn_land,prosent
2010,61,alle,0,0.67,sysselsatte_kjonn_land,prosent
2010,61,alle,1,0.72,sysselsatte_kjonn_land,prosent
2010,61,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,62,1,0,0.73,sysselsatte_kjonn_land,prosent
2010,62,1,1,0.88,sysselsatte_kjonn_land,prosent
2010,62,1,alle,0.80,sysselsatte_kjonn_land,prosent
2010,62,2,0,0.66,sysselsatte_kjonn_land,prosent
2010,62,2,1,0.68,sysselsatte_kjonn_land,prosent
2010,62,2,alle,0.67,sysselsatte_kjonn_land,prosent
2010,62,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,62,alle,1,0.74,sysselsatte_kjonn_land,prosent
2010,62,alle,alle,0.72,sysselsatte_kjonn_land,prosent
2010,63,1,0,0.59,sysselsatte_kjonn_land,prosent
2010,63,1,1,0.71,sysselsatte_kjonn_land,prosent
2010,63,1,alle,0.66,sysselsatte_kjonn_land,prosent
2010,63,2,0,0.52,sysselsatte_kjonn_land,prosent
2010,63,2,1,0.46,sysselsatte_kjonn_land,prosent
2010,63,2,alle,0.50,sysselsatte_kjonn_land,prosent
2010,63,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,63,alle,1,0.71,sysselsatte_kjonn_land,prosent
2010,63,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2010,64,1,0,0.64,sysselsatte_kjonn_land,prosent
2010,64,1,1,0.64,sysselsatte_kjonn_land,prosent
2010,64,1,alle,0.64,sysselsatte_kjonn_land,prosent
2010,64,2,0,0.41,sysselsatte_kjonn_land,prosent
2010,64,2,1,0.43,sysselsatte_kjonn_land,prosent
2010,64,2,alle,0.42,sysselsatte_kjonn_land,prosent
2010,64,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,64,alle,1,0.70,sysselsatte_kjonn_land,prosent
2010,64,alle,alle,0.67,sysselsatte_kjonn_land,prosent
2010,65,1,0,0.77,sysselsatte_kjonn_land,prosent
2010,65,1,1,0.75,sysselsatte_kjonn_land,prosent
2010,65,1,alle,0.76,sysselsatte_kjonn_land,prosent
2010,65,2,0,0.51,sysselsatte_kjonn_land,prosent
2010,65,2,1,0.38,sysselsatte_kjonn_land,prosent
2010,65,2,alle,0.44,sysselsatte_kjonn_land,prosent
2010,65,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,65,alle,1,0.75,sysselsatte_kjonn_land,prosent
2010,65,alle,alle,0.73,sysselsatte_kjonn_land,prosent
2010,66,1,0,0.73,sysselsatte_kjonn_land,prosent
2010,66,1,1,0.81,sysselsatte_kjonn_land,prosent
2010,66,1,alle,0.78,sysselsatte_kjonn_land,prosent
2010,66,2,0,0.66,sysselsatte_kjonn_land,prosent
2010,66,2,1,0.37,sysselsatte_kjonn_land,prosent
2010,66,2,alle,0.59,sysselsatte_kjonn_land,prosent
2010,66,alle,0,0.67,sysselsatte_kjonn_land,prosent
2010,66,alle,1,0.74,sysselsatte_kjonn_land,prosent
2010,66,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,67,1,0,0.65,sysselsatte_kjonn_land,prosent
2010,67,1,1,0.77,sysselsatte_kjonn_land,prosent
2010,67,1,alle,0.71,sysselsatte_kjonn_land,prosent
2010,67,2,0,0.50,sysselsatte_kjonn_land,prosent
2010,67,2,1,0.44,sysselsatte_kjonn_land,prosent
2010,67,2,alle,0.48,sysselsatte_kjonn_land,prosent
2010,67,alle,0,0.68,sysselsatte_kjonn_land,prosent
2010,67,alle,1,0.72,sysselsatte_kjonn_land,prosent
2010,67,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,68,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,68,1,1,0.78,sysselsatte_kjonn_land,prosent
2010,68,1,alle,0.75,sysselsatte_kjonn_land,prosent
2010,68,2,0,0.51,sysselsatte_kjonn_land,prosent
2010,68,2,1,0.32,sysselsatte_kjonn_land,prosent
2010,68,2,alle,0.45,sysselsatte_kjonn_land,prosent
2010,68,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,68,alle,1,0.70,sysselsatte_kjonn_land,prosent
2010,68,alle,alle,0.67,sysselsatte_kjonn_land,prosent
2010,69,1,0,0.67,sysselsatte_kjonn_land,prosent
2010,69,1,1,0.73,sysselsatte_kjonn_land,prosent
2010,69,1,alle,0.71,sysselsatte_kjonn_land,prosent
2010,69,2,0,0.46,sysselsatte_kjonn_land,prosent
2010,69,2,1,0.52,sysselsatte_kjonn_land,prosent
2010,69,2,alle,0.48,sysselsatte_kjonn_land,prosent
2010,69,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,69,alle,1,0.69,sysselsatte_kjonn_land,prosent
2010,69,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2010,70,1,0,0.83,sysselsatte_kjonn_land,prosent
2010,70,1,1,0.90,sysselsatte_kjonn_land,prosent
2010,70,1,alle,0.86,sysselsatte_kjonn_land,prosent
2010,70,2,0,0.87,sysselsatte_kjonn_land,prosent
2010,70,2,1,1.00,sysselsatte_kjonn_land,prosent
2010,70,2,alle,0.89,sysselsatte_kjonn_land,prosent
2010,70,alle,0,0.68,sysselsatte_kjonn_land,prosent
2010,70,alle,1,0.73,sysselsatte_kjonn_land,prosent
2010,70,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,71,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,71,1,1,0.77,sysselsatte_kjonn_land,prosent
2010,71,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,71,2,0,0.58,sysselsatte_kjonn_land,prosent
2010,71,2,1,0.41,sysselsatte_kjonn_land,prosent
2010,71,2,alle,0.50,sysselsatte_kjonn_land,prosent
2010,71,alle,0,0.66,sysselsatte_kjonn_land,prosent
2010,71,alle,1,0.70,sysselsatte_kjonn_land,prosent
2010,71,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2010,72,1,0,0.74,sysselsatte_kjonn_land,prosent
2010,72,1,1,0.74,sysselsatte_kjonn_land,prosent
2010,72,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,72,2,0,0.55,sysselsatte_kjonn_land,prosent
2010,72,2,1,0.52,sysselsatte_kjonn_land,prosent
2010,72,2,alle,0.54,sysselsatte_kjonn_land,prosent
2010,72,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,72,alle,1,0.68,sysselsatte_kjonn_land,prosent
2010,72,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2010,73,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,73,1,1,0.75,sysselsatte_kjonn_land,prosent
2010,73,1,alle,0.73,sysselsatte_kjonn_land,prosent
2010,73,2,0,0.53,sysselsatte_kjonn_land,prosent
2010,73,2,1,0.55,sysselsatte_kjonn_land,prosent
2010,73,2,alle,0.54,sysselsatte_kjonn_land,prosent
2010,73,alle,0,0.68,sysselsatte_kjonn_land,prosent
2010,73,alle,1,0.71,sysselsatte_kjonn_land,prosent
2010,73,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2010,74,1,0,0.77,sysselsatte_kjonn_land,prosent
2010,74,1,1,0.73,sysselsatte_kjonn_land,prosent
2010,74,1,alle,0.75,sysselsatte_kjonn_land,prosent
2010,74,2,0,0.60,sysselsatte_kjonn_land,prosent
2010,74,2,1,0.50,sysselsatte_kjonn_land,prosent
2010,74,2,alle,0.55,sysselsatte_kjonn_land,prosent
2010,74,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,74,alle,1,0.66,sysselsatte_kjonn_land,prosent
2010,74,alle,alle,0.65,sysselsatte_kjonn_land,prosent
2010,75,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,75,1,1,0.75,sysselsatte_kjonn_land,prosent
2010,75,1,alle,0.73,sysselsatte_kjonn_land,prosent
2010,75,2,0,0.57,sysselsatte_kjonn_land,prosent
2010,75,2,1,0.55,sysselsatte_kjonn_land,prosent
2010,75,2,alle,0.56,sysselsatte_kjonn_land,prosent
2010,75,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,75,alle,1,0.71,sysselsatte_kjonn_land,prosent
2010,75,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2010,76,1,0,0.70,sysselsatte_kjonn_land,prosent
2010,76,1,1,0.75,sysselsatte_kjonn_land,prosent
2010,76,1,alle,0.72,sysselsatte_kjonn_land,prosent
2010,76,2,0,0.56,sysselsatte_kjonn_land,prosent
2010,76,2,1,0.52,sysselsatte_kjonn_land,prosent
2010,76,2,alle,0.54,sysselsatte_kjonn_land,prosent
2010,76,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,76,alle,1,0.68,sysselsatte_kjonn_land,prosent
2010,76,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2010,77,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,77,1,1,0.72,sysselsatte_kjonn_land,prosent
2010,77,1,alle,0.72,sysselsatte_kjonn_land,prosent
2010,77,2,0,0.53,sysselsatte_kjonn_land,prosent
2010,77,2,1,0.41,sysselsatte_kjonn_land,prosent
2010,77,2,alle,0.47,sysselsatte_kjonn_land,prosent
2010,77,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,77,alle,1,0.68,sysselsatte_kjonn_land,prosent
2010,77,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2010,78,1,0,0.73,sysselsatte_kjonn_land,prosent
2010,78,1,1,0.76,sysselsatte_kjonn_land,prosent
2010,78,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,78,2,0,0.57,sysselsatte_kjonn_land,prosent
2010,78,2,1,0.39,sysselsatte_kjonn_land,prosent
2010,78,2,alle,0.49,sysselsatte_kjonn_land,prosent
2010,78,alle,0,0.65,sysselsatte_kjonn_land,prosent
2010,78,alle,1,0.71,sysselsatte_kjonn_land,prosent
2010,78,alle,alle,0.68,sysselsatte_kjonn_land,prosent
2010,79,1,0,0.75,sysselsatte_kjonn_land,prosent
2010,79,1,1,0.74,sysselsatte_kjonn_land,prosent
2010,79,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,79,2,0,0.62,sysselsatte_kjonn_land,prosent
2010,79,2,1,0.62,sysselsatte_kjonn_land,prosent
2010,79,2,alle,0.62,sysselsatte_kjonn_land,prosent
2010,79,alle,0,0.70,sysselsatte_kjonn_land,prosent
2010,79,alle,1,0.72,sysselsatte_kjonn_land,prosent
2010,79,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2010,80,1,0,0.68,sysselsatte_kjonn_land,prosent
2010,80,1,1,0.71,sysselsatte_kjonn_land,prosent
2010,80,1,alle,0.70,sysselsatte_kjonn_land,prosent
2010,80,2,0,0.53,sysselsatte_kjonn_land,prosent
2010,80,2,1,0.53,sysselsatte_kjonn_land,prosent
2010,80,2,alle,0.53,sysselsatte_kjonn_land,prosent
2010,80,alle,0,0.64,sysselsatte_kjonn_land,prosent
2010,80,alle,1,0.66,sysselsatte_kjonn_land,prosent
2010,80,alle,alle,0.65,sysselsatte_kjonn_land,prosent
2010,81,1,0,0.77,sysselsatte_kjonn_land,prosent
2010,81,1,1,0.77,sysselsatte_kjonn_land,prosent
2010,81,1,alle,0.77,sysselsatte_kjonn_land,prosent
2010,81,2,0,0.65,sysselsatte_kjonn_land,prosent
2010,81,2,1,0.70,sysselsatte_kjonn_land,prosent
2010,81,2,alle,0.67,sysselsatte_kjonn_land,prosent
2010,81,alle,0,0.67,sysselsatte_kjonn_land,prosent
2010,81,alle,1,0.71,sysselsatte_kjonn_land,prosent
2010,81,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2010,82,1,0,0.71,sysselsatte_kjonn_land,prosent
2010,82,1,1,0.69,sysselsatte_kjonn_land,prosent
2010,82,1,alle,0.70,sysselsatte_kjonn_land,prosent
2010,82,2,0,0.75,sysselsatte_kjonn_land,prosent
2010,82,2,1,0.56,sysselsatte_kjonn_land,prosent
2010,82,2,alle,0.70,sysselsatte_kjonn_land,prosent
2010,82,alle,0,0.68,sysselsatte_kjonn_land,prosent
2010,82,alle,1,0.65,sysselsatte_kjonn_land,prosent
2010,82,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2010,83,1,0,0.76,sysselsatte_kjonn_land,prosent
2010,83,1,1,0.71,sysselsatte_kjonn_land,prosent
2010,83,1,alle,0.74,sysselsatte_kjonn_land,prosent
2010,83,2,0,0.66,sysselsatte_kjonn_land,prosent
2010,83,2,1,0.56,sysselsatte_kjonn_land,prosent
2010,83,2,alle,0.62,sysselsatte_kjonn_land,prosent
2010,83,alle,0,0.68,sysselsatte_kjonn_land,prosent
2010,83,alle,1,0.69,sysselsatte_kjonn_land,prosent
2010,83,alle,alle,0.69,sysselsatte_kjonn_land,prosent
2011,01,1,0,0.52,sysselsatte_kjonn_land,prosent
2011,01,1,1,0.64,sysselsatte_kjonn_land,prosent
2011,01,1,alle,0.59,sysselsatte_kjonn_land,prosent
2011,01,2,0,0.42,sysselsatte_kjonn_land,prosent
2011,01,2,1,0.48,sysselsatte_kjonn_land,prosent
2011,01,2,alle,0.45,sysselsatte_kjonn_land,prosent
2011,01,alle,0,0.60,sysselsatte_kjonn_land,prosent
2011,01,alle,1,0.66,sysselsatte_kjonn_land,prosent
2011,01,alle,alle,0.63,sysselsatte_kjonn_land,prosent
2011,02,1,0,0.58,sysselsatte_kjonn_land,prosent
2011,02,1,1,0.76,sysselsatte_kjonn_land,prosent
2011,02,1,alle,0.69,sysselsatte_kjonn_land,prosent
2011,02,2,0,0.45,sysselsatte_kjonn_land,prosent
2011,02,2,1,0.55,sysselsatte_kjonn_land,prosent
2011,02,2,alle,0.50,sysselsatte_kjonn_land,prosent
2011,02,alle,0,0.62,sysselsatte_kjonn_land,prosent
2011,02,alle,1,0.70,sysselsatte_kjonn_land,prosent
2011,02,alle,alle,0.66,sysselsatte_kjonn_land,prosent
2011,03,1,0,0.64,sysselsatte_kjonn_land,prosent
2011,03,1,1,0.71,sysselsatte_kjonn_land,prosent
2011,03,1,alle,0.68,sysselsatte_kjonn_land,prosent
2011,03,2,0,0.45,sysselsatte_kjonn_land,prosent
2011,03,2,1,0.51,sysselsatte_kjonn_land,prosent
2011,03,2,alle,0.48,sysselsatte_kjonn_land,prosent
2011,03,alle,0,0.62,sysselsatte_kjonn_land,prosent
2011,03,alle,1,0.68,sysselsatte_kjonn_land,prosent
2011,03,alle,alle,0.65,sysselsatte_kjonn_land,prosent
2011,04,1,0,0.62,sysselsatte_kjonn_land,prosent
2011,04,1,1,0.75,sysselsatte_kjonn_land,prosent
2011,04,1,alle,0.70,sysselsatte_kjonn_land,prosent
2011,04,2,0,0.42,sysselsatte_kjonn_land,prosent
2011,04,2,1,0.47,sysselsatte_kjonn_land,prosent
2011,04,2,alle,0.45,sysselsatte_kjonn_land,prosent
2011,04,alle,0,0.61,sysselsatte_kjonn_land,prosent
2011,04,alle,1,0.67,sysselsatte_kjonn_land,prosent
2011,04,alle,alle,0.64,sysselsatte_kjonn_land,prosent
2011,05,1,0,0.70,sysselsatte_kjonn_land,prosent
2011,05,1,1,0.78,sysselsatte_kjonn_land,prosent
2011,05,1,alle,0.74,sysselsatte_kjonn_land,prosent
2011,05,2,0,0.52,sysselsatte_kjonn_land,prosent
2011,05,2,1,0.63,sysselsatte_kjonn_land,prosent
2011,05,2,alle,0.57,sysselsatte_kjonn_land,prosent
2011,05,alle,0,0.69,sysselsatte_kjonn_land,prosent
2011,05,alle,1,0.73,sysselsatte_kjonn_land,prosent
2011,05,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2011,06,1,0,0.69,sysselsatte_kjonn_land,prosent
2011,06,1,1,0.76,sysselsatte_kjonn_land,prosent
2011,06,1,alle,0.73,sysselsatte_kjonn_land,prosent
2011,06,2,0,0.53,sysselsatte_kjonn_land,prosent
2011,06,2,1,0.62,sysselsatte_kjonn_land,prosent
2011,06,2,alle,0.57,sysselsatte_kjonn_land,prosent
2011,06,alle,0,0.68,sysselsatte_kjonn_land,prosent
2011,06,alle,1,0.72,sysselsatte_kjonn_land,prosent
2011,06,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2011,07,1,0,0.69,sysselsatte_kjonn_land,prosent
2011,07,1,1,0.74,sysselsatte_kjonn_land,prosent
2011,07,1,alle,0.72,sysselsatte_kjonn_land,prosent
2011,07,2,0,0.53,sysselsatte_kjonn_land,prosent
2011,07,2,1,0.65,sysselsatte_kjonn_land,prosent
2011,07,2,alle,0.59,sysselsatte_kjonn_land,prosent
2011,07,alle,0,0.67,sysselsatte_kjonn_land,prosent
2011,07,alle,1,0.74,sysselsatte_kjonn_land,prosent
2011,07,alle,alle,0.71,sysselsatte_kjonn_land,prosent
2011,08,1,0,0.70,sysselsatte_kjonn_land,prosent
2011,08,1,1,0.80,sysselsatte_kjonn_land,prosent
2011,08,1,alle,0.76,sysselsatte_kjonn_land,prosent
2011,08,2,0,0.54,sysselsatte_kjonn_land,prosent
2011,08,2,1,0.63,sysselsatte_kjonn_land,prosent
2011,08,2,alle,0.58,sysselsatte_kjonn_land,prosent
2011,08,alle,0,0.67,sysselsatte_kjonn_land,prosent
2011,08,alle,1,0.74,sysselsatte_kjonn_land,prosent
2011,08,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2011,09,1,0,0.71,sysselsatte_kjonn_land,prosent
2011,09,1,1,0.75,sysselsatte_kjonn_land,prosent
2011,09,1,alle,0.73,sysselsatte_kjonn_land,prosent
2011,09,2,0,0.48,sysselsatte_kjonn_land,prosent
2011,09,2,1,0.59,sysselsatte_kjonn_land,prosent
2011,09,2,alle,0.53,sysselsatte_kjonn_land,prosent
2011,09,alle,0,0.68,sysselsatte_kjonn_land,prosent
2011,09,alle,1,0.72,sysselsatte_kjonn_land,prosent
2011,09,alle,alle,0.70,sysselsatte_kjonn_land,prosent
2011,10,1,0,0.74,sysselsatte_kjonn_land,prosent
2011,10,1,1,0.75,sysselsatte_kjonn_land,prosent
2011,10,1,alle,0.75,sysselsatte_kjonn_land,prosent
2011,10,2,0,0.58,sysselsatte_kjonn_land,prosent
2011,10,2,1,0.45,sysselsatte_kjonn_land,prosent
2011,10,2,alle,0.52,sysselsatte_kjonn_land,prosent
2011,10,alle,0,0.72,sysselsatte_kjonn_land,prosent
2011,10,alle,1,0.75,sysselsatte_kjonn_land,prosent
2011,10,alle,alle,0.74,sysselsatte_kjonn_land,prosent
2011,11,1,0,0.58,sysselsatte_kjonn_land,prosent
2011,11,1,1,0.70,sysselsatte_kjonn_land,prosent
2011,11,1,alle,0.64,sysselsatte_kjonn_land,prosent
2011,11,2,0,0.43,sysselsatte_kjonn_land,prosent
2011,11,2,1,0.45,sysselsatte_kjonn_land,prosent
2011,11,2,alle,0.44,sysselsatte_kjonn_land,prosent
2011,11,alle,0,0.58,sysselsatte_kjonn_land,prosent
2011,11,alle,1,0.65,sysselsatte_kjonn_land,prosent
2011,11,alle,alle,0.61,sysselsatte_kjonn_land,prosent
2011,12,1,0,0.64,sysselsatte_kjonn_land,prosent
2011,12,1,1,0.74,sysselsatte_kjonn_land,prosent
2011,12,1,alle,0.69,sysselsatte_kjonn_land,prosent
2011,12,2,0,0.47,sysselsatte_kjonn_land,prosent
2011,12,2,1,0.52,sysselsatte_kjonn_land,prosent
2011,12,2,alle,0.49,sysselsatte_kjonn_land,prosent
