tabell_navn;aar;fylke_id;landbakgrunn;kjonn;enhet;tabellvariabel;
befolkning_opprinnelsesland;2015;02;323;alle;person;:;
befolkning_opprinnelsesland;2015;02;326;alle;person;29;
befolkning_opprinnelsesland;2015;02;329;alle;person;77;
befolkning_opprinnelsesland;2015;02;333;alle;person;.;
befolkning_opprinnelsesland;2015;02;336;alle;person;17;
befolkning_opprinnelsesland;2015;02;337;alle;person;.;
befolkning_opprinnelsesland;2015;02;338;alle;person;:;
befolkning_opprinnelsesland;2015;02;339;alle;person;31;
befolkning_opprinnelsesland;2015;02;346;alle;person;1799;
befolkning_opprinnelsesland;2015;02;355;alle;person;14;
befolkning_opprinnelsesland;2015;02;356;alle;person;243;
befolkning_opprinnelsesland;2015;02;357;alle;person;:;
befolkning_opprinnelsesland;2015;02;359;alle;person;107;
befolkning_opprinnelsesland;2015;02;369;alle;person;92;
befolkning_opprinnelsesland;2015;02;373;alle;person;:;
befolkning_opprinnelsesland;2015;02;376;alle;person;7;
befolkning_opprinnelsesland;2015;02;379;alle;person;141;
befolkning_opprinnelsesland;2015;02;386;alle;person;135;
befolkning_opprinnelsesland;2015;02;389;alle;person;31;
befolkning_opprinnelsesland;2015;02;393;alle;person;:;
befolkning_opprinnelsesland;2015;02;404;alle;person;1948;
befolkning_opprinnelsesland;2015;02;406;alle;person;35;
befolkning_opprinnelsesland;2015;02;407;alle;person;40;
befolkning_opprinnelsesland;2015;02;409;alle;person;:;
befolkning_opprinnelsesland;2015;02;410;alle;person;75;
befolkning_opprinnelsesland;2015;02;412;alle;person;8;
befolkning_opprinnelsesland;2015;02;416;alle;person;:;
befolkning_opprinnelsesland;2015;02;420;alle;person;319;
befolkning_opprinnelsesland;2015;02;424;alle;person;1677;
befolkning_opprinnelsesland;2015;02;426;alle;person;25;
befolkning_opprinnelsesland;2015;02;428;alle;person;2885;
befolkning_opprinnelsesland;2015;02;430;alle;person;30;
befolkning_opprinnelsesland;2015;02;432;alle;person;26;
befolkning_opprinnelsesland;2015;02;436;alle;person;57;
befolkning_opprinnelsesland;2015;02;444;alle;person;1641;
befolkning_opprinnelsesland;2015;02;448;alle;person;170;
befolkning_opprinnelsesland;2015;02;452;alle;person;2542;
befolkning_opprinnelsesland;2015;02;456;alle;person;3332;
befolkning_opprinnelsesland;2015;02;460;alle;person;87;
befolkning_opprinnelsesland;2015;02;464;alle;person;131;
befolkning_opprinnelsesland;2015;02;476;alle;person;45;
befolkning_opprinnelsesland;2015;02;478;alle;person;14;
befolkning_opprinnelsesland;2015;02;480;alle;person;122;
befolkning_opprinnelsesland;2015;02;484;alle;person;1160;
befolkning_opprinnelsesland;2015;02;488;alle;person;8;
befolkning_opprinnelsesland;2015;02;492;alle;person;176;
befolkning_opprinnelsesland;2015;02;496;alle;person;29;
befolkning_opprinnelsesland;2015;02;500;alle;person;14;
befolkning_opprinnelsesland;2015;02;502;alle;person;27;
befolkning_opprinnelsesland;2015;02;504;alle;person;9;
befolkning_opprinnelsesland;2015;02;508;alle;person;152;
befolkning_opprinnelsesland;2015;02;510;alle;person;:;
befolkning_opprinnelsesland;2015;02;512;alle;person;83;
befolkning_opprinnelsesland;2015;02;513;alle;person;.;
befolkning_opprinnelsesland;2015;02;516;alle;person;19;
befolkning_opprinnelsesland;2015;02;520;alle;person;.;
befolkning_opprinnelsesland;2015;02;524;alle;person;222;
befolkning_opprinnelsesland;2015;02;528;alle;person;128;
befolkning_opprinnelsesland;2015;02;534;alle;person;3442;
befolkning_opprinnelsesland;2015;02;537;alle;person;.;
befolkning_opprinnelsesland;2015;02;540;alle;person;5;
befolkning_opprinnelsesland;2015;02;544;alle;person;43;
befolkning_opprinnelsesland;2015;02;548;alle;person;46;
befolkning_opprinnelsesland;2015;02;550;alle;person;17;
befolkning_opprinnelsesland;2015;02;552;alle;person;4;
befolkning_opprinnelsesland;2015;02;554;alle;person;58;
befolkning_opprinnelsesland;2015;02;564;alle;person;329;
befolkning_opprinnelsesland;2015;02;568;alle;person;1757;
befolkning_opprinnelsesland;2015;02;575;alle;person;2424;
befolkning_opprinnelsesland;2015;02;578;alle;person;21;
befolkning_opprinnelsesland;2015;02;601;alle;person;.;
befolkning_opprinnelsesland;2015;02;602;alle;person;:;
befolkning_opprinnelsesland;2015;02;603;alle;person;.;
befolkning_opprinnelsesland;2015;02;604;alle;person;.;
befolkning_opprinnelsesland;2015;02;605;alle;person;.;
befolkning_opprinnelsesland;2015;02;606;alle;person;:;
befolkning_opprinnelsesland;2015;02;608;alle;person;.;
befolkning_opprinnelsesland;2015;02;612;alle;person;208;
befolkning_opprinnelsesland;2015;02;613;alle;person;:;
befolkning_opprinnelsesland;2015;02;616;alle;person;17;
befolkning_opprinnelsesland;2015;02;620;alle;person;108;
befolkning_opprinnelsesland;2015;02;622;alle;person;:;
befolkning_opprinnelsesland;2015;02;624;alle;person;73;
befolkning_opprinnelsesland;2015;02;629;alle;person;.;
befolkning_opprinnelsesland;2015;02;631;alle;person;.;
befolkning_opprinnelsesland;2015;02;632;alle;person;28;
befolkning_opprinnelsesland;2015;02;636;alle;person;:;
befolkning_opprinnelsesland;2015;02;644;alle;person;10;
befolkning_opprinnelsesland;2015;02;648;alle;person;17;
befolkning_opprinnelsesland;2015;02;650;alle;person;:;
befolkning_opprinnelsesland;2015;02;652;alle;person;133;
befolkning_opprinnelsesland;2015;02;654;alle;person;.;
befolkning_opprinnelsesland;2015;02;657;alle;person;:;
befolkning_opprinnelsesland;2015;02;658;alle;person;.;
befolkning_opprinnelsesland;2015;02;659;alle;person;.;
befolkning_opprinnelsesland;2015;02;660;alle;person;.;
befolkning_opprinnelsesland;2015;02;661;alle;person;5;
befolkning_opprinnelsesland;2015;02;664;alle;person;15;
befolkning_opprinnelsesland;2015;02;668;alle;person;7;
befolkning_opprinnelsesland;2015;02;672;alle;person;20;
befolkning_opprinnelsesland;2015;02;676;alle;person;.;
befolkning_opprinnelsesland;2015;02;677;alle;person;.;
befolkning_opprinnelsesland;2015;02;678;alle;person;:;
befolkning_opprinnelsesland;2015;02;679;alle;person;.;
befolkning_opprinnelsesland;2015;02;680;alle;person;25;
befolkning_opprinnelsesland;2015;02;681;alle;person;.;
befolkning_opprinnelsesland;2015;02;684;alle;person;1203;
befolkning_opprinnelsesland;2015;02;685;alle;person;:;
befolkning_opprinnelsesland;2015;02;686;alle;person;.;
befolkning_opprinnelsesland;2015;02;687;alle;person;.;
befolkning_opprinnelsesland;2015;02;705;alle;person;98;
