tabell_navn;aar;kommune_id;vreg_5;kjonn;enhet;tabellvariabel;
befolkning_verdensregion;2015;0101;europa;alle;person;1997;
befolkning_verdensregion;2015;0101;asia;alle;person;625;
befolkning_verdensregion;2015;0101;afrika;alle;person;404;
befolkning_verdensregion;2015;0101;nord_amerika_oseania;alle;person;30;
befolkning_verdensregion;2015;0101;sor_og_mellom_amerika;alle;person;40;
befolkning_verdensregion;2015;0104;europa;alle;person;2380;
befolkning_verdensregion;2015;0104;asia;alle;person;1638;
befolkning_verdensregion;2015;0104;afrika;alle;person;633;
befolkning_verdensregion;2015;0104;nord_amerika_oseania;alle;person;60;
befolkning_verdensregion;2015;0104;sor_og_mellom_amerika;alle;person;119;
befolkning_verdensregion;2015;0105;europa;alle;person;4062;
befolkning_verdensregion;2015;0105;asia;alle;person;2156;
befolkning_verdensregion;2015;0105;afrika;alle;person;700;
befolkning_verdensregion;2015;0105;nord_amerika_oseania;alle;person;54;
befolkning_verdensregion;2015;0105;sor_og_mellom_amerika;alle;person;112;
befolkning_verdensregion;2015;0106;europa;alle;person;5094;
befolkning_verdensregion;2015;0106;asia;alle;person;3125;
befolkning_verdensregion;2015;0106;afrika;alle;person;1213;
befolkning_verdensregion;2015;0106;nord_amerika_oseania;alle;person;114;
befolkning_verdensregion;2015;0106;sor_og_mellom_amerika;alle;person;153;
befolkning_verdensregion;2015;0111;europa;alle;person;153;
befolkning_verdensregion;2015;0111;asia;alle;person;52;
befolkning_verdensregion;2015;0111;afrika;alle;person;23;
befolkning_verdensregion;2015;0111;nord_amerika_oseania;alle;person;12;
befolkning_verdensregion;2015;0111;sor_og_mellom_amerika;alle;person;11;
befolkning_verdensregion;2015;0118;europa;alle;person;35;
befolkning_verdensregion;2015;0118;asia;alle;person;11;
befolkning_verdensregion;2015;0118;afrika;alle;person;0;
befolkning_verdensregion;2015;0118;nord_amerika_oseania;alle;person;0;
befolkning_verdensregion;2015;0118;sor_og_mellom_amerika;alle;person;0;
befolkning_verdensregion;2015;0119;europa;alle;person;203;
befolkning_verdensregion;2015;0119;asia;alle;person;44;
befolkning_verdensregion;2015;0119;afrika;alle;person;29;
befolkning_verdensregion;2015;0119;nord_amerika_oseania;alle;person;6;
befolkning_verdensregion;2015;0119;sor_og_mellom_amerika;alle;person;3;
befolkning_verdensregion;2015;0121;europa;alle;person;47;
befolkning_verdensregion;2015;0121;asia;alle;person;3;
befolkning_verdensregion;2015;0121;afrika;alle;person;0;
befolkning_verdensregion;2015;0121;nord_amerika_oseania;alle;person;0;
befolkning_verdensregion;2015;0121;sor_og_mellom_amerika;alle;person;0;
befolkning_verdensregion;2015;0122;europa;alle;person;374;
befolkning_verdensregion;2015;0122;asia;alle;person;75;
befolkning_verdensregion;2015;0122;afrika;alle;person;31;
befolkning_verdensregion;2015;0122;nord_amerika_oseania;alle;person;4;
befolkning_verdensregion;2015;0122;sor_og_mellom_amerika;alle;person;6;
befolkning_verdensregion;2015;0123;europa;alle;person;317;
befolkning_verdensregion;2015;0123;asia;alle;person;183;
befolkning_verdensregion;2015;0123;afrika;alle;person;82;
befolkning_verdensregion;2015;0123;nord_amerika_oseania;alle;person;5;
befolkning_verdensregion;2015;0123;sor_og_mellom_amerika;alle;person;14;
befolkning_verdensregion;2015;0124;europa;alle;person;1274;
befolkning_verdensregion;2015;0124;asia;alle;person;869;
befolkning_verdensregion;2015;0124;afrika;alle;person;151;
befolkning_verdensregion;2015;0124;nord_amerika_oseania;alle;person;16;
befolkning_verdensregion;2015;0124;sor_og_mellom_amerika;alle;person;58;
befolkning_verdensregion;2015;0125;europa;alle;person;981;
befolkning_verdensregion;2015;0125;asia;alle;person;320;
befolkning_verdensregion;2015;0125;afrika;alle;person;141;
befolkning_verdensregion;2015;0125;nord_amerika_oseania;alle;person;8;
befolkning_verdensregion;2015;0125;sor_og_mellom_amerika;alle;person;37;
befolkning_verdensregion;2015;0127;europa;alle;person;255;
befolkning_verdensregion;2015;0127;asia;alle;person;60;
befolkning_verdensregion;2015;0127;afrika;alle;person;10;
