tabell_navn;aar;fylke_id;vreg_2;kjonn;enhet;tabellvariabel;
befolkning_verdensregion;2015;00;1;alle;person;327056;
befolkning_verdensregion;2015;00;2;alle;person;342324;
befolkning_verdensregion;2015;00;1;1;person;189163;
befolkning_verdensregion;2015;00;2;1;person;162479;
befolkning_verdensregion;2015;00;1;0;person;137893;
befolkning_verdensregion;2015;00;2;0;person;179845;
