kommune_nr,aar,enhet,tabell_navn,tilskudd_til_kommuner,tabellvariabel
0605,2015,kroner,tilskudd,eldre_tilsk,472500
0612,2015,kroner,tilskudd,eldre_tilsk,0
0615,2015,kroner,tilskudd,eldre_tilsk,0
0616,2015,kroner,tilskudd,eldre_tilsk,0
0617,2015,kroner,tilskudd,eldre_tilsk,152200
0618,2015,kroner,tilskudd,eldre_tilsk,0
0619,2015,kroner,tilskudd,eldre_tilsk,0
0620,2015,kroner,tilskudd,eldre_tilsk,0
0621,2015,kroner,tilskudd,eldre_tilsk,0
0622,2015,kroner,tilskudd,eldre_tilsk,0
0623,2015,kroner,tilskudd,eldre_tilsk,0
0624,2015,kroner,tilskudd,eldre_tilsk,315000
0625,2015,kroner,tilskudd,eldre_tilsk,315000
0626,2015,kroner,tilskudd,eldre_tilsk,0
0627,2015,kroner,tilskudd,eldre_tilsk,157500
0628,2015,kroner,tilskudd,eldre_tilsk,0
0631,2015,kroner,tilskudd,eldre_tilsk,0
0632,2015,kroner,tilskudd,eldre_tilsk,0
0633,2015,kroner,tilskudd,eldre_tilsk,0
0701,2015,kroner,tilskudd,eldre_tilsk,0
0702,2015,kroner,tilskudd,eldre_tilsk,0
0704,2015,kroner,tilskudd,eldre_tilsk,0
0706,2015,kroner,tilskudd,eldre_tilsk,152200
0709,2015,kroner,tilskudd,eldre_tilsk,315000
0711,2015,kroner,tilskudd,eldre_tilsk,0
0713,2015,kroner,tilskudd,eldre_tilsk,157500
0714,2015,kroner,tilskudd,eldre_tilsk,0
0716,2015,kroner,tilskudd,eldre_tilsk,315000
0719,2015,kroner,tilskudd,eldre_tilsk,0
0720,2015,kroner,tilskudd,eldre_tilsk,157500
0722,2015,kroner,tilskudd,eldre_tilsk,157500
0723,2015,kroner,tilskudd,eldre_tilsk,0
0728,2015,kroner,tilskudd,eldre_tilsk,0
0805,2015,kroner,tilskudd,eldre_tilsk,2100000
0806,2015,kroner,tilskudd,eldre_tilsk,0
0807,2015,kroner,tilskudd,eldre_tilsk,304400
0811,2015,kroner,tilskudd,eldre_tilsk,0
0814,2015,kroner,tilskudd,eldre_tilsk,157500
0815,2015,kroner,tilskudd,eldre_tilsk,152200
0817,2015,kroner,tilskudd,eldre_tilsk,0
0819,2015,kroner,tilskudd,eldre_tilsk,157500
0821,2015,kroner,tilskudd,eldre_tilsk,0
0822,2015,kroner,tilskudd,eldre_tilsk,0
0826,2015,kroner,tilskudd,eldre_tilsk,0
0827,2015,kroner,tilskudd,eldre_tilsk,0
0828,2015,kroner,tilskudd,eldre_tilsk,0
0829,2015,kroner,tilskudd,eldre_tilsk,0
0830,2015,kroner,tilskudd,eldre_tilsk,0
0831,2015,kroner,tilskudd,eldre_tilsk,0
0833,2015,kroner,tilskudd,eldre_tilsk,0
0834,2015,kroner,tilskudd,eldre_tilsk,0
0901,2015,kroner,tilskudd,eldre_tilsk,0
0904,2015,kroner,tilskudd,eldre_tilsk,157500
0906,2015,kroner,tilskudd,eldre_tilsk,157500
0911,2015,kroner,tilskudd,eldre_tilsk,0
0912,2015,kroner,tilskudd,eldre_tilsk,0
0914,2015,kroner,tilskudd,eldre_tilsk,0
0919,2015,kroner,tilskudd,eldre_tilsk,152200
0926,2015,kroner,tilskudd,eldre_tilsk,0
0928,2015,kroner,tilskudd,eldre_tilsk,0
0929,2015,kroner,tilskudd,eldre_tilsk,0
0935,2015,kroner,tilskudd,eldre_tilsk,0
0937,2015,kroner,tilskudd,eldre_tilsk,0
0938,2015,kroner,tilskudd,eldre_tilsk,0
0940,2015,kroner,tilskudd,eldre_tilsk,0
0941,2015,kroner,tilskudd,eldre_tilsk,0
1001,2015,kroner,tilskudd,eldre_tilsk,768700
1002,2015,kroner,tilskudd,eldre_tilsk,0
1003,2015,kroner,tilskudd,eldre_tilsk,0
1004,2015,kroner,tilskudd,eldre_tilsk,0
1014,2015,kroner,tilskudd,eldre_tilsk,315000
1017,2015,kroner,tilskudd,eldre_tilsk,0
1018,2015,kroner,tilskudd,eldre_tilsk,0
1021,2015,kroner,tilskudd,eldre_tilsk,0
1026,2015,kroner,tilskudd,eldre_tilsk,0
1027,2015,kroner,tilskudd,eldre_tilsk,0
1029,2015,kroner,tilskudd,eldre_tilsk,0
1032,2015,kroner,tilskudd,eldre_tilsk,0
1034,2015,kroner,tilskudd,eldre_tilsk,0
1037,2015,kroner,tilskudd,eldre_tilsk,0
1046,2015,kroner,tilskudd,eldre_tilsk,0
1101,2015,kroner,tilskudd,eldre_tilsk,157500
1102,2015,kroner,tilskudd,eldre_tilsk,157500
1103,2015,kroner,tilskudd,eldre_tilsk,472500
1106,2015,kroner,tilskudd,eldre_tilsk,315000
1111,2015,kroner,tilskudd,eldre_tilsk,0
1112,2015,kroner,tilskudd,eldre_tilsk,0
1114,2015,kroner,tilskudd,eldre_tilsk,0
1119,2015,kroner,tilskudd,eldre_tilsk,0
1120,2015,kroner,tilskudd,eldre_tilsk,630000
1121,2015,kroner,tilskudd,eldre_tilsk,0
1122,2015,kroner,tilskudd,eldre_tilsk,0
1124,2015,kroner,tilskudd,eldre_tilsk,157500
1127,2015,kroner,tilskudd,eldre_tilsk,0
1129,2015,kroner,tilskudd,eldre_tilsk,0
1130,2015,kroner,tilskudd,eldre_tilsk,0
1133,2015,kroner,tilskudd,eldre_tilsk,0
1134,2015,kroner,tilskudd,eldre_tilsk,0
1135,2015,kroner,tilskudd,eldre_tilsk,0
1141,2015,kroner,tilskudd,eldre_tilsk,0
1142,2015,kroner,tilskudd,eldre_tilsk,0
1144,2015,kroner,tilskudd,eldre_tilsk,0
1145,2015,kroner,tilskudd,eldre_tilsk,0
1146,2015,kroner,tilskudd,eldre_tilsk,157500
1149,2015,kroner,tilskudd,eldre_tilsk,0
1151,2015,kroner,tilskudd,eldre_tilsk,0
1160,2015,kroner,tilskudd,eldre_tilsk,0
1201,2015,kroner,tilskudd,eldre_tilsk,309700
1211,2015,kroner,tilskudd,eldre_tilsk,0
1216,2015,kroner,tilskudd,eldre_tilsk,0
1219,2015,kroner,tilskudd,eldre_tilsk,0
1221,2015,kroner,tilskudd,eldre_tilsk,157500
1222,2015,kroner,tilskudd,eldre_tilsk,0
1223,2015,kroner,tilskudd,eldre_tilsk,0
1224,2015,kroner,tilskudd,eldre_tilsk,0
1227,2015,kroner,tilskudd,eldre_tilsk,0
1228,2015,kroner,tilskudd,eldre_tilsk,157500
1231,2015,kroner,tilskudd,eldre_tilsk,0
1232,2015,kroner,tilskudd,eldre_tilsk,0
1233,2015,kroner,tilskudd,eldre_tilsk,0
1234,2015,kroner,tilskudd,eldre_tilsk,0
1235,2015,kroner,tilskudd,eldre_tilsk,0
1238,2015,kroner,tilskudd,eldre_tilsk,0
1241,2015,kroner,tilskudd,eldre_tilsk,0
1242,2015,kroner,tilskudd,eldre_tilsk,0
1243,2015,kroner,tilskudd,eldre_tilsk,0
1244,2015,kroner,tilskudd,eldre_tilsk,0
1245,2015,kroner,tilskudd,eldre_tilsk,0
1246,2015,kroner,tilskudd,eldre_tilsk,0
1247,2015,kroner,tilskudd,eldre_tilsk,0
1251,2015,kroner,tilskudd,eldre_tilsk,157500
1252,2015,kroner,tilskudd,eldre_tilsk,0
1253,2015,kroner,tilskudd,eldre_tilsk,0
1256,2015,kroner,tilskudd,eldre_tilsk,0
1259,2015,kroner,tilskudd,eldre_tilsk,157500
1260,2015,kroner,tilskudd,eldre_tilsk,0
1263,2015,kroner,tilskudd,eldre_tilsk,0
1264,2015,kroner,tilskudd,eldre_tilsk,0
1265,2015,kroner,tilskudd,eldre_tilsk,0
1266,2015,kroner,tilskudd,eldre_tilsk,0
1401,2015,kroner,tilskudd,eldre_tilsk,157500
1411,2015,kroner,tilskudd,eldre_tilsk,0
1412,2015,kroner,tilskudd,eldre_tilsk,0
1413,2015,kroner,tilskudd,eldre_tilsk,0
1416,2015,kroner,tilskudd,eldre_tilsk,0
1417,2015,kroner,tilskudd,eldre_tilsk,0
1418,2015,kroner,tilskudd,eldre_tilsk,0
1419,2015,kroner,tilskudd,eldre_tilsk,157500
1420,2015,kroner,tilskudd,eldre_tilsk,0
1421,2015,kroner,tilskudd,eldre_tilsk,0
1422,2015,kroner,tilskudd,eldre_tilsk,0
1424,2015,kroner,tilskudd,eldre_tilsk,0
1426,2015,kroner,tilskudd,eldre_tilsk,0
1428,2015,kroner,tilskudd,eldre_tilsk,0
1429,2015,kroner,tilskudd,eldre_tilsk,0
1430,2015,kroner,tilskudd,eldre_tilsk,0
1431,2015,kroner,tilskudd,eldre_tilsk,0
1432,2015,kroner,tilskudd,eldre_tilsk,157500
1433,2015,kroner,tilskudd,eldre_tilsk,0
1438,2015,kroner,tilskudd,eldre_tilsk,0
1439,2015,kroner,tilskudd,eldre_tilsk,0
1441,2015,kroner,tilskudd,eldre_tilsk,0
1443,2015,kroner,tilskudd,eldre_tilsk,0
1444,2015,kroner,tilskudd,eldre_tilsk,0
1445,2015,kroner,tilskudd,eldre_tilsk,157500
1449,2015,kroner,tilskudd,eldre_tilsk,0
1502,2015,kroner,tilskudd,eldre_tilsk,157500
1504,2015,kroner,tilskudd,eldre_tilsk,0
1505,2015,kroner,tilskudd,eldre_tilsk,152200
1511,2015,kroner,tilskudd,eldre_tilsk,0
1514,2015,kroner,tilskudd,eldre_tilsk,0
1515,2015,kroner,tilskudd,eldre_tilsk,157500
1516,2015,kroner,tilskudd,eldre_tilsk,157500
1517,2015,kroner,tilskudd,eldre_tilsk,0
1519,2015,kroner,tilskudd,eldre_tilsk,0
1520,2015,kroner,tilskudd,eldre_tilsk,0
1523,2015,kroner,tilskudd,eldre_tilsk,0
1524,2015,kroner,tilskudd,eldre_tilsk,0
1525,2015,kroner,tilskudd,eldre_tilsk,0
1526,2015,kroner,tilskudd,eldre_tilsk,0
1528,2015,kroner,tilskudd,eldre_tilsk,0
1529,2015,kroner,tilskudd,eldre_tilsk,0
1531,2015,kroner,tilskudd,eldre_tilsk,0
1532,2015,kroner,tilskudd,eldre_tilsk,0
1534,2015,kroner,tilskudd,eldre_tilsk,157500
1535,2015,kroner,tilskudd,eldre_tilsk,0
1539,2015,kroner,tilskudd,eldre_tilsk,0
1543,2015,kroner,tilskudd,eldre_tilsk,0
1545,2015,kroner,tilskudd,eldre_tilsk,0
1546,2015,kroner,tilskudd,eldre_tilsk,0
1547,2015,kroner,tilskudd,eldre_tilsk,0
1548,2015,kroner,tilskudd,eldre_tilsk,0
1551,2015,kroner,tilskudd,eldre_tilsk,0
1554,2015,kroner,tilskudd,eldre_tilsk,157500
1557,2015,kroner,tilskudd,eldre_tilsk,0
1560,2015,kroner,tilskudd,eldre_tilsk,0
1563,2015,kroner,tilskudd,eldre_tilsk,0
1566,2015,kroner,tilskudd,eldre_tilsk,0
1567,2015,kroner,tilskudd,eldre_tilsk,0
1571,2015,kroner,tilskudd,eldre_tilsk,0
1573,2015,kroner,tilskudd,eldre_tilsk,0
1576,2015,kroner,tilskudd,eldre_tilsk,0
1601,2015,kroner,tilskudd,eldre_tilsk,1426000
1612,2015,kroner,tilskudd,eldre_tilsk,0
1613,2015,kroner,tilskudd,eldre_tilsk,0
1617,2015,kroner,tilskudd,eldre_tilsk,0
1620,2015,kroner,tilskudd,eldre_tilsk,0
1621,2015,kroner,tilskudd,eldre_tilsk,0
1622,2015,kroner,tilskudd,eldre_tilsk,0
1624,2015,kroner,tilskudd,eldre_tilsk,0
1627,2015,kroner,tilskudd,eldre_tilsk,0
1630,2015,kroner,tilskudd,eldre_tilsk,0
1632,2015,kroner,tilskudd,eldre_tilsk,0
1633,2015,kroner,tilskudd,eldre_tilsk,0
1634,2015,kroner,tilskudd,eldre_tilsk,0
1635,2015,kroner,tilskudd,eldre_tilsk,0
1636,2015,kroner,tilskudd,eldre_tilsk,0
1638,2015,kroner,tilskudd,eldre_tilsk,157500
1640,2015,kroner,tilskudd,eldre_tilsk,0
1644,2015,kroner,tilskudd,eldre_tilsk,0
1648,2015,kroner,tilskudd,eldre_tilsk,0
1653,2015,kroner,tilskudd,eldre_tilsk,0
1657,2015,kroner,tilskudd,eldre_tilsk,0
1662,2015,kroner,tilskudd,eldre_tilsk,0
1663,2015,kroner,tilskudd,eldre_tilsk,0
1664,2015,kroner,tilskudd,eldre_tilsk,0
1665,2015,kroner,tilskudd,eldre_tilsk,0
1702,2015,kroner,tilskudd,eldre_tilsk,0
1703,2015,kroner,tilskudd,eldre_tilsk,0
1711,2015,kroner,tilskudd,eldre_tilsk,0
1714,2015,kroner,tilskudd,eldre_tilsk,0
1717,2015,kroner,tilskudd,eldre_tilsk,0
1718,2015,kroner,tilskudd,eldre_tilsk,0
1719,2015,kroner,tilskudd,eldre_tilsk,0
1721,2015,kroner,tilskudd,eldre_tilsk,0
1724,2015,kroner,tilskudd,eldre_tilsk,0
1725,2015,kroner,tilskudd,eldre_tilsk,0
1736,2015,kroner,tilskudd,eldre_tilsk,0
1738,2015,kroner,tilskudd,eldre_tilsk,0
1739,2015,kroner,tilskudd,eldre_tilsk,0
1740,2015,kroner,tilskudd,eldre_tilsk,0
1742,2015,kroner,tilskudd,eldre_tilsk,0
1743,2015,kroner,tilskudd,eldre_tilsk,0
1744,2015,kroner,tilskudd,eldre_tilsk,0
1748,2015,kroner,tilskudd,eldre_tilsk,0
1749,2015,kroner,tilskudd,eldre_tilsk,0
1750,2015,kroner,tilskudd,eldre_tilsk,0
1751,2015,kroner,tilskudd,eldre_tilsk,157500
1755,2015,kroner,tilskudd,eldre_tilsk,0
1756,2015,kroner,tilskudd,eldre_tilsk,0
1804,2015,kroner,tilskudd,eldre_tilsk,157500
1805,2015,kroner,tilskudd,eldre_tilsk,0
1811,2015,kroner,tilskudd,eldre_tilsk,0
1812,2015,kroner,tilskudd,eldre_tilsk,0
1813,2015,kroner,tilskudd,eldre_tilsk,0
1815,2015,kroner,tilskudd,eldre_tilsk,0
1816,2015,kroner,tilskudd,eldre_tilsk,152200
1818,2015,kroner,tilskudd,eldre_tilsk,0
1820,2015,kroner,tilskudd,eldre_tilsk,157500
1822,2015,kroner,tilskudd,eldre_tilsk,0
1824,2015,kroner,tilskudd,eldre_tilsk,0
1825,2015,kroner,tilskudd,eldre_tilsk,0
1826,2015,kroner,tilskudd,eldre_tilsk,0
1827,2015,kroner,tilskudd,eldre_tilsk,0
1828,2015,kroner,tilskudd,eldre_tilsk,0
1832,2015,kroner,tilskudd,eldre_tilsk,0
1833,2015,kroner,tilskudd,eldre_tilsk,0
1834,2015,kroner,tilskudd,eldre_tilsk,0
1835,2015,kroner,tilskudd,eldre_tilsk,0
1836,2015,kroner,tilskudd,eldre_tilsk,0
1837,2015,kroner,tilskudd,eldre_tilsk,0
1838,2015,kroner,tilskudd,eldre_tilsk,0
1839,2015,kroner,tilskudd,eldre_tilsk,0
1840,2015,kroner,tilskudd,eldre_tilsk,157500
1841,2015,kroner,tilskudd,eldre_tilsk,0
1845,2015,kroner,tilskudd,eldre_tilsk,0
1848,2015,kroner,tilskudd,eldre_tilsk,0
1849,2015,kroner,tilskudd,eldre_tilsk,0
1850,2015,kroner,tilskudd,eldre_tilsk,0
1851,2015,kroner,tilskudd,eldre_tilsk,0
1852,2015,kroner,tilskudd,eldre_tilsk,0
1853,2015,kroner,tilskudd,eldre_tilsk,0
1854,2015,kroner,tilskudd,eldre_tilsk,0
1856,2015,kroner,tilskudd,eldre_tilsk,0
1857,2015,kroner,tilskudd,eldre_tilsk,0
1859,2015,kroner,tilskudd,eldre_tilsk,0
1860,2015,kroner,tilskudd,eldre_tilsk,157500
1865,2015,kroner,tilskudd,eldre_tilsk,0
1866,2015,kroner,tilskudd,eldre_tilsk,0
1867,2015,kroner,tilskudd,eldre_tilsk,0
1868,2015,kroner,tilskudd,eldre_tilsk,0
1870,2015,kroner,tilskudd,eldre_tilsk,0
1871,2015,kroner,tilskudd,eldre_tilsk,0
1874,2015,kroner,tilskudd,eldre_tilsk,0
1902,2015,kroner,tilskudd,eldre_tilsk,315000
1903,2015,kroner,tilskudd,eldre_tilsk,0
1911,2015,kroner,tilskudd,eldre_tilsk,0
1913,2015,kroner,tilskudd,eldre_tilsk,0
1917,2015,kroner,tilskudd,eldre_tilsk,157500
1919,2015,kroner,tilskudd,eldre_tilsk,0
1920,2015,kroner,tilskudd,eldre_tilsk,0
1922,2015,kroner,tilskudd,eldre_tilsk,0
1923,2015,kroner,tilskudd,eldre_tilsk,0
1924,2015,kroner,tilskudd,eldre_tilsk,0
1925,2015,kroner,tilskudd,eldre_tilsk,0
1926,2015,kroner,tilskudd,eldre_tilsk,0
1927,2015,kroner,tilskudd,eldre_tilsk,157500
1928,2015,kroner,tilskudd,eldre_tilsk,0
1929,2015,kroner,tilskudd,eldre_tilsk,0
1931,2015,kroner,tilskudd,eldre_tilsk,152200
1933,2015,kroner,tilskudd,eldre_tilsk,0
1936,2015,kroner,tilskudd,eldre_tilsk,0
1938,2015,kroner,tilskudd,eldre_tilsk,0
1939,2015,kroner,tilskudd,eldre_tilsk,0
1940,2015,kroner,tilskudd,eldre_tilsk,0
1941,2015,kroner,tilskudd,eldre_tilsk,0
1942,2015,kroner,tilskudd,eldre_tilsk,0
1943,2015,kroner,tilskudd,eldre_tilsk,0
2002,2015,kroner,tilskudd,eldre_tilsk,0
2003,2015,kroner,tilskudd,eldre_tilsk,0
2004,2015,kroner,tilskudd,eldre_tilsk,0
2011,2015,kroner,tilskudd,eldre_tilsk,0
2012,2015,kroner,tilskudd,eldre_tilsk,472500
2014,2015,kroner,tilskudd,eldre_tilsk,0
2015,2015,kroner,tilskudd,eldre_tilsk,0
2017,2015,kroner,tilskudd,eldre_tilsk,0
2018,2015,kroner,tilskudd,eldre_tilsk,0
2019,2015,kroner,tilskudd,eldre_tilsk,0
2020,2015,kroner,tilskudd,eldre_tilsk,0
2021,2015,kroner,tilskudd,eldre_tilsk,0
2022,2015,kroner,tilskudd,eldre_tilsk,0
2023,2015,kroner,tilskudd,eldre_tilsk,0
2024,2015,kroner,tilskudd,eldre_tilsk,0
2025,2015,kroner,tilskudd,eldre_tilsk,0
2027,2015,kroner,tilskudd,eldre_tilsk,0
2028,2015,kroner,tilskudd,eldre_tilsk,157500
2030,2015,kroner,tilskudd,eldre_tilsk,0
9999,2015,kroner,tilskudd,eldre_tilsk,0
0101,2015,kroner,tilskudd,em_tilsk,908675
0104,2015,kroner,tilskudd,em_tilsk,2341950
0105,2015,kroner,tilskudd,em_tilsk,1529417
0106,2015,kroner,tilskudd,em_tilsk,6838483
0111,2015,kroner,tilskudd,em_tilsk,3760757
0118,2015,kroner,tilskudd,em_tilsk,0
0119,2015,kroner,tilskudd,em_tilsk,0
0121,2015,kroner,tilskudd,em_tilsk,0
0122,2015,kroner,tilskudd,em_tilsk,956500
0123,2015,kroner,tilskudd,em_tilsk,0
0124,2015,kroner,tilskudd,em_tilsk,1285375
0125,2015,kroner,tilskudd,em_tilsk,0
0127,2015,kroner,tilskudd,em_tilsk,940558
0128,2015,kroner,tilskudd,em_tilsk,0
0135,2015,kroner,tilskudd,em_tilsk,318834
0136,2015,kroner,tilskudd,em_tilsk,1482575
0137,2015,kroner,tilskudd,em_tilsk,0
0138,2015,kroner,tilskudd,em_tilsk,0
0211,2015,kroner,tilskudd,em_tilsk,717375
0213,2015,kroner,tilskudd,em_tilsk,1067108
0214,2015,kroner,tilskudd,em_tilsk,701433
0215,2015,kroner,tilskudd,em_tilsk,1943900
0216,2015,kroner,tilskudd,em_tilsk,573900
0217,2015,kroner,tilskudd,em_tilsk,1496550
0219,2015,kroner,tilskudd,em_tilsk,8895451
0220,2015,kroner,tilskudd,em_tilsk,7171292
0221,2015,kroner,tilskudd,em_tilsk,0
0226,2015,kroner,tilskudd,em_tilsk,0
0227,2015,kroner,tilskudd,em_tilsk,0
0228,2015,kroner,tilskudd,em_tilsk,765200
0229,2015,kroner,tilskudd,em_tilsk,223183
0230,2015,kroner,tilskudd,em_tilsk,4910034
0231,2015,kroner,tilskudd,em_tilsk,3283984
0233,2015,kroner,tilskudd,em_tilsk,191300
0234,2015,kroner,tilskudd,em_tilsk,0
0235,2015,kroner,tilskudd,em_tilsk,1482575
0236,2015,kroner,tilskudd,em_tilsk,3087275
0237,2015,kroner,tilskudd,em_tilsk,0
0238,2015,kroner,tilskudd,em_tilsk,0
0239,2015,kroner,tilskudd,em_tilsk,0
0301,2015,kroner,tilskudd,em_tilsk,29103555
0402,2015,kroner,tilskudd,em_tilsk,0
0403,2015,kroner,tilskudd,em_tilsk,4095041
0412,2015,kroner,tilskudd,em_tilsk,2222583
0415,2015,kroner,tilskudd,em_tilsk,191300
0417,2015,kroner,tilskudd,em_tilsk,1386925
0418,2015,kroner,tilskudd,em_tilsk,0
0419,2015,kroner,tilskudd,em_tilsk,0
0420,2015,kroner,tilskudd,em_tilsk,0
0423,2015,kroner,tilskudd,em_tilsk,573900
0425,2015,kroner,tilskudd,em_tilsk,382600
0426,2015,kroner,tilskudd,em_tilsk,0
0427,2015,kroner,tilskudd,em_tilsk,3713425
0428,2015,kroner,tilskudd,em_tilsk,1080100
0429,2015,kroner,tilskudd,em_tilsk,1386926
0430,2015,kroner,tilskudd,em_tilsk,0
0432,2015,kroner,tilskudd,em_tilsk,0
0434,2015,kroner,tilskudd,em_tilsk,0
0436,2015,kroner,tilskudd,em_tilsk,191300
0437,2015,kroner,tilskudd,em_tilsk,3826002
0438,2015,kroner,tilskudd,em_tilsk,191300
0439,2015,kroner,tilskudd,em_tilsk,0
0441,2015,kroner,tilskudd,em_tilsk,1115917
0501,2015,kroner,tilskudd,em_tilsk,2997381
0502,2015,kroner,tilskudd,em_tilsk,5493200
0511,2015,kroner,tilskudd,em_tilsk,0
0512,2015,kroner,tilskudd,em_tilsk,0
0513,2015,kroner,tilskudd,em_tilsk,0
0514,2015,kroner,tilskudd,em_tilsk,0
0515,2015,kroner,tilskudd,em_tilsk,0
0516,2015,kroner,tilskudd,em_tilsk,191300
0517,2015,kroner,tilskudd,em_tilsk,1209600
0519,2015,kroner,tilskudd,em_tilsk,0
0520,2015,kroner,tilskudd,em_tilsk,0
0521,2015,kroner,tilskudd,em_tilsk,382600
0522,2015,kroner,tilskudd,em_tilsk,0
0528,2015,kroner,tilskudd,em_tilsk,0
0529,2015,kroner,tilskudd,em_tilsk,191300
0532,2015,kroner,tilskudd,em_tilsk,0
0533,2015,kroner,tilskudd,em_tilsk,1237550
0534,2015,kroner,tilskudd,em_tilsk,382600
0536,2015,kroner,tilskudd,em_tilsk,382600
0538,2015,kroner,tilskudd,em_tilsk,2215399
0540,2015,kroner,tilskudd,em_tilsk,0
0541,2015,kroner,tilskudd,em_tilsk,0
0542,2015,kroner,tilskudd,em_tilsk,0
0543,2015,kroner,tilskudd,em_tilsk,191300
0544,2015,kroner,tilskudd,em_tilsk,0
0545,2015,kroner,tilskudd,em_tilsk,0
0602,2015,kroner,tilskudd,em_tilsk,9498483
0604,2015,kroner,tilskudd,em_tilsk,2949207
0605,2015,kroner,tilskudd,em_tilsk,382600
0612,2015,kroner,tilskudd,em_tilsk,0
0615,2015,kroner,tilskudd,em_tilsk,0
0616,2015,kroner,tilskudd,em_tilsk,0
0617,2015,kroner,tilskudd,em_tilsk,95650
0618,2015,kroner,tilskudd,em_tilsk,191300
0619,2015,kroner,tilskudd,em_tilsk,0
0620,2015,kroner,tilskudd,em_tilsk,0
0621,2015,kroner,tilskudd,em_tilsk,0
0622,2015,kroner,tilskudd,em_tilsk,0
0623,2015,kroner,tilskudd,em_tilsk,3028425
0624,2015,kroner,tilskudd,em_tilsk,924617
0625,2015,kroner,tilskudd,em_tilsk,191300
0626,2015,kroner,tilskudd,em_tilsk,1147800
0627,2015,kroner,tilskudd,em_tilsk,0
0628,2015,kroner,tilskudd,em_tilsk,573900
0631,2015,kroner,tilskudd,em_tilsk,0
0632,2015,kroner,tilskudd,em_tilsk,0
0633,2015,kroner,tilskudd,em_tilsk,0
0701,2015,kroner,tilskudd,em_tilsk,2486900
0702,2015,kroner,tilskudd,em_tilsk,2023117
0704,2015,kroner,tilskudd,em_tilsk,3808986
0706,2015,kroner,tilskudd,em_tilsk,2183516
0709,2015,kroner,tilskudd,em_tilsk,5371360
0711,2015,kroner,tilskudd,em_tilsk,0
0713,2015,kroner,tilskudd,em_tilsk,0
0714,2015,kroner,tilskudd,em_tilsk,0
0716,2015,kroner,tilskudd,em_tilsk,0
0719,2015,kroner,tilskudd,em_tilsk,2230850
0720,2015,kroner,tilskudd,em_tilsk,2467024
0722,2015,kroner,tilskudd,em_tilsk,3379141
0723,2015,kroner,tilskudd,em_tilsk,0
0728,2015,kroner,tilskudd,em_tilsk,191300
0805,2015,kroner,tilskudd,em_tilsk,3698467
0806,2015,kroner,tilskudd,em_tilsk,6966510
0807,2015,kroner,tilskudd,em_tilsk,4431291
0811,2015,kroner,tilskudd,em_tilsk,0
0814,2015,kroner,tilskudd,em_tilsk,3246691
0815,2015,kroner,tilskudd,em_tilsk,3361726
0817,2015,kroner,tilskudd,em_tilsk,0
0819,2015,kroner,tilskudd,em_tilsk,191300
0821,2015,kroner,tilskudd,em_tilsk,382600
0822,2015,kroner,tilskudd,em_tilsk,0
0826,2015,kroner,tilskudd,em_tilsk,1817350
0827,2015,kroner,tilskudd,em_tilsk,765200
0828,2015,kroner,tilskudd,em_tilsk,47825
0829,2015,kroner,tilskudd,em_tilsk,0
0830,2015,kroner,tilskudd,em_tilsk,382600
0831,2015,kroner,tilskudd,em_tilsk,0
0833,2015,kroner,tilskudd,em_tilsk,143475
0834,2015,kroner,tilskudd,em_tilsk,223183
0901,2015,kroner,tilskudd,em_tilsk,2566609
0904,2015,kroner,tilskudd,em_tilsk,3824525
0906,2015,kroner,tilskudd,em_tilsk,5194036
0911,2015,kroner,tilskudd,em_tilsk,0
0912,2015,kroner,tilskudd,em_tilsk,0
0914,2015,kroner,tilskudd,em_tilsk,0
0919,2015,kroner,tilskudd,em_tilsk,0
0926,2015,kroner,tilskudd,em_tilsk,1291275
0928,2015,kroner,tilskudd,em_tilsk,382600
0929,2015,kroner,tilskudd,em_tilsk,0
0935,2015,kroner,tilskudd,em_tilsk,0
0937,2015,kroner,tilskudd,em_tilsk,223183
0938,2015,kroner,tilskudd,em_tilsk,0
0940,2015,kroner,tilskudd,em_tilsk,0
0941,2015,kroner,tilskudd,em_tilsk,0
1001,2015,kroner,tilskudd,em_tilsk,7652002
1002,2015,kroner,tilskudd,em_tilsk,2853558
1003,2015,kroner,tilskudd,em_tilsk,191300
1004,2015,kroner,tilskudd,em_tilsk,191300
1014,2015,kroner,tilskudd,em_tilsk,635700
1017,2015,kroner,tilskudd,em_tilsk,191300
1018,2015,kroner,tilskudd,em_tilsk,1147800
1021,2015,kroner,tilskudd,em_tilsk,0
1026,2015,kroner,tilskudd,em_tilsk,0
1027,2015,kroner,tilskudd,em_tilsk,0
1029,2015,kroner,tilskudd,em_tilsk,79708
1032,2015,kroner,tilskudd,em_tilsk,191300
1034,2015,kroner,tilskudd,em_tilsk,0
1037,2015,kroner,tilskudd,em_tilsk,191300
1046,2015,kroner,tilskudd,em_tilsk,0
1101,2015,kroner,tilskudd,em_tilsk,2167083
1102,2015,kroner,tilskudd,em_tilsk,4175734
1103,2015,kroner,tilskudd,em_tilsk,10807468
1106,2015,kroner,tilskudd,em_tilsk,0
1111,2015,kroner,tilskudd,em_tilsk,0
1112,2015,kroner,tilskudd,em_tilsk,191300
1114,2015,kroner,tilskudd,em_tilsk,0
1119,2015,kroner,tilskudd,em_tilsk,0
1120,2015,kroner,tilskudd,em_tilsk,382600
1121,2015,kroner,tilskudd,em_tilsk,191300
1122,2015,kroner,tilskudd,em_tilsk,382600
1124,2015,kroner,tilskudd,em_tilsk,382600
