tabell_navn;aar;naringsregion_nr;vreg_3;botid_5;enhet;tabellvariabel
Befolkning_botid;2015;38;2;10+;person;296
Befolkning_botid;2015;39;1;0_4;person;14595
Befolkning_botid;2015;39;2;0_4;person;7644
Befolkning_botid;2015;39;1;5_9;person;7439
Befolkning_botid;2015;39;2;5_9;person;5079
Befolkning_botid;2015;39;1;10+;person;5738
Befolkning_botid;2015;39;2;10+;person;9982
Befolkning_botid;2015;40;1;0_4;person;10770
Befolkning_botid;2015;40;2;0_4;person;5915
Befolkning_botid;2015;40;1;5_9;person;4747
Befolkning_botid;2015;40;2;5_9;person;3924
Befolkning_botid;2015;40;1;10+;person;3955
Befolkning_botid;2015;40;2;10+;person;8930
Befolkning_botid;2015;41;1;0_4;person;819
Befolkning_botid;2015;41;2;0_4;person;221
Befolkning_botid;2015;41;1;5_9;person;529
Befolkning_botid;2015;41;2;5_9;person;160
Befolkning_botid;2015;41;1;10+;person;287
Befolkning_botid;2015;41;2;10+;person;296
Befolkning_botid;2015;42;1;0_4;person;645
Befolkning_botid;2015;42;2;0_4;person;464
Befolkning_botid;2015;42;1;5_9;person;440
Befolkning_botid;2015;42;2;5_9;person;180
Befolkning_botid;2015;42;1;10+;person;253
Befolkning_botid;2015;42;2;10+;person;219
Befolkning_botid;2015;43;1;0_4;person;316
Befolkning_botid;2015;43;2;0_4;person;206
Befolkning_botid;2015;43;1;5_9;person;116
Befolkning_botid;2015;43;2;5_9;person;123
Befolkning_botid;2015;43;1;10+;person;150
Befolkning_botid;2015;43;2;10+;person;104
Befolkning_botid;2015;44;1;0_4;person;896
Befolkning_botid;2015;44;2;0_4;person;372
Befolkning_botid;2015;44;1;5_9;person;715
Befolkning_botid;2015;44;2;5_9;person;232
Befolkning_botid;2015;44;1;10+;person;253
Befolkning_botid;2015;44;2;10+;person;258
Befolkning_botid;2015;45;1;0_4;person;264
Befolkning_botid;2015;45;2;0_4;person;120
Befolkning_botid;2015;45;1;5_9;person;313
Befolkning_botid;2015;45;2;5_9;person;57
Befolkning_botid;2015;45;1;10+;person;110
Befolkning_botid;2015;45;2;10+;person;78
Befolkning_botid;2015;46;1;0_4;person;1956
Befolkning_botid;2015;46;2;0_4;person;853
Befolkning_botid;2015;46;1;5_9;person;1076
Befolkning_botid;2015;46;2;5_9;person;562
Befolkning_botid;2015;46;1;10+;person;672
Befolkning_botid;2015;46;2;10+;person;664
Befolkning_botid;2015;47;1;0_4;person;1585
Befolkning_botid;2015;47;2;0_4;person;734
Befolkning_botid;2015;47;1;5_9;person;1062
Befolkning_botid;2015;47;2;5_9;person;520
Befolkning_botid;2015;47;1;10+;person;650
Befolkning_botid;2015;47;2;10+;person;872
Befolkning_botid;2015;48;1;0_4;person;333
Befolkning_botid;2015;48;2;0_4;person;197
Befolkning_botid;2015;48;1;5_9;person;166
Befolkning_botid;2015;48;2;5_9;person;40
Befolkning_botid;2015;48;1;10+;person;114
Befolkning_botid;2015;48;2;10+;person;66
Befolkning_botid;2015;49;1;0_4;person;1165
Befolkning_botid;2015;49;2;0_4;person;503
Befolkning_botid;2015;49;1;5_9;person;647
Befolkning_botid;2015;49;2;5_9;person;197
Befolkning_botid;2015;49;1;10+;person;468
Befolkning_botid;2015;49;2;10+;person;341
Befolkning_botid;2015;50;1;0_4;person;881
Befolkning_botid;2015;50;2;0_4;person;548
Befolkning_botid;2015;50;1;5_9;person;480
Befolkning_botid;2015;50;2;5_9;person;147
Befolkning_botid;2015;50;1;10+;person;400
Befolkning_botid;2015;50;2;10+;person;291
Befolkning_botid;2015;51;1;0_4;person;905
Befolkning_botid;2015;51;2;0_4;person;649
Befolkning_botid;2015;51;1;5_9;person;412
Befolkning_botid;2015;51;2;5_9;person;306
Befolkning_botid;2015;51;1;10+;person;321
Befolkning_botid;2015;51;2;10+;person;417
Befolkning_botid;2015;52;1;0_4;person;1553
Befolkning_botid;2015;52;2;0_4;person;1120
Befolkning_botid;2015;52;1;5_9;person;854
Befolkning_botid;2015;52;2;5_9;person;567
Befolkning_botid;2015;52;1;10+;person;542
Befolkning_botid;2015;52;2;10+;person;635
Befolkning_botid;2015;53;1;0_4;person;1816
Befolkning_botid;2015;53;2;0_4;person;982
Befolkning_botid;2015;53;1;5_9;person;1040
Befolkning_botid;2015;53;2;5_9;person;419
Befolkning_botid;2015;53;1;10+;person;602
Befolkning_botid;2015;53;2;10+;person;664
Befolkning_botid;2015;54;1;0_4;person;750
Befolkning_botid;2015;54;2;0_4;person;184
Befolkning_botid;2015;54;1;5_9;person;501
Befolkning_botid;2015;54;2;5_9;person;155
Befolkning_botid;2015;54;1;10+;person;270
Befolkning_botid;2015;54;2;10+;person;246
Befolkning_botid;2015;55;1;0_4;person;1907
Befolkning_botid;2015;55;2;0_4;person;831
Befolkning_botid;2015;55;1;5_9;person;835
Befolkning_botid;2015;55;2;5_9;person;401
Befolkning_botid;2015;55;1;10+;person;399
Befolkning_botid;2015;55;2;10+;person;658
Befolkning_botid;2015;56;1;0_4;person;3329
Befolkning_botid;2015;56;2;0_4;person;1242
Befolkning_botid;2015;56;1;5_9;person;1435
Befolkning_botid;2015;56;2;5_9;person;706
Befolkning_botid;2015;56;1;10+;person;924
Befolkning_botid;2015;56;2;10+;person;1197
Befolkning_botid;2015;57;1;0_4;person;524
Befolkning_botid;2015;57;2;0_4;person;259
Befolkning_botid;2015;57;1;5_9;person;271
Befolkning_botid;2015;57;2;5_9;person;102
Befolkning_botid;2015;57;1;10+;person;177
Befolkning_botid;2015;57;2;10+;person;113
Befolkning_botid;2015;58;1;0_4;person;777
Befolkning_botid;2015;58;2;0_4;person;119
Befolkning_botid;2015;58;1;5_9;person;491
Befolkning_botid;2015;58;2;5_9;person;77
Befolkning_botid;2015;58;1;10+;person;91
Befolkning_botid;2015;58;2;10+;person;72
Befolkning_botid;2015;59;1;0_4;person;207
Befolkning_botid;2015;59;2;0_4;person;105
Befolkning_botid;2015;59;1;5_9;person;105
Befolkning_botid;2015;59;2;5_9;person;57
Befolkning_botid;2015;59;1;10+;person;64
Befolkning_botid;2015;59;2;10+;person;67
Befolkning_botid;2015;60;1;0_4;person;287
Befolkning_botid;2015;60;2;0_4;person;302
Befolkning_botid;2015;60;1;5_9;person;200
Befolkning_botid;2015;60;2;5_9;person;195
Befolkning_botid;2015;60;1;10+;person;190
Befolkning_botid;2015;60;2;10+;person;213
Befolkning_botid;2015;61;1;0_4;person;6211
Befolkning_botid;2015;61;2;0_4;person;4525
Befolkning_botid;2015;61;1;5_9;person;2604
Befolkning_botid;2015;61;2;5_9;person;3012
Befolkning_botid;2015;61;1;10+;person;2848
Befolkning_botid;2015;61;2;10+;person;5496
Befolkning_botid;2015;62;1;0_4;person;125
Befolkning_botid;2015;62;2;0_4;person;71
Befolkning_botid;2015;62;1;5_9;person;80
Befolkning_botid;2015;62;2;5_9;person;23
Befolkning_botid;2015;62;1;10+;person;111
Befolkning_botid;2015;62;2;10+;person;73
Befolkning_botid;2015;63;1;0_4;person;400
Befolkning_botid;2015;63;2;0_4;person;500
Befolkning_botid;2015;63;1;5_9;person;166
Befolkning_botid;2015;63;2;5_9;person;269
Befolkning_botid;2015;63;1;10+;person;240
Befolkning_botid;2015;63;2;10+;person;347
Befolkning_botid;2015;64;1;0_4;person;1044
Befolkning_botid;2015;64;2;0_4;person;1005
Befolkning_botid;2015;64;1;5_9;person;580
Befolkning_botid;2015;64;2;5_9;person;543
Befolkning_botid;2015;64;1;10+;person;465
Befolkning_botid;2015;64;2;10+;person;596
Befolkning_botid;2015;65;1;0_4;person;113
Befolkning_botid;2015;65;2;0_4;person;198
Befolkning_botid;2015;65;1;5_9;person;77
Befolkning_botid;2015;65;2;5_9;person;34
Befolkning_botid;2015;65;1;10+;person;111
Befolkning_botid;2015;65;2;10+;person;41
Befolkning_botid;2015;66;1;0_4;person;180
Befolkning_botid;2015;66;2;0_4;person;237
Befolkning_botid;2015;66;1;5_9;person;134
Befolkning_botid;2015;66;2;5_9;person;39
Befolkning_botid;2015;66;1;10+;person;67
Befolkning_botid;2015;66;2;10+;person;53
Befolkning_botid;2015;67;1;0_4;person;283
Befolkning_botid;2015;67;2;0_4;person;390
Befolkning_botid;2015;67;1;5_9;person;145
Befolkning_botid;2015;67;2;5_9;person;142
Befolkning_botid;2015;67;1;10+;person;168
Befolkning_botid;2015;67;2;10+;person;167
Befolkning_botid;2015;68;1;0_4;person;153
Befolkning_botid;2015;68;2;0_4;person;259
Befolkning_botid;2015;68;1;5_9;person;87
Befolkning_botid;2015;68;2;5_9;person;93
Befolkning_botid;2015;68;1;10+;person;95
Befolkning_botid;2015;68;2;10+;person;90
Befolkning_botid;2015;69;1;0_4;person;339
Befolkning_botid;2015;69;2;0_4;person;428
Befolkning_botid;2015;69;1;5_9;person;91
Befolkning_botid;2015;69;2;5_9;person;122
Befolkning_botid;2015;69;1;10+;person;106
Befolkning_botid;2015;69;2;10+;person;143
Befolkning_botid;2015;70;1;0_4;person;112
Befolkning_botid;2015;70;2;0_4;person;32
Befolkning_botid;2015;70;1;5_9;person;60
Befolkning_botid;2015;70;2;5_9;person;21
Befolkning_botid;2015;70;1;10+;person;25
Befolkning_botid;2015;70;2;10+;person;14
Befolkning_botid;2015;71;1;0_4;person;207
Befolkning_botid;2015;71;2;0_4;person;368
Befolkning_botid;2015;71;1;5_9;person;84
Befolkning_botid;2015;71;2;5_9;person;99
Befolkning_botid;2015;71;1;10+;person;124
Befolkning_botid;2015;71;2;10+;person;144
Befolkning_botid;2015;72;1;0_4;person;477
Befolkning_botid;2015;72;2;0_4;person;604
Befolkning_botid;2015;72;1;5_9;person;217
Befolkning_botid;2015;72;2;5_9;person;248
Befolkning_botid;2015;72;1;10+;person;274
Befolkning_botid;2015;72;2;10+;person;247
Befolkning_botid;2015;73;1;0_4;person;1524
Befolkning_botid;2015;73;2;0_4;person;1587
Befolkning_botid;2015;73;1;5_9;person;582
Befolkning_botid;2015;73;2;5_9;person;772
Befolkning_botid;2015;73;1;10+;person;752
Befolkning_botid;2015;73;2;10+;person;895
Befolkning_botid;2015;74;1;0_4;person;643
Befolkning_botid;2015;74;2;0_4;person;708
Befolkning_botid;2015;74;1;5_9;person;198
Befolkning_botid;2015;74;2;5_9;person;258
Befolkning_botid;2015;74;1;10+;person;320
Befolkning_botid;2015;74;2;10+;person;275
Befolkning_botid;2015;75;1;0_4;person;706
Befolkning_botid;2015;75;2;0_4;person;578
Befolkning_botid;2015;75;1;5_9;person;311
Befolkning_botid;2015;75;2;5_9;person;263
Befolkning_botid;2015;75;1;10+;person;268
Befolkning_botid;2015;75;2;10+;person;202
Befolkning_botid;2015;76;1;0_4;person;785
Befolkning_botid;2015;76;2;0_4;person;794
Befolkning_botid;2015;76;1;5_9;person;216
Befolkning_botid;2015;76;2;5_9;person;366
Befolkning_botid;2015;76;1;10+;person;280
Befolkning_botid;2015;76;2;10+;person;352
Befolkning_botid;2015;77;1;0_4;person;617
Befolkning_botid;2015;77;2;0_4;person;951
Befolkning_botid;2015;77;1;5_9;person;309
Befolkning_botid;2015;77;2;5_9;person;513
Befolkning_botid;2015;77;1;10+;person;339
Befolkning_botid;2015;77;2;10+;person;382
Befolkning_botid;2015;78;1;0_4;person;566
Befolkning_botid;2015;78;2;0_4;person;772
Befolkning_botid;2015;78;1;5_9;person;200
Befolkning_botid;2015;78;2;5_9;person;203
Befolkning_botid;2015;78;1;10+;person;265
Befolkning_botid;2015;78;2;10+;person;204
Befolkning_botid;2015;79;1;0_4;person;2639
Befolkning_botid;2015;79;2;0_4;person;1708
Befolkning_botid;2015;79;1;5_9;person;1034
Befolkning_botid;2015;79;2;5_9;person;835
Befolkning_botid;2015;79;1;10+;person;1285
Befolkning_botid;2015;79;2;10+;person;1259
Befolkning_botid;2015;80;1;0_4;person;330
Befolkning_botid;2015;80;2;0_4;person;204
Befolkning_botid;2015;80;1;5_9;person;106
Befolkning_botid;2015;80;2;5_9;person;109
Befolkning_botid;2015;80;1;10+;person;162
Befolkning_botid;2015;80;2;10+;person;90
Befolkning_botid;2015;81;1;0_4;person;1397
Befolkning_botid;2015;81;2;0_4;person;862
Befolkning_botid;2015;81;1;5_9;person;500
Befolkning_botid;2015;81;2;5_9;person;548
Befolkning_botid;2015;81;1;10+;person;456
Befolkning_botid;2015;81;2;10+;person;486
Befolkning_botid;2015;82;1;0_4;person;261
Befolkning_botid;2015;82;2;0_4;person;157
Befolkning_botid;2015;82;1;5_9;person;81
Befolkning_botid;2015;82;2;5_9;person;82
Befolkning_botid;2015;82;1;10+;person;316
Befolkning_botid;2015;82;2;10+;person;130
Befolkning_botid;2015;83;1;0_4;person;1087
Befolkning_botid;2015;83;2;0_4;person;934
Befolkning_botid;2015;83;1;5_9;person;197
Befolkning_botid;2015;83;2;5_9;person;402
Befolkning_botid;2015;83;1;10+;person;502
Befolkning_botid;2015;83;2;10+;person;592
